"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmenyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmenyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Number of Scans","Plasmenyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Max Intensity","Plasmenyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Average m/z","Plasmenyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmenyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment"
"","Plasmenyl-PE(P-18:0/16:0)+H",0,0,0,0,0,0,"8.29211805555556","8.59211805555556","2770","","Plasmenyl-PE(P-18:0/16:0)+H",0,0,0,0,0,0,"8.29211805555556","8.59211805555556","2770","","Plasmenyl-PE(P-18:0/16:0)+H",0,0,0,0,0,0,"8.29211805555556","8.59211805555556","2770","","Plasmenyl-PE(P-18:0/16:0)+H",0,0,0,0,0,0,"8.29211805555556","8.59211805555556","2770","","Plasmenyl-PE(P-18:0/16:0)+H",0,0,0,0,0,0,"8.29211805555556","8.59211805555556","2770","","Plasmenyl-PE(P-18:0/16:0)+H","704.55886","563.53975","325.3101","239.23695","313.27373","142.02639","8.29211805555556","8.59211805555556","2770"
"","Plasmenyl-PE(P-18:0/16:0)+H",0,0,0,0,0,0,"7.151225","7.451225","11381","","Plasmenyl-PE(P-18:0/16:0)+H",0,0,0,0,0,0,"7.151225","7.451225","11381","","Plasmenyl-PE(P-18:0/16:0)+H",0,0,0,0,0,0,"7.151225","7.451225","11381","","Plasmenyl-PE(P-18:0/16:0)+H",0,0,0,0,0,0,"7.151225","7.451225","11381","","Plasmenyl-PE(P-18:0/16:0)+H",0,0,0,0,0,0,"7.151225","7.451225","11381","","Plasmenyl-PE(P-18:0/16:0)+H","704.55886","563.53975","325.3101","239.23695","313.27373","142.02639","7.151225","7.451225","11381"
"","Plasmenyl-PE(P-18:0/16:0)+H",0,0,0,0,0,0,"9.22618571428571","9.52618571428571","14373","","Plasmenyl-PE(P-18:0/16:0)+H",0,0,0,0,0,0,"9.22618571428571","9.52618571428571","14373","","Plasmenyl-PE(P-18:0/16:0)+H",0,0,0,0,0,0,"9.22618571428571","9.52618571428571","14373","","Plasmenyl-PE(P-18:0/16:0)+H",0,0,0,0,0,0,"9.22618571428571","9.52618571428571","14373","","Plasmenyl-PE(P-18:0/16:0)+H",0,0,0,0,0,0,"9.22618571428571","9.52618571428571","14373","","Plasmenyl-PE(P-18:0/16:0)+H","704.55886","563.53975","325.3101","239.23695","313.27373","142.02639","9.22618571428571","9.52618571428571","14373"
"","Plasmenyl-PE(P-18:0/16:1)+H",1,1,0,0,1,0,"8.13996527777778","8.43996527777778","1023","","Plasmenyl-PE(P-18:0/16:1)+H",8.352914,8.352914,0,0,8.352914,0,"8.13996527777778","8.43996527777778","1023","","Plasmenyl-PE(P-18:0/16:1)+H",1,1,0,0,1,0,"8.13996527777778","8.43996527777778","1023","","Plasmenyl-PE(P-18:0/16:1)+H",6032.236,15565.86,0,0,13233.92,0,"8.13996527777778","8.43996527777778","1023","","Plasmenyl-PE(P-18:0/16:1)+H",702.5429,561.5247,0,0,311.2581,0,"8.13996527777778","8.43996527777778","1023","","Plasmenyl-PE(P-18:0/16:1)+H","702.54326","561.52415","325.3101","237.22135","311.25813","142.02639","8.13996527777778","8.43996527777778","1023"
"","Plasmenyl-PE(P-18:0/16:1)+H",0,0,0,0,0,0,"7.41902083333333","7.71902083333333","15955","","Plasmenyl-PE(P-18:0/16:1)+H",0,0,0,0,0,0,"7.41902083333333","7.71902083333333","15955","","Plasmenyl-PE(P-18:0/16:1)+H",0,0,0,0,0,0,"7.41902083333333","7.71902083333333","15955","","Plasmenyl-PE(P-18:0/16:1)+H",0,0,0,0,0,0,"7.41902083333333","7.71902083333333","15955","","Plasmenyl-PE(P-18:0/16:1)+H",0,0,0,0,0,0,"7.41902083333333","7.71902083333333","15955","","Plasmenyl-PE(P-18:0/16:1)+H","702.54326","561.52415","325.3101","237.22135","311.25813","142.02639","7.41902083333333","7.71902083333333","15955"
"","Plasmenyl-PE(P-18:0/17:0)+H",1,0,0,0,0,0,"7.75862638888889","8.05862638888889","197","","Plasmenyl-PE(P-18:0/17:0)+H",7.872663,0,0,0,0,0,"7.75862638888889","8.05862638888889","197","","Plasmenyl-PE(P-18:0/17:0)+H",2,0,0,0,0,0,"7.75862638888889","8.05862638888889","197","","Plasmenyl-PE(P-18:0/17:0)+H",740660.8,0,0,0,0,0,"7.75862638888889","8.05862638888889","197","","Plasmenyl-PE(P-18:0/17:0)+H",718.57525,0,0,0,0,0,"7.75862638888889","8.05862638888889","197","","Plasmenyl-PE(P-18:0/17:0)+H","718.57456","577.55545","325.3101","253.25265","327.28943","142.02639","7.75862638888889","8.05862638888889","197"
"","Plasmenyl-PE(P-18:0/17:0)+H",1,0,0,0,0,0,"6.86943888888889","7.16943888888889","699","","Plasmenyl-PE(P-18:0/17:0)+H",7.144014,0,0,0,0,0,"6.86943888888889","7.16943888888889","699","","Plasmenyl-PE(P-18:0/17:0)+H",1,0,0,0,0,0,"6.86943888888889","7.16943888888889","699","","Plasmenyl-PE(P-18:0/17:0)+H",178567.1,0,0,0,0,0,"6.86943888888889","7.16943888888889","699","","Plasmenyl-PE(P-18:0/17:0)+H",718.576,0,0,0,0,0,"6.86943888888889","7.16943888888889","699","","Plasmenyl-PE(P-18:0/17:0)+H","718.57456","577.55545","325.3101","253.25265","327.28943","142.02639","6.86943888888889","7.16943888888889","699"
"","Plasmenyl-PE(P-18:0/17:1)+H",1,0,0,0,0,0,"6.66181805555556","6.96181805555556","1083","","Plasmenyl-PE(P-18:0/17:1)+H",6.856732,0,0,0,0,0,"6.66181805555556","6.96181805555556","1083","","Plasmenyl-PE(P-18:0/17:1)+H",1,0,0,0,0,0,"6.66181805555556","6.96181805555556","1083","","Plasmenyl-PE(P-18:0/17:1)+H",73595.97,0,0,0,0,0,"6.66181805555556","6.96181805555556","1083","","Plasmenyl-PE(P-18:0/17:1)+H",716.5604,0,0,0,0,0,"6.66181805555556","6.96181805555556","1083","","Plasmenyl-PE(P-18:0/17:1)+H","716.55886","575.53975","325.3101","251.23695","325.27373","142.02639","6.66181805555556","6.96181805555556","1083"
"","Plasmenyl-PE(P-18:0/17:1)+H",0,0,0,0,0,0,"5.83862777777778","6.13862777777778","2703","","Plasmenyl-PE(P-18:0/17:1)+H",0,0,0,0,0,0,"5.83862777777778","6.13862777777778","2703","","Plasmenyl-PE(P-18:0/17:1)+H",0,0,0,0,0,0,"5.83862777777778","6.13862777777778","2703","","Plasmenyl-PE(P-18:0/17:1)+H",0,0,0,0,0,0,"5.83862777777778","6.13862777777778","2703","","Plasmenyl-PE(P-18:0/17:1)+H",0,0,0,0,0,0,"5.83862777777778","6.13862777777778","2703","","Plasmenyl-PE(P-18:0/17:1)+H","716.55886","575.53975","325.3101","251.23695","325.27373","142.02639","5.83862777777778","6.13862777777778","2703"
"","Plasmenyl-PE(P-18:0/17:1)+H",1,0,0,0,0,0,"6.64093611111111","6.94093611111111","9134","","Plasmenyl-PE(P-18:0/17:1)+H",6.856732,0,0,0,0,0,"6.64093611111111","6.94093611111111","9134","","Plasmenyl-PE(P-18:0/17:1)+H",1,0,0,0,0,0,"6.64093611111111","6.94093611111111","9134","","Plasmenyl-PE(P-18:0/17:1)+H",73595.97,0,0,0,0,0,"6.64093611111111","6.94093611111111","9134","","Plasmenyl-PE(P-18:0/17:1)+H",716.5604,0,0,0,0,0,"6.64093611111111","6.94093611111111","9134","","Plasmenyl-PE(P-18:0/17:1)+H","716.55886","575.53975","325.3101","251.23695","325.27373","142.02639","6.64093611111111","6.94093611111111","9134"
"","Plasmenyl-PE(P-18:0/17:1)+H",0,0,0,0,0,0,"8.7356962962963","9.0356962962963","10132","","Plasmenyl-PE(P-18:0/17:1)+H",0,0,0,0,0,0,"8.7356962962963","9.0356962962963","10132","","Plasmenyl-PE(P-18:0/17:1)+H",0,0,0,0,0,0,"8.7356962962963","9.0356962962963","10132","","Plasmenyl-PE(P-18:0/17:1)+H",0,0,0,0,0,0,"8.7356962962963","9.0356962962963","10132","","Plasmenyl-PE(P-18:0/17:1)+H",0,0,0,0,0,0,"8.7356962962963","9.0356962962963","10132","","Plasmenyl-PE(P-18:0/17:1)+H","716.55886","575.53975","325.3101","251.23695","325.27373","142.02639","8.7356962962963","9.0356962962963","10132"
"","Plasmenyl-PE(P-18:0/17:1)+H",1,0,0,0,0,0,"6.77170138888889","7.07170138888889","18325","","Plasmenyl-PE(P-18:0/17:1)+H",6.856732,0,0,0,0,0,"6.77170138888889","7.07170138888889","18325","","Plasmenyl-PE(P-18:0/17:1)+H",1,0,0,0,0,0,"6.77170138888889","7.07170138888889","18325","","Plasmenyl-PE(P-18:0/17:1)+H",73595.97,0,0,0,0,0,"6.77170138888889","7.07170138888889","18325","","Plasmenyl-PE(P-18:0/17:1)+H",716.5604,0,0,0,0,0,"6.77170138888889","7.07170138888889","18325","","Plasmenyl-PE(P-18:0/17:1)+H","716.55886","575.53975","325.3101","251.23695","325.27373","142.02639","6.77170138888889","7.07170138888889","18325"
"","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"7.80099166666667","8.10099166666667","2941","","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"7.80099166666667","8.10099166666667","2941","","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"7.80099166666667","8.10099166666667","2941","","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"7.80099166666667","8.10099166666667","2941","","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"7.80099166666667","8.10099166666667","2941","","Plasmenyl-PE(P-18:0/17:2)+H","714.54326","573.52415","325.3101","249.22135","323.25813","142.02639","7.80099166666667","8.10099166666667","2941"
"","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"5.64565277777778","5.94565277777778","6244","","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"5.64565277777778","5.94565277777778","6244","","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"5.64565277777778","5.94565277777778","6244","","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"5.64565277777778","5.94565277777778","6244","","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"5.64565277777778","5.94565277777778","6244","","Plasmenyl-PE(P-18:0/17:2)+H","714.54326","573.52415","325.3101","249.22135","323.25813","142.02639","5.64565277777778","5.94565277777778","6244"
"","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"5.14956805555555","5.44956805555555","8139","","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"5.14956805555555","5.44956805555555","8139","","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"5.14956805555555","5.44956805555555","8139","","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"5.14956805555555","5.44956805555555","8139","","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"5.14956805555555","5.44956805555555","8139","","Plasmenyl-PE(P-18:0/17:2)+H","714.54326","573.52415","325.3101","249.22135","323.25813","142.02639","5.14956805555555","5.44956805555555","8139"
"","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"5.46767777777778","5.76767777777778","8246","","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"5.46767777777778","5.76767777777778","8246","","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"5.46767777777778","5.76767777777778","8246","","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"5.46767777777778","5.76767777777778","8246","","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"5.46767777777778","5.76767777777778","8246","","Plasmenyl-PE(P-18:0/17:2)+H","714.54326","573.52415","325.3101","249.22135","323.25813","142.02639","5.46767777777778","5.76767777777778","8246"
"","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"5.14429583333333","5.44429583333333","13871","","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"5.14429583333333","5.44429583333333","13871","","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"5.14429583333333","5.44429583333333","13871","","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"5.14429583333333","5.44429583333333","13871","","Plasmenyl-PE(P-18:0/17:2)+H",0,0,0,0,0,0,"5.14429583333333","5.44429583333333","13871","","Plasmenyl-PE(P-18:0/17:2)+H","714.54326","573.52415","325.3101","249.22135","323.25813","142.02639","5.14429583333333","5.44429583333333","13871"
"","Plasmenyl-PE(P-18:0/18:0)+H",0,0,0,0,0,0,"8.12406805555556","8.42406805555556","1753","","Plasmenyl-PE(P-18:0/18:0)+H",0,0,0,0,0,0,"8.12406805555556","8.42406805555556","1753","","Plasmenyl-PE(P-18:0/18:0)+H",0,0,0,0,0,0,"8.12406805555556","8.42406805555556","1753","","Plasmenyl-PE(P-18:0/18:0)+H",0,0,0,0,0,0,"8.12406805555556","8.42406805555556","1753","","Plasmenyl-PE(P-18:0/18:0)+H",0,0,0,0,0,0,"8.12406805555556","8.42406805555556","1753","","Plasmenyl-PE(P-18:0/18:0)+H","732.59016","591.57105","325.3101","267.26825","341.30503","142.02639","8.12406805555556","8.42406805555556","1753"
"","Plasmenyl-PE(P-18:0/18:0)+H",0,0,0,0,0,0,"9.3638375","9.6638375","11656","","Plasmenyl-PE(P-18:0/18:0)+H",0,0,0,0,0,0,"9.3638375","9.6638375","11656","","Plasmenyl-PE(P-18:0/18:0)+H",0,0,0,0,0,0,"9.3638375","9.6638375","11656","","Plasmenyl-PE(P-18:0/18:0)+H",0,0,0,0,0,0,"9.3638375","9.6638375","11656","","Plasmenyl-PE(P-18:0/18:0)+H",0,0,0,0,0,0,"9.3638375","9.6638375","11656","","Plasmenyl-PE(P-18:0/18:0)+H","732.59016","591.57105","325.3101","267.26825","341.30503","142.02639","9.3638375","9.6638375","11656"
"","Plasmenyl-PE(P-18:0/18:0)+H",0,0,0,0,0,0,"8.31044848484848","8.61044848484848","12846","","Plasmenyl-PE(P-18:0/18:0)+H",0,0,0,0,0,0,"8.31044848484848","8.61044848484848","12846","","Plasmenyl-PE(P-18:0/18:0)+H",0,0,0,0,0,0,"8.31044848484848","8.61044848484848","12846","","Plasmenyl-PE(P-18:0/18:0)+H",0,0,0,0,0,0,"8.31044848484848","8.61044848484848","12846","","Plasmenyl-PE(P-18:0/18:0)+H",0,0,0,0,0,0,"8.31044848484848","8.61044848484848","12846","","Plasmenyl-PE(P-18:0/18:0)+H","732.59016","591.57105","325.3101","267.26825","341.30503","142.02639","8.31044848484848","8.61044848484848","12846"
"","Plasmenyl-PE(P-18:0/18:1)+H",1,1,0,1,1,0,"9.20176666666667","9.50176666666667","1235","","Plasmenyl-PE(P-18:0/18:1)+H",9.37348,9.37348,0,9.37348,9.37348,0,"9.20176666666667","9.50176666666667","1235","","Plasmenyl-PE(P-18:0/18:1)+H",1,1,0,1,1,0,"9.20176666666667","9.50176666666667","1235","","Plasmenyl-PE(P-18:0/18:1)+H",7793.215,32615.5,0,11958.67,446034.5,0,"9.20176666666667","9.50176666666667","1235","","Plasmenyl-PE(P-18:0/18:1)+H",730.5742,589.5562,0,265.2528,339.2896,0,"9.20176666666667","9.50176666666667","1235","","Plasmenyl-PE(P-18:0/18:1)+H","730.57456","589.55545","325.3101","265.25265","339.28943","142.02639","9.20176666666667","9.50176666666667","1235"
"","Plasmenyl-PE(P-18:0/18:1)+H",0,0,0,0,0,0,"7.04608055555555","7.34608055555555","5546","","Plasmenyl-PE(P-18:0/18:1)+H",0,0,0,0,0,0,"7.04608055555555","7.34608055555555","5546","","Plasmenyl-PE(P-18:0/18:1)+H",0,0,0,0,0,0,"7.04608055555555","7.34608055555555","5546","","Plasmenyl-PE(P-18:0/18:1)+H",0,0,0,0,0,0,"7.04608055555555","7.34608055555555","5546","","Plasmenyl-PE(P-18:0/18:1)+H",0,0,0,0,0,0,"7.04608055555555","7.34608055555555","5546","","Plasmenyl-PE(P-18:0/18:1)+H","730.57456","589.55545","325.3101","265.25265","339.28943","142.02639","7.04608055555555","7.34608055555555","5546"
"","Plasmenyl-PE(P-18:0/18:1)+H",0,0,0,0,0,0,"7.23081805555556","7.53081805555556","9368","","Plasmenyl-PE(P-18:0/18:1)+H",0,0,0,0,0,0,"7.23081805555556","7.53081805555556","9368","","Plasmenyl-PE(P-18:0/18:1)+H",0,0,0,0,0,0,"7.23081805555556","7.53081805555556","9368","","Plasmenyl-PE(P-18:0/18:1)+H",0,0,0,0,0,0,"7.23081805555556","7.53081805555556","9368","","Plasmenyl-PE(P-18:0/18:1)+H",0,0,0,0,0,0,"7.23081805555556","7.53081805555556","9368","","Plasmenyl-PE(P-18:0/18:1)+H","730.57456","589.55545","325.3101","265.25265","339.28943","142.02639","7.23081805555556","7.53081805555556","9368"
"","Plasmenyl-PE(P-18:0/18:1)+H",0,0,0,0,0,0,"7.05109166666667","7.35109166666667","17349","","Plasmenyl-PE(P-18:0/18:1)+H",0,0,0,0,0,0,"7.05109166666667","7.35109166666667","17349","","Plasmenyl-PE(P-18:0/18:1)+H",0,0,0,0,0,0,"7.05109166666667","7.35109166666667","17349","","Plasmenyl-PE(P-18:0/18:1)+H",0,0,0,0,0,0,"7.05109166666667","7.35109166666667","17349","","Plasmenyl-PE(P-18:0/18:1)+H",0,0,0,0,0,0,"7.05109166666667","7.35109166666667","17349","","Plasmenyl-PE(P-18:0/18:1)+H","730.57456","589.55545","325.3101","265.25265","339.28943","142.02639","7.05109166666667","7.35109166666667","17349"
"","Plasmenyl-PE(P-18:0/18:2)+H",1,1,0,1,1,0,"8.35855694444444","8.65855694444444","381","","Plasmenyl-PE(P-18:0/18:2)+H",8.539091,8.539091,0,8.539091,8.539091,0,"8.35855694444444","8.65855694444444","381","","Plasmenyl-PE(P-18:0/18:2)+H",1,1,0,1,1,0,"8.35855694444444","8.65855694444444","381","","Plasmenyl-PE(P-18:0/18:2)+H",33965.3,156014,0,40114.12,1991926,0,"8.35855694444444","8.65855694444444","381","","Plasmenyl-PE(P-18:0/18:2)+H",728.5604,587.541,0,263.2373,337.2741,0,"8.35855694444444","8.65855694444444","381","","Plasmenyl-PE(P-18:0/18:2)+H","728.55886","587.53975","325.3101","263.23695","337.27373","142.02639","8.35855694444444","8.65855694444444","381"
"","Plasmenyl-PE(P-18:0/18:3)+H",0,0,0,0,0,0,"7.24894027777778","7.54894027777778","813","","Plasmenyl-PE(P-18:0/18:3)+H",0,0,0,0,0,0,"7.24894027777778","7.54894027777778","813","","Plasmenyl-PE(P-18:0/18:3)+H",0,0,0,0,0,0,"7.24894027777778","7.54894027777778","813","","Plasmenyl-PE(P-18:0/18:3)+H",0,0,0,0,0,0,"7.24894027777778","7.54894027777778","813","","Plasmenyl-PE(P-18:0/18:3)+H",0,0,0,0,0,0,"7.24894027777778","7.54894027777778","813","","Plasmenyl-PE(P-18:0/18:3)+H","726.54326","585.52415","325.3101","261.22135","335.25813","142.02639","7.24894027777778","7.54894027777778","813"
"","Plasmenyl-PE(P-18:0/18:3)+H",0,0,0,0,0,0,"7.47321388888889","7.77321388888889","1207","","Plasmenyl-PE(P-18:0/18:3)+H",0,0,0,0,0,0,"7.47321388888889","7.77321388888889","1207","","Plasmenyl-PE(P-18:0/18:3)+H",0,0,0,0,0,0,"7.47321388888889","7.77321388888889","1207","","Plasmenyl-PE(P-18:0/18:3)+H",0,0,0,0,0,0,"7.47321388888889","7.77321388888889","1207","","Plasmenyl-PE(P-18:0/18:3)+H",0,0,0,0,0,0,"7.47321388888889","7.77321388888889","1207","","Plasmenyl-PE(P-18:0/18:3)+H","726.54326","585.52415","325.3101","261.22135","335.25813","142.02639","7.47321388888889","7.77321388888889","1207"
"","Plasmenyl-PE(P-18:0/18:3)+H",0,0,0,0,0,0,"12.2246125","12.5246125","7327","","Plasmenyl-PE(P-18:0/18:3)+H",0,0,0,0,0,0,"12.2246125","12.5246125","7327","","Plasmenyl-PE(P-18:0/18:3)+H",0,0,0,0,0,0,"12.2246125","12.5246125","7327","","Plasmenyl-PE(P-18:0/18:3)+H",0,0,0,0,0,0,"12.2246125","12.5246125","7327","","Plasmenyl-PE(P-18:0/18:3)+H",0,0,0,0,0,0,"12.2246125","12.5246125","7327","","Plasmenyl-PE(P-18:0/18:3)+H","726.54326","585.52415","325.3101","261.22135","335.25813","142.02639","12.2246125","12.5246125","7327"
"","Plasmenyl-PE(P-18:0/18:3)+H",0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmenyl-PE(P-18:0/18:3)+H",0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmenyl-PE(P-18:0/18:3)+H",0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmenyl-PE(P-18:0/18:3)+H",0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmenyl-PE(P-18:0/18:3)+H",0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmenyl-PE(P-18:0/18:3)+H","726.54326","585.52415","325.3101","261.22135","335.25813","142.02639","12.8074090909091","13.1074090909091","10619"
"","Plasmenyl-PE(P-18:0/18:4)+H",1,1,0,1,0,1,"6.99227361111111","7.29227361111111","226","","Plasmenyl-PE(P-18:0/18:4)+H",7.174496,7.174496,0,7.174496,0,7.174496,"6.99227361111111","7.29227361111111","226","","Plasmenyl-PE(P-18:0/18:4)+H",1,1,0,1,0,1,"6.99227361111111","7.29227361111111","226","","Plasmenyl-PE(P-18:0/18:4)+H",51251.31,207775.8,0,1305.028,0,1644.985,"6.99227361111111","7.29227361111111","226","","Plasmenyl-PE(P-18:0/18:4)+H",724.5291,583.5094,0,259.2059,0,142.0267,"6.99227361111111","7.29227361111111","226","","Plasmenyl-PE(P-18:0/18:4)+H","724.52756","583.50845","325.3101","259.20565","333.24243","142.02639","6.99227361111111","7.29227361111111","226"
"","Plasmenyl-PE(P-18:0/18:4)+H",0,0,0,0,0,0,"12.2653696969697","12.5653696969697","6254","","Plasmenyl-PE(P-18:0/18:4)+H",0,0,0,0,0,0,"12.2653696969697","12.5653696969697","6254","","Plasmenyl-PE(P-18:0/18:4)+H",0,0,0,0,0,0,"12.2653696969697","12.5653696969697","6254","","Plasmenyl-PE(P-18:0/18:4)+H",0,0,0,0,0,0,"12.2653696969697","12.5653696969697","6254","","Plasmenyl-PE(P-18:0/18:4)+H",0,0,0,0,0,0,"12.2653696969697","12.5653696969697","6254","","Plasmenyl-PE(P-18:0/18:4)+H","724.52756","583.50845","325.3101","259.20565","333.24243","142.02639","12.2653696969697","12.5653696969697","6254"
"","Plasmenyl-PE(P-18:0/18:4)+H",0,0,0,0,0,0,"11.657762962963","11.957762962963","8537","","Plasmenyl-PE(P-18:0/18:4)+H",0,0,0,0,0,0,"11.657762962963","11.957762962963","8537","","Plasmenyl-PE(P-18:0/18:4)+H",0,0,0,0,0,0,"11.657762962963","11.957762962963","8537","","Plasmenyl-PE(P-18:0/18:4)+H",0,0,0,0,0,0,"11.657762962963","11.957762962963","8537","","Plasmenyl-PE(P-18:0/18:4)+H",0,0,0,0,0,0,"11.657762962963","11.957762962963","8537","","Plasmenyl-PE(P-18:0/18:4)+H","724.52756","583.50845","325.3101","259.20565","333.24243","142.02639","11.657762962963","11.957762962963","8537"
"","Plasmenyl-PE(P-18:0/18:4)+H",0,0,0,0,0,0,"11.6612866666667","11.9612866666667","18139","","Plasmenyl-PE(P-18:0/18:4)+H",0,0,0,0,0,0,"11.6612866666667","11.9612866666667","18139","","Plasmenyl-PE(P-18:0/18:4)+H",0,0,0,0,0,0,"11.6612866666667","11.9612866666667","18139","","Plasmenyl-PE(P-18:0/18:4)+H",0,0,0,0,0,0,"11.6612866666667","11.9612866666667","18139","","Plasmenyl-PE(P-18:0/18:4)+H",0,0,0,0,0,0,"11.6612866666667","11.9612866666667","18139","","Plasmenyl-PE(P-18:0/18:4)+H","724.52756","583.50845","325.3101","259.20565","333.24243","142.02639","11.6612866666667","11.9612866666667","18139"
"","Plasmenyl-PE(P-18:0/19:0)+H",1,0,0,0,0,0,"7.97837916666667","8.27837916666667","130","","Plasmenyl-PE(P-18:0/19:0)+H",8.12022,0,0,0,0,0,"7.97837916666667","8.27837916666667","130","","Plasmenyl-PE(P-18:0/19:0)+H",2,0,0,0,0,0,"7.97837916666667","8.27837916666667","130","","Plasmenyl-PE(P-18:0/19:0)+H",2061740,0,0,0,0,0,"7.97837916666667","8.27837916666667","130","","Plasmenyl-PE(P-18:0/19:0)+H",746.6059,0,0,0,0,0,"7.97837916666667","8.27837916666667","130","","Plasmenyl-PE(P-18:0/19:0)+H","746.60586","605.58675","325.3101","281.28395","355.32073","142.02639","7.97837916666667","8.27837916666667","130"
"","Plasmenyl-PE(P-18:0/19:0)+H",1,0,0,0,0,0,"8.86561944444444","9.16561944444444","2012","","Plasmenyl-PE(P-18:0/19:0)+H",8.923824,0,0,0,0,0,"8.86561944444444","9.16561944444444","2012","","Plasmenyl-PE(P-18:0/19:0)+H",1,0,0,0,0,0,"8.86561944444444","9.16561944444444","2012","","Plasmenyl-PE(P-18:0/19:0)+H",5078.562,0,0,0,0,0,"8.86561944444444","9.16561944444444","2012","","Plasmenyl-PE(P-18:0/19:0)+H",746.6073,0,0,0,0,0,"8.86561944444444","9.16561944444444","2012","","Plasmenyl-PE(P-18:0/19:0)+H","746.60586","605.58675","325.3101","281.28395","355.32073","142.02639","8.86561944444444","9.16561944444444","2012"
"","Plasmenyl-PE(P-18:0/20:1)+H",0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PE(P-18:0/20:1)+H",0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PE(P-18:0/20:1)+H",0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PE(P-18:0/20:1)+H",0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PE(P-18:0/20:1)+H",0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PE(P-18:0/20:1)+H","758.60586","617.58675","325.3101","293.28395","367.32073","142.02639","7.68438194444444","7.98438194444444","1523"
"","Plasmenyl-PE(P-18:0/20:1)+H",0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmenyl-PE(P-18:0/20:1)+H",0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmenyl-PE(P-18:0/20:1)+H",0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmenyl-PE(P-18:0/20:1)+H",0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmenyl-PE(P-18:0/20:1)+H",0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmenyl-PE(P-18:0/20:1)+H","758.60586","617.58675","325.3101","293.28395","367.32073","142.02639","8.17757222222222","8.47757222222222","1725"
