"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmenyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmenyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Number of Scans","Plasmenyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Max Intensity","Plasmenyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Average m/z","Plasmenyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmenyl-PE","[M+H]+","NL_head","NL_T2RCO","T2_RCO+","T2RCOO+58","head","RT_min","RT_max","Comment"
"","Plasmenyl-PE(P-18:1/18:2)+H",0,0,0,0,0,0,"12.2246125","12.5246125","7327","","Plasmenyl-PE(P-18:1/18:2)+H",0,0,0,0,0,0,"12.2246125","12.5246125","7327","","Plasmenyl-PE(P-18:1/18:2)+H",0,0,0,0,0,0,"12.2246125","12.5246125","7327","","Plasmenyl-PE(P-18:1/18:2)+H",0,0,0,0,0,0,"12.2246125","12.5246125","7327","","Plasmenyl-PE(P-18:1/18:2)+H",0,0,0,0,0,0,"12.2246125","12.5246125","7327","","Plasmenyl-PE(P-18:1/18:2)+H","726.54326","585.52415","323.2945","263.23695","337.27373","142.02639","12.2246125","12.5246125","7327"
"","Plasmenyl-PE(P-18:1/18:2)+H",0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmenyl-PE(P-18:1/18:2)+H",0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmenyl-PE(P-18:1/18:2)+H",0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmenyl-PE(P-18:1/18:2)+H",0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmenyl-PE(P-18:1/18:2)+H",0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","Plasmenyl-PE(P-18:1/18:2)+H","726.54326","585.52415","323.2945","263.23695","337.27373","142.02639","12.8074090909091","13.1074090909091","10619"
"","Plasmenyl-PE(P-18:1/18:3)+H",1,1,0,0,0,1,"6.99227361111111","7.29227361111111","226","","Plasmenyl-PE(P-18:1/18:3)+H",7.174496,7.174496,0,0,0,7.174496,"6.99227361111111","7.29227361111111","226","","Plasmenyl-PE(P-18:1/18:3)+H",1,1,0,0,0,1,"6.99227361111111","7.29227361111111","226","","Plasmenyl-PE(P-18:1/18:3)+H",51251.31,207775.8,0,0,0,1644.985,"6.99227361111111","7.29227361111111","226","","Plasmenyl-PE(P-18:1/18:3)+H",724.5291,583.5094,0,0,0,142.0267,"6.99227361111111","7.29227361111111","226","","Plasmenyl-PE(P-18:1/18:3)+H","724.52766","583.50855","323.2945","261.22135","335.25813","142.02639","6.99227361111111","7.29227361111111","226"
"","Plasmenyl-PE(P-18:1/18:3)+H",0,0,0,0,0,0,"12.2653696969697","12.5653696969697","6254","","Plasmenyl-PE(P-18:1/18:3)+H",0,0,0,0,0,0,"12.2653696969697","12.5653696969697","6254","","Plasmenyl-PE(P-18:1/18:3)+H",0,0,0,0,0,0,"12.2653696969697","12.5653696969697","6254","","Plasmenyl-PE(P-18:1/18:3)+H",0,0,0,0,0,0,"12.2653696969697","12.5653696969697","6254","","Plasmenyl-PE(P-18:1/18:3)+H",0,0,0,0,0,0,"12.2653696969697","12.5653696969697","6254","","Plasmenyl-PE(P-18:1/18:3)+H","724.52766","583.50855","323.2945","261.22135","335.25813","142.02639","12.2653696969697","12.5653696969697","6254"
"","Plasmenyl-PE(P-18:1/18:3)+H",0,0,0,0,0,0,"11.657762962963","11.957762962963","8537","","Plasmenyl-PE(P-18:1/18:3)+H",0,0,0,0,0,0,"11.657762962963","11.957762962963","8537","","Plasmenyl-PE(P-18:1/18:3)+H",0,0,0,0,0,0,"11.657762962963","11.957762962963","8537","","Plasmenyl-PE(P-18:1/18:3)+H",0,0,0,0,0,0,"11.657762962963","11.957762962963","8537","","Plasmenyl-PE(P-18:1/18:3)+H",0,0,0,0,0,0,"11.657762962963","11.957762962963","8537","","Plasmenyl-PE(P-18:1/18:3)+H","724.52766","583.50855","323.2945","261.22135","335.25813","142.02639","11.657762962963","11.957762962963","8537"
"","Plasmenyl-PE(P-18:1/18:3)+H",0,0,0,0,0,0,"11.6612866666667","11.9612866666667","18139","","Plasmenyl-PE(P-18:1/18:3)+H",0,0,0,0,0,0,"11.6612866666667","11.9612866666667","18139","","Plasmenyl-PE(P-18:1/18:3)+H",0,0,0,0,0,0,"11.6612866666667","11.9612866666667","18139","","Plasmenyl-PE(P-18:1/18:3)+H",0,0,0,0,0,0,"11.6612866666667","11.9612866666667","18139","","Plasmenyl-PE(P-18:1/18:3)+H",0,0,0,0,0,0,"11.6612866666667","11.9612866666667","18139","","Plasmenyl-PE(P-18:1/18:3)+H","724.52766","583.50855","323.2945","261.22135","335.25813","142.02639","11.6612866666667","11.9612866666667","18139"
"","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"6.15764722222222","6.45764722222222","1770","","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"6.15764722222222","6.45764722222222","1770","","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"6.15764722222222","6.45764722222222","1770","","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"6.15764722222222","6.45764722222222","1770","","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"6.15764722222222","6.45764722222222","1770","","Plasmenyl-PE(P-18:1/18:4)+H","722.51196","581.49285","323.2945","259.20565","333.24243","142.02639","6.15764722222222","6.45764722222222","1770"
"","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"12.0553930555556","12.3553930555556","3060","","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"12.0553930555556","12.3553930555556","3060","","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"12.0553930555556","12.3553930555556","3060","","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"12.0553930555556","12.3553930555556","3060","","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"12.0553930555556","12.3553930555556","3060","","Plasmenyl-PE(P-18:1/18:4)+H","722.51196","581.49285","323.2945","259.20565","333.24243","142.02639","12.0553930555556","12.3553930555556","3060"
"","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"11.3723305555556","11.6723305555556","3531","","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"11.3723305555556","11.6723305555556","3531","","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"11.3723305555556","11.6723305555556","3531","","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"11.3723305555556","11.6723305555556","3531","","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"11.3723305555556","11.6723305555556","3531","","Plasmenyl-PE(P-18:1/18:4)+H","722.51196","581.49285","323.2945","259.20565","333.24243","142.02639","11.3723305555556","11.6723305555556","3531"
"","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"11.7137986111111","12.0137986111111","7491","","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"11.7137986111111","12.0137986111111","7491","","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"11.7137986111111","12.0137986111111","7491","","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"11.7137986111111","12.0137986111111","7491","","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"11.7137986111111","12.0137986111111","7491","","Plasmenyl-PE(P-18:1/18:4)+H","722.51196","581.49285","323.2945","259.20565","333.24243","142.02639","11.7137986111111","12.0137986111111","7491"
"","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"12.7044666666667","13.0044666666667","17615","","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"12.7044666666667","13.0044666666667","17615","","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"12.7044666666667","13.0044666666667","17615","","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"12.7044666666667","13.0044666666667","17615","","Plasmenyl-PE(P-18:1/18:4)+H",0,0,0,0,0,0,"12.7044666666667","13.0044666666667","17615","","Plasmenyl-PE(P-18:1/18:4)+H","722.51196","581.49285","323.2945","259.20565","333.24243","142.02639","12.7044666666667","13.0044666666667","17615"
"","Plasmenyl-PE(P-18:1/19:0)+H",1,0,0,0,0,0,"7.08499861111111","7.38499861111111","107","","Plasmenyl-PE(P-18:1/19:0)+H",7.230513,0,0,0,0,0,"7.08499861111111","7.38499861111111","107","","Plasmenyl-PE(P-18:1/19:0)+H",2,0,0,0,0,0,"7.08499861111111","7.38499861111111","107","","Plasmenyl-PE(P-18:1/19:0)+H",3348612,0,0,0,0,0,"7.08499861111111","7.38499861111111","107","","Plasmenyl-PE(P-18:1/19:0)+H",744.5904,0,0,0,0,0,"7.08499861111111","7.38499861111111","107","","Plasmenyl-PE(P-18:1/19:0)+H","744.59026","603.57115","323.2945","281.28395","355.32073","142.02639","7.08499861111111","7.38499861111111","107"
"","Plasmenyl-PE(P-18:1/19:0)+H",1,0,0,0,0,1,"7.82195138888889","8.12195138888889","162","","Plasmenyl-PE(P-18:1/19:0)+H",8.027212,0,0,0,0,8.027212,"7.82195138888889","8.12195138888889","162","","Plasmenyl-PE(P-18:1/19:0)+H",4,0,0,0,0,2,"7.82195138888889","8.12195138888889","162","","Plasmenyl-PE(P-18:1/19:0)+H",877574.1,0,0,0,0,4066.147,"7.82195138888889","8.12195138888889","162","","Plasmenyl-PE(P-18:1/19:0)+H",744.590575,0,0,0,0,142.0265,"7.82195138888889","8.12195138888889","162","","Plasmenyl-PE(P-18:1/19:0)+H","744.59026","603.57115","323.2945","281.28395","355.32073","142.02639","7.82195138888889","8.12195138888889","162"
"","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PE(P-18:1/20:0)+H","758.60586","617.58675","323.2945","295.29955","369.33633","142.02639","7.68438194444444","7.98438194444444","1523"
"","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"8.17757222222222","8.47757222222222","1725","","Plasmenyl-PE(P-18:1/20:0)+H","758.60586","617.58675","323.2945","295.29955","369.33633","142.02639","8.17757222222222","8.47757222222222","1725"
"","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"10.1578666666667","10.4578666666667","4902","","Plasmenyl-PE(P-18:1/20:0)+H","758.60586","617.58675","323.2945","295.29955","369.33633","142.02639","10.1578666666667","10.4578666666667","4902"
"","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"8.19072638888889","8.49072638888889","12721","","Plasmenyl-PE(P-18:1/20:0)+H","758.60586","617.58675","323.2945","295.29955","369.33633","142.02639","8.19072638888889","8.49072638888889","12721"
"","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmenyl-PE(P-18:1/20:0)+H",0,0,0,0,0,0,"9.53611515151515","9.83611515151515","19054","","Plasmenyl-PE(P-18:1/20:0)+H","758.60586","617.58675","323.2945","295.29955","369.33633","142.02639","9.53611515151515","9.83611515151515","19054"
"","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"7.25920555555556","7.55920555555556","867","","Plasmenyl-PE(P-18:1/20:1)+H","756.59026","615.57115","323.2945","293.28395","367.32073","142.02639","7.25920555555556","7.55920555555556","867"
"","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"7.47061527777778","7.77061527777778","995","","Plasmenyl-PE(P-18:1/20:1)+H","756.59026","615.57115","323.2945","293.28395","367.32073","142.02639","7.47061527777778","7.77061527777778","995"
"","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"9.40040694444444","9.70040694444444","2016","","Plasmenyl-PE(P-18:1/20:1)+H","756.59026","615.57115","323.2945","293.28395","367.32073","142.02639","9.40040694444444","9.70040694444444","2016"
"","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"6.79742638888889","7.09742638888889","3696","","Plasmenyl-PE(P-18:1/20:1)+H","756.59026","615.57115","323.2945","293.28395","367.32073","142.02639","6.79742638888889","7.09742638888889","3696"
"","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"7.67833166666667","7.97833166666667","4652","","Plasmenyl-PE(P-18:1/20:1)+H","756.59026","615.57115","323.2945","293.28395","367.32073","142.02639","7.67833166666667","7.97833166666667","4652"
"","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmenyl-PE(P-18:1/20:1)+H",0,0,0,0,0,0,"9.17981527777778","9.47981527777778","14648","","Plasmenyl-PE(P-18:1/20:1)+H","756.59026","615.57115","323.2945","293.28395","367.32073","142.02639","9.17981527777778","9.47981527777778","14648"
"","Plasmenyl-PE(P-18:1/20:2)+H",0,0,0,0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmenyl-PE(P-18:1/20:2)+H",0,0,0,0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmenyl-PE(P-18:1/20:2)+H",0,0,0,0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmenyl-PE(P-18:1/20:2)+H",0,0,0,0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmenyl-PE(P-18:1/20:2)+H",0,0,0,0,0,0,"8.33139583333333","8.63139583333333","1154","","Plasmenyl-PE(P-18:1/20:2)+H","754.57456","613.55545","323.2945","291.26825","365.30503","142.02639","8.33139583333333","8.63139583333333","1154"
"","Plasmenyl-PE(P-18:1/20:2)+H",0,0,0,0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmenyl-PE(P-18:1/20:2)+H",0,0,0,0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmenyl-PE(P-18:1/20:2)+H",0,0,0,0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmenyl-PE(P-18:1/20:2)+H",0,0,0,0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmenyl-PE(P-18:1/20:2)+H",0,0,0,0,0,0,"8.61771805555556","8.91771805555556","1393","","Plasmenyl-PE(P-18:1/20:2)+H","754.57456","613.55545","323.2945","291.26825","365.30503","142.02639","8.61771805555556","8.91771805555556","1393"
"","Plasmenyl-PE(P-18:1/20:2)+H",1,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","Plasmenyl-PE(P-18:1/20:2)+H",6.429213,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","Plasmenyl-PE(P-18:1/20:2)+H",2,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","Plasmenyl-PE(P-18:1/20:2)+H",112130.4,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","Plasmenyl-PE(P-18:1/20:2)+H",754.57455,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","Plasmenyl-PE(P-18:1/20:2)+H","754.57456","613.55545","323.2945","291.26825","365.30503","142.02639","6.26818194444444","6.56818194444444","1497"
"","Plasmenyl-PE(P-18:1/20:2)+H",1,0,0,0,0,0,"6.05889861111111","6.35889861111111","3467","","Plasmenyl-PE(P-18:1/20:2)+H",6.297675,0,0,0,0,0,"6.05889861111111","6.35889861111111","3467","","Plasmenyl-PE(P-18:1/20:2)+H",1,0,0,0,0,0,"6.05889861111111","6.35889861111111","3467","","Plasmenyl-PE(P-18:1/20:2)+H",5796.112,0,0,0,0,0,"6.05889861111111","6.35889861111111","3467","","Plasmenyl-PE(P-18:1/20:2)+H",754.574,0,0,0,0,0,"6.05889861111111","6.35889861111111","3467","","Plasmenyl-PE(P-18:1/20:2)+H","754.57456","613.55545","323.2945","291.26825","365.30503","142.02639","6.05889861111111","6.35889861111111","3467"
"","Plasmenyl-PE(P-18:1/20:2)+H",0,0,0,0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmenyl-PE(P-18:1/20:2)+H",0,0,0,0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmenyl-PE(P-18:1/20:2)+H",0,0,0,0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmenyl-PE(P-18:1/20:2)+H",0,0,0,0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmenyl-PE(P-18:1/20:2)+H",0,0,0,0,0,0,"6.57930416666667","6.87930416666667","11614","","Plasmenyl-PE(P-18:1/20:2)+H","754.57456","613.55545","323.2945","291.26825","365.30503","142.02639","6.57930416666667","6.87930416666667","11614"
"","Plasmenyl-PE(P-18:1/20:2)+H",0,0,0,0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmenyl-PE(P-18:1/20:2)+H",0,0,0,0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmenyl-PE(P-18:1/20:2)+H",0,0,0,0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmenyl-PE(P-18:1/20:2)+H",0,0,0,0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmenyl-PE(P-18:1/20:2)+H",0,0,0,0,0,0,"8.95635454545455","9.25635454545455","12277","","Plasmenyl-PE(P-18:1/20:2)+H","754.57456","613.55545","323.2945","291.26825","365.30503","142.02639","8.95635454545455","9.25635454545455","12277"
"","Plasmenyl-PE(P-18:1/20:3)+H",1,1,0,0,0,0,"8.14505972222222","8.44505972222222","180","","Plasmenyl-PE(P-18:1/20:3)+H",8.366587,8.366587,0,0,0,8.366587,"8.14505972222222","8.44505972222222","180","","Plasmenyl-PE(P-18:1/20:3)+H",2,2,0,0,0,2,"8.14505972222222","8.44505972222222","180","","Plasmenyl-PE(P-18:1/20:3)+H",37478.58,150119.7,0,0,0,978.3755,"8.14505972222222","8.44505972222222","180","","Plasmenyl-PE(P-18:1/20:3)+H",752.55995,611.54055,0,0,0,142.02655,"8.14505972222222","8.44505972222222","180","","Plasmenyl-PE(P-18:1/20:3)+H","752.55896","611.53985","323.2945","289.25265","363.28943","142.02639","8.14505972222222","8.44505972222222","180"
"","Plasmenyl-PE(P-18:1/20:3)+H",0,0,0,0,0,0,"7.48613888888889","7.78613888888889","2237","","Plasmenyl-PE(P-18:1/20:3)+H",0,0,0,0,0,0,"7.48613888888889","7.78613888888889","2237","","Plasmenyl-PE(P-18:1/20:3)+H",0,0,0,0,0,0,"7.48613888888889","7.78613888888889","2237","","Plasmenyl-PE(P-18:1/20:3)+H",0,0,0,0,0,0,"7.48613888888889","7.78613888888889","2237","","Plasmenyl-PE(P-18:1/20:3)+H",0,0,0,0,0,0,"7.48613888888889","7.78613888888889","2237","","Plasmenyl-PE(P-18:1/20:3)+H","752.55896","611.53985","323.2945","289.25265","363.28943","142.02639","7.48613888888889","7.78613888888889","2237"
"","Plasmenyl-PE(P-18:1/20:3)+H",0,0,0,0,0,0,"5.83084027777778","6.13084027777778","2778","","Plasmenyl-PE(P-18:1/20:3)+H",0,0,0,0,0,0,"5.83084027777778","6.13084027777778","2778","","Plasmenyl-PE(P-18:1/20:3)+H",0,0,0,0,0,0,"5.83084027777778","6.13084027777778","2778","","Plasmenyl-PE(P-18:1/20:3)+H",0,0,0,0,0,0,"5.83084027777778","6.13084027777778","2778","","Plasmenyl-PE(P-18:1/20:3)+H",0,0,0,0,0,0,"5.83084027777778","6.13084027777778","2778","","Plasmenyl-PE(P-18:1/20:3)+H","752.55896","611.53985","323.2945","289.25265","363.28943","142.02639","5.83084027777778","6.13084027777778","2778"
"","Plasmenyl-PE(P-18:1/20:3)+H",0,0,0,0,0,0,"5.39954305555556","5.69954305555556","5763","","Plasmenyl-PE(P-18:1/20:3)+H",0,0,0,0,0,0,"5.39954305555556","5.69954305555556","5763","","Plasmenyl-PE(P-18:1/20:3)+H",0,0,0,0,0,0,"5.39954305555556","5.69954305555556","5763","","Plasmenyl-PE(P-18:1/20:3)+H",0,0,0,0,0,0,"5.39954305555556","5.69954305555556","5763","","Plasmenyl-PE(P-18:1/20:3)+H",0,0,0,0,0,0,"5.39954305555556","5.69954305555556","5763","","Plasmenyl-PE(P-18:1/20:3)+H","752.55896","611.53985","323.2945","289.25265","363.28943","142.02639","5.39954305555556","5.69954305555556","5763"
"","Plasmenyl-PE(P-18:1/20:3)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","15123","","Plasmenyl-PE(P-18:1/20:3)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","15123","","Plasmenyl-PE(P-18:1/20:3)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","15123","","Plasmenyl-PE(P-18:1/20:3)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","15123","","Plasmenyl-PE(P-18:1/20:3)+H",0,0,0,0,0,0,"7.82195138888889","8.12195138888889","15123","","Plasmenyl-PE(P-18:1/20:3)+H","752.55896","611.53985","323.2945","289.25265","363.28943","142.02639","7.82195138888889","8.12195138888889","15123"
"","Plasmenyl-PE(P-18:1/20:4)+H",1,1,0,0,1,0,"7.4216375","7.7216375","992","","Plasmenyl-PE(P-18:1/20:4)+H",7.561864,7.561864,0,0,7.561864,0,"7.4216375","7.7216375","992","","Plasmenyl-PE(P-18:1/20:4)+H",1,1,0,0,1,0,"7.4216375","7.7216375","992","","Plasmenyl-PE(P-18:1/20:4)+H",8105.505,35072.83,0,0,48241.38,0,"7.4216375","7.7216375","992","","Plasmenyl-PE(P-18:1/20:4)+H",750.5433,609.5252,0,0,361.2741,0,"7.4216375","7.7216375","992","","Plasmenyl-PE(P-18:1/20:4)+H","750.54326","609.52415","323.2945","287.23695","361.27373","142.02639","7.4216375","7.7216375","992"
"","Plasmenyl-PE(P-18:1/20:5)+H",1,1,0,0,0,0,"6.63066388888889","6.93066388888889","468","","Plasmenyl-PE(P-18:1/20:5)+H",6.801341,6.801341,0,0,6.801341,0,"6.63066388888889","6.93066388888889","468","","Plasmenyl-PE(P-18:1/20:5)+H",1,1,0,0,1,0,"6.63066388888889","6.93066388888889","468","","Plasmenyl-PE(P-18:1/20:5)+H",28570.03,123049.9,0,0,831.0043,0,"6.63066388888889","6.93066388888889","468","","Plasmenyl-PE(P-18:1/20:5)+H",748.5284,607.5095,0,0,359.2587,0,"6.63066388888889","6.93066388888889","468","","Plasmenyl-PE(P-18:1/20:5)+H","748.52766","607.50855","323.2945","285.22135","359.25813","142.02639","6.63066388888889","6.93066388888889","468"
