"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PA","[M+H]+","NL_head","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","RT at Max Intensity","PA","[M+H]+","NL_head","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Number of Scans","PA","[M+H]+","NL_head","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Max Intensity","PA","[M+H]+","NL_head","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Average m/z","PA","[M+H]+","NL_head","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PA","[M+H]+","NL_head","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment"
"","PA(13:0_24:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(13:0_24:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(13:0_24:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(13:0_24:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(13:0_24:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(13:0_24:0)+H","719.5586","621.58169","425.39894","271.22684","197.19005","351.36215","9.66535277777778","9.96535277777778","6641"
"","PA(13:0_24:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(13:0_24:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(13:0_24:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(13:0_24:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(13:0_24:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(13:0_24:0)+H","719.5586","621.58169","425.39894","271.22684","197.19005","351.36215","11.8500125","12.1500125","9999"
"","PA(13:0_24:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(13:0_24:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(13:0_24:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(13:0_24:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(13:0_24:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(13:0_24:0)+H","719.5586","621.58169","425.39894","271.22684","197.19005","351.36215","9.29737083333333","9.59737083333333","12307"
"","PA(13:0_24:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(13:0_24:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(13:0_24:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(13:0_24:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(13:0_24:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(13:0_24:0)+H","719.5586","621.58169","425.39894","271.22684","197.19005","351.36215","11.8585819444444","12.1585819444444","13335"
"","PA(13:0_25:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(13:0_25:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(13:0_25:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(13:0_25:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(13:0_25:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(13:0_25:0)+H","733.5743","635.59739","439.41464","271.22684","197.19005","365.37785","11.85265","12.15265","4803"
"","PA(14:0_15:0)+H",0,0,0,0,0,0,"2.39325","2.69325","8335","","PA(14:0_15:0)+H",0,0,0,0,0,0,"2.39325","2.69325","8335","","PA(14:0_15:0)+H",0,0,0,0,0,0,"2.39325","2.69325","8335","","PA(14:0_15:0)+H",0,0,0,0,0,0,"2.39325","2.69325","8335","","PA(14:0_15:0)+H",0,0,0,0,0,0,"2.39325","2.69325","8335","","PA(14:0_15:0)+H","607.4334","509.45649","299.25814","285.24244","211.20565","225.22135","2.39325","2.69325","8335"
"","PA(14:0_20:0)+H",0,0,0,0,0,0,"10.1530888888889","10.4530888888889","6085","","PA(14:0_20:0)+H",0,0,0,0,0,0,"10.1530888888889","10.4530888888889","6085","","PA(14:0_20:0)+H",0,0,0,0,0,0,"10.1530888888889","10.4530888888889","6085","","PA(14:0_20:0)+H",0,0,0,0,0,0,"10.1530888888889","10.4530888888889","6085","","PA(14:0_20:0)+H",0,0,0,0,0,0,"10.1530888888889","10.4530888888889","6085","","PA(14:0_20:0)+H","677.5116","579.53469","369.33634","285.24244","211.20565","295.29955","10.1530888888889","10.4530888888889","6085"
"","PA(14:0_20:0)+H",0,0,0,0,0,0,"2.40720151515152","2.70720151515152","11217","","PA(14:0_20:0)+H",0,0,0,0,0,0,"2.40720151515152","2.70720151515152","11217","","PA(14:0_20:0)+H",0,0,0,0,0,0,"2.40720151515152","2.70720151515152","11217","","PA(14:0_20:0)+H",0,0,0,0,0,0,"2.40720151515152","2.70720151515152","11217","","PA(14:0_20:0)+H",0,0,0,0,0,0,"2.40720151515152","2.70720151515152","11217","","PA(14:0_20:0)+H","677.5116","579.53469","369.33634","285.24244","211.20565","295.29955","2.40720151515152","2.70720151515152","11217"
"","PA(14:0_21:0)+H",0,0,0,0,0,0,"8.74575","9.04575","10989","","PA(14:0_21:0)+H",0,0,0,0,0,0,"8.74575","9.04575","10989","","PA(14:0_21:0)+H",0,0,0,0,0,0,"8.74575","9.04575","10989","","PA(14:0_21:0)+H",0,0,0,0,0,0,"8.74575","9.04575","10989","","PA(14:0_21:0)+H",0,0,0,0,0,0,"8.74575","9.04575","10989","","PA(14:0_21:0)+H","691.5273","593.55039","383.35204","285.24244","211.20565","309.31525","8.74575","9.04575","10989"
"","PA(14:0_21:0)+H",0,0,0,0,0,0,"8.1107875","8.4107875","15207","","PA(14:0_21:0)+H",0,0,0,0,0,0,"8.1107875","8.4107875","15207","","PA(14:0_21:0)+H",0,0,0,0,0,0,"8.1107875","8.4107875","15207","","PA(14:0_21:0)+H",0,0,0,0,0,0,"8.1107875","8.4107875","15207","","PA(14:0_21:0)+H",0,0,0,0,0,0,"8.1107875","8.4107875","15207","","PA(14:0_21:0)+H","691.5273","593.55039","383.35204","285.24244","211.20565","309.31525","8.1107875","8.4107875","15207"
"","PA(14:0_22:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(14:0_22:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(14:0_22:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(14:0_22:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(14:0_22:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(14:0_22:0)+H","705.5429","607.56599","397.36764","285.24244","211.20565","323.33085","11.0434472222222","11.3434472222222","6077"
"","PA(14:0_23:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(14:0_23:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(14:0_23:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(14:0_23:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(14:0_23:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(14:0_23:0)+H","719.5586","621.58169","411.38334","285.24244","211.20565","337.34655","9.66535277777778","9.96535277777778","6641"
"","PA(14:0_23:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(14:0_23:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(14:0_23:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(14:0_23:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(14:0_23:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(14:0_23:0)+H","719.5586","621.58169","411.38334","285.24244","211.20565","337.34655","11.8500125","12.1500125","9999"
"","PA(14:0_23:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(14:0_23:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(14:0_23:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(14:0_23:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(14:0_23:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(14:0_23:0)+H","719.5586","621.58169","411.38334","285.24244","211.20565","337.34655","9.29737083333333","9.59737083333333","12307"
"","PA(14:0_23:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(14:0_23:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(14:0_23:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(14:0_23:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(14:0_23:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(14:0_23:0)+H","719.5586","621.58169","411.38334","285.24244","211.20565","337.34655","11.8585819444444","12.1585819444444","13335"
"","PA(14:0_24:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(14:0_24:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(14:0_24:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(14:0_24:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(14:0_24:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(14:0_24:0)+H","733.5742","635.59729","425.39894","285.24244","211.20565","351.36215","11.85265","12.15265","4803"
"","PA(14:0_24:1)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(14:0_24:1)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(14:0_24:1)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(14:0_24:1)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(14:0_24:1)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(14:0_24:1)+H","731.5586","633.58169","423.38334","285.24244","211.20565","349.34655","11.1076555555556","11.4076555555556","7671"
"","PA(14:0_24:1)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(14:0_24:1)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(14:0_24:1)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(14:0_24:1)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(14:0_24:1)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(14:0_24:1)+H","731.5586","633.58169","423.38334","285.24244","211.20565","349.34655","1.978","2.278","14993"
"","PA(14:0_26:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(14:0_26:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(14:0_26:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(14:0_26:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(14:0_26:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(14:0_26:0)+H","761.6055","663.62859","453.43024","285.24244","211.20565","379.39345","12.5812291666667","12.8812291666667","4100"
"","PA(14:1_24:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(14:1_24:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(14:1_24:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(14:1_24:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(14:1_24:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(14:1_24:0)+H","731.5586","633.58169","425.39894","283.22684","209.19005","351.36215","11.1076555555556","11.4076555555556","7671"
"","PA(14:1_24:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(14:1_24:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(14:1_24:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(14:1_24:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(14:1_24:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(14:1_24:0)+H","731.5586","633.58169","425.39894","283.22684","209.19005","351.36215","1.978","2.278","14993"
"","PA(14:1_25:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(14:1_25:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(14:1_25:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(14:1_25:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(14:1_25:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(14:1_25:0)+H","745.5743","647.59739","439.41464","283.22684","209.19005","365.37785","2.07204583333333","2.37204583333333","10650"
"","PA(14:1_26:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(14:1_26:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(14:1_26:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(14:1_26:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(14:1_26:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(14:1_26:0)+H","759.5899","661.61299","453.43024","283.22684","209.19005","379.39345","11.8773597222222","12.1773597222222","4216"
"","PA(15:0_19:0)+H",0,0,0,0,0,0,"10.1530888888889","10.4530888888889","6085","","PA(15:0_19:0)+H",0,0,0,0,0,0,"10.1530888888889","10.4530888888889","6085","","PA(15:0_19:0)+H",0,0,0,0,0,0,"10.1530888888889","10.4530888888889","6085","","PA(15:0_19:0)+H",0,0,0,0,0,0,"10.1530888888889","10.4530888888889","6085","","PA(15:0_19:0)+H",0,0,0,0,0,0,"10.1530888888889","10.4530888888889","6085","","PA(15:0_19:0)+H","677.5117","579.53479","355.32074","299.25814","225.22135","281.28395","10.1530888888889","10.4530888888889","6085"
"","PA(15:0_19:0)+H",0,0,0,0,0,0,"2.40720151515152","2.70720151515152","11217","","PA(15:0_19:0)+H",0,0,0,0,0,0,"2.40720151515152","2.70720151515152","11217","","PA(15:0_19:0)+H",0,0,0,0,0,0,"2.40720151515152","2.70720151515152","11217","","PA(15:0_19:0)+H",0,0,0,0,0,0,"2.40720151515152","2.70720151515152","11217","","PA(15:0_19:0)+H",0,0,0,0,0,0,"2.40720151515152","2.70720151515152","11217","","PA(15:0_19:0)+H","677.5117","579.53479","355.32074","299.25814","225.22135","281.28395","2.40720151515152","2.70720151515152","11217"
"","PA(15:0_20:0)+H",0,0,0,0,0,0,"8.74575","9.04575","10989","","PA(15:0_20:0)+H",0,0,0,0,0,0,"8.74575","9.04575","10989","","PA(15:0_20:0)+H",0,0,0,0,0,0,"8.74575","9.04575","10989","","PA(15:0_20:0)+H",0,0,0,0,0,0,"8.74575","9.04575","10989","","PA(15:0_20:0)+H",0,0,0,0,0,0,"8.74575","9.04575","10989","","PA(15:0_20:0)+H","691.5273","593.55039","369.33634","299.25814","225.22135","295.29955","8.74575","9.04575","10989"
"","PA(15:0_20:0)+H",0,0,0,0,0,0,"8.1107875","8.4107875","15207","","PA(15:0_20:0)+H",0,0,0,0,0,0,"8.1107875","8.4107875","15207","","PA(15:0_20:0)+H",0,0,0,0,0,0,"8.1107875","8.4107875","15207","","PA(15:0_20:0)+H",0,0,0,0,0,0,"8.1107875","8.4107875","15207","","PA(15:0_20:0)+H",0,0,0,0,0,0,"8.1107875","8.4107875","15207","","PA(15:0_20:0)+H","691.5273","593.55039","369.33634","299.25814","225.22135","295.29955","8.1107875","8.4107875","15207"
"","PA(15:0_20:4)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(15:0_20:4)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(15:0_20:4)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(15:0_20:4)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(15:0_20:4)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(15:0_20:4)+H","683.4647","585.48779","361.27374","299.25814","225.22135","287.23695","3.20071388888889","3.50071388888889","8534"
"","PA(15:0_21:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(15:0_21:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(15:0_21:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(15:0_21:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(15:0_21:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(15:0_21:0)+H","705.543","607.56609","383.35204","299.25814","225.22135","309.31525","11.0434472222222","11.3434472222222","6077"
"","PA(15:0_22:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(15:0_22:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(15:0_22:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(15:0_22:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(15:0_22:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(15:0_22:0)+H","719.5586","621.58169","397.36764","299.25814","225.22135","323.33085","9.66535277777778","9.96535277777778","6641"
"","PA(15:0_22:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(15:0_22:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(15:0_22:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(15:0_22:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(15:0_22:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(15:0_22:0)+H","719.5586","621.58169","397.36764","299.25814","225.22135","323.33085","11.8500125","12.1500125","9999"
"","PA(15:0_22:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(15:0_22:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(15:0_22:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(15:0_22:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(15:0_22:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(15:0_22:0)+H","719.5586","621.58169","397.36764","299.25814","225.22135","323.33085","9.29737083333333","9.59737083333333","12307"
"","PA(15:0_22:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(15:0_22:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(15:0_22:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(15:0_22:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(15:0_22:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(15:0_22:0)+H","719.5586","621.58169","397.36764","299.25814","225.22135","323.33085","11.8585819444444","12.1585819444444","13335"
"","PA(15:0_22:4)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(15:0_22:4)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(15:0_22:4)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(15:0_22:4)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(15:0_22:4)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(15:0_22:4)+H","711.496","613.51909","389.30504","299.25814","225.22135","315.26825","4.49487916666667","4.79487916666667","8972"
"","PA(15:0_23:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(15:0_23:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(15:0_23:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(15:0_23:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(15:0_23:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(15:0_23:0)+H","733.5743","635.59739","411.38334","299.25814","225.22135","337.34655","11.85265","12.15265","4803"
"","PA(15:0_24:1)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(15:0_24:1)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(15:0_24:1)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(15:0_24:1)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(15:0_24:1)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(15:0_24:1)+H","745.5743","647.59739","423.38334","299.25814","225.22135","349.34655","2.07204583333333","2.37204583333333","10650"
"","PA(15:0_25:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(15:0_25:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(15:0_25:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(15:0_25:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(15:0_25:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(15:0_25:0)+H","761.6056","663.62869","439.41464","299.25814","225.22135","365.37785","12.5812291666667","12.8812291666667","4100"
"","PA(15:1_20:3)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(15:1_20:3)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(15:1_20:3)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(15:1_20:3)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(15:1_20:3)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(15:1_20:3)+H","683.4647","585.48779","363.28944","297.24244","223.20565","289.25265","3.20071388888889","3.50071388888889","8534"
"","PA(15:1_22:3)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(15:1_22:3)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(15:1_22:3)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(15:1_22:3)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(15:1_22:3)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(15:1_22:3)+H","711.496","613.51909","391.32074","297.24244","223.20565","317.28395","4.49487916666667","4.79487916666667","8972"
"","PA(15:1_23:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(15:1_23:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(15:1_23:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(15:1_23:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(15:1_23:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(15:1_23:0)+H","731.5586","633.58169","411.38334","297.24244","223.20565","337.34655","11.1076555555556","11.4076555555556","7671"
"","PA(15:1_23:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(15:1_23:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(15:1_23:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(15:1_23:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(15:1_23:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(15:1_23:0)+H","731.5586","633.58169","411.38334","297.24244","223.20565","337.34655","1.978","2.278","14993"
"","PA(15:1_24:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(15:1_24:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(15:1_24:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(15:1_24:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(15:1_24:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(15:1_24:0)+H","745.5742","647.59729","425.39894","297.24244","223.20565","351.36215","2.07204583333333","2.37204583333333","10650"
"","PA(15:1_24:1)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(15:1_24:1)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(15:1_24:1)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(15:1_24:1)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(15:1_24:1)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(15:1_24:1)+H","743.5586","645.58169","423.38334","297.24244","223.20565","349.34655","8.23116805555555","8.53116805555555","15736"
"","PA(15:1_24:1)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(15:1_24:1)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(15:1_24:1)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(15:1_24:1)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(15:1_24:1)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(15:1_24:1)+H","743.5586","645.58169","423.38334","297.24244","223.20565","349.34655","9.26803333333333","9.56803333333333","18304"
"","PA(15:1_25:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(15:1_25:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(15:1_25:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(15:1_25:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(15:1_25:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(15:1_25:0)+H","759.5899","661.61299","439.41464","297.24244","223.20565","365.37785","11.8773597222222","12.1773597222222","4216"
"","PA(16:0_18:0)+H",0,0,0,0,0,0,"10.1530888888889","10.4530888888889","6085","","PA(16:0_18:0)+H",0,0,0,0,0,0,"10.1530888888889","10.4530888888889","6085","","PA(16:0_18:0)+H",0,0,0,0,0,0,"10.1530888888889","10.4530888888889","6085","","PA(16:0_18:0)+H",0,0,0,0,0,0,"10.1530888888889","10.4530888888889","6085","","PA(16:0_18:0)+H",0,0,0,0,0,0,"10.1530888888889","10.4530888888889","6085","","PA(16:0_18:0)+H","677.5116","579.53469","341.30504","313.27374","239.23695","267.26825","10.1530888888889","10.4530888888889","6085"
