"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PA","[M+H]+","NL_head","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","RT at Max Intensity","PA","[M+H]+","NL_head","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Number of Scans","PA","[M+H]+","NL_head","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Max Intensity","PA","[M+H]+","NL_head","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Average m/z","PA","[M+H]+","NL_head","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PA","[M+H]+","NL_head","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment"
"","PA(16:0_18:0)+H",0,0,0,0,0,0,"2.40720151515152","2.70720151515152","11217","","PA(16:0_18:0)+H",0,0,0,0,0,0,"2.40720151515152","2.70720151515152","11217","","PA(16:0_18:0)+H",0,0,0,0,0,0,"2.40720151515152","2.70720151515152","11217","","PA(16:0_18:0)+H",0,0,0,0,0,0,"2.40720151515152","2.70720151515152","11217","","PA(16:0_18:0)+H",0,0,0,0,0,0,"2.40720151515152","2.70720151515152","11217","","PA(16:0_18:0)+H","677.5116","579.53469","341.30504","313.27374","239.23695","267.26825","2.40720151515152","2.70720151515152","11217"
"","PA(16:0_19:0)+H",0,0,0,0,0,0,"8.74575","9.04575","10989","","PA(16:0_19:0)+H",0,0,0,0,0,0,"8.74575","9.04575","10989","","PA(16:0_19:0)+H",0,0,0,0,0,0,"8.74575","9.04575","10989","","PA(16:0_19:0)+H",0,0,0,0,0,0,"8.74575","9.04575","10989","","PA(16:0_19:0)+H",0,0,0,0,0,0,"8.74575","9.04575","10989","","PA(16:0_19:0)+H","691.5273","593.55039","355.32074","313.27374","239.23695","281.28395","8.74575","9.04575","10989"
"","PA(16:0_19:0)+H",0,0,0,0,0,0,"8.1107875","8.4107875","15207","","PA(16:0_19:0)+H",0,0,0,0,0,0,"8.1107875","8.4107875","15207","","PA(16:0_19:0)+H",0,0,0,0,0,0,"8.1107875","8.4107875","15207","","PA(16:0_19:0)+H",0,0,0,0,0,0,"8.1107875","8.4107875","15207","","PA(16:0_19:0)+H",0,0,0,0,0,0,"8.1107875","8.4107875","15207","","PA(16:0_19:0)+H","691.5273","593.55039","355.32074","313.27374","239.23695","281.28395","8.1107875","8.4107875","15207"
"","PA(16:0_20:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(16:0_20:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(16:0_20:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(16:0_20:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(16:0_20:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(16:0_20:0)+H","705.5429","607.56599","369.33634","313.27374","239.23695","295.29955","11.0434472222222","11.3434472222222","6077"
"","PA(16:0_21:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(16:0_21:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(16:0_21:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(16:0_21:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(16:0_21:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(16:0_21:0)+H","719.5586","621.58169","383.35204","313.27374","239.23695","309.31525","9.66535277777778","9.96535277777778","6641"
"","PA(16:0_21:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(16:0_21:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(16:0_21:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(16:0_21:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(16:0_21:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(16:0_21:0)+H","719.5586","621.58169","383.35204","313.27374","239.23695","309.31525","11.8500125","12.1500125","9999"
"","PA(16:0_21:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(16:0_21:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(16:0_21:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(16:0_21:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(16:0_21:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(16:0_21:0)+H","719.5586","621.58169","383.35204","313.27374","239.23695","309.31525","9.29737083333333","9.59737083333333","12307"
"","PA(16:0_21:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(16:0_21:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(16:0_21:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(16:0_21:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(16:0_21:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(16:0_21:0)+H","719.5586","621.58169","383.35204","313.27374","239.23695","309.31525","11.8585819444444","12.1585819444444","13335"
"","PA(16:0_22:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(16:0_22:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(16:0_22:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(16:0_22:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(16:0_22:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(16:0_22:0)+H","733.5742","635.59729","397.36764","313.27374","239.23695","323.33085","11.85265","12.15265","4803"
"","PA(16:0_22:1)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(16:0_22:1)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(16:0_22:1)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(16:0_22:1)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(16:0_22:1)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(16:0_22:1)+H","731.5586","633.58169","395.35204","313.27374","239.23695","321.31525","11.1076555555556","11.4076555555556","7671"
"","PA(16:0_22:1)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(16:0_22:1)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(16:0_22:1)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(16:0_22:1)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(16:0_22:1)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(16:0_22:1)+H","731.5586","633.58169","395.35204","313.27374","239.23695","321.31525","1.978","2.278","14993"
"","PA(16:0_22:4)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(16:0_22:4)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(16:0_22:4)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(16:0_22:4)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(16:0_22:4)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(16:0_22:4)+H","725.5116","627.53469","389.30504","313.27374","239.23695","315.26825","4.10845909090909","4.40845909090909","19195"
"","PA(16:0_24:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(16:0_24:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(16:0_24:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(16:0_24:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(16:0_24:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(16:0_24:0)+H","761.6055","663.62859","425.39894","313.27374","239.23695","351.36215","12.5812291666667","12.8812291666667","4100"
"","PA(16:0_24:1)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(16:0_24:1)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(16:0_24:1)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(16:0_24:1)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(16:0_24:1)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(16:0_24:1)+H","759.5899","661.61299","423.38334","313.27374","239.23695","349.34655","11.8773597222222","12.1773597222222","4216"
"","PA(16:1_22:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(16:1_22:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(16:1_22:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(16:1_22:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(16:1_22:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(16:1_22:0)+H","731.5586","633.58169","397.36764","311.25814","237.22135","323.33085","11.1076555555556","11.4076555555556","7671"
"","PA(16:1_22:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(16:1_22:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(16:1_22:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(16:1_22:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(16:1_22:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(16:1_22:0)+H","731.5586","633.58169","397.36764","311.25814","237.22135","323.33085","1.978","2.278","14993"
"","PA(16:1_22:3)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(16:1_22:3)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(16:1_22:3)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(16:1_22:3)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(16:1_22:3)+H",0,0,0,0,0,0,"4.10845909090909","4.40845909090909","19195","","PA(16:1_22:3)+H","725.5117","627.53479","391.32074","311.25814","237.22135","317.28395","4.10845909090909","4.40845909090909","19195"
"","PA(16:1_23:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(16:1_23:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(16:1_23:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(16:1_23:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(16:1_23:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(16:1_23:0)+H","745.5743","647.59739","411.38334","311.25814","237.22135","337.34655","2.07204583333333","2.37204583333333","10650"
"","PA(16:1_24:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(16:1_24:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(16:1_24:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(16:1_24:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(16:1_24:0)+H",0,0,0,0,0,0,"11.8773597222222","12.1773597222222","4216","","PA(16:1_24:0)+H","759.5899","661.61299","425.39894","311.25814","237.22135","351.36215","11.8773597222222","12.1773597222222","4216"
"","PA(16:1_24:1)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(16:1_24:1)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(16:1_24:1)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(16:1_24:1)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(16:1_24:1)+H",0,0,0,0,0,0,"11.2052194444444","11.5052194444444","5081","","PA(16:1_24:1)+H","757.5743","659.59739","423.38334","311.25814","237.22135","349.34655","11.2052194444444","11.5052194444444","5081"
"","PA(16:1_26:0)+H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PA(16:1_26:0)+H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PA(16:1_26:0)+H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PA(16:1_26:0)+H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PA(16:1_26:0)+H",0,0,0,0,0,0,"12.5862263888889","12.8862263888889","2975","","PA(16:1_26:0)+H","787.6212","689.64429","453.43024","311.25814","237.22135","379.39345","12.5862263888889","12.8862263888889","2975"
"","PA(17:0_17:0)+H",0,0,0,0,0,0,"10.1530888888889","10.4530888888889","6085","","PA(17:0_17:0)+H",0,0,0,0,0,0,"10.1530888888889","10.4530888888889","6085","","PA(17:0_17:0)+H",0,0,0,0,0,0,"10.1530888888889","10.4530888888889","6085","","PA(17:0_17:0)+H",0,0,0,0,0,0,"10.1530888888889","10.4530888888889","6085","","PA(17:0_17:0)+H",0,0,0,0,0,0,"10.1530888888889","10.4530888888889","6085","","PA(17:0_17:0)+H","677.5117","579.53479","327.28944","327.28944","253.25265","253.25265","10.1530888888889","10.4530888888889","6085"
"","PA(17:0_17:0)+H",0,0,0,0,0,0,"2.40720151515152","2.70720151515152","11217","","PA(17:0_17:0)+H",0,0,0,0,0,0,"2.40720151515152","2.70720151515152","11217","","PA(17:0_17:0)+H",0,0,0,0,0,0,"2.40720151515152","2.70720151515152","11217","","PA(17:0_17:0)+H",0,0,0,0,0,0,"2.40720151515152","2.70720151515152","11217","","PA(17:0_17:0)+H",0,0,0,0,0,0,"2.40720151515152","2.70720151515152","11217","","PA(17:0_17:0)+H","677.5117","579.53479","327.28944","327.28944","253.25265","253.25265","2.40720151515152","2.70720151515152","11217"
"","PA(17:0_18:0)+H",0,0,0,0,0,0,"8.74575","9.04575","10989","","PA(17:0_18:0)+H",0,0,0,0,0,0,"8.74575","9.04575","10989","","PA(17:0_18:0)+H",0,0,0,0,0,0,"8.74575","9.04575","10989","","PA(17:0_18:0)+H",0,0,0,0,0,0,"8.74575","9.04575","10989","","PA(17:0_18:0)+H",0,0,0,0,0,0,"8.74575","9.04575","10989","","PA(17:0_18:0)+H","691.5273","593.55039","341.30504","327.28944","253.25265","267.26825","8.74575","9.04575","10989"
"","PA(17:0_18:0)+H",0,0,0,0,0,0,"8.1107875","8.4107875","15207","","PA(17:0_18:0)+H",0,0,0,0,0,0,"8.1107875","8.4107875","15207","","PA(17:0_18:0)+H",0,0,0,0,0,0,"8.1107875","8.4107875","15207","","PA(17:0_18:0)+H",0,0,0,0,0,0,"8.1107875","8.4107875","15207","","PA(17:0_18:0)+H",0,0,0,0,0,0,"8.1107875","8.4107875","15207","","PA(17:0_18:0)+H","691.5273","593.55039","341.30504","327.28944","253.25265","267.26825","8.1107875","8.4107875","15207"
"","PA(17:0_18:4)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(17:0_18:4)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(17:0_18:4)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(17:0_18:4)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(17:0_18:4)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(17:0_18:4)+H","683.4647","585.48779","333.24244","327.28944","253.25265","259.20565","3.20071388888889","3.50071388888889","8534"
"","PA(17:0_19:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(17:0_19:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(17:0_19:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(17:0_19:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(17:0_19:0)+H",0,0,0,0,0,0,"11.0434472222222","11.3434472222222","6077","","PA(17:0_19:0)+H","705.543","607.56609","355.32074","327.28944","253.25265","281.28395","11.0434472222222","11.3434472222222","6077"
"","PA(17:0_20:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(17:0_20:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(17:0_20:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(17:0_20:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(17:0_20:0)+H",0,0,0,0,0,0,"9.66535277777778","9.96535277777778","6641","","PA(17:0_20:0)+H","719.5586","621.58169","369.33634","327.28944","253.25265","295.29955","9.66535277777778","9.96535277777778","6641"
"","PA(17:0_20:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(17:0_20:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(17:0_20:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(17:0_20:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(17:0_20:0)+H",0,0,0,0,0,0,"11.8500125","12.1500125","9999","","PA(17:0_20:0)+H","719.5586","621.58169","369.33634","327.28944","253.25265","295.29955","11.8500125","12.1500125","9999"
"","PA(17:0_20:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(17:0_20:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(17:0_20:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(17:0_20:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(17:0_20:0)+H",0,0,0,0,0,0,"9.29737083333333","9.59737083333333","12307","","PA(17:0_20:0)+H","719.5586","621.58169","369.33634","327.28944","253.25265","295.29955","9.29737083333333","9.59737083333333","12307"
"","PA(17:0_20:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(17:0_20:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(17:0_20:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(17:0_20:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(17:0_20:0)+H",0,0,0,0,0,0,"11.8585819444444","12.1585819444444","13335","","PA(17:0_20:0)+H","719.5586","621.58169","369.33634","327.28944","253.25265","295.29955","11.8585819444444","12.1585819444444","13335"
"","PA(17:0_20:4)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(17:0_20:4)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(17:0_20:4)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(17:0_20:4)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(17:0_20:4)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(17:0_20:4)+H","711.496","613.51909","361.27374","327.28944","253.25265","287.23695","4.49487916666667","4.79487916666667","8972"
"","PA(17:0_21:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(17:0_21:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(17:0_21:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(17:0_21:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(17:0_21:0)+H",0,0,0,0,0,0,"11.85265","12.15265","4803","","PA(17:0_21:0)+H","733.5743","635.59739","383.35204","327.28944","253.25265","309.31525","11.85265","12.15265","4803"
"","PA(17:0_22:1)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(17:0_22:1)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(17:0_22:1)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(17:0_22:1)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(17:0_22:1)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(17:0_22:1)+H","745.5743","647.59739","395.35204","327.28944","253.25265","321.31525","2.07204583333333","2.37204583333333","10650"
"","PA(17:0_22:2)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(17:0_22:2)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(17:0_22:2)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(17:0_22:2)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(17:0_22:2)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(17:0_22:2)+H","743.5586","645.58169","393.33634","327.28944","253.25265","319.29955","8.23116805555555","8.53116805555555","15736"
"","PA(17:0_22:2)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(17:0_22:2)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(17:0_22:2)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(17:0_22:2)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(17:0_22:2)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(17:0_22:2)+H","743.5586","645.58169","393.33634","327.28944","253.25265","319.29955","9.26803333333333","9.56803333333333","18304"
"","PA(17:0_22:4)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","358","","PA(17:0_22:4)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","358","","PA(17:0_22:4)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","358","","PA(17:0_22:4)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","358","","PA(17:0_22:4)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","358","","PA(17:0_22:4)+H","739.5273","641.55039","389.30504","327.28944","253.25265","315.26825","5.71002361111111","6.01002361111111","358"
"","PA(17:0_23:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(17:0_23:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(17:0_23:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(17:0_23:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(17:0_23:0)+H",0,0,0,0,0,0,"12.5812291666667","12.8812291666667","4100","","PA(17:0_23:0)+H","761.6056","663.62869","411.38334","327.28944","253.25265","337.34655","12.5812291666667","12.8812291666667","4100"
"","PA(17:0_26:0)+H",0,0,0,0,0,0,"13.5672416666667","13.8672416666667","11334","","PA(17:0_26:0)+H",0,0,0,0,0,0,"13.5672416666667","13.8672416666667","11334","","PA(17:0_26:0)+H",0,0,0,0,0,0,"13.5672416666667","13.8672416666667","11334","","PA(17:0_26:0)+H",0,0,0,0,0,0,"13.5672416666667","13.8672416666667","11334","","PA(17:0_26:0)+H",0,0,0,0,0,0,"13.5672416666667","13.8672416666667","11334","","PA(17:0_26:0)+H","803.6525","705.67559","453.43024","327.28944","253.25265","379.39345","13.5672416666667","13.8672416666667","11334"
"","PA(17:1_18:3)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(17:1_18:3)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(17:1_18:3)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(17:1_18:3)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(17:1_18:3)+H",0,0,0,0,0,0,"3.20071388888889","3.50071388888889","8534","","PA(17:1_18:3)+H","683.4647","585.48779","335.25814","325.27374","251.23695","261.22135","3.20071388888889","3.50071388888889","8534"
"","PA(17:1_20:3)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(17:1_20:3)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(17:1_20:3)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(17:1_20:3)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(17:1_20:3)+H",0,0,0,0,0,0,"4.49487916666667","4.79487916666667","8972","","PA(17:1_20:3)+H","711.496","613.51909","363.28944","325.27374","251.23695","289.25265","4.49487916666667","4.79487916666667","8972"
"","PA(17:1_21:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(17:1_21:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(17:1_21:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(17:1_21:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(17:1_21:0)+H",0,0,0,0,0,0,"11.1076555555556","11.4076555555556","7671","","PA(17:1_21:0)+H","731.5586","633.58169","383.35204","325.27374","251.23695","309.31525","11.1076555555556","11.4076555555556","7671"
"","PA(17:1_21:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(17:1_21:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(17:1_21:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(17:1_21:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(17:1_21:0)+H",0,0,0,0,0,0,"1.978","2.278","14993","","PA(17:1_21:0)+H","731.5586","633.58169","383.35204","325.27374","251.23695","309.31525","1.978","2.278","14993"
"","PA(17:1_22:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(17:1_22:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(17:1_22:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(17:1_22:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(17:1_22:0)+H",0,0,0,0,0,0,"2.07204583333333","2.37204583333333","10650","","PA(17:1_22:0)+H","745.5742","647.59729","397.36764","325.27374","251.23695","323.33085","2.07204583333333","2.37204583333333","10650"
"","PA(17:1_22:1)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(17:1_22:1)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(17:1_22:1)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(17:1_22:1)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(17:1_22:1)+H",0,0,0,0,0,0,"8.23116805555555","8.53116805555555","15736","","PA(17:1_22:1)+H","743.5586","645.58169","395.35204","325.27374","251.23695","321.31525","8.23116805555555","8.53116805555555","15736"
"","PA(17:1_22:1)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(17:1_22:1)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(17:1_22:1)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(17:1_22:1)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(17:1_22:1)+H",0,0,0,0,0,0,"9.26803333333333","9.56803333333333","18304","","PA(17:1_22:1)+H","743.5586","645.58169","395.35204","325.27374","251.23695","321.31525","9.26803333333333","9.56803333333333","18304"
