"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","RT at Max Intensity","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Number of Scans","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Max Intensity","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Average m/z","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment"
"","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(15:0_20:5)+NH4-CO","752.5671","510.34266","450.34266","241.21607","301.21607","330.27927","270.27927","11.1458208333333","11.4458208333333","9728"
"","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(15:0_20:5)+NH4-CO","752.5671","510.34266","450.34266","241.21607","301.21607","330.27927","270.27927","12.6754166666667","12.9754166666667","11590"
"","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(15:0_20:5)+NH4-CO","752.5671","510.34266","450.34266","241.21607","301.21607","330.27927","270.27927","12.8422208333333","13.1422208333333","11607"
"","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(15:0_20:5)+NH4-CO","752.5671","510.34266","450.34266","241.21607","301.21607","330.27927","270.27927","10.6748111111111","10.9748111111111","11611"
"","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(15:0_20:5)+NH4-CO","752.5671","510.34266","450.34266","241.21607","301.21607","330.27927","270.27927","11.3180833333333","11.6180833333333","11702"
"","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(15:0_20:5)+NH4-CO","752.5671","510.34266","450.34266","241.21607","301.21607","330.27927","270.27927","12.0235638888889","12.3235638888889","13054"
"","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"14.6558361111111","14.9558361111111","14380","","MGDG(15:0_20:5)+NH4-CO","752.5671","510.34266","450.34266","241.21607","301.21607","330.27927","270.27927","14.6558361111111","14.9558361111111","14380"
"","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"15.0512375","15.3512375","14383","","MGDG(15:0_20:5)+NH4-CO","752.5671","510.34266","450.34266","241.21607","301.21607","330.27927","270.27927","15.0512375","15.3512375","14383"
"","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"15.2008138888889","15.5008138888889","15998","","MGDG(15:0_20:5)+NH4-CO","752.5671","510.34266","450.34266","241.21607","301.21607","330.27927","270.27927","15.2008138888889","15.5008138888889","15998"
"","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"10.2533763888889","10.5533763888889","16671","","MGDG(15:0_20:5)+NH4-CO","752.5671","510.34266","450.34266","241.21607","301.21607","330.27927","270.27927","10.2533763888889","10.5533763888889","16671"
"","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"13.7648333333333","14.0648333333333","17906","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"13.7648333333333","14.0648333333333","17906","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"13.7648333333333","14.0648333333333","17906","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"13.7648333333333","14.0648333333333","17906","","MGDG(15:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"13.7648333333333","14.0648333333333","17906","","MGDG(15:0_20:5)+NH4-CO","752.5671","510.34266","450.34266","241.21607","301.21607","330.27927","270.27927","13.7648333333333","14.0648333333333","17906"
"","MGDG(15:0_22:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(15:0_22:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(15:0_22:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(15:0_22:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(15:0_22:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(15:0_22:0)+NH4-CO","790.67666","548.45222","450.34274","241.21607","339.32555","368.38883","270.27935","5.96369861111111","6.26369861111111","4127"
"","MGDG(15:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","MGDG(15:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","MGDG(15:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","MGDG(15:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","MGDG(15:0_22:5)+NH4-CO",0,0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","MGDG(15:0_22:5)+NH4-CO","780.5984","538.37396","450.34268","241.21607","329.24735","358.31057","270.27929","15.1716818181818","15.4716818181818","5262"
"","MGDG(15:0_23:0)+NH4-CO",0,0,0,0,0,0,0,"5.99069393939394","6.29069393939394","7171","","MGDG(15:0_23:0)+NH4-CO",0,0,0,0,0,0,0,"5.99069393939394","6.29069393939394","7171","","MGDG(15:0_23:0)+NH4-CO",0,0,0,0,0,0,0,"5.99069393939394","6.29069393939394","7171","","MGDG(15:0_23:0)+NH4-CO",0,0,0,0,0,0,0,"5.99069393939394","6.29069393939394","7171","","MGDG(15:0_23:0)+NH4-CO",0,0,0,0,0,0,0,"5.99069393939394","6.29069393939394","7171","","MGDG(15:0_23:0)+NH4-CO","804.6923","562.46786","450.34274","241.21607","353.34119","382.40447","270.27935","5.99069393939394","6.29069393939394","7171"
"","MGDG(15:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"4.10265138888889","4.40265138888889","10585","","MGDG(15:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"4.10265138888889","4.40265138888889","10585","","MGDG(15:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"4.10265138888889","4.40265138888889","10585","","MGDG(15:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"4.10265138888889","4.40265138888889","10585","","MGDG(15:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"4.10265138888889","4.40265138888889","10585","","MGDG(15:0_26:2)+NH4-CO","842.70797","600.48353","450.34277","241.21607","391.35683","420.42014","270.27938","4.10265138888889","4.40265138888889","10585"
"","MGDG(15:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"3.88539861111111","4.18539861111111","13843","","MGDG(15:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"3.88539861111111","4.18539861111111","13843","","MGDG(15:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"3.88539861111111","4.18539861111111","13843","","MGDG(15:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"3.88539861111111","4.18539861111111","13843","","MGDG(15:0_26:2)+NH4-CO",0,0,0,0,0,0,0,"3.88539861111111","4.18539861111111","13843","","MGDG(15:0_26:2)+NH4-CO","842.70797","600.48353","450.34277","241.21607","391.35683","420.42014","270.27938","3.88539861111111","4.18539861111111","13843"
"","MGDG(15:1_7:0)+NH4-CO",0,0,0,0,0,0,0,"2.17234583333333","2.47234583333333","5693","","MGDG(15:1_7:0)+NH4-CO",0,0,0,0,0,0,0,"2.17234583333333","2.47234583333333","5693","","MGDG(15:1_7:0)+NH4-CO",0,0,0,0,0,0,0,"2.17234583333333","2.47234583333333","5693","","MGDG(15:1_7:0)+NH4-CO",0,0,0,0,0,0,0,"2.17234583333333","2.47234583333333","5693","","MGDG(15:1_7:0)+NH4-CO",0,0,0,0,0,0,0,"2.17234583333333","2.47234583333333","5693","","MGDG(15:1_7:0)+NH4-CO","578.4262","338.2174","448.32688","239.20043","129.09095","158.15401","268.26349","2.17234583333333","2.47234583333333","5693"
"","MGDG(15:1_16:0)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(15:1_16:0)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(15:1_16:0)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(15:1_16:0)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(15:1_16:0)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(15:1_16:0)+NH4-CO","704.5671","464.3583","448.32702","239.20043","255.23171","284.29491","268.26363","10.6153818181818","10.9153818181818","2311"
"","MGDG(15:1_16:0)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(15:1_16:0)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(15:1_16:0)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(15:1_16:0)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(15:1_16:0)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(15:1_16:0)+NH4-CO","704.5671","464.3583","448.32702","239.20043","255.23171","284.29491","268.26363","9.76697575757576","10.0669757575758","12355"
"","MGDG(15:1_17:1)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(15:1_17:1)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(15:1_17:1)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(15:1_17:1)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(15:1_17:1)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(15:1_17:1)+NH4-CO","716.5671","476.3583","448.32702","239.20043","267.23171","296.29491","268.26363","4.9459625","5.2459625","1270"
"","MGDG(15:1_17:1)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(15:1_17:1)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(15:1_17:1)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(15:1_17:1)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(15:1_17:1)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(15:1_17:1)+NH4-CO","716.5671","476.3583","448.32702","239.20043","267.23171","296.29491","268.26363","6.05895555555555","6.35895555555555","2400"
"","MGDG(15:1_17:2)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(15:1_17:2)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(15:1_17:2)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(15:1_17:2)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(15:1_17:2)+NH4-CO",0,0,0,0,0,0,0,"4.87828888888889","5.17828888888889","3047","","MGDG(15:1_17:2)+NH4-CO","714.5515","474.3427","448.32706","239.20043","265.21607","294.27931","268.26367","4.87828888888889","5.17828888888889","3047"
"","MGDG(15:1_18:0)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(15:1_18:0)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(15:1_18:0)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(15:1_18:0)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(15:1_18:0)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(15:1_18:0)+NH4-CO","732.5984","492.3896","448.32704","239.20043","283.26299","312.32621","268.26365","13.1895819444444","13.4895819444444","2167"
"","MGDG(15:1_18:3)+NH4-CO",0,0,0,0,0,0,0,"4.95420277777778","5.25420277777778","3857","","MGDG(15:1_18:3)+NH4-CO",0,0,0,0,0,0,0,"4.95420277777778","5.25420277777778","3857","","MGDG(15:1_18:3)+NH4-CO",0,0,0,0,0,0,0,"4.95420277777778","5.25420277777778","3857","","MGDG(15:1_18:3)+NH4-CO",0,0,0,0,0,0,0,"4.95420277777778","5.25420277777778","3857","","MGDG(15:1_18:3)+NH4-CO",0,0,0,0,0,0,0,"4.95420277777778","5.25420277777778","3857","","MGDG(15:1_18:3)+NH4-CO","726.5515","486.3427","448.32706","239.20043","277.21607","306.27931","268.26367","4.95420277777778","5.25420277777778","3857"
"","MGDG(15:1_18:3)+NH4-CO",0,0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","MGDG(15:1_18:3)+NH4-CO",0,0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","MGDG(15:1_18:3)+NH4-CO",0,0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","MGDG(15:1_18:3)+NH4-CO",0,0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","MGDG(15:1_18:3)+NH4-CO",0,0,0,0,0,0,0,"12.8074090909091","13.1074090909091","10619","","MGDG(15:1_18:3)+NH4-CO","726.5515","486.3427","448.32706","239.20043","277.21607","306.27931","268.26367","12.8074090909091","13.1074090909091","10619"
"","MGDG(15:1_20:3)+NH4-CO",0,0,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","MGDG(15:1_20:3)+NH4-CO",0,0,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","MGDG(15:1_20:3)+NH4-CO",0,0,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","MGDG(15:1_20:3)+NH4-CO",0,0,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","MGDG(15:1_20:3)+NH4-CO",0,0,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","MGDG(15:1_20:3)+NH4-CO","754.5827","514.3739","448.32698","239.20043","305.24735","334.31051","268.26359","6.26818194444444","6.56818194444444","1497"
"","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"13.0599930555556","13.3599930555556","9547","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"13.0599930555556","13.3599930555556","9547","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"13.0599930555556","13.3599930555556","9547","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"13.0599930555556","13.3599930555556","9547","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"13.0599930555556","13.3599930555556","9547","","MGDG(15:1_20:4)+NH4-CO","752.5671","512.3583","448.32702","239.20043","303.23171","332.29491","268.26363","13.0599930555556","13.3599930555556","9547"
"","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"9.70059722222222","10.0005972222222","9562","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"9.70059722222222","10.0005972222222","9562","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"9.70059722222222","10.0005972222222","9562","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"9.70059722222222","10.0005972222222","9562","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"9.70059722222222","10.0005972222222","9562","","MGDG(15:1_20:4)+NH4-CO","752.5671","512.3583","448.32702","239.20043","303.23171","332.29491","268.26363","9.70059722222222","10.0005972222222","9562"
"","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.3554805555556","12.6554805555556","9667","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.3554805555556","12.6554805555556","9667","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.3554805555556","12.6554805555556","9667","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.3554805555556","12.6554805555556","9667","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.3554805555556","12.6554805555556","9667","","MGDG(15:1_20:4)+NH4-CO","752.5671","512.3583","448.32702","239.20043","303.23171","332.29491","268.26363","12.3554805555556","12.6554805555556","9667"
"","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.2554484848485","10.5554484848485","9696","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.2554484848485","10.5554484848485","9696","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.2554484848485","10.5554484848485","9696","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.2554484848485","10.5554484848485","9696","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.2554484848485","10.5554484848485","9696","","MGDG(15:1_20:4)+NH4-CO","752.5671","512.3583","448.32702","239.20043","303.23171","332.29491","268.26363","10.2554484848485","10.5554484848485","9696"
"","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.6805013888889","10.9805013888889","9711","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.6805013888889","10.9805013888889","9711","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.6805013888889","10.9805013888889","9711","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.6805013888889","10.9805013888889","9711","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.6805013888889","10.9805013888889","9711","","MGDG(15:1_20:4)+NH4-CO","752.5671","512.3583","448.32702","239.20043","303.23171","332.29491","268.26363","10.6805013888889","10.9805013888889","9711"
"","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"11.1458208333333","11.4458208333333","9728","","MGDG(15:1_20:4)+NH4-CO","752.5671","512.3583","448.32702","239.20043","303.23171","332.29491","268.26363","11.1458208333333","11.4458208333333","9728"
"","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.6754166666667","12.9754166666667","11590","","MGDG(15:1_20:4)+NH4-CO","752.5671","512.3583","448.32702","239.20043","303.23171","332.29491","268.26363","12.6754166666667","12.9754166666667","11590"
"","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.8422208333333","13.1422208333333","11607","","MGDG(15:1_20:4)+NH4-CO","752.5671","512.3583","448.32702","239.20043","303.23171","332.29491","268.26363","12.8422208333333","13.1422208333333","11607"
"","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.6748111111111","10.9748111111111","11611","","MGDG(15:1_20:4)+NH4-CO","752.5671","512.3583","448.32702","239.20043","303.23171","332.29491","268.26363","10.6748111111111","10.9748111111111","11611"
"","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"11.3180833333333","11.6180833333333","11702","","MGDG(15:1_20:4)+NH4-CO","752.5671","512.3583","448.32702","239.20043","303.23171","332.29491","268.26363","11.3180833333333","11.6180833333333","11702"
"","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(15:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.0235638888889","12.3235638888889","13054","","MGDG(15:1_20:4)+NH4-CO","752.5671","512.3583","448.32702","239.20043","303.23171","332.29491","268.26363","12.0235638888889","12.3235638888889","13054"
