"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","RT at Max Intensity","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Number of Scans","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Max Intensity","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Average m/z","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MGDG","[M+NH4-CO]+","M-sn1","M-sn2","sn1","sn2","M-sn1-C6H12O6","M-sn2-C6H12O6","RT_min","RT_max","Comment"
"","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.2665041666667","10.5665041666667","17419","","MGDG(16:1_20:4)+NH4-CO","766.5827","512.35826","462.34262","253.21607","303.23171","332.29487","282.27923","10.2665041666667","10.5665041666667","17419"
"","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.5030472222222","10.8030472222222","17446","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.5030472222222","10.8030472222222","17446","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.5030472222222","10.8030472222222","17446","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.5030472222222","10.8030472222222","17446","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"10.5030472222222","10.8030472222222","17446","","MGDG(16:1_20:4)+NH4-CO","766.5827","512.35826","462.34262","253.21607","303.23171","332.29487","282.27923","10.5030472222222","10.8030472222222","17446"
"","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"11.8282958333333","12.1282958333333","17458","","MGDG(16:1_20:4)+NH4-CO","766.5827","512.35826","462.34262","253.21607","303.23171","332.29487","282.27923","11.8282958333333","12.1282958333333","17458"
"","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.2804736111111","12.5804736111111","18445","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.2804736111111","12.5804736111111","18445","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.2804736111111","12.5804736111111","18445","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.2804736111111","12.5804736111111","18445","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"12.2804736111111","12.5804736111111","18445","","MGDG(16:1_20:4)+NH4-CO","766.5827","512.35826","462.34262","253.21607","303.23171","332.29487","282.27923","12.2804736111111","12.5804736111111","18445"
"","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,1,"12.8151722222222","13.1151722222222","18465","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,12.81601,"12.8151722222222","13.1151722222222","18465","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,1,"12.8151722222222","13.1151722222222","18465","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,10320.52,"12.8151722222222","13.1151722222222","18465","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,282.2795,"12.8151722222222","13.1151722222222","18465","","MGDG(16:1_20:4)+NH4-CO","766.5827","512.35826","462.34262","253.21607","303.23171","332.29487","282.27923","12.8151722222222","13.1151722222222","18465"
"","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,1,"12.4692893939394","12.7692893939394","18860","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,12.70129,"12.4692893939394","12.7692893939394","18860","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,1,"12.4692893939394","12.7692893939394","18860","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,4373.59,"12.4692893939394","12.7692893939394","18860","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,282.2799,"12.4692893939394","12.7692893939394","18860","","MGDG(16:1_20:4)+NH4-CO","766.5827","512.35826","462.34262","253.21607","303.23171","332.29487","282.27923","12.4692893939394","12.7692893939394","18860"
"","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"9.2598625","9.5598625","18875","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"9.2598625","9.5598625","18875","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"9.2598625","9.5598625","18875","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"9.2598625","9.5598625","18875","","MGDG(16:1_20:4)+NH4-CO",0,0,0,0,0,0,0,"9.2598625","9.5598625","18875","","MGDG(16:1_20:4)+NH4-CO","766.5827","512.35826","462.34262","253.21607","303.23171","332.29487","282.27923","9.2598625","9.5598625","18875"
"","MGDG(16:1_20:5)+NH4-CO",0,0,0,0,0,0,0,"6.61995833333333","6.91995833333333","11441","","MGDG(16:1_20:5)+NH4-CO",0,0,0,0,0,0,0,"6.61995833333333","6.91995833333333","11441","","MGDG(16:1_20:5)+NH4-CO",0,0,0,0,0,0,0,"6.61995833333333","6.91995833333333","11441","","MGDG(16:1_20:5)+NH4-CO",0,0,0,0,0,0,0,"6.61995833333333","6.91995833333333","11441","","MGDG(16:1_20:5)+NH4-CO",0,0,0,0,0,0,0,"6.61995833333333","6.91995833333333","11441","","MGDG(16:1_20:5)+NH4-CO","764.5671","510.34266","462.34266","253.21607","301.21607","330.27927","282.27927","6.61995833333333","6.91995833333333","11441"
"","MGDG(16:1_22:5)+NH4-CO",0,0,0,0,0,0,0,"9.17860454545455","9.47860454545455","19071","","MGDG(16:1_22:5)+NH4-CO",0,0,0,0,0,0,0,"9.17860454545455","9.47860454545455","19071","","MGDG(16:1_22:5)+NH4-CO",0,0,0,0,0,0,0,"9.17860454545455","9.47860454545455","19071","","MGDG(16:1_22:5)+NH4-CO",0,0,0,0,0,0,0,"9.17860454545455","9.47860454545455","19071","","MGDG(16:1_22:5)+NH4-CO",0,0,0,0,0,0,0,"9.17860454545455","9.47860454545455","19071","","MGDG(16:1_22:5)+NH4-CO","792.5984","538.37396","462.34268","253.21607","329.24735","358.31057","282.27929","9.17860454545455","9.47860454545455","19071"
"","MGDG(16:1_24:0)+NH4-CO",0,0,0,0,0,0,0,"10.2509444444444","10.5509444444444","3002","","MGDG(16:1_24:0)+NH4-CO",0,0,0,0,0,0,0,"10.2509444444444","10.5509444444444","3002","","MGDG(16:1_24:0)+NH4-CO",0,0,0,0,0,0,0,"10.2509444444444","10.5509444444444","3002","","MGDG(16:1_24:0)+NH4-CO",0,0,0,0,0,0,0,"10.2509444444444","10.5509444444444","3002","","MGDG(16:1_24:0)+NH4-CO",0,0,0,0,0,0,0,"10.2509444444444","10.5509444444444","3002","","MGDG(16:1_24:0)+NH4-CO","830.70797","576.48353","462.34277","253.21607","367.35683","396.42014","282.27938","10.2509444444444","10.5509444444444","3002"
"","MGDG(16:1_24:0)+NH4-CO",0,0,0,0,0,0,0,"9.84984242424242","10.1498424242424","10191","","MGDG(16:1_24:0)+NH4-CO",0,0,0,0,0,0,0,"9.84984242424242","10.1498424242424","10191","","MGDG(16:1_24:0)+NH4-CO",0,0,0,0,0,0,0,"9.84984242424242","10.1498424242424","10191","","MGDG(16:1_24:0)+NH4-CO",0,0,0,0,0,0,0,"9.84984242424242","10.1498424242424","10191","","MGDG(16:1_24:0)+NH4-CO",0,0,0,0,0,0,0,"9.84984242424242","10.1498424242424","10191","","MGDG(16:1_24:0)+NH4-CO","830.70797","576.48353","462.34277","253.21607","367.35683","396.42014","282.27938","9.84984242424242","10.1498424242424","10191"
"","MGDG(16:1_24:1)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(16:1_24:1)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(16:1_24:1)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(16:1_24:1)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(16:1_24:1)+NH4-CO",0,0,0,0,0,0,0,"8.73256944444444","9.03256944444444","7818","","MGDG(16:1_24:1)+NH4-CO","828.6923","574.46786","462.34274","253.21607","365.34119","394.40447","282.27935","8.73256944444444","9.03256944444444","7818"
"","MGDG(16:1_24:1)+NH4-CO",0,0,0,0,0,0,0,"9.21344166666667","9.51344166666667","9453","","MGDG(16:1_24:1)+NH4-CO",0,0,0,0,0,0,0,"9.21344166666667","9.51344166666667","9453","","MGDG(16:1_24:1)+NH4-CO",0,0,0,0,0,0,0,"9.21344166666667","9.51344166666667","9453","","MGDG(16:1_24:1)+NH4-CO",0,0,0,0,0,0,0,"9.21344166666667","9.51344166666667","9453","","MGDG(16:1_24:1)+NH4-CO",0,0,0,0,0,0,0,"9.21344166666667","9.51344166666667","9453","","MGDG(16:1_24:1)+NH4-CO","828.6923","574.46786","462.34274","253.21607","365.34119","394.40447","282.27935","9.21344166666667","9.51344166666667","9453"
"","MGDG(17:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"8.95386111111111","9.25386111111111","15380","","MGDG(17:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"8.95386111111111","9.25386111111111","15380","","MGDG(17:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"8.95386111111111","9.25386111111111","15380","","MGDG(17:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"8.95386111111111","9.25386111111111","15380","","MGDG(17:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"8.95386111111111","9.25386111111111","15380","","MGDG(17:0_2:0)+NH4-CO","538.3949","268.13918","478.37378","269.24735","59.01275","88.07579","298.31039","8.95386111111111","9.25386111111111","15380"
"","MGDG(17:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"11.7699569444444","12.0699569444444","15679","","MGDG(17:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"11.7699569444444","12.0699569444444","15679","","MGDG(17:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"11.7699569444444","12.0699569444444","15679","","MGDG(17:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"11.7699569444444","12.0699569444444","15679","","MGDG(17:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"11.7699569444444","12.0699569444444","15679","","MGDG(17:0_2:0)+NH4-CO","538.3949","268.13918","478.37378","269.24735","59.01275","88.07579","298.31039","11.7699569444444","12.0699569444444","15679"
"","MGDG(17:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"17.0342575757576","17.3342575757576","17373","","MGDG(17:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"17.0342575757576","17.3342575757576","17373","","MGDG(17:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"17.0342575757576","17.3342575757576","17373","","MGDG(17:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"17.0342575757576","17.3342575757576","17373","","MGDG(17:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"17.0342575757576","17.3342575757576","17373","","MGDG(17:0_2:0)+NH4-CO","538.3949","268.13918","478.37378","269.24735","59.01275","88.07579","298.31039","17.0342575757576","17.3342575757576","17373"
"","MGDG(17:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"10.0112106060606","10.3112106060606","17433","","MGDG(17:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"10.0112106060606","10.3112106060606","17433","","MGDG(17:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"10.0112106060606","10.3112106060606","17433","","MGDG(17:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"10.0112106060606","10.3112106060606","17433","","MGDG(17:0_2:0)+NH4-CO",0,0,0,0,0,0,0,"10.0112106060606","10.3112106060606","17433","","MGDG(17:0_2:0)+NH4-CO","538.3949","268.13918","478.37378","269.24735","59.01275","88.07579","298.31039","10.0112106060606","10.3112106060606","17433"
"","MGDG(17:0_3:0)+NH4-CO",0,0,0,0,0,0,0,"2.07656944444444","2.37656944444444","13011","","MGDG(17:0_3:0)+NH4-CO",0,0,0,0,0,0,0,"2.07656944444444","2.37656944444444","13011","","MGDG(17:0_3:0)+NH4-CO",0,0,0,0,0,0,0,"2.07656944444444","2.37656944444444","13011","","MGDG(17:0_3:0)+NH4-CO",0,0,0,0,0,0,0,"2.07656944444444","2.37656944444444","13011","","MGDG(17:0_3:0)+NH4-CO",0,0,0,0,0,0,0,"2.07656944444444","2.37656944444444","13011","","MGDG(17:0_3:0)+NH4-CO","552.4106","282.15488","478.37384","269.24735","73.02839","102.09149","298.31045","2.07656944444444","2.37656944444444","13011"
"","MGDG(17:0_5:0)+NH4-CO",0,0,0,0,0,0,0,"3.01885138888889","3.31885138888889","7209","","MGDG(17:0_5:0)+NH4-CO",0,0,0,0,0,0,0,"3.01885138888889","3.31885138888889","7209","","MGDG(17:0_5:0)+NH4-CO",0,0,0,0,0,0,0,"3.01885138888889","3.31885138888889","7209","","MGDG(17:0_5:0)+NH4-CO",0,0,0,0,0,0,0,"3.01885138888889","3.31885138888889","7209","","MGDG(17:0_5:0)+NH4-CO",0,0,0,0,0,0,0,"3.01885138888889","3.31885138888889","7209","","MGDG(17:0_5:0)+NH4-CO","580.4419","310.18618","478.37386","269.24735","101.05967","130.12279","298.31047","3.01885138888889","3.31885138888889","7209"
"","MGDG(17:0_12:0)+NH4-CO",0,0,0,0,0,0,0,"4.79795","5.09795","11806","","MGDG(17:0_12:0)+NH4-CO",0,0,0,0,0,0,0,"4.79795","5.09795","11806","","MGDG(17:0_12:0)+NH4-CO",0,0,0,0,0,0,0,"4.79795","5.09795","11806","","MGDG(17:0_12:0)+NH4-CO",0,0,0,0,0,0,0,"4.79795","5.09795","11806","","MGDG(17:0_12:0)+NH4-CO",0,0,0,0,0,0,0,"4.79795","5.09795","11806","","MGDG(17:0_12:0)+NH4-CO","678.5515","408.29578","478.37398","269.24735","199.16915","228.23239","298.31059","4.79795","5.09795","11806"
"","MGDG(17:0_14:1)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(17:0_14:1)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(17:0_14:1)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(17:0_14:1)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(17:0_14:1)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(17:0_14:1)+NH4-CO","704.5671","434.31138","478.37394","269.24735","225.18479","254.24799","298.31055","10.6153818181818","10.9153818181818","2311"
"","MGDG(17:0_14:1)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(17:0_14:1)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(17:0_14:1)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(17:0_14:1)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(17:0_14:1)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(17:0_14:1)+NH4-CO","704.5671","434.31138","478.37394","269.24735","225.18479","254.24799","298.31055","9.76697575757576","10.0669757575758","12355"
"","MGDG(17:0_16:1)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(17:0_16:1)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(17:0_16:1)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(17:0_16:1)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(17:0_16:1)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(17:0_16:1)+NH4-CO","732.5984","462.34268","478.37396","269.24735","253.21607","282.27929","298.31057","13.1895819444444","13.4895819444444","2167"
"","MGDG(17:0_18:4)+NH4-CO",0,0,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","MGDG(17:0_18:4)+NH4-CO",0,0,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","MGDG(17:0_18:4)+NH4-CO",0,0,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","MGDG(17:0_18:4)+NH4-CO",0,0,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","MGDG(17:0_18:4)+NH4-CO",0,0,0,0,0,0,0,"6.26818194444444","6.56818194444444","1497","","MGDG(17:0_18:4)+NH4-CO","754.5827","484.32698","478.3739","269.24735","275.20043","304.26359","298.31051","6.26818194444444","6.56818194444444","1497"
"","MGDG(17:0_20:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(17:0_20:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(17:0_20:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(17:0_20:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(17:0_20:0)+NH4-CO",0,0,0,0,0,0,0,"5.96369861111111","6.26369861111111","4127","","MGDG(17:0_20:0)+NH4-CO","790.67666","520.42094","478.37402","269.24735","311.29427","340.35755","298.31063","5.96369861111111","6.26369861111111","4127"
"","MGDG(17:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","MGDG(17:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","MGDG(17:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","MGDG(17:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","MGDG(17:0_20:5)+NH4-CO",0,0,0,0,0,0,0,"15.1716818181818","15.4716818181818","5262","","MGDG(17:0_20:5)+NH4-CO","780.5984","510.34268","478.37396","269.24735","301.21607","330.27929","298.31057","15.1716818181818","15.4716818181818","5262"
"","MGDG(17:0_21:0)+NH4-CO",0,0,0,0,0,0,0,"5.99069393939394","6.29069393939394","7171","","MGDG(17:0_21:0)+NH4-CO",0,0,0,0,0,0,0,"5.99069393939394","6.29069393939394","7171","","MGDG(17:0_21:0)+NH4-CO",0,0,0,0,0,0,0,"5.99069393939394","6.29069393939394","7171","","MGDG(17:0_21:0)+NH4-CO",0,0,0,0,0,0,0,"5.99069393939394","6.29069393939394","7171","","MGDG(17:0_21:0)+NH4-CO",0,0,0,0,0,0,0,"5.99069393939394","6.29069393939394","7171","","MGDG(17:0_21:0)+NH4-CO","804.6923","534.43658","478.37402","269.24735","325.30991","354.37319","298.31063","5.99069393939394","6.29069393939394","7171"
"","MGDG(17:0_22:6)+NH4-CO",0,0,0,0,0,0,0,"9.63493166666667","9.93493166666667","7917","","MGDG(17:0_22:6)+NH4-CO",0,0,0,0,0,0,0,"9.63493166666667","9.93493166666667","7917","","MGDG(17:0_22:6)+NH4-CO",0,0,0,0,0,0,0,"9.63493166666667","9.93493166666667","7917","","MGDG(17:0_22:6)+NH4-CO",0,0,0,0,0,0,0,"9.63493166666667","9.93493166666667","7917","","MGDG(17:0_22:6)+NH4-CO",0,0,0,0,0,0,0,"9.63493166666667","9.93493166666667","7917","","MGDG(17:0_22:6)+NH4-CO","806.61403","536.35831","478.37395","269.24735","327.23171","356.29492","298.31056","9.63493166666667","9.93493166666667","7917"
"","MGDG(17:0_24:4)+NH4-CO",0,0,0,0,0,0,0,"9.136365","9.436365","10832","","MGDG(17:0_24:4)+NH4-CO",0,0,0,0,0,0,0,"9.136365","9.436365","10832","","MGDG(17:0_24:4)+NH4-CO",0,0,0,0,0,0,0,"9.136365","9.436365","10832","","MGDG(17:0_24:4)+NH4-CO",0,0,0,0,0,0,0,"9.136365","9.436365","10832","","MGDG(17:0_24:4)+NH4-CO",0,0,0,0,0,0,0,"9.136365","9.436365","10832","","MGDG(17:0_24:4)+NH4-CO","838.67666","568.42094","478.37402","269.24735","359.29427","388.35755","298.31063","9.136365","9.436365","10832"
"","MGDG(17:0_24:4)+NH4-CO",0,0,0,0,0,0,0,"9.00099305555556","9.30099305555556","13902","","MGDG(17:0_24:4)+NH4-CO",0,0,0,0,0,0,0,"9.00099305555556","9.30099305555556","13902","","MGDG(17:0_24:4)+NH4-CO",0,0,0,0,0,0,0,"9.00099305555556","9.30099305555556","13902","","MGDG(17:0_24:4)+NH4-CO",0,0,0,0,0,0,0,"9.00099305555556","9.30099305555556","13902","","MGDG(17:0_24:4)+NH4-CO",0,0,0,0,0,0,0,"9.00099305555556","9.30099305555556","13902","","MGDG(17:0_24:4)+NH4-CO","838.67666","568.42094","478.37402","269.24735","359.29427","388.35755","298.31063","9.00099305555556","9.30099305555556","13902"
"","MGDG(17:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"12.2889","12.5889","9313","","MGDG(17:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"12.2889","12.5889","9313","","MGDG(17:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"12.2889","12.5889","9313","","MGDG(17:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"12.2889","12.5889","9313","","MGDG(17:0_26:1)+NH4-CO",0,0,0,0,0,0,0,"12.2889","12.5889","9313","","MGDG(17:0_26:1)+NH4-CO","872.7549","602.49918","478.37406","269.24735","393.37247","422.43579","298.31067","12.2889","12.5889","9313"
"","MGDG(17:1_5:0)+NH4-CO",0,0,0,0,0,0,0,"2.17234583333333","2.47234583333333","5693","","MGDG(17:1_5:0)+NH4-CO",0,0,0,0,0,0,0,"2.17234583333333","2.47234583333333","5693","","MGDG(17:1_5:0)+NH4-CO",0,0,0,0,0,0,0,"2.17234583333333","2.47234583333333","5693","","MGDG(17:1_5:0)+NH4-CO",0,0,0,0,0,0,0,"2.17234583333333","2.47234583333333","5693","","MGDG(17:1_5:0)+NH4-CO",0,0,0,0,0,0,0,"2.17234583333333","2.47234583333333","5693","","MGDG(17:1_5:0)+NH4-CO","578.4262","310.18612","476.35816","267.23171","101.05967","130.12273","296.29477","2.17234583333333","2.47234583333333","5693"
"","MGDG(17:1_14:0)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(17:1_14:0)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(17:1_14:0)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(17:1_14:0)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(17:1_14:0)+NH4-CO",0,0,0,0,0,0,0,"10.6153818181818","10.9153818181818","2311","","MGDG(17:1_14:0)+NH4-CO","704.5671","436.32702","476.3583","267.23171","227.20043","256.26363","296.29491","10.6153818181818","10.9153818181818","2311"
"","MGDG(17:1_14:0)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(17:1_14:0)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(17:1_14:0)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(17:1_14:0)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(17:1_14:0)+NH4-CO",0,0,0,0,0,0,0,"9.76697575757576","10.0669757575758","12355","","MGDG(17:1_14:0)+NH4-CO","704.5671","436.32702","476.3583","267.23171","227.20043","256.26363","296.29491","9.76697575757576","10.0669757575758","12355"
"","MGDG(17:1_15:1)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(17:1_15:1)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(17:1_15:1)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(17:1_15:1)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(17:1_15:1)+NH4-CO",0,0,0,0,0,0,0,"4.9459625","5.2459625","1270","","MGDG(17:1_15:1)+NH4-CO","716.5671","448.32702","476.3583","267.23171","239.20043","268.26363","296.29491","4.9459625","5.2459625","1270"
"","MGDG(17:1_15:1)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(17:1_15:1)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(17:1_15:1)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(17:1_15:1)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(17:1_15:1)+NH4-CO",0,0,0,0,0,0,0,"6.05895555555555","6.35895555555555","2400","","MGDG(17:1_15:1)+NH4-CO","716.5671","448.32702","476.3583","267.23171","239.20043","268.26363","296.29491","6.05895555555555","6.35895555555555","2400"
"","MGDG(17:1_16:0)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(17:1_16:0)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(17:1_16:0)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(17:1_16:0)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(17:1_16:0)+NH4-CO",0,0,0,0,0,0,0,"13.1895819444444","13.4895819444444","2167","","MGDG(17:1_16:0)+NH4-CO","732.5984","464.35832","476.35832","267.23171","255.23171","284.29493","296.29493","13.1895819444444","13.4895819444444","2167"
