"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment","RT at Max Intensity","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment","Number of Scans","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment","Max Intensity","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment","Average m/z","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PS","[M+Na]+","M+Na-87.03203","M+Na-97.9769 (H3PO4)","M+Na-185.00892","M+Na-C3H7NO6PNa","NL_87_T1_RCOOH","NL_87_T2_RCOOH","Phosphoserine+Na","RT_min","RT_max","Comment"
"","PS(15:1_20:2)+Na",0,0,0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(15:1_20:2)+Na",0,0,0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(15:1_20:2)+Na",0,0,0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(15:1_20:2)+Na",0,0,0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(15:1_20:2)+Na",0,0,0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(15:1_20:2)+Na","794.4942249","707.4621949","696.5173249","511.5084049","587.5033549","467.2532649","399.1906649","207.99872","4.95417727272727","5.25417727272727","13576"
"","PS(15:1_21:0)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(15:1_21:0)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(15:1_21:0)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(15:1_21:0)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(15:1_21:0)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(15:1_21:0)+Na","812.5412249","725.5091949","714.5643249","529.5554049","605.5503549","485.3002649","399.1906649","207.99872","1.86782083333333","2.16782083333333","11159"
"","PS(15:1_22:0)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(15:1_22:0)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(15:1_22:0)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(15:1_22:0)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(15:1_22:0)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(15:1_22:0)+Na","826.5568249","739.5247949","728.5799249","543.5710049","619.5659549","499.3158649","399.1906649","207.99872","7.04686805555556","7.34686805555556","2224"
"","PS(15:1_22:0)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(15:1_22:0)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(15:1_22:0)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(15:1_22:0)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(15:1_22:0)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(15:1_22:0)+Na","826.5568249","739.5247949","728.5799249","543.5710049","619.5659549","499.3158649","399.1906649","207.99872","1.55908055555556","1.85908055555556","18812"
"","PS(15:1_22:2)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(15:1_22:2)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(15:1_22:2)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(15:1_22:2)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(15:1_22:2)+Na",0,0,0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","PS(15:1_22:2)+Na","822.5255249","735.4934949","724.5486249","539.5397049","615.5346549","495.2845649","399.1906649","207.99872","4.98809583333333","5.28809583333333","13691"
"","PS(15:1_22:3)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(15:1_22:3)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(15:1_22:3)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(15:1_22:3)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(15:1_22:3)+Na",0,0,0,0,0,0,0,0,"5.1377375","5.4377375","11246","","PS(15:1_22:3)+Na","820.5099249","733.4778949","722.5330249","537.5241049","613.5190549","493.2689649","399.1906649","207.99872","5.1377375","5.4377375","11246"
"","PS(15:1_23:0)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(15:1_23:0)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(15:1_23:0)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(15:1_23:0)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(15:1_23:0)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(15:1_23:0)+Na","840.5725249","753.5404949","742.5956249","557.5867049","633.5816549","513.3315649","399.1906649","207.99872","4.10132083333333","4.40132083333333","8692"
"","PS(16:0_19:0)+Na",1,0,0,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PS(16:0_19:0)+Na",8.161917,0,0,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PS(16:0_19:0)+Na",1,0,0,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PS(16:0_19:0)+Na",48811.2,0,0,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PS(16:0_19:0)+Na",800.5413,0,0,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PS(16:0_19:0)+Na","800.5412249","713.5091949","702.5643249","517.5554049","593.5503549","457.2689649","415.2219649","207.99872","8.01050416666666","8.31050416666666","2253"
"","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(16:0_20:0)+Na","814.5568249","727.5247949","716.5799249","531.5710049","607.5659549","471.2845649","415.2219649","207.99872","4.12318888888889","4.42318888888889","6221"
"","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(16:0_20:0)+Na","814.5568249","727.5247949","716.5799249","531.5710049","607.5659549","471.2845649","415.2219649","207.99872","3.10427638888889","3.40427638888889","8057"
"","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(16:0_20:0)+Na","814.5568249","727.5247949","716.5799249","531.5710049","607.5659549","471.2845649","415.2219649","207.99872","3.79138333333333","4.09138333333333","8066"
"","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(16:0_20:0)+Na","814.5568249","727.5247949","716.5799249","531.5710049","607.5659549","471.2845649","415.2219649","207.99872","3.39136944444444","3.69136944444444","8265"
"","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(16:0_20:0)+Na","814.5568249","727.5247949","716.5799249","531.5710049","607.5659549","471.2845649","415.2219649","207.99872","4.12585277777778","4.42585277777778","13405"
"","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(16:0_20:0)+Na",0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(16:0_20:0)+Na","814.5568249","727.5247949","716.5799249","531.5710049","607.5659549","471.2845649","415.2219649","207.99872","1.83709444444444","2.13709444444444","15859"
"","PS(16:0_20:1)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(16:0_20:1)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(16:0_20:1)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(16:0_20:1)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(16:0_20:1)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(16:0_20:1)+Na","812.5412249","725.5091949","714.5643249","529.5554049","605.5503549","469.2689649","415.2219649","207.99872","1.86782083333333","2.16782083333333","11159"
"","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"5.47872777777778","5.77872777777778","5746","","PS(16:0_22:0)+Na","842.5881249","755.5560949","744.6112249","559.6023049","635.5972549","499.3158649","415.2219649","207.99872","5.47872777777778","5.77872777777778","5746"
"","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"4.97432083333333","5.27432083333333","9287","","PS(16:0_22:0)+Na","842.5881249","755.5560949","744.6112249","559.6023049","635.5972549","499.3158649","415.2219649","207.99872","4.97432083333333","5.27432083333333","9287"
"","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"5.68667916666667","5.98667916666667","10954","","PS(16:0_22:0)+Na","842.5881249","755.5560949","744.6112249","559.6023049","635.5972549","499.3158649","415.2219649","207.99872","5.68667916666667","5.98667916666667","10954"
"","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"4.98549305555556","5.28549305555556","12814","","PS(16:0_22:0)+Na","842.5881249","755.5560949","744.6112249","559.6023049","635.5972549","499.3158649","415.2219649","207.99872","4.98549305555556","5.28549305555556","12814"
"","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"4.71984242424242","5.01984242424242","13153","","PS(16:0_22:0)+Na","842.5881249","755.5560949","744.6112249","559.6023049","635.5972549","499.3158649","415.2219649","207.99872","4.71984242424242","5.01984242424242","13153"
"","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PS(16:0_22:0)+Na",0,0,0,0,0,0,0,0,"5.70359444444444","6.00359444444444","13926","","PS(16:0_22:0)+Na","842.5881249","755.5560949","744.6112249","559.6023049","635.5972549","499.3158649","415.2219649","207.99872","5.70359444444444","6.00359444444444","13926"
"","PS(16:0_22:1)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(16:0_22:1)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(16:0_22:1)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(16:0_22:1)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(16:0_22:1)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(16:0_22:1)+Na","840.5725249","753.5404949","742.5956249","557.5867049","633.5816549","497.3002649","415.2219649","207.99872","4.10132083333333","4.40132083333333","8692"
"","PS(16:1_17:2)+Na",0,0,0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","PS(16:1_17:2)+Na",0,0,0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","PS(16:1_17:2)+Na",0,0,0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","PS(16:1_17:2)+Na",0,0,0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","PS(16:1_17:2)+Na",0,0,0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","PS(16:1_17:2)+Na","766.4630249","679.4309949","668.4861249","483.4772049","559.4721549","425.2063649","413.2063649","207.99872","5.71525555555556","6.01525555555556","9644"
"","PS(16:1_17:2)+Na",0,0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","PS(16:1_17:2)+Na",0,0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","PS(16:1_17:2)+Na",0,0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","PS(16:1_17:2)+Na",0,0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","PS(16:1_17:2)+Na",0,0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","PS(16:1_17:2)+Na","766.4630249","679.4309949","668.4861249","483.4772049","559.4721549","425.2063649","413.2063649","207.99872","5.72048888888889","6.02048888888889","13083"
"","PS(16:1_20:0)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(16:1_20:0)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(16:1_20:0)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(16:1_20:0)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(16:1_20:0)+Na",0,0,0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","PS(16:1_20:0)+Na","812.5412249","725.5091949","714.5643249","529.5554049","605.5503549","471.2845649","413.2063649","207.99872","1.86782083333333","2.16782083333333","11159"
"","PS(16:1_21:0)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(16:1_21:0)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(16:1_21:0)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(16:1_21:0)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(16:1_21:0)+Na",0,0,0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","PS(16:1_21:0)+Na","826.5569249","739.5248949","728.5800249","543.5711049","619.5660549","485.3002649","413.2063649","207.99872","7.04686805555556","7.34686805555556","2224"
"","PS(16:1_21:0)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(16:1_21:0)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(16:1_21:0)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(16:1_21:0)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(16:1_21:0)+Na",0,0,0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","PS(16:1_21:0)+Na","826.5569249","739.5248949","728.5800249","543.5711049","619.5660549","485.3002649","413.2063649","207.99872","1.55908055555556","1.85908055555556","18812"
"","PS(16:1_22:0)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(16:1_22:0)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(16:1_22:0)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(16:1_22:0)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(16:1_22:0)+Na",0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","PS(16:1_22:0)+Na","840.5725249","753.5404949","742.5956249","557.5867049","633.5816549","499.3158649","413.2063649","207.99872","4.10132083333333","4.40132083333333","8692"
"","PS(16:1_24:1)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(16:1_24:1)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(16:1_24:1)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(16:1_24:1)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(16:1_24:1)+Na",0,0,0,0,0,0,0,0,"4.93215277777778","5.23215277777778","5542","","PS(16:1_24:1)+Na","866.5882249","779.5561949","768.6113249","583.6024049","659.5973549","525.3315649","413.2063649","207.99872","4.93215277777778","5.23215277777778","5542"
"","PS(16:1_24:1)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(16:1_24:1)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(16:1_24:1)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(16:1_24:1)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(16:1_24:1)+Na",0,0,0,0,0,0,0,0,"7.67033888888889","7.97033888888889","15208","","PS(16:1_24:1)+Na","866.5882249","779.5561949","768.6113249","583.6024049","659.5973549","525.3315649","413.2063649","207.99872","7.67033888888889","7.97033888888889","15208"
"","PS(17:0_18:0)+Na",1,0,0,0,0,0,1,0,"8.01050416666666","8.31050416666666","2253","","PS(17:0_18:0)+Na",8.161917,0,0,0,0,0,8.161917,0,"8.01050416666666","8.31050416666666","2253","","PS(17:0_18:0)+Na",1,0,0,0,0,0,1,0,"8.01050416666666","8.31050416666666","2253","","PS(17:0_18:0)+Na",48811.2,0,0,0,0,0,1020.772,0,"8.01050416666666","8.31050416666666","2253","","PS(17:0_18:0)+Na",800.5413,0,0,0,0,0,429.2377,0,"8.01050416666666","8.31050416666666","2253","","PS(17:0_18:0)+Na","800.5412249","713.5091949","702.5643249","517.5554049","593.5503549","443.2532649","429.2376649","207.99872","8.01050416666666","8.31050416666666","2253"
"","PS(17:0_18:3)+Na",0,0,0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(17:0_18:3)+Na",0,0,0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(17:0_18:3)+Na",0,0,0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(17:0_18:3)+Na",0,0,0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(17:0_18:3)+Na",0,0,0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(17:0_18:3)+Na","794.4943249","707.4622949","696.5174249","511.5085049","587.5034549","437.2063649","429.2376649","207.99872","4.95417727272727","5.25417727272727","13576"
"","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.12318888888889","4.42318888888889","6221","","PS(17:0_19:0)+Na","814.5569249","727.5248949","716.5800249","531.5711049","607.5660549","457.2689649","429.2376649","207.99872","4.12318888888889","4.42318888888889","6221"
"","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"3.10427638888889","3.40427638888889","8057","","PS(17:0_19:0)+Na","814.5569249","727.5248949","716.5800249","531.5711049","607.5660549","457.2689649","429.2376649","207.99872","3.10427638888889","3.40427638888889","8057"
"","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"3.79138333333333","4.09138333333333","8066","","PS(17:0_19:0)+Na","814.5569249","727.5248949","716.5800249","531.5711049","607.5660549","457.2689649","429.2376649","207.99872","3.79138333333333","4.09138333333333","8066"
"","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"3.39136944444444","3.69136944444444","8265","","PS(17:0_19:0)+Na","814.5569249","727.5248949","716.5800249","531.5711049","607.5660549","457.2689649","429.2376649","207.99872","3.39136944444444","3.69136944444444","8265"
"","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"4.12585277777778","4.42585277777778","13405","","PS(17:0_19:0)+Na","814.5569249","727.5248949","716.5800249","531.5711049","607.5660549","457.2689649","429.2376649","207.99872","4.12585277777778","4.42585277777778","13405"
"","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(17:0_19:0)+Na",0,0,0,0,0,0,0,0,"1.83709444444444","2.13709444444444","15859","","PS(17:0_19:0)+Na","814.5569249","727.5248949","716.5800249","531.5711049","607.5660549","457.2689649","429.2376649","207.99872","1.83709444444444","2.13709444444444","15859"
