"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment","RT at Max Intensity","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment","Number of Scans","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment","Max Intensity","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment","Average m/z","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","DG","[M+NH4]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","sn1_acylChain([RC=O]+)-H2O","sn2_acylChain([RC=O]+)-H2O","sn1_acylChain([RC=O]+74)-H2O","sn2_acylChain([RC=O]+74)-H2O","RT_min","RT_max","Comment"
"","DG(16:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"10.4410375","10.7410375","8606","","DG(16:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"10.4410375","10.7410375","8606","","DG(16:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"10.4410375","10.7410375","8606","","DG(16:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"10.4410375","10.7410375","8606","","DG(16:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"10.4410375","10.7410375","8606","","DG(16:0_20:1)+NH4","640.5875","367.3207","313.2737","239.2369","293.2839","221.2264","275.2734","295.2632","349.3102","10.4410375","10.7410375","8606"
"","DG(16:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"5.69889583333333","5.99889583333333","8793","","DG(16:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"5.69889583333333","5.99889583333333","8793","","DG(16:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"5.69889583333333","5.99889583333333","8793","","DG(16:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"5.69889583333333","5.99889583333333","8793","","DG(16:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"5.69889583333333","5.99889583333333","8793","","DG(16:0_20:1)+NH4","640.5875","367.3207","313.2737","239.2369","293.2839","221.2264","275.2734","295.2632","349.3102","5.69889583333333","5.99889583333333","8793"
"","DG(16:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"6.06926666666667","6.36926666666667","9532","","DG(16:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"6.06926666666667","6.36926666666667","9532","","DG(16:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"6.06926666666667","6.36926666666667","9532","","DG(16:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"6.06926666666667","6.36926666666667","9532","","DG(16:0_20:1)+NH4",0,0,0,0,0,0,0,0,0,"6.06926666666667","6.36926666666667","9532","","DG(16:0_20:1)+NH4","640.5875","367.3207","313.2737","239.2369","293.2839","221.2264","275.2734","295.2632","349.3102","6.06926666666667","6.36926666666667","9532"
"","DG(16:0_20:2)+NH4",0,1,1,0,0,0,0,0,0,"9.17200277777778","9.47200277777778","252","","DG(16:0_20:2)+NH4",0,9.384407,9.384407,0,0,0,9.384407,0,0,"9.17200277777778","9.47200277777778","252","","DG(16:0_20:2)+NH4",0,1,1,0,0,0,1,0,0,"9.17200277777778","9.47200277777778","252","","DG(16:0_20:2)+NH4",0,12926.1,16098.72,0,0,0,652.8242,0,0,"9.17200277777778","9.47200277777778","252","","DG(16:0_20:2)+NH4",0,365.3056,313.2744,0,0,0,273.2579,0,0,"9.17200277777778","9.47200277777778","252","","DG(16:0_20:2)+NH4","638.5718","365.305","313.2737","239.2369","291.2682","221.2264","273.2577","295.2632","347.2945","9.17200277777778","9.47200277777778","252"
"","DG(16:0_20:3)+NH4",0,0,1,0,0,0,0,0,0,"8.31294583333333","8.61294583333333","172","","DG(16:0_20:3)+NH4",0,0,8.501444,0,0,0,0,0,0,"8.31294583333333","8.61294583333333","172","","DG(16:0_20:3)+NH4",0,0,1,0,0,0,0,0,0,"8.31294583333333","8.61294583333333","172","","DG(16:0_20:3)+NH4",0,0,2549.924,0,0,0,0,0,0,"8.31294583333333","8.61294583333333","172","","DG(16:0_20:3)+NH4",0,0,313.2739,0,0,0,0,0,0,"8.31294583333333","8.61294583333333","172","","DG(16:0_20:3)+NH4","636.5562","363.2894","313.2737","239.2369","289.2526","221.2264","271.2421","295.2632","345.2789","8.31294583333333","8.61294583333333","172"
"","DG(16:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"9.09302638888889","9.39302638888889","11767","","DG(16:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"9.09302638888889","9.39302638888889","11767","","DG(16:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"9.09302638888889","9.39302638888889","11767","","DG(16:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"9.09302638888889","9.39302638888889","11767","","DG(16:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"9.09302638888889","9.39302638888889","11767","","DG(16:0_20:3)+NH4","636.5562","363.2894","313.2737","239.2369","289.2526","221.2264","271.2421","295.2632","345.2789","9.09302638888889","9.39302638888889","11767"
"","DG(16:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"16.0385138888889","16.3385138888889","15116","","DG(16:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"16.0385138888889","16.3385138888889","15116","","DG(16:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"16.0385138888889","16.3385138888889","15116","","DG(16:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"16.0385138888889","16.3385138888889","15116","","DG(16:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"16.0385138888889","16.3385138888889","15116","","DG(16:0_20:3)+NH4","636.5562","363.2894","313.2737","239.2369","289.2526","221.2264","271.2421","295.2632","345.2789","16.0385138888889","16.3385138888889","15116"
"","DG(16:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"15.1397375","15.4397375","18272","","DG(16:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"15.1397375","15.4397375","18272","","DG(16:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"15.1397375","15.4397375","18272","","DG(16:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"15.1397375","15.4397375","18272","","DG(16:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"15.1397375","15.4397375","18272","","DG(16:0_20:3)+NH4","636.5562","363.2894","313.2737","239.2369","289.2526","221.2264","271.2421","295.2632","345.2789","15.1397375","15.4397375","18272"
"","DG(16:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"15.6255166666667","15.9255166666667","18293","","DG(16:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"15.6255166666667","15.9255166666667","18293","","DG(16:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"15.6255166666667","15.9255166666667","18293","","DG(16:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"15.6255166666667","15.9255166666667","18293","","DG(16:0_20:3)+NH4",0,0,0,0,0,0,0,0,0,"15.6255166666667","15.9255166666667","18293","","DG(16:0_20:3)+NH4","636.5562","363.2894","313.2737","239.2369","289.2526","221.2264","271.2421","295.2632","345.2789","15.6255166666667","15.9255166666667","18293"
"","DG(16:0_20:4)+NH4",0,0,0,0,0,1,0,0,0,"7.4342375","7.7342375","354","","DG(16:0_20:4)+NH4",0,0,7.581902,0,0,7.581902,0,0,0,"7.4342375","7.7342375","354","","DG(16:0_20:4)+NH4",0,0,2,0,0,1,0,0,0,"7.4342375","7.7342375","354","","DG(16:0_20:4)+NH4",0,0,984.7543,0,0,2598.844,0,0,0,"7.4342375","7.7342375","354","","DG(16:0_20:4)+NH4",0,0,313.2738,0,0,221.2265,0,0,0,"7.4342375","7.7342375","354","","DG(16:0_20:4)+NH4","634.5405","361.2737","313.2737","239.2369","287.2369","221.2264","269.2264","295.2632","343.2632","7.4342375","7.7342375","354"
"","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"7.97837222222222","8.27837222222222","1174","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"7.97837222222222","8.27837222222222","1174","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"7.97837222222222","8.27837222222222","1174","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"7.97837222222222","8.27837222222222","1174","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"7.97837222222222","8.27837222222222","1174","","DG(16:0_20:4)+NH4","634.5405","361.2737","313.2737","239.2369","287.2369","221.2264","269.2264","295.2632","343.2632","7.97837222222222","8.27837222222222","1174"
"","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"7.66508888888889","7.96508888888889","1175","","DG(16:0_20:4)+NH4",0,0,7.713667,0,0,0,0,0,0,"7.66508888888889","7.96508888888889","1175","","DG(16:0_20:4)+NH4",0,0,1,0,0,0,0,0,0,"7.66508888888889","7.96508888888889","1175","","DG(16:0_20:4)+NH4",0,0,840.4634,0,0,0,0,0,0,"7.66508888888889","7.96508888888889","1175","","DG(16:0_20:4)+NH4",0,0,313.2739,0,0,0,0,0,0,"7.66508888888889","7.96508888888889","1175","","DG(16:0_20:4)+NH4","634.5405","361.2737","313.2737","239.2369","287.2369","221.2264","269.2264","295.2632","343.2632","7.66508888888889","7.96508888888889","1175"
"","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.54460833333333","4.84460833333333","3229","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.54460833333333","4.84460833333333","3229","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.54460833333333","4.84460833333333","3229","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.54460833333333","4.84460833333333","3229","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.54460833333333","4.84460833333333","3229","","DG(16:0_20:4)+NH4","634.5405","361.2737","313.2737","239.2369","287.2369","221.2264","269.2264","295.2632","343.2632","4.54460833333333","4.84460833333333","3229"
"","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.80927222222222","5.10927222222222","3526","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.80927222222222","5.10927222222222","3526","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.80927222222222","5.10927222222222","3526","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.80927222222222","5.10927222222222","3526","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.80927222222222","5.10927222222222","3526","","DG(16:0_20:4)+NH4","634.5405","361.2737","313.2737","239.2369","287.2369","221.2264","269.2264","295.2632","343.2632","4.80927222222222","5.10927222222222","3526"
"","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.195625","4.495625","4935","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.195625","4.495625","4935","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.195625","4.495625","4935","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.195625","4.495625","4935","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"4.195625","4.495625","4935","","DG(16:0_20:4)+NH4","634.5405","361.2737","313.2737","239.2369","287.2369","221.2264","269.2264","295.2632","343.2632","4.195625","4.495625","4935"
"","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.05330972222222","5.35330972222222","5779","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.05330972222222","5.35330972222222","5779","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.05330972222222","5.35330972222222","5779","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.05330972222222","5.35330972222222","5779","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.05330972222222","5.35330972222222","5779","","DG(16:0_20:4)+NH4","634.5405","361.2737","313.2737","239.2369","287.2369","221.2264","269.2264","295.2632","343.2632","5.05330972222222","5.35330972222222","5779"
"","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.704775","6.004775","7788","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.704775","6.004775","7788","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.704775","6.004775","7788","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.704775","6.004775","7788","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.704775","6.004775","7788","","DG(16:0_20:4)+NH4","634.5405","361.2737","313.2737","239.2369","287.2369","221.2264","269.2264","295.2632","343.2632","5.704775","6.004775","7788"
"","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"15.1686680555556","15.4686680555556","10919","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"15.1686680555556","15.4686680555556","10919","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"15.1686680555556","15.4686680555556","10919","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"15.1686680555556","15.4686680555556","10919","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"15.1686680555556","15.4686680555556","10919","","DG(16:0_20:4)+NH4","634.5405","361.2737","313.2737","239.2369","287.2369","221.2264","269.2264","295.2632","343.2632","15.1686680555556","15.4686680555556","10919"
"","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.19289444444444","5.49289444444444","17382","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.19289444444444","5.49289444444444","17382","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.19289444444444","5.49289444444444","17382","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.19289444444444","5.49289444444444","17382","","DG(16:0_20:4)+NH4",0,0,0,0,0,0,0,0,0,"5.19289444444444","5.49289444444444","17382","","DG(16:0_20:4)+NH4","634.5405","361.2737","313.2737","239.2369","287.2369","221.2264","269.2264","295.2632","343.2632","5.19289444444444","5.49289444444444","17382"
"","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"6.57973333333333","6.87973333333333","1165","","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"6.57973333333333","6.87973333333333","1165","","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"6.57973333333333","6.87973333333333","1165","","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"6.57973333333333","6.87973333333333","1165","","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"6.57973333333333","6.87973333333333","1165","","DG(16:0_20:5)+NH4","632.5249","359.2581","313.2737","239.2369","285.2213","221.2264","267.2108","295.2632","341.2476","6.57973333333333","6.87973333333333","1165"
"","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"7.18913472222222","7.48913472222222","3326","","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"7.18913472222222","7.48913472222222","3326","","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"7.18913472222222","7.48913472222222","3326","","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"7.18913472222222","7.48913472222222","3326","","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"7.18913472222222","7.48913472222222","3326","","DG(16:0_20:5)+NH4","632.5249","359.2581","313.2737","239.2369","285.2213","221.2264","267.2108","295.2632","341.2476","7.18913472222222","7.48913472222222","3326"
"","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"9.6522125","9.9522125","13657","","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"9.6522125","9.9522125","13657","","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"9.6522125","9.9522125","13657","","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"9.6522125","9.9522125","13657","","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"9.6522125","9.9522125","13657","","DG(16:0_20:5)+NH4","632.5249","359.2581","313.2737","239.2369","285.2213","221.2264","267.2108","295.2632","341.2476","9.6522125","9.9522125","13657"
"","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"12.4524916666667","12.7524916666667","15097","","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"12.4524916666667","12.7524916666667","15097","","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"12.4524916666667","12.7524916666667","15097","","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"12.4524916666667","12.7524916666667","15097","","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"12.4524916666667","12.7524916666667","15097","","DG(16:0_20:5)+NH4","632.5249","359.2581","313.2737","239.2369","285.2213","221.2264","267.2108","295.2632","341.2476","12.4524916666667","12.7524916666667","15097"
"","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"14.7361138888889","15.0361138888889","19190","","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"14.7361138888889","15.0361138888889","19190","","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"14.7361138888889","15.0361138888889","19190","","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"14.7361138888889","15.0361138888889","19190","","DG(16:0_20:5)+NH4",0,0,0,0,0,0,0,0,0,"14.7361138888889","15.0361138888889","19190","","DG(16:0_20:5)+NH4","632.5249","359.2581","313.2737","239.2369","285.2213","221.2264","267.2108","295.2632","341.2476","14.7361138888889","15.0361138888889","19190"
"","DG(16:0_21:0)+NH4",0,0,0,0,0,0,0,0,0,"9.22983611111111","9.52983611111111","8665","","DG(16:0_21:0)+NH4",0,0,0,0,0,0,0,0,0,"9.22983611111111","9.52983611111111","8665","","DG(16:0_21:0)+NH4",0,0,0,0,0,0,0,0,0,"9.22983611111111","9.52983611111111","8665","","DG(16:0_21:0)+NH4",0,0,0,0,0,0,0,0,0,"9.22983611111111","9.52983611111111","8665","","DG(16:0_21:0)+NH4",0,0,0,0,0,0,0,0,0,"9.22983611111111","9.52983611111111","8665","","DG(16:0_21:0)+NH4","656.6188","383.352","313.2737","239.2369","309.3152","221.2264","291.3047","295.2632","365.3415","9.22983611111111","9.52983611111111","8665"
"","DG(16:0_21:0)+NH4",0,0,0,0,0,0,0,0,0,"9.6099303030303","9.9099303030303","15880","","DG(16:0_21:0)+NH4",0,0,0,0,0,0,0,0,0,"9.6099303030303","9.9099303030303","15880","","DG(16:0_21:0)+NH4",0,0,0,0,0,0,0,0,0,"9.6099303030303","9.9099303030303","15880","","DG(16:0_21:0)+NH4",0,0,0,0,0,0,0,0,0,"9.6099303030303","9.9099303030303","15880","","DG(16:0_21:0)+NH4",0,0,0,0,0,0,0,0,0,"9.6099303030303","9.9099303030303","15880","","DG(16:0_21:0)+NH4","656.6188","383.352","313.2737","239.2369","309.3152","221.2264","291.3047","295.2632","365.3415","9.6099303030303","9.9099303030303","15880"
"","DG(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"7.18614583333333","7.48614583333333","12818","","DG(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"7.18614583333333","7.48614583333333","12818","","DG(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"7.18614583333333","7.48614583333333","12818","","DG(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"7.18614583333333","7.48614583333333","12818","","DG(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"7.18614583333333","7.48614583333333","12818","","DG(16:0_22:1)+NH4","668.6188","395.352","313.2737","239.2369","321.3152","221.2264","303.3047","295.2632","377.3415","7.18614583333333","7.48614583333333","12818"
"","DG(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"12.4988878787879","12.7988878787879","13357","","DG(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"12.4988878787879","12.7988878787879","13357","","DG(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"12.4988878787879","12.7988878787879","13357","","DG(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"12.4988878787879","12.7988878787879","13357","","DG(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"12.4988878787879","12.7988878787879","13357","","DG(16:0_22:1)+NH4","668.6188","395.352","313.2737","239.2369","321.3152","221.2264","303.3047","295.2632","377.3415","12.4988878787879","12.7988878787879","13357"
"","DG(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"11.0179287878788","11.3179287878788","13372","","DG(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"11.0179287878788","11.3179287878788","13372","","DG(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"11.0179287878788","11.3179287878788","13372","","DG(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"11.0179287878788","11.3179287878788","13372","","DG(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"11.0179287878788","11.3179287878788","13372","","DG(16:0_22:1)+NH4","668.6188","395.352","313.2737","239.2369","321.3152","221.2264","303.3047","295.2632","377.3415","11.0179287878788","11.3179287878788","13372"
"","DG(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"10.2880458333333","10.5880458333333","16162","","DG(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"10.2880458333333","10.5880458333333","16162","","DG(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"10.2880458333333","10.5880458333333","16162","","DG(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"10.2880458333333","10.5880458333333","16162","","DG(16:0_22:1)+NH4",0,0,0,0,0,0,0,0,0,"10.2880458333333","10.5880458333333","16162","","DG(16:0_22:1)+NH4","668.6188","395.352","313.2737","239.2369","321.3152","221.2264","303.3047","295.2632","377.3415","10.2880458333333","10.5880458333333","16162"
"","DG(16:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"9.18300138888889","9.48300138888889","1991","","DG(16:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"9.18300138888889","9.48300138888889","1991","","DG(16:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"9.18300138888889","9.48300138888889","1991","","DG(16:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"9.18300138888889","9.48300138888889","1991","","DG(16:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"9.18300138888889","9.48300138888889","1991","","DG(16:0_22:2)+NH4","666.6031","393.3363","313.2737","239.2369","319.2995","221.2264","301.289","295.2632","375.3258","9.18300138888889","9.48300138888889","1991"
"","DG(16:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"10.0944486111111","10.3944486111111","4234","","DG(16:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"10.0944486111111","10.3944486111111","4234","","DG(16:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"10.0944486111111","10.3944486111111","4234","","DG(16:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"10.0944486111111","10.3944486111111","4234","","DG(16:0_22:2)+NH4",0,0,0,0,0,0,0,0,0,"10.0944486111111","10.3944486111111","4234","","DG(16:0_22:2)+NH4","666.6031","393.3363","313.2737","239.2369","319.2995","221.2264","301.289","295.2632","375.3258","10.0944486111111","10.3944486111111","4234"
"","DG(16:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"9.30266111111111","9.60266111111111","2683","","DG(16:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"9.30266111111111","9.60266111111111","2683","","DG(16:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"9.30266111111111","9.60266111111111","2683","","DG(16:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"9.30266111111111","9.60266111111111","2683","","DG(16:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"9.30266111111111","9.60266111111111","2683","","DG(16:0_22:3)+NH4","664.5875","391.3207","313.2737","239.2369","317.2839","221.2264","299.2734","295.2632","373.3102","9.30266111111111","9.60266111111111","2683"
"","DG(16:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"8.28925277777778","8.58925277777778","9324","","DG(16:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"8.28925277777778","8.58925277777778","9324","","DG(16:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"8.28925277777778","8.58925277777778","9324","","DG(16:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"8.28925277777778","8.58925277777778","9324","","DG(16:0_22:3)+NH4",0,0,0,0,0,0,0,0,0,"8.28925277777778","8.58925277777778","9324","","DG(16:0_22:3)+NH4","664.5875","391.3207","313.2737","239.2369","317.2839","221.2264","299.2734","295.2632","373.3102","8.28925277777778","8.58925277777778","9324"
"","DG(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"8.58332361111111","8.88332361111111","1927","","DG(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"8.58332361111111","8.88332361111111","1927","","DG(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"8.58332361111111","8.88332361111111","1927","","DG(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"8.58332361111111","8.88332361111111","1927","","DG(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"8.58332361111111","8.88332361111111","1927","","DG(16:0_22:4)+NH4","662.5718","389.305","313.2737","239.2369","315.2682","221.2264","297.2577","295.2632","371.2945","8.58332361111111","8.88332361111111","1927"
"","DG(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","2460","","DG(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","2460","","DG(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","2460","","DG(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","2460","","DG(16:0_22:4)+NH4",0,0,0,0,0,0,0,0,0,"9.08300972222222","9.38300972222222","2460","","DG(16:0_22:4)+NH4","662.5718","389.305","313.2737","239.2369","315.2682","221.2264","297.2577","295.2632","371.2945","9.08300972222222","9.38300972222222","2460"
