"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","MH-Tail","d(MH-Tail)","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","RT at Max Intensity","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","MH-Tail","d(MH-Tail)","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","Number of Scans","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","MH-Tail","d(MH-Tail)","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","Max Intensity","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","MH-Tail","d(MH-Tail)","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","Average m/z","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","MH-Tail","d(MH-Tail)","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","MH-Tail","d(MH-Tail)","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment"
"","SM(d10:0/22:0)+H",0,0,0,0,0,0,0,0,0,"5.33290833333333","5.63290833333333","17351","","SM(d10:0/22:0)+H",0,0,0,0,0,0,0,0,0,"5.33290833333333","5.63290833333333","17351","","SM(d10:0/22:0)+H",0,0,0,0,0,0,0,0,0,"5.33290833333333","5.63290833333333","17351","","SM(d10:0/22:0)+H",0,0,0,0,0,0,0,0,0,"5.33290833333333","5.63290833333333","17351","","SM(d10:0/22:0)+H",0,0,0,0,0,0,0,0,0,"5.33290833333333","5.63290833333333","17351","","SM(d10:0/22:0)+H","677.55917","494.49313","618.48563","494.49305","476.48247","154.158945","320.331085","184.07332","86.09648","5.33290833333333","5.63290833333333","17351"
"","SM(d10:0/22:1)+H",1,1,0,1,1,0,0,1,1,"4.53772727272727","4.83772727272727","138","","SM(d10:0/22:1)+H",4.682837,4.682837,0,4.682837,4.682837,0,0,4.682837,4.682837,"4.53772727272727","4.83772727272727","138","","SM(d10:0/22:1)+H",3,1,0,1,1,0,0,3,3,"4.53772727272727","4.83772727272727","138","","SM(d10:0/22:1)+H",744968.1,1271.831,0,1271.831,9799.317,0,0,20374930,170543.4,"4.53772727272727","4.83772727272727","138","","SM(d10:0/22:1)+H",675.544666666667,492.4794,0,492.4794,474.4677,0,0,184.0736,86.0965666666667,"4.53772727272727","4.83772727272727","138","","SM(d10:0/22:1)+H","675.54357","492.47753","616.47003","492.47745","474.46687","154.158945","318.315485","184.07332","86.09648","4.53772727272727","4.83772727272727","138"
"","SM(d10:0/22:1)+H",1,0,0,0,1,0,0,1,1,"4.87822638888889","5.17822638888889","387","","SM(d10:0/22:1)+H",5.099429,5.099429,0,5.099429,4.965143,0,0,5.099429,5.099429,"4.87822638888889","5.17822638888889","387","","SM(d10:0/22:1)+H",2,1,0,1,2,0,0,2,2,"4.87822638888889","5.17822638888889","387","","SM(d10:0/22:1)+H",119735.6,795.2728,0,795.2728,1021.187,0,0,2658142,20907.61,"4.87822638888889","5.17822638888889","387","","SM(d10:0/22:1)+H",675.5455,492.4784,0,492.4784,474.4683,0,0,184.07385,86.096675,"4.87822638888889","5.17822638888889","387","","SM(d10:0/22:1)+H","675.54357","492.47753","616.47003","492.47745","474.46687","154.158945","318.315485","184.07332","86.09648","4.87822638888889","5.17822638888889","387"
"","SM(d10:0/22:1)+H",1,1,0,1,1,0,0,1,1,"4.53785138888889","4.83785138888889","12642","","SM(d10:0/22:1)+H",4.682837,4.682837,0,4.682837,4.682837,0,0,4.682837,4.682837,"4.53785138888889","4.83785138888889","12642","","SM(d10:0/22:1)+H",3,1,0,1,1,0,0,3,3,"4.53785138888889","4.83785138888889","12642","","SM(d10:0/22:1)+H",744968.1,1271.831,0,1271.831,9799.317,0,0,20374930,170543.4,"4.53785138888889","4.83785138888889","12642","","SM(d10:0/22:1)+H",675.544666666667,492.4794,0,492.4794,474.4677,0,0,184.0736,86.0965666666667,"4.53785138888889","4.83785138888889","12642","","SM(d10:0/22:1)+H","675.54357","492.47753","616.47003","492.47745","474.46687","154.158945","318.315485","184.07332","86.09648","4.53785138888889","4.83785138888889","12642"
"","SM(d10:0/22:2)+H",1,0,0,0,0,0,0,1,1,"3.34072638888889","3.64072638888889","923","","SM(d10:0/22:2)+H",3.435009,0,0,0,3.435009,0,0,3.435009,3.435009,"3.34072638888889","3.64072638888889","923","","SM(d10:0/22:2)+H",2,0,0,0,1,0,0,2,2,"3.34072638888889","3.64072638888889","923","","SM(d10:0/22:2)+H",40661.13,0,0,0,605.0038,0,0,887153.3,7254.018,"3.34072638888889","3.64072638888889","923","","SM(d10:0/22:2)+H",673.5286,0,0,0,472.4514,0,0,184.0735,86.096505,"3.34072638888889","3.64072638888889","923","","SM(d10:0/22:2)+H","673.52787","490.46183","614.45433","490.46175","472.45117","154.158945","316.299785","184.07332","86.09648","3.34072638888889","3.64072638888889","923"
"","SM(d10:0/22:2)+H",0,0,0,0,0,0,0,0,0,"2.86193472222222","3.16193472222222","8005","","SM(d10:0/22:2)+H",0,0,0,0,0,0,0,0,0,"2.86193472222222","3.16193472222222","8005","","SM(d10:0/22:2)+H",0,0,0,0,0,0,0,0,0,"2.86193472222222","3.16193472222222","8005","","SM(d10:0/22:2)+H",0,0,0,0,0,0,0,0,0,"2.86193472222222","3.16193472222222","8005","","SM(d10:0/22:2)+H",0,0,0,0,0,0,0,0,0,"2.86193472222222","3.16193472222222","8005","","SM(d10:0/22:2)+H","673.52787","490.46183","614.45433","490.46175","472.45117","154.158945","316.299785","184.07332","86.09648","2.86193472222222","3.16193472222222","8005"
"","SM(d10:0/22:3)+H",0,0,0,0,0,0,0,0,0,"2.14987222222222","2.44987222222222","8873","","SM(d10:0/22:3)+H",0,0,0,0,0,0,0,0,0,"2.14987222222222","2.44987222222222","8873","","SM(d10:0/22:3)+H",0,0,0,0,0,0,0,0,0,"2.14987222222222","2.44987222222222","8873","","SM(d10:0/22:3)+H",0,0,0,0,0,0,0,0,0,"2.14987222222222","2.44987222222222","8873","","SM(d10:0/22:3)+H",0,0,0,0,0,0,0,0,0,"2.14987222222222","2.44987222222222","8873","","SM(d10:0/22:3)+H","671.51227","488.44623","612.43873","488.44615","470.43557","154.158945","314.284185","184.07332","86.09648","2.14987222222222","2.44987222222222","8873"
"","SM(d10:0/22:5)+H",0,0,0,0,0,0,0,0,0,"1.46345416666667","1.76345416666667","18247","","SM(d10:0/22:5)+H",0,0,0,0,0,0,0,0,0,"1.46345416666667","1.76345416666667","18247","","SM(d10:0/22:5)+H",0,0,0,0,0,0,0,0,0,"1.46345416666667","1.76345416666667","18247","","SM(d10:0/22:5)+H",0,0,0,0,0,0,0,0,0,"1.46345416666667","1.76345416666667","18247","","SM(d10:0/22:5)+H",0,0,0,0,0,0,0,0,0,"1.46345416666667","1.76345416666667","18247","","SM(d10:0/22:5)+H","667.48097","484.41493","608.40743","484.41485","466.40427","154.158945","310.252885","184.07332","86.09648","1.46345416666667","1.76345416666667","18247"
"","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"8.29195694444444","8.59195694444444","15347","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"8.29195694444444","8.59195694444444","15347","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"8.29195694444444","8.59195694444444","15347","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"8.29195694444444","8.59195694444444","15347","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"8.29195694444444","8.59195694444444","15347","","SM(d10:0/22:6)+H","665.46527","482.39923","606.39173","482.39915","464.38857","154.158945","308.237185","184.07332","86.09648","8.29195694444444","8.59195694444444","15347"
"","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"14.2190791666667","14.5190791666667","17909","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"14.2190791666667","14.5190791666667","17909","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"14.2190791666667","14.5190791666667","17909","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"14.2190791666667","14.5190791666667","17909","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"14.2190791666667","14.5190791666667","17909","","SM(d10:0/22:6)+H","665.46527","482.39923","606.39173","482.39915","464.38857","154.158945","308.237185","184.07332","86.09648","14.2190791666667","14.5190791666667","17909"
"","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"13.5855166666667","13.8855166666667","17944","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"13.5855166666667","13.8855166666667","17944","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"13.5855166666667","13.8855166666667","17944","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"13.5855166666667","13.8855166666667","17944","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"13.5855166666667","13.8855166666667","17944","","SM(d10:0/22:6)+H","665.46527","482.39923","606.39173","482.39915","464.38857","154.158945","308.237185","184.07332","86.09648","13.5855166666667","13.8855166666667","17944"
"","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"13.2126444444444","13.5126444444444","18004","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"13.2126444444444","13.5126444444444","18004","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"13.2126444444444","13.5126444444444","18004","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"13.2126444444444","13.5126444444444","18004","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"13.2126444444444","13.5126444444444","18004","","SM(d10:0/22:6)+H","665.46527","482.39923","606.39173","482.39915","464.38857","154.158945","308.237185","184.07332","86.09648","13.2126444444444","13.5126444444444","18004"
"","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"14.6891545454545","14.9891545454545","18088","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"14.6891545454545","14.9891545454545","18088","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"14.6891545454545","14.9891545454545","18088","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"14.6891545454545","14.9891545454545","18088","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"14.6891545454545","14.9891545454545","18088","","SM(d10:0/22:6)+H","665.46527","482.39923","606.39173","482.39915","464.38857","154.158945","308.237185","184.07332","86.09648","14.6891545454545","14.9891545454545","18088"
"","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"12.4448958333333","12.7448958333333","18112","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"12.4448958333333","12.7448958333333","18112","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"12.4448958333333","12.7448958333333","18112","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"12.4448958333333","12.7448958333333","18112","","SM(d10:0/22:6)+H",0,0,0,0,0,0,0,0,0,"12.4448958333333","12.7448958333333","18112","","SM(d10:0/22:6)+H","665.46527","482.39923","606.39173","482.39915","464.38857","154.158945","308.237185","184.07332","86.09648","12.4448958333333","12.7448958333333","18112"
"","SM(d10:0/23:0)+H",0,0,0,0,0,0,0,0,0,"5.77424027777778","6.07424027777778","2106","","SM(d10:0/23:0)+H",0,0,0,0,0,0,0,0,0,"5.77424027777778","6.07424027777778","2106","","SM(d10:0/23:0)+H",0,0,0,0,0,0,0,0,0,"5.77424027777778","6.07424027777778","2106","","SM(d10:0/23:0)+H",0,0,0,0,0,0,0,0,0,"5.77424027777778","6.07424027777778","2106","","SM(d10:0/23:0)+H",0,0,0,0,0,0,0,0,0,"5.77424027777778","6.07424027777778","2106","","SM(d10:0/23:0)+H","691.57487","508.50883","632.50133","508.50875","490.49817","154.158945","334.346785","184.07332","86.09648","5.77424027777778","6.07424027777778","2106"
"","SM(d10:0/24:0)+H",1,1,0,1,0,0,0,1,1,"6.44598611111111","6.74598611111111","195","","SM(d10:0/24:0)+H",6.592217,6.592217,0,6.592217,0,0,0,6.592217,6.592217,"6.44598611111111","6.74598611111111","195","","SM(d10:0/24:0)+H",2,2,0,2,0,0,0,2,2,"6.44598611111111","6.74598611111111","195","","SM(d10:0/24:0)+H",677649.3,10207.82,0,10207.82,0,0,0,14689820,128726.2,"6.44598611111111","6.74598611111111","195","","SM(d10:0/24:0)+H",705.5914,522.52535,0,522.52535,0,0,0,184.0735,86.09653,"6.44598611111111","6.74598611111111","195","","SM(d10:0/24:0)+H","705.59047","522.52443","646.51693","522.52435","504.51377","154.158945","348.362385","184.07332","86.09648","6.44598611111111","6.74598611111111","195"
"","SM(d10:0/24:1)+H",1,1,0,1,1,0,0,1,1,"5.93972638888889","6.23972638888889","12","","SM(d10:0/24:1)+H",6.086508,6.086508,0,6.086508,6.086508,0,0,6.086508,6.086508,"5.93972638888889","6.23972638888889","12","","SM(d10:0/24:1)+H",3,2,0,2,3,0,0,3,3,"5.93972638888889","6.23972638888889","12","","SM(d10:0/24:1)+H",10788060,45559.75,0,45559.75,168524.1,0,0,344858500,3328110,"5.93972638888889","6.23972638888889","12","","SM(d10:0/24:1)+H",703.5752,520.50885,0,520.50885,502.498633333333,0,0,184.0733,86.0964533333333,"5.93972638888889","6.23972638888889","12","","SM(d10:0/24:1)+H","703.57487","520.50883","644.50133","520.50875","502.49817","154.158945","346.346785","184.07332","86.09648","5.93972638888889","6.23972638888889","12"
"","SM(d10:0/24:1)+H",1,1,0,0,1,0,0,1,1,"5.73618055555555","6.03618055555555","12648","","SM(d10:0/24:1)+H",5.959077,5.838773,0,0,5.838773,0,0,5.959077,5.959077,"5.73618055555555","6.03618055555555","12648","","SM(d10:0/24:1)+H",2,1,0,0,2,0,0,2,2,"5.73618055555555","6.03618055555555","12648","","SM(d10:0/24:1)+H",232404.4,4527.745,0,0,1227.409,0,0,5799747,40294.09,"5.73618055555555","6.03618055555555","12648","","SM(d10:0/24:1)+H",703.5765,520.5114,0,0,502.49915,0,0,184.07375,86.096625,"5.73618055555555","6.03618055555555","12648","","SM(d10:0/24:1)+H","703.57487","520.50883","644.50133","520.50875","502.49817","154.158945","346.346785","184.07332","86.09648","5.73618055555555","6.03618055555555","12648"
"","SM(d10:0/25:0)+H",0,0,0,0,0,0,0,0,0,"7.06220555555556","7.36220555555556","1327","","SM(d10:0/25:0)+H",0,0,0,0,0,0,0,0,0,"7.06220555555556","7.36220555555556","1327","","SM(d10:0/25:0)+H",0,0,0,0,0,0,0,0,0,"7.06220555555556","7.36220555555556","1327","","SM(d10:0/25:0)+H",0,0,0,0,0,0,0,0,0,"7.06220555555556","7.36220555555556","1327","","SM(d10:0/25:0)+H",0,0,0,0,0,0,0,0,0,"7.06220555555556","7.36220555555556","1327","","SM(d10:0/25:0)+H","719.60617","536.54013","660.53263","536.54005","518.52947","154.158945","362.378085","184.07332","86.09648","7.06220555555556","7.36220555555556","1327"
"","SM(d10:0/25:0)+H",0,0,0,0,0,0,0,0,0,"6.82861805555556","7.12861805555556","9351","","SM(d10:0/25:0)+H",0,0,0,0,0,0,0,0,0,"6.82861805555556","7.12861805555556","9351","","SM(d10:0/25:0)+H",0,0,0,0,0,0,0,0,0,"6.82861805555556","7.12861805555556","9351","","SM(d10:0/25:0)+H",0,0,0,0,0,0,0,0,0,"6.82861805555556","7.12861805555556","9351","","SM(d10:0/25:0)+H",0,0,0,0,0,0,0,0,0,"6.82861805555556","7.12861805555556","9351","","SM(d10:0/25:0)+H","719.60617","536.54013","660.53263","536.54005","518.52947","154.158945","362.378085","184.07332","86.09648","6.82861805555556","7.12861805555556","9351"
"","SM(d10:0/26:0)+H",1,1,0,1,0,0,0,1,1,"7.68953194444445","7.98953194444445","335","","SM(d10:0/26:0)+H",7.800446,7.800446,0,7.800446,0,0,0,7.800446,7.800446,"7.68953194444445","7.98953194444445","335","","SM(d10:0/26:0)+H",2,1,0,1,0,0,0,2,2,"7.68953194444445","7.98953194444445","335","","SM(d10:0/26:0)+H",203374.1,2743.233,0,2743.233,0,0,0,3940309,26269.3,"7.68953194444445","7.98953194444445","335","","SM(d10:0/26:0)+H",733.62255,550.5563,0,550.5563,0,0,0,184.0735,86.09654,"7.68953194444445","7.98953194444445","335","","SM(d10:0/26:0)+H","733.62177","550.55573","674.54823","550.55565","532.54507","154.158945","376.393685","184.07332","86.09648","7.68953194444445","7.98953194444445","335"
"","SM(d10:0/26:0)+H",0,0,0,0,0,0,0,0,0,"10.6323954545455","10.9323954545455","12310","","SM(d10:0/26:0)+H",0,0,0,0,0,0,0,0,0,"10.6323954545455","10.9323954545455","12310","","SM(d10:0/26:0)+H",0,0,0,0,0,0,0,0,0,"10.6323954545455","10.9323954545455","12310","","SM(d10:0/26:0)+H",0,0,0,0,0,0,0,0,0,"10.6323954545455","10.9323954545455","12310","","SM(d10:0/26:0)+H",0,0,0,0,0,0,0,0,0,"10.6323954545455","10.9323954545455","12310","","SM(d10:0/26:0)+H","733.62177","550.55573","674.54823","550.55565","532.54507","154.158945","376.393685","184.07332","86.09648","10.6323954545455","10.9323954545455","12310"
"","SM(d12:0/16:1)+H",0,0,0,0,0,0,0,0,0,"2.16351805555556","2.46351805555556","4796","","SM(d12:0/16:1)+H",0,0,0,0,0,0,0,0,0,"2.16351805555556","2.46351805555556","4796","","SM(d12:0/16:1)+H",0,0,0,0,0,0,0,0,0,"2.16351805555556","2.46351805555556","4796","","SM(d12:0/16:1)+H",0,0,0,0,0,0,0,0,0,"2.16351805555556","2.46351805555556","4796","","SM(d12:0/16:1)+H",0,0,0,0,0,0,0,0,0,"2.16351805555556","2.46351805555556","4796","","SM(d12:0/16:1)+H","619.48097","436.41493","560.40743","436.41485","418.40427","182.190245","234.221585","184.07332","86.09648","2.16351805555556","2.46351805555556","4796"
"","SM(d12:0/16:1)+H",0,0,0,0,0,0,0,0,0,"1.87151388888889","2.17151388888889","15690","","SM(d12:0/16:1)+H",0,0,0,0,0,0,0,0,0,"1.87151388888889","2.17151388888889","15690","","SM(d12:0/16:1)+H",0,0,0,0,0,0,0,0,0,"1.87151388888889","2.17151388888889","15690","","SM(d12:0/16:1)+H",0,0,0,0,0,0,0,0,0,"1.87151388888889","2.17151388888889","15690","","SM(d12:0/16:1)+H",0,0,0,0,0,0,0,0,0,"1.87151388888889","2.17151388888889","15690","","SM(d12:0/16:1)+H","619.48097","436.41493","560.40743","436.41485","418.40427","182.190245","234.221585","184.07332","86.09648","1.87151388888889","2.17151388888889","15690"
