"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","MH-Tail","d(MH-Tail)","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","RT at Max Intensity","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","MH-Tail","d(MH-Tail)","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","Number of Scans","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","MH-Tail","d(MH-Tail)","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","Max Intensity","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","MH-Tail","d(MH-Tail)","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","Average m/z","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","MH-Tail","d(MH-Tail)","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","MH-Tail","d(MH-Tail)","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment"
"","SM(d15:1/20:0)+H",0,0,0,0,0,0,0,0,0,"2.77375555555556","3.07375555555556","7225","","SM(d15:1/20:0)+H",0,0,0,0,0,0,0,0,0,"2.77375555555556","3.07375555555556","7225","","SM(d15:1/20:0)+H",0,0,0,0,0,0,0,0,0,"2.77375555555556","3.07375555555556","7225","","SM(d15:1/20:0)+H",0,0,0,0,0,0,0,0,0,"2.77375555555556","3.07375555555556","7225","","SM(d15:1/20:0)+H",0,0,0,0,0,0,0,0,0,"2.77375555555556","3.07375555555556","7225","","SM(d15:1/20:0)+H","717.59047","534.52443","658.51693","534.52435","516.51377","222.221545","292.299785","184.07332","86.09648","2.77375555555556","3.07375555555556","7225"
"","SM(d15:1/20:1)+H",1,0,0,0,1,0,0,1,1,"5.46108888888889","5.76108888888889","821","","SM(d15:1/20:1)+H",5.608754,0,0,0,5.608754,0,0,5.608754,5.608754,"5.46108888888889","5.76108888888889","821","","SM(d15:1/20:1)+H",1,0,0,0,1,0,0,1,1,"5.46108888888889","5.76108888888889","821","","SM(d15:1/20:1)+H",81003.22,0,0,0,1095.667,0,0,1811700,12721.23,"5.46108888888889","5.76108888888889","821","","SM(d15:1/20:1)+H",715.576,0,0,0,514.4996,0,0,184.0736,86.0966,"5.46108888888889","5.76108888888889","821","","SM(d15:1/20:1)+H","715.57487","532.50883","656.50133","532.50875","514.49817","222.221545","290.284185","184.07332","86.09648","5.46108888888889","5.76108888888889","821"
"","SM(d15:1/20:1)+H",0,0,0,0,0,0,0,0,0,"5.21067222222222","5.51067222222222","5955","","SM(d15:1/20:1)+H",0,0,0,0,0,0,0,0,0,"5.21067222222222","5.51067222222222","5955","","SM(d15:1/20:1)+H",0,0,0,0,0,0,0,0,0,"5.21067222222222","5.51067222222222","5955","","SM(d15:1/20:1)+H",0,0,0,0,0,0,0,0,0,"5.21067222222222","5.51067222222222","5955","","SM(d15:1/20:1)+H",0,0,0,0,0,0,0,0,0,"5.21067222222222","5.51067222222222","5955","","SM(d15:1/20:1)+H","715.57487","532.50883","656.50133","532.50875","514.49817","222.221545","290.284185","184.07332","86.09648","5.21067222222222","5.51067222222222","5955"
"","SM(d15:1/20:3)+H",1,1,1,1,0,0,0,0,1,"5.27499722222222","5.57499722222222","1054","","SM(d15:1/20:3)+H",5.440719,5.440719,5.440719,5.440719,0,0,0,0,5.440719,"5.27499722222222","5.57499722222222","1054","","SM(d15:1/20:3)+H",1,1,1,1,0,0,0,0,1,"5.27499722222222","5.57499722222222","1054","","SM(d15:1/20:3)+H",285813.1,177378.9,312948.1,177378.9,0,0,0,0,67698.52,"5.27499722222222","5.57499722222222","1054","","SM(d15:1/20:3)+H",711.5425,528.4762,652.4687,528.4762,0,0,0,0,86.09658,"5.27499722222222","5.57499722222222","1054","","SM(d15:1/20:3)+H","711.54357","528.47753","652.47003","528.47745","510.46687","222.221545","286.252885","184.07332","86.09648","5.27499722222222","5.57499722222222","1054"
"","SM(d15:1/20:3)+H",0,0,0,0,0,0,0,0,0,"13.1840027777778","13.4840027777778","2916","","SM(d15:1/20:3)+H",0,0,0,0,0,0,0,0,0,"13.1840027777778","13.4840027777778","2916","","SM(d15:1/20:3)+H",0,0,0,0,0,0,0,0,0,"13.1840027777778","13.4840027777778","2916","","SM(d15:1/20:3)+H",0,0,0,0,0,0,0,0,0,"13.1840027777778","13.4840027777778","2916","","SM(d15:1/20:3)+H",0,0,0,0,0,0,0,0,0,"13.1840027777778","13.4840027777778","2916","","SM(d15:1/20:3)+H","711.54357","528.47753","652.47003","528.47745","510.46687","222.221545","286.252885","184.07332","86.09648","13.1840027777778","13.4840027777778","2916"
"","SM(d15:1/20:3)+H",0,0,0,0,0,0,0,0,0,"5.01803055555556","5.31803055555556","5552","","SM(d15:1/20:3)+H",0,0,0,0,0,0,0,0,0,"5.01803055555556","5.31803055555556","5552","","SM(d15:1/20:3)+H",0,0,0,0,0,0,0,0,0,"5.01803055555556","5.31803055555556","5552","","SM(d15:1/20:3)+H",0,0,0,0,0,0,0,0,0,"5.01803055555556","5.31803055555556","5552","","SM(d15:1/20:3)+H",0,0,0,0,0,0,0,0,0,"5.01803055555556","5.31803055555556","5552","","SM(d15:1/20:3)+H","711.54357","528.47753","652.47003","528.47745","510.46687","222.221545","286.252885","184.07332","86.09648","5.01803055555556","5.31803055555556","5552"
"","SM(d15:1/20:3)+H",0,0,0,0,0,0,0,0,0,"5.0303375","5.3303375","17344","","SM(d15:1/20:3)+H",0,0,0,0,0,0,0,0,0,"5.0303375","5.3303375","17344","","SM(d15:1/20:3)+H",0,0,0,0,0,0,0,0,0,"5.0303375","5.3303375","17344","","SM(d15:1/20:3)+H",0,0,0,0,0,0,0,0,0,"5.0303375","5.3303375","17344","","SM(d15:1/20:3)+H",0,0,0,0,0,0,0,0,0,"5.0303375","5.3303375","17344","","SM(d15:1/20:3)+H","711.54357","528.47753","652.47003","528.47745","510.46687","222.221545","286.252885","184.07332","86.09648","5.0303375","5.3303375","17344"
"","SM(d15:1/21:0)+H",1,1,0,1,1,0,0,1,1,"7.21446388888889","7.51446388888889","58","","SM(d15:1/21:0)+H",7.414088,7.414088,0,7.414088,7.414088,0,0,7.414088,7.414088,"7.21446388888889","7.51446388888889","58","","SM(d15:1/21:0)+H",2,2,0,2,2,0,0,2,2,"7.21446388888889","7.51446388888889","58","","SM(d15:1/21:0)+H",2402857,11806.94,0,11806.94,26671.35,0,0,68944780,615572.6,"7.21446388888889","7.51446388888889","58","","SM(d15:1/21:0)+H",731.6062,548.54065,0,548.54065,530.53015,0,0,184.0732,86.09642,"7.21446388888889","7.51446388888889","58","","SM(d15:1/21:0)+H","731.60617","548.54013","672.53263","548.54005","530.52947","222.221545","306.315485","184.07332","86.09648","7.21446388888889","7.51446388888889","58"
"","SM(d15:1/21:0)+H",1,1,0,1,1,0,0,1,1,"7.02082361111111","7.32082361111111","865","","SM(d15:1/21:0)+H",7.295663,7.295663,0,7.295663,7.295663,0,0,7.295663,7.295663,"7.02082361111111","7.32082361111111","865","","SM(d15:1/21:0)+H",1,1,0,1,1,0,0,1,1,"7.02082361111111","7.32082361111111","865","","SM(d15:1/21:0)+H",533940.9,3613.975,0,3613.975,8962.251,0,0,15388650,138544.3,"7.02082361111111","7.32082361111111","865","","SM(d15:1/21:0)+H",731.6066,548.5405,0,548.5405,530.5306,0,0,184.0733,86.09647,"7.02082361111111","7.32082361111111","865","","SM(d15:1/21:0)+H","731.60617","548.54013","672.53263","548.54005","530.52947","222.221545","306.315485","184.07332","86.09648","7.02082361111111","7.32082361111111","865"
"","SM(d15:1/21:0)+H",1,1,0,1,1,0,0,1,1,"7.02064722222222","7.32064722222222","12668","","SM(d15:1/21:0)+H",7.295663,7.295663,0,7.295663,7.295663,0,0,7.295663,7.295663,"7.02064722222222","7.32064722222222","12668","","SM(d15:1/21:0)+H",1,1,0,1,1,0,0,1,1,"7.02064722222222","7.32064722222222","12668","","SM(d15:1/21:0)+H",533940.9,3613.975,0,3613.975,8962.251,0,0,15388650,138544.3,"7.02064722222222","7.32064722222222","12668","","SM(d15:1/21:0)+H",731.6066,548.5405,0,548.5405,530.5306,0,0,184.0733,86.09647,"7.02064722222222","7.32064722222222","12668","","SM(d15:1/21:0)+H","731.60617","548.54013","672.53263","548.54005","530.52947","222.221545","306.315485","184.07332","86.09648","7.02064722222222","7.32064722222222","12668"
"","SM(d15:1/22:0)+H",1,1,0,1,1,0,0,1,1,"7.81398472222222","8.11398472222222","279","","SM(d15:1/22:0)+H",7.996903,7.996903,0,7.996903,7.996903,0,0,7.996903,7.996903,"7.81398472222222","8.11398472222222","279","","SM(d15:1/22:0)+H",2,1,0,1,1,0,0,2,2,"7.81398472222222","8.11398472222222","279","","SM(d15:1/22:0)+H",199332.9,1262.79,0,1262.79,1458.242,0,0,12479760,110336.3,"7.81398472222222","8.11398472222222","279","","SM(d15:1/22:0)+H",745.6233,562.5575,0,562.5575,544.546,0,0,184.0735,86.096505,"7.81398472222222","8.11398472222222","279","","SM(d15:1/22:0)+H","745.62177","562.55573","686.54823","562.55565","544.54507","222.221545","320.331085","184.07332","86.09648","7.81398472222222","8.11398472222222","279"
"","SM(d15:1/22:0)+H",1,0,0,0,1,0,0,1,1,"7.59972777777778","7.89972777777778","1071","","SM(d15:1/22:0)+H",7.769315,0,0,0,7.769315,0,0,7.769315,7.769315,"7.59972777777778","7.89972777777778","1071","","SM(d15:1/22:0)+H",1,0,0,0,1,0,0,1,1,"7.59972777777778","7.89972777777778","1071","","SM(d15:1/22:0)+H",66409,0,0,0,1094.089,0,0,1526082,12775.63,"7.59972777777778","7.89972777777778","1071","","SM(d15:1/22:0)+H",745.6233,0,0,0,544.546,0,0,184.0736,86.0966,"7.59972777777778","7.89972777777778","1071","","SM(d15:1/22:0)+H","745.62177","562.55573","686.54823","562.55565","544.54507","222.221545","320.331085","184.07332","86.09648","7.59972777777778","7.89972777777778","1071"
"","SM(d15:1/22:0)+H",0,0,0,0,0,0,0,0,0,"9.60591805555556","9.90591805555556","3391","","SM(d15:1/22:0)+H",0,0,0,0,0,0,0,0,0,"9.60591805555556","9.90591805555556","3391","","SM(d15:1/22:0)+H",0,0,0,0,0,0,0,0,0,"9.60591805555556","9.90591805555556","3391","","SM(d15:1/22:0)+H",0,0,0,0,0,0,0,0,0,"9.60591805555556","9.90591805555556","3391","","SM(d15:1/22:0)+H",0,0,0,0,0,0,0,0,0,"9.60591805555556","9.90591805555556","3391","","SM(d15:1/22:0)+H","745.62177","562.55573","686.54823","562.55565","544.54507","222.221545","320.331085","184.07332","86.09648","9.60591805555556","9.90591805555556","3391"
"","SM(d15:1/22:0)+H",0,0,0,0,0,0,0,0,0,"3.96841666666667","4.26841666666667","17697","","SM(d15:1/22:0)+H",0,0,0,0,0,0,0,0,0,"3.96841666666667","4.26841666666667","17697","","SM(d15:1/22:0)+H",0,0,0,0,0,0,0,0,0,"3.96841666666667","4.26841666666667","17697","","SM(d15:1/22:0)+H",0,0,0,0,0,0,0,0,0,"3.96841666666667","4.26841666666667","17697","","SM(d15:1/22:0)+H",0,0,0,0,0,0,0,0,0,"3.96841666666667","4.26841666666667","17697","","SM(d15:1/22:0)+H","745.62177","562.55573","686.54823","562.55565","544.54507","222.221545","320.331085","184.07332","86.09648","3.96841666666667","4.26841666666667","17697"
"","SM(d15:1/22:1)+H",0,0,0,0,0,0,0,0,0,"6.7431125","7.0431125","887","","SM(d15:1/22:1)+H",0,0,0,0,0,0,0,0,0,"6.7431125","7.0431125","887","","SM(d15:1/22:1)+H",0,0,0,0,0,0,0,0,0,"6.7431125","7.0431125","887","","SM(d15:1/22:1)+H",0,0,0,0,0,0,0,0,0,"6.7431125","7.0431125","887","","SM(d15:1/22:1)+H",0,0,0,0,0,0,0,0,0,"6.7431125","7.0431125","887","","SM(d15:1/22:1)+H","743.60617","560.54013","684.53263","560.54005","542.52947","222.221545","318.315485","184.07332","86.09648","6.7431125","7.0431125","887"
"","SM(d15:1/22:1)+H",0,0,0,0,0,0,0,0,0,"2.8591875","3.1591875","8154","","SM(d15:1/22:1)+H",0,0,0,0,0,0,0,0,0,"2.8591875","3.1591875","8154","","SM(d15:1/22:1)+H",0,0,0,0,0,0,0,0,0,"2.8591875","3.1591875","8154","","SM(d15:1/22:1)+H",0,0,0,0,0,0,0,0,0,"2.8591875","3.1591875","8154","","SM(d15:1/22:1)+H",0,0,0,0,0,0,0,0,0,"2.8591875","3.1591875","8154","","SM(d15:1/22:1)+H","743.60617","560.54013","684.53263","560.54005","542.52947","222.221545","318.315485","184.07332","86.09648","2.8591875","3.1591875","8154"
"","SM(d15:1/22:1)+H",0,0,0,0,0,0,0,0,0,"8.66493472222222","8.96493472222222","11873","","SM(d15:1/22:1)+H",0,0,0,0,0,0,0,0,0,"8.66493472222222","8.96493472222222","11873","","SM(d15:1/22:1)+H",0,0,0,0,0,0,0,0,0,"8.66493472222222","8.96493472222222","11873","","SM(d15:1/22:1)+H",0,0,0,0,0,0,0,0,0,"8.66493472222222","8.96493472222222","11873","","SM(d15:1/22:1)+H",0,0,0,0,0,0,0,0,0,"8.66493472222222","8.96493472222222","11873","","SM(d15:1/22:1)+H","743.60617","560.54013","684.53263","560.54005","542.52947","222.221545","318.315485","184.07332","86.09648","8.66493472222222","8.96493472222222","11873"
"","SM(d15:1/22:2)+H",0,0,0,0,0,0,0,0,0,"5.57339722222222","5.87339722222222","6873","","SM(d15:1/22:2)+H",0,0,0,0,0,0,0,0,0,"5.57339722222222","5.87339722222222","6873","","SM(d15:1/22:2)+H",0,0,0,0,0,0,0,0,0,"5.57339722222222","5.87339722222222","6873","","SM(d15:1/22:2)+H",0,0,0,0,0,0,0,0,0,"5.57339722222222","5.87339722222222","6873","","SM(d15:1/22:2)+H",0,0,0,0,0,0,0,0,0,"5.57339722222222","5.87339722222222","6873","","SM(d15:1/22:2)+H","741.59047","558.52443","682.51693","558.52435","540.51377","222.221545","316.299785","184.07332","86.09648","5.57339722222222","5.87339722222222","6873"
"","SM(d15:1/22:2)+H",0,0,0,0,0,0,0,0,0,"5.57714861111111","5.87714861111111","13398","","SM(d15:1/22:2)+H",0,0,0,0,0,0,0,0,0,"5.57714861111111","5.87714861111111","13398","","SM(d15:1/22:2)+H",0,0,0,0,0,0,0,0,0,"5.57714861111111","5.87714861111111","13398","","SM(d15:1/22:2)+H",0,0,0,0,0,0,0,0,0,"5.57714861111111","5.87714861111111","13398","","SM(d15:1/22:2)+H",0,0,0,0,0,0,0,0,0,"5.57714861111111","5.87714861111111","13398","","SM(d15:1/22:2)+H","741.59047","558.52443","682.51693","558.52435","540.51377","222.221545","316.299785","184.07332","86.09648","5.57714861111111","5.87714861111111","13398"
"","SM(d15:1/22:4)+H",0,0,0,0,0,0,0,0,0,"5.43756666666667","5.73756666666667","5523","","SM(d15:1/22:4)+H",0,0,0,0,0,0,0,0,0,"5.43756666666667","5.73756666666667","5523","","SM(d15:1/22:4)+H",0,0,0,0,0,0,0,0,0,"5.43756666666667","5.73756666666667","5523","","SM(d15:1/22:4)+H",0,0,0,0,0,0,0,0,0,"5.43756666666667","5.73756666666667","5523","","SM(d15:1/22:4)+H",0,0,0,0,0,0,0,0,0,"5.43756666666667","5.73756666666667","5523","","SM(d15:1/22:4)+H","737.55917","554.49313","678.48563","554.49305","536.48247","222.221545","312.268485","184.07332","86.09648","5.43756666666667","5.73756666666667","5523"
"","SM(d15:1/22:4)+H",0,0,0,0,0,0,0,0,0,"5.44016388888889","5.74016388888889","13181","","SM(d15:1/22:4)+H",0,0,0,0,0,0,0,0,0,"5.44016388888889","5.74016388888889","13181","","SM(d15:1/22:4)+H",0,0,0,0,0,0,0,0,0,"5.44016388888889","5.74016388888889","13181","","SM(d15:1/22:4)+H",0,0,0,0,0,0,0,0,0,"5.44016388888889","5.74016388888889","13181","","SM(d15:1/22:4)+H",0,0,0,0,0,0,0,0,0,"5.44016388888889","5.74016388888889","13181","","SM(d15:1/22:4)+H","737.55917","554.49313","678.48563","554.49305","536.48247","222.221545","312.268485","184.07332","86.09648","5.44016388888889","5.74016388888889","13181"
"","SM(d15:1/23:0)+H",1,1,0,1,1,0,0,1,1,"8.38228472222222","8.68228472222222","67","","SM(d15:1/23:0)+H",8.589641,8.589641,0,8.589641,8.589641,0,0,8.589641,8.589641,"8.38228472222222","8.68228472222222","67","","SM(d15:1/23:0)+H",2,2,0,2,2,0,0,2,2,"8.38228472222222","8.68228472222222","67","","SM(d15:1/23:0)+H",1617538,8574.171,0,8574.171,25081.83,0,0,46344430,441899.9,"8.38228472222222","8.68228472222222","67","","SM(d15:1/23:0)+H",759.63755,576.57205,0,576.57205,558.56135,0,0,184.0732,86.096415,"8.38228472222222","8.68228472222222","67","","SM(d15:1/23:0)+H","759.63747","576.57143","700.56393","576.57135","558.56077","222.221545","334.346785","184.07332","86.09648","8.38228472222222","8.68228472222222","67"
"","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"7.83016111111111","8.13016111111111","12796","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"7.83016111111111","8.13016111111111","12796","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"7.83016111111111","8.13016111111111","12796","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"7.83016111111111","8.13016111111111","12796","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"7.83016111111111","8.13016111111111","12796","","SM(d15:1/23:0)+H","759.63747","576.57143","700.56393","576.57135","558.56077","222.221545","334.346785","184.07332","86.09648","7.83016111111111","8.13016111111111","12796"
"","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"10.10345","10.40345","12909","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"10.10345","10.40345","12909","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"10.10345","10.40345","12909","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"10.10345","10.40345","12909","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"10.10345","10.40345","12909","","SM(d15:1/23:0)+H","759.63747","576.57143","700.56393","576.57135","558.56077","222.221545","334.346785","184.07332","86.09648","10.10345","10.40345","12909"
"","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"9.9363291666667","10.2363291666667","13237","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"9.9363291666667","10.2363291666667","13237","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"9.9363291666667","10.2363291666667","13237","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"9.9363291666667","10.2363291666667","13237","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"9.9363291666667","10.2363291666667","13237","","SM(d15:1/23:0)+H","759.63747","576.57143","700.56393","576.57135","558.56077","222.221545","334.346785","184.07332","86.09648","9.9363291666667","10.2363291666667","13237"
"","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"10.3398986111111","10.6398986111111","13368","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"10.3398986111111","10.6398986111111","13368","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"10.3398986111111","10.6398986111111","13368","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"10.3398986111111","10.6398986111111","13368","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"10.3398986111111","10.6398986111111","13368","","SM(d15:1/23:0)+H","759.63747","576.57143","700.56393","576.57135","558.56077","222.221545","334.346785","184.07332","86.09648","10.3398986111111","10.6398986111111","13368"
"","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"9.51314166666667","9.81314166666667","16682","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"9.51314166666667","9.81314166666667","16682","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"9.51314166666667","9.81314166666667","16682","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"9.51314166666667","9.81314166666667","16682","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"9.51314166666667","9.81314166666667","16682","","SM(d15:1/23:0)+H","759.63747","576.57143","700.56393","576.57135","558.56077","222.221545","334.346785","184.07332","86.09648","9.51314166666667","9.81314166666667","16682"
"","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"12.4008680555556","12.7008680555556","17767","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"12.4008680555556","12.7008680555556","17767","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"12.4008680555556","12.7008680555556","17767","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"12.4008680555556","12.7008680555556","17767","","SM(d15:1/23:0)+H",0,0,0,0,0,0,0,0,0,"12.4008680555556","12.7008680555556","17767","","SM(d15:1/23:0)+H","759.63747","576.57143","700.56393","576.57135","558.56077","222.221545","334.346785","184.07332","86.09648","12.4008680555556","12.7008680555556","17767"
"","SM(d15:1/24:0)+H",1,1,0,1,1,0,0,1,1,"8.92801111111111","9.22801111111111","156","","SM(d15:1/24:0)+H",9.108276,9.108276,0,9.108276,9.108276,0,0,9.108276,9.108276,"8.92801111111111","9.22801111111111","156","","SM(d15:1/24:0)+H",1,1,0,1,1,0,0,1,1,"8.92801111111111","9.22801111111111","156","","SM(d15:1/24:0)+H",724316,1879.203,0,1879.203,9117.294,0,0,20863330,185390.8,"8.92801111111111","9.22801111111111","156","","SM(d15:1/24:0)+H",773.6526,590.5872,0,590.5872,572.5761,0,0,184.0731,86.09634,"8.92801111111111","9.22801111111111","156","","SM(d15:1/24:0)+H","773.65307","590.58703","714.57953","590.58695","572.57637","222.221545","348.362385","184.07332","86.09648","8.92801111111111","9.22801111111111","156"
"","SM(d15:1/24:0)+H",0,0,0,0,0,0,0,0,0,"8.71899027777778","9.01899027777778","1296","","SM(d15:1/24:0)+H",0,0,0,0,0,0,0,0,0,"8.71899027777778","9.01899027777778","1296","","SM(d15:1/24:0)+H",0,0,0,0,0,0,0,0,0,"8.71899027777778","9.01899027777778","1296","","SM(d15:1/24:0)+H",0,0,0,0,0,0,0,0,0,"8.71899027777778","9.01899027777778","1296","","SM(d15:1/24:0)+H",0,0,0,0,0,0,0,0,0,"8.71899027777778","9.01899027777778","1296","","SM(d15:1/24:0)+H","773.65307","590.58703","714.57953","590.58695","572.57637","222.221545","348.362385","184.07332","86.09648","8.71899027777778","9.01899027777778","1296"
"","SM(d15:1/24:1)+H",1,0,0,0,1,0,0,1,1,"7.9415","8.2415","471","","SM(d15:1/24:1)+H",8.130595,0,0,0,8.130595,0,0,8.130595,8.130595,"7.9415","8.2415","471","","SM(d15:1/24:1)+H",1,0,0,0,1,0,0,1,1,"7.9415","8.2415","471","","SM(d15:1/24:1)+H",156101.3,0,0,0,1325.261,0,0,5074831,41245.7,"7.9415","8.2415","471","","SM(d15:1/24:1)+H",771.6377,0,0,0,570.5615,0,0,184.0734,86.09647,"7.9415","8.2415","471","","SM(d15:1/24:1)+H","771.63747","588.57143","712.56393","588.57135","570.56077","222.221545","346.346785","184.07332","86.09648","7.9415","8.2415","471"
"","SM(d15:1/24:1)+H",0,0,0,0,0,0,0,0,0,"7.75081944444444","8.05081944444444","1434","","SM(d15:1/24:1)+H",0,0,0,0,0,0,0,0,0,"7.75081944444444","8.05081944444444","1434","","SM(d15:1/24:1)+H",0,0,0,0,0,0,0,0,0,"7.75081944444444","8.05081944444444","1434","","SM(d15:1/24:1)+H",0,0,0,0,0,0,0,0,0,"7.75081944444444","8.05081944444444","1434","","SM(d15:1/24:1)+H",0,0,0,0,0,0,0,0,0,"7.75081944444444","8.05081944444444","1434","","SM(d15:1/24:1)+H","771.63747","588.57143","712.56393","588.57135","570.56077","222.221545","346.346785","184.07332","86.09648","7.75081944444444","8.05081944444444","1434"
"","SM(d15:1/24:1)+H",0,0,0,0,0,0,0,0,0,"9.53873611111111","9.83873611111111","2625","","SM(d15:1/24:1)+H",0,0,0,0,0,0,0,0,0,"9.53873611111111","9.83873611111111","2625","","SM(d15:1/24:1)+H",0,0,0,0,0,0,0,0,0,"9.53873611111111","9.83873611111111","2625","","SM(d15:1/24:1)+H",0,0,0,0,0,0,0,0,0,"9.53873611111111","9.83873611111111","2625","","SM(d15:1/24:1)+H",0,0,0,0,0,0,0,0,0,"9.53873611111111","9.83873611111111","2625","","SM(d15:1/24:1)+H","771.63747","588.57143","712.56393","588.57135","570.56077","222.221545","346.346785","184.07332","86.09648","9.53873611111111","9.83873611111111","2625"
"","SM(d15:1/24:1)+H",0,0,0,0,0,0,0,0,0,"8.49018611111111","8.79018611111111","11991","","SM(d15:1/24:1)+H",0,0,0,0,0,0,0,0,0,"8.49018611111111","8.79018611111111","11991","","SM(d15:1/24:1)+H",0,0,0,0,0,0,0,0,0,"8.49018611111111","8.79018611111111","11991","","SM(d15:1/24:1)+H",0,0,0,0,0,0,0,0,0,"8.49018611111111","8.79018611111111","11991","","SM(d15:1/24:1)+H",0,0,0,0,0,0,0,0,0,"8.49018611111111","8.79018611111111","11991","","SM(d15:1/24:1)+H","771.63747","588.57143","712.56393","588.57135","570.56077","222.221545","346.346785","184.07332","86.09648","8.49018611111111","8.79018611111111","11991"
"","SM(d15:1/24:1)+H",0,0,0,0,0,0,0,0,0,"8.57259696969697","8.87259696969697","17372","","SM(d15:1/24:1)+H",0,0,0,0,0,0,0,0,0,"8.57259696969697","8.87259696969697","17372","","SM(d15:1/24:1)+H",0,0,0,0,0,0,0,0,0,"8.57259696969697","8.87259696969697","17372","","SM(d15:1/24:1)+H",0,0,0,0,0,0,0,0,0,"8.57259696969697","8.87259696969697","17372","","SM(d15:1/24:1)+H",0,0,0,0,0,0,0,0,0,"8.57259696969697","8.87259696969697","17372","","SM(d15:1/24:1)+H","771.63747","588.57143","712.56393","588.57135","570.56077","222.221545","346.346785","184.07332","86.09648","8.57259696969697","8.87259696969697","17372"
"","SM(d15:1/25:0)+H",1,1,0,1,1,0,0,1,1,"9.45189583333333","9.75189583333333","38","","SM(d15:1/25:0)+H",9.670409,9.670409,0,9.670409,9.670409,0,0,9.670409,9.670409,"9.45189583333333","9.75189583333333","38","","SM(d15:1/25:0)+H",2,2,0,2,2,0,0,2,2,"9.45189583333333","9.75189583333333","38","","SM(d15:1/25:0)+H",2708392,14323.82,0,14323.82,38928.02,0,0,91831530,883518.1,"9.45189583333333","9.75189583333333","38","","SM(d15:1/25:0)+H",787.6686,604.60165,0,604.60165,586.5917,0,0,184.0731,86.09637,"9.45189583333333","9.75189583333333","38","","SM(d15:1/25:0)+H","787.66877","604.60273","728.59523","604.60265","586.59207","222.221545","362.378085","184.07332","86.09648","9.45189583333333","9.75189583333333","38"
