"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","OxPC","[M+Na]+","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-R1COOH&TrimethylAmine","Mna-R2COOH&TrimethylAmine","Mna-R1COOH","Mna-R2COOH","Mna-R2COONa","RT_min","RT_max","Comment","RT at Max Intensity","OxPC","[M+Na]+","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-R1COOH&TrimethylAmine","Mna-R2COOH&TrimethylAmine","Mna-R1COOH","Mna-R2COOH","Mna-R2COONa","RT_min","RT_max","Comment","Number of Scans","OxPC","[M+Na]+","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-R1COOH&TrimethylAmine","Mna-R2COOH&TrimethylAmine","Mna-R1COOH","Mna-R2COOH","Mna-R2COONa","RT_min","RT_max","Comment","Max Intensity","OxPC","[M+Na]+","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-R1COOH&TrimethylAmine","Mna-R2COOH&TrimethylAmine","Mna-R1COOH","Mna-R2COOH","Mna-R2COONa","RT_min","RT_max","Comment","Average m/z","OxPC","[M+Na]+","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-R1COOH&TrimethylAmine","Mna-R2COOH&TrimethylAmine","Mna-R1COOH","Mna-R2COOH","Mna-R2COONa","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","OxPC","[M+Na]+","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-R1COOH&TrimethylAmine","Mna-R2COOH&TrimethylAmine","Mna-R1COOH","Mna-R2COOH","Mna-R2COONa","RT_min","RT_max","Comment"
"","OxPC(25:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.8403375","5.1403375","2200","","OxPC(25:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.8403375","5.1403375","2200","","OxPC(25:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.8403375","5.1403375","2200","","OxPC(25:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.8403375","5.1403375","2200","","OxPC(25:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.8403375","5.1403375","2200","","OxPC(25:0_11:0(CHO))+Na","826.59324","643.5272","767.519741","621.54526","385.138661","567.378501","444.21216","626.452","604.47004","4.8403375","5.1403375","2200"
"","OxPC(25:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"6.15288888888889","6.45288888888889","2392","","OxPC(25:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"6.15288888888889","6.45288888888889","2392","","OxPC(25:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"6.15288888888889","6.45288888888889","2392","","OxPC(25:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"6.15288888888889","6.45288888888889","2392","","OxPC(25:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"6.15288888888889","6.45288888888889","2392","","OxPC(25:0_11:0(CHO))+Na","826.59324","643.5272","767.519741","621.54526","385.138661","567.378501","444.21216","626.452","604.47004","6.15288888888889","6.45288888888889","2392"
"","OxPC(25:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.33299444444444","4.63299444444444","6897","","OxPC(25:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.33299444444444","4.63299444444444","6897","","OxPC(25:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.33299444444444","4.63299444444444","6897","","OxPC(25:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.33299444444444","4.63299444444444","6897","","OxPC(25:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.33299444444444","4.63299444444444","6897","","OxPC(25:0_11:0(CHO))+Na","826.59324","643.5272","767.519741","621.54526","385.138661","567.378501","444.21216","626.452","604.47004","4.33299444444444","4.63299444444444","6897"
"","OxPC(25:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.07220555555556","5.37220555555556","14305","","OxPC(25:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.07220555555556","5.37220555555556","14305","","OxPC(25:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.07220555555556","5.37220555555556","14305","","OxPC(25:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.07220555555556","5.37220555555556","14305","","OxPC(25:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.07220555555556","5.37220555555556","14305","","OxPC(25:0_11:0(CHO))+Na","826.59324","643.5272","767.519741","621.54526","385.138661","567.378501","444.21216","626.452","604.47004","5.07220555555556","5.37220555555556","14305"
"","OxPC(25:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"7.37157222222222","7.67157222222222","2030","","OxPC(25:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"7.37157222222222","7.67157222222222","2030","","OxPC(25:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"7.37157222222222","7.67157222222222","2030","","OxPC(25:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"7.37157222222222","7.67157222222222","2030","","OxPC(25:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"7.37157222222222","7.67157222222222","2030","","OxPC(25:0_13:0(CHO))+Na","854.62454","671.5585","795.551041","649.57656","413.169961","567.378501","472.24346","626.452","604.47004","7.37157222222222","7.67157222222222","2030"
"","OxPC(25:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.00195","5.30195","7165","","OxPC(25:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.00195","5.30195","7165","","OxPC(25:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.00195","5.30195","7165","","OxPC(25:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.00195","5.30195","7165","","OxPC(25:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.00195","5.30195","7165","","OxPC(25:0_13:0(CHO))+Na","854.62454","671.5585","795.551041","649.57656","413.169961","567.378501","472.24346","626.452","604.47004","5.00195","5.30195","7165"
"","OxPC(25:0_9:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"2.63831944444444","2.93831944444444","6882","","OxPC(25:0_9:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"2.63831944444444","2.93831944444444","6882","","OxPC(25:0_9:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"2.63831944444444","2.93831944444444","6882","","OxPC(25:0_9:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"2.63831944444444","2.93831944444444","6882","","OxPC(25:0_9:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"2.63831944444444","2.93831944444444","6882","","OxPC(25:0_9:1(CHO))+Na","796.5463","613.48026","737.472801","591.49832","355.091721","567.378501","414.16522","626.452","604.47004","2.63831944444444","2.93831944444444","6882"
"","OxPC(25:0_9:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.08153636363636","5.38153636363636","9347","","OxPC(25:0_9:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.08153636363636","5.38153636363636","9347","","OxPC(25:0_9:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.08153636363636","5.38153636363636","9347","","OxPC(25:0_9:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.08153636363636","5.38153636363636","9347","","OxPC(25:0_9:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.08153636363636","5.38153636363636","9347","","OxPC(25:0_9:1(CHO))+Na","796.5463","613.48026","737.472801","591.49832","355.091721","567.378501","414.16522","626.452","604.47004","5.08153636363636","5.38153636363636","9347"
"","OxPC(25:0_9:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.90237121212121","5.20237121212121","11555","","OxPC(25:0_9:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.90237121212121","5.20237121212121","11555","","OxPC(25:0_9:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.90237121212121","5.20237121212121","11555","","OxPC(25:0_9:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.90237121212121","5.20237121212121","11555","","OxPC(25:0_9:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.90237121212121","5.20237121212121","11555","","OxPC(25:0_9:2(CHO))+Na","794.53065","611.46461","735.457151","589.48267","353.076071","567.378501","412.14957","626.452","604.47004","4.90237121212121","5.20237121212121","11555"
"","OxPC(25:0_10:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"0.544658333333333","0.844658333333333","3311","","OxPC(25:0_10:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"0.544658333333333","0.844658333333333","3311","","OxPC(25:0_10:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"0.544658333333333","0.844658333333333","3311","","OxPC(25:0_10:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"0.544658333333333","0.844658333333333","3311","","OxPC(25:0_10:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"0.544658333333333","0.844658333333333","3311","","OxPC(25:0_10:1(CHO))+Na","810.56195","627.49591","751.488451","605.51397","369.107371","567.378501","428.18087","626.452","604.47004","0.544658333333333","0.844658333333333","3311"
"","OxPC(25:0_10:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.98503888888889","5.28503888888889","9912","","OxPC(25:0_10:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.98503888888889","5.28503888888889","9912","","OxPC(25:0_10:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.98503888888889","5.28503888888889","9912","","OxPC(25:0_10:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.98503888888889","5.28503888888889","9912","","OxPC(25:0_10:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.98503888888889","5.28503888888889","9912","","OxPC(25:0_10:1(CHO))+Na","810.56195","627.49591","751.488451","605.51397","369.107371","567.378501","428.18087","626.452","604.47004","4.98503888888889","5.28503888888889","9912"
"","OxPC(25:0_11:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.9516","5.2516","2033","","OxPC(25:0_11:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.9516","5.2516","2033","","OxPC(25:0_11:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.9516","5.2516","2033","","OxPC(25:0_11:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.9516","5.2516","2033","","OxPC(25:0_11:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.9516","5.2516","2033","","OxPC(25:0_11:1(CHO))+Na","824.5776","641.51156","765.504101","619.52962","383.123021","567.378501","442.19652","626.452","604.47004","4.9516","5.2516","2033"
"","OxPC(25:0_11:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","6007","","OxPC(25:0_11:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","6007","","OxPC(25:0_11:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","6007","","OxPC(25:0_11:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","6007","","OxPC(25:0_11:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.10132083333333","4.40132083333333","6007","","OxPC(25:0_11:1(CHO))+Na","824.5776","641.51156","765.504101","619.52962","383.123021","567.378501","442.19652","626.452","604.47004","4.10132083333333","4.40132083333333","6007"
"","OxPC(25:0_11:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.35120555555556","3.65120555555556","14000","","OxPC(25:0_11:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.35120555555556","3.65120555555556","14000","","OxPC(25:0_11:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.35120555555556","3.65120555555556","14000","","OxPC(25:0_11:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.35120555555556","3.65120555555556","14000","","OxPC(25:0_11:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.35120555555556","3.65120555555556","14000","","OxPC(25:0_11:1(CHO))+Na","824.5776","641.51156","765.504101","619.52962","383.123021","567.378501","442.19652","626.452","604.47004","3.35120555555556","3.65120555555556","14000"
"","OxPC(25:0_11:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.88472638888889","4.18472638888889","18235","","OxPC(25:0_11:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.88472638888889","4.18472638888889","18235","","OxPC(25:0_11:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.88472638888889","4.18472638888889","18235","","OxPC(25:0_11:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.88472638888889","4.18472638888889","18235","","OxPC(25:0_11:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.88472638888889","4.18472638888889","18235","","OxPC(25:0_11:1(CHO))+Na","824.5776","641.51156","765.504101","619.52962","383.123021","567.378501","442.19652","626.452","604.47004","3.88472638888889","4.18472638888889","18235"
"","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.53785277777778","4.83785277777778","4463","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.53785277777778","4.83785277777778","4463","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.53785277777778","4.83785277777778","4463","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.53785277777778","4.83785277777778","4463","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.53785277777778","4.83785277777778","4463","","OxPC(25:0_11:2(CHO))+Na","822.56195","639.49591","763.488451","617.51397","381.107371","567.378501","440.18087","626.452","604.47004","4.53785277777778","4.83785277777778","4463"
"","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.08639027777778","3.38639027777778","6937","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.08639027777778","3.38639027777778","6937","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.08639027777778","3.38639027777778","6937","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.08639027777778","3.38639027777778","6937","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.08639027777778","3.38639027777778","6937","","OxPC(25:0_11:2(CHO))+Na","822.56195","639.49591","763.488451","617.51397","381.107371","567.378501","440.18087","626.452","604.47004","3.08639027777778","3.38639027777778","6937"
"","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.66438472222222","3.96438472222222","7119","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.66438472222222","3.96438472222222","7119","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.66438472222222","3.96438472222222","7119","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.66438472222222","3.96438472222222","7119","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.66438472222222","3.96438472222222","7119","","OxPC(25:0_11:2(CHO))+Na","822.56195","639.49591","763.488451","617.51397","381.107371","567.378501","440.18087","626.452","604.47004","3.66438472222222","3.96438472222222","7119"
"","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.19026666666667","5.49026666666667","8412","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.19026666666667","5.49026666666667","8412","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.19026666666667","5.49026666666667","8412","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.19026666666667","5.49026666666667","8412","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.19026666666667","5.49026666666667","8412","","OxPC(25:0_11:2(CHO))+Na","822.56195","639.49591","763.488451","617.51397","381.107371","567.378501","440.18087","626.452","604.47004","5.19026666666667","5.49026666666667","8412"
"","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.69199166666667","3.99199166666667","13592","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.69199166666667","3.99199166666667","13592","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.69199166666667","3.99199166666667","13592","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.69199166666667","3.99199166666667","13592","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.69199166666667","3.99199166666667","13592","","OxPC(25:0_11:2(CHO))+Na","822.56195","639.49591","763.488451","617.51397","381.107371","567.378501","440.18087","626.452","604.47004","3.69199166666667","3.99199166666667","13592"
"","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.19859027777778","5.49859027777778","13803","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.19859027777778","5.49859027777778","13803","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.19859027777778","5.49859027777778","13803","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.19859027777778","5.49859027777778","13803","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.19859027777778","5.49859027777778","13803","","OxPC(25:0_11:2(CHO))+Na","822.56195","639.49591","763.488451","617.51397","381.107371","567.378501","440.18087","626.452","604.47004","5.19859027777778","5.49859027777778","13803"
"","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.92135972222222","5.22135972222222","15390","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.92135972222222","5.22135972222222","15390","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.92135972222222","5.22135972222222","15390","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.92135972222222","5.22135972222222","15390","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.92135972222222","5.22135972222222","15390","","OxPC(25:0_11:2(CHO))+Na","822.56195","639.49591","763.488451","617.51397","381.107371","567.378501","440.18087","626.452","604.47004","4.92135972222222","5.22135972222222","15390"
"","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.31961805555556","3.61961805555556","16893","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.31961805555556","3.61961805555556","16893","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.31961805555556","3.61961805555556","16893","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.31961805555556","3.61961805555556","16893","","OxPC(25:0_11:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"3.31961805555556","3.61961805555556","16893","","OxPC(25:0_11:2(CHO))+Na","822.56195","639.49591","763.488451","617.51397","381.107371","567.378501","440.18087","626.452","604.47004","3.31961805555556","3.61961805555556","16893"
"","OxPC(25:0_12:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.14420416666667","5.44420416666667","6914","","OxPC(25:0_12:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.14420416666667","5.44420416666667","6914","","OxPC(25:0_12:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.14420416666667","5.44420416666667","6914","","OxPC(25:0_12:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.14420416666667","5.44420416666667","6914","","OxPC(25:0_12:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.14420416666667","5.44420416666667","6914","","OxPC(25:0_12:2(CHO))+Na","836.5776","653.51156","777.504101","631.52962","395.123021","567.378501","454.19652","626.452","604.47004","5.14420416666667","5.44420416666667","6914"
"","OxPC(25:0_13:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.85873611111111","5.15873611111111","14708","","OxPC(25:0_13:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.85873611111111","5.15873611111111","14708","","OxPC(25:0_13:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.85873611111111","5.15873611111111","14708","","OxPC(25:0_13:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.85873611111111","5.15873611111111","14708","","OxPC(25:0_13:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.85873611111111","5.15873611111111","14708","","OxPC(25:0_13:1(CHO))+Na","852.6089","669.54286","793.535401","647.56092","411.154321","567.378501","470.22782","626.452","604.47004","4.85873611111111","5.15873611111111","14708"
"","OxPC(25:0_13:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.00715277777778","5.30715277777778","3523","","OxPC(25:0_13:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.00715277777778","5.30715277777778","3523","","OxPC(25:0_13:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.00715277777778","5.30715277777778","3523","","OxPC(25:0_13:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.00715277777778","5.30715277777778","3523","","OxPC(25:0_13:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.00715277777778","5.30715277777778","3523","","OxPC(25:0_13:2(CHO))+Na","850.59325","667.52721","791.519751","645.54527","409.138671","567.378501","468.21217","626.452","604.47004","5.00715277777778","5.30715277777778","3523"
"","OxPC(25:0_13:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.11489305555556","4.41489305555556","7684","","OxPC(25:0_13:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.11489305555556","4.41489305555556","7684","","OxPC(25:0_13:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.11489305555556","4.41489305555556","7684","","OxPC(25:0_13:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.11489305555556","4.41489305555556","7684","","OxPC(25:0_13:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.11489305555556","4.41489305555556","7684","","OxPC(25:0_13:2(CHO))+Na","850.59325","667.52721","791.519751","645.54527","409.138671","567.378501","468.21217","626.452","604.47004","4.11489305555556","4.41489305555556","7684"
"","OxPC(25:0_13:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.72343472222222","5.02343472222222","12291","","OxPC(25:0_13:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.72343472222222","5.02343472222222","12291","","OxPC(25:0_13:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.72343472222222","5.02343472222222","12291","","OxPC(25:0_13:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.72343472222222","5.02343472222222","12291","","OxPC(25:0_13:2(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.72343472222222","5.02343472222222","12291","","OxPC(25:0_13:2(CHO))+Na","850.59325","667.52721","791.519751","645.54527","409.138671","567.378501","468.21217","626.452","604.47004","4.72343472222222","5.02343472222222","12291"
"","OxPC(25:0_13:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.82410694444444","5.12410694444444","8093","","OxPC(25:0_13:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.82410694444444","5.12410694444444","8093","","OxPC(25:0_13:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.82410694444444","5.12410694444444","8093","","OxPC(25:0_13:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.82410694444444","5.12410694444444","8093","","OxPC(25:0_13:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.82410694444444","5.12410694444444","8093","","OxPC(25:0_13:3(CHO))+Na","848.5776","665.51156","789.504101","643.52962","407.123021","567.378501","466.19652","626.452","604.47004","4.82410694444444","5.12410694444444","8093"
"","OxPC(25:0_13:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.21196944444444","5.51196944444444","8780","","OxPC(25:0_13:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.21196944444444","5.51196944444444","8780","","OxPC(25:0_13:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.21196944444444","5.51196944444444","8780","","OxPC(25:0_13:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.21196944444444","5.51196944444444","8780","","OxPC(25:0_13:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"5.21196944444444","5.51196944444444","8780","","OxPC(25:0_13:3(CHO))+Na","848.5776","665.51156","789.504101","643.52962","407.123021","567.378501","466.19652","626.452","604.47004","5.21196944444444","5.51196944444444","8780"
"","OxPC(25:0_13:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.8750625","5.1750625","10409","","OxPC(25:0_13:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.8750625","5.1750625","10409","","OxPC(25:0_13:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.8750625","5.1750625","10409","","OxPC(25:0_13:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.8750625","5.1750625","10409","","OxPC(25:0_13:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.8750625","5.1750625","10409","","OxPC(25:0_13:3(CHO))+Na","848.5776","665.51156","789.504101","643.52962","407.123021","567.378501","466.19652","626.452","604.47004","4.8750625","5.1750625","10409"
"","OxPC(25:0_13:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"0.678755555555555","0.978755555555555","16735","","OxPC(25:0_13:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"0.678755555555555","0.978755555555555","16735","","OxPC(25:0_13:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"0.678755555555555","0.978755555555555","16735","","OxPC(25:0_13:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"0.678755555555555","0.978755555555555","16735","","OxPC(25:0_13:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"0.678755555555555","0.978755555555555","16735","","OxPC(25:0_13:3(CHO))+Na","848.5776","665.51156","789.504101","643.52962","407.123021","567.378501","466.19652","626.452","604.47004","0.678755555555555","0.978755555555555","16735"
"","OxPC(25:0_14:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"0.636801388888889","0.936801388888889","3578","","OxPC(25:0_14:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"0.636801388888889","0.936801388888889","3578","","OxPC(25:0_14:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"0.636801388888889","0.936801388888889","3578","","OxPC(25:0_14:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"0.636801388888889","0.936801388888889","3578","","OxPC(25:0_14:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"0.636801388888889","0.936801388888889","3578","","OxPC(25:0_14:3(CHO))+Na","862.59325","679.52721","803.519751","657.54527","421.138671","567.378501","480.21217","626.452","604.47004","0.636801388888889","0.936801388888889","3578"
"","OxPC(25:0_15:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.5260625","4.8260625","7450","","OxPC(25:0_15:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.5260625","4.8260625","7450","","OxPC(25:0_15:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.5260625","4.8260625","7450","","OxPC(25:0_15:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.5260625","4.8260625","7450","","OxPC(25:0_15:3(CHO))+Na",0,0,0,0,0,0,0,0,0,"4.5260625","4.8260625","7450","","OxPC(25:0_15:3(CHO))+Na","876.6089","693.54286","817.535401","671.56092","435.154321","567.378501","494.22782","626.452","604.47004","4.5260625","4.8260625","7450"
