"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","OxPC","[M+Na]+","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-R1COOH&TrimethylAmine","Mna-R2COOH&TrimethylAmine","Mna-R1COOH","Mna-R2COOH","Mna-R2COONa","RT_min","RT_max","Comment","RT at Max Intensity","OxPC","[M+Na]+","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-R1COOH&TrimethylAmine","Mna-R2COOH&TrimethylAmine","Mna-R1COOH","Mna-R2COOH","Mna-R2COONa","RT_min","RT_max","Comment","Number of Scans","OxPC","[M+Na]+","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-R1COOH&TrimethylAmine","Mna-R2COOH&TrimethylAmine","Mna-R1COOH","Mna-R2COOH","Mna-R2COONa","RT_min","RT_max","Comment","Max Intensity","OxPC","[M+Na]+","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-R1COOH&TrimethylAmine","Mna-R2COOH&TrimethylAmine","Mna-R1COOH","Mna-R2COOH","Mna-R2COONa","RT_min","RT_max","Comment","Average m/z","OxPC","[M+Na]+","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-R1COOH&TrimethylAmine","Mna-R2COOH&TrimethylAmine","Mna-R1COOH","Mna-R2COOH","Mna-R2COONa","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","OxPC","[M+Na]+","Mna-PC","Mna-TrimethylAmine","Mna-NaPC","Mna-R1COOH&TrimethylAmine","Mna-R2COOH&TrimethylAmine","Mna-R1COOH","Mna-R2COOH","Mna-R2COONa","RT_min","RT_max","Comment"
"","OxPC(14:0_13:3(COOH))+Na",0,0,0,0,0,0,0,0,0,"0.96251666666667","1.26251666666667","5354","","OxPC(14:0_13:3(COOH))+Na",0,0,0,0,0,0,0,0,0,"0.96251666666667","1.26251666666667","5354","","OxPC(14:0_13:3(COOH))+Na",0,0,0,0,0,0,0,0,0,"0.96251666666667","1.26251666666667","5354","","OxPC(14:0_13:3(COOH))+Na",0,0,0,0,0,0,0,0,0,"0.96251666666667","1.26251666666667","5354","","OxPC(14:0_13:3(COOH))+Na",0,0,0,0,0,0,0,0,0,"0.96251666666667","1.26251666666667","5354","","OxPC(14:0_13:3(COOH))+Na","710.40037","527.33433","651.326871","505.35239","423.117941","413.206351","482.19144","472.27985","450.29789","0.96251666666667","1.26251666666667","5354"
"","OxPC(14:0_14:3(COOH))+Na",0,0,0,0,0,0,0,0,0,"3.85230416666667","4.15230416666667","4482","","OxPC(14:0_14:3(COOH))+Na",0,0,0,0,0,0,0,0,0,"3.85230416666667","4.15230416666667","4482","","OxPC(14:0_14:3(COOH))+Na",0,0,0,0,0,0,0,0,0,"3.85230416666667","4.15230416666667","4482","","OxPC(14:0_14:3(COOH))+Na",0,0,0,0,0,0,0,0,0,"3.85230416666667","4.15230416666667","4482","","OxPC(14:0_14:3(COOH))+Na",0,0,0,0,0,0,0,0,0,"3.85230416666667","4.15230416666667","4482","","OxPC(14:0_14:3(COOH))+Na","724.41602","541.34998","665.342521","519.36804","437.133591","413.206351","496.20709","472.27985","450.29789","3.85230416666667","4.15230416666667","4482"
"","OxPC(14:0_15:3(COOH))+Na",0,0,0,0,0,0,0,0,0,"1.5597","1.8597","6228","","OxPC(14:0_15:3(COOH))+Na",0,0,0,0,0,0,0,0,0,"1.5597","1.8597","6228","","OxPC(14:0_15:3(COOH))+Na",0,0,0,0,0,0,0,0,0,"1.5597","1.8597","6228","","OxPC(14:0_15:3(COOH))+Na",0,0,0,0,0,0,0,0,0,"1.5597","1.8597","6228","","OxPC(14:0_15:3(COOH))+Na",0,0,0,0,0,0,0,0,0,"1.5597","1.8597","6228","","OxPC(14:0_15:3(COOH))+Na","738.43167","555.36563","679.358171","533.38369","451.149241","413.206351","510.22274","472.27985","450.29789","1.5597","1.8597","6228"
"","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"7.49951805555555","7.79951805555555","1330","","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"7.49951805555555","7.79951805555555","1330","","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"7.49951805555555","7.79951805555555","1330","","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"7.49951805555555","7.79951805555555","1330","","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"7.49951805555555","7.79951805555555","1330","","OxPC(14:0_3:0(CHO))+Na","560.29589","377.22985","501.222391","355.24791","273.013461","413.206351","332.08696","472.27985","450.29789","7.49951805555555","7.79951805555555","1330"
"","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"6.41087777777778","6.71087777777778","2398","","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"6.41087777777778","6.71087777777778","2398","","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"6.41087777777778","6.71087777777778","2398","","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"6.41087777777778","6.71087777777778","2398","","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"6.41087777777778","6.71087777777778","2398","","OxPC(14:0_3:0(CHO))+Na","560.29589","377.22985","501.222391","355.24791","273.013461","413.206351","332.08696","472.27985","450.29789","6.41087777777778","6.71087777777778","2398"
"","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"8.55429444444444","8.85429444444444","6910","","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"8.55429444444444","8.85429444444444","6910","","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"8.55429444444444","8.85429444444444","6910","","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"8.55429444444444","8.85429444444444","6910","","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"8.55429444444444","8.85429444444444","6910","","OxPC(14:0_3:0(CHO))+Na","560.29589","377.22985","501.222391","355.24791","273.013461","413.206351","332.08696","472.27985","450.29789","8.55429444444444","8.85429444444444","6910"
"","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"7.66776944444444","7.96776944444444","14866","","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"7.66776944444444","7.96776944444444","14866","","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"7.66776944444444","7.96776944444444","14866","","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"7.66776944444444","7.96776944444444","14866","","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"7.66776944444444","7.96776944444444","14866","","OxPC(14:0_3:0(CHO))+Na","560.29589","377.22985","501.222391","355.24791","273.013461","413.206351","332.08696","472.27985","450.29789","7.66776944444444","7.96776944444444","14866"
"","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"6.39903055555556","6.69903055555556","17177","","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"6.39903055555556","6.69903055555556","17177","","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"6.39903055555556","6.69903055555556","17177","","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"6.39903055555556","6.69903055555556","17177","","OxPC(14:0_3:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"6.39903055555556","6.69903055555556","17177","","OxPC(14:0_3:0(CHO))+Na","560.29589","377.22985","501.222391","355.24791","273.013461","413.206351","332.08696","472.27985","450.29789","6.39903055555556","6.69903055555556","17177"
"","OxPC(15:1_5:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.025275","1.325275","4678","","OxPC(15:1_5:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.025275","1.325275","4678","","OxPC(15:1_5:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.025275","1.325275","4678","","OxPC(15:1_5:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.025275","1.325275","4678","","OxPC(15:1_5:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.025275","1.325275","4678","","OxPC(15:1_5:0(CHO))+Na","600.32719","417.26115","541.253691","395.27921","301.044761","425.206351","360.11826","484.27985","462.29789","1.025275","1.325275","4678"
"","OxPC(15:1_6:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.35598888888889","1.65598888888889","2208","","OxPC(15:1_6:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.35598888888889","1.65598888888889","2208","","OxPC(15:1_6:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.35598888888889","1.65598888888889","2208","","OxPC(15:1_6:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.35598888888889","1.65598888888889","2208","","OxPC(15:1_6:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.35598888888889","1.65598888888889","2208","","OxPC(15:1_6:0(CHO))+Na","614.34284","431.2768","555.269341","409.29486","315.060411","425.206351","374.13391","484.27985","462.29789","1.35598888888889","1.65598888888889","2208"
"","OxPC(15:1_6:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.83176388888889","2.13176388888889","7681","","OxPC(15:1_6:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.83176388888889","2.13176388888889","7681","","OxPC(15:1_6:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.83176388888889","2.13176388888889","7681","","OxPC(15:1_6:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.83176388888889","2.13176388888889","7681","","OxPC(15:1_6:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.83176388888889","2.13176388888889","7681","","OxPC(15:1_6:0(CHO))+Na","614.34284","431.2768","555.269341","409.29486","315.060411","425.206351","374.13391","484.27985","462.29789","1.83176388888889","2.13176388888889","7681"
"","OxPC(15:1_7:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.55190416666667","1.85190416666667","3698","","OxPC(15:1_7:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.55190416666667","1.85190416666667","3698","","OxPC(15:1_7:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.55190416666667","1.85190416666667","3698","","OxPC(15:1_7:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.55190416666667","1.85190416666667","3698","","OxPC(15:1_7:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.55190416666667","1.85190416666667","3698","","OxPC(15:1_7:0(CHO))+Na","628.35849","445.29245","569.284991","423.31051","329.076061","425.206351","388.14956","484.27985","462.29789","1.55190416666667","1.85190416666667","3698"
"","OxPC(15:1_7:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.80304166666667","2.10304166666667","4860","","OxPC(15:1_7:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.80304166666667","2.10304166666667","4860","","OxPC(15:1_7:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.80304166666667","2.10304166666667","4860","","OxPC(15:1_7:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.80304166666667","2.10304166666667","4860","","OxPC(15:1_7:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.80304166666667","2.10304166666667","4860","","OxPC(15:1_7:0(CHO))+Na","628.35849","445.29245","569.284991","423.31051","329.076061","425.206351","388.14956","484.27985","462.29789","1.80304166666667","2.10304166666667","4860"
"","OxPC(15:1_8:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.87316666666667","2.17316666666667","17548","","OxPC(15:1_8:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.87316666666667","2.17316666666667","17548","","OxPC(15:1_8:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.87316666666667","2.17316666666667","17548","","OxPC(15:1_8:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.87316666666667","2.17316666666667","17548","","OxPC(15:1_8:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.87316666666667","2.17316666666667","17548","","OxPC(15:1_8:0(CHO))+Na","642.37414","459.3081","583.300641","437.32616","343.091711","425.206351","402.16521","484.27985","462.29789","1.87316666666667","2.17316666666667","17548"
"","OxPC(15:1_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.40643888888889","1.70643888888889","6492","","OxPC(15:1_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.40643888888889","1.70643888888889","6492","","OxPC(15:1_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.40643888888889","1.70643888888889","6492","","OxPC(15:1_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.40643888888889","1.70643888888889","6492","","OxPC(15:1_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.40643888888889","1.70643888888889","6492","","OxPC(15:1_13:0(CHO))+Na","712.45239","529.38635","653.378891","507.40441","413.169961","425.206351","472.24346","484.27985","462.29789","1.40643888888889","1.70643888888889","6492"
"","OxPC(15:1_14:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.84776666666667","2.14776666666667","5867","","OxPC(15:1_14:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.84776666666667","2.14776666666667","5867","","OxPC(15:1_14:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.84776666666667","2.14776666666667","5867","","OxPC(15:1_14:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.84776666666667","2.14776666666667","5867","","OxPC(15:1_14:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.84776666666667","2.14776666666667","5867","","OxPC(15:1_14:0(CHO))+Na","726.46804","543.402","667.394541","521.42006","427.185611","425.206351","486.25911","484.27985","462.29789","1.84776666666667","2.14776666666667","5867"
"","OxPC(15:1_15:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.79171805555556","2.09171805555556","6656","","OxPC(15:1_15:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.79171805555556","2.09171805555556","6656","","OxPC(15:1_15:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.79171805555556","2.09171805555556","6656","","OxPC(15:1_15:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.79171805555556","2.09171805555556","6656","","OxPC(15:1_15:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.79171805555556","2.09171805555556","6656","","OxPC(15:1_15:0(CHO))+Na","740.48369","557.41765","681.410191","535.43571","441.201261","425.206351","500.27476","484.27985","462.29789","1.79171805555556","2.09171805555556","6656"
"","OxPC(15:1_15:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.53285972222222","1.83285972222222","19185","","OxPC(15:1_15:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.53285972222222","1.83285972222222","19185","","OxPC(15:1_15:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.53285972222222","1.83285972222222","19185","","OxPC(15:1_15:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.53285972222222","1.83285972222222","19185","","OxPC(15:1_15:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.53285972222222","1.83285972222222","19185","","OxPC(15:1_15:0(CHO))+Na","740.48369","557.41765","681.410191","535.43571","441.201261","425.206351","500.27476","484.27985","462.29789","1.53285972222222","1.83285972222222","19185"
"","OxPC(15:1_14:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.811375","2.111375","6614","","OxPC(15:1_14:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.811375","2.111375","6614","","OxPC(15:1_14:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.811375","2.111375","6614","","OxPC(15:1_14:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.811375","2.111375","6614","","OxPC(15:1_14:1(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.811375","2.111375","6614","","OxPC(15:1_14:1(CHO))+Na","724.4524","541.38636","665.378901","519.40442","425.169971","425.206351","484.24347","484.27985","462.29789","1.811375","2.111375","6614"
"","OxPC(15:1_12:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"0.96251666666667","1.26251666666667","5354","","OxPC(15:1_12:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"0.96251666666667","1.26251666666667","5354","","OxPC(15:1_12:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"0.96251666666667","1.26251666666667","5354","","OxPC(15:1_12:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"0.96251666666667","1.26251666666667","5354","","OxPC(15:1_12:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"0.96251666666667","1.26251666666667","5354","","OxPC(15:1_12:2(COOH))+Na","710.40037","527.33433","651.326871","505.35239","411.117941","425.206351","470.19144","484.27985","462.29789","0.96251666666667","1.26251666666667","5354"
"","OxPC(15:1_13:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"3.85230416666667","4.15230416666667","4482","","OxPC(15:1_13:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"3.85230416666667","4.15230416666667","4482","","OxPC(15:1_13:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"3.85230416666667","4.15230416666667","4482","","OxPC(15:1_13:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"3.85230416666667","4.15230416666667","4482","","OxPC(15:1_13:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"3.85230416666667","4.15230416666667","4482","","OxPC(15:1_13:2(COOH))+Na","724.41602","541.34998","665.342521","519.36804","425.133591","425.206351","484.20709","484.27985","462.29789","3.85230416666667","4.15230416666667","4482"
"","OxPC(15:1_14:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"1.5597","1.8597","6228","","OxPC(15:1_14:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"1.5597","1.8597","6228","","OxPC(15:1_14:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"1.5597","1.8597","6228","","OxPC(15:1_14:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"1.5597","1.8597","6228","","OxPC(15:1_14:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"1.5597","1.8597","6228","","OxPC(15:1_14:2(COOH))+Na","738.43167","555.36563","679.358171","533.38369","439.149241","425.206351","498.22274","484.27985","462.29789","1.5597","1.8597","6228"
"","OxPC(15:1_16:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","OxPC(15:1_16:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","OxPC(15:1_16:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","OxPC(15:1_16:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","OxPC(15:1_16:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","OxPC(15:1_16:2(COOH))+Na","766.46297","583.39693","707.389471","561.41499","467.180541","425.206351","526.25404","484.27985","462.29789","5.71525555555556","6.01525555555556","9644"
"","OxPC(15:1_16:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","OxPC(15:1_16:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","OxPC(15:1_16:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","OxPC(15:1_16:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","OxPC(15:1_16:2(COOH))+Na",0,0,0,0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","OxPC(15:1_16:2(COOH))+Na","766.46297","583.39693","707.389471","561.41499","467.180541","425.206351","526.25404","484.27985","462.29789","5.72048888888889","6.02048888888889","13083"
"","OxPC(15:1_4:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.82909166666667","2.12909166666667","7873","","OxPC(15:1_4:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.82909166666667","2.12909166666667","7873","","OxPC(15:1_4:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.82909166666667","2.12909166666667","7873","","OxPC(15:1_4:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.82909166666667","2.12909166666667","7873","","OxPC(15:1_4:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.82909166666667","2.12909166666667","7873","","OxPC(15:1_4:0(CHO))+Na","586.31154","403.2455","527.238041","381.26356","287.029111","425.206351","346.10261","484.27985","462.29789","1.82909166666667","2.12909166666667","7873"
"","OxPC(15:1_4:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"6.81816944444444","7.11816944444444","10654","","OxPC(15:1_4:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"6.81816944444444","7.11816944444444","10654","","OxPC(15:1_4:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"6.81816944444444","7.11816944444444","10654","","OxPC(15:1_4:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"6.81816944444444","7.11816944444444","10654","","OxPC(15:1_4:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"6.81816944444444","7.11816944444444","10654","","OxPC(15:1_4:0(CHO))+Na","586.31154","403.2455","527.238041","381.26356","287.029111","425.206351","346.10261","484.27985","462.29789","6.81816944444444","7.11816944444444","10654"
"","OxPC(15:0_10:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.161925","1.461925","3179","","OxPC(15:0_10:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.161925","1.461925","3179","","OxPC(15:0_10:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.161925","1.461925","3179","","OxPC(15:0_10:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.161925","1.461925","3179","","OxPC(15:0_10:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.161925","1.461925","3179","","OxPC(15:0_10:0(CHO))+Na","672.42109","489.35505","613.347591","467.37311","371.123011","427.222001","430.19651","486.2955","464.31354","1.161925","1.461925","3179"
"","OxPC(15:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"9.26748194444444","9.56748194444444","11221","","OxPC(15:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"9.26748194444444","9.56748194444444","11221","","OxPC(15:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"9.26748194444444","9.56748194444444","11221","","OxPC(15:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"9.26748194444444","9.56748194444444","11221","","OxPC(15:0_11:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"9.26748194444444","9.56748194444444","11221","","OxPC(15:0_11:0(CHO))+Na","686.43674","503.3707","627.363241","481.38876","385.138661","427.222001","444.21216","486.2955","464.31354","9.26748194444444","9.56748194444444","11221"
"","OxPC(15:0_12:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.77506388888889","2.07506388888889","2542","","OxPC(15:0_12:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.77506388888889","2.07506388888889","2542","","OxPC(15:0_12:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.77506388888889","2.07506388888889","2542","","OxPC(15:0_12:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.77506388888889","2.07506388888889","2542","","OxPC(15:0_12:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.77506388888889","2.07506388888889","2542","","OxPC(15:0_12:0(CHO))+Na","700.45239","517.38635","641.378891","495.40441","399.154311","427.222001","458.22781","486.2955","464.31354","1.77506388888889","2.07506388888889","2542"
"","OxPC(15:0_12:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.39069583333333","1.69069583333333","4594","","OxPC(15:0_12:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.39069583333333","1.69069583333333","4594","","OxPC(15:0_12:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.39069583333333","1.69069583333333","4594","","OxPC(15:0_12:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.39069583333333","1.69069583333333","4594","","OxPC(15:0_12:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.39069583333333","1.69069583333333","4594","","OxPC(15:0_12:0(CHO))+Na","700.45239","517.38635","641.378891","495.40441","399.154311","427.222001","458.22781","486.2955","464.31354","1.39069583333333","1.69069583333333","4594"
"","OxPC(15:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"0.96251666666667","1.26251666666667","3777","","OxPC(15:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"0.96251666666667","1.26251666666667","3777","","OxPC(15:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"0.96251666666667","1.26251666666667","3777","","OxPC(15:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"0.96251666666667","1.26251666666667","3777","","OxPC(15:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"0.96251666666667","1.26251666666667","3777","","OxPC(15:0_13:0(CHO))+Na","714.46804","531.402","655.394541","509.42006","413.169961","427.222001","472.24346","486.2955","464.31354","0.96251666666667","1.26251666666667","3777"
"","OxPC(15:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.55958194444444","1.85958194444444","5164","","OxPC(15:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.55958194444444","1.85958194444444","5164","","OxPC(15:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.55958194444444","1.85958194444444","5164","","OxPC(15:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.55958194444444","1.85958194444444","5164","","OxPC(15:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.55958194444444","1.85958194444444","5164","","OxPC(15:0_13:0(CHO))+Na","714.46804","531.402","655.394541","509.42006","413.169961","427.222001","472.24346","486.2955","464.31354","1.55958194444444","1.85958194444444","5164"
"","OxPC(15:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.80005138888889","2.10005138888889","8607","","OxPC(15:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.80005138888889","2.10005138888889","8607","","OxPC(15:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.80005138888889","2.10005138888889","8607","","OxPC(15:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.80005138888889","2.10005138888889","8607","","OxPC(15:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.80005138888889","2.10005138888889","8607","","OxPC(15:0_13:0(CHO))+Na","714.46804","531.402","655.394541","509.42006","413.169961","427.222001","472.24346","486.2955","464.31354","1.80005138888889","2.10005138888889","8607"
"","OxPC(15:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.35613472222222","1.65613472222222","9673","","OxPC(15:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.35613472222222","1.65613472222222","9673","","OxPC(15:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.35613472222222","1.65613472222222","9673","","OxPC(15:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.35613472222222","1.65613472222222","9673","","OxPC(15:0_13:0(CHO))+Na",0,0,0,0,0,0,0,0,0,"1.35613472222222","1.65613472222222","9673","","OxPC(15:0_13:0(CHO))+Na","714.46804","531.402","655.394541","509.42006","413.169961","427.222001","472.24346","486.2955","464.31354","1.35613472222222","1.65613472222222","9673"
