"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MGDG","[M+NH4]+","DG [M+H]+","DG [M+H-H2O]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","RT_min","RT_max","Comment","RT at Max Intensity","MGDG","[M+NH4]+","DG [M+H]+","DG [M+H-H2O]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","RT_min","RT_max","Comment","Number of Scans","MGDG","[M+NH4]+","DG [M+H]+","DG [M+H-H2O]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","RT_min","RT_max","Comment","Max Intensity","MGDG","[M+NH4]+","DG [M+H]+","DG [M+H-H2O]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","RT_min","RT_max","Comment","Average m/z","MGDG","[M+NH4]+","DG [M+H]+","DG [M+H-H2O]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MGDG","[M+NH4]+","DG [M+H]+","DG [M+H-H2O]+","sn1_NL","sn2_NL","sn1_acylChain([RC=O]+)","sn2_acylChain([RC=O]+)","RT_min","RT_max","Comment"
"","MGDG(13:0_18:0)+NH4",0,0,0,0,0,0,0,"5.52323484848485","5.82323484848485","5181","","MGDG(13:0_18:0)+NH4",0,0,0,0,0,0,0,"5.52323484848485","5.82323484848485","5181","","MGDG(13:0_18:0)+NH4",0,0,0,0,0,0,0,"5.52323484848485","5.82323484848485","5181","","MGDG(13:0_18:0)+NH4",0,0,0,0,0,0,0,"5.52323484848485","5.82323484848485","5181","","MGDG(13:0_18:0)+NH4",0,0,0,0,0,0,0,"5.52323484848485","5.82323484848485","5181","","MGDG(13:0_18:0)+NH4","734.57762","555.49832","537.48775","341.30516","271.22696","197.19002","267.26822","5.52323484848485","5.82323484848485","5181"
"","MGDG(13:0_20:0)+NH4",0,0,0,0,0,0,0,"12.5810055555556","12.8810055555556","11889","","MGDG(13:0_20:0)+NH4",0,0,0,0,0,0,0,"12.5810055555556","12.8810055555556","11889","","MGDG(13:0_20:0)+NH4",0,0,0,0,0,0,0,"12.5810055555556","12.8810055555556","11889","","MGDG(13:0_20:0)+NH4",0,0,0,0,0,0,0,"12.5810055555556","12.8810055555556","11889","","MGDG(13:0_20:0)+NH4",0,0,0,0,0,0,0,"12.5810055555556","12.8810055555556","11889","","MGDG(13:0_20:0)+NH4","762.60895","583.52965","565.51908","369.33649","271.22701","197.19002","295.2995","12.5810055555556","12.8810055555556","11889"
"","MGDG(13:0_22:2)+NH4",0,0,0,0,0,0,0,"12.220646969697","12.520646969697","11458","","MGDG(13:0_22:2)+NH4",0,0,0,0,0,0,0,"12.220646969697","12.520646969697","11458","","MGDG(13:0_22:2)+NH4",0,0,0,0,0,0,0,"12.220646969697","12.520646969697","11458","","MGDG(13:0_22:2)+NH4",0,0,0,0,0,0,0,"12.220646969697","12.520646969697","11458","","MGDG(13:0_22:2)+NH4",0,0,0,0,0,0,0,"12.220646969697","12.520646969697","11458","","MGDG(13:0_22:2)+NH4","786.60895","607.52965","589.51908","393.33649","271.22701","197.19002","319.2995","12.220646969697","12.520646969697","11458"
"","MGDG(13:0_22:2)+NH4",0,0,0,0,0,0,0,"13.1226833333333","13.4226833333333","17321","","MGDG(13:0_22:2)+NH4",0,0,0,0,0,0,0,"13.1226833333333","13.4226833333333","17321","","MGDG(13:0_22:2)+NH4",0,0,0,0,0,0,0,"13.1226833333333","13.4226833333333","17321","","MGDG(13:0_22:2)+NH4",0,0,0,0,0,0,0,"13.1226833333333","13.4226833333333","17321","","MGDG(13:0_22:2)+NH4",0,0,0,0,0,0,0,"13.1226833333333","13.4226833333333","17321","","MGDG(13:0_22:2)+NH4","786.60895","607.52965","589.51908","393.33649","271.22701","197.19002","319.2995","13.1226833333333","13.4226833333333","17321"
"","MGDG(13:0_22:2)+NH4",0,0,0,0,0,0,0,"12.8501472222222","13.1501472222222","17940","","MGDG(13:0_22:2)+NH4",0,0,0,0,0,0,0,"12.8501472222222","13.1501472222222","17940","","MGDG(13:0_22:2)+NH4",0,0,0,0,0,0,0,"12.8501472222222","13.1501472222222","17940","","MGDG(13:0_22:2)+NH4",0,0,0,0,0,0,0,"12.8501472222222","13.1501472222222","17940","","MGDG(13:0_22:2)+NH4",0,0,0,0,0,0,0,"12.8501472222222","13.1501472222222","17940","","MGDG(13:0_22:2)+NH4","786.60895","607.52965","589.51908","393.33649","271.22701","197.19002","319.2995","12.8501472222222","13.1501472222222","17940"
"","MGDG(13:0_23:0)+NH4",0,0,0,0,0,0,0,"13.5621708333333","13.8621708333333","16592","","MGDG(13:0_23:0)+NH4",0,0,0,0,0,0,0,"13.5621708333333","13.8621708333333","16592","","MGDG(13:0_23:0)+NH4",0,0,0,0,0,0,0,"13.5621708333333","13.8621708333333","16592","","MGDG(13:0_23:0)+NH4",0,0,0,0,0,0,0,"13.5621708333333","13.8621708333333","16592","","MGDG(13:0_23:0)+NH4",0,0,0,0,0,0,0,"13.5621708333333","13.8621708333333","16592","","MGDG(13:0_23:0)+NH4","804.65592","625.57662","607.56605","411.38346","271.22706","197.19002","337.34642","13.5621708333333","13.8621708333333","16592"
"","MGDG(13:0_26:0)+NH4",0,0,0,0,0,0,0,"10.06605","10.36605","12983","","MGDG(13:0_26:0)+NH4",0,0,0,0,0,0,0,"10.06605","10.36605","12983","","MGDG(13:0_26:0)+NH4",0,0,0,0,0,0,0,"10.06605","10.36605","12983","","MGDG(13:0_26:0)+NH4",0,0,0,0,0,0,0,"10.06605","10.36605","12983","","MGDG(13:0_26:0)+NH4",0,0,0,0,0,0,0,"10.06605","10.36605","12983","","MGDG(13:0_26:0)+NH4","846.70289","667.62359","649.61302","453.43043","271.22711","197.19002","379.39334","10.06605","10.36605","12983"
"","MGDG(13:0_26:1)+NH4",0,0,0,0,0,0,0,"9.05934393939394","9.35934393939394","10194","","MGDG(13:0_26:1)+NH4",0,0,0,0,0,0,0,"9.05934393939394","9.35934393939394","10194","","MGDG(13:0_26:1)+NH4",0,0,0,0,0,0,0,"9.05934393939394","9.35934393939394","10194","","MGDG(13:0_26:1)+NH4",0,0,0,0,0,0,0,"9.05934393939394","9.35934393939394","10194","","MGDG(13:0_26:1)+NH4",0,0,0,0,0,0,0,"9.05934393939394","9.35934393939394","10194","","MGDG(13:0_26:1)+NH4","844.68722","665.60792","647.59735","451.41476","271.22708","197.19002","377.3777","9.05934393939394","9.35934393939394","10194"
"","MGDG(14:0_15:1)+NH4",0,0,0,0,0,0,0,"0.437631944444444","0.737631944444444","7066","","MGDG(14:0_15:1)+NH4",0,0,0,0,0,0,0,"0.437631944444444","0.737631944444444","7066","","MGDG(14:0_15:1)+NH4",0,0,0,0,0,0,0,"0.437631944444444","0.737631944444444","7066","","MGDG(14:0_15:1)+NH4",0,0,0,0,0,0,0,"0.437631944444444","0.737631944444444","7066","","MGDG(14:0_15:1)+NH4",0,0,0,0,0,0,0,"0.437631944444444","0.737631944444444","7066","","MGDG(14:0_15:1)+NH4","704.53072","525.45142","507.44085","297.24262","285.24262","211.20566","223.20566","0.437631944444444","0.737631944444444","7066"
"","MGDG(14:0_16:0)+NH4",0,0,0,0,0,0,0,"11.9522075757576","12.2522075757576","8549","","MGDG(14:0_16:0)+NH4",0,0,0,0,0,0,0,"11.9522075757576","12.2522075757576","8549","","MGDG(14:0_16:0)+NH4",0,0,0,0,0,0,0,"11.9522075757576","12.2522075757576","8549","","MGDG(14:0_16:0)+NH4",0,0,0,0,0,0,0,"11.9522075757576","12.2522075757576","8549","","MGDG(14:0_16:0)+NH4",0,0,0,0,0,0,0,"11.9522075757576","12.2522075757576","8549","","MGDG(14:0_16:0)+NH4","720.56202","541.48272","523.47215","313.27392","285.24264","211.20566","239.23694","11.9522075757576","12.2522075757576","8549"
"","MGDG(14:0_17:0)+NH4",0,0,0,0,0,0,0,"5.52323484848485","5.82323484848485","5181","","MGDG(14:0_17:0)+NH4",0,0,0,0,0,0,0,"5.52323484848485","5.82323484848485","5181","","MGDG(14:0_17:0)+NH4",0,0,0,0,0,0,0,"5.52323484848485","5.82323484848485","5181","","MGDG(14:0_17:0)+NH4",0,0,0,0,0,0,0,"5.52323484848485","5.82323484848485","5181","","MGDG(14:0_17:0)+NH4",0,0,0,0,0,0,0,"5.52323484848485","5.82323484848485","5181","","MGDG(14:0_17:0)+NH4","734.57762","555.49832","537.48775","327.28952","285.2426","211.20566","253.25258","5.52323484848485","5.82323484848485","5181"
"","MGDG(14:0_18:3)+NH4",0,0,0,0,0,0,0,"12.8643333333333","13.1643333333333","5705","","MGDG(14:0_18:3)+NH4",0,0,0,0,0,0,0,"12.8643333333333","13.1643333333333","5705","","MGDG(14:0_18:3)+NH4",0,0,0,0,0,0,0,"12.8643333333333","13.1643333333333","5705","","MGDG(14:0_18:3)+NH4",0,0,0,0,0,0,0,"12.8643333333333","13.1643333333333","5705","","MGDG(14:0_18:3)+NH4",0,0,0,0,0,0,0,"12.8643333333333","13.1643333333333","5705","","MGDG(14:0_18:3)+NH4","742.54642","563.46712","545.45655","335.25832","285.24268","211.20566","261.2213","12.8643333333333","13.1643333333333","5705"
"","MGDG(14:0_19:0)+NH4",0,0,0,0,0,0,0,"12.5810055555556","12.8810055555556","11889","","MGDG(14:0_19:0)+NH4",0,0,0,0,0,0,0,"12.5810055555556","12.8810055555556","11889","","MGDG(14:0_19:0)+NH4",0,0,0,0,0,0,0,"12.5810055555556","12.8810055555556","11889","","MGDG(14:0_19:0)+NH4",0,0,0,0,0,0,0,"12.5810055555556","12.8810055555556","11889","","MGDG(14:0_19:0)+NH4",0,0,0,0,0,0,0,"12.5810055555556","12.8810055555556","11889","","MGDG(14:0_19:0)+NH4","762.60895","583.52965","565.51908","355.32085","285.24265","211.20566","281.28386","12.5810055555556","12.8810055555556","11889"
"","MGDG(14:0_22:0)+NH4",0,0,0,0,0,0,0,"13.5621708333333","13.8621708333333","16592","","MGDG(14:0_22:0)+NH4",0,0,0,0,0,0,0,"13.5621708333333","13.8621708333333","16592","","MGDG(14:0_22:0)+NH4",0,0,0,0,0,0,0,"13.5621708333333","13.8621708333333","16592","","MGDG(14:0_22:0)+NH4",0,0,0,0,0,0,0,"13.5621708333333","13.8621708333333","16592","","MGDG(14:0_22:0)+NH4",0,0,0,0,0,0,0,"13.5621708333333","13.8621708333333","16592","","MGDG(14:0_22:0)+NH4","804.65592","625.57662","607.56605","397.36782","285.2427","211.20566","323.33078","13.5621708333333","13.8621708333333","16592"
"","MGDG(14:0_25:0)+NH4",0,0,0,0,0,0,0,"10.06605","10.36605","12983","","MGDG(14:0_25:0)+NH4",0,0,0,0,0,0,0,"10.06605","10.36605","12983","","MGDG(14:0_25:0)+NH4",0,0,0,0,0,0,0,"10.06605","10.36605","12983","","MGDG(14:0_25:0)+NH4",0,0,0,0,0,0,0,"10.06605","10.36605","12983","","MGDG(14:0_25:0)+NH4",0,0,0,0,0,0,0,"10.06605","10.36605","12983","","MGDG(14:0_25:0)+NH4","846.70289","667.62359","649.61302","439.41479","285.24275","211.20566","365.3777","10.06605","10.36605","12983"
"","MGDG(14:1_14:1)+NH4",0,0,0,0,0,0,0,"1.6224","1.9224","7089","","MGDG(14:1_14:1)+NH4",0,0,0,0,0,0,0,"1.6224","1.9224","7089","","MGDG(14:1_14:1)+NH4",0,0,0,0,0,0,0,"1.6224","1.9224","7089","","MGDG(14:1_14:1)+NH4",0,0,0,0,0,0,0,"1.6224","1.9224","7089","","MGDG(14:1_14:1)+NH4",0,0,0,0,0,0,0,"1.6224","1.9224","7089","","MGDG(14:1_14:1)+NH4","688.49942","509.42012","491.40955","283.22696","283.22696","209.19002","209.19002","1.6224","1.9224","7089"
"","MGDG(14:1_15:0)+NH4",0,0,0,0,0,0,0,"0.437631944444444","0.737631944444444","7066","","MGDG(14:1_15:0)+NH4",0,0,0,0,0,0,0,"0.437631944444444","0.737631944444444","7066","","MGDG(14:1_15:0)+NH4",0,0,0,0,0,0,0,"0.437631944444444","0.737631944444444","7066","","MGDG(14:1_15:0)+NH4",0,0,0,0,0,0,0,"0.437631944444444","0.737631944444444","7066","","MGDG(14:1_15:0)+NH4",0,0,0,0,0,0,0,"0.437631944444444","0.737631944444444","7066","","MGDG(14:1_15:0)+NH4","704.53072","525.45142","507.44085","299.25826","283.22698","209.19002","225.2213","0.437631944444444","0.737631944444444","7066"
"","MGDG(14:1_18:2)+NH4",0,0,0,0,0,0,0,"12.8643333333333","13.1643333333333","5705","","MGDG(14:1_18:2)+NH4",0,0,0,0,0,0,0,"12.8643333333333","13.1643333333333","5705","","MGDG(14:1_18:2)+NH4",0,0,0,0,0,0,0,"12.8643333333333","13.1643333333333","5705","","MGDG(14:1_18:2)+NH4",0,0,0,0,0,0,0,"12.8643333333333","13.1643333333333","5705","","MGDG(14:1_18:2)+NH4",0,0,0,0,0,0,0,"12.8643333333333","13.1643333333333","5705","","MGDG(14:1_18:2)+NH4","742.54642","563.46712","545.45655","337.27396","283.22704","209.19002","263.23694","12.8643333333333","13.1643333333333","5705"
"","MGDG(14:1_25:0)+NH4",0,0,0,0,0,0,0,"9.05934393939394","9.35934393939394","10194","","MGDG(14:1_25:0)+NH4",0,0,0,0,0,0,0,"9.05934393939394","9.35934393939394","10194","","MGDG(14:1_25:0)+NH4",0,0,0,0,0,0,0,"9.05934393939394","9.35934393939394","10194","","MGDG(14:1_25:0)+NH4",0,0,0,0,0,0,0,"9.05934393939394","9.35934393939394","10194","","MGDG(14:1_25:0)+NH4",0,0,0,0,0,0,0,"9.05934393939394","9.35934393939394","10194","","MGDG(14:1_25:0)+NH4","844.68722","665.60792","647.59735","439.41476","283.22708","209.19002","365.3777","9.05934393939394","9.35934393939394","10194"
"","MGDG(15:0_15:0)+NH4",0,0,0,0,0,0,0,"11.9522075757576","12.2522075757576","8549","","MGDG(15:0_15:0)+NH4",0,0,0,0,0,0,0,"11.9522075757576","12.2522075757576","8549","","MGDG(15:0_15:0)+NH4",0,0,0,0,0,0,0,"11.9522075757576","12.2522075757576","8549","","MGDG(15:0_15:0)+NH4",0,0,0,0,0,0,0,"11.9522075757576","12.2522075757576","8549","","MGDG(15:0_15:0)+NH4",0,0,0,0,0,0,0,"11.9522075757576","12.2522075757576","8549","","MGDG(15:0_15:0)+NH4","720.56202","541.48272","523.47215","299.25828","299.25828","225.2213","225.2213","11.9522075757576","12.2522075757576","8549"
"","MGDG(15:0_16:0)+NH4",0,0,0,0,0,0,0,"5.52323484848485","5.82323484848485","5181","","MGDG(15:0_16:0)+NH4",0,0,0,0,0,0,0,"5.52323484848485","5.82323484848485","5181","","MGDG(15:0_16:0)+NH4",0,0,0,0,0,0,0,"5.52323484848485","5.82323484848485","5181","","MGDG(15:0_16:0)+NH4",0,0,0,0,0,0,0,"5.52323484848485","5.82323484848485","5181","","MGDG(15:0_16:0)+NH4",0,0,0,0,0,0,0,"5.52323484848485","5.82323484848485","5181","","MGDG(15:0_16:0)+NH4","734.57762","555.49832","537.48775","313.27388","299.25824","225.2213","239.23694","5.52323484848485","5.82323484848485","5181"
"","MGDG(15:0_18:0)+NH4",0,0,0,0,0,0,0,"12.5810055555556","12.8810055555556","11889","","MGDG(15:0_18:0)+NH4",0,0,0,0,0,0,0,"12.5810055555556","12.8810055555556","11889","","MGDG(15:0_18:0)+NH4",0,0,0,0,0,0,0,"12.5810055555556","12.8810055555556","11889","","MGDG(15:0_18:0)+NH4",0,0,0,0,0,0,0,"12.5810055555556","12.8810055555556","11889","","MGDG(15:0_18:0)+NH4",0,0,0,0,0,0,0,"12.5810055555556","12.8810055555556","11889","","MGDG(15:0_18:0)+NH4","762.60895","583.52965","565.51908","341.30521","299.25829","225.2213","267.26822","12.5810055555556","12.8810055555556","11889"
"","MGDG(15:0_20:2)+NH4",0,0,0,0,0,0,0,"12.220646969697","12.520646969697","11458","","MGDG(15:0_20:2)+NH4",0,0,0,0,0,0,0,"12.220646969697","12.520646969697","11458","","MGDG(15:0_20:2)+NH4",0,0,0,0,0,0,0,"12.220646969697","12.520646969697","11458","","MGDG(15:0_20:2)+NH4",0,0,0,0,0,0,0,"12.220646969697","12.520646969697","11458","","MGDG(15:0_20:2)+NH4",0,0,0,0,0,0,0,"12.220646969697","12.520646969697","11458","","MGDG(15:0_20:2)+NH4","786.60895","607.52965","589.51908","365.30521","299.25829","225.2213","291.26822","12.220646969697","12.520646969697","11458"
"","MGDG(15:0_20:2)+NH4",0,0,0,0,0,0,0,"13.1226833333333","13.4226833333333","17321","","MGDG(15:0_20:2)+NH4",0,0,0,0,0,0,0,"13.1226833333333","13.4226833333333","17321","","MGDG(15:0_20:2)+NH4",0,0,0,0,0,0,0,"13.1226833333333","13.4226833333333","17321","","MGDG(15:0_20:2)+NH4",0,0,0,0,0,0,0,"13.1226833333333","13.4226833333333","17321","","MGDG(15:0_20:2)+NH4",0,0,0,0,0,0,0,"13.1226833333333","13.4226833333333","17321","","MGDG(15:0_20:2)+NH4","786.60895","607.52965","589.51908","365.30521","299.25829","225.2213","291.26822","13.1226833333333","13.4226833333333","17321"
"","MGDG(15:0_20:2)+NH4",0,0,0,0,0,0,0,"12.8501472222222","13.1501472222222","17940","","MGDG(15:0_20:2)+NH4",0,0,0,0,0,0,0,"12.8501472222222","13.1501472222222","17940","","MGDG(15:0_20:2)+NH4",0,0,0,0,0,0,0,"12.8501472222222","13.1501472222222","17940","","MGDG(15:0_20:2)+NH4",0,0,0,0,0,0,0,"12.8501472222222","13.1501472222222","17940","","MGDG(15:0_20:2)+NH4",0,0,0,0,0,0,0,"12.8501472222222","13.1501472222222","17940","","MGDG(15:0_20:2)+NH4","786.60895","607.52965","589.51908","365.30521","299.25829","225.2213","291.26822","12.8501472222222","13.1501472222222","17940"
"","MGDG(15:0_21:0)+NH4",0,0,0,0,0,0,0,"13.5621708333333","13.8621708333333","16592","","MGDG(15:0_21:0)+NH4",0,0,0,0,0,0,0,"13.5621708333333","13.8621708333333","16592","","MGDG(15:0_21:0)+NH4",0,0,0,0,0,0,0,"13.5621708333333","13.8621708333333","16592","","MGDG(15:0_21:0)+NH4",0,0,0,0,0,0,0,"13.5621708333333","13.8621708333333","16592","","MGDG(15:0_21:0)+NH4",0,0,0,0,0,0,0,"13.5621708333333","13.8621708333333","16592","","MGDG(15:0_21:0)+NH4","804.65592","625.57662","607.56605","383.35218","299.25834","225.2213","309.31514","13.5621708333333","13.8621708333333","16592"
"","MGDG(15:0_24:0)+NH4",0,0,0,0,0,0,0,"10.06605","10.36605","12983","","MGDG(15:0_24:0)+NH4",0,0,0,0,0,0,0,"10.06605","10.36605","12983","","MGDG(15:0_24:0)+NH4",0,0,0,0,0,0,0,"10.06605","10.36605","12983","","MGDG(15:0_24:0)+NH4",0,0,0,0,0,0,0,"10.06605","10.36605","12983","","MGDG(15:0_24:0)+NH4",0,0,0,0,0,0,0,"10.06605","10.36605","12983","","MGDG(15:0_24:0)+NH4","846.70289","667.62359","649.61302","425.39915","299.25839","225.2213","351.36206","10.06605","10.36605","12983"
"","MGDG(15:0_24:1)+NH4",0,0,0,0,0,0,0,"9.05934393939394","9.35934393939394","10194","","MGDG(15:0_24:1)+NH4",0,0,0,0,0,0,0,"9.05934393939394","9.35934393939394","10194","","MGDG(15:0_24:1)+NH4",0,0,0,0,0,0,0,"9.05934393939394","9.35934393939394","10194","","MGDG(15:0_24:1)+NH4",0,0,0,0,0,0,0,"9.05934393939394","9.35934393939394","10194","","MGDG(15:0_24:1)+NH4",0,0,0,0,0,0,0,"9.05934393939394","9.35934393939394","10194","","MGDG(15:0_24:1)+NH4","844.68722","665.60792","647.59735","423.38348","299.25836","225.2213","349.34642","9.05934393939394","9.35934393939394","10194"
"","MGDG(15:0_24:4)+NH4",0,0,0,0,0,0,0,"12.4779361111111","12.7779361111111","14948","","MGDG(15:0_24:4)+NH4",0,0,0,0,0,0,0,"12.4779361111111","12.7779361111111","14948","","MGDG(15:0_24:4)+NH4",0,0,0,0,0,0,0,"12.4779361111111","12.7779361111111","14948","","MGDG(15:0_24:4)+NH4",0,0,0,0,0,0,0,"12.4779361111111","12.7779361111111","14948","","MGDG(15:0_24:4)+NH4",0,0,0,0,0,0,0,"12.4779361111111","12.7779361111111","14948","","MGDG(15:0_24:4)+NH4","838.64027","659.56097","641.5504","417.33653","299.25833","225.2213","343.2995","12.4779361111111","12.7779361111111","14948"
"","MGDG(15:0_26:2)+NH4",0,0,0,0,0,0,0,"14.0441075757576","14.3441075757576","9776","","MGDG(15:0_26:2)+NH4",0,0,0,0,0,0,0,"14.0441075757576","14.3441075757576","9776","","MGDG(15:0_26:2)+NH4",0,0,0,0,0,0,0,"14.0441075757576","14.3441075757576","9776","","MGDG(15:0_26:2)+NH4",0,0,0,0,0,0,0,"14.0441075757576","14.3441075757576","9776","","MGDG(15:0_26:2)+NH4",0,0,0,0,0,0,0,"14.0441075757576","14.3441075757576","9776","","MGDG(15:0_26:2)+NH4","870.70289","691.62359","673.61302","449.39915","299.25839","225.2213","375.36206","14.0441075757576","14.3441075757576","9776"
"","MGDG(15:1_17:2)+NH4",0,0,0,0,0,0,0,"12.8643333333333","13.1643333333333","5705","","MGDG(15:1_17:2)+NH4",0,0,0,0,0,0,0,"12.8643333333333","13.1643333333333","5705","","MGDG(15:1_17:2)+NH4",0,0,0,0,0,0,0,"12.8643333333333","13.1643333333333","5705","","MGDG(15:1_17:2)+NH4",0,0,0,0,0,0,0,"12.8643333333333","13.1643333333333","5705","","MGDG(15:1_17:2)+NH4",0,0,0,0,0,0,0,"12.8643333333333","13.1643333333333","5705","","MGDG(15:1_17:2)+NH4","742.54642","563.46712","545.45655","323.25832","297.24268","223.20566","249.2213","12.8643333333333","13.1643333333333","5705"
"","MGDG(15:1_20:1)+NH4",0,0,0,0,0,0,0,"12.220646969697","12.520646969697","11458","","MGDG(15:1_20:1)+NH4",0,0,0,0,0,0,0,"12.220646969697","12.520646969697","11458","","MGDG(15:1_20:1)+NH4",0,0,0,0,0,0,0,"12.220646969697","12.520646969697","11458","","MGDG(15:1_20:1)+NH4",0,0,0,0,0,0,0,"12.220646969697","12.520646969697","11458","","MGDG(15:1_20:1)+NH4",0,0,0,0,0,0,0,"12.220646969697","12.520646969697","11458","","MGDG(15:1_20:1)+NH4","786.60895","607.52965","589.51908","367.32085","297.24265","223.20566","293.28386","12.220646969697","12.520646969697","11458"
"","MGDG(15:1_20:1)+NH4",0,0,0,0,0,0,0,"13.1226833333333","13.4226833333333","17321","","MGDG(15:1_20:1)+NH4",0,0,0,0,0,0,0,"13.1226833333333","13.4226833333333","17321","","MGDG(15:1_20:1)+NH4",0,0,0,0,0,0,0,"13.1226833333333","13.4226833333333","17321","","MGDG(15:1_20:1)+NH4",0,0,0,0,0,0,0,"13.1226833333333","13.4226833333333","17321","","MGDG(15:1_20:1)+NH4",0,0,0,0,0,0,0,"13.1226833333333","13.4226833333333","17321","","MGDG(15:1_20:1)+NH4","786.60895","607.52965","589.51908","367.32085","297.24265","223.20566","293.28386","13.1226833333333","13.4226833333333","17321"
"","MGDG(15:1_20:1)+NH4",0,0,0,0,0,0,0,"12.8501472222222","13.1501472222222","17940","","MGDG(15:1_20:1)+NH4",0,0,0,0,0,0,0,"12.8501472222222","13.1501472222222","17940","","MGDG(15:1_20:1)+NH4",0,0,0,0,0,0,0,"12.8501472222222","13.1501472222222","17940","","MGDG(15:1_20:1)+NH4",0,0,0,0,0,0,0,"12.8501472222222","13.1501472222222","17940","","MGDG(15:1_20:1)+NH4",0,0,0,0,0,0,0,"12.8501472222222","13.1501472222222","17940","","MGDG(15:1_20:1)+NH4","786.60895","607.52965","589.51908","367.32085","297.24265","223.20566","293.28386","12.8501472222222","13.1501472222222","17940"
"","MGDG(15:1_24:0)+NH4",0,0,0,0,0,0,0,"9.05934393939394","9.35934393939394","10194","","MGDG(15:1_24:0)+NH4",0,0,0,0,0,0,0,"9.05934393939394","9.35934393939394","10194","","MGDG(15:1_24:0)+NH4",0,0,0,0,0,0,0,"9.05934393939394","9.35934393939394","10194","","MGDG(15:1_24:0)+NH4",0,0,0,0,0,0,0,"9.05934393939394","9.35934393939394","10194","","MGDG(15:1_24:0)+NH4",0,0,0,0,0,0,0,"9.05934393939394","9.35934393939394","10194","","MGDG(15:1_24:0)+NH4","844.68722","665.60792","647.59735","425.39912","297.24272","223.20566","351.36206","9.05934393939394","9.35934393939394","10194"
"","MGDG(15:1_24:4)+NH4",0,0,0,0,0,0,0,"11.5485194444444","11.8485194444444","14846","","MGDG(15:1_24:4)+NH4",0,0,0,0,0,0,0,"11.5485194444444","11.8485194444444","14846","","MGDG(15:1_24:4)+NH4",0,0,0,0,0,0,0,"11.5485194444444","11.8485194444444","14846","","MGDG(15:1_24:4)+NH4",0,0,0,0,0,0,0,"11.5485194444444","11.8485194444444","14846","","MGDG(15:1_24:4)+NH4",0,0,0,0,0,0,0,"11.5485194444444","11.8485194444444","14846","","MGDG(15:1_24:4)+NH4","836.62462","657.54532","639.53475","417.33652","297.24268","223.20566","343.2995","11.5485194444444","11.8485194444444","14846"
"","MGDG(15:1_26:1)+NH4",0,0,0,0,0,0,0,"14.0441075757576","14.3441075757576","9776","","MGDG(15:1_26:1)+NH4",0,0,0,0,0,0,0,"14.0441075757576","14.3441075757576","9776","","MGDG(15:1_26:1)+NH4",0,0,0,0,0,0,0,"14.0441075757576","14.3441075757576","9776","","MGDG(15:1_26:1)+NH4",0,0,0,0,0,0,0,"14.0441075757576","14.3441075757576","9776","","MGDG(15:1_26:1)+NH4",0,0,0,0,0,0,0,"14.0441075757576","14.3441075757576","9776","","MGDG(15:1_26:1)+NH4","870.70289","691.62359","673.61302","451.41479","297.24275","223.20566","377.3777","14.0441075757576","14.3441075757576","9776"
"","MGDG(16:0_17:0)+NH4",0,0,0,0,0,0,0,"12.5810055555556","12.8810055555556","11889","","MGDG(16:0_17:0)+NH4",0,0,0,0,0,0,0,"12.5810055555556","12.8810055555556","11889","","MGDG(16:0_17:0)+NH4",0,0,0,0,0,0,0,"12.5810055555556","12.8810055555556","11889","","MGDG(16:0_17:0)+NH4",0,0,0,0,0,0,0,"12.5810055555556","12.8810055555556","11889","","MGDG(16:0_17:0)+NH4",0,0,0,0,0,0,0,"12.5810055555556","12.8810055555556","11889","","MGDG(16:0_17:0)+NH4","762.60895","583.52965","565.51908","327.28957","313.27393","239.23694","253.25258","12.5810055555556","12.8810055555556","11889"
"","MGDG(16:0_20:0)+NH4",0,0,0,0,0,0,0,"13.5621708333333","13.8621708333333","16592","","MGDG(16:0_20:0)+NH4",0,0,0,0,0,0,0,"13.5621708333333","13.8621708333333","16592","","MGDG(16:0_20:0)+NH4",0,0,0,0,0,0,0,"13.5621708333333","13.8621708333333","16592","","MGDG(16:0_20:0)+NH4",0,0,0,0,0,0,0,"13.5621708333333","13.8621708333333","16592","","MGDG(16:0_20:0)+NH4",0,0,0,0,0,0,0,"13.5621708333333","13.8621708333333","16592","","MGDG(16:0_20:0)+NH4","804.65592","625.57662","607.56605","369.33654","313.27398","239.23694","295.2995","13.5621708333333","13.8621708333333","16592"
