"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PE","[M+H]+","NL_head","NL_T1RCO","NL_T2RCO","T1_RCO+","T2_RCO+","head","RT_min","RT_max","Comment","RT at Max Intensity","PE","[M+H]+","NL_head","NL_T1RCO","NL_T2RCO","T1_RCO+","T2_RCO+","head","RT_min","RT_max","Comment","Number of Scans","PE","[M+H]+","NL_head","NL_T1RCO","NL_T2RCO","T1_RCO+","T2_RCO+","head","RT_min","RT_max","Comment","Max Intensity","PE","[M+H]+","NL_head","NL_T1RCO","NL_T2RCO","T1_RCO+","T2_RCO+","head","RT_min","RT_max","Comment","Average m/z","PE","[M+H]+","NL_head","NL_T1RCO","NL_T2RCO","T1_RCO+","T2_RCO+","head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PE","[M+H]+","NL_head","NL_T1RCO","NL_T2RCO","T1_RCO+","T2_RCO+","head","RT_min","RT_max","Comment"
"","PE(14:0_22:2)+H",0,1,0,0,0,0,0,"7.68141111111111","7.98141111111111","12683","","PE(14:0_22:2)+H",0,7.892835,0,0,0,0,0,"7.68141111111111","7.98141111111111","12683","","PE(14:0_22:2)+H",0,2,0,0,0,0,0,"7.68141111111111","7.98141111111111","12683","","PE(14:0_22:2)+H",0,737444.4,0,0,0,0,0,"7.68141111111111","7.98141111111111","12683","","PE(14:0_22:2)+H",0,603.5353,0,0,0,0,0,"7.68141111111111","7.98141111111111","12683","","PE(14:0_22:2)+H","744.55378","603.53467","393.33632","285.24242","211.20565","319.29955","142.02639","7.68141111111111","7.98141111111111","12683"
"","PE(14:0_22:3)+H",1,1,0,0,0,0,1,"6.76129722222222","7.06129722222222","513","","PE(14:0_22:3)+H",6.923258,6.923258,0,0,0,0,6.923258,"6.76129722222222","7.06129722222222","513","","PE(14:0_22:3)+H",1,2,0,0,0,0,1,"6.76129722222222","7.06129722222222","513","","PE(14:0_22:3)+H",17079.83,2181175,0,0,0,0,1105.821,"6.76129722222222","7.06129722222222","513","","PE(14:0_22:3)+H",742.5391,601.51955,0,0,0,0,142.0266,"6.76129722222222","7.06129722222222","513","","PE(14:0_22:3)+H","742.53818","601.51907","391.32072","285.24242","211.20565","317.28395","142.02639","6.76129722222222","7.06129722222222","513"
"","PE(14:0_22:3)+H",1,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","567","","PE(14:0_22:3)+H",5.043269,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","567","","PE(14:0_22:3)+H",2,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","567","","PE(14:0_22:3)+H",156091.8,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","567","","PE(14:0_22:3)+H",742.53995,0,0,0,0,0,0,"4.94340138888889","5.24340138888889","567","","PE(14:0_22:3)+H","742.53818","601.51907","391.32072","285.24242","211.20565","317.28395","142.02639","4.94340138888889","5.24340138888889","567"
"","PE(14:0_22:3)+H",1,1,0,0,0,0,0,"8.64927361111111","8.94927361111111","1069","","PE(14:0_22:3)+H",8.820799,8.820799,0,0,0,0,0,"8.64927361111111","8.94927361111111","1069","","PE(14:0_22:3)+H",1,1,0,0,0,0,0,"8.64927361111111","8.94927361111111","1069","","PE(14:0_22:3)+H",232992.8,112151.9,0,0,0,0,0,"8.64927361111111","8.94927361111111","1069","","PE(14:0_22:3)+H",742.5367,601.5176,0,0,0,0,0,"8.64927361111111","8.94927361111111","1069","","PE(14:0_22:3)+H","742.53818","601.51907","391.32072","285.24242","211.20565","317.28395","142.02639","8.64927361111111","8.94927361111111","1069"
"","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"12.2701305555556","12.5701305555556","1469","","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"12.2701305555556","12.5701305555556","1469","","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"12.2701305555556","12.5701305555556","1469","","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"12.2701305555556","12.5701305555556","1469","","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"12.2701305555556","12.5701305555556","1469","","PE(14:0_22:3)+H","742.53818","601.51907","391.32072","285.24242","211.20565","317.28395","142.02639","12.2701305555556","12.5701305555556","1469"
"","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"11.6326597222222","11.9326597222222","2244","","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"11.6326597222222","11.9326597222222","2244","","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"11.6326597222222","11.9326597222222","2244","","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"11.6326597222222","11.9326597222222","2244","","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"11.6326597222222","11.9326597222222","2244","","PE(14:0_22:3)+H","742.53818","601.51907","391.32072","285.24242","211.20565","317.28395","142.02639","11.6326597222222","11.9326597222222","2244"
"","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"12.8643333333333","13.1643333333333","5705","","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"12.8643333333333","13.1643333333333","5705","","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"12.8643333333333","13.1643333333333","5705","","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"12.8643333333333","13.1643333333333","5705","","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"12.8643333333333","13.1643333333333","5705","","PE(14:0_22:3)+H","742.53818","601.51907","391.32072","285.24242","211.20565","317.28395","142.02639","12.8643333333333","13.1643333333333","5705"
"","PE(14:0_22:3)+H",0,1,0,0,0,0,0,"6.94883888888889","7.24883888888889","9128","","PE(14:0_22:3)+H",0,6.985158,0,0,0,0,0,"6.94883888888889","7.24883888888889","9128","","PE(14:0_22:3)+H",0,2,0,0,0,0,0,"6.94883888888889","7.24883888888889","9128","","PE(14:0_22:3)+H",0,492118.9,0,0,0,0,0,"6.94883888888889","7.24883888888889","9128","","PE(14:0_22:3)+H",0,601.51935,0,0,0,0,0,"6.94883888888889","7.24883888888889","9128","","PE(14:0_22:3)+H","742.53818","601.51907","391.32072","285.24242","211.20565","317.28395","142.02639","6.94883888888889","7.24883888888889","9128"
"","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"4.72582222222222","5.02582222222222","10292","","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"4.72582222222222","5.02582222222222","10292","","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"4.72582222222222","5.02582222222222","10292","","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"4.72582222222222","5.02582222222222","10292","","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"4.72582222222222","5.02582222222222","10292","","PE(14:0_22:3)+H","742.53818","601.51907","391.32072","285.24242","211.20565","317.28395","142.02639","4.72582222222222","5.02582222222222","10292"
"","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"5.97769583333333","6.27769583333333","11722","","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"5.97769583333333","6.27769583333333","11722","","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"5.97769583333333","6.27769583333333","11722","","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"5.97769583333333","6.27769583333333","11722","","PE(14:0_22:3)+H",0,0,0,0,0,0,0,"5.97769583333333","6.27769583333333","11722","","PE(14:0_22:3)+H","742.53818","601.51907","391.32072","285.24242","211.20565","317.28395","142.02639","5.97769583333333","6.27769583333333","11722"
"","PE(14:0_22:4)+H",1,1,0,0,0,0,0,"6.49417777777778","6.79417777777778","510","","PE(14:0_22:4)+H",6.663421,6.663421,0,0,0,0,0,"6.49417777777778","6.79417777777778","510","","PE(14:0_22:4)+H",1,1,0,0,0,0,0,"6.49417777777778","6.79417777777778","510","","PE(14:0_22:4)+H",15678.96,1564707,0,0,0,0,0,"6.49417777777778","6.79417777777778","510","","PE(14:0_22:4)+H",740.5244,599.5046,0,0,0,0,0,"6.49417777777778","6.79417777777778","510","","PE(14:0_22:4)+H","740.52248","599.50337","389.30502","285.24242","211.20565","315.26825","142.02639","6.49417777777778","6.79417777777778","510"
"","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"12.0553930555556","12.3553930555556","751","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"12.0553930555556","12.3553930555556","751","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"12.0553930555556","12.3553930555556","751","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"12.0553930555556","12.3553930555556","751","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"12.0553930555556","12.3553930555556","751","","PE(14:0_22:4)+H","740.52248","599.50337","389.30502","285.24242","211.20565","315.26825","142.02639","12.0553930555556","12.3553930555556","751"
"","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"11.3749777777778","11.6749777777778","956","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"11.3749777777778","11.6749777777778","956","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"11.3749777777778","11.6749777777778","956","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"11.3749777777778","11.6749777777778","956","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"11.3749777777778","11.6749777777778","956","","PE(14:0_22:4)+H","740.52248","599.50337","389.30502","285.24242","211.20565","315.26825","142.02639","11.3749777777778","11.6749777777778","956"
"","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"11.7085983333333","12.0085983333333","2502","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"11.7085983333333","12.0085983333333","2502","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"11.7085983333333","12.0085983333333","2502","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"11.7085983333333","12.0085983333333","2502","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"11.7085983333333","12.0085983333333","2502","","PE(14:0_22:4)+H","740.52248","599.50337","389.30502","285.24242","211.20565","315.26825","142.02639","11.7085983333333","12.0085983333333","2502"
"","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"11.0355611111111","11.3355611111111","4469","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"11.0355611111111","11.3355611111111","4469","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"11.0355611111111","11.3355611111111","4469","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"11.0355611111111","11.3355611111111","4469","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"11.0355611111111","11.3355611111111","4469","","PE(14:0_22:4)+H","740.52248","599.50337","389.30502","285.24242","211.20565","315.26825","142.02639","11.0355611111111","11.3355611111111","4469"
"","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"12.3847166666667","12.6847166666667","4897","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"12.3847166666667","12.6847166666667","4897","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"12.3847166666667","12.6847166666667","4897","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"12.3847166666667","12.6847166666667","4897","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"12.3847166666667","12.6847166666667","4897","","PE(14:0_22:4)+H","740.52248","599.50337","389.30502","285.24242","211.20565","315.26825","142.02639","12.3847166666667","12.6847166666667","4897"
"","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"4.5260625","4.8260625","6352","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"4.5260625","4.8260625","6352","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"4.5260625","4.8260625","6352","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"4.5260625","4.8260625","6352","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"4.5260625","4.8260625","6352","","PE(14:0_22:4)+H","740.52248","599.50337","389.30502","285.24242","211.20565","315.26825","142.02639","4.5260625","4.8260625","6352"
"","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"3.94111111111111","4.24111111111111","6526","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"3.94111111111111","4.24111111111111","6526","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"3.94111111111111","4.24111111111111","6526","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"3.94111111111111","4.24111111111111","6526","","PE(14:0_22:4)+H",0,0,0,0,0,0,0,"3.94111111111111","4.24111111111111","6526","","PE(14:0_22:4)+H","740.52248","599.50337","389.30502","285.24242","211.20565","315.26825","142.02639","3.94111111111111","4.24111111111111","6526"
"","PE(14:0_22:4)+H",0,0,0,1,1,0,0,"12.6628075757576","12.9628075757576","9404","","PE(14:0_22:4)+H",0,0,0,12.70648,12.70648,0,0,"12.6628075757576","12.9628075757576","9404","","PE(14:0_22:4)+H",0,0,0,1,1,0,0,"12.6628075757576","12.9628075757576","9404","","PE(14:0_22:4)+H",0,0,0,13293.39,142642.4,0,0,"12.6628075757576","12.9628075757576","9404","","PE(14:0_22:4)+H",0,0,0,285.2428,211.2061,0,0,"12.6628075757576","12.9628075757576","9404","","PE(14:0_22:4)+H","740.52248","599.50337","389.30502","285.24242","211.20565","315.26825","142.02639","12.6628075757576","12.9628075757576","9404"
"","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"4.89671944444444","5.19671944444444","1361","","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"4.89671944444444","5.19671944444444","1361","","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"4.89671944444444","5.19671944444444","1361","","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"4.89671944444444","5.19671944444444","1361","","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"4.89671944444444","5.19671944444444","1361","","PE(14:0_22:5)+H","738.50688","597.48777","387.28942","285.24242","211.20565","313.25265","142.02639","4.89671944444444","5.19671944444444","1361"
"","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"5.64302916666667","5.94302916666667","2966","","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"5.64302916666667","5.94302916666667","2966","","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"5.64302916666667","5.94302916666667","2966","","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"5.64302916666667","5.94302916666667","2966","","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"5.64302916666667","5.94302916666667","2966","","PE(14:0_22:5)+H","738.50688","597.48777","387.28942","285.24242","211.20565","313.25265","142.02639","5.64302916666667","5.94302916666667","2966"
"","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"11.5508597222222","11.8508597222222","4621","","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"11.5508597222222","11.8508597222222","4621","","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"11.5508597222222","11.8508597222222","4621","","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"11.5508597222222","11.8508597222222","4621","","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"11.5508597222222","11.8508597222222","4621","","PE(14:0_22:5)+H","738.50688","597.48777","387.28942","285.24242","211.20565","313.25265","142.02639","11.5508597222222","11.8508597222222","4621"
"","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"10.8503902777778","11.1503902777778","6163","","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"10.8503902777778","11.1503902777778","6163","","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"10.8503902777778","11.1503902777778","6163","","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"10.8503902777778","11.1503902777778","6163","","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"10.8503902777778","11.1503902777778","6163","","PE(14:0_22:5)+H","738.50688","597.48777","387.28942","285.24242","211.20565","313.25265","142.02639","10.8503902777778","11.1503902777778","6163"
"","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"5.32869444444445","5.62869444444445","7251","","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"5.32869444444445","5.62869444444445","7251","","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"5.32869444444445","5.62869444444445","7251","","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"5.32869444444445","5.62869444444445","7251","","PE(14:0_22:5)+H",0,0,0,0,0,0,0,"5.32869444444445","5.62869444444445","7251","","PE(14:0_22:5)+H","738.50688","597.48777","387.28942","285.24242","211.20565","313.25265","142.02639","5.32869444444445","5.62869444444445","7251"
"","PE(14:0_22:6)+H",0,0,0,0,0,0,0,"4.87367878787879","5.17367878787879","5064","","PE(14:0_22:6)+H",0,0,0,0,0,0,0,"4.87367878787879","5.17367878787879","5064","","PE(14:0_22:6)+H",0,0,0,0,0,0,0,"4.87367878787879","5.17367878787879","5064","","PE(14:0_22:6)+H",0,0,0,0,0,0,0,"4.87367878787879","5.17367878787879","5064","","PE(14:0_22:6)+H",0,0,0,0,0,0,0,"4.87367878787879","5.17367878787879","5064","","PE(14:0_22:6)+H","736.49118","595.47207","385.27372","285.24242","211.20565","311.23695","142.02639","4.87367878787879","5.17367878787879","5064"
"","PE(14:0_23:0)+H",1,0,0,0,0,0,0,"8.38228472222222","8.68228472222222","37","","PE(14:0_23:0)+H",8.523543,0,0,0,0,0,0,"8.38228472222222","8.68228472222222","37","","PE(14:0_23:0)+H",2,0,0,0,0,0,0,"8.38228472222222","8.68228472222222","37","","PE(14:0_23:0)+H",13663840,0,0,0,0,0,0,"8.38228472222222","8.68228472222222","37","","PE(14:0_23:0)+H",762.60045,0,0,0,0,0,0,"8.38228472222222","8.68228472222222","37","","PE(14:0_23:0)+H","762.60078","621.58167","411.38332","285.24242","211.20565","337.34655","142.02639","8.38228472222222","8.68228472222222","37"
"","PE(14:0_23:0)+H",0,0,0,0,0,0,0,"15.5764597222222","15.8764597222222","14861","","PE(14:0_23:0)+H",0,0,0,0,0,0,0,"15.5764597222222","15.8764597222222","14861","","PE(14:0_23:0)+H",0,0,0,0,0,0,0,"15.5764597222222","15.8764597222222","14861","","PE(14:0_23:0)+H",0,0,0,0,0,0,0,"15.5764597222222","15.8764597222222","14861","","PE(14:0_23:0)+H",0,0,0,0,0,0,0,"15.5764597222222","15.8764597222222","14861","","PE(14:0_23:0)+H","762.60078","621.58167","411.38332","285.24242","211.20565","337.34655","142.02639","15.5764597222222","15.8764597222222","14861"
"","PE(14:0_24:0)+H",0,0,0,0,0,0,0,"8.69191944444444","8.99191944444444","1751","","PE(14:0_24:0)+H",0,0,0,0,0,0,0,"8.69191944444444","8.99191944444444","1751","","PE(14:0_24:0)+H",0,0,0,0,0,0,0,"8.69191944444444","8.99191944444444","1751","","PE(14:0_24:0)+H",0,0,0,0,0,0,0,"8.69191944444444","8.99191944444444","1751","","PE(14:0_24:0)+H",0,0,0,0,0,0,0,"8.69191944444444","8.99191944444444","1751","","PE(14:0_24:0)+H","776.61638","635.59727","425.39892","285.24242","211.20565","351.36215","142.02639","8.69191944444444","8.99191944444444","1751"
"","PE(14:0_24:0)+H",0,0,0,0,0,0,0,"8.9055625","9.2055625","2277","","PE(14:0_24:0)+H",0,0,0,0,0,0,0,"8.9055625","9.2055625","2277","","PE(14:0_24:0)+H",0,0,0,0,0,0,0,"8.9055625","9.2055625","2277","","PE(14:0_24:0)+H",0,0,0,0,0,0,0,"8.9055625","9.2055625","2277","","PE(14:0_24:0)+H",0,0,0,0,0,0,0,"8.9055625","9.2055625","2277","","PE(14:0_24:0)+H","776.61638","635.59727","425.39892","285.24242","211.20565","351.36215","142.02639","8.9055625","9.2055625","2277"
"","PE(14:0_24:0)+H",0,0,0,0,0,0,0,"8.32618333333333","8.62618333333333","5148","","PE(14:0_24:0)+H",0,0,0,0,0,0,0,"8.32618333333333","8.62618333333333","5148","","PE(14:0_24:0)+H",0,0,0,0,0,0,0,"8.32618333333333","8.62618333333333","5148","","PE(14:0_24:0)+H",0,0,0,0,0,0,0,"8.32618333333333","8.62618333333333","5148","","PE(14:0_24:0)+H",0,0,0,0,0,0,0,"8.32618333333333","8.62618333333333","5148","","PE(14:0_24:0)+H","776.61638","635.59727","425.39892","285.24242","211.20565","351.36215","142.02639","8.32618333333333","8.62618333333333","5148"
"","PE(14:0_24:1)+H",1,0,0,0,0,0,0,"7.90268472222222","8.20268472222222","177","","PE(14:0_24:1)+H",8.0324,0,0,0,0,0,0,"7.90268472222222","8.20268472222222","177","","PE(14:0_24:1)+H",2,0,0,0,0,0,0,"7.90268472222222","8.20268472222222","177","","PE(14:0_24:1)+H",1312308,0,0,0,0,0,0,"7.90268472222222","8.20268472222222","177","","PE(14:0_24:1)+H",774.6008,0,0,0,0,0,0,"7.90268472222222","8.20268472222222","177","","PE(14:0_24:1)+H","774.60078","633.58167","423.38332","285.24242","211.20565","349.34655","142.02639","7.90268472222222","8.20268472222222","177"
"","PE(14:0_24:1)+H",0,0,0,0,0,0,0,"8.56510416666667","8.86510416666667","3248","","PE(14:0_24:1)+H",0,0,0,0,0,0,0,"8.56510416666667","8.86510416666667","3248","","PE(14:0_24:1)+H",0,0,0,0,0,0,0,"8.56510416666667","8.86510416666667","3248","","PE(14:0_24:1)+H",0,0,0,0,0,0,0,"8.56510416666667","8.86510416666667","3248","","PE(14:0_24:1)+H",0,0,0,0,0,0,0,"8.56510416666667","8.86510416666667","3248","","PE(14:0_24:1)+H","774.60078","633.58167","423.38332","285.24242","211.20565","349.34655","142.02639","8.56510416666667","8.86510416666667","3248"
"","PE(14:0_25:0)+H",1,0,0,0,0,0,0,"9.41335833333333","9.71335833333333","437","","PE(14:0_25:0)+H",9.53131,0,0,0,0,0,0,"9.41335833333333","9.71335833333333","437","","PE(14:0_25:0)+H",2,0,0,0,0,0,0,"9.41335833333333","9.71335833333333","437","","PE(14:0_25:0)+H",390063.4,0,0,0,0,0,0,"9.41335833333333","9.71335833333333","437","","PE(14:0_25:0)+H",790.63275,0,0,0,0,0,0,"9.41335833333333","9.71335833333333","437","","PE(14:0_25:0)+H","790.63208","649.61297","439.41462","285.24242","211.20565","365.37785","142.02639","9.41335833333333","9.71335833333333","437"
"","PE(14:0_26:0)+H",0,0,0,0,0,0,0,"9.8972666666667","10.1972666666667","1755","","PE(14:0_26:0)+H",0,0,0,0,0,0,0,"9.8972666666667","10.1972666666667","1755","","PE(14:0_26:0)+H",0,0,0,0,0,0,0,"9.8972666666667","10.1972666666667","1755","","PE(14:0_26:0)+H",0,0,0,0,0,0,0,"9.8972666666667","10.1972666666667","1755","","PE(14:0_26:0)+H",0,0,0,0,0,0,0,"9.8972666666667","10.1972666666667","1755","","PE(14:0_26:0)+H","804.64768","663.62857","453.43022","285.24242","211.20565","379.39345","142.02639","9.8972666666667","10.1972666666667","1755"
"","PE(14:0_26:0)+H",0,0,0,0,0,0,0,"9.35257777777778","9.65257777777778","13749","","PE(14:0_26:0)+H",0,0,0,0,0,0,0,"9.35257777777778","9.65257777777778","13749","","PE(14:0_26:0)+H",0,0,0,0,0,0,0,"9.35257777777778","9.65257777777778","13749","","PE(14:0_26:0)+H",0,0,0,0,0,0,0,"9.35257777777778","9.65257777777778","13749","","PE(14:0_26:0)+H",0,0,0,0,0,0,0,"9.35257777777778","9.65257777777778","13749","","PE(14:0_26:0)+H","804.64768","663.62857","453.43022","285.24242","211.20565","379.39345","142.02639","9.35257777777778","9.65257777777778","13749"
"","PE(14:0_26:0)+H",0,0,0,0,0,0,0,"9.54872833333333","9.84872833333333","15709","","PE(14:0_26:0)+H",0,0,0,0,0,0,0,"9.54872833333333","9.84872833333333","15709","","PE(14:0_26:0)+H",0,0,0,0,0,0,0,"9.54872833333333","9.84872833333333","15709","","PE(14:0_26:0)+H",0,0,0,0,0,0,0,"9.54872833333333","9.84872833333333","15709","","PE(14:0_26:0)+H",0,0,0,0,0,0,0,"9.54872833333333","9.84872833333333","15709","","PE(14:0_26:0)+H","804.64768","663.62857","453.43022","285.24242","211.20565","379.39345","142.02639","9.54872833333333","9.84872833333333","15709"
"","PE(14:1_17:0)+H",0,0,0,0,0,0,0,"3.4817375","3.7817375","10871","","PE(14:1_17:0)+H",0,0,0,0,0,0,0,"3.4817375","3.7817375","10871","","PE(14:1_17:0)+H",0,0,0,0,0,0,0,"3.4817375","3.7817375","10871","","PE(14:1_17:0)+H",0,0,0,0,0,0,0,"3.4817375","3.7817375","10871","","PE(14:1_17:0)+H",0,0,0,0,0,0,0,"3.4817375","3.7817375","10871","","PE(14:1_17:0)+H","676.49128","535.47217","327.28942","283.22682","209.19005","253.25265","142.02639","3.4817375","3.7817375","10871"
"","PE(14:1_18:0)+H",0,0,0,0,0,0,0,"12.0874060606061","12.3874060606061","9023","","PE(14:1_18:0)+H",0,0,0,0,0,0,0,"12.0874060606061","12.3874060606061","9023","","PE(14:1_18:0)+H",0,0,0,0,0,0,0,"12.0874060606061","12.3874060606061","9023","","PE(14:1_18:0)+H",0,0,0,0,0,0,0,"12.0874060606061","12.3874060606061","9023","","PE(14:1_18:0)+H",0,0,0,0,0,0,0,"12.0874060606061","12.3874060606061","9023","","PE(14:1_18:0)+H","690.50688","549.48777","341.30502","283.22682","209.19005","267.26825","142.02639","12.0874060606061","12.3874060606061","9023"
"","PE(14:1_18:1)+H",0,0,0,0,0,0,0,"11.5169424242424","11.8169424242424","12384","","PE(14:1_18:1)+H",0,0,0,0,0,0,0,"11.5169424242424","11.8169424242424","12384","","PE(14:1_18:1)+H",0,0,0,0,0,0,0,"11.5169424242424","11.8169424242424","12384","","PE(14:1_18:1)+H",0,0,0,0,0,0,0,"11.5169424242424","11.8169424242424","12384","","PE(14:1_18:1)+H",0,0,0,0,0,0,0,"11.5169424242424","11.8169424242424","12384","","PE(14:1_18:1)+H","688.49128","547.47217","339.28942","283.22682","209.19005","265.25265","142.02639","11.5169424242424","11.8169424242424","12384"
"","PE(14:1_18:2)+H",0,0,0,0,0,0,0,"6.29392361111111","6.59392361111111","12753","","PE(14:1_18:2)+H",0,0,0,0,0,0,0,"6.29392361111111","6.59392361111111","12753","","PE(14:1_18:2)+H",0,0,0,0,0,0,0,"6.29392361111111","6.59392361111111","12753","","PE(14:1_18:2)+H",0,0,0,0,0,0,0,"6.29392361111111","6.59392361111111","12753","","PE(14:1_18:2)+H",0,0,0,0,0,0,0,"6.29392361111111","6.59392361111111","12753","","PE(14:1_18:2)+H","686.47558","545.45647","337.27372","283.22682","209.19005","263.23695","142.02639","6.29392361111111","6.59392361111111","12753"
"","PE(14:1_19:0)+H",1,0,0,0,0,0,0,"4.889025","5.189025","340","","PE(14:1_19:0)+H",5.068664,0,0,0,0,0,0,"4.889025","5.189025","340","","PE(14:1_19:0)+H",2,0,0,0,0,0,0,"4.889025","5.189025","340","","PE(14:1_19:0)+H",570787,0,0,0,0,0,0,"4.889025","5.189025","340","","PE(14:1_19:0)+H",704.5241,0,0,0,0,0,0,"4.889025","5.189025","340","","PE(14:1_19:0)+H","704.52258","563.50347","355.32072","283.22682","209.19005","281.28395","142.02639","4.889025","5.189025","340"
"","PE(14:1_19:0)+H",0,0,0,0,0,0,0,"5.52259444444444","5.82259444444444","9928","","PE(14:1_19:0)+H",0,0,0,0,0,0,0,"5.52259444444444","5.82259444444444","9928","","PE(14:1_19:0)+H",0,0,0,0,0,0,0,"5.52259444444444","5.82259444444444","9928","","PE(14:1_19:0)+H",0,0,0,0,0,0,0,"5.52259444444444","5.82259444444444","9928","","PE(14:1_19:0)+H",0,0,0,0,0,0,0,"5.52259444444444","5.82259444444444","9928","","PE(14:1_19:0)+H","704.52258","563.50347","355.32072","283.22682","209.19005","281.28395","142.02639","5.52259444444444","5.82259444444444","9928"
