"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer","[M+H]+","M+H-H2O","M+H-2H2O","M+H-T2-H2O","M+H-T2-2H2O","RT_min","RT_max","Comment","RT at Max Intensity","Cer","[M+H]+","M+H-H2O","M+H-2H2O","M+H-T2-H2O","M+H-T2-2H2O","RT_min","RT_max","Comment","Number of Scans","Cer","[M+H]+","M+H-H2O","M+H-2H2O","M+H-T2-H2O","M+H-T2-2H2O","RT_min","RT_max","Comment","Max Intensity","Cer","[M+H]+","M+H-H2O","M+H-2H2O","M+H-T2-H2O","M+H-T2-2H2O","RT_min","RT_max","Comment","Average m/z","Cer","[M+H]+","M+H-H2O","M+H-2H2O","M+H-T2-H2O","M+H-T2-2H2O","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer","[M+H]+","M+H-H2O","M+H-2H2O","M+H-T2-H2O","M+H-T2-2H2O","RT_min","RT_max","Comment"
"","Cer(d10:0/16:1)+H",0,0,0,0,0,"0.460145454545455","0.760145454545455","6974","","Cer(d10:0/16:1)+H",0,0,0,0,0,"0.460145454545455","0.760145454545455","6974","","Cer(d10:0/16:1)+H",0,0,0,0,0,"0.460145454545455","0.760145454545455","6974","","Cer(d10:0/16:1)+H",0,0,0,0,0,"0.460145454545455","0.760145454545455","6974","","Cer(d10:0/16:1)+H",0,0,0,0,0,"0.460145454545455","0.760145454545455","6974","","Cer(d10:0/16:1)+H","426.39418","408.3836","390.37302","172.169395","154.158815","0.460145454545455","0.760145454545455","6974"
"","Cer(d10:0/16:1)+H",0,0,0,0,0,"4.13308472222222","4.43308472222222","8263","","Cer(d10:0/16:1)+H",0,0,0,0,0,"4.13308472222222","4.43308472222222","8263","","Cer(d10:0/16:1)+H",0,0,0,0,0,"4.13308472222222","4.43308472222222","8263","","Cer(d10:0/16:1)+H",0,0,0,0,0,"4.13308472222222","4.43308472222222","8263","","Cer(d10:0/16:1)+H",0,0,0,0,0,"4.13308472222222","4.43308472222222","8263","","Cer(d10:0/16:1)+H","426.39418","408.3836","390.37302","172.169395","154.158815","4.13308472222222","4.43308472222222","8263"
"","Cer(d10:0/16:1)+H",0,0,0,0,0,"4.80010555555556","5.10010555555556","8625","","Cer(d10:0/16:1)+H",0,0,0,0,0,"4.80010555555556","5.10010555555556","8625","","Cer(d10:0/16:1)+H",0,0,0,0,0,"4.80010555555556","5.10010555555556","8625","","Cer(d10:0/16:1)+H",0,0,0,0,0,"4.80010555555556","5.10010555555556","8625","","Cer(d10:0/16:1)+H",0,0,0,0,0,"4.80010555555556","5.10010555555556","8625","","Cer(d10:0/16:1)+H","426.39418","408.3836","390.37302","172.169395","154.158815","4.80010555555556","5.10010555555556","8625"
"","Cer(d10:0/16:1)+H",0,0,0,0,0,"1.36390833333333","1.66390833333333","10676","","Cer(d10:0/16:1)+H",0,0,0,0,0,"1.36390833333333","1.66390833333333","10676","","Cer(d10:0/16:1)+H",0,0,0,0,0,"1.36390833333333","1.66390833333333","10676","","Cer(d10:0/16:1)+H",0,0,0,0,0,"1.36390833333333","1.66390833333333","10676","","Cer(d10:0/16:1)+H",0,0,0,0,0,"1.36390833333333","1.66390833333333","10676","","Cer(d10:0/16:1)+H","426.39418","408.3836","390.37302","172.169395","154.158815","1.36390833333333","1.66390833333333","10676"
"","Cer(d10:0/16:1)+H",0,0,0,0,0,"5.14420277777778","5.44420277777778","10880","","Cer(d10:0/16:1)+H",0,0,0,0,0,"5.14420277777778","5.44420277777778","10880","","Cer(d10:0/16:1)+H",0,0,0,0,0,"5.14420277777778","5.44420277777778","10880","","Cer(d10:0/16:1)+H",0,0,0,0,0,"5.14420277777778","5.44420277777778","10880","","Cer(d10:0/16:1)+H",0,0,0,0,0,"5.14420277777778","5.44420277777778","10880","","Cer(d10:0/16:1)+H","426.39418","408.3836","390.37302","172.169395","154.158815","5.14420277777778","5.44420277777778","10880"
"","Cer(d10:0/16:1)+H",0,0,0,0,0,"1.16647916666667","1.46647916666667","12045","","Cer(d10:0/16:1)+H",0,0,0,0,0,"1.16647916666667","1.46647916666667","12045","","Cer(d10:0/16:1)+H",0,0,0,0,0,"1.16647916666667","1.46647916666667","12045","","Cer(d10:0/16:1)+H",0,0,0,0,0,"1.16647916666667","1.46647916666667","12045","","Cer(d10:0/16:1)+H",0,0,0,0,0,"1.16647916666667","1.46647916666667","12045","","Cer(d10:0/16:1)+H","426.39418","408.3836","390.37302","172.169395","154.158815","1.16647916666667","1.46647916666667","12045"
"","Cer(d10:0/17:0)+H",0,0,0,0,0,"4.96933939393939","5.26933939393939","8302","","Cer(d10:0/17:0)+H",0,0,0,0,0,"4.96933939393939","5.26933939393939","8302","","Cer(d10:0/17:0)+H",0,0,0,0,0,"4.96933939393939","5.26933939393939","8302","","Cer(d10:0/17:0)+H",0,0,0,0,0,"4.96933939393939","5.26933939393939","8302","","Cer(d10:0/17:0)+H",0,0,0,0,0,"4.96933939393939","5.26933939393939","8302","","Cer(d10:0/17:0)+H","442.42548","424.4149","406.40432","172.169395","154.158815","4.96933939393939","5.26933939393939","8302"
"","Cer(d10:0/17:0)+H",0,0,0,0,0,"3.47921944444444","3.77921944444444","8370","","Cer(d10:0/17:0)+H",0,0,0,0,0,"3.47921944444444","3.77921944444444","8370","","Cer(d10:0/17:0)+H",0,0,0,0,0,"3.47921944444444","3.77921944444444","8370","","Cer(d10:0/17:0)+H",0,0,0,0,0,"3.47921944444444","3.77921944444444","8370","","Cer(d10:0/17:0)+H",0,0,0,0,0,"3.47921944444444","3.77921944444444","8370","","Cer(d10:0/17:0)+H","442.42548","424.4149","406.40432","172.169395","154.158815","3.47921944444444","3.77921944444444","8370"
"","Cer(d10:0/17:0)+H",0,0,0,0,0,"2.82840694444444","3.12840694444444","8711","","Cer(d10:0/17:0)+H",0,0,0,0,0,"2.82840694444444","3.12840694444444","8711","","Cer(d10:0/17:0)+H",0,0,0,0,0,"2.82840694444444","3.12840694444444","8711","","Cer(d10:0/17:0)+H",0,0,0,0,0,"2.82840694444444","3.12840694444444","8711","","Cer(d10:0/17:0)+H",0,0,0,0,0,"2.82840694444444","3.12840694444444","8711","","Cer(d10:0/17:0)+H","442.42548","424.4149","406.40432","172.169395","154.158815","2.82840694444444","3.12840694444444","8711"
"","Cer(d10:0/17:1)+H",0,0,0,0,0,"1.19280277777778","1.49280277777778","2257","","Cer(d10:0/17:1)+H",0,0,0,0,0,"1.19280277777778","1.49280277777778","2257","","Cer(d10:0/17:1)+H",0,0,0,0,0,"1.19280277777778","1.49280277777778","2257","","Cer(d10:0/17:1)+H",0,0,0,0,0,"1.19280277777778","1.49280277777778","2257","","Cer(d10:0/17:1)+H",0,0,0,0,0,"1.19280277777778","1.49280277777778","2257","","Cer(d10:0/17:1)+H","440.40978","422.3992","404.38862","172.169395","154.158815","1.19280277777778","1.49280277777778","2257"
