"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MGDG","[M+Na]+","NL_T1&Na","NL_T2&Na","NL_T1&T2&Na","RT_min","RT_max","Comment","RT at Max Intensity","MGDG","[M+Na]+","NL_T1&Na","NL_T2&Na","NL_T1&T2&Na","RT_min","RT_max","Comment","Number of Scans","MGDG","[M+Na]+","NL_T1&Na","NL_T2&Na","NL_T1&T2&Na","RT_min","RT_max","Comment","Max Intensity","MGDG","[M+Na]+","NL_T1&Na","NL_T2&Na","NL_T1&T2&Na","RT_min","RT_max","Comment","Average m/z","MGDG","[M+Na]+","NL_T1&Na","NL_T2&Na","NL_T1&T2&Na","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MGDG","[M+Na]+","NL_T1&Na","NL_T2&Na","NL_T1&T2&Na","RT_min","RT_max","Comment"
"","MGDG(17:1_17:1)+Na",0,0,0,0,"6.414625","6.714625","3530","","MGDG(17:1_17:1)+Na",0,0,0,0,"6.414625","6.714625","3530","","MGDG(17:1_17:1)+Na",0,0,0,0,"6.414625","6.714625","3530","","MGDG(17:1_17:1)+Na",0,0,0,0,"6.414625","6.714625","3530","","MGDG(17:1_17:1)+Na",0,0,0,0,"6.414625","6.714625","3530","","MGDG(17:1_17:1)+Na","777.5487","509.3085","509.3085","243.084","6.414625","6.714625","3530"
"","MGDG(17:1_18:3)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:1_18:3)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:1_18:3)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:1_18:3)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:1_18:3)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:1_18:3)+Na","787.5331","519.2929","509.3085","243.084","7.05652361111111","7.35652361111111","14405"
"","MGDG(17:1_20:2)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:1_20:2)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:1_20:2)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:1_20:2)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:1_20:2)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:1_20:2)+Na","817.58","549.3398","509.3085","243.084","5.10978484848485","5.40978484848485","13852"
"","MGDG(17:1_20:2)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(17:1_20:2)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(17:1_20:2)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(17:1_20:2)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(17:1_20:2)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(17:1_20:2)+Na","817.58","549.3398","509.3085","243.084","4.88551818181818","5.18551818181818","16128"
"","MGDG(17:1_22:3)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(17:1_22:3)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(17:1_22:3)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(17:1_22:3)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(17:1_22:3)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(17:1_22:3)+Na","843.5957","575.3555","509.3085","243.084","5.47874305555556","5.77874305555556","14805"
"","MGDG(17:1_22:3)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(17:1_22:3)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(17:1_22:3)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(17:1_22:3)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(17:1_22:3)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(17:1_22:3)+Na","843.5957","575.3555","509.3085","243.084","4.70899861111111","5.00899861111111","16408"
"","MGDG(17:1_22:6)+Na",0,0,0,0,"6.52636944444444","6.82636944444444","2341","","MGDG(17:1_22:6)+Na",0,0,0,0,"6.52636944444444","6.82636944444444","2341","","MGDG(17:1_22:6)+Na",0,0,0,0,"6.52636944444444","6.82636944444444","2341","","MGDG(17:1_22:6)+Na",0,0,0,0,"6.52636944444444","6.82636944444444","2341","","MGDG(17:1_22:6)+Na",0,0,0,0,"6.52636944444444","6.82636944444444","2341","","MGDG(17:1_22:6)+Na","837.5487","569.3085","509.3085","243.084","6.52636944444444","6.82636944444444","2341"
"","MGDG(17:2_18:2)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:2_18:2)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:2_18:2)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:2_18:2)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:2_18:2)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:2_18:2)+Na","787.5331","521.3085","507.2929","243.084","7.05652361111111","7.35652361111111","14405"
"","MGDG(17:2_20:1)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:2_20:1)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:2_20:1)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:2_20:1)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:2_20:1)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:2_20:1)+Na","817.5801","551.3555","507.2929","243.084","5.10978484848485","5.40978484848485","13852"
"","MGDG(17:2_20:1)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(17:2_20:1)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(17:2_20:1)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(17:2_20:1)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(17:2_20:1)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(17:2_20:1)+Na","817.5801","551.3555","507.2929","243.084","4.88551818181818","5.18551818181818","16128"
"","MGDG(17:2_22:2)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(17:2_22:2)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(17:2_22:2)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(17:2_22:2)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(17:2_22:2)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(17:2_22:2)+Na","843.5957","577.3711","507.2929","243.084","5.47874305555556","5.77874305555556","14805"
"","MGDG(17:2_22:2)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(17:2_22:2)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(17:2_22:2)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(17:2_22:2)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(17:2_22:2)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(17:2_22:2)+Na","843.5957","577.3711","507.2929","243.084","4.70899861111111","5.00899861111111","16408"
"","MGDG(17:2_22:5)+Na",0,0,0,0,"6.52636944444444","6.82636944444444","2341","","MGDG(17:2_22:5)+Na",0,0,0,0,"6.52636944444444","6.82636944444444","2341","","MGDG(17:2_22:5)+Na",0,0,0,0,"6.52636944444444","6.82636944444444","2341","","MGDG(17:2_22:5)+Na",0,0,0,0,"6.52636944444444","6.82636944444444","2341","","MGDG(17:2_22:5)+Na",0,0,0,0,"6.52636944444444","6.82636944444444","2341","","MGDG(17:2_22:5)+Na","837.5488","571.3242","507.2929","243.084","6.52636944444444","6.82636944444444","2341"
"","MGDG(17:2_22:6)+Na",0,0,0,0,"5.58047222222222","5.88047222222222","2373","","MGDG(17:2_22:6)+Na",0,0,0,0,"5.58047222222222","5.88047222222222","2373","","MGDG(17:2_22:6)+Na",0,0,0,0,"5.58047222222222","5.88047222222222","2373","","MGDG(17:2_22:6)+Na",0,0,0,0,"5.58047222222222","5.88047222222222","2373","","MGDG(17:2_22:6)+Na",0,0,0,0,"5.58047222222222","5.88047222222222","2373","","MGDG(17:2_22:6)+Na","835.5331","569.3085","507.2929","243.084","5.58047222222222","5.88047222222222","2373"
"","MGDG(17:2_23:0)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(17:2_23:0)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(17:2_23:0)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(17:2_23:0)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(17:2_23:0)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(17:2_23:0)+Na","861.6427","595.4181","507.2929","243.084","12.1984151515151","12.4984151515151","9062"
"","MGDG(18:0_18:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(18:0_18:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(18:0_18:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(18:0_18:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(18:0_18:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(18:0_18:0)+Na","809.6113","525.3398","525.3398","243.084","11.3531472222222","11.6531472222222","7081"
"","MGDG(18:0_18:3)+Na",0,0,0,0,"7.23601666666667","7.53601666666667","15198","","MGDG(18:0_18:3)+Na",0,0,0,0,"7.23601666666667","7.53601666666667","15198","","MGDG(18:0_18:3)+Na",0,0,0,0,"7.23601666666667","7.53601666666667","15198","","MGDG(18:0_18:3)+Na",0,0,0,0,"7.23601666666667","7.53601666666667","15198","","MGDG(18:0_18:3)+Na",0,0,0,0,"7.23601666666667","7.53601666666667","15198","","MGDG(18:0_18:3)+Na","803.5644","519.2929","525.3398","243.084","7.23601666666667","7.53601666666667","15198"
"","MGDG(18:0_18:3)+Na",0,0,0,0,"6.71725","7.01725","15234","","MGDG(18:0_18:3)+Na",0,0,0,0,"6.71725","7.01725","15234","","MGDG(18:0_18:3)+Na",0,0,0,0,"6.71725","7.01725","15234","","MGDG(18:0_18:3)+Na",0,0,0,0,"6.71725","7.01725","15234","","MGDG(18:0_18:3)+Na",0,0,0,0,"6.71725","7.01725","15234","","MGDG(18:0_18:3)+Na","803.5644","519.2929","525.3398","243.084","6.71725","7.01725","15234"
"","MGDG(18:0_18:4)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(18:0_18:4)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(18:0_18:4)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(18:0_18:4)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(18:0_18:4)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(18:0_18:4)+Na","801.5487","517.2772","525.3398","243.084","2.95733888888889","3.25733888888889","3577"
"","MGDG(18:0_20:5)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:0_20:5)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:0_20:5)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:0_20:5)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:0_20:5)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:0_20:5)+Na","827.5644","543.2929","525.3398","243.084","7.040325","7.340325","18367"
"","MGDG(18:0_22:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(18:0_22:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(18:0_22:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(18:0_22:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(18:0_22:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(18:0_22:0)+Na","865.6739","581.4024","525.3398","243.084","13.1475986111111","13.4475986111111","9490"
"","MGDG(18:0_22:2)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(18:0_22:2)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(18:0_22:2)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(18:0_22:2)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(18:0_22:2)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(18:0_22:2)+Na","861.6426","577.3711","525.3398","243.084","12.1984151515151","12.4984151515151","9062"
"","MGDG(18:0_25:0)+Na",0,0,0,0,"13.6992416666667","13.9992416666667","5187","","MGDG(18:0_25:0)+Na",0,0,0,0,"13.6992416666667","13.9992416666667","5187","","MGDG(18:0_25:0)+Na",0,0,0,0,"13.6992416666667","13.9992416666667","5187","","MGDG(18:0_25:0)+Na",0,0,0,0,"13.6992416666667","13.9992416666667","5187","","MGDG(18:0_25:0)+Na",0,0,0,0,"13.6992416666667","13.9992416666667","5187","","MGDG(18:0_25:0)+Na","907.7209","623.4494","525.3398","243.084","13.6992416666667","13.9992416666667","5187"
"","MGDG(18:0_25:0)+Na",0,0,0,0,"12.269875","12.569875","12870","","MGDG(18:0_25:0)+Na",0,0,0,0,"12.269875","12.569875","12870","","MGDG(18:0_25:0)+Na",0,0,0,0,"12.269875","12.569875","12870","","MGDG(18:0_25:0)+Na",0,0,0,0,"12.269875","12.569875","12870","","MGDG(18:0_25:0)+Na",0,0,0,0,"12.269875","12.569875","12870","","MGDG(18:0_25:0)+Na","907.7209","623.4494","525.3398","243.084","12.269875","12.569875","12870"
"","MGDG(18:0_26:0)+Na",0,0,0,0,"14.0417680555556","14.3417680555556","1699","","MGDG(18:0_26:0)+Na",0,0,0,0,"14.0417680555556","14.3417680555556","1699","","MGDG(18:0_26:0)+Na",0,0,0,0,"14.0417680555556","14.3417680555556","1699","","MGDG(18:0_26:0)+Na",0,0,0,0,"14.0417680555556","14.3417680555556","1699","","MGDG(18:0_26:0)+Na",0,0,0,0,"14.0417680555556","14.3417680555556","1699","","MGDG(18:0_26:0)+Na","921.7365","637.465","525.3398","243.084","14.0417680555556","14.3417680555556","1699"
"","MGDG(18:1_18:2)+Na",0,0,0,0,"7.23601666666667","7.53601666666667","15198","","MGDG(18:1_18:2)+Na",0,0,0,0,"7.23601666666667","7.53601666666667","15198","","MGDG(18:1_18:2)+Na",0,0,0,0,"7.23601666666667","7.53601666666667","15198","","MGDG(18:1_18:2)+Na",0,0,0,0,"7.23601666666667","7.53601666666667","15198","","MGDG(18:1_18:2)+Na",0,0,0,0,"7.23601666666667","7.53601666666667","15198","","MGDG(18:1_18:2)+Na","803.5644","521.3085","523.3242","243.084","7.23601666666667","7.53601666666667","15198"
"","MGDG(18:1_18:2)+Na",0,0,0,0,"6.71725","7.01725","15234","","MGDG(18:1_18:2)+Na",0,0,0,0,"6.71725","7.01725","15234","","MGDG(18:1_18:2)+Na",0,0,0,0,"6.71725","7.01725","15234","","MGDG(18:1_18:2)+Na",0,0,0,0,"6.71725","7.01725","15234","","MGDG(18:1_18:2)+Na",0,0,0,0,"6.71725","7.01725","15234","","MGDG(18:1_18:2)+Na","803.5644","521.3085","523.3242","243.084","6.71725","7.01725","15234"
"","MGDG(18:1_18:3)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(18:1_18:3)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(18:1_18:3)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(18:1_18:3)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(18:1_18:3)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(18:1_18:3)+Na","801.5488","519.2929","523.3242","243.084","2.95733888888889","3.25733888888889","3577"
"","MGDG(18:1_18:4)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(18:1_18:4)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(18:1_18:4)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(18:1_18:4)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(18:1_18:4)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(18:1_18:4)+Na","799.5331","517.2772","523.3242","243.084","5.37886212121212","5.67886212121212","10322"
"","MGDG(18:1_20:4)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:1_20:4)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:1_20:4)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:1_20:4)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:1_20:4)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:1_20:4)+Na","827.5644","545.3085","523.3242","243.084","7.040325","7.340325","18367"
"","MGDG(18:1_22:1)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(18:1_22:1)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(18:1_22:1)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(18:1_22:1)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(18:1_22:1)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(18:1_22:1)+Na","861.6427","579.3868","523.3242","243.084","12.1984151515151","12.4984151515151","9062"
"","MGDG(18:1_26:0)+Na",0,0,0,0,"13.4464041666667","13.7464041666667","1657","","MGDG(18:1_26:0)+Na",0,0,0,0,"13.4464041666667","13.7464041666667","1657","","MGDG(18:1_26:0)+Na",0,0,0,0,"13.4464041666667","13.7464041666667","1657","","MGDG(18:1_26:0)+Na",0,0,0,0,"13.4464041666667","13.7464041666667","1657","","MGDG(18:1_26:0)+Na",0,0,0,0,"13.4464041666667","13.7464041666667","1657","","MGDG(18:1_26:0)+Na","919.7209","637.465","523.3242","243.084","13.4464041666667","13.7464041666667","1657"
"","MGDG(18:1_26:0)+Na",0,0,0,0,"13.7535583333333","14.0535583333333","1773","","MGDG(18:1_26:0)+Na",0,0,0,0,"13.7535583333333","14.0535583333333","1773","","MGDG(18:1_26:0)+Na",0,0,0,0,"13.7535583333333","14.0535583333333","1773","","MGDG(18:1_26:0)+Na",0,0,0,0,"13.7535583333333","14.0535583333333","1773","","MGDG(18:1_26:0)+Na",0,0,0,0,"13.7535583333333","14.0535583333333","1773","","MGDG(18:1_26:0)+Na","919.7209","637.465","523.3242","243.084","13.7535583333333","14.0535583333333","1773"
"","MGDG(18:2_18:2)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(18:2_18:2)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(18:2_18:2)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(18:2_18:2)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(18:2_18:2)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(18:2_18:2)+Na","801.5487","521.3085","521.3085","243.084","2.95733888888889","3.25733888888889","3577"
"","MGDG(18:2_18:3)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(18:2_18:3)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(18:2_18:3)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(18:2_18:3)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(18:2_18:3)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(18:2_18:3)+Na","799.5331","519.2929","521.3085","243.084","5.37886212121212","5.67886212121212","10322"
"","MGDG(18:2_20:3)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:2_20:3)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:2_20:3)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:2_20:3)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:2_20:3)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:2_20:3)+Na","827.5644","547.3242","521.3085","243.084","7.040325","7.340325","18367"
"","MGDG(18:2_22:0)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(18:2_22:0)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(18:2_22:0)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(18:2_22:0)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(18:2_22:0)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(18:2_22:0)+Na","861.6426","581.4024","521.3085","243.084","12.1984151515151","12.4984151515151","9062"
"","MGDG(18:3_19:0)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(18:3_19:0)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(18:3_19:0)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(18:3_19:0)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(18:3_19:0)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(18:3_19:0)+Na","817.5801","539.3555","519.2929","243.084","5.10978484848485","5.40978484848485","13852"
"","MGDG(18:3_19:0)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(18:3_19:0)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(18:3_19:0)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(18:3_19:0)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(18:3_19:0)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(18:3_19:0)+Na","817.5801","539.3555","519.2929","243.084","4.88551818181818","5.18551818181818","16128"
"","MGDG(18:3_20:2)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:3_20:2)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:3_20:2)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:3_20:2)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:3_20:2)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:3_20:2)+Na","827.5644","549.3398","519.2929","243.084","7.040325","7.340325","18367"
"","MGDG(18:3_26:0)+Na",0,0,0,0,"12.7499727272727","13.0499727272727","11478","","MGDG(18:3_26:0)+Na",0,0,0,0,"12.7499727272727","13.0499727272727","11478","","MGDG(18:3_26:0)+Na",0,0,0,0,"12.7499727272727","13.0499727272727","11478","","MGDG(18:3_26:0)+Na",0,0,0,0,"12.7499727272727","13.0499727272727","11478","","MGDG(18:3_26:0)+Na",0,0,0,0,"12.7499727272727","13.0499727272727","11478","","MGDG(18:3_26:0)+Na","915.6896","637.465","519.2929","243.084","12.7499727272727","13.0499727272727","11478"
"","MGDG(18:4_20:1)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:4_20:1)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:4_20:1)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:4_20:1)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:4_20:1)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(18:4_20:1)+Na","827.5644","551.3555","517.2772","243.084","7.040325","7.340325","18367"
"","MGDG(18:4_21:0)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(18:4_21:0)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(18:4_21:0)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(18:4_21:0)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(18:4_21:0)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(18:4_21:0)+Na","843.5957","567.3868","517.2772","243.084","5.47874305555556","5.77874305555556","14805"
"","MGDG(18:4_21:0)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(18:4_21:0)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(18:4_21:0)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(18:4_21:0)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(18:4_21:0)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(18:4_21:0)+Na","843.5957","567.3868","517.2772","243.084","4.70899861111111","5.00899861111111","16408"
"","MGDG(19:0_20:4)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(19:0_20:4)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(19:0_20:4)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(19:0_20:4)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(19:0_20:4)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(19:0_20:4)+Na","843.5957","545.3085","539.3555","243.084","5.47874305555556","5.77874305555556","14805"
"","MGDG(19:0_20:4)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(19:0_20:4)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(19:0_20:4)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(19:0_20:4)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(19:0_20:4)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(19:0_20:4)+Na","843.5957","545.3085","539.3555","243.084","4.70899861111111","5.00899861111111","16408"
"","MGDG(19:0_21:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(19:0_21:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(19:0_21:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(19:0_21:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(19:0_21:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(19:0_21:0)+Na","865.674","567.3868","539.3555","243.084","13.1475986111111","13.4475986111111","9490"
"","MGDG(19:0_24:0)+Na",0,0,0,0,"13.6992416666667","13.9992416666667","5187","","MGDG(19:0_24:0)+Na",0,0,0,0,"13.6992416666667","13.9992416666667","5187","","MGDG(19:0_24:0)+Na",0,0,0,0,"13.6992416666667","13.9992416666667","5187","","MGDG(19:0_24:0)+Na",0,0,0,0,"13.6992416666667","13.9992416666667","5187","","MGDG(19:0_24:0)+Na",0,0,0,0,"13.6992416666667","13.9992416666667","5187","","MGDG(19:0_24:0)+Na","907.7209","609.4337","539.3555","243.084","13.6992416666667","13.9992416666667","5187"
