"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","MGDG","[M+Na]+","NL_T1&Na","NL_T2&Na","NL_T1&T2&Na","RT_min","RT_max","Comment","RT at Max Intensity","MGDG","[M+Na]+","NL_T1&Na","NL_T2&Na","NL_T1&T2&Na","RT_min","RT_max","Comment","Number of Scans","MGDG","[M+Na]+","NL_T1&Na","NL_T2&Na","NL_T1&T2&Na","RT_min","RT_max","Comment","Max Intensity","MGDG","[M+Na]+","NL_T1&Na","NL_T2&Na","NL_T1&T2&Na","RT_min","RT_max","Comment","Average m/z","MGDG","[M+Na]+","NL_T1&Na","NL_T2&Na","NL_T1&T2&Na","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","MGDG","[M+Na]+","NL_T1&Na","NL_T2&Na","NL_T1&T2&Na","RT_min","RT_max","Comment"
"","MGDG(14:1_22:4)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(14:1_22:4)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(14:1_22:4)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(14:1_22:4)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(14:1_22:4)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(14:1_22:4)+Na","799.5331","573.3398","467.2616","243.084","5.37886212121212","5.67886212121212","10322"
"","MGDG(15:0_18:4)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(15:0_18:4)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(15:0_18:4)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(15:0_18:4)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(15:0_18:4)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(15:0_18:4)+Na","759.5018","517.2772","483.2929","243.084","0.463593939393939","0.763593939393939","19070"
"","MGDG(15:0_20:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(15:0_20:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(15:0_20:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(15:0_20:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(15:0_20:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(15:0_20:4)+Na","787.5331","545.3085","483.2929","243.084","7.05652361111111","7.35652361111111","14405"
"","MGDG(15:0_21:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(15:0_21:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(15:0_21:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(15:0_21:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(15:0_21:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(15:0_21:0)+Na","809.6114","567.3868","483.2929","243.084","11.3531472222222","11.6531472222222","7081"
"","MGDG(15:0_22:3)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(15:0_22:3)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(15:0_22:3)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(15:0_22:3)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(15:0_22:3)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(15:0_22:3)+Na","817.5801","575.3555","483.2929","243.084","5.10978484848485","5.40978484848485","13852"
"","MGDG(15:0_22:3)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(15:0_22:3)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(15:0_22:3)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(15:0_22:3)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(15:0_22:3)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(15:0_22:3)+Na","817.5801","575.3555","483.2929","243.084","4.88551818181818","5.18551818181818","16128"
"","MGDG(15:0_25:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(15:0_25:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(15:0_25:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(15:0_25:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(15:0_25:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(15:0_25:0)+Na","865.674","623.4494","483.2929","243.084","13.1475986111111","13.4475986111111","9490"
"","MGDG(15:1_18:3)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(15:1_18:3)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(15:1_18:3)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(15:1_18:3)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(15:1_18:3)+Na",0,0,0,0,"0.463593939393939","0.763593939393939","19070","","MGDG(15:1_18:3)+Na","759.5018","519.2929","481.2772","243.084","0.463593939393939","0.763593939393939","19070"
"","MGDG(15:1_19:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(15:1_19:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(15:1_19:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(15:1_19:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(15:1_19:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(15:1_19:0)+Na","779.5644","539.3555","481.2772","243.084","8.01050416666666","8.31050416666666","1754"
"","MGDG(15:1_19:0)+Na",0,0,0,0,"6.19819166666667","6.49819166666667","2444","","MGDG(15:1_19:0)+Na",0,0,0,0,"6.19819166666667","6.49819166666667","2444","","MGDG(15:1_19:0)+Na",0,0,0,0,"6.19819166666667","6.49819166666667","2444","","MGDG(15:1_19:0)+Na",0,0,0,0,"6.19819166666667","6.49819166666667","2444","","MGDG(15:1_19:0)+Na",0,0,0,0,"6.19819166666667","6.49819166666667","2444","","MGDG(15:1_19:0)+Na","779.5644","539.3555","481.2772","243.084","6.19819166666667","6.49819166666667","2444"
"","MGDG(15:1_19:0)+Na",0,0,0,0,"6.208675","6.508675","17176","","MGDG(15:1_19:0)+Na",0,0,0,0,"6.208675","6.508675","17176","","MGDG(15:1_19:0)+Na",0,0,0,0,"6.208675","6.508675","17176","","MGDG(15:1_19:0)+Na",0,0,0,0,"6.208675","6.508675","17176","","MGDG(15:1_19:0)+Na",0,0,0,0,"6.208675","6.508675","17176","","MGDG(15:1_19:0)+Na","779.5644","539.3555","481.2772","243.084","6.208675","6.508675","17176"
"","MGDG(15:1_20:3)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(15:1_20:3)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(15:1_20:3)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(15:1_20:3)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(15:1_20:3)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(15:1_20:3)+Na","787.5331","547.3242","481.2772","243.084","7.05652361111111","7.35652361111111","14405"
"","MGDG(15:1_22:2)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(15:1_22:2)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(15:1_22:2)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(15:1_22:2)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(15:1_22:2)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(15:1_22:2)+Na","817.58","577.3711","481.2772","243.084","5.10978484848485","5.40978484848485","13852"
"","MGDG(15:1_22:2)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(15:1_22:2)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(15:1_22:2)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(15:1_22:2)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(15:1_22:2)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(15:1_22:2)+Na","817.58","577.3711","481.2772","243.084","4.88551818181818","5.18551818181818","16128"
"","MGDG(16:0_18:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(16:0_18:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(16:0_18:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(16:0_18:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(16:0_18:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(16:0_18:1)+Na","779.5644","523.3242","497.3085","243.084","8.01050416666666","8.31050416666666","1754"
"","MGDG(16:0_18:1)+Na",0,0,0,0,"6.19819166666667","6.49819166666667","2444","","MGDG(16:0_18:1)+Na",0,0,0,0,"6.19819166666667","6.49819166666667","2444","","MGDG(16:0_18:1)+Na",0,0,0,0,"6.19819166666667","6.49819166666667","2444","","MGDG(16:0_18:1)+Na",0,0,0,0,"6.19819166666667","6.49819166666667","2444","","MGDG(16:0_18:1)+Na",0,0,0,0,"6.19819166666667","6.49819166666667","2444","","MGDG(16:0_18:1)+Na","779.5644","523.3242","497.3085","243.084","6.19819166666667","6.49819166666667","2444"
"","MGDG(16:0_18:1)+Na",0,0,0,0,"6.208675","6.508675","17176","","MGDG(16:0_18:1)+Na",0,0,0,0,"6.208675","6.508675","17176","","MGDG(16:0_18:1)+Na",0,0,0,0,"6.208675","6.508675","17176","","MGDG(16:0_18:1)+Na",0,0,0,0,"6.208675","6.508675","17176","","MGDG(16:0_18:1)+Na",0,0,0,0,"6.208675","6.508675","17176","","MGDG(16:0_18:1)+Na","779.5644","523.3242","497.3085","243.084","6.208675","6.508675","17176"
"","MGDG(16:0_18:2)+Na",0,0,0,0,"6.414625","6.714625","3530","","MGDG(16:0_18:2)+Na",0,0,0,0,"6.414625","6.714625","3530","","MGDG(16:0_18:2)+Na",0,0,0,0,"6.414625","6.714625","3530","","MGDG(16:0_18:2)+Na",0,0,0,0,"6.414625","6.714625","3530","","MGDG(16:0_18:2)+Na",0,0,0,0,"6.414625","6.714625","3530","","MGDG(16:0_18:2)+Na","777.5487","521.3085","497.3085","243.084","6.414625","6.714625","3530"
"","MGDG(16:0_20:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(16:0_20:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(16:0_20:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(16:0_20:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(16:0_20:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(16:0_20:0)+Na","809.6113","553.3711","497.3085","243.084","11.3531472222222","11.6531472222222","7081"
"","MGDG(16:0_20:3)+Na",0,0,0,0,"7.23601666666667","7.53601666666667","15198","","MGDG(16:0_20:3)+Na",0,0,0,0,"7.23601666666667","7.53601666666667","15198","","MGDG(16:0_20:3)+Na",0,0,0,0,"7.23601666666667","7.53601666666667","15198","","MGDG(16:0_20:3)+Na",0,0,0,0,"7.23601666666667","7.53601666666667","15198","","MGDG(16:0_20:3)+Na",0,0,0,0,"7.23601666666667","7.53601666666667","15198","","MGDG(16:0_20:3)+Na","803.5644","547.3242","497.3085","243.084","7.23601666666667","7.53601666666667","15198"
"","MGDG(16:0_20:3)+Na",0,0,0,0,"6.71725","7.01725","15234","","MGDG(16:0_20:3)+Na",0,0,0,0,"6.71725","7.01725","15234","","MGDG(16:0_20:3)+Na",0,0,0,0,"6.71725","7.01725","15234","","MGDG(16:0_20:3)+Na",0,0,0,0,"6.71725","7.01725","15234","","MGDG(16:0_20:3)+Na",0,0,0,0,"6.71725","7.01725","15234","","MGDG(16:0_20:3)+Na","803.5644","547.3242","497.3085","243.084","6.71725","7.01725","15234"
"","MGDG(16:0_20:4)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(16:0_20:4)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(16:0_20:4)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(16:0_20:4)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(16:0_20:4)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(16:0_20:4)+Na","801.5487","545.3085","497.3085","243.084","2.95733888888889","3.25733888888889","3577"
"","MGDG(16:0_20:5)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(16:0_20:5)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(16:0_20:5)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(16:0_20:5)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(16:0_20:5)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(16:0_20:5)+Na","799.5331","543.2929","497.3085","243.084","5.37886212121212","5.67886212121212","10322"
"","MGDG(16:0_22:5)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(16:0_22:5)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(16:0_22:5)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(16:0_22:5)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(16:0_22:5)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(16:0_22:5)+Na","827.5644","571.3242","497.3085","243.084","7.040325","7.340325","18367"
"","MGDG(16:0_24:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(16:0_24:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(16:0_24:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(16:0_24:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(16:0_24:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(16:0_24:0)+Na","865.6739","609.4337","497.3085","243.084","13.1475986111111","13.4475986111111","9490"
"","MGDG(16:1_18:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(16:1_18:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(16:1_18:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(16:1_18:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(16:1_18:0)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(16:1_18:0)+Na","779.5644","525.3398","495.2929","243.084","8.01050416666666","8.31050416666666","1754"
"","MGDG(16:1_18:0)+Na",0,0,0,0,"6.19819166666667","6.49819166666667","2444","","MGDG(16:1_18:0)+Na",0,0,0,0,"6.19819166666667","6.49819166666667","2444","","MGDG(16:1_18:0)+Na",0,0,0,0,"6.19819166666667","6.49819166666667","2444","","MGDG(16:1_18:0)+Na",0,0,0,0,"6.19819166666667","6.49819166666667","2444","","MGDG(16:1_18:0)+Na",0,0,0,0,"6.19819166666667","6.49819166666667","2444","","MGDG(16:1_18:0)+Na","779.5644","525.3398","495.2929","243.084","6.19819166666667","6.49819166666667","2444"
"","MGDG(16:1_18:0)+Na",0,0,0,0,"6.208675","6.508675","17176","","MGDG(16:1_18:0)+Na",0,0,0,0,"6.208675","6.508675","17176","","MGDG(16:1_18:0)+Na",0,0,0,0,"6.208675","6.508675","17176","","MGDG(16:1_18:0)+Na",0,0,0,0,"6.208675","6.508675","17176","","MGDG(16:1_18:0)+Na",0,0,0,0,"6.208675","6.508675","17176","","MGDG(16:1_18:0)+Na","779.5644","525.3398","495.2929","243.084","6.208675","6.508675","17176"
"","MGDG(16:1_18:1)+Na",0,0,0,0,"6.414625","6.714625","3530","","MGDG(16:1_18:1)+Na",0,0,0,0,"6.414625","6.714625","3530","","MGDG(16:1_18:1)+Na",0,0,0,0,"6.414625","6.714625","3530","","MGDG(16:1_18:1)+Na",0,0,0,0,"6.414625","6.714625","3530","","MGDG(16:1_18:1)+Na",0,0,0,0,"6.414625","6.714625","3530","","MGDG(16:1_18:1)+Na","777.5488","523.3242","495.2929","243.084","6.414625","6.714625","3530"
"","MGDG(16:1_20:2)+Na",0,0,0,0,"7.23601666666667","7.53601666666667","15198","","MGDG(16:1_20:2)+Na",0,0,0,0,"7.23601666666667","7.53601666666667","15198","","MGDG(16:1_20:2)+Na",0,0,0,0,"7.23601666666667","7.53601666666667","15198","","MGDG(16:1_20:2)+Na",0,0,0,0,"7.23601666666667","7.53601666666667","15198","","MGDG(16:1_20:2)+Na",0,0,0,0,"7.23601666666667","7.53601666666667","15198","","MGDG(16:1_20:2)+Na","803.5644","549.3398","495.2929","243.084","7.23601666666667","7.53601666666667","15198"
"","MGDG(16:1_20:2)+Na",0,0,0,0,"6.71725","7.01725","15234","","MGDG(16:1_20:2)+Na",0,0,0,0,"6.71725","7.01725","15234","","MGDG(16:1_20:2)+Na",0,0,0,0,"6.71725","7.01725","15234","","MGDG(16:1_20:2)+Na",0,0,0,0,"6.71725","7.01725","15234","","MGDG(16:1_20:2)+Na",0,0,0,0,"6.71725","7.01725","15234","","MGDG(16:1_20:2)+Na","803.5644","549.3398","495.2929","243.084","6.71725","7.01725","15234"
"","MGDG(16:1_20:3)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(16:1_20:3)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(16:1_20:3)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(16:1_20:3)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(16:1_20:3)+Na",0,0,0,0,"2.95733888888889","3.25733888888889","3577","","MGDG(16:1_20:3)+Na","801.5488","547.3242","495.2929","243.084","2.95733888888889","3.25733888888889","3577"
"","MGDG(16:1_20:4)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(16:1_20:4)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(16:1_20:4)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(16:1_20:4)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(16:1_20:4)+Na",0,0,0,0,"5.37886212121212","5.67886212121212","10322","","MGDG(16:1_20:4)+Na","799.5331","545.3085","495.2929","243.084","5.37886212121212","5.67886212121212","10322"
"","MGDG(16:1_22:4)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(16:1_22:4)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(16:1_22:4)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(16:1_22:4)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(16:1_22:4)+Na",0,0,0,0,"7.040325","7.340325","18367","","MGDG(16:1_22:4)+Na","827.5644","573.3398","495.2929","243.084","7.040325","7.340325","18367"
"","MGDG(16:1_24:1)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(16:1_24:1)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(16:1_24:1)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(16:1_24:1)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(16:1_24:1)+Na",0,0,0,0,"12.1984151515151","12.4984151515151","9062","","MGDG(16:1_24:1)+Na","861.6427","607.4181","495.2929","243.084","12.1984151515151","12.4984151515151","9062"
"","MGDG(17:0_17:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(17:0_17:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(17:0_17:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(17:0_17:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(17:0_17:1)+Na",0,0,0,0,"8.01050416666666","8.31050416666666","1754","","MGDG(17:0_17:1)+Na","779.5644","509.3085","511.3242","243.084","8.01050416666666","8.31050416666666","1754"
"","MGDG(17:0_17:1)+Na",0,0,0,0,"6.19819166666667","6.49819166666667","2444","","MGDG(17:0_17:1)+Na",0,0,0,0,"6.19819166666667","6.49819166666667","2444","","MGDG(17:0_17:1)+Na",0,0,0,0,"6.19819166666667","6.49819166666667","2444","","MGDG(17:0_17:1)+Na",0,0,0,0,"6.19819166666667","6.49819166666667","2444","","MGDG(17:0_17:1)+Na",0,0,0,0,"6.19819166666667","6.49819166666667","2444","","MGDG(17:0_17:1)+Na","779.5644","509.3085","511.3242","243.084","6.19819166666667","6.49819166666667","2444"
"","MGDG(17:0_17:1)+Na",0,0,0,0,"6.208675","6.508675","17176","","MGDG(17:0_17:1)+Na",0,0,0,0,"6.208675","6.508675","17176","","MGDG(17:0_17:1)+Na",0,0,0,0,"6.208675","6.508675","17176","","MGDG(17:0_17:1)+Na",0,0,0,0,"6.208675","6.508675","17176","","MGDG(17:0_17:1)+Na",0,0,0,0,"6.208675","6.508675","17176","","MGDG(17:0_17:1)+Na","779.5644","509.3085","511.3242","243.084","6.208675","6.508675","17176"
"","MGDG(17:0_17:2)+Na",0,0,0,0,"6.414625","6.714625","3530","","MGDG(17:0_17:2)+Na",0,0,0,0,"6.414625","6.714625","3530","","MGDG(17:0_17:2)+Na",0,0,0,0,"6.414625","6.714625","3530","","MGDG(17:0_17:2)+Na",0,0,0,0,"6.414625","6.714625","3530","","MGDG(17:0_17:2)+Na",0,0,0,0,"6.414625","6.714625","3530","","MGDG(17:0_17:2)+Na","777.5488","507.2929","511.3242","243.084","6.414625","6.714625","3530"
"","MGDG(17:0_18:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:0_18:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:0_18:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:0_18:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:0_18:4)+Na",0,0,0,0,"7.05652361111111","7.35652361111111","14405","","MGDG(17:0_18:4)+Na","787.5331","517.2772","511.3242","243.084","7.05652361111111","7.35652361111111","14405"
"","MGDG(17:0_19:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(17:0_19:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(17:0_19:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(17:0_19:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(17:0_19:0)+Na",0,0,0,0,"11.3531472222222","11.6531472222222","7081","","MGDG(17:0_19:0)+Na","809.6114","539.3555","511.3242","243.084","11.3531472222222","11.6531472222222","7081"
"","MGDG(17:0_20:3)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:0_20:3)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:0_20:3)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:0_20:3)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:0_20:3)+Na",0,0,0,0,"5.10978484848485","5.40978484848485","13852","","MGDG(17:0_20:3)+Na","817.5801","547.3242","511.3242","243.084","5.10978484848485","5.40978484848485","13852"
"","MGDG(17:0_20:3)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(17:0_20:3)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(17:0_20:3)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(17:0_20:3)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(17:0_20:3)+Na",0,0,0,0,"4.88551818181818","5.18551818181818","16128","","MGDG(17:0_20:3)+Na","817.5801","547.3242","511.3242","243.084","4.88551818181818","5.18551818181818","16128"
"","MGDG(17:0_22:4)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(17:0_22:4)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(17:0_22:4)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(17:0_22:4)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(17:0_22:4)+Na",0,0,0,0,"5.47874305555556","5.77874305555556","14805","","MGDG(17:0_22:4)+Na","843.5957","573.3398","511.3242","243.084","5.47874305555556","5.77874305555556","14805"
"","MGDG(17:0_22:4)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(17:0_22:4)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(17:0_22:4)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(17:0_22:4)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(17:0_22:4)+Na",0,0,0,0,"4.70899861111111","5.00899861111111","16408","","MGDG(17:0_22:4)+Na","843.5957","573.3398","511.3242","243.084","4.70899861111111","5.00899861111111","16408"
"","MGDG(17:0_23:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(17:0_23:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(17:0_23:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(17:0_23:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(17:0_23:0)+Na",0,0,0,0,"13.1475986111111","13.4475986111111","9490","","MGDG(17:0_23:0)+Na","865.674","595.4181","511.3242","243.084","13.1475986111111","13.4475986111111","9490"
"","MGDG(17:0_26:0)+Na",0,0,0,0,"13.6992416666667","13.9992416666667","5187","","MGDG(17:0_26:0)+Na",0,0,0,0,"13.6992416666667","13.9992416666667","5187","","MGDG(17:0_26:0)+Na",0,0,0,0,"13.6992416666667","13.9992416666667","5187","","MGDG(17:0_26:0)+Na",0,0,0,0,"13.6992416666667","13.9992416666667","5187","","MGDG(17:0_26:0)+Na",0,0,0,0,"13.6992416666667","13.9992416666667","5187","","MGDG(17:0_26:0)+Na","907.7209","637.465","511.3242","243.084","13.6992416666667","13.9992416666667","5187"
"","MGDG(17:0_26:0)+Na",0,0,0,0,"12.269875","12.569875","12870","","MGDG(17:0_26:0)+Na",0,0,0,0,"12.269875","12.569875","12870","","MGDG(17:0_26:0)+Na",0,0,0,0,"12.269875","12.569875","12870","","MGDG(17:0_26:0)+Na",0,0,0,0,"12.269875","12.569875","12870","","MGDG(17:0_26:0)+Na",0,0,0,0,"12.269875","12.569875","12870","","MGDG(17:0_26:0)+Na","907.7209","637.465","511.3242","243.084","12.269875","12.569875","12870"
