"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Number of Scans","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Max Intensity","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Average m/z","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment"
"","Plasmenyl-PC(P-18:1/22:4)+H",0,0,0,0,0,0,0,0,0,0,"8.92593611111111","9.22593611111111","12247","","Plasmenyl-PC(P-18:1/22:4)+H",0,0,0,0,0,0,0,0,0,0,"8.92593611111111","9.22593611111111","12247","","Plasmenyl-PC(P-18:1/22:4)+H",0,0,0,0,0,0,0,0,0,0,"8.92593611111111","9.22593611111111","12247","","Plasmenyl-PC(P-18:1/22:4)+H",0,0,0,0,0,0,0,0,0,0,"8.92593611111111","9.22593611111111","12247","","Plasmenyl-PC(P-18:1/22:4)+H",0,0,0,0,0,0,0,0,0,0,"8.92593611111111","9.22593611111111","12247","","Plasmenyl-PC(P-18:1/22:4)+H","820.6214976","637.5554576","554.3606326","495.2871326","506.3606176","488.3500576","572.37109","389.30503","315.2688","184.07332","8.92593611111111","9.22593611111111","12247"
"","Plasmenyl-PC(P-18:1/22:4)+H",0,0,0,0,0,0,0,0,0,0,"8.62192291666666","8.92192291666666","14391","","Plasmenyl-PC(P-18:1/22:4)+H",0,0,0,0,0,0,0,0,0,0,"8.62192291666666","8.92192291666666","14391","","Plasmenyl-PC(P-18:1/22:4)+H",0,0,0,0,0,0,0,0,0,0,"8.62192291666666","8.92192291666666","14391","","Plasmenyl-PC(P-18:1/22:4)+H",0,0,0,0,0,0,0,0,0,0,"8.62192291666666","8.92192291666666","14391","","Plasmenyl-PC(P-18:1/22:4)+H",0,0,0,0,0,0,0,0,0,0,"8.62192291666666","8.92192291666666","14391","","Plasmenyl-PC(P-18:1/22:4)+H","820.6214976","637.5554576","554.3606326","495.2871326","506.3606176","488.3500576","572.37109","389.30503","315.2688","184.07332","8.62192291666666","8.92192291666666","14391"
"","Plasmenyl-PC(P-18:1/22:5)+H",1,1,0,0,0,0,0,0,0,1,"6.58227083333333","6.88227083333333","285","","Plasmenyl-PC(P-18:1/22:5)+H",6.698848,6.698848,0,0,0,0,0,0,0,6.698848,"6.58227083333333","6.88227083333333","285","","Plasmenyl-PC(P-18:1/22:5)+H",2,1,0,0,0,0,0,0,0,2,"6.58227083333333","6.88227083333333","285","","Plasmenyl-PC(P-18:1/22:5)+H",543304.9,2761.178,0,0,0,0,0,0,0,5260954,"6.58227083333333","6.88227083333333","285","","Plasmenyl-PC(P-18:1/22:5)+H",818.60665,635.5417,0,0,0,0,0,0,0,184.0736,"6.58227083333333","6.88227083333333","285","","Plasmenyl-PC(P-18:1/22:5)+H","818.6058976","635.5398576","552.3450326","493.2715326","506.3606176","488.3500576","570.35549","387.28943","313.2532","184.07332","6.58227083333333","6.88227083333333","285"
"","Plasmenyl-PC(P-18:1/22:5)+H",1,1,0,0,1,0,0,0,0,1,"7.49127777777778","7.79127777777778","655","","Plasmenyl-PC(P-18:1/22:5)+H",7.65314,7.65314,0,0,7.65314,0,0,0,0,7.65314,"7.49127777777778","7.79127777777778","655","","Plasmenyl-PC(P-18:1/22:5)+H",1,1,0,0,1,0,0,0,0,1,"7.49127777777778","7.79127777777778","655","","Plasmenyl-PC(P-18:1/22:5)+H",374542.8,1404.808,0,0,3169.285,0,0,0,0,3291629,"7.49127777777778","7.79127777777778","655","","Plasmenyl-PC(P-18:1/22:5)+H",818.6066,635.5386,0,0,506.362,0,0,0,0,184.0735,"7.49127777777778","7.79127777777778","655","","Plasmenyl-PC(P-18:1/22:5)+H","818.6058976","635.5398576","552.3450326","493.2715326","506.3606176","488.3500576","570.35549","387.28943","313.2532","184.07332","7.49127777777778","7.79127777777778","655"
"","Plasmenyl-PC(P-18:1/22:5)+H",1,1,0,0,0,0,0,0,0,1,"8.0459625","8.3459625","729","","Plasmenyl-PC(P-18:1/22:5)+H",8.223536,8.223536,0,0,0,0,0,0,0,8.223536,"8.0459625","8.3459625","729","","Plasmenyl-PC(P-18:1/22:5)+H",1,1,0,0,0,0,0,0,0,1,"8.0459625","8.3459625","729","","Plasmenyl-PC(P-18:1/22:5)+H",424407.5,141653.7,0,0,0,0,0,0,0,16502.41,"8.0459625","8.3459625","729","","Plasmenyl-PC(P-18:1/22:5)+H",818.6049,635.5386,0,0,0,0,0,0,0,184.0738,"8.0459625","8.3459625","729","","Plasmenyl-PC(P-18:1/22:5)+H","818.6058976","635.5398576","552.3450326","493.2715326","506.3606176","488.3500576","570.35549","387.28943","313.2532","184.07332","8.0459625","8.3459625","729"
"","Plasmenyl-PC(P-18:1/22:5)+H",0,0,0,0,0,0,0,0,0,0,"6.22799305555556","6.52799305555556","1943","","Plasmenyl-PC(P-18:1/22:5)+H",0,0,0,0,0,0,0,0,0,0,"6.22799305555556","6.52799305555556","1943","","Plasmenyl-PC(P-18:1/22:5)+H",0,0,0,0,0,0,0,0,0,0,"6.22799305555556","6.52799305555556","1943","","Plasmenyl-PC(P-18:1/22:5)+H",0,0,0,0,0,0,0,0,0,0,"6.22799305555556","6.52799305555556","1943","","Plasmenyl-PC(P-18:1/22:5)+H",0,0,0,0,0,0,0,0,0,0,"6.22799305555556","6.52799305555556","1943","","Plasmenyl-PC(P-18:1/22:5)+H","818.6058976","635.5398576","552.3450326","493.2715326","506.3606176","488.3500576","570.35549","387.28943","313.2532","184.07332","6.22799305555556","6.52799305555556","1943"
"","Plasmenyl-PC(P-18:1/22:5)+H",1,0,0,0,0,0,0,0,0,1,"6.77690555555556","7.07690555555556","9107","","Plasmenyl-PC(P-18:1/22:5)+H",6.816227,0,0,0,0,0,0,0,0,6.816227,"6.77690555555556","7.07690555555556","9107","","Plasmenyl-PC(P-18:1/22:5)+H",1,0,0,0,0,0,0,0,0,1,"6.77690555555556","7.07690555555556","9107","","Plasmenyl-PC(P-18:1/22:5)+H",202462,0,0,0,0,0,0,0,0,1854485,"6.77690555555556","7.07690555555556","9107","","Plasmenyl-PC(P-18:1/22:5)+H",818.6065,0,0,0,0,0,0,0,0,184.0736,"6.77690555555556","7.07690555555556","9107","","Plasmenyl-PC(P-18:1/22:5)+H","818.6058976","635.5398576","552.3450326","493.2715326","506.3606176","488.3500576","570.35549","387.28943","313.2532","184.07332","6.77690555555556","7.07690555555556","9107"
"","Plasmenyl-PC(P-18:1/22:5)+H",0,0,0,0,0,0,0,0,0,0,"6.00494242424242","6.30494242424242","11481","","Plasmenyl-PC(P-18:1/22:5)+H",0,0,0,0,0,0,0,0,0,0,"6.00494242424242","6.30494242424242","11481","","Plasmenyl-PC(P-18:1/22:5)+H",0,0,0,0,0,0,0,0,0,0,"6.00494242424242","6.30494242424242","11481","","Plasmenyl-PC(P-18:1/22:5)+H",0,0,0,0,0,0,0,0,0,0,"6.00494242424242","6.30494242424242","11481","","Plasmenyl-PC(P-18:1/22:5)+H",0,0,0,0,0,0,0,0,0,0,"6.00494242424242","6.30494242424242","11481","","Plasmenyl-PC(P-18:1/22:5)+H","818.6058976","635.5398576","552.3450326","493.2715326","506.3606176","488.3500576","570.35549","387.28943","313.2532","184.07332","6.00494242424242","6.30494242424242","11481"
"","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"6.92280138888889","7.22280138888889","731","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"6.92280138888889","7.22280138888889","731","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"6.92280138888889","7.22280138888889","731","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"6.92280138888889","7.22280138888889","731","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"6.92280138888889","7.22280138888889","731","","Plasmenyl-PC(P-18:1/22:6)+H","816.5901976","633.5241576","550.3293326","491.2558326","506.3606176","488.3500576","568.33979","385.27373","311.2375","184.07332","6.92280138888889","7.22280138888889","731"
"","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"6.38865277777778","6.68865277777778","1412","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"6.38865277777778","6.68865277777778","1412","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"6.38865277777778","6.68865277777778","1412","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"6.38865277777778","6.68865277777778","1412","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"6.38865277777778","6.68865277777778","1412","","Plasmenyl-PC(P-18:1/22:6)+H","816.5901976","633.5241576","550.3293326","491.2558326","506.3606176","488.3500576","568.33979","385.27373","311.2375","184.07332","6.38865277777778","6.68865277777778","1412"
"","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"6.05635","6.35635","2866","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"6.05635","6.35635","2866","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"6.05635","6.35635","2866","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"6.05635","6.35635","2866","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"6.05635","6.35635","2866","","Plasmenyl-PC(P-18:1/22:6)+H","816.5901976","633.5241576","550.3293326","491.2558326","506.3606176","488.3500576","568.33979","385.27373","311.2375","184.07332","6.05635","6.35635","2866"
"","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"5.61779722222222","5.91779722222222","3016","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"5.61779722222222","5.91779722222222","3016","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"5.61779722222222","5.91779722222222","3016","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"5.61779722222222","5.91779722222222","3016","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"5.61779722222222","5.91779722222222","3016","","Plasmenyl-PC(P-18:1/22:6)+H","816.5901976","633.5241576","550.3293326","491.2558326","506.3606176","488.3500576","568.33979","385.27373","311.2375","184.07332","5.61779722222222","5.91779722222222","3016"
"","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"7.84603888888889","8.14603888888889","3220","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"7.84603888888889","8.14603888888889","3220","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"7.84603888888889","8.14603888888889","3220","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"7.84603888888889","8.14603888888889","3220","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"7.84603888888889","8.14603888888889","3220","","Plasmenyl-PC(P-18:1/22:6)+H","816.5901976","633.5241576","550.3293326","491.2558326","506.3606176","488.3500576","568.33979","385.27373","311.2375","184.07332","7.84603888888889","8.14603888888889","3220"
"","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"7.13495277777778","7.43495277777778","3241","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"7.13495277777778","7.43495277777778","3241","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"7.13495277777778","7.43495277777778","3241","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"7.13495277777778","7.43495277777778","3241","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"7.13495277777778","7.43495277777778","3241","","Plasmenyl-PC(P-18:1/22:6)+H","816.5901976","633.5241576","550.3293326","491.2558326","506.3606176","488.3500576","568.33979","385.27373","311.2375","184.07332","7.13495277777778","7.43495277777778","3241"
"","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"5.84362777777778","6.14362777777778","18849","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"5.84362777777778","6.14362777777778","18849","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"5.84362777777778","6.14362777777778","18849","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"5.84362777777778","6.14362777777778","18849","","Plasmenyl-PC(P-18:1/22:6)+H",0,0,0,0,0,0,0,0,0,0,"5.84362777777778","6.14362777777778","18849","","Plasmenyl-PC(P-18:1/22:6)+H","816.5901976","633.5241576","550.3293326","491.2558326","506.3606176","488.3500576","568.33979","385.27373","311.2375","184.07332","5.84362777777778","6.14362777777778","18849"
"","Plasmenyl-PC(P-18:1/23:0)+H",0,0,0,0,0,0,0,0,0,0,"10.9014777777778","11.2014777777778","19165","","Plasmenyl-PC(P-18:1/23:0)+H",0,0,0,0,0,0,0,0,0,0,"10.9014777777778","11.2014777777778","19165","","Plasmenyl-PC(P-18:1/23:0)+H",0,0,0,0,0,0,0,0,0,0,"10.9014777777778","11.2014777777778","19165","","Plasmenyl-PC(P-18:1/23:0)+H",0,0,0,0,0,0,0,0,0,0,"10.9014777777778","11.2014777777778","19165","","Plasmenyl-PC(P-18:1/23:0)+H",0,0,0,0,0,0,0,0,0,0,"10.9014777777778","11.2014777777778","19165","","Plasmenyl-PC(P-18:1/23:0)+H","842.6997976","659.6337576","576.4389326","517.3654326","506.3606176","488.3500576","594.44939","411.38333","337.3471","184.07332","10.9014777777778","11.2014777777778","19165"
"","Plasmenyl-PC(P-18:1/24:0)+H",0,0,0,0,0,0,0,0,0,0,"10.8621638888889","11.1621638888889","2132","","Plasmenyl-PC(P-18:1/24:0)+H",0,0,0,0,0,0,0,0,0,0,"10.8621638888889","11.1621638888889","2132","","Plasmenyl-PC(P-18:1/24:0)+H",0,0,0,0,0,0,0,0,0,0,"10.8621638888889","11.1621638888889","2132","","Plasmenyl-PC(P-18:1/24:0)+H",0,0,0,0,0,0,0,0,0,0,"10.8621638888889","11.1621638888889","2132","","Plasmenyl-PC(P-18:1/24:0)+H",0,0,0,0,0,0,0,0,0,0,"10.8621638888889","11.1621638888889","2132","","Plasmenyl-PC(P-18:1/24:0)+H","856.7153976","673.6493576","590.4545326","531.3810326","506.3606176","488.3500576","608.46499","425.39893","351.3627","184.07332","10.8621638888889","11.1621638888889","2132"
"","Plasmenyl-PC(P-18:1/24:1)+H",0,0,0,0,0,0,0,0,0,0,"10.4325819444444","10.7325819444444","1888","","Plasmenyl-PC(P-18:1/24:1)+H",0,0,0,0,0,0,0,0,0,0,"10.4325819444444","10.7325819444444","1888","","Plasmenyl-PC(P-18:1/24:1)+H",0,0,0,0,0,0,0,0,0,0,"10.4325819444444","10.7325819444444","1888","","Plasmenyl-PC(P-18:1/24:1)+H",0,0,0,0,0,0,0,0,0,0,"10.4325819444444","10.7325819444444","1888","","Plasmenyl-PC(P-18:1/24:1)+H",0,0,0,0,0,0,0,0,0,0,"10.4325819444444","10.7325819444444","1888","","Plasmenyl-PC(P-18:1/24:1)+H","854.6997976","671.6337576","588.4389326","529.3654326","506.3606176","488.3500576","606.44939","423.38333","349.3471","184.07332","10.4325819444444","10.7325819444444","1888"
"","Plasmenyl-PC(P-18:1/24:1)+H",0,0,0,0,0,0,0,0,0,0,"10.7057236111111","11.0057236111111","6360","","Plasmenyl-PC(P-18:1/24:1)+H",0,0,0,0,0,0,0,0,0,0,"10.7057236111111","11.0057236111111","6360","","Plasmenyl-PC(P-18:1/24:1)+H",0,0,0,0,0,0,0,0,0,0,"10.7057236111111","11.0057236111111","6360","","Plasmenyl-PC(P-18:1/24:1)+H",0,0,0,0,0,0,0,0,0,0,"10.7057236111111","11.0057236111111","6360","","Plasmenyl-PC(P-18:1/24:1)+H",0,0,0,0,0,0,0,0,0,0,"10.7057236111111","11.0057236111111","6360","","Plasmenyl-PC(P-18:1/24:1)+H","854.6997976","671.6337576","588.4389326","529.3654326","506.3606176","488.3500576","606.44939","423.38333","349.3471","184.07332","10.7057236111111","11.0057236111111","6360"
"","Plasmenyl-PC(P-20:0/10:0)+H",0,0,0,0,0,0,0,0,0,0,"6.54070833333333","6.84070833333333","1283","","Plasmenyl-PC(P-20:0/10:0)+H",0,0,0,0,0,0,0,0,0,0,"6.54070833333333","6.84070833333333","1283","","Plasmenyl-PC(P-20:0/10:0)+H",0,0,0,0,0,0,0,0,0,0,"6.54070833333333","6.84070833333333","1283","","Plasmenyl-PC(P-20:0/10:0)+H",0,0,0,0,0,0,0,0,0,0,"6.54070833333333","6.84070833333333","1283","","Plasmenyl-PC(P-20:0/10:0)+H",0,0,0,0,0,0,0,0,0,0,"6.54070833333333","6.84070833333333","1283","","Plasmenyl-PC(P-20:0/10:0)+H","690.5431976","507.4771576","394.2354326","335.1619326","536.4075176","518.3969576","412.24589","229.17983","155.1436","184.07332","6.54070833333333","6.84070833333333","1283"
"","Plasmenyl-PC(P-20:0/12:0)+H",1,0,0,0,0,0,0,0,0,1,"7.75862638888889","8.05862638888889","197","","Plasmenyl-PC(P-20:0/12:0)+H",7.872663,0,0,0,0,0,0,0,0,7.872663,"7.75862638888889","8.05862638888889","197","","Plasmenyl-PC(P-20:0/12:0)+H",2,0,0,0,0,0,0,0,0,2,"7.75862638888889","8.05862638888889","197","","Plasmenyl-PC(P-20:0/12:0)+H",740660.8,0,0,0,0,0,0,0,0,6397098,"7.75862638888889","8.05862638888889","197","","Plasmenyl-PC(P-20:0/12:0)+H",718.57525,0,0,0,0,0,0,0,0,184.07355,"7.75862638888889","8.05862638888889","197","","Plasmenyl-PC(P-20:0/12:0)+H","718.5744976","535.5084576","422.2667326","363.1932326","536.4075176","518.3969576","440.27719","257.21113","183.1749","184.07332","7.75862638888889","8.05862638888889","197"
"","Plasmenyl-PC(P-20:0/12:0)+H",1,1,0,0,0,0,0,0,0,1,"6.86943888888889","7.16943888888889","699","","Plasmenyl-PC(P-20:0/12:0)+H",7.144014,7.144014,0,0,0,0,0,0,0,7.144014,"6.86943888888889","7.16943888888889","699","","Plasmenyl-PC(P-20:0/12:0)+H",1,1,0,0,0,0,0,0,0,1,"6.86943888888889","7.16943888888889","699","","Plasmenyl-PC(P-20:0/12:0)+H",178567.1,1051.531,0,0,0,0,0,0,0,1337785,"6.86943888888889","7.16943888888889","699","","Plasmenyl-PC(P-20:0/12:0)+H",718.576,535.5106,0,0,0,0,0,0,0,184.0737,"6.86943888888889","7.16943888888889","699","","Plasmenyl-PC(P-20:0/12:0)+H","718.5744976","535.5084576","422.2667326","363.1932326","536.4075176","518.3969576","440.27719","257.21113","183.1749","184.07332","6.86943888888889","7.16943888888889","699"
"","Plasmenyl-PC(P-20:0/13:0)+H",0,0,0,0,0,0,0,0,0,0,"8.12406805555556","8.42406805555556","1753","","Plasmenyl-PC(P-20:0/13:0)+H",0,0,0,0,0,0,0,0,0,0,"8.12406805555556","8.42406805555556","1753","","Plasmenyl-PC(P-20:0/13:0)+H",0,0,0,0,0,0,0,0,0,0,"8.12406805555556","8.42406805555556","1753","","Plasmenyl-PC(P-20:0/13:0)+H",0,0,0,0,0,0,0,0,0,0,"8.12406805555556","8.42406805555556","1753","","Plasmenyl-PC(P-20:0/13:0)+H",0,0,0,0,0,0,0,0,0,0,"8.12406805555556","8.42406805555556","1753","","Plasmenyl-PC(P-20:0/13:0)+H","732.5901976","549.5241576","436.2824326","377.2089326","536.4075176","518.3969576","454.29289","271.22683","197.1906","184.07332","8.12406805555556","8.42406805555556","1753"
"","Plasmenyl-PC(P-20:0/13:0)+H",0,0,0,0,0,0,0,0,0,0,"9.3638375","9.6638375","11656","","Plasmenyl-PC(P-20:0/13:0)+H",0,0,0,0,0,0,0,0,0,0,"9.3638375","9.6638375","11656","","Plasmenyl-PC(P-20:0/13:0)+H",0,0,0,0,0,0,0,0,0,0,"9.3638375","9.6638375","11656","","Plasmenyl-PC(P-20:0/13:0)+H",0,0,0,0,0,0,0,0,0,0,"9.3638375","9.6638375","11656","","Plasmenyl-PC(P-20:0/13:0)+H",0,0,0,0,0,0,0,0,0,0,"9.3638375","9.6638375","11656","","Plasmenyl-PC(P-20:0/13:0)+H","732.5901976","549.5241576","436.2824326","377.2089326","536.4075176","518.3969576","454.29289","271.22683","197.1906","184.07332","9.3638375","9.6638375","11656"
"","Plasmenyl-PC(P-20:0/13:0)+H",0,0,0,0,0,0,0,0,0,0,"8.31044848484848","8.61044848484848","12846","","Plasmenyl-PC(P-20:0/13:0)+H",0,0,0,0,0,0,0,0,0,0,"8.31044848484848","8.61044848484848","12846","","Plasmenyl-PC(P-20:0/13:0)+H",0,0,0,0,0,0,0,0,0,0,"8.31044848484848","8.61044848484848","12846","","Plasmenyl-PC(P-20:0/13:0)+H",0,0,0,0,0,0,0,0,0,0,"8.31044848484848","8.61044848484848","12846","","Plasmenyl-PC(P-20:0/13:0)+H",0,0,0,0,0,0,0,0,0,0,"8.31044848484848","8.61044848484848","12846","","Plasmenyl-PC(P-20:0/13:0)+H","732.5901976","549.5241576","436.2824326","377.2089326","536.4075176","518.3969576","454.29289","271.22683","197.1906","184.07332","8.31044848484848","8.61044848484848","12846"
"","Plasmenyl-PC(P-20:0/14:0)+H",1,1,0,0,0,0,0,0,0,1,"7.97837916666667","8.27837916666667","130","","Plasmenyl-PC(P-20:0/14:0)+H",8.12022,8.12022,0,0,0,0,0,0,0,8.12022,"7.97837916666667","8.27837916666667","130","","Plasmenyl-PC(P-20:0/14:0)+H",2,2,0,0,0,0,0,0,0,2,"7.97837916666667","8.27837916666667","130","","Plasmenyl-PC(P-20:0/14:0)+H",2061740,15174.91,0,0,0,0,0,0,0,20057510,"7.97837916666667","8.27837916666667","130","","Plasmenyl-PC(P-20:0/14:0)+H",746.6059,563.54025,0,0,0,0,0,0,0,184.07335,"7.97837916666667","8.27837916666667","130","","Plasmenyl-PC(P-20:0/14:0)+H","746.6057976","563.5397576","450.2980326","391.2245326","536.4075176","518.3969576","468.30849","285.24243","211.2062","184.07332","7.97837916666667","8.27837916666667","130"
"","Plasmenyl-PC(P-20:0/14:0)+H",1,0,0,0,0,0,0,0,0,1,"8.86561944444444","9.16561944444444","2012","","Plasmenyl-PC(P-20:0/14:0)+H",8.923824,0,0,0,0,0,0,0,0,8.923824,"8.86561944444444","9.16561944444444","2012","","Plasmenyl-PC(P-20:0/14:0)+H",1,0,0,0,0,0,0,0,0,1,"8.86561944444444","9.16561944444444","2012","","Plasmenyl-PC(P-20:0/14:0)+H",5078.562,0,0,0,0,0,0,0,0,33444.68,"8.86561944444444","9.16561944444444","2012","","Plasmenyl-PC(P-20:0/14:0)+H",746.6073,0,0,0,0,0,0,0,0,184.0739,"8.86561944444444","9.16561944444444","2012","","Plasmenyl-PC(P-20:0/14:0)+H","746.6057976","563.5397576","450.2980326","391.2245326","536.4075176","518.3969576","468.30849","285.24243","211.2062","184.07332","8.86561944444444","9.16561944444444","2012"
"","Plasmenyl-PC(P-20:0/14:1)+H",1,1,0,0,0,0,0,0,0,1,"7.08499861111111","7.38499861111111","107","","Plasmenyl-PC(P-20:0/14:1)+H",7.230513,7.230513,0,0,0,0,0,0,0,7.230513,"7.08499861111111","7.38499861111111","107","","Plasmenyl-PC(P-20:0/14:1)+H",2,2,0,0,0,0,0,0,0,2,"7.08499861111111","7.38499861111111","107","","Plasmenyl-PC(P-20:0/14:1)+H",3348612,22286.13,0,0,0,0,0,0,0,33987040,"7.08499861111111","7.38499861111111","107","","Plasmenyl-PC(P-20:0/14:1)+H",744.5904,561.52435,0,0,0,0,0,0,0,184.07335,"7.08499861111111","7.38499861111111","107","","Plasmenyl-PC(P-20:0/14:1)+H","744.5901976","561.5241576","448.2824326","389.2089326","536.4075176","518.3969576","466.29289","283.22683","209.1906","184.07332","7.08499861111111","7.38499861111111","107"
"","Plasmenyl-PC(P-20:0/14:1)+H",1,0,0,0,0,0,0,0,0,1,"7.82195138888889","8.12195138888889","162","","Plasmenyl-PC(P-20:0/14:1)+H",8.027212,0,0,0,0,0,0,0,0,8.027212,"7.82195138888889","8.12195138888889","162","","Plasmenyl-PC(P-20:0/14:1)+H",4,0,0,0,0,0,0,0,0,4,"7.82195138888889","8.12195138888889","162","","Plasmenyl-PC(P-20:0/14:1)+H",877574.1,0,0,0,0,0,0,0,0,7966249,"7.82195138888889","8.12195138888889","162","","Plasmenyl-PC(P-20:0/14:1)+H",744.590575,0,0,0,0,0,0,0,0,184.073475,"7.82195138888889","8.12195138888889","162","","Plasmenyl-PC(P-20:0/14:1)+H","744.5901976","561.5241576","448.2824326","389.2089326","536.4075176","518.3969576","466.29289","283.22683","209.1906","184.07332","7.82195138888889","8.12195138888889","162"
"","Plasmenyl-PC(P-20:0/15:1)+H",0,0,0,0,0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PC(P-20:0/15:1)+H",0,0,0,0,0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PC(P-20:0/15:1)+H",0,0,0,0,0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PC(P-20:0/15:1)+H",0,0,0,0,0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PC(P-20:0/15:1)+H",0,0,0,0,0,0,0,0,0,0,"7.68438194444444","7.98438194444444","1523","","Plasmenyl-PC(P-20:0/15:1)+H","758.6057976","575.5397576","462.2980326","403.2245326","536.4075176","518.3969576","480.30849","297.24243","223.2062","184.07332","7.68438194444444","7.98438194444444","1523"
