"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Number of Scans","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Max Intensity","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Average m/z","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment"
"","Plasmenyl-PC(P-18:0/18:2)+H",1,1,0,0,1,0,0,0,0,1,"7.39550694444444","7.69550694444444","356","","Plasmenyl-PC(P-18:0/18:2)+H",7.546336,7.546336,0,0,7.546336,0,0,0,0,7.546336,"7.39550694444444","7.69550694444444","356","","Plasmenyl-PC(P-18:0/18:2)+H",1,1,0,0,1,0,0,0,0,1,"7.39550694444444","7.69550694444444","356","","Plasmenyl-PC(P-18:0/18:2)+H",802398.3,5609.828,0,0,1504.481,0,0,0,0,6390902,"7.39550694444444","7.69550694444444","356","","Plasmenyl-PC(P-18:0/18:2)+H",770.6066,587.5394,0,0,508.3774,0,0,0,0,184.0735,"7.39550694444444","7.69550694444444","356","","Plasmenyl-PC(P-18:0/18:2)+H","770.6057976","587.5397576","502.3293326","443.2558326","508.3762176","490.3656576","520.33979","337.27373","263.2375","184.07332","7.39550694444444","7.69550694444444","356"
"","Plasmenyl-PC(P-18:0/18:2)+H",0,0,0,0,0,0,0,0,0,0,"9.02175277777778","9.32175277777778","2983","","Plasmenyl-PC(P-18:0/18:2)+H",0,0,0,0,0,0,0,0,0,0,"9.02175277777778","9.32175277777778","2983","","Plasmenyl-PC(P-18:0/18:2)+H",0,0,0,0,0,0,0,0,0,0,"9.02175277777778","9.32175277777778","2983","","Plasmenyl-PC(P-18:0/18:2)+H",0,0,0,0,0,0,0,0,0,0,"9.02175277777778","9.32175277777778","2983","","Plasmenyl-PC(P-18:0/18:2)+H",0,0,0,0,0,0,0,0,0,0,"9.02175277777778","9.32175277777778","2983","","Plasmenyl-PC(P-18:0/18:2)+H","770.6057976","587.5397576","502.3293326","443.2558326","508.3762176","490.3656576","520.33979","337.27373","263.2375","184.07332","9.02175277777778","9.32175277777778","2983"
"","Plasmenyl-PC(P-18:0/18:3)+H",1,1,0,0,0,0,0,0,0,1,"6.89165555555555","7.19165555555555","61","","Plasmenyl-PC(P-18:0/18:3)+H",7.004563,7.004563,0,0,0,0,0,0,0,7.004563,"6.89165555555555","7.19165555555555","61","","Plasmenyl-PC(P-18:0/18:3)+H",2,2,0,0,0,0,0,0,0,2,"6.89165555555555","7.19165555555555","61","","Plasmenyl-PC(P-18:0/18:3)+H",4144052,25381.86,0,0,0,0,0,0,0,53689460,"6.89165555555555","7.19165555555555","61","","Plasmenyl-PC(P-18:0/18:3)+H",768.58975,585.524,0,0,0,0,0,0,0,184.07315,"6.89165555555555","7.19165555555555","61","","Plasmenyl-PC(P-18:0/18:3)+H","768.5901976","585.5241576","500.3137326","441.2402326","508.3762176","490.3656576","518.32419","335.25813","261.2219","184.07332","6.89165555555555","7.19165555555555","61"
"","Plasmenyl-PC(P-18:0/18:3)+H",0,0,0,0,0,0,0,0,0,0,"8.87606333333333","9.17606333333333","13488","","Plasmenyl-PC(P-18:0/18:3)+H",0,0,0,0,0,0,0,0,0,0,"8.87606333333333","9.17606333333333","13488","","Plasmenyl-PC(P-18:0/18:3)+H",0,0,0,0,0,0,0,0,0,0,"8.87606333333333","9.17606333333333","13488","","Plasmenyl-PC(P-18:0/18:3)+H",0,0,0,0,0,0,0,0,0,0,"8.87606333333333","9.17606333333333","13488","","Plasmenyl-PC(P-18:0/18:3)+H",0,0,0,0,0,0,0,0,0,0,"8.87606333333333","9.17606333333333","13488","","Plasmenyl-PC(P-18:0/18:3)+H","768.5901976","585.5241576","500.3137326","441.2402326","508.3762176","490.3656576","518.32419","335.25813","261.2219","184.07332","8.87606333333333","9.17606333333333","13488"
"","Plasmenyl-PC(P-18:0/18:4)+H",1,0,0,0,0,0,0,0,0,1,"6.66681805555556","6.96681805555556","87","","Plasmenyl-PC(P-18:0/18:4)+H",6.881677,0,0,0,0,0,0,0,0,6.881677,"6.66681805555556","6.96681805555556","87","","Plasmenyl-PC(P-18:0/18:4)+H",3,0,0,0,0,0,0,0,0,3,"6.66681805555556","6.96681805555556","87","","Plasmenyl-PC(P-18:0/18:4)+H",2451683,0,0,0,0,0,0,0,0,25854880,"6.66681805555556","6.96681805555556","87","","Plasmenyl-PC(P-18:0/18:4)+H",766.575033333333,0,0,0,0,0,0,0,0,184.073433333333,"6.66681805555556","6.96681805555556","87","","Plasmenyl-PC(P-18:0/18:4)+H","766.5744976","583.5084576","498.2980326","439.2245326","508.3762176","490.3656576","516.30849","333.24243","259.2062","184.07332","6.66681805555556","6.96681805555556","87"
"","Plasmenyl-PC(P-18:0/18:4)+H",1,0,0,0,0,0,0,0,0,1,"6.05374027777778","6.35374027777778","399","","Plasmenyl-PC(P-18:0/18:4)+H",6.158453,6.287297,0,0,0,0,0,0,0,6.158453,"6.05374027777778","6.35374027777778","399","","Plasmenyl-PC(P-18:0/18:4)+H",2,1,0,0,0,0,0,0,0,2,"6.05374027777778","6.35374027777778","399","","Plasmenyl-PC(P-18:0/18:4)+H",285138,883.1979,0,0,0,0,0,0,0,2477990,"6.05374027777778","6.35374027777778","399","","Plasmenyl-PC(P-18:0/18:4)+H",766.5757,583.5096,0,0,0,0,0,0,0,184.07365,"6.05374027777778","6.35374027777778","399","","Plasmenyl-PC(P-18:0/18:4)+H","766.5744976","583.5084576","498.2980326","439.2245326","508.3762176","490.3656576","516.30849","333.24243","259.2062","184.07332","6.05374027777778","6.35374027777778","399"
"","Plasmenyl-PC(P-18:0/18:4)+H",0,0,0,0,0,0,0,0,0,0,"5.28510972222222","5.58510972222222","13648","","Plasmenyl-PC(P-18:0/18:4)+H",0,0,0,0,0,0,0,0,0,0,"5.28510972222222","5.58510972222222","13648","","Plasmenyl-PC(P-18:0/18:4)+H",0,0,0,0,0,0,0,0,0,0,"5.28510972222222","5.58510972222222","13648","","Plasmenyl-PC(P-18:0/18:4)+H",0,0,0,0,0,0,0,0,0,0,"5.28510972222222","5.58510972222222","13648","","Plasmenyl-PC(P-18:0/18:4)+H",0,0,0,0,0,0,0,0,0,0,"5.28510972222222","5.58510972222222","13648","","Plasmenyl-PC(P-18:0/18:4)+H","766.5744976","583.5084576","498.2980326","439.2245326","508.3762176","490.3656576","516.30849","333.24243","259.2062","184.07332","5.28510972222222","5.58510972222222","13648"
"","Plasmenyl-PC(P-18:0/18:4)+H",0,0,0,0,0,0,0,0,0,0,"11.3031597222222","11.6031597222222","17410","","Plasmenyl-PC(P-18:0/18:4)+H",0,0,0,0,0,0,0,0,0,11.58103,"11.3031597222222","11.6031597222222","17410","","Plasmenyl-PC(P-18:0/18:4)+H",0,0,0,0,0,0,0,0,0,1,"11.3031597222222","11.6031597222222","17410","","Plasmenyl-PC(P-18:0/18:4)+H",0,0,0,0,0,0,0,0,0,890.3802,"11.3031597222222","11.6031597222222","17410","","Plasmenyl-PC(P-18:0/18:4)+H",0,0,0,0,0,0,0,0,0,184.0737,"11.3031597222222","11.6031597222222","17410","","Plasmenyl-PC(P-18:0/18:4)+H","766.5744976","583.5084576","498.2980326","439.2245326","508.3762176","490.3656576","516.30849","333.24243","259.2062","184.07332","11.3031597222222","11.6031597222222","17410"
"","Plasmenyl-PC(P-18:0/18:4)+H",0,0,0,0,0,0,0,0,0,0,"10.5030472222222","10.8030472222222","17446","","Plasmenyl-PC(P-18:0/18:4)+H",0,0,0,0,0,0,0,0,0,0,"10.5030472222222","10.8030472222222","17446","","Plasmenyl-PC(P-18:0/18:4)+H",0,0,0,0,0,0,0,0,0,0,"10.5030472222222","10.8030472222222","17446","","Plasmenyl-PC(P-18:0/18:4)+H",0,0,0,0,0,0,0,0,0,0,"10.5030472222222","10.8030472222222","17446","","Plasmenyl-PC(P-18:0/18:4)+H",0,0,0,0,0,0,0,0,0,0,"10.5030472222222","10.8030472222222","17446","","Plasmenyl-PC(P-18:0/18:4)+H","766.5744976","583.5084576","498.2980326","439.2245326","508.3762176","490.3656576","516.30849","333.24243","259.2062","184.07332","10.5030472222222","10.8030472222222","17446"
"","Plasmenyl-PC(P-18:0/20:1)+H",0,0,0,0,0,0,0,0,0,0,"9.30004444444444","9.60004444444444","9144","","Plasmenyl-PC(P-18:0/20:1)+H",0,0,0,0,0,0,0,0,0,0,"9.30004444444444","9.60004444444444","9144","","Plasmenyl-PC(P-18:0/20:1)+H",0,0,0,0,0,0,0,0,0,0,"9.30004444444444","9.60004444444444","9144","","Plasmenyl-PC(P-18:0/20:1)+H",0,0,0,0,0,0,0,0,0,0,"9.30004444444444","9.60004444444444","9144","","Plasmenyl-PC(P-18:0/20:1)+H",0,0,0,0,0,0,0,0,0,0,"9.30004444444444","9.60004444444444","9144","","Plasmenyl-PC(P-18:0/20:1)+H","800.6527976","617.5867576","532.3763326","473.3028326","508.3762176","490.3656576","550.38679","367.32073","293.2845","184.07332","9.30004444444444","9.60004444444444","9144"
"","Plasmenyl-PC(P-18:0/20:1)+H",0,0,0,0,0,0,0,0,0,0,"9.8981277777778","10.1981277777778","14517","","Plasmenyl-PC(P-18:0/20:1)+H",0,0,0,0,0,0,0,0,0,0,"9.8981277777778","10.1981277777778","14517","","Plasmenyl-PC(P-18:0/20:1)+H",0,0,0,0,0,0,0,0,0,0,"9.8981277777778","10.1981277777778","14517","","Plasmenyl-PC(P-18:0/20:1)+H",0,0,0,0,0,0,0,0,0,0,"9.8981277777778","10.1981277777778","14517","","Plasmenyl-PC(P-18:0/20:1)+H",0,0,0,0,0,0,0,0,0,0,"9.8981277777778","10.1981277777778","14517","","Plasmenyl-PC(P-18:0/20:1)+H","800.6527976","617.5867576","532.3763326","473.3028326","508.3762176","490.3656576","550.38679","367.32073","293.2845","184.07332","9.8981277777778","10.1981277777778","14517"
"","Plasmenyl-PC(P-18:0/20:2)+H",1,1,0,0,0,0,0,0,0,1,"8.51124583333333","8.81124583333333","490","","Plasmenyl-PC(P-18:0/20:2)+H",8.681438,8.681438,0,0,0,0,0,0,0,8.681438,"8.51124583333333","8.81124583333333","490","","Plasmenyl-PC(P-18:0/20:2)+H",2,1,0,0,0,0,0,0,0,2,"8.51124583333333","8.81124583333333","490","","Plasmenyl-PC(P-18:0/20:2)+H",592113.3,4127.36,0,0,0,0,0,0,0,4559305,"8.51124583333333","8.81124583333333","490","","Plasmenyl-PC(P-18:0/20:2)+H",798.63795,615.5729,0,0,0,0,0,0,0,184.07355,"8.51124583333333","8.81124583333333","490","","Plasmenyl-PC(P-18:0/20:2)+H","798.6370976","615.5710576","530.3606326","471.2871326","508.3762176","490.3656576","548.37109","365.30503","291.2688","184.07332","8.51124583333333","8.81124583333333","490"
"","Plasmenyl-PC(P-18:0/20:2)+H",0,0,0,0,0,0,0,0,0,0,"9.08602222222222","9.38602222222222","2295","","Plasmenyl-PC(P-18:0/20:2)+H",0,0,0,0,0,0,0,0,0,0,"9.08602222222222","9.38602222222222","2295","","Plasmenyl-PC(P-18:0/20:2)+H",0,0,0,0,0,0,0,0,0,0,"9.08602222222222","9.38602222222222","2295","","Plasmenyl-PC(P-18:0/20:2)+H",0,0,0,0,0,0,0,0,0,0,"9.08602222222222","9.38602222222222","2295","","Plasmenyl-PC(P-18:0/20:2)+H",0,0,0,0,0,0,0,0,0,0,"9.08602222222222","9.38602222222222","2295","","Plasmenyl-PC(P-18:0/20:2)+H","798.6370976","615.5710576","530.3606326","471.2871326","508.3762176","490.3656576","548.37109","365.30503","291.2688","184.07332","9.08602222222222","9.38602222222222","2295"
"","Plasmenyl-PC(P-18:0/20:3)+H",1,1,0,0,0,0,0,0,0,1,"8.0459625","8.3459625","96","","Plasmenyl-PC(P-18:0/20:3)+H",8.172438,8.172438,0,0,0,0,0,0,0,8.172438,"8.0459625","8.3459625","96","","Plasmenyl-PC(P-18:0/20:3)+H",2,2,0,0,0,0,0,0,0,2,"8.0459625","8.3459625","96","","Plasmenyl-PC(P-18:0/20:3)+H",2817405,15273.69,0,0,0,0,0,0,0,33681310,"8.0459625","8.3459625","96","","Plasmenyl-PC(P-18:0/20:3)+H",796.6213,613.55605,0,0,0,0,0,0,0,184.0733,"8.0459625","8.3459625","96","","Plasmenyl-PC(P-18:0/20:3)+H","796.6214976","613.5554576","528.3450326","469.2715326","508.3762176","490.3656576","546.35549","363.28943","289.2532","184.07332","8.0459625","8.3459625","96"
"","Plasmenyl-PC(P-18:0/20:3)+H",1,1,0,0,1,0,0,0,0,1,"7.71667083333333","8.01667083333333","250","","Plasmenyl-PC(P-18:0/20:3)+H",7.836845,7.836845,0,0,7.955347,0,0,0,0,7.836845,"7.71667083333333","8.01667083333333","250","","Plasmenyl-PC(P-18:0/20:3)+H",2,2,0,0,1,0,0,0,0,2,"7.71667083333333","8.01667083333333","250","","Plasmenyl-PC(P-18:0/20:3)+H",875588.2,5177.882,0,0,3489.424,0,0,0,0,7936750,"7.71667083333333","8.01667083333333","250","","Plasmenyl-PC(P-18:0/20:3)+H",796.62095,613.556,0,0,508.3769,0,0,0,0,184.0735,"7.71667083333333","8.01667083333333","250","","Plasmenyl-PC(P-18:0/20:3)+H","796.6214976","613.5554576","528.3450326","469.2715326","508.3762176","490.3656576","546.35549","363.28943","289.2532","184.07332","7.71667083333333","8.01667083333333","250"
"","Plasmenyl-PC(P-18:0/20:3)+H",1,1,1,0,1,0,0,0,0,1,"7.43683472222222","7.73683472222222","9096","","Plasmenyl-PC(P-18:0/20:3)+H",7.58709,7.58709,7.58709,0,7.58709,0,0,0,0,7.58709,"7.43683472222222","7.73683472222222","9096","","Plasmenyl-PC(P-18:0/20:3)+H",1,1,1,0,1,0,0,0,0,1,"7.43683472222222","7.73683472222222","9096","","Plasmenyl-PC(P-18:0/20:3)+H",578576.3,4079.293,1066.776,0,18246.02,0,0,0,0,5304493,"7.43683472222222","7.73683472222222","9096","","Plasmenyl-PC(P-18:0/20:3)+H",796.6222,613.5563,528.3454,0,508.3771,0,0,0,0,184.0735,"7.43683472222222","7.73683472222222","9096","","Plasmenyl-PC(P-18:0/20:3)+H","796.6214976","613.5554576","528.3450326","469.2715326","508.3762176","490.3656576","546.35549","363.28943","289.2532","184.07332","7.43683472222222","7.73683472222222","9096"
"","Plasmenyl-PC(P-18:0/20:3)+H",0,0,0,0,0,0,0,0,0,0,"9.16933055555555","9.46933055555555","12837","","Plasmenyl-PC(P-18:0/20:3)+H",0,0,0,0,0,0,0,0,0,0,"9.16933055555555","9.46933055555555","12837","","Plasmenyl-PC(P-18:0/20:3)+H",0,0,0,0,0,0,0,0,0,0,"9.16933055555555","9.46933055555555","12837","","Plasmenyl-PC(P-18:0/20:3)+H",0,0,0,0,0,0,0,0,0,0,"9.16933055555555","9.46933055555555","12837","","Plasmenyl-PC(P-18:0/20:3)+H",0,0,0,0,0,0,0,0,0,0,"9.16933055555555","9.46933055555555","12837","","Plasmenyl-PC(P-18:0/20:3)+H","796.6214976","613.5554576","528.3450326","469.2715326","508.3762176","490.3656576","546.35549","363.28943","289.2532","184.07332","9.16933055555555","9.46933055555555","12837"
"","Plasmenyl-PC(P-18:0/20:4)+H",1,1,1,0,1,1,0,0,0,1,"6.92280138888889","7.22280138888889","66","","Plasmenyl-PC(P-18:0/20:4)+H",7.040406,7.040406,7.040406,0,7.040406,7.164081,0,0,0,7.040406,"6.92280138888889","7.22280138888889","66","","Plasmenyl-PC(P-18:0/20:4)+H",2,2,2,0,2,2,0,0,0,2,"6.92280138888889","7.22280138888889","66","","Plasmenyl-PC(P-18:0/20:4)+H",3015261,14806.57,6173.603,0,54355.19,4977.405,0,0,0,40413590,"6.92280138888889","7.22280138888889","66","","Plasmenyl-PC(P-18:0/20:4)+H",794.60575,611.53845,526.3292,0,508.37655,490.36595,0,0,0,184.07325,"6.92280138888889","7.22280138888889","66","","Plasmenyl-PC(P-18:0/20:4)+H","794.6057976","611.5397576","526.3293326","467.2558326","508.3762176","490.3656576","544.33979","361.27373","287.2375","184.07332","6.92280138888889","7.22280138888889","66"
"","Plasmenyl-PC(P-18:0/20:4)+H",1,0,1,1,1,0,0,0,0,1,"7.84343888888889","8.14343888888889","163","","Plasmenyl-PC(P-18:0/20:4)+H",8.053236,0,8.053236,8.053236,8.053236,0,0,0,0,8.053236,"7.84343888888889","8.14343888888889","163","","Plasmenyl-PC(P-18:0/20:4)+H",2,0,2,2,2,0,0,0,0,2,"7.84343888888889","8.14343888888889","163","","Plasmenyl-PC(P-18:0/20:4)+H",1154727,0,84661.57,3545.06,39372.87,0,0,0,0,10001080,"7.84343888888889","8.14343888888889","163","","Plasmenyl-PC(P-18:0/20:4)+H",794.60645,0,526.32985,467.25635,508.3768,0,0,0,0,184.0735,"7.84343888888889","8.14343888888889","163","","Plasmenyl-PC(P-18:0/20:4)+H","794.6057976","611.5397576","526.3293326","467.2558326","508.3762176","490.3656576","544.33979","361.27373","287.2375","184.07332","7.84343888888889","8.14343888888889","163"
"","Plasmenyl-PC(P-18:0/20:4)+H",1,1,0,0,0,0,0,0,0,1,"7.49951805555555","7.79951805555555","430","","Plasmenyl-PC(P-18:0/20:4)+H",7.642763,7.642763,0,0,0,0,0,0,0,7.642763,"7.49951805555555","7.79951805555555","430","","Plasmenyl-PC(P-18:0/20:4)+H",1,1,0,0,0,0,0,0,0,1,"7.49951805555555","7.79951805555555","430","","Plasmenyl-PC(P-18:0/20:4)+H",654394.4,1200.61,0,0,0,0,0,0,0,5823134,"7.49951805555555","7.79951805555555","430","","Plasmenyl-PC(P-18:0/20:4)+H",794.6068,611.5414,0,0,0,0,0,0,0,184.0736,"7.49951805555555","7.79951805555555","430","","Plasmenyl-PC(P-18:0/20:4)+H","794.6057976","611.5397576","526.3293326","467.2558326","508.3762176","490.3656576","544.33979","361.27373","287.2375","184.07332","7.49951805555555","7.79951805555555","430"
"","Plasmenyl-PC(P-18:0/20:4)+H",0,0,0,0,0,0,0,0,0,0,"8.23639861111111","8.53639861111111","1196","","Plasmenyl-PC(P-18:0/20:4)+H",0,0,0,0,0,0,0,0,0,0,"8.23639861111111","8.53639861111111","1196","","Plasmenyl-PC(P-18:0/20:4)+H",0,0,0,0,0,0,0,0,0,0,"8.23639861111111","8.53639861111111","1196","","Plasmenyl-PC(P-18:0/20:4)+H",0,0,0,0,0,0,0,0,0,0,"8.23639861111111","8.53639861111111","1196","","Plasmenyl-PC(P-18:0/20:4)+H",0,0,0,0,0,0,0,0,0,0,"8.23639861111111","8.53639861111111","1196","","Plasmenyl-PC(P-18:0/20:4)+H","794.6057976","611.5397576","526.3293326","467.2558326","508.3762176","490.3656576","544.33979","361.27373","287.2375","184.07332","8.23639861111111","8.53639861111111","1196"
"","Plasmenyl-PC(P-18:0/20:5)+H",1,1,0,0,0,0,0,0,0,1,"6.73797361111111","7.03797361111111","186","","Plasmenyl-PC(P-18:0/20:5)+H",6.912878,6.912878,0,0,0,0,0,0,0,6.912878,"6.73797361111111","7.03797361111111","186","","Plasmenyl-PC(P-18:0/20:5)+H",2,1,0,0,0,0,0,0,0,2,"6.73797361111111","7.03797361111111","186","","Plasmenyl-PC(P-18:0/20:5)+H",1591671,1253.547,0,0,0,0,0,0,0,16657230,"6.73797361111111","7.03797361111111","186","","Plasmenyl-PC(P-18:0/20:5)+H",792.59095,609.5239,0,0,0,0,0,0,0,184.07345,"6.73797361111111","7.03797361111111","186","","Plasmenyl-PC(P-18:0/20:5)+H","792.5901976","609.5241576","524.3137326","465.2402326","508.3762176","490.3656576","542.32419","359.25813","285.2219","184.07332","6.73797361111111","7.03797361111111","186"
"","Plasmenyl-PC(P-18:0/20:5)+H",1,1,0,0,0,0,0,0,0,1,"6.52925277777778","6.82925277777778","269","","Plasmenyl-PC(P-18:0/20:5)+H",6.658233,6.658233,0,0,0,0,0,0,0,6.658233,"6.52925277777778","6.82925277777778","269","","Plasmenyl-PC(P-18:0/20:5)+H",2,1,0,0,0,0,0,0,0,2,"6.52925277777778","6.82925277777778","269","","Plasmenyl-PC(P-18:0/20:5)+H",794700.2,5690.432,0,0,0,0,0,0,0,7229446,"6.52925277777778","6.82925277777778","269","","Plasmenyl-PC(P-18:0/20:5)+H",792.59135,609.5258,0,0,0,0,0,0,0,184.0736,"6.52925277777778","6.82925277777778","269","","Plasmenyl-PC(P-18:0/20:5)+H","792.5901976","609.5241576","524.3137326","465.2402326","508.3762176","490.3656576","542.32419","359.25813","285.2219","184.07332","6.52925277777778","6.82925277777778","269"
"","Plasmenyl-PC(P-18:0/20:5)+H",0,0,0,0,0,0,0,0,0,0,"7.11096666666667","7.41096666666667","554","","Plasmenyl-PC(P-18:0/20:5)+H",0,0,0,0,0,0,0,0,0,0,"7.11096666666667","7.41096666666667","554","","Plasmenyl-PC(P-18:0/20:5)+H",0,0,0,0,0,0,0,0,0,0,"7.11096666666667","7.41096666666667","554","","Plasmenyl-PC(P-18:0/20:5)+H",0,0,0,0,0,0,0,0,0,0,"7.11096666666667","7.41096666666667","554","","Plasmenyl-PC(P-18:0/20:5)+H",0,0,0,0,0,0,0,0,0,0,"7.11096666666667","7.41096666666667","554","","Plasmenyl-PC(P-18:0/20:5)+H","792.5901976","609.5241576","524.3137326","465.2402326","508.3762176","490.3656576","542.32419","359.25813","285.2219","184.07332","7.11096666666667","7.41096666666667","554"
"","Plasmenyl-PC(P-18:0/20:5)+H",1,1,0,0,1,0,0,0,0,1,"6.09123194444444","6.39123194444444","581","","Plasmenyl-PC(P-18:0/20:5)+H",6.230666,6.230666,6.230666,0,6.230666,0,0,0,0,6.230666,"6.09123194444444","6.39123194444444","581","","Plasmenyl-PC(P-18:0/20:5)+H",2,1,1,0,1,0,0,0,0,2,"6.09123194444444","6.39123194444444","581","","Plasmenyl-PC(P-18:0/20:5)+H",315156,1245.014,886.848,0,7124.684,0,0,0,0,2967659,"6.09123194444444","6.39123194444444","581","","Plasmenyl-PC(P-18:0/20:5)+H",792.59115,609.5247,524.3137,0,508.3772,0,0,0,0,184.07365,"6.09123194444444","6.39123194444444","581","","Plasmenyl-PC(P-18:0/20:5)+H","792.5901976","609.5241576","524.3137326","465.2402326","508.3762176","490.3656576","542.32419","359.25813","285.2219","184.07332","6.09123194444444","6.39123194444444","581"
"","Plasmenyl-PC(P-18:0/20:5)+H",0,0,0,0,0,0,0,0,0,0,"8.05190138888889","8.35190138888889","1790","","Plasmenyl-PC(P-18:0/20:5)+H",0,0,0,0,0,0,0,0,0,0,"8.05190138888889","8.35190138888889","1790","","Plasmenyl-PC(P-18:0/20:5)+H",0,0,0,0,0,0,0,0,0,0,"8.05190138888889","8.35190138888889","1790","","Plasmenyl-PC(P-18:0/20:5)+H",0,0,0,0,0,0,0,0,0,0,"8.05190138888889","8.35190138888889","1790","","Plasmenyl-PC(P-18:0/20:5)+H",0,0,0,0,0,0,0,0,0,0,"8.05190138888889","8.35190138888889","1790","","Plasmenyl-PC(P-18:0/20:5)+H","792.5901976","609.5241576","524.3137326","465.2402326","508.3762176","490.3656576","542.32419","359.25813","285.2219","184.07332","8.05190138888889","8.35190138888889","1790"
"","Plasmenyl-PC(P-18:0/22:0)+H",0,0,0,0,0,0,0,0,0,0,"10.4422966666667","10.7422966666667","14591","","Plasmenyl-PC(P-18:0/22:0)+H",0,0,0,0,0,0,0,0,0,0,"10.4422966666667","10.7422966666667","14591","","Plasmenyl-PC(P-18:0/22:0)+H",0,0,0,0,0,0,0,0,0,0,"10.4422966666667","10.7422966666667","14591","","Plasmenyl-PC(P-18:0/22:0)+H",0,0,0,0,0,0,0,0,0,0,"10.4422966666667","10.7422966666667","14591","","Plasmenyl-PC(P-18:0/22:0)+H",0,0,0,0,0,0,0,0,0,0,"10.4422966666667","10.7422966666667","14591","","Plasmenyl-PC(P-18:0/22:0)+H","830.6996976","647.6336576","562.4232326","503.3497326","508.3762176","490.3656576","580.43369","397.36763","323.3314","184.07332","10.4422966666667","10.7422966666667","14591"
"","Plasmenyl-PC(P-18:0/22:1)+H",1,0,0,0,0,0,0,0,0,1,"10.24105","10.54105","1867","","Plasmenyl-PC(P-18:0/22:1)+H",10.43641,0,0,0,0,0,0,0,0,10.43641,"10.24105","10.54105","1867","","Plasmenyl-PC(P-18:0/22:1)+H",1,0,0,0,0,0,0,0,0,1,"10.24105","10.54105","1867","","Plasmenyl-PC(P-18:0/22:1)+H",56058.73,0,0,0,0,0,0,0,0,543065.3,"10.24105","10.54105","1867","","Plasmenyl-PC(P-18:0/22:1)+H",828.6855,0,0,0,0,0,0,0,0,184.0738,"10.24105","10.54105","1867","","Plasmenyl-PC(P-18:0/22:1)+H","828.6840976","645.6180576","560.4076326","501.3341326","508.3762176","490.3656576","578.41809","395.35203","321.3158","184.07332","10.24105","10.54105","1867"
"","Plasmenyl-PC(P-18:0/22:1)+H",0,0,0,0,0,0,0,0,0,0,"9.21344166666667","9.51344166666667","9453","","Plasmenyl-PC(P-18:0/22:1)+H",0,0,0,0,0,0,0,0,0,0,"9.21344166666667","9.51344166666667","9453","","Plasmenyl-PC(P-18:0/22:1)+H",0,0,0,0,0,0,0,0,0,0,"9.21344166666667","9.51344166666667","9453","","Plasmenyl-PC(P-18:0/22:1)+H",0,0,0,0,0,0,0,0,0,0,"9.21344166666667","9.51344166666667","9453","","Plasmenyl-PC(P-18:0/22:1)+H",0,0,0,0,0,0,0,0,0,0,"9.21344166666667","9.51344166666667","9453","","Plasmenyl-PC(P-18:0/22:1)+H","828.6840976","645.6180576","560.4076326","501.3341326","508.3762176","490.3656576","578.41809","395.35203","321.3158","184.07332","9.21344166666667","9.51344166666667","9453"
"","Plasmenyl-PC(P-18:0/22:1)+H",0,0,0,0,0,0,0,0,0,0,"10.6849651515152","10.9849651515152","14812","","Plasmenyl-PC(P-18:0/22:1)+H",0,0,0,0,0,0,0,0,0,0,"10.6849651515152","10.9849651515152","14812","","Plasmenyl-PC(P-18:0/22:1)+H",0,0,0,0,0,0,0,0,0,0,"10.6849651515152","10.9849651515152","14812","","Plasmenyl-PC(P-18:0/22:1)+H",0,0,0,0,0,0,0,0,0,0,"10.6849651515152","10.9849651515152","14812","","Plasmenyl-PC(P-18:0/22:1)+H",0,0,0,0,0,0,0,0,0,0,"10.6849651515152","10.9849651515152","14812","","Plasmenyl-PC(P-18:0/22:1)+H","828.6840976","645.6180576","560.4076326","501.3341326","508.3762176","490.3656576","578.41809","395.35203","321.3158","184.07332","10.6849651515152","10.9849651515152","14812"
