"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer_NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","RT at Max Intensity","Cer_NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Number of Scans","Cer_NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Max Intensity","Cer_NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Average m/z","Cer_NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer_NDS","[M+H]+","[M-H2O+H]+","[M-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment"
"","Cer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,"9.37231111111111","9.67231111111111","3088","","Cer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,"9.37231111111111","9.67231111111111","3088","","Cer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,"9.37231111111111","9.67231111111111","3088","","Cer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,"9.37231111111111","9.67231111111111","3088","","Cer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,"9.37231111111111","9.67231111111111","3088","","Cer_NDS(d17:0/23:2)+H","620.59705","602.58645","584.57595","270.27855","252.26805","350.34115","240.26805","9.37231111111111","9.67231111111111","3088"
"","Cer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,"8.9167875","9.2167875","8591","","Cer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,"8.9167875","9.2167875","8591","","Cer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,"8.9167875","9.2167875","8591","","Cer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,"8.9167875","9.2167875","8591","","Cer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,"8.9167875","9.2167875","8591","","Cer_NDS(d17:0/23:2)+H","620.59705","602.58645","584.57595","270.27855","252.26805","350.34115","240.26805","8.9167875","9.2167875","8591"
"","Cer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,"9.80264583333333","10.1026458333333","7039","","Cer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,"9.80264583333333","10.1026458333333","7039","","Cer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,"9.80264583333333","10.1026458333333","7039","","Cer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,"9.80264583333333","10.1026458333333","7039","","Cer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,"9.80264583333333","10.1026458333333","7039","","Cer_NDS(d17:0/23:3)+H","618.58145","600.57085","582.56035","270.27855","252.26805","348.32555","240.26805","9.80264583333333","10.1026458333333","7039"
"","Cer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,"8.55392777777778","8.85392777777778","10517","","Cer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,"8.55392777777778","8.85392777777778","10517","","Cer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,"8.55392777777778","8.85392777777778","10517","","Cer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,"8.55392777777778","8.85392777777778","10517","","Cer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,"8.55392777777778","8.85392777777778","10517","","Cer_NDS(d17:0/23:3)+H","618.58145","600.57085","582.56035","270.27855","252.26805","348.32555","240.26805","8.55392777777778","8.85392777777778","10517"
"","Cer_NDS(d17:0/23:4)+H",0,0,0,0,0,0,0,"9.49427638888889","9.79427638888889","10744","","Cer_NDS(d17:0/23:4)+H",0,0,0,0,0,0,0,"9.49427638888889","9.79427638888889","10744","","Cer_NDS(d17:0/23:4)+H",0,0,0,0,0,0,0,"9.49427638888889","9.79427638888889","10744","","Cer_NDS(d17:0/23:4)+H",0,0,0,0,0,0,0,"9.49427638888889","9.79427638888889","10744","","Cer_NDS(d17:0/23:4)+H",0,0,0,0,0,0,0,"9.49427638888889","9.79427638888889","10744","","Cer_NDS(d17:0/23:4)+H","616.56575","598.55515","580.54465","270.27855","252.26805","346.30995","240.26805","9.49427638888889","9.79427638888889","10744"
"","Cer_NDS(d17:0/23:4)+H",0,0,0,0,0,0,0,"9.49429027777778","9.79429027777778","13800","","Cer_NDS(d17:0/23:4)+H",0,0,0,0,0,0,0,"9.49429027777778","9.79429027777778","13800","","Cer_NDS(d17:0/23:4)+H",0,0,0,0,0,0,0,"9.49429027777778","9.79429027777778","13800","","Cer_NDS(d17:0/23:4)+H",0,0,0,0,0,0,0,"9.49429027777778","9.79429027777778","13800","","Cer_NDS(d17:0/23:4)+H",0,0,0,0,0,0,0,"9.49429027777778","9.79429027777778","13800","","Cer_NDS(d17:0/23:4)+H","616.56575","598.55515","580.54465","270.27855","252.26805","346.30995","240.26805","9.49429027777778","9.79429027777778","13800"
"","Cer_NDS(d17:0/24:0)+H",1,1,1,1,0,0,0,"11.1802430555556","11.4802430555556","1490","","Cer_NDS(d17:0/24:0)+H",11.35746,11.35746,11.35746,11.35746,11.35746,0,11.35746,"11.1802430555556","11.4802430555556","1490","","Cer_NDS(d17:0/24:0)+H",1,1,1,1,1,0,1,"11.1802430555556","11.4802430555556","1490","","Cer_NDS(d17:0/24:0)+H",78843.57,292982.3,11349.74,2263.111,557.8956,0,699.2505,"11.1802430555556","11.4802430555556","1490","","Cer_NDS(d17:0/24:0)+H",638.6458,620.6351,602.625,270.2795,252.2691,0,240.2691,"11.1802430555556","11.4802430555556","1490","","Cer_NDS(d17:0/24:0)+H","638.64405","620.63345","602.62285","270.27855","252.26805","368.38815","240.26805","11.1802430555556","11.4802430555556","1490"
"","Cer_NDS(d17:0/24:0)+H",0,0,0,0,0,0,0,"12.9819375","13.2819375","4455","","Cer_NDS(d17:0/24:0)+H",0,0,0,0,0,0,0,"12.9819375","13.2819375","4455","","Cer_NDS(d17:0/24:0)+H",0,0,0,0,0,0,0,"12.9819375","13.2819375","4455","","Cer_NDS(d17:0/24:0)+H",0,0,0,0,0,0,0,"12.9819375","13.2819375","4455","","Cer_NDS(d17:0/24:0)+H",0,0,0,0,0,0,0,"12.9819375","13.2819375","4455","","Cer_NDS(d17:0/24:0)+H","638.64405","620.63345","602.62285","270.27855","252.26805","368.38815","240.26805","12.9819375","13.2819375","4455"
"","Cer_NDS(d17:0/24:0)+H",0,0,0,0,0,0,0,"12.99535","13.29535","16085","","Cer_NDS(d17:0/24:0)+H",0,0,0,0,0,0,0,"12.99535","13.29535","16085","","Cer_NDS(d17:0/24:0)+H",0,0,0,0,0,0,0,"12.99535","13.29535","16085","","Cer_NDS(d17:0/24:0)+H",0,0,0,0,0,0,0,"12.99535","13.29535","16085","","Cer_NDS(d17:0/24:0)+H",0,0,0,0,0,0,0,"12.99535","13.29535","16085","","Cer_NDS(d17:0/24:0)+H","638.64405","620.63345","602.62285","270.27855","252.26805","368.38815","240.26805","12.99535","13.29535","16085"
"","Cer_NDS(d17:0/24:1)+H",1,1,1,0,1,0,0,"10.8764486111111","11.1764486111111","438","","Cer_NDS(d17:0/24:1)+H",10.98649,10.98649,10.98649,0,10.98649,0,0,"10.8764486111111","11.1764486111111","438","","Cer_NDS(d17:0/24:1)+H",1,2,2,0,2,0,0,"10.8764486111111","11.1764486111111","438","","Cer_NDS(d17:0/24:1)+H",2483.619,413020.9,93169.66,0,81668.16,0,0,"10.8764486111111","11.1764486111111","438","","Cer_NDS(d17:0/24:1)+H",636.6304,618.61985,600.60925,0,252.26905,0,0,"10.8764486111111","11.1764486111111","438","","Cer_NDS(d17:0/24:1)+H","636.62835","618.61775","600.60725","270.27855","252.26805","366.37245","240.26805","10.8764486111111","11.1764486111111","438"
"","Cer_NDS(d17:0/24:1)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","2314","","Cer_NDS(d17:0/24:1)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","2314","","Cer_NDS(d17:0/24:1)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","2314","","Cer_NDS(d17:0/24:1)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","2314","","Cer_NDS(d17:0/24:1)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","2314","","Cer_NDS(d17:0/24:1)+H","636.62835","618.61775","600.60725","270.27855","252.26805","366.37245","240.26805","10.6758791666667","10.9758791666667","2314"
"","Cer_NDS(d17:0/24:2)+H",0,1,1,0,1,0,0,"10.0310402777778","10.3310402777778","1142","","Cer_NDS(d17:0/24:2)+H",0,10.20027,10.20027,0,10.20027,0,0,"10.0310402777778","10.3310402777778","1142","","Cer_NDS(d17:0/24:2)+H",0,1,1,0,1,0,0,"10.0310402777778","10.3310402777778","1142","","Cer_NDS(d17:0/24:2)+H",0,170842.6,38676.83,0,1646.163,0,0,"10.0310402777778","10.3310402777778","1142","","Cer_NDS(d17:0/24:2)+H",0,616.6035,598.5928,0,252.2686,0,0,"10.0310402777778","10.3310402777778","1142","","Cer_NDS(d17:0/24:2)+H","634.61275","616.60215","598.59155","270.27855","252.26805","364.35685","240.26805","10.0310402777778","10.3310402777778","1142"
"","Cer_NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,"10.5078916666667","10.8078916666667","8255","","Cer_NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,"10.5078916666667","10.8078916666667","8255","","Cer_NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,"10.5078916666667","10.8078916666667","8255","","Cer_NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,"10.5078916666667","10.8078916666667","8255","","Cer_NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,"10.5078916666667","10.8078916666667","8255","","Cer_NDS(d17:0/24:2)+H","634.61275","616.60215","598.59155","270.27855","252.26805","364.35685","240.26805","10.5078916666667","10.8078916666667","8255"
"","Cer_NDS(d17:0/24:4)+H",0,0,0,0,0,0,0,"9.9613416666667","10.2613416666667","3167","","Cer_NDS(d17:0/24:4)+H",0,0,0,0,0,0,0,"9.9613416666667","10.2613416666667","3167","","Cer_NDS(d17:0/24:4)+H",0,0,0,0,0,0,0,"9.9613416666667","10.2613416666667","3167","","Cer_NDS(d17:0/24:4)+H",0,0,0,0,0,0,0,"9.9613416666667","10.2613416666667","3167","","Cer_NDS(d17:0/24:4)+H",0,0,0,0,0,0,0,"9.9613416666667","10.2613416666667","3167","","Cer_NDS(d17:0/24:4)+H","630.58145","612.57085","594.56035","270.27855","252.26805","360.32555","240.26805","9.9613416666667","10.2613416666667","3167"
"","Cer_NDS(d17:0/25:0)+H",1,1,1,0,0,0,1,"11.5915416666667","11.8915416666667","784","","Cer_NDS(d17:0/25:0)+H",11.73425,11.73425,11.73425,0,0,0,11.73425,"11.5915416666667","11.8915416666667","784","","Cer_NDS(d17:0/25:0)+H",1,1,1,0,0,0,1,"11.5915416666667","11.8915416666667","784","","Cer_NDS(d17:0/25:0)+H",199490.4,788380.4,30546.16,0,0,0,1223.526,"11.5915416666667","11.8915416666667","784","","Cer_NDS(d17:0/25:0)+H",652.6614,634.6508,616.6405,0,0,0,240.269,"11.5915416666667","11.8915416666667","784","","Cer_NDS(d17:0/25:0)+H","652.65965","634.64915","616.63855","270.27855","252.26805","382.40385","240.26805","11.5915416666667","11.8915416666667","784"
"","Cer_NDS(d17:0/25:1)+H",1,1,1,0,1,1,0,"11.3082560606061","11.6082560606061","148","","Cer_NDS(d17:0/25:1)+H",11.44406,11.44406,11.44406,0,11.44406,11.44406,0,"11.3082560606061","11.6082560606061","148","","Cer_NDS(d17:0/25:1)+H",3,3,3,0,3,1,0,"11.3082560606061","11.6082560606061","148","","Cer_NDS(d17:0/25:1)+H",15923.22,2796524,620834.2,0,917189.8,1326.392,0,"11.3082560606061","11.6082560606061","148","","Cer_NDS(d17:0/25:1)+H",650.645066666667,632.635033333333,614.6246,0,252.2689,380.3888,0,"11.3082560606061","11.6082560606061","148","","Cer_NDS(d17:0/25:1)+H","650.64405","632.63345","614.62285","270.27855","252.26805","380.38815","240.26805","11.3082560606061","11.6082560606061","148"
"","Cer_NDS(d17:0/25:1)+H",0,1,1,0,1,0,0,"11.140325","11.440325","1404","","Cer_NDS(d17:0/25:1)+H",11.31532,11.31532,11.31532,0,11.31532,0,0,"11.140325","11.440325","1404","","Cer_NDS(d17:0/25:1)+H",1,1,1,0,1,0,0,"11.140325","11.440325","1404","","Cer_NDS(d17:0/25:1)+H",734.6305,227217.7,49396.18,0,31911.03,0,0,"11.140325","11.440325","1404","","Cer_NDS(d17:0/25:1)+H",650.6444,632.6354,614.6249,0,252.269,0,0,"11.140325","11.440325","1404","","Cer_NDS(d17:0/25:1)+H","650.64405","632.63345","614.62285","270.27855","252.26805","380.38815","240.26805","11.140325","11.440325","1404"
"","Cer_NDS(d17:0/25:1)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","1832","","Cer_NDS(d17:0/25:1)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","1832","","Cer_NDS(d17:0/25:1)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","1832","","Cer_NDS(d17:0/25:1)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","1832","","Cer_NDS(d17:0/25:1)+H",0,0,0,0,0,0,0,"10.6758791666667","10.9758791666667","1832","","Cer_NDS(d17:0/25:1)+H","650.64405","632.63345","614.62285","270.27855","252.26805","380.38815","240.26805","10.6758791666667","10.9758791666667","1832"
"","Cer_NDS(d17:0/25:1)+H",0,0,0,0,0,0,0,"13.1762027777778","13.4762027777778","2269","","Cer_NDS(d17:0/25:1)+H",0,0,0,0,0,0,0,"13.1762027777778","13.4762027777778","2269","","Cer_NDS(d17:0/25:1)+H",0,0,0,0,0,0,0,"13.1762027777778","13.4762027777778","2269","","Cer_NDS(d17:0/25:1)+H",0,0,0,0,0,0,0,"13.1762027777778","13.4762027777778","2269","","Cer_NDS(d17:0/25:1)+H",0,0,0,0,0,0,0,"13.1762027777778","13.4762027777778","2269","","Cer_NDS(d17:0/25:1)+H","650.64405","632.63345","614.62285","270.27855","252.26805","380.38815","240.26805","13.1762027777778","13.4762027777778","2269"
"","Cer_NDS(d17:0/25:2)+H",0,1,1,0,1,1,0,"10.3596444444444","10.6596444444444","494","","Cer_NDS(d17:0/25:2)+H",0,10.46025,10.46025,0,10.46025,10.46025,0,"10.3596444444444","10.6596444444444","494","","Cer_NDS(d17:0/25:2)+H",0,2,2,0,2,1,0,"10.3596444444444","10.6596444444444","494","","Cer_NDS(d17:0/25:2)+H",0,334557.6,90379.96,0,73819.11,2314.523,0,"10.3596444444444","10.6596444444444","494","","Cer_NDS(d17:0/25:2)+H",0,630.6192,612.6087,0,252.2688,378.3731,0,"10.3596444444444","10.6596444444444","494","","Cer_NDS(d17:0/25:2)+H","648.62835","630.61775","612.60725","270.27855","252.26805","378.37245","240.26805","10.3596444444444","10.6596444444444","494"
"","Cer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,"9.9483513888889","10.2483513888889","4351","","Cer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,"9.9483513888889","10.2483513888889","4351","","Cer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,"9.9483513888889","10.2483513888889","4351","","Cer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,"9.9483513888889","10.2483513888889","4351","","Cer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,"9.9483513888889","10.2483513888889","4351","","Cer_NDS(d17:0/25:2)+H","648.62835","630.61775","612.60725","270.27855","252.26805","378.37245","240.26805","9.9483513888889","10.2483513888889","4351"
"","Cer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,"10.9531944444444","11.2531944444444","4405","","Cer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,"10.9531944444444","11.2531944444444","4405","","Cer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,"10.9531944444444","11.2531944444444","4405","","Cer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,"10.9531944444444","11.2531944444444","4405","","Cer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,"10.9531944444444","11.2531944444444","4405","","Cer_NDS(d17:0/25:2)+H","648.62835","630.61775","612.60725","270.27855","252.26805","378.37245","240.26805","10.9531944444444","11.2531944444444","4405"
"","Cer_NDS(d17:0/25:2)+H",0,1,1,0,1,1,0,"10.2047847222222","10.5047847222222","4758","","Cer_NDS(d17:0/25:2)+H",0,10.46025,10.46025,0,10.46025,10.46025,0,"10.2047847222222","10.5047847222222","4758","","Cer_NDS(d17:0/25:2)+H",0,1,1,0,1,1,0,"10.2047847222222","10.5047847222222","4758","","Cer_NDS(d17:0/25:2)+H",0,334557.6,90379.96,0,73819.11,2314.523,0,"10.2047847222222","10.5047847222222","4758","","Cer_NDS(d17:0/25:2)+H",0,630.6191,612.6087,0,252.2688,378.3731,0,"10.2047847222222","10.5047847222222","4758","","Cer_NDS(d17:0/25:2)+H","648.62835","630.61775","612.60725","270.27855","252.26805","378.37245","240.26805","10.2047847222222","10.5047847222222","4758"
"","Cer_NDS(d17:0/25:2)+H",1,1,1,0,1,0,0,"10.4972958333333","10.7972958333333","9098","","Cer_NDS(d17:0/25:2)+H",10.70582,10.70582,10.70582,0,10.57911,0,0,"10.4972958333333","10.7972958333333","9098","","Cer_NDS(d17:0/25:2)+H",1,2,2,0,2,0,0,"10.4972958333333","10.7972958333333","9098","","Cer_NDS(d17:0/25:2)+H",1106.167,394643,84226.8,0,35616.16,0,0,"10.4972958333333","10.7972958333333","9098","","Cer_NDS(d17:0/25:2)+H",648.6307,630.6197,612.60915,0,252.26895,0,0,"10.4972958333333","10.7972958333333","9098","","Cer_NDS(d17:0/25:2)+H","648.62835","630.61775","612.60725","270.27855","252.26805","378.37245","240.26805","10.4972958333333","10.7972958333333","9098"
"","Cer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,"9.628065","9.928065","15508","","Cer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,"9.628065","9.928065","15508","","Cer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,"9.628065","9.928065","15508","","Cer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,"9.628065","9.928065","15508","","Cer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,"9.628065","9.928065","15508","","Cer_NDS(d17:0/25:2)+H","648.62835","630.61775","612.60725","270.27855","252.26805","378.37245","240.26805","9.628065","9.928065","15508"
"","Cer_NDS(d17:0/25:3)+H",0,1,1,0,1,0,0,"9.4889875","9.7889875","1340","","Cer_NDS(d17:0/25:3)+H",0,9.655471,9.655471,0,9.655471,0,0,"9.4889875","9.7889875","1340","","Cer_NDS(d17:0/25:3)+H",0,1,1,0,1,0,0,"9.4889875","9.7889875","1340","","Cer_NDS(d17:0/25:3)+H",0,136597.3,35508.75,0,8181.07,0,0,"9.4889875","9.7889875","1340","","Cer_NDS(d17:0/25:3)+H",0,628.6038,610.5933,0,252.2689,0,0,"9.4889875","9.7889875","1340","","Cer_NDS(d17:0/25:3)+H","646.61275","628.60215","610.59155","270.27855","252.26805","376.35685","240.26805","9.4889875","9.7889875","1340"
"","Cer_NDS(d17:0/25:3)+H",0,0,0,0,0,0,0,"10.7468944444444","11.0468944444444","3439","","Cer_NDS(d17:0/25:3)+H",0,0,0,0,0,0,0,"10.7468944444444","11.0468944444444","3439","","Cer_NDS(d17:0/25:3)+H",0,0,0,0,0,0,0,"10.7468944444444","11.0468944444444","3439","","Cer_NDS(d17:0/25:3)+H",0,0,0,0,0,0,0,"10.7468944444444","11.0468944444444","3439","","Cer_NDS(d17:0/25:3)+H",0,0,0,0,0,0,0,"10.7468944444444","11.0468944444444","3439","","Cer_NDS(d17:0/25:3)+H","646.61275","628.60215","610.59155","270.27855","252.26805","376.35685","240.26805","10.7468944444444","11.0468944444444","3439"
"","Cer_NDS(d17:0/25:4)+H",1,0,0,0,0,0,0,"10.4680666666667","10.7680666666667","1380","","Cer_NDS(d17:0/25:4)+H",10.66874,0,0,0,0,0,0,"10.4680666666667","10.7680666666667","1380","","Cer_NDS(d17:0/25:4)+H",1,0,0,0,0,0,0,"10.4680666666667","10.7680666666667","1380","","Cer_NDS(d17:0/25:4)+H",256041.1,0,0,0,0,0,0,"10.4680666666667","10.7680666666667","1380","","Cer_NDS(d17:0/25:4)+H",644.597,0,0,0,0,0,0,"10.4680666666667","10.7680666666667","1380","","Cer_NDS(d17:0/25:4)+H","644.59705","626.58645","608.57595","270.27855","252.26805","374.34115","240.26805","10.4680666666667","10.7680666666667","1380"
"","Cer_NDS(d17:0/25:4)+H",0,0,0,0,0,0,0,"8.61473888888889","8.91473888888889","6757","","Cer_NDS(d17:0/25:4)+H",0,0,0,0,0,0,0,"8.61473888888889","8.91473888888889","6757","","Cer_NDS(d17:0/25:4)+H",0,0,0,0,0,0,0,"8.61473888888889","8.91473888888889","6757","","Cer_NDS(d17:0/25:4)+H",0,0,0,0,0,0,0,"8.61473888888889","8.91473888888889","6757","","Cer_NDS(d17:0/25:4)+H",0,0,0,0,0,0,0,"8.61473888888889","8.91473888888889","6757","","Cer_NDS(d17:0/25:4)+H","644.59705","626.58645","608.57595","270.27855","252.26805","374.34115","240.26805","8.61473888888889","8.91473888888889","6757"
"","Cer_NDS(d17:0/25:4)+H",0,0,0,0,0,0,0,"8.6131696969697","8.9131696969697","17447","","Cer_NDS(d17:0/25:4)+H",0,0,0,0,0,0,0,"8.6131696969697","8.9131696969697","17447","","Cer_NDS(d17:0/25:4)+H",0,0,0,0,0,0,0,"8.6131696969697","8.9131696969697","17447","","Cer_NDS(d17:0/25:4)+H",0,0,0,0,0,0,0,"8.6131696969697","8.9131696969697","17447","","Cer_NDS(d17:0/25:4)+H",0,0,0,0,0,0,0,"8.6131696969697","8.9131696969697","17447","","Cer_NDS(d17:0/25:4)+H","644.59705","626.58645","608.57595","270.27855","252.26805","374.34115","240.26805","8.6131696969697","8.9131696969697","17447"
"","Cer_NDS(d17:0/25:4)+H",0,0,0,0,0,0,0,"10.2535666666667","10.5535666666667","18483","","Cer_NDS(d17:0/25:4)+H",0,0,0,0,0,0,0,"10.2535666666667","10.5535666666667","18483","","Cer_NDS(d17:0/25:4)+H",0,0,0,0,0,0,0,"10.2535666666667","10.5535666666667","18483","","Cer_NDS(d17:0/25:4)+H",0,0,0,0,0,0,0,"10.2535666666667","10.5535666666667","18483","","Cer_NDS(d17:0/25:4)+H",0,0,0,0,0,0,0,"10.2535666666667","10.5535666666667","18483","","Cer_NDS(d17:0/25:4)+H","644.59705","626.58645","608.57595","270.27855","252.26805","374.34115","240.26805","10.2535666666667","10.5535666666667","18483"
"","Cer_NDS(d17:0/26:0)+H",0,0,0,0,0,0,0,"11.9808727272727","12.2808727272727","11448","","Cer_NDS(d17:0/26:0)+H",0,0,0,0,0,0,0,"11.9808727272727","12.2808727272727","11448","","Cer_NDS(d17:0/26:0)+H",0,0,0,0,0,0,0,"11.9808727272727","12.2808727272727","11448","","Cer_NDS(d17:0/26:0)+H",0,0,0,0,0,0,0,"11.9808727272727","12.2808727272727","11448","","Cer_NDS(d17:0/26:0)+H",0,0,0,0,0,0,0,"11.9808727272727","12.2808727272727","11448","","Cer_NDS(d17:0/26:0)+H","666.67525","648.66475","630.65415","270.27855","252.26805","396.41945","240.26805","11.9808727272727","12.2808727272727","11448"
"","Cer_NDS(d17:0/26:0)+H",0,0,0,0,0,0,0,"11.8341819444444","12.1341819444444","12874","","Cer_NDS(d17:0/26:0)+H",0,0,0,0,0,0,0,"11.8341819444444","12.1341819444444","12874","","Cer_NDS(d17:0/26:0)+H",0,0,0,0,0,0,0,"11.8341819444444","12.1341819444444","12874","","Cer_NDS(d17:0/26:0)+H",0,0,0,0,0,0,0,"11.8341819444444","12.1341819444444","12874","","Cer_NDS(d17:0/26:0)+H",0,0,0,0,0,0,0,"11.8341819444444","12.1341819444444","12874","","Cer_NDS(d17:0/26:0)+H","666.67525","648.66475","630.65415","270.27855","252.26805","396.41945","240.26805","11.8341819444444","12.1341819444444","12874"
"","Cer_NDS(d17:0/26:1)+H",1,1,1,0,1,0,0,"11.5449138888889","11.8449138888889","712","","Cer_NDS(d17:0/26:1)+H",11.82918,11.68438,11.68438,0,11.82918,0,0,"11.5449138888889","11.8449138888889","712","","Cer_NDS(d17:0/26:1)+H",1,2,2,0,2,0,0,"11.5449138888889","11.8449138888889","712","","Cer_NDS(d17:0/26:1)+H",1941.903,424839.7,88524.15,0,31985.54,0,0,"11.5449138888889","11.8449138888889","712","","Cer_NDS(d17:0/26:1)+H",664.6602,646.65095,628.64045,0,252.269,0,0,"11.5449138888889","11.8449138888889","712","","Cer_NDS(d17:0/26:1)+H","664.65965","646.64915","628.63855","270.27855","252.26805","394.40385","240.26805","11.5449138888889","11.8449138888889","712"
"","Cer_NDS(d17:0/26:1)+H",0,0,0,0,0,0,0,"10.9426388888889","11.2426388888889","5948","","Cer_NDS(d17:0/26:1)+H",0,0,0,0,0,0,0,"10.9426388888889","11.2426388888889","5948","","Cer_NDS(d17:0/26:1)+H",0,0,0,0,0,0,0,"10.9426388888889","11.2426388888889","5948","","Cer_NDS(d17:0/26:1)+H",0,0,0,0,0,0,0,"10.9426388888889","11.2426388888889","5948","","Cer_NDS(d17:0/26:1)+H",0,0,0,0,0,0,0,"10.9426388888889","11.2426388888889","5948","","Cer_NDS(d17:0/26:1)+H","664.65965","646.64915","628.63855","270.27855","252.26805","394.40385","240.26805","10.9426388888889","11.2426388888889","5948"
"","Cer_NDS(d17:0/26:1)+H",0,0,0,0,0,0,0,"11.3507425925926","11.6507425925926","12086","","Cer_NDS(d17:0/26:1)+H",0,0,0,0,0,0,0,"11.3507425925926","11.6507425925926","12086","","Cer_NDS(d17:0/26:1)+H",0,0,0,0,0,0,0,"11.3507425925926","11.6507425925926","12086","","Cer_NDS(d17:0/26:1)+H",0,0,0,0,0,0,0,"11.3507425925926","11.6507425925926","12086","","Cer_NDS(d17:0/26:1)+H",0,0,0,0,0,0,0,"11.3507425925926","11.6507425925926","12086","","Cer_NDS(d17:0/26:1)+H","664.65965","646.64915","628.63855","270.27855","252.26805","394.40385","240.26805","11.3507425925926","11.6507425925926","12086"
"","Cer_NDS(d17:0/26:1)+H",1,1,1,0,1,0,0,"11.7034333333333","12.0034333333333","16549","","Cer_NDS(d17:0/26:1)+H",11.82918,11.82918,11.82918,0,11.82918,0,0,"11.7034333333333","12.0034333333333","16549","","Cer_NDS(d17:0/26:1)+H",1,1,1,0,1,0,0,"11.7034333333333","12.0034333333333","16549","","Cer_NDS(d17:0/26:1)+H",1941.903,215676.7,49119.42,0,31985.54,0,0,"11.7034333333333","12.0034333333333","16549","","Cer_NDS(d17:0/26:1)+H",664.6602,646.6512,628.6406,0,252.2691,0,0,"11.7034333333333","12.0034333333333","16549","","Cer_NDS(d17:0/26:1)+H","664.65965","646.64915","628.63855","270.27855","252.26805","394.40385","240.26805","11.7034333333333","12.0034333333333","16549"
