"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PE","[M+Na]+","PreCursor -43","PreCursor -141","M+Na-43-SN1-H acyl loss","M+Na-43-SN2-H acyl loss","phosphoethanolamine+Na","RT_min","RT_max","Comment","RT at Max Intensity","PE","[M+Na]+","PreCursor -43","PreCursor -141","M+Na-43-SN1-H acyl loss","M+Na-43-SN2-H acyl loss","phosphoethanolamine+Na","RT_min","RT_max","Comment","Number of Scans","PE","[M+Na]+","PreCursor -43","PreCursor -141","M+Na-43-SN1-H acyl loss","M+Na-43-SN2-H acyl loss","phosphoethanolamine+Na","RT_min","RT_max","Comment","Max Intensity","PE","[M+Na]+","PreCursor -43","PreCursor -141","M+Na-43-SN1-H acyl loss","M+Na-43-SN2-H acyl loss","phosphoethanolamine+Na","RT_min","RT_max","Comment","Average m/z","PE","[M+Na]+","PreCursor -43","PreCursor -141","M+Na-43-SN1-H acyl loss","M+Na-43-SN2-H acyl loss","phosphoethanolamine+Na","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PE","[M+Na]+","PreCursor -43","PreCursor -141","M+Na-43-SN1-H acyl loss","M+Na-43-SN2-H acyl loss","phosphoethanolamine+Na","RT_min","RT_max","Comment"
"","PE(14:0_20:0)+Na",0,0,0,0,0,0,"11.6326597222222","11.9326597222222","2244","","PE(14:0_20:0)+Na",0,0,0,0,0,0,"11.6326597222222","11.9326597222222","2244","","PE(14:0_20:0)+Na",0,0,0,0,0,0,"11.6326597222222","11.9326597222222","2244","","PE(14:0_20:0)+Na",0,0,0,0,0,0,"11.6326597222222","11.9326597222222","2244","","PE(14:0_20:0)+Na",0,0,0,0,0,0,"11.6326597222222","11.9326597222222","2244","","PE(14:0_20:0)+Na","742.5357178","699.4935178","601.5166235","471.2847378","387.1908378","164.00888","11.6326597222222","11.9326597222222","2244"
"","PE(14:0_20:0)+Na",0,0,1,0,0,0,"6.94883888888889","7.24883888888889","9128","","PE(14:0_20:0)+Na",0,0,6.985158,0,0,0,"6.94883888888889","7.24883888888889","9128","","PE(14:0_20:0)+Na",0,0,2,0,0,0,"6.94883888888889","7.24883888888889","9128","","PE(14:0_20:0)+Na",0,0,492118.9,0,0,0,"6.94883888888889","7.24883888888889","9128","","PE(14:0_20:0)+Na",0,0,601.51935,0,0,0,"6.94883888888889","7.24883888888889","9128","","PE(14:0_20:0)+Na","742.5357178","699.4935178","601.5166235","471.2847378","387.1908378","164.00888","6.94883888888889","7.24883888888889","9128"
"","PE(14:0_20:0)+Na",0,0,0,0,0,0,"4.72582222222222","5.02582222222222","10292","","PE(14:0_20:0)+Na",0,0,0,0,0,0,"4.72582222222222","5.02582222222222","10292","","PE(14:0_20:0)+Na",0,0,0,0,0,0,"4.72582222222222","5.02582222222222","10292","","PE(14:0_20:0)+Na",0,0,0,0,0,0,"4.72582222222222","5.02582222222222","10292","","PE(14:0_20:0)+Na",0,0,0,0,0,0,"4.72582222222222","5.02582222222222","10292","","PE(14:0_20:0)+Na","742.5357178","699.4935178","601.5166235","471.2847378","387.1908378","164.00888","4.72582222222222","5.02582222222222","10292"
"","PE(14:0_20:0)+Na",0,0,0,0,0,0,"5.97769583333333","6.27769583333333","11722","","PE(14:0_20:0)+Na",0,0,0,0,0,0,"5.97769583333333","6.27769583333333","11722","","PE(14:0_20:0)+Na",0,0,0,0,0,0,"5.97769583333333","6.27769583333333","11722","","PE(14:0_20:0)+Na",0,0,0,0,0,0,"5.97769583333333","6.27769583333333","11722","","PE(14:0_20:0)+Na",0,0,0,0,0,0,"5.97769583333333","6.27769583333333","11722","","PE(14:0_20:0)+Na","742.5357178","699.4935178","601.5166235","471.2847378","387.1908378","164.00888","5.97769583333333","6.27769583333333","11722"
"","PE(14:0_20:1)+Na",0,0,0,0,0,0,"6.49417777777778","6.79417777777778","510","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"6.49417777777778","6.79417777777778","510","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"6.49417777777778","6.79417777777778","510","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"6.49417777777778","6.79417777777778","510","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"6.49417777777778","6.79417777777778","510","","PE(14:0_20:1)+Na","740.5201178","697.4779178","599.5010235","469.2691378","387.1908378","164.00888","6.49417777777778","6.79417777777778","510"
"","PE(14:0_20:1)+Na",0,0,0,0,0,0,"12.0553930555556","12.3553930555556","751","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"12.0553930555556","12.3553930555556","751","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"12.0553930555556","12.3553930555556","751","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"12.0553930555556","12.3553930555556","751","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"12.0553930555556","12.3553930555556","751","","PE(14:0_20:1)+Na","740.5201178","697.4779178","599.5010235","469.2691378","387.1908378","164.00888","12.0553930555556","12.3553930555556","751"
"","PE(14:0_20:1)+Na",0,0,0,0,0,0,"11.3749777777778","11.6749777777778","956","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"11.3749777777778","11.6749777777778","956","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"11.3749777777778","11.6749777777778","956","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"11.3749777777778","11.6749777777778","956","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"11.3749777777778","11.6749777777778","956","","PE(14:0_20:1)+Na","740.5201178","697.4779178","599.5010235","469.2691378","387.1908378","164.00888","11.3749777777778","11.6749777777778","956"
"","PE(14:0_20:1)+Na",0,0,0,0,0,0,"11.7085983333333","12.0085983333333","2502","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"11.7085983333333","12.0085983333333","2502","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"11.7085983333333","12.0085983333333","2502","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"11.7085983333333","12.0085983333333","2502","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"11.7085983333333","12.0085983333333","2502","","PE(14:0_20:1)+Na","740.5201178","697.4779178","599.5010235","469.2691378","387.1908378","164.00888","11.7085983333333","12.0085983333333","2502"
"","PE(14:0_20:1)+Na",0,0,0,0,0,0,"11.0355611111111","11.3355611111111","4469","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"11.0355611111111","11.3355611111111","4469","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"11.0355611111111","11.3355611111111","4469","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"11.0355611111111","11.3355611111111","4469","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"11.0355611111111","11.3355611111111","4469","","PE(14:0_20:1)+Na","740.5201178","697.4779178","599.5010235","469.2691378","387.1908378","164.00888","11.0355611111111","11.3355611111111","4469"
"","PE(14:0_20:1)+Na",0,0,0,0,0,0,"12.3847166666667","12.6847166666667","4897","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"12.3847166666667","12.6847166666667","4897","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"12.3847166666667","12.6847166666667","4897","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"12.3847166666667","12.6847166666667","4897","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"12.3847166666667","12.6847166666667","4897","","PE(14:0_20:1)+Na","740.5201178","697.4779178","599.5010235","469.2691378","387.1908378","164.00888","12.3847166666667","12.6847166666667","4897"
"","PE(14:0_20:1)+Na",0,0,0,0,0,0,"4.5260625","4.8260625","6352","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"4.5260625","4.8260625","6352","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"4.5260625","4.8260625","6352","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"4.5260625","4.8260625","6352","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"4.5260625","4.8260625","6352","","PE(14:0_20:1)+Na","740.5201178","697.4779178","599.5010235","469.2691378","387.1908378","164.00888","4.5260625","4.8260625","6352"
"","PE(14:0_20:1)+Na",0,0,0,0,0,0,"3.94111111111111","4.24111111111111","6526","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"3.94111111111111","4.24111111111111","6526","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"3.94111111111111","4.24111111111111","6526","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"3.94111111111111","4.24111111111111","6526","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"3.94111111111111","4.24111111111111","6526","","PE(14:0_20:1)+Na","740.5201178","697.4779178","599.5010235","469.2691378","387.1908378","164.00888","3.94111111111111","4.24111111111111","6526"
"","PE(14:0_20:1)+Na",0,0,0,0,0,0,"12.6628075757576","12.9628075757576","9404","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"12.6628075757576","12.9628075757576","9404","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"12.6628075757576","12.9628075757576","9404","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"12.6628075757576","12.9628075757576","9404","","PE(14:0_20:1)+Na",0,0,0,0,0,0,"12.6628075757576","12.9628075757576","9404","","PE(14:0_20:1)+Na","740.5201178","697.4779178","599.5010235","469.2691378","387.1908378","164.00888","12.6628075757576","12.9628075757576","9404"
"","PE(14:0_20:2)+Na",0,0,0,0,0,0,"4.89671944444444","5.19671944444444","1361","","PE(14:0_20:2)+Na",0,0,0,0,0,0,"4.89671944444444","5.19671944444444","1361","","PE(14:0_20:2)+Na",0,0,0,0,0,0,"4.89671944444444","5.19671944444444","1361","","PE(14:0_20:2)+Na",0,0,0,0,0,0,"4.89671944444444","5.19671944444444","1361","","PE(14:0_20:2)+Na",0,0,0,0,0,0,"4.89671944444444","5.19671944444444","1361","","PE(14:0_20:2)+Na","738.5044178","695.4622178","597.4853235","467.2534378","387.1908378","164.00888","4.89671944444444","5.19671944444444","1361"
"","PE(14:0_20:2)+Na",0,0,0,0,0,0,"5.64302916666667","5.94302916666667","2966","","PE(14:0_20:2)+Na",0,0,0,0,0,0,"5.64302916666667","5.94302916666667","2966","","PE(14:0_20:2)+Na",0,0,0,0,0,0,"5.64302916666667","5.94302916666667","2966","","PE(14:0_20:2)+Na",0,0,0,0,0,0,"5.64302916666667","5.94302916666667","2966","","PE(14:0_20:2)+Na",0,0,0,0,0,0,"5.64302916666667","5.94302916666667","2966","","PE(14:0_20:2)+Na","738.5044178","695.4622178","597.4853235","467.2534378","387.1908378","164.00888","5.64302916666667","5.94302916666667","2966"
"","PE(14:0_20:2)+Na",0,0,0,0,0,0,"11.5508597222222","11.8508597222222","4621","","PE(14:0_20:2)+Na",0,0,0,0,0,0,"11.5508597222222","11.8508597222222","4621","","PE(14:0_20:2)+Na",0,0,0,0,0,0,"11.5508597222222","11.8508597222222","4621","","PE(14:0_20:2)+Na",0,0,0,0,0,0,"11.5508597222222","11.8508597222222","4621","","PE(14:0_20:2)+Na",0,0,0,0,0,0,"11.5508597222222","11.8508597222222","4621","","PE(14:0_20:2)+Na","738.5044178","695.4622178","597.4853235","467.2534378","387.1908378","164.00888","11.5508597222222","11.8508597222222","4621"
"","PE(14:0_20:2)+Na",0,0,0,0,0,0,"10.8503902777778","11.1503902777778","6163","","PE(14:0_20:2)+Na",0,0,0,0,0,0,"10.8503902777778","11.1503902777778","6163","","PE(14:0_20:2)+Na",0,0,0,0,0,0,"10.8503902777778","11.1503902777778","6163","","PE(14:0_20:2)+Na",0,0,0,0,0,0,"10.8503902777778","11.1503902777778","6163","","PE(14:0_20:2)+Na",0,0,0,0,0,0,"10.8503902777778","11.1503902777778","6163","","PE(14:0_20:2)+Na","738.5044178","695.4622178","597.4853235","467.2534378","387.1908378","164.00888","10.8503902777778","11.1503902777778","6163"
"","PE(14:0_20:2)+Na",0,0,0,0,0,0,"5.32869444444445","5.62869444444445","7251","","PE(14:0_20:2)+Na",0,0,0,0,0,0,"5.32869444444445","5.62869444444445","7251","","PE(14:0_20:2)+Na",0,0,0,0,0,0,"5.32869444444445","5.62869444444445","7251","","PE(14:0_20:2)+Na",0,0,0,0,0,0,"5.32869444444445","5.62869444444445","7251","","PE(14:0_20:2)+Na",0,0,0,0,0,0,"5.32869444444445","5.62869444444445","7251","","PE(14:0_20:2)+Na","738.5044178","695.4622178","597.4853235","467.2534378","387.1908378","164.00888","5.32869444444445","5.62869444444445","7251"
"","PE(14:0_20:3)+Na",0,0,0,0,0,0,"4.87367878787879","5.17367878787879","5064","","PE(14:0_20:3)+Na",0,0,0,0,0,0,"4.87367878787879","5.17367878787879","5064","","PE(14:0_20:3)+Na",0,0,0,0,0,0,"4.87367878787879","5.17367878787879","5064","","PE(14:0_20:3)+Na",0,0,0,0,0,0,"4.87367878787879","5.17367878787879","5064","","PE(14:0_20:3)+Na",0,0,0,0,0,0,"4.87367878787879","5.17367878787879","5064","","PE(14:0_20:3)+Na","736.4888178","693.4466178","595.4697235","465.2378378","387.1908378","164.00888","4.87367878787879","5.17367878787879","5064"
"","PE(14:0_21:0)+Na",1,0,0,0,0,0,"5.52218333333333","5.82218333333333","118","","PE(14:0_21:0)+Na",5.629702,0,0,0,0,0,"5.52218333333333","5.82218333333333","118","","PE(14:0_21:0)+Na",2,0,0,0,0,0,"5.52218333333333","5.82218333333333","118","","PE(14:0_21:0)+Na",1925215,0,0,0,0,0,"5.52218333333333","5.82218333333333","118","","PE(14:0_21:0)+Na",756.5541,0,0,0,0,0,"5.52218333333333","5.82218333333333","118","","PE(14:0_21:0)+Na","756.5514178","713.5092178","615.5323235","485.3004378","387.1908378","164.00888","5.52218333333333","5.82218333333333","118"
"","PE(14:0_21:0)+Na",1,0,0,0,0,0,"5.27282638888889","5.57282638888889","126","","PE(14:0_21:0)+Na",5.493016,0,0,0,0,0,"5.27282638888889","5.57282638888889","126","","PE(14:0_21:0)+Na",2,0,0,0,0,0,"5.27282638888889","5.57282638888889","126","","PE(14:0_21:0)+Na",1492379,0,0,0,0,0,"5.27282638888889","5.57282638888889","126","","PE(14:0_21:0)+Na",756.5548,0,0,0,0,0,"5.27282638888889","5.57282638888889","126","","PE(14:0_21:0)+Na","756.5514178","713.5092178","615.5323235","485.3004378","387.1908378","164.00888","5.27282638888889","5.57282638888889","126"
"","PE(14:0_21:0)+Na",0,0,0,0,0,0,"7.21744861111111","7.51744861111111","1128","","PE(14:0_21:0)+Na",0,0,0,0,0,0,"7.21744861111111","7.51744861111111","1128","","PE(14:0_21:0)+Na",0,0,0,0,0,0,"7.21744861111111","7.51744861111111","1128","","PE(14:0_21:0)+Na",0,0,0,0,0,0,"7.21744861111111","7.51744861111111","1128","","PE(14:0_21:0)+Na",0,0,0,0,0,0,"7.21744861111111","7.51744861111111","1128","","PE(14:0_21:0)+Na","756.5514178","713.5092178","615.5323235","485.3004378","387.1908378","164.00888","7.21744861111111","7.51744861111111","1128"
"","PE(14:0_22:0)+Na",1,0,0,0,0,0,"6.08608472222222","6.38608472222222","402","","PE(14:0_22:0)+Na",6.256794,0,0,0,0,6.256794,"6.08608472222222","6.38608472222222","402","","PE(14:0_22:0)+Na",2,0,0,0,0,1,"6.08608472222222","6.38608472222222","402","","PE(14:0_22:0)+Na",685172,0,0,0,0,929.3174,"6.08608472222222","6.38608472222222","402","","PE(14:0_22:0)+Na",770.57025,0,0,0,0,164.0088,"6.08608472222222","6.38608472222222","402","","PE(14:0_22:0)+Na","770.5670178","727.5248178","629.5479235","499.3160378","387.1908378","164.00888","6.08608472222222","6.38608472222222","402"
"","PE(14:0_22:0)+Na",1,0,0,0,0,0,"5.87367083333333","6.17367083333333","501","","PE(14:0_22:0)+Na",6.000633,0,0,0,0,0,"5.87367083333333","6.17367083333333","501","","PE(14:0_22:0)+Na",2,0,0,0,0,0,"5.87367083333333","6.17367083333333","501","","PE(14:0_22:0)+Na",397629,0,0,0,0,0,"5.87367083333333","6.17367083333333","501","","PE(14:0_22:0)+Na",770.5707,0,0,0,0,0,"5.87367083333333","6.17367083333333","501","","PE(14:0_22:0)+Na","770.5670178","727.5248178","629.5479235","499.3160378","387.1908378","164.00888","5.87367083333333","6.17367083333333","501"
"","PE(14:0_22:0)+Na",0,0,1,0,0,0,"8.126675","8.426675","963","","PE(14:0_22:0)+Na",0,0,8.274826,0,0,0,"8.126675","8.426675","963","","PE(14:0_22:0)+Na",0,0,1,0,0,0,"8.126675","8.426675","963","","PE(14:0_22:0)+Na",0,0,789116,0,0,0,"8.126675","8.426675","963","","PE(14:0_22:0)+Na",0,0,629.5508,0,0,0,"8.126675","8.426675","963","","PE(14:0_22:0)+Na","770.5670178","727.5248178","629.5479235","499.3160378","387.1908378","164.00888","8.126675","8.426675","963"
"","PE(14:0_22:0)+Na",0,0,0,0,0,0,"6.54294583333333","6.84294583333333","1641","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"6.54294583333333","6.84294583333333","1641","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"6.54294583333333","6.84294583333333","1641","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"6.54294583333333","6.84294583333333","1641","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"6.54294583333333","6.84294583333333","1641","","PE(14:0_22:0)+Na","770.5670178","727.5248178","629.5479235","499.3160378","387.1908378","164.00888","6.54294583333333","6.84294583333333","1641"
"","PE(14:0_22:0)+Na",0,0,0,0,0,0,"12.3626638888889","12.6626638888889","5667","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"12.3626638888889","12.6626638888889","5667","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"12.3626638888889","12.6626638888889","5667","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"12.3626638888889","12.6626638888889","5667","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"12.3626638888889","12.6626638888889","5667","","PE(14:0_22:0)+Na","770.5670178","727.5248178","629.5479235","499.3160378","387.1908378","164.00888","12.3626638888889","12.6626638888889","5667"
"","PE(14:0_22:0)+Na",0,0,0,0,0,0,"12.9687472222222","13.2687472222222","10172","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"12.9687472222222","13.2687472222222","10172","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"12.9687472222222","13.2687472222222","10172","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"12.9687472222222","13.2687472222222","10172","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"12.9687472222222","13.2687472222222","10172","","PE(14:0_22:0)+Na","770.5670178","727.5248178","629.5479235","499.3160378","387.1908378","164.00888","12.9687472222222","13.2687472222222","10172"
"","PE(14:0_22:0)+Na",0,0,0,0,0,0,"6.53908472222222","6.83908472222222","12701","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"6.53908472222222","6.83908472222222","12701","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"6.53908472222222","6.83908472222222","12701","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"6.53908472222222","6.83908472222222","12701","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"6.53908472222222","6.83908472222222","12701","","PE(14:0_22:0)+Na","770.5670178","727.5248178","629.5479235","499.3160378","387.1908378","164.00888","6.53908472222222","6.83908472222222","12701"
"","PE(14:0_22:0)+Na",0,0,0,0,0,0,"6.32255","6.62255","15137","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"6.32255","6.62255","15137","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"6.32255","6.62255","15137","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"6.32255","6.62255","15137","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"6.32255","6.62255","15137","","PE(14:0_22:0)+Na","770.5670178","727.5248178","629.5479235","499.3160378","387.1908378","164.00888","6.32255","6.62255","15137"
"","PE(14:0_22:0)+Na",0,0,0,0,0,0,"8.48022272727273","8.78022272727273","15540","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"8.48022272727273","8.78022272727273","15540","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"8.48022272727273","8.78022272727273","15540","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"8.48022272727273","8.78022272727273","15540","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"8.48022272727273","8.78022272727273","15540","","PE(14:0_22:0)+Na","770.5670178","727.5248178","629.5479235","499.3160378","387.1908378","164.00888","8.48022272727273","8.78022272727273","15540"
"","PE(14:0_22:0)+Na",0,0,0,0,0,0,"12.0822486111111","12.3822486111111","16013","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"12.0822486111111","12.3822486111111","16013","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"12.0822486111111","12.3822486111111","16013","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"12.0822486111111","12.3822486111111","16013","","PE(14:0_22:0)+Na",0,0,0,0,0,0,"12.0822486111111","12.3822486111111","16013","","PE(14:0_22:0)+Na","770.5670178","727.5248178","629.5479235","499.3160378","387.1908378","164.00888","12.0822486111111","12.3822486111111","16013"
"","PE(14:0_22:1)+Na",1,0,0,0,0,0,"5.57732083333333","5.87732083333333","296","","PE(14:0_22:1)+Na",5.67125,0,0,0,0,0,"5.57732083333333","5.87732083333333","296","","PE(14:0_22:1)+Na",1,0,0,0,0,0,"5.57732083333333","5.87732083333333","296","","PE(14:0_22:1)+Na",321135.3,0,0,0,0,0,"5.57732083333333","5.87732083333333","296","","PE(14:0_22:1)+Na",768.5549,0,0,0,0,0,"5.57732083333333","5.87732083333333","296","","PE(14:0_22:1)+Na","768.5514178","725.5092178","627.5323235","497.3004378","387.1908378","164.00888","5.57732083333333","5.87732083333333","296"
"","PE(14:0_22:1)+Na",0,0,0,0,0,0,"12.6864611111111","12.9864611111111","1121","","PE(14:0_22:1)+Na",0,0,0,0,0,0,"12.6864611111111","12.9864611111111","1121","","PE(14:0_22:1)+Na",0,0,0,0,0,0,"12.6864611111111","12.9864611111111","1121","","PE(14:0_22:1)+Na",0,0,0,0,0,0,"12.6864611111111","12.9864611111111","1121","","PE(14:0_22:1)+Na",0,0,0,0,0,0,"12.6864611111111","12.9864611111111","1121","","PE(14:0_22:1)+Na","768.5514178","725.5092178","627.5323235","497.3004378","387.1908378","164.00888","12.6864611111111","12.9864611111111","1121"
"","PE(14:0_22:1)+Na",1,0,1,0,0,0,"7.66248611111111","7.96248611111111","9089","","PE(14:0_22:1)+Na",7.779676,0,7.779676,0,0,0,"7.66248611111111","7.96248611111111","9089","","PE(14:0_22:1)+Na",1,0,1,0,0,0,"7.66248611111111","7.96248611111111","9089","","PE(14:0_22:1)+Na",29444.28,0,2772933,0,0,0,"7.66248611111111","7.96248611111111","9089","","PE(14:0_22:1)+Na",768.5544,0,627.5354,0,0,0,"7.66248611111111","7.96248611111111","9089","","PE(14:0_22:1)+Na","768.5514178","725.5092178","627.5323235","497.3004378","387.1908378","164.00888","7.66248611111111","7.96248611111111","9089"
"","PE(14:0_22:1)+Na",0,0,0,0,0,0,"12.4146458333333","12.7146458333333","9396","","PE(14:0_22:1)+Na",0,0,0,0,0,0,"12.4146458333333","12.7146458333333","9396","","PE(14:0_22:1)+Na",0,0,0,0,0,0,"12.4146458333333","12.7146458333333","9396","","PE(14:0_22:1)+Na",0,0,0,0,0,0,"12.4146458333333","12.7146458333333","9396","","PE(14:0_22:1)+Na",0,0,0,0,0,0,"12.4146458333333","12.7146458333333","9396","","PE(14:0_22:1)+Na","768.5514178","725.5092178","627.5323235","497.3004378","387.1908378","164.00888","12.4146458333333","12.7146458333333","9396"
"","PE(14:0_22:1)+Na",0,0,0,0,0,0,"11.860525","12.160525","9422","","PE(14:0_22:1)+Na",0,0,0,0,0,0,"11.860525","12.160525","9422","","PE(14:0_22:1)+Na",0,0,0,0,0,0,"11.860525","12.160525","9422","","PE(14:0_22:1)+Na",0,0,0,0,0,0,"11.860525","12.160525","9422","","PE(14:0_22:1)+Na",0,0,0,0,0,0,"11.860525","12.160525","9422","","PE(14:0_22:1)+Na","768.5514178","725.5092178","627.5323235","497.3004378","387.1908378","164.00888","11.860525","12.160525","9422"
"","PE(14:0_22:1)+Na",0,0,0,0,0,0,"4.9403625","5.2403625","18329","","PE(14:0_22:1)+Na",0,0,0,0,0,0,"4.9403625","5.2403625","18329","","PE(14:0_22:1)+Na",0,0,0,0,0,0,"4.9403625","5.2403625","18329","","PE(14:0_22:1)+Na",0,0,0,0,0,0,"4.9403625","5.2403625","18329","","PE(14:0_22:1)+Na",0,0,0,0,0,0,"4.9403625","5.2403625","18329","","PE(14:0_22:1)+Na","768.5514178","725.5092178","627.5323235","497.3004378","387.1908378","164.00888","4.9403625","5.2403625","18329"
"","PE(14:0_22:1)+Na",0,0,0,0,0,0,"5.3576125","5.6576125","18346","","PE(14:0_22:1)+Na",0,0,0,0,0,0,"5.3576125","5.6576125","18346","","PE(14:0_22:1)+Na",0,0,0,0,0,0,"5.3576125","5.6576125","18346","","PE(14:0_22:1)+Na",0,0,0,0,0,0,"5.3576125","5.6576125","18346","","PE(14:0_22:1)+Na",0,0,0,0,0,0,"5.3576125","5.6576125","18346","","PE(14:0_22:1)+Na","768.5514178","725.5092178","627.5323235","497.3004378","387.1908378","164.00888","5.3576125","5.6576125","18346"
"","PE(14:0_22:2)+Na",0,0,0,0,0,0,"6.54070694444444","6.84070694444444","730","","PE(14:0_22:2)+Na",0,0,0,0,0,0,"6.54070694444444","6.84070694444444","730","","PE(14:0_22:2)+Na",0,0,0,0,0,0,"6.54070694444444","6.84070694444444","730","","PE(14:0_22:2)+Na",0,0,0,0,0,0,"6.54070694444444","6.84070694444444","730","","PE(14:0_22:2)+Na",0,0,0,0,0,0,"6.54070694444444","6.84070694444444","730","","PE(14:0_22:2)+Na","766.5357178","723.4935178","625.5166235","495.2847378","387.1908378","164.00888","6.54070694444444","6.84070694444444","730"
"","PE(14:0_22:2)+Na",0,0,0,0,0,0,"12.1012472222222","12.4012472222222","947","","PE(14:0_22:2)+Na",0,0,0,0,0,0,"12.1012472222222","12.4012472222222","947","","PE(14:0_22:2)+Na",0,0,0,0,0,0,"12.1012472222222","12.4012472222222","947","","PE(14:0_22:2)+Na",0,0,0,0,0,0,"12.1012472222222","12.4012472222222","947","","PE(14:0_22:2)+Na",0,0,0,0,0,0,"12.1012472222222","12.4012472222222","947","","PE(14:0_22:2)+Na","766.5357178","723.4935178","625.5166235","495.2847378","387.1908378","164.00888","12.1012472222222","12.4012472222222","947"
"","PE(14:0_22:2)+Na",0,0,0,0,0,0,"5.76707638888889","6.06707638888889","1209","","PE(14:0_22:2)+Na",0,0,0,0,0,0,"5.76707638888889","6.06707638888889","1209","","PE(14:0_22:2)+Na",0,0,0,0,0,0,"5.76707638888889","6.06707638888889","1209","","PE(14:0_22:2)+Na",0,0,0,0,0,0,"5.76707638888889","6.06707638888889","1209","","PE(14:0_22:2)+Na",0,0,0,0,0,0,"5.76707638888889","6.06707638888889","1209","","PE(14:0_22:2)+Na","766.5357178","723.4935178","625.5166235","495.2847378","387.1908378","164.00888","5.76707638888889","6.06707638888889","1209"
"","PE(14:0_22:2)+Na",0,0,0,0,0,0,"6.90980694444444","7.20980694444444","1245","","PE(14:0_22:2)+Na",0,0,0,0,0,0,"6.90980694444444","7.20980694444444","1245","","PE(14:0_22:2)+Na",0,0,0,0,0,0,"6.90980694444444","7.20980694444444","1245","","PE(14:0_22:2)+Na",0,0,0,0,0,0,"6.90980694444444","7.20980694444444","1245","","PE(14:0_22:2)+Na",0,0,0,0,0,0,"6.90980694444444","7.20980694444444","1245","","PE(14:0_22:2)+Na","766.5357178","723.4935178","625.5166235","495.2847378","387.1908378","164.00888","6.90980694444444","7.20980694444444","1245"
