"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","RT at Max Intensity","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Number of Scans","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Max Intensity","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Average m/z","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment"
"","PS(14:0_14:0)+H",0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(14:0_14:0)+H",0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(14:0_14:0)+H",0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(14:0_14:0)+H",0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(14:0_14:0)+H",0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(14:0_14:0)+H","680.44976","495.44081","285.24246","285.24246","211.20565","211.20565","4.91009027777778","5.21009027777778","12764"
"","PS(14:0_14:1)+H",0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(14:0_14:1)+H",0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(14:0_14:1)+H",0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(14:0_14:1)+H",0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(14:0_14:1)+H",0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(14:0_14:1)+H","678.43416","493.42521","283.22686","285.24246","211.20565","209.19005","1.40908333333333","1.70908333333333","10447"
"","PS(14:0_15:0)+H",0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(14:0_15:0)+H",0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(14:0_15:0)+H",0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(14:0_15:0)+H",0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(14:0_15:0)+H",0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(14:0_15:0)+H","694.46546","509.45651","299.25816","285.24246","211.20565","225.22135","5.00976527777778","5.30976527777778","981"
"","PS(14:0_15:0)+H",0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(14:0_15:0)+H",0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(14:0_15:0)+H",0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(14:0_15:0)+H",0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(14:0_15:0)+H",0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(14:0_15:0)+H","694.46546","509.45651","299.25816","285.24246","211.20565","225.22135","1.50699722222222","1.80699722222222","14667"
"","PS(14:0_16:1)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(14:0_16:1)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(14:0_16:1)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(14:0_16:1)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(14:0_16:1)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(14:0_16:1)+H","706.46546","521.45651","311.25816","285.24246","211.20565","237.22135","1.34317916666667","1.64317916666667","6183"
"","PS(14:0_17:0)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(14:0_17:0)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(14:0_17:0)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(14:0_17:0)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(14:0_17:0)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(14:0_17:0)+H","722.49676","537.48781","327.28946","285.24246","211.20565","253.25265","5.71002361111111","6.01002361111111","952"
"","PS(14:0_17:2)+H",0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(14:0_17:2)+H",0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(14:0_17:2)+H",0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(14:0_17:2)+H",0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(14:0_17:2)+H",0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(14:0_17:2)+H","718.46546","533.45651","323.25816","285.24246","211.20565","249.22135","1.74011944444444","2.04011944444444","8846"
"","PS(14:0_18:1)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(14:0_18:1)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(14:0_18:1)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(14:0_18:1)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(14:0_18:1)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(14:0_18:1)+H","734.49676","549.48781","339.28946","285.24246","211.20565","265.25265","1.86179583333333","2.16179583333333","9016"
"","PS(14:0_18:2)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(14:0_18:2)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(14:0_18:2)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(14:0_18:2)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(14:0_18:2)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(14:0_18:2)+H","732.48106","547.47211","337.27376","285.24246","211.20565","263.23695","1.54857083333333","1.84857083333333","12234"
"","PS(14:0_18:3)+H",0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(14:0_18:3)+H",0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(14:0_18:3)+H",0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(14:0_18:3)+H",0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(14:0_18:3)+H",0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(14:0_18:3)+H","730.46546","545.45651","335.25816","285.24246","211.20565","261.22135","1.47424166666667","1.77424166666667","7817"
"","PS(14:0_20:0)+H",1,1,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(14:0_20:0)+H",7.867475,7.867475,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(14:0_20:0)+H",1,1,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(14:0_20:0)+H",4952.251,7554868,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(14:0_20:0)+H",764.5439,579.535,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(14:0_20:0)+H","764.54366","579.53471","369.33636","285.24246","211.20565","295.29955","7.68959027777778","7.98959027777778","200"
"","PS(14:0_20:2)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(14:0_20:2)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(14:0_20:2)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(14:0_20:2)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(14:0_20:2)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(14:0_20:2)+H","760.51236","575.50341","365.30506","285.24246","211.20565","291.26825","1.78840833333333","2.08840833333333","8216"
"","PS(14:0_21:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(14:0_21:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(14:0_21:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(14:0_21:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(14:0_21:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(14:0_21:0)+H","778.55936","593.55041","383.35206","285.24246","211.20565","309.31525","8.01333333333333","8.31333333333333","14247"
"","PS(14:0_22:1)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(14:0_22:1)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(14:0_22:1)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(14:0_22:1)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(14:0_22:1)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(14:0_22:1)+H","790.55936","605.55041","395.35206","285.24246","211.20565","321.31525","3.00620416666667","3.30620416666667","4995"
"","PS(14:0_22:3)+H",0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PS(14:0_22:3)+H",0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PS(14:0_22:3)+H",0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PS(14:0_22:3)+H",0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PS(14:0_22:3)+H",0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PS(14:0_22:3)+H","786.52806","601.51911","391.32076","285.24246","211.20565","317.28395","7.05227361111111","7.35227361111111","15981"
"","PS(14:0_24:1)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(14:0_24:1)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(14:0_24:1)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(14:0_24:1)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(14:0_24:1)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(14:0_24:1)+H","818.59066","633.58171","423.38336","285.24246","211.20565","349.34655","4.10132083333333","4.40132083333333","3848"
"","PS(14:1_14:1)+H",0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","PS(14:1_14:1)+H",0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","PS(14:1_14:1)+H",0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","PS(14:1_14:1)+H",0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","PS(14:1_14:1)+H",0,0,0,0,0,0,"1.04389166666667","1.34389166666667","10733","","PS(14:1_14:1)+H","676.41856","491.40961","283.22686","283.22686","209.19005","209.19005","1.04389166666667","1.34389166666667","10733"
"","PS(14:1_15:1)+H",0,0,0,0,0,0,"1.15756944444444","1.45756944444444","6755","","PS(14:1_15:1)+H",0,0,0,0,0,0,"1.15756944444444","1.45756944444444","6755","","PS(14:1_15:1)+H",0,0,0,0,0,0,"1.15756944444444","1.45756944444444","6755","","PS(14:1_15:1)+H",0,0,0,0,0,0,"1.15756944444444","1.45756944444444","6755","","PS(14:1_15:1)+H",0,0,0,0,0,0,"1.15756944444444","1.45756944444444","6755","","PS(14:1_15:1)+H","690.43416","505.42521","297.24246","283.22686","209.19005","223.20565","1.15756944444444","1.45756944444444","6755"
"","PS(14:1_16:0)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(14:1_16:0)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(14:1_16:0)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(14:1_16:0)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(14:1_16:0)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(14:1_16:0)+H","706.46546","521.45651","313.27376","283.22686","209.19005","239.23695","1.34317916666667","1.64317916666667","6183"
"","PS(14:1_16:1)+H",0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(14:1_16:1)+H",0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(14:1_16:1)+H",0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(14:1_16:1)+H",0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(14:1_16:1)+H",0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(14:1_16:1)+H","704.44986","519.44091","311.25816","283.22686","209.19005","237.22135","1.05886111111111","1.35886111111111","7726"
"","PS(14:1_17:1)+H",0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(14:1_17:1)+H",0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(14:1_17:1)+H",0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(14:1_17:1)+H",0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(14:1_17:1)+H",0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(14:1_17:1)+H","718.46546","533.45651","325.27376","283.22686","209.19005","251.23695","1.74011944444444","2.04011944444444","8846"
"","PS(14:1_17:2)+H",0,0,0,0,0,0,"4.99630606060606","5.29630606060606","13568","","PS(14:1_17:2)+H",0,0,0,0,0,0,"4.99630606060606","5.29630606060606","13568","","PS(14:1_17:2)+H",0,0,0,0,0,0,"4.99630606060606","5.29630606060606","13568","","PS(14:1_17:2)+H",0,0,0,0,0,0,"4.99630606060606","5.29630606060606","13568","","PS(14:1_17:2)+H",0,0,0,0,0,0,"4.99630606060606","5.29630606060606","13568","","PS(14:1_17:2)+H","716.44986","531.44091","323.25816","283.22686","209.19005","249.22135","4.99630606060606","5.29630606060606","13568"
"","PS(14:1_18:0)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(14:1_18:0)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(14:1_18:0)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(14:1_18:0)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(14:1_18:0)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(14:1_18:0)+H","734.49676","549.48781","341.30506","283.22686","209.19005","267.26825","1.86179583333333","2.16179583333333","9016"
"","PS(14:1_18:1)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(14:1_18:1)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(14:1_18:1)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(14:1_18:1)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(14:1_18:1)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(14:1_18:1)+H","732.48116","547.47221","339.28946","283.22686","209.19005","265.25265","1.54857083333333","1.84857083333333","12234"
"","PS(14:1_18:2)+H",0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(14:1_18:2)+H",0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(14:1_18:2)+H",0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(14:1_18:2)+H",0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(14:1_18:2)+H",0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(14:1_18:2)+H","730.46546","545.45651","337.27376","283.22686","209.19005","263.23695","1.47424166666667","1.77424166666667","7817"
"","PS(14:1_20:1)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(14:1_20:1)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(14:1_20:1)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(14:1_20:1)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(14:1_20:1)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(14:1_20:1)+H","760.51246","575.50351","367.32076","283.22686","209.19005","293.28395","1.78840833333333","2.08840833333333","8216"
"","PS(14:1_22:0)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(14:1_22:0)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(14:1_22:0)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(14:1_22:0)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(14:1_22:0)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(14:1_22:0)+H","790.55936","605.55041","397.36766","283.22686","209.19005","323.33085","3.00620416666667","3.30620416666667","4995"
"","PS(14:1_22:2)+H",0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PS(14:1_22:2)+H",0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PS(14:1_22:2)+H",0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PS(14:1_22:2)+H",0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PS(14:1_22:2)+H",0,0,0,0,0,0,"7.05227361111111","7.35227361111111","15981","","PS(14:1_22:2)+H","786.52806","601.51911","393.33636","283.22686","209.19005","319.29955","7.05227361111111","7.35227361111111","15981"
"","PS(14:1_24:0)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(14:1_24:0)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(14:1_24:0)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(14:1_24:0)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(14:1_24:0)+H",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","3848","","PS(14:1_24:0)+H","818.59066","633.58171","425.39896","283.22686","209.19005","351.36215","4.10132083333333","4.40132083333333","3848"
"","PS(14:1_24:1)+H",0,0,0,0,0,0,"4.90198055555556","5.20198055555556","4929","","PS(14:1_24:1)+H",0,0,0,0,0,0,"4.90198055555556","5.20198055555556","4929","","PS(14:1_24:1)+H",0,0,0,0,0,0,"4.90198055555556","5.20198055555556","4929","","PS(14:1_24:1)+H",0,0,0,0,0,0,"4.90198055555556","5.20198055555556","4929","","PS(14:1_24:1)+H",0,0,0,0,0,0,"4.90198055555556","5.20198055555556","4929","","PS(14:1_24:1)+H","816.57506","631.56611","423.38336","283.22686","209.19005","349.34655","4.90198055555556","5.20198055555556","4929"
"","PS(14:1_24:1)+H",0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PS(14:1_24:1)+H",0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PS(14:1_24:1)+H",0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PS(14:1_24:1)+H",0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PS(14:1_24:1)+H",0,0,0,0,0,0,"5.10691818181818","5.40691818181818","10241","","PS(14:1_24:1)+H","816.57506","631.56611","423.38336","283.22686","209.19005","349.34655","5.10691818181818","5.40691818181818","10241"
"","PS(15:0_15:1)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(15:0_15:1)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(15:0_15:1)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(15:0_15:1)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(15:0_15:1)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(15:0_15:1)+H","706.46546","521.45651","297.24246","299.25816","225.22135","223.20565","1.34317916666667","1.64317916666667","6183"
"","PS(15:0_16:0)+H",0,0,0,1,1,0,"5.71002361111111","6.01002361111111","952","","PS(15:0_16:0)+H",0,0,0,5.880608,5.880608,0,"5.71002361111111","6.01002361111111","952","","PS(15:0_16:0)+H",0,0,0,1,1,0,"5.71002361111111","6.01002361111111","952","","PS(15:0_16:0)+H",0,0,0,11262.71,73787.13,0,"5.71002361111111","6.01002361111111","952","","PS(15:0_16:0)+H",0,0,0,299.2589,225.2218,0,"5.71002361111111","6.01002361111111","952","","PS(15:0_16:0)+H","722.49676","537.48781","313.27376","299.25816","225.22135","239.23695","5.71002361111111","6.01002361111111","952"
"","PS(15:0_17:1)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(15:0_17:1)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(15:0_17:1)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(15:0_17:1)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(15:0_17:1)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(15:0_17:1)+H","734.49676","549.48781","325.27376","299.25816","225.22135","251.23695","1.86179583333333","2.16179583333333","9016"
"","PS(15:0_17:2)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(15:0_17:2)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(15:0_17:2)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(15:0_17:2)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(15:0_17:2)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(15:0_17:2)+H","732.48116","547.47221","323.25816","299.25816","225.22135","249.22135","1.54857083333333","1.84857083333333","12234"
"","PS(15:0_19:0)+H",1,1,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(15:0_19:0)+H",7.867475,7.867475,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(15:0_19:0)+H",1,1,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(15:0_19:0)+H",4952.251,7554868,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(15:0_19:0)+H",764.5439,579.535,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(15:0_19:0)+H","764.54376","579.53481","355.32076","299.25816","225.22135","281.28395","7.68959027777778","7.98959027777778","200"
"","PS(15:0_20:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(15:0_20:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(15:0_20:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(15:0_20:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(15:0_20:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(15:0_20:0)+H","778.55936","593.55041","369.33636","299.25816","225.22135","295.29955","8.01333333333333","8.31333333333333","14247"
"","PS(15:0_22:2)+H",0,0,0,0,0,0,"7.225625","7.525625","9320","","PS(15:0_22:2)+H",0,0,0,0,0,0,"7.225625","7.525625","9320","","PS(15:0_22:2)+H",0,0,0,0,0,0,"7.225625","7.525625","9320","","PS(15:0_22:2)+H",0,0,0,0,0,0,"7.225625","7.525625","9320","","PS(15:0_22:2)+H",0,0,0,0,0,0,"7.225625","7.525625","9320","","PS(15:0_22:2)+H","802.55936","617.55041","393.33636","299.25816","225.22135","319.29955","7.225625","7.525625","9320"
"","PS(15:0_22:3)+H",1,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PS(15:0_22:3)+H",8.161917,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PS(15:0_22:3)+H",1,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PS(15:0_22:3)+H",48811.2,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PS(15:0_22:3)+H",800.5413,0,0,0,0,0,"8.01050416666666","8.31050416666666","2253","","PS(15:0_22:3)+H","800.54376","615.53481","391.32076","299.25816","225.22135","317.28395","8.01050416666666","8.31050416666666","2253"
"","PS(15:0_22:6)+H",0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(15:0_22:6)+H",0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(15:0_22:6)+H",0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(15:0_22:6)+H",0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(15:0_22:6)+H",0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","PS(15:0_22:6)+H","794.49676","609.48781","385.27376","299.25816","225.22135","311.23695","4.95417727272727","5.25417727272727","13576"
"","PS(15:1_15:1)+H",0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(15:1_15:1)+H",0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(15:1_15:1)+H",0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(15:1_15:1)+H",0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(15:1_15:1)+H",0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(15:1_15:1)+H","704.44976","519.44081","297.24246","297.24246","223.20565","223.20565","1.05886111111111","1.35886111111111","7726"
"","PS(15:1_16:1)+H",0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(15:1_16:1)+H",0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(15:1_16:1)+H",0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(15:1_16:1)+H",0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(15:1_16:1)+H",0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(15:1_16:1)+H","718.46546","533.45651","311.25816","297.24246","223.20565","237.22135","1.74011944444444","2.04011944444444","8846"
"","PS(15:1_17:0)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(15:1_17:0)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(15:1_17:0)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(15:1_17:0)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(15:1_17:0)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(15:1_17:0)+H","734.49676","549.48781","327.28946","297.24246","223.20565","253.25265","1.86179583333333","2.16179583333333","9016"
"","PS(15:1_17:1)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(15:1_17:1)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(15:1_17:1)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(15:1_17:1)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(15:1_17:1)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(15:1_17:1)+H","732.48106","547.47211","325.27376","297.24246","223.20565","251.23695","1.54857083333333","1.84857083333333","12234"
"","PS(15:1_17:2)+H",0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(15:1_17:2)+H",0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(15:1_17:2)+H",0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(15:1_17:2)+H",0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(15:1_17:2)+H",0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(15:1_17:2)+H","730.46546","545.45651","323.25816","297.24246","223.20565","249.22135","1.47424166666667","1.77424166666667","7817"
