"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","RT at Max Intensity","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Number of Scans","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Max Intensity","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Average m/z","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PS","[M+H]+","NL_head","T1RCOO+58","T2RCOO+58","T1_RCO+","T2_RCO+","RT_min","RT_max","Comment"
"","PS(10:0_25:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(10:0_25:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(10:0_25:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(10:0_25:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(10:0_25:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(10:0_25:0)+H","778.55936","593.55041","439.41466","229.17986","155.14305","365.37785","8.01333333333333","8.31333333333333","14247"
"","PS(12:0_14:0)+H",0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PS(12:0_14:0)+H",0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PS(12:0_14:0)+H",0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PS(12:0_14:0)+H",0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PS(12:0_14:0)+H",0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PS(12:0_14:0)+H","652.41846","467.40951","285.24246","257.21116","183.17435","211.20565","2.6957875","2.9957875","8069"
"","PS(12:0_14:1)+H",0,0,0,0,0,0,"0.92806527777778","1.22806527777778","5931","","PS(12:0_14:1)+H",0,0,0,0,0,0,"0.92806527777778","1.22806527777778","5931","","PS(12:0_14:1)+H",0,0,0,0,0,0,"0.92806527777778","1.22806527777778","5931","","PS(12:0_14:1)+H",0,0,0,0,0,0,"0.92806527777778","1.22806527777778","5931","","PS(12:0_14:1)+H",0,0,0,0,0,0,"0.92806527777778","1.22806527777778","5931","","PS(12:0_14:1)+H","650.40286","465.39391","283.22686","257.21116","183.17435","209.19005","0.92806527777778","1.22806527777778","5931"
"","PS(12:0_15:0)+H",0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PS(12:0_15:0)+H",0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PS(12:0_15:0)+H",0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PS(12:0_15:0)+H",0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PS(12:0_15:0)+H",0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PS(12:0_15:0)+H","666.43416","481.42521","299.25816","257.21116","183.17435","225.22135","0.97390138888889","1.27390138888889","5474"
"","PS(12:0_16:0)+H",1,1,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PS(12:0_16:0)+H",4.028213,4.028213,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PS(12:0_16:0)+H",1,2,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PS(12:0_16:0)+H",3461.459,4628533,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PS(12:0_16:0)+H",680.4498,495.44145,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PS(12:0_16:0)+H","680.44976","495.44081","313.27376","257.21116","183.17435","239.23695","3.85204848484848","4.15204848484848","264"
"","PS(12:0_16:0)+H",0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(12:0_16:0)+H",0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(12:0_16:0)+H",0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(12:0_16:0)+H",0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(12:0_16:0)+H",0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(12:0_16:0)+H","680.44976","495.44081","313.27376","257.21116","183.17435","239.23695","4.899375","5.199375","2098"
"","PS(12:0_16:0)+H",1,1,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PS(12:0_16:0)+H",4.028213,4.028213,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PS(12:0_16:0)+H",1,2,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PS(12:0_16:0)+H",3461.459,4628533,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PS(12:0_16:0)+H",680.4498,495.44145,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PS(12:0_16:0)+H","680.44976","495.44081","313.27376","257.21116","183.17435","239.23695","3.85645138888889","4.15645138888889","12646"
"","PS(12:0_16:0)+H",0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(12:0_16:0)+H",0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(12:0_16:0)+H",0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(12:0_16:0)+H",0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(12:0_16:0)+H",0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(12:0_16:0)+H","680.44976","495.44081","313.27376","257.21116","183.17435","239.23695","4.91009027777778","5.21009027777778","12764"
"","PS(12:0_16:1)+H",0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(12:0_16:1)+H",0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(12:0_16:1)+H",0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(12:0_16:1)+H",0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(12:0_16:1)+H",0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(12:0_16:1)+H","678.43416","493.42521","311.25816","257.21116","183.17435","237.22135","1.40908333333333","1.70908333333333","10447"
"","PS(12:0_17:0)+H",0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(12:0_17:0)+H",0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(12:0_17:0)+H",0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(12:0_17:0)+H",0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(12:0_17:0)+H",0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(12:0_17:0)+H","694.46546","509.45651","327.28946","257.21116","183.17435","253.25265","5.00976527777778","5.30976527777778","981"
"","PS(12:0_17:0)+H",0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(12:0_17:0)+H",0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(12:0_17:0)+H",0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(12:0_17:0)+H",0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(12:0_17:0)+H",0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(12:0_17:0)+H","694.46546","509.45651","327.28946","257.21116","183.17435","253.25265","1.50699722222222","1.80699722222222","14667"
"","PS(12:0_17:2)+H",0,0,0,0,0,0,"1.15756944444444","1.45756944444444","6755","","PS(12:0_17:2)+H",0,0,0,0,0,0,"1.15756944444444","1.45756944444444","6755","","PS(12:0_17:2)+H",0,0,0,0,0,0,"1.15756944444444","1.45756944444444","6755","","PS(12:0_17:2)+H",0,0,0,0,0,0,"1.15756944444444","1.45756944444444","6755","","PS(12:0_17:2)+H",0,0,0,0,0,0,"1.15756944444444","1.45756944444444","6755","","PS(12:0_17:2)+H","690.43416","505.42521","323.25816","257.21116","183.17435","249.22135","1.15756944444444","1.45756944444444","6755"
"","PS(12:0_18:1)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(12:0_18:1)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(12:0_18:1)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(12:0_18:1)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(12:0_18:1)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(12:0_18:1)+H","706.46546","521.45651","339.28946","257.21116","183.17435","265.25265","1.34317916666667","1.64317916666667","6183"
"","PS(12:0_18:2)+H",0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(12:0_18:2)+H",0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(12:0_18:2)+H",0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(12:0_18:2)+H",0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(12:0_18:2)+H",0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(12:0_18:2)+H","704.44976","519.44081","337.27376","257.21116","183.17435","263.23695","1.05886111111111","1.35886111111111","7726"
"","PS(12:0_18:3)+H",0,0,0,0,0,0,"3.85204848484848","4.15204848484848","2390","","PS(12:0_18:3)+H",0,0,0,0,0,0,"3.85204848484848","4.15204848484848","2390","","PS(12:0_18:3)+H",0,0,0,0,0,0,"3.85204848484848","4.15204848484848","2390","","PS(12:0_18:3)+H",0,0,0,0,0,0,"3.85204848484848","4.15204848484848","2390","","PS(12:0_18:3)+H",0,0,0,0,0,0,"3.85204848484848","4.15204848484848","2390","","PS(12:0_18:3)+H","702.43416","517.42521","335.25816","257.21116","183.17435","261.22135","3.85204848484848","4.15204848484848","2390"
"","PS(12:0_18:3)+H",0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12785","","PS(12:0_18:3)+H",0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12785","","PS(12:0_18:3)+H",0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12785","","PS(12:0_18:3)+H",0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12785","","PS(12:0_18:3)+H",0,0,0,0,0,0,"3.85645138888889","4.15645138888889","12785","","PS(12:0_18:3)+H","702.43416","517.42521","335.25816","257.21116","183.17435","261.22135","3.85645138888889","4.15645138888889","12785"
"","PS(12:0_19:0)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(12:0_19:0)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(12:0_19:0)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(12:0_19:0)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(12:0_19:0)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(12:0_19:0)+H","722.49676","537.48781","355.32076","257.21116","183.17435","281.28395","5.71002361111111","6.01002361111111","952"
"","PS(12:0_20:1)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(12:0_20:1)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(12:0_20:1)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(12:0_20:1)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(12:0_20:1)+H",0,0,0,0,0,0,"1.86179583333333","2.16179583333333","9016","","PS(12:0_20:1)+H","734.49676","549.48781","367.32076","257.21116","183.17435","293.28395","1.86179583333333","2.16179583333333","9016"
"","PS(12:0_20:2)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(12:0_20:2)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(12:0_20:2)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(12:0_20:2)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(12:0_20:2)+H",0,0,0,0,0,0,"1.54857083333333","1.84857083333333","12234","","PS(12:0_20:2)+H","732.48106","547.47211","365.30506","257.21116","183.17435","291.26825","1.54857083333333","1.84857083333333","12234"
"","PS(12:0_20:3)+H",0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(12:0_20:3)+H",0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(12:0_20:3)+H",0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(12:0_20:3)+H",0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(12:0_20:3)+H",0,0,0,0,0,0,"1.47424166666667","1.77424166666667","7817","","PS(12:0_20:3)+H","730.46546","545.45651","363.28946","257.21116","183.17435","289.25265","1.47424166666667","1.77424166666667","7817"
"","PS(12:0_22:0)+H",1,1,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(12:0_22:0)+H",7.867475,7.867475,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(12:0_22:0)+H",1,1,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(12:0_22:0)+H",4952.251,7554868,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(12:0_22:0)+H",764.5439,579.535,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(12:0_22:0)+H","764.54366","579.53471","397.36766","257.21116","183.17435","323.33085","7.68959027777778","7.98959027777778","200"
"","PS(12:0_22:2)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(12:0_22:2)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(12:0_22:2)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(12:0_22:2)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(12:0_22:2)+H",0,0,0,0,0,0,"1.78840833333333","2.08840833333333","8216","","PS(12:0_22:2)+H","760.51236","575.50341","393.33636","257.21116","183.17435","319.29955","1.78840833333333","2.08840833333333","8216"
"","PS(12:0_23:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(12:0_23:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(12:0_23:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(12:0_23:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(12:0_23:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(12:0_23:0)+H","778.55936","593.55041","411.38336","257.21116","183.17435","337.34655","8.01333333333333","8.31333333333333","14247"
"","PS(12:0_24:1)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(12:0_24:1)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(12:0_24:1)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(12:0_24:1)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(12:0_24:1)+H",0,0,0,0,0,0,"3.00620416666667","3.30620416666667","4995","","PS(12:0_24:1)+H","790.55936","605.55041","423.38336","257.21116","183.17435","349.34655","3.00620416666667","3.30620416666667","4995"
"","PS(13:0_13:0)+H",0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PS(13:0_13:0)+H",0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PS(13:0_13:0)+H",0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PS(13:0_13:0)+H",0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PS(13:0_13:0)+H",0,0,0,0,0,0,"2.6957875","2.9957875","8069","","PS(13:0_13:0)+H","652.41856","467.40961","271.22686","271.22686","197.19005","197.19005","2.6957875","2.9957875","8069"
"","PS(13:0_14:0)+H",0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PS(13:0_14:0)+H",0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PS(13:0_14:0)+H",0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PS(13:0_14:0)+H",0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PS(13:0_14:0)+H",0,0,0,0,0,0,"0.97390138888889","1.27390138888889","5474","","PS(13:0_14:0)+H","666.43416","481.42521","285.24246","271.22686","197.19005","211.20565","0.97390138888889","1.27390138888889","5474"
"","PS(13:0_15:0)+H",1,1,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PS(13:0_15:0)+H",4.028213,4.028213,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PS(13:0_15:0)+H",1,2,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PS(13:0_15:0)+H",3461.459,4628533,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PS(13:0_15:0)+H",680.4498,495.44145,0,0,0,0,"3.85204848484848","4.15204848484848","264","","PS(13:0_15:0)+H","680.44986","495.44091","299.25816","271.22686","197.19005","225.22135","3.85204848484848","4.15204848484848","264"
"","PS(13:0_15:0)+H",0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(13:0_15:0)+H",0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(13:0_15:0)+H",0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(13:0_15:0)+H",0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(13:0_15:0)+H",0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(13:0_15:0)+H","680.44986","495.44091","299.25816","271.22686","197.19005","225.22135","4.899375","5.199375","2098"
"","PS(13:0_15:0)+H",1,1,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PS(13:0_15:0)+H",4.028213,4.028213,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PS(13:0_15:0)+H",1,2,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PS(13:0_15:0)+H",3461.459,4628533,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PS(13:0_15:0)+H",680.4498,495.44145,0,0,0,0,"3.85645138888889","4.15645138888889","12646","","PS(13:0_15:0)+H","680.44986","495.44091","299.25816","271.22686","197.19005","225.22135","3.85645138888889","4.15645138888889","12646"
"","PS(13:0_15:0)+H",0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(13:0_15:0)+H",0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(13:0_15:0)+H",0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(13:0_15:0)+H",0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(13:0_15:0)+H",0,0,0,0,0,0,"4.91009027777778","5.21009027777778","12764","","PS(13:0_15:0)+H","680.44986","495.44091","299.25816","271.22686","197.19005","225.22135","4.91009027777778","5.21009027777778","12764"
"","PS(13:0_15:1)+H",0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(13:0_15:1)+H",0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(13:0_15:1)+H",0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(13:0_15:1)+H",0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(13:0_15:1)+H",0,0,0,0,0,0,"1.40908333333333","1.70908333333333","10447","","PS(13:0_15:1)+H","678.43416","493.42521","297.24246","271.22686","197.19005","223.20565","1.40908333333333","1.70908333333333","10447"
"","PS(13:0_16:0)+H",0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(13:0_16:0)+H",0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(13:0_16:0)+H",0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(13:0_16:0)+H",0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(13:0_16:0)+H",0,0,0,0,0,0,"5.00976527777778","5.30976527777778","981","","PS(13:0_16:0)+H","694.46546","509.45651","313.27376","271.22686","197.19005","239.23695","5.00976527777778","5.30976527777778","981"
"","PS(13:0_16:0)+H",0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(13:0_16:0)+H",0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(13:0_16:0)+H",0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(13:0_16:0)+H",0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(13:0_16:0)+H",0,0,0,0,0,0,"1.50699722222222","1.80699722222222","14667","","PS(13:0_16:0)+H","694.46546","509.45651","313.27376","271.22686","197.19005","239.23695","1.50699722222222","1.80699722222222","14667"
"","PS(13:0_17:1)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(13:0_17:1)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(13:0_17:1)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(13:0_17:1)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(13:0_17:1)+H",0,0,0,0,0,0,"1.34317916666667","1.64317916666667","6183","","PS(13:0_17:1)+H","706.46546","521.45651","325.27376","271.22686","197.19005","251.23695","1.34317916666667","1.64317916666667","6183"
"","PS(13:0_17:2)+H",0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(13:0_17:2)+H",0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(13:0_17:2)+H",0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(13:0_17:2)+H",0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(13:0_17:2)+H",0,0,0,0,0,0,"1.05886111111111","1.35886111111111","7726","","PS(13:0_17:2)+H","704.44986","519.44091","323.25816","271.22686","197.19005","249.22135","1.05886111111111","1.35886111111111","7726"
"","PS(13:0_18:0)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(13:0_18:0)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(13:0_18:0)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(13:0_18:0)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(13:0_18:0)+H",0,0,0,0,0,0,"5.71002361111111","6.01002361111111","952","","PS(13:0_18:0)+H","722.49676","537.48781","341.30506","271.22686","197.19005","267.26825","5.71002361111111","6.01002361111111","952"
"","PS(13:0_18:2)+H",0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(13:0_18:2)+H",0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(13:0_18:2)+H",0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(13:0_18:2)+H",0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(13:0_18:2)+H",0,0,0,0,0,0,"1.74011944444444","2.04011944444444","8846","","PS(13:0_18:2)+H","718.46546","533.45651","337.27376","271.22686","197.19005","263.23695","1.74011944444444","2.04011944444444","8846"
"","PS(13:0_18:3)+H",0,0,0,0,0,0,"4.99630606060606","5.29630606060606","13568","","PS(13:0_18:3)+H",0,0,0,0,0,0,"4.99630606060606","5.29630606060606","13568","","PS(13:0_18:3)+H",0,0,0,0,0,0,"4.99630606060606","5.29630606060606","13568","","PS(13:0_18:3)+H",0,0,0,0,0,0,"4.99630606060606","5.29630606060606","13568","","PS(13:0_18:3)+H",0,0,0,0,0,0,"4.99630606060606","5.29630606060606","13568","","PS(13:0_18:3)+H","716.44986","531.44091","335.25816","271.22686","197.19005","261.22135","4.99630606060606","5.29630606060606","13568"
"","PS(13:0_21:0)+H",1,1,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(13:0_21:0)+H",7.867475,7.867475,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(13:0_21:0)+H",1,1,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(13:0_21:0)+H",4952.251,7554868,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(13:0_21:0)+H",764.5439,579.535,0,0,0,0,"7.68959027777778","7.98959027777778","200","","PS(13:0_21:0)+H","764.54376","579.53481","383.35206","271.22686","197.19005","309.31525","7.68959027777778","7.98959027777778","200"
"","PS(13:0_22:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(13:0_22:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(13:0_22:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(13:0_22:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(13:0_22:0)+H",0,0,0,0,0,0,"8.01333333333333","8.31333333333333","14247","","PS(13:0_22:0)+H","778.55936","593.55041","397.36766","271.22686","197.19005","323.33085","8.01333333333333","8.31333333333333","14247"
"","PS(13:0_22:6)+H",0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","PS(13:0_22:6)+H",0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","PS(13:0_22:6)+H",0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","PS(13:0_22:6)+H",0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","PS(13:0_22:6)+H",0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","PS(13:0_22:6)+H","766.46546","581.45651","385.27376","271.22686","197.19005","311.23695","5.71525555555556","6.01525555555556","9644"
"","PS(13:0_22:6)+H",0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","PS(13:0_22:6)+H",0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","PS(13:0_22:6)+H",0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","PS(13:0_22:6)+H",0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","PS(13:0_22:6)+H",0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","PS(13:0_22:6)+H","766.46546","581.45651","385.27376","271.22686","197.19005","311.23695","5.72048888888889","6.02048888888889","13083"
"","PS(14:0_14:0)+H",1,1,1,1,1,1,"3.85204848484848","4.15204848484848","264","","PS(14:0_14:0)+H",4.028213,4.028213,4.028213,4.028213,4.028213,4.028213,"3.85204848484848","4.15204848484848","264","","PS(14:0_14:0)+H",1,2,2,2,2,2,"3.85204848484848","4.15204848484848","264","","PS(14:0_14:0)+H",3461.459,4628533,154224.9,154224.9,340099.3,340099.3,"3.85204848484848","4.15204848484848","264","","PS(14:0_14:0)+H",680.4498,495.44145,285.2427,285.2427,211.20585,211.20585,"3.85204848484848","4.15204848484848","264","","PS(14:0_14:0)+H","680.44976","495.44081","285.24246","285.24246","211.20565","211.20565","3.85204848484848","4.15204848484848","264"
"","PS(14:0_14:0)+H",0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(14:0_14:0)+H",0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(14:0_14:0)+H",0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(14:0_14:0)+H",0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(14:0_14:0)+H",0,0,0,0,0,0,"4.899375","5.199375","2098","","PS(14:0_14:0)+H","680.44976","495.44081","285.24246","285.24246","211.20565","211.20565","4.899375","5.199375","2098"
"","PS(14:0_14:0)+H",1,1,1,1,1,1,"3.85645138888889","4.15645138888889","12646","","PS(14:0_14:0)+H",4.028213,4.028213,4.028213,4.028213,4.028213,4.028213,"3.85645138888889","4.15645138888889","12646","","PS(14:0_14:0)+H",1,2,2,2,2,2,"3.85645138888889","4.15645138888889","12646","","PS(14:0_14:0)+H",3461.459,4628533,154224.9,154224.9,340099.3,340099.3,"3.85645138888889","4.15645138888889","12646","","PS(14:0_14:0)+H",680.4498,495.44145,285.2427,285.2427,211.20585,211.20585,"3.85645138888889","4.15645138888889","12646","","PS(14:0_14:0)+H","680.44976","495.44081","285.24246","285.24246","211.20565","211.20565","3.85645138888889","4.15645138888889","12646"
