"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","CerP","[M+H]+","Prec_-H2O","Prec_-H3PO4","Prec_-H3PO4-H20","Prec_-HPO3","NL_SN2","RT_min","RT_max","Comment","RT at Max Intensity","CerP","[M+H]+","Prec_-H2O","Prec_-H3PO4","Prec_-H3PO4-H20","Prec_-HPO3","NL_SN2","RT_min","RT_max","Comment","Number of Scans","CerP","[M+H]+","Prec_-H2O","Prec_-H3PO4","Prec_-H3PO4-H20","Prec_-HPO3","NL_SN2","RT_min","RT_max","Comment","Max Intensity","CerP","[M+H]+","Prec_-H2O","Prec_-H3PO4","Prec_-H3PO4-H20","Prec_-HPO3","NL_SN2","RT_min","RT_max","Comment","Average m/z","CerP","[M+H]+","Prec_-H2O","Prec_-H3PO4","Prec_-H3PO4-H20","Prec_-HPO3","NL_SN2","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","CerP","[M+H]+","Prec_-H2O","Prec_-H3PO4","Prec_-H3PO4-H20","Prec_-HPO3","NL_SN2","RT_min","RT_max","Comment"
"","CerP(d16:1/12:0)+H",0,0,0,0,0,0,"1.5121875","1.8121875","17015","","CerP(d16:1/12:0)+H",0,0,0,0,0,0,"1.5121875","1.8121875","17015","","CerP(d16:1/12:0)+H",0,0,0,0,0,0,"1.5121875","1.8121875","17015","","CerP(d16:1/12:0)+H",0,0,0,0,0,0,"1.5121875","1.8121875","17015","","CerP(d16:1/12:0)+H",0,0,0,0,0,0,"1.5121875","1.8121875","17015","","CerP(d16:1/12:0)+H","534.3917915","516.3812315","436.4148915","418.4043315","454.4254615","236.23713","1.5121875","1.8121875","17015"
"","CerP(d18:1/10:0)+H",0,0,0,0,0,0,"1.13641805555556","1.43641805555556","3216","","CerP(d18:1/10:0)+H",0,0,0,0,0,0,"1.13641805555556","1.43641805555556","3216","","CerP(d18:1/10:0)+H",0,0,0,0,0,0,"1.13641805555556","1.43641805555556","3216","","CerP(d18:1/10:0)+H",0,0,0,0,0,0,"1.13641805555556","1.43641805555556","3216","","CerP(d18:1/10:0)+H",0,0,0,0,0,0,"1.13641805555556","1.43641805555556","3216","","CerP(d18:1/10:0)+H","534.3917915","516.3812315","436.4148915","418.4043315","454.4254615","264.26841","1.13641805555556","1.43641805555556","3216"
"","CerP(d18:1/10:0)+H",0,0,0,0,0,0,"1.5121875","1.8121875","17015","","CerP(d18:1/10:0)+H",0,0,0,0,0,0,"1.5121875","1.8121875","17015","","CerP(d18:1/10:0)+H",0,0,0,0,0,0,"1.5121875","1.8121875","17015","","CerP(d18:1/10:0)+H",0,0,0,0,0,0,"1.5121875","1.8121875","17015","","CerP(d18:1/10:0)+H",0,0,0,0,0,0,"1.5121875","1.8121875","17015","","CerP(d18:1/10:0)+H","534.3917915","516.3812315","436.4148915","418.4043315","454.4254615","264.26841","1.5121875","1.8121875","17015"
"","CerP(d14:0/14:0)+H",0,0,0,0,0,0,"1.55964027777778","1.85964027777778","2405","","CerP(d14:0/14:0)+H",0,0,0,0,0,0,"1.55964027777778","1.85964027777778","2405","","CerP(d14:0/14:0)+H",0,0,0,0,0,0,"1.55964027777778","1.85964027777778","2405","","CerP(d14:0/14:0)+H",0,0,0,0,0,0,"1.55964027777778","1.85964027777778","2405","","CerP(d14:0/14:0)+H",0,0,0,0,0,0,"1.55964027777778","1.85964027777778","2405","","CerP(d14:0/14:0)+H","536.4074165","518.3968565","438.4305165","420.4199565","456.4410865","210.22149","1.55964027777778","1.85964027777778","2405"
"","CerP(d14:0/14:0)+H",0,0,0,0,0,0,"2.15532638888889","2.45532638888889","8006","","CerP(d14:0/14:0)+H",0,0,0,0,0,0,"2.15532638888889","2.45532638888889","8006","","CerP(d14:0/14:0)+H",0,0,0,0,0,0,"2.15532638888889","2.45532638888889","8006","","CerP(d14:0/14:0)+H",0,0,0,0,0,0,"2.15532638888889","2.45532638888889","8006","","CerP(d14:0/14:0)+H",0,0,0,0,0,0,"2.15532638888889","2.45532638888889","8006","","CerP(d14:0/14:0)+H","536.4074165","518.3968565","438.4305165","420.4199565","456.4410865","210.22149","2.15532638888889","2.45532638888889","8006"
"","CerP(d16:0/12:0)+H",0,0,0,0,0,0,"1.55964027777778","1.85964027777778","2405","","CerP(d16:0/12:0)+H",0,0,0,0,0,0,"1.55964027777778","1.85964027777778","2405","","CerP(d16:0/12:0)+H",0,0,0,0,0,0,"1.55964027777778","1.85964027777778","2405","","CerP(d16:0/12:0)+H",0,0,0,0,0,0,"1.55964027777778","1.85964027777778","2405","","CerP(d16:0/12:0)+H",0,0,0,0,0,0,"1.55964027777778","1.85964027777778","2405","","CerP(d16:0/12:0)+H","536.4074165","518.3968565","438.4305165","420.4199565","456.4410865","238.25277","1.55964027777778","1.85964027777778","2405"
"","CerP(d16:0/12:0)+H",0,0,0,0,0,0,"2.15532638888889","2.45532638888889","8006","","CerP(d16:0/12:0)+H",0,0,0,0,0,0,"2.15532638888889","2.45532638888889","8006","","CerP(d16:0/12:0)+H",0,0,0,0,0,0,"2.15532638888889","2.45532638888889","8006","","CerP(d16:0/12:0)+H",0,0,0,0,0,0,"2.15532638888889","2.45532638888889","8006","","CerP(d16:0/12:0)+H",0,0,0,0,0,0,"2.15532638888889","2.45532638888889","8006","","CerP(d16:0/12:0)+H","536.4074165","518.3968565","438.4305165","420.4199565","456.4410865","238.25277","2.15532638888889","2.45532638888889","8006"
"","CerP(d18:0/10:0)+H",0,0,0,0,0,0,"1.55964027777778","1.85964027777778","2405","","CerP(d18:0/10:0)+H",0,0,0,0,0,0,"1.55964027777778","1.85964027777778","2405","","CerP(d18:0/10:0)+H",0,0,0,0,0,0,"1.55964027777778","1.85964027777778","2405","","CerP(d18:0/10:0)+H",0,0,0,0,0,0,"1.55964027777778","1.85964027777778","2405","","CerP(d18:0/10:0)+H",0,0,0,0,0,0,"1.55964027777778","1.85964027777778","2405","","CerP(d18:0/10:0)+H","536.4074165","518.3968565","438.4305165","420.4199565","456.4410865","266.28405","1.55964027777778","1.85964027777778","2405"
"","CerP(d18:0/10:0)+H",0,0,0,0,0,0,"2.15532638888889","2.45532638888889","8006","","CerP(d18:0/10:0)+H",0,0,0,0,0,0,"2.15532638888889","2.45532638888889","8006","","CerP(d18:0/10:0)+H",0,0,0,0,0,0,"2.15532638888889","2.45532638888889","8006","","CerP(d18:0/10:0)+H",0,0,0,0,0,0,"2.15532638888889","2.45532638888889","8006","","CerP(d18:0/10:0)+H",0,0,0,0,0,0,"2.15532638888889","2.45532638888889","8006","","CerP(d18:0/10:0)+H","536.4074165","518.3968565","438.4305165","420.4199565","456.4410865","266.28405","2.15532638888889","2.45532638888889","8006"
"","CerP(d15:0/14:0)+H",0,0,0,0,0,0,"4.87523194444445","5.17523194444445","2646","","CerP(d15:0/14:0)+H",0,0,0,0,0,0,"4.87523194444445","5.17523194444445","2646","","CerP(d15:0/14:0)+H",0,0,0,0,0,0,"4.87523194444445","5.17523194444445","2646","","CerP(d15:0/14:0)+H",0,0,0,0,0,0,"4.87523194444445","5.17523194444445","2646","","CerP(d15:0/14:0)+H",0,0,0,0,0,0,"4.87523194444445","5.17523194444445","2646","","CerP(d15:0/14:0)+H","550.4231025","532.4125425","452.4462025","434.4356425","470.4567725","224.23713","4.87523194444445","5.17523194444445","2646"
"","CerP(d17:0/12:0)+H",0,0,0,0,0,0,"4.87523194444445","5.17523194444445","2646","","CerP(d17:0/12:0)+H",0,0,0,0,0,0,"4.87523194444445","5.17523194444445","2646","","CerP(d17:0/12:0)+H",0,0,0,0,0,0,"4.87523194444445","5.17523194444445","2646","","CerP(d17:0/12:0)+H",0,0,0,0,0,0,"4.87523194444445","5.17523194444445","2646","","CerP(d17:0/12:0)+H",0,0,0,0,0,0,"4.87523194444445","5.17523194444445","2646","","CerP(d17:0/12:0)+H","550.4231025","532.4125425","452.4462025","434.4356425","470.4567725","252.26841","4.87523194444445","5.17523194444445","2646"
"","CerP(d19:0/10:0)+H",0,0,0,0,0,0,"4.87523194444445","5.17523194444445","2646","","CerP(d19:0/10:0)+H",0,0,0,0,0,0,"4.87523194444445","5.17523194444445","2646","","CerP(d19:0/10:0)+H",0,0,0,0,0,0,"4.87523194444445","5.17523194444445","2646","","CerP(d19:0/10:0)+H",0,0,0,0,0,0,"4.87523194444445","5.17523194444445","2646","","CerP(d19:0/10:0)+H",0,0,0,0,0,0,"4.87523194444445","5.17523194444445","2646","","CerP(d19:0/10:0)+H","550.4231025","532.4125425","452.4462025","434.4356425","470.4567725","280.29969","4.87523194444445","5.17523194444445","2646"
"","CerP(d14:1/16:0)+H",0,0,0,0,0,0,"1.67792083333333","1.97792083333333","3232","","CerP(d14:1/16:0)+H",0,0,0,0,0,0,"1.67792083333333","1.97792083333333","3232","","CerP(d14:1/16:0)+H",0,0,0,0,0,0,"1.67792083333333","1.97792083333333","3232","","CerP(d14:1/16:0)+H",0,0,0,0,0,0,"1.67792083333333","1.97792083333333","3232","","CerP(d14:1/16:0)+H",0,0,0,0,0,0,"1.67792083333333","1.97792083333333","3232","","CerP(d14:1/16:0)+H","562.4231025","544.4125425","464.4462025","446.4356425","482.4567725","208.20585","1.67792083333333","1.97792083333333","3232"
"","CerP(d14:1/16:0)+H",0,0,0,0,0,0,"2.16738333333333","2.46738333333333","16852","","CerP(d14:1/16:0)+H",0,0,0,0,0,0,"2.16738333333333","2.46738333333333","16852","","CerP(d14:1/16:0)+H",0,0,0,0,0,0,"2.16738333333333","2.46738333333333","16852","","CerP(d14:1/16:0)+H",0,0,0,0,0,0,"2.16738333333333","2.46738333333333","16852","","CerP(d14:1/16:0)+H",0,0,0,0,0,0,"2.16738333333333","2.46738333333333","16852","","CerP(d14:1/16:0)+H","562.4231025","544.4125425","464.4462025","446.4356425","482.4567725","208.20585","2.16738333333333","2.46738333333333","16852"
"","CerP(d16:1/14:0)+H",0,0,0,0,0,0,"1.67792083333333","1.97792083333333","3232","","CerP(d16:1/14:0)+H",0,0,0,0,0,0,"1.67792083333333","1.97792083333333","3232","","CerP(d16:1/14:0)+H",0,0,0,0,0,0,"1.67792083333333","1.97792083333333","3232","","CerP(d16:1/14:0)+H",0,0,0,0,0,0,"1.67792083333333","1.97792083333333","3232","","CerP(d16:1/14:0)+H",0,0,0,0,0,0,"1.67792083333333","1.97792083333333","3232","","CerP(d16:1/14:0)+H","562.4231025","544.4125425","464.4462025","446.4356425","482.4567725","236.23713","1.67792083333333","1.97792083333333","3232"
"","CerP(d16:1/14:0)+H",0,0,0,0,0,0,"2.16738333333333","2.46738333333333","16852","","CerP(d16:1/14:0)+H",0,0,0,0,0,0,"2.16738333333333","2.46738333333333","16852","","CerP(d16:1/14:0)+H",0,0,0,0,0,0,"2.16738333333333","2.46738333333333","16852","","CerP(d16:1/14:0)+H",0,0,0,0,0,0,"2.16738333333333","2.46738333333333","16852","","CerP(d16:1/14:0)+H",0,0,0,0,0,0,"2.16738333333333","2.46738333333333","16852","","CerP(d16:1/14:0)+H","562.4231025","544.4125425","464.4462025","446.4356425","482.4567725","236.23713","2.16738333333333","2.46738333333333","16852"
"","CerP(d18:1/12:0)+H",0,0,0,0,0,0,"1.67792083333333","1.97792083333333","3232","","CerP(d18:1/12:0)+H",0,0,0,0,0,0,"1.67792083333333","1.97792083333333","3232","","CerP(d18:1/12:0)+H",0,0,0,0,0,0,"1.67792083333333","1.97792083333333","3232","","CerP(d18:1/12:0)+H",0,0,0,0,0,0,"1.67792083333333","1.97792083333333","3232","","CerP(d18:1/12:0)+H",0,0,0,0,0,0,"1.67792083333333","1.97792083333333","3232","","CerP(d18:1/12:0)+H","562.4231025","544.4125425","464.4462025","446.4356425","482.4567725","264.26841","1.67792083333333","1.97792083333333","3232"
"","CerP(d18:1/12:0)+H",0,0,0,0,0,0,"2.16738333333333","2.46738333333333","16852","","CerP(d18:1/12:0)+H",0,0,0,0,0,0,"2.16738333333333","2.46738333333333","16852","","CerP(d18:1/12:0)+H",0,0,0,0,0,0,"2.16738333333333","2.46738333333333","16852","","CerP(d18:1/12:0)+H",0,0,0,0,0,0,"2.16738333333333","2.46738333333333","16852","","CerP(d18:1/12:0)+H",0,0,0,0,0,0,"2.16738333333333","2.46738333333333","16852","","CerP(d18:1/12:0)+H","562.4231025","544.4125425","464.4462025","446.4356425","482.4567725","264.26841","2.16738333333333","2.46738333333333","16852"
"","CerP(d14:0/16:0)+H",0,0,0,0,0,0,"3.17754305555556","3.47754305555556","7954","","CerP(d14:0/16:0)+H",0,0,0,0,0,0,"3.17754305555556","3.47754305555556","7954","","CerP(d14:0/16:0)+H",0,0,0,0,0,0,"3.17754305555556","3.47754305555556","7954","","CerP(d14:0/16:0)+H",0,0,0,0,0,0,"3.17754305555556","3.47754305555556","7954","","CerP(d14:0/16:0)+H",0,0,0,0,0,0,"3.17754305555556","3.47754305555556","7954","","CerP(d14:0/16:0)+H","564.4387275","546.4281675","466.4618275","448.4512675","484.4723975","210.22149","3.17754305555556","3.47754305555556","7954"
