"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","OxPE","[M+Na]+","PreCursor -43","PreCursor -141","M+Na-43-SN1-H acyl loss","M+Na-43-SN2-H acyl loss","phosphoethanolamine+Na","RT_min","RT_max","Comment","RT at Max Intensity","OxPE","[M+Na]+","PreCursor -43","PreCursor -141","M+Na-43-SN1-H acyl loss","M+Na-43-SN2-H acyl loss","phosphoethanolamine+Na","RT_min","RT_max","Comment","Number of Scans","OxPE","[M+Na]+","PreCursor -43","PreCursor -141","M+Na-43-SN1-H acyl loss","M+Na-43-SN2-H acyl loss","phosphoethanolamine+Na","RT_min","RT_max","Comment","Max Intensity","OxPE","[M+Na]+","PreCursor -43","PreCursor -141","M+Na-43-SN1-H acyl loss","M+Na-43-SN2-H acyl loss","phosphoethanolamine+Na","RT_min","RT_max","Comment","Average m/z","OxPE","[M+Na]+","PreCursor -43","PreCursor -141","M+Na-43-SN1-H acyl loss","M+Na-43-SN2-H acyl loss","phosphoethanolamine+Na","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","OxPE","[M+Na]+","PreCursor -43","PreCursor -141","M+Na-43-SN1-H acyl loss","M+Na-43-SN2-H acyl loss","phosphoethanolamine+Na","RT_min","RT_max","Comment"
"","OxPE(15:0_24:1(Ke))+Na",0,0,0,0,0,0,"3.35120555555556","3.65120555555556","14000","","OxPE(15:0_24:1(Ke))+Na",0,0,0,0,0,0,"3.35120555555556","3.65120555555556","14000","","OxPE(15:0_24:1(Ke))+Na",0,0,0,0,0,0,"3.35120555555556","3.65120555555556","14000","","OxPE(15:0_24:1(Ke))+Na",0,0,0,0,0,0,"3.35120555555556","3.65120555555556","14000","","OxPE(15:0_24:1(Ke))+Na",0,0,0,0,0,0,"3.35120555555556","3.65120555555556","14000","","OxPE(15:0_24:1(Ke))+Na","824.5776478","781.5354478","683.5585535","539.3109978","401.2065078","164.00888","3.35120555555556","3.65120555555556","14000"
"","OxPE(15:0_24:1(Ke))+Na",0,0,0,0,0,0,"3.88472638888889","4.18472638888889","18235","","OxPE(15:0_24:1(Ke))+Na",0,0,0,0,0,0,"3.88472638888889","4.18472638888889","18235","","OxPE(15:0_24:1(Ke))+Na",0,0,0,0,0,0,"3.88472638888889","4.18472638888889","18235","","OxPE(15:0_24:1(Ke))+Na",0,0,0,0,0,0,"3.88472638888889","4.18472638888889","18235","","OxPE(15:0_24:1(Ke))+Na",0,0,0,0,0,0,"3.88472638888889","4.18472638888889","18235","","OxPE(15:0_24:1(Ke))+Na","824.5776478","781.5354478","683.5585535","539.3109978","401.2065078","164.00888","3.88472638888889","4.18472638888889","18235"
"","OxPE(15:0_22:1(Ke,OH))+Na",0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","OxPE(15:0_22:1(Ke,OH))+Na",0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","OxPE(15:0_22:1(Ke,OH))+Na",0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","OxPE(15:0_22:1(Ke,OH))+Na",0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","OxPE(15:0_22:1(Ke,OH))+Na",0,0,0,0,0,0,"1.86782083333333","2.16782083333333","11159","","OxPE(15:0_22:1(Ke,OH))+Na","812.5412678","769.4990678","671.5221735","527.2746178","401.2065078","164.00888","1.86782083333333","2.16782083333333","11159"
"","OxPE(15:0_24:1(Ke,OH))+Na",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","OxPE(15:0_24:1(Ke,OH))+Na",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","OxPE(15:0_24:1(Ke,OH))+Na",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","OxPE(15:0_24:1(Ke,OH))+Na",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","OxPE(15:0_24:1(Ke,OH))+Na",0,0,0,0,0,0,"4.10132083333333","4.40132083333333","8692","","OxPE(15:0_24:1(Ke,OH))+Na","840.5725678","797.5303678","699.5534735","555.3059178","401.2065078","164.00888","4.10132083333333","4.40132083333333","8692"
"","OxPE(16:1_15:1(OH))+Na",0,0,0,0,0,0,"1.40643888888889","1.70643888888889","6492","","OxPE(16:1_15:1(OH))+Na",0,0,0,0,0,0,"1.40643888888889","1.70643888888889","6492","","OxPE(16:1_15:1(OH))+Na",0,0,0,0,0,0,"1.40643888888889","1.70643888888889","6492","","OxPE(16:1_15:1(OH))+Na",0,0,0,0,0,0,"1.40643888888889","1.70643888888889","6492","","OxPE(16:1_15:1(OH))+Na",0,0,0,0,0,0,"1.40643888888889","1.70643888888889","6492","","OxPE(16:1_15:1(OH))+Na","712.4524078","669.4102078","571.4333135","415.1857578","413.2065078","164.00888","1.40643888888889","1.70643888888889","6492"
"","OxPE(16:1_16:1(OH))+Na",0,0,0,0,0,0,"1.84776666666667","2.14776666666667","5867","","OxPE(16:1_16:1(OH))+Na",0,0,0,0,0,0,"1.84776666666667","2.14776666666667","5867","","OxPE(16:1_16:1(OH))+Na",0,0,0,0,0,0,"1.84776666666667","2.14776666666667","5867","","OxPE(16:1_16:1(OH))+Na",0,0,0,0,0,0,"1.84776666666667","2.14776666666667","5867","","OxPE(16:1_16:1(OH))+Na",0,0,0,0,0,0,"1.84776666666667","2.14776666666667","5867","","OxPE(16:1_16:1(OH))+Na","726.4681078","683.4259078","585.4490135","429.2014578","413.2065078","164.00888","1.84776666666667","2.14776666666667","5867"
"","OxPE(16:1_17:1(OH))+Na",0,0,0,0,0,0,"1.79171805555556","2.09171805555556","6656","","OxPE(16:1_17:1(OH))+Na",0,0,0,0,0,0,"1.79171805555556","2.09171805555556","6656","","OxPE(16:1_17:1(OH))+Na",0,0,0,0,0,0,"1.79171805555556","2.09171805555556","6656","","OxPE(16:1_17:1(OH))+Na",0,0,0,0,0,0,"1.79171805555556","2.09171805555556","6656","","OxPE(16:1_17:1(OH))+Na",0,0,0,0,0,0,"1.79171805555556","2.09171805555556","6656","","OxPE(16:1_17:1(OH))+Na","740.4837078","697.4415078","599.4646135","443.2170578","413.2065078","164.00888","1.79171805555556","2.09171805555556","6656"
"","OxPE(16:1_17:1(OH))+Na",0,0,0,0,0,0,"1.53285972222222","1.83285972222222","19185","","OxPE(16:1_17:1(OH))+Na",0,0,0,0,0,0,"1.53285972222222","1.83285972222222","19185","","OxPE(16:1_17:1(OH))+Na",0,0,0,0,0,0,"1.53285972222222","1.83285972222222","19185","","OxPE(16:1_17:1(OH))+Na",0,0,0,0,0,0,"1.53285972222222","1.83285972222222","19185","","OxPE(16:1_17:1(OH))+Na",0,0,0,0,0,0,"1.53285972222222","1.83285972222222","19185","","OxPE(16:1_17:1(OH))+Na","740.4837078","697.4415078","599.4646135","443.2170578","413.2065078","164.00888","1.53285972222222","1.83285972222222","19185"
"","OxPE(16:1_22:1(OH))+Na",0,0,0,0,0,0,"0.544658333333333","0.844658333333333","3311","","OxPE(16:1_22:1(OH))+Na",0,0,0,0,0,0,"0.544658333333333","0.844658333333333","3311","","OxPE(16:1_22:1(OH))+Na",0,0,0,0,0,0,"0.544658333333333","0.844658333333333","3311","","OxPE(16:1_22:1(OH))+Na",0,0,0,0,0,0,"0.544658333333333","0.844658333333333","3311","","OxPE(16:1_22:1(OH))+Na",0,0,0,0,0,0,"0.544658333333333","0.844658333333333","3311","","OxPE(16:1_22:1(OH))+Na","810.5620078","767.5198078","669.5429135","513.2953578","413.2065078","164.00888","0.544658333333333","0.844658333333333","3311"
"","OxPE(16:1_22:1(OH))+Na",0,0,0,0,0,0,"4.98503888888889","5.28503888888889","9912","","OxPE(16:1_22:1(OH))+Na",0,0,0,0,0,0,"4.98503888888889","5.28503888888889","9912","","OxPE(16:1_22:1(OH))+Na",0,0,0,0,0,0,"4.98503888888889","5.28503888888889","9912","","OxPE(16:1_22:1(OH))+Na",0,0,0,0,0,0,"4.98503888888889","5.28503888888889","9912","","OxPE(16:1_22:1(OH))+Na",0,0,0,0,0,0,"4.98503888888889","5.28503888888889","9912","","OxPE(16:1_22:1(OH))+Na","810.5620078","767.5198078","669.5429135","513.2953578","413.2065078","164.00888","4.98503888888889","5.28503888888889","9912"
"","OxPE(16:1_18:3(OO))+Na",0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","OxPE(16:1_18:3(OO))+Na",0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","OxPE(16:1_18:3(OO))+Na",0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","OxPE(16:1_18:3(OO))+Na",0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","OxPE(16:1_18:3(OO))+Na",0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","OxPE(16:1_18:3(OO))+Na","766.4630278","723.4208278","625.4439335","469.1963778","413.2065078","164.00888","5.71525555555556","6.01525555555556","9644"
"","OxPE(16:1_18:3(OO))+Na",0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","OxPE(16:1_18:3(OO))+Na",0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","OxPE(16:1_18:3(OO))+Na",0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","OxPE(16:1_18:3(OO))+Na",0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","OxPE(16:1_18:3(OO))+Na",0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","OxPE(16:1_18:3(OO))+Na","766.4630278","723.4208278","625.4439335","469.1963778","413.2065078","164.00888","5.72048888888889","6.02048888888889","13083"
"","OxPE(16:1_20:3(OO))+Na",0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","OxPE(16:1_20:3(OO))+Na",0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","OxPE(16:1_20:3(OO))+Na",0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","OxPE(16:1_20:3(OO))+Na",0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","OxPE(16:1_20:3(OO))+Na",0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","OxPE(16:1_20:3(OO))+Na","794.4943278","751.4521278","653.4752335","497.2276778","413.2065078","164.00888","4.95417727272727","5.25417727272727","13576"
"","OxPE(16:1_22:1(OO))+Na",0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","OxPE(16:1_22:1(OO))+Na",0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","OxPE(16:1_22:1(OO))+Na",0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","OxPE(16:1_22:1(OO))+Na",0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","OxPE(16:1_22:1(OO))+Na",0,0,0,0,0,0,"7.04686805555556","7.34686805555556","2224","","OxPE(16:1_22:1(OO))+Na","826.5569278","783.5147278","685.5378335","529.2902778","413.2065078","164.00888","7.04686805555556","7.34686805555556","2224"
"","OxPE(16:1_22:1(OO))+Na",0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","OxPE(16:1_22:1(OO))+Na",0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","OxPE(16:1_22:1(OO))+Na",0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","OxPE(16:1_22:1(OO))+Na",0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","OxPE(16:1_22:1(OO))+Na",0,0,0,0,0,0,"1.55908055555556","1.85908055555556","18812","","OxPE(16:1_22:1(OO))+Na","826.5569278","783.5147278","685.5378335","529.2902778","413.2065078","164.00888","1.55908055555556","1.85908055555556","18812"
"","OxPE(16:1_22:3(OO))+Na",0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","OxPE(16:1_22:3(OO))+Na",0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","OxPE(16:1_22:3(OO))+Na",0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","OxPE(16:1_22:3(OO))+Na",0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","OxPE(16:1_22:3(OO))+Na",0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","OxPE(16:1_22:3(OO))+Na","822.5256278","779.4834278","681.5065335","525.2589778","413.2065078","164.00888","4.98809583333333","5.28809583333333","13691"
"","OxPE(16:1_22:4(OO))+Na",0,0,0,0,0,0,"5.1377375","5.4377375","11246","","OxPE(16:1_22:4(OO))+Na",0,0,0,0,0,0,"5.1377375","5.4377375","11246","","OxPE(16:1_22:4(OO))+Na",0,0,0,0,0,0,"5.1377375","5.4377375","11246","","OxPE(16:1_22:4(OO))+Na",0,0,0,0,0,0,"5.1377375","5.4377375","11246","","OxPE(16:1_22:4(OO))+Na",0,0,0,0,0,0,"5.1377375","5.4377375","11246","","OxPE(16:1_22:4(OO))+Na","820.5099278","777.4677278","679.4908335","523.2432778","413.2065078","164.00888","5.1377375","5.4377375","11246"
"","OxPE(16:1_17:1(OOO))+Na",0,0,0,0,0,0,"1.388075","1.688075","15593","","OxPE(16:1_17:1(OOO))+Na",0,0,0,0,0,0,"1.388075","1.688075","15593","","OxPE(16:1_17:1(OOO))+Na",0,0,0,0,0,0,"1.388075","1.688075","15593","","OxPE(16:1_17:1(OOO))+Na",0,0,0,0,0,0,"1.388075","1.688075","15593","","OxPE(16:1_17:1(OOO))+Na",0,0,0,0,0,0,"1.388075","1.688075","15593","","OxPE(16:1_17:1(OOO))+Na","772.4735478","729.4313478","631.4544535","475.2068978","413.2065078","164.00888","1.388075","1.688075","15593"
"","OxPE(16:1_15:1(OOOO))+Na",0,0,0,0,0,0,"3.91813181818182","4.21813181818182","6911","","OxPE(16:1_15:1(OOOO))+Na",0,0,0,0,0,0,"3.91813181818182","4.21813181818182","6911","","OxPE(16:1_15:1(OOOO))+Na",0,0,0,0,0,0,"3.91813181818182","4.21813181818182","6911","","OxPE(16:1_15:1(OOOO))+Na",0,0,0,0,0,0,"3.91813181818182","4.21813181818182","6911","","OxPE(16:1_15:1(OOOO))+Na",0,0,0,0,0,0,"3.91813181818182","4.21813181818182","6911","","OxPE(16:1_15:1(OOOO))+Na","760.4371678","717.3949678","619.4180735","463.1705178","413.2065078","164.00888","3.91813181818182","4.21813181818182","6911"
"","OxPE(16:1_15:1(OOOO))+Na",0,0,0,0,0,0,"3.91824027777778","4.21824027777778","13515","","OxPE(16:1_15:1(OOOO))+Na",0,0,0,0,0,0,"3.91824027777778","4.21824027777778","13515","","OxPE(16:1_15:1(OOOO))+Na",0,0,0,0,0,0,"3.91824027777778","4.21824027777778","13515","","OxPE(16:1_15:1(OOOO))+Na",0,0,0,0,0,0,"3.91824027777778","4.21824027777778","13515","","OxPE(16:1_15:1(OOOO))+Na",0,0,0,0,0,0,"3.91824027777778","4.21824027777778","13515","","OxPE(16:1_15:1(OOOO))+Na","760.4371678","717.3949678","619.4180735","463.1705178","413.2065078","164.00888","3.91824027777778","4.21824027777778","13515"
"","OxPE(16:1_22:5(OOOO))+Na",0,0,0,0,0,0,"1.01765138888889","1.31765138888889","18705","","OxPE(16:1_22:5(OOOO))+Na",0,0,0,0,0,0,"1.01765138888889","1.31765138888889","18705","","OxPE(16:1_22:5(OOOO))+Na",0,0,0,0,0,0,"1.01765138888889","1.31765138888889","18705","","OxPE(16:1_22:5(OOOO))+Na",0,0,0,0,0,0,"1.01765138888889","1.31765138888889","18705","","OxPE(16:1_22:5(OOOO))+Na",0,0,0,0,0,0,"1.01765138888889","1.31765138888889","18705","","OxPE(16:1_22:5(OOOO))+Na","850.4841678","807.4419678","709.4650735","553.2175178","413.2065078","164.00888","1.01765138888889","1.31765138888889","18705"
"","OxPE(16:1_24:1(OOOO))+Na",0,0,0,0,0,0,"7.77684722222222","8.07684722222222","9896","","OxPE(16:1_24:1(OOOO))+Na",0,0,0,0,0,0,"7.77684722222222","8.07684722222222","9896","","OxPE(16:1_24:1(OOOO))+Na",0,0,0,0,0,0,"7.77684722222222","8.07684722222222","9896","","OxPE(16:1_24:1(OOOO))+Na",0,0,0,0,0,0,"7.77684722222222","8.07684722222222","9896","","OxPE(16:1_24:1(OOOO))+Na",0,0,0,0,0,0,"7.77684722222222","8.07684722222222","9896","","OxPE(16:1_24:1(OOOO))+Na","886.5780678","843.5358678","745.5589735","589.3114178","413.2065078","164.00888","7.77684722222222","8.07684722222222","9896"
"","OxPE(16:1_16:1(Ke))+Na",0,0,0,0,0,0,"1.811375","2.111375","6614","","OxPE(16:1_16:1(Ke))+Na",0,0,0,0,0,0,"1.811375","2.111375","6614","","OxPE(16:1_16:1(Ke))+Na",0,0,0,0,0,0,"1.811375","2.111375","6614","","OxPE(16:1_16:1(Ke))+Na",0,0,0,0,0,0,"1.811375","2.111375","6614","","OxPE(16:1_16:1(Ke))+Na",0,0,0,0,0,0,"1.811375","2.111375","6614","","OxPE(16:1_16:1(Ke))+Na","724.4524478","681.4102478","583.4333535","427.1857978","413.2065078","164.00888","1.811375","2.111375","6614"
"","OxPE(16:1_20:3(Ke))+Na",0,0,0,0,0,0,"0.842911111111111","1.14291111111111","3824","","OxPE(16:1_20:3(Ke))+Na",0,0,0,0,0,0,"0.842911111111111","1.14291111111111","3824","","OxPE(16:1_20:3(Ke))+Na",0,0,0,0,0,0,"0.842911111111111","1.14291111111111","3824","","OxPE(16:1_20:3(Ke))+Na",0,0,0,0,0,0,"0.842911111111111","1.14291111111111","3824","","OxPE(16:1_20:3(Ke))+Na",0,0,0,0,0,0,"0.842911111111111","1.14291111111111","3824","","OxPE(16:1_20:3(Ke))+Na","776.4837478","733.4415478","635.4646535","479.2170978","413.2065078","164.00888","0.842911111111111","1.14291111111111","3824"
"","OxPE(16:1_24:1(Ke))+Na",0,0,0,0,0,0,"5.14420416666667","5.44420416666667","6914","","OxPE(16:1_24:1(Ke))+Na",0,0,0,0,0,0,"5.14420416666667","5.44420416666667","6914","","OxPE(16:1_24:1(Ke))+Na",0,0,0,0,0,0,"5.14420416666667","5.44420416666667","6914","","OxPE(16:1_24:1(Ke))+Na",0,0,0,0,0,0,"5.14420416666667","5.44420416666667","6914","","OxPE(16:1_24:1(Ke))+Na",0,0,0,0,0,0,"5.14420416666667","5.44420416666667","6914","","OxPE(16:1_24:1(Ke))+Na","836.5776478","793.5354478","695.5585535","539.3109978","413.2065078","164.00888","5.14420416666667","5.44420416666667","6914"
"","OxPE(16:1_18:2(Ke,OH))+Na",0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","OxPE(16:1_18:2(Ke,OH))+Na",0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","OxPE(16:1_18:2(Ke,OH))+Na",0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","OxPE(16:1_18:2(Ke,OH))+Na",0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","OxPE(16:1_18:2(Ke,OH))+Na",0,0,0,0,0,0,"5.71525555555556","6.01525555555556","9644","","OxPE(16:1_18:2(Ke,OH))+Na","766.4629678","723.4207678","625.4438735","469.1963178","413.2065078","164.00888","5.71525555555556","6.01525555555556","9644"
"","OxPE(16:1_18:2(Ke,OH))+Na",0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","OxPE(16:1_18:2(Ke,OH))+Na",0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","OxPE(16:1_18:2(Ke,OH))+Na",0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","OxPE(16:1_18:2(Ke,OH))+Na",0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","OxPE(16:1_18:2(Ke,OH))+Na",0,0,0,0,0,0,"5.72048888888889","6.02048888888889","13083","","OxPE(16:1_18:2(Ke,OH))+Na","766.4629678","723.4207678","625.4438735","469.1963178","413.2065078","164.00888","5.72048888888889","6.02048888888889","13083"
"","OxPE(16:1_20:2(Ke,OH))+Na",0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","OxPE(16:1_20:2(Ke,OH))+Na",0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","OxPE(16:1_20:2(Ke,OH))+Na",0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","OxPE(16:1_20:2(Ke,OH))+Na",0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","OxPE(16:1_20:2(Ke,OH))+Na",0,0,0,0,0,0,"4.95417727272727","5.25417727272727","13576","","OxPE(16:1_20:2(Ke,OH))+Na","794.4942678","751.4520678","653.4751735","497.2276178","413.2065078","164.00888","4.95417727272727","5.25417727272727","13576"
"","OxPE(16:1_22:2(Ke,OH))+Na",0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","OxPE(16:1_22:2(Ke,OH))+Na",0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","OxPE(16:1_22:2(Ke,OH))+Na",0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","OxPE(16:1_22:2(Ke,OH))+Na",0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","OxPE(16:1_22:2(Ke,OH))+Na",0,0,0,0,0,0,"4.98809583333333","5.28809583333333","13691","","OxPE(16:1_22:2(Ke,OH))+Na","822.5255678","779.4833678","681.5064735","525.2589178","413.2065078","164.00888","4.98809583333333","5.28809583333333","13691"
"","OxPE(16:1_22:3(Ke,OH))+Na",0,0,0,0,0,0,"5.1377375","5.4377375","11246","","OxPE(16:1_22:3(Ke,OH))+Na",0,0,0,0,0,0,"5.1377375","5.4377375","11246","","OxPE(16:1_22:3(Ke,OH))+Na",0,0,0,0,0,0,"5.1377375","5.4377375","11246","","OxPE(16:1_22:3(Ke,OH))+Na",0,0,0,0,0,0,"5.1377375","5.4377375","11246","","OxPE(16:1_22:3(Ke,OH))+Na",0,0,0,0,0,0,"5.1377375","5.4377375","11246","","OxPE(16:1_22:3(Ke,OH))+Na","820.5099678","777.4677678","679.4908735","523.2433178","413.2065078","164.00888","5.1377375","5.4377375","11246"
"","OxPE(16:0_14:1(OH))+Na",0,0,0,0,0,0,"1.77506388888889","2.07506388888889","2542","","OxPE(16:0_14:1(OH))+Na",0,0,0,0,0,0,"1.77506388888889","2.07506388888889","2542","","OxPE(16:0_14:1(OH))+Na",0,0,0,0,0,0,"1.77506388888889","2.07506388888889","2542","","OxPE(16:0_14:1(OH))+Na",0,0,0,0,0,0,"1.77506388888889","2.07506388888889","2542","","OxPE(16:0_14:1(OH))+Na",0,0,0,0,0,0,"1.77506388888889","2.07506388888889","2542","","OxPE(16:0_14:1(OH))+Na","700.4524578","657.4102578","559.4333635","401.1701578","415.2221578","164.00888","1.77506388888889","2.07506388888889","2542"
"","OxPE(16:0_14:1(OH))+Na",0,0,0,0,0,0,"1.39069583333333","1.69069583333333","4594","","OxPE(16:0_14:1(OH))+Na",0,0,0,0,0,0,"1.39069583333333","1.69069583333333","4594","","OxPE(16:0_14:1(OH))+Na",0,0,0,0,0,0,"1.39069583333333","1.69069583333333","4594","","OxPE(16:0_14:1(OH))+Na",0,0,0,0,0,0,"1.39069583333333","1.69069583333333","4594","","OxPE(16:0_14:1(OH))+Na",0,0,0,0,0,0,"1.39069583333333","1.69069583333333","4594","","OxPE(16:0_14:1(OH))+Na","700.4524578","657.4102578","559.4333635","401.1701578","415.2221578","164.00888","1.39069583333333","1.69069583333333","4594"
"","OxPE(16:0_15:1(OH))+Na",0,0,0,0,0,0,"0.96251666666667","1.26251666666667","3777","","OxPE(16:0_15:1(OH))+Na",0,0,0,0,0,0,"0.96251666666667","1.26251666666667","3777","","OxPE(16:0_15:1(OH))+Na",0,0,0,0,0,0,"0.96251666666667","1.26251666666667","3777","","OxPE(16:0_15:1(OH))+Na",0,0,0,0,0,0,"0.96251666666667","1.26251666666667","3777","","OxPE(16:0_15:1(OH))+Na",0,0,0,0,0,0,"0.96251666666667","1.26251666666667","3777","","OxPE(16:0_15:1(OH))+Na","714.4680578","671.4258578","573.4489635","415.1857578","415.2221578","164.00888","0.96251666666667","1.26251666666667","3777"
"","OxPE(16:0_15:1(OH))+Na",0,0,0,0,0,0,"1.55958194444444","1.85958194444444","5164","","OxPE(16:0_15:1(OH))+Na",0,0,0,0,0,0,"1.55958194444444","1.85958194444444","5164","","OxPE(16:0_15:1(OH))+Na",0,0,0,0,0,0,"1.55958194444444","1.85958194444444","5164","","OxPE(16:0_15:1(OH))+Na",0,0,0,0,0,0,"1.55958194444444","1.85958194444444","5164","","OxPE(16:0_15:1(OH))+Na",0,0,0,0,0,0,"1.55958194444444","1.85958194444444","5164","","OxPE(16:0_15:1(OH))+Na","714.4680578","671.4258578","573.4489635","415.1857578","415.2221578","164.00888","1.55958194444444","1.85958194444444","5164"
"","OxPE(16:0_15:1(OH))+Na",0,0,0,0,0,0,"1.80005138888889","2.10005138888889","8607","","OxPE(16:0_15:1(OH))+Na",0,0,0,0,0,0,"1.80005138888889","2.10005138888889","8607","","OxPE(16:0_15:1(OH))+Na",0,0,0,0,0,0,"1.80005138888889","2.10005138888889","8607","","OxPE(16:0_15:1(OH))+Na",0,0,0,0,0,0,"1.80005138888889","2.10005138888889","8607","","OxPE(16:0_15:1(OH))+Na",0,0,0,0,0,0,"1.80005138888889","2.10005138888889","8607","","OxPE(16:0_15:1(OH))+Na","714.4680578","671.4258578","573.4489635","415.1857578","415.2221578","164.00888","1.80005138888889","2.10005138888889","8607"
"","OxPE(16:0_15:1(OH))+Na",0,0,0,0,0,0,"1.35613472222222","1.65613472222222","9673","","OxPE(16:0_15:1(OH))+Na",0,0,0,0,0,0,"1.35613472222222","1.65613472222222","9673","","OxPE(16:0_15:1(OH))+Na",0,0,0,0,0,0,"1.35613472222222","1.65613472222222","9673","","OxPE(16:0_15:1(OH))+Na",0,0,0,0,0,0,"1.35613472222222","1.65613472222222","9673","","OxPE(16:0_15:1(OH))+Na",0,0,0,0,0,0,"1.35613472222222","1.65613472222222","9673","","OxPE(16:0_15:1(OH))+Na","714.4680578","671.4258578","573.4489635","415.1857578","415.2221578","164.00888","1.35613472222222","1.65613472222222","9673"
"","OxPE(16:0_16:1(OH))+Na",0,0,0,0,0,0,"1.77506111111111","2.07506111111111","15044","","OxPE(16:0_16:1(OH))+Na",0,0,0,0,0,0,"1.77506111111111","2.07506111111111","15044","","OxPE(16:0_16:1(OH))+Na",0,0,0,0,0,0,"1.77506111111111","2.07506111111111","15044","","OxPE(16:0_16:1(OH))+Na",0,0,0,0,0,0,"1.77506111111111","2.07506111111111","15044","","OxPE(16:0_16:1(OH))+Na",0,0,0,0,0,0,"1.77506111111111","2.07506111111111","15044","","OxPE(16:0_16:1(OH))+Na","728.4837578","685.4415578","587.4646635","429.2014578","415.2221578","164.00888","1.77506111111111","2.07506111111111","15044"
"","OxPE(16:0_17:1(OH))+Na",0,0,0,0,0,0,"1.8882875","2.1882875","8974","","OxPE(16:0_17:1(OH))+Na",0,0,0,0,0,0,"1.8882875","2.1882875","8974","","OxPE(16:0_17:1(OH))+Na",0,0,0,0,0,0,"1.8882875","2.1882875","8974","","OxPE(16:0_17:1(OH))+Na",0,0,0,0,0,0,"1.8882875","2.1882875","8974","","OxPE(16:0_17:1(OH))+Na",0,0,0,0,0,0,"1.8882875","2.1882875","8974","","OxPE(16:0_17:1(OH))+Na","742.4993578","699.4571578","601.4802635","443.2170578","415.2221578","164.00888","1.8882875","2.1882875","8974"
