"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","LDGTS","[M+H]+","[M-H20]+","FA acyl loss","[M-H20]-FA","C7H14NO2","RT_min","RT_max","Comment","RT at Max Intensity","LDGTS","[M+H]+","[M-H20]+","FA acyl loss","[M-H20]-FA","C7H14NO2","RT_min","RT_max","Comment","Number of Scans","LDGTS","[M+H]+","[M-H20]+","FA acyl loss","[M-H20]-FA","C7H14NO2","RT_min","RT_max","Comment","Max Intensity","LDGTS","[M+H]+","[M-H20]+","FA acyl loss","[M-H20]-FA","C7H14NO2","RT_min","RT_max","Comment","Average m/z","LDGTS","[M+H]+","[M-H20]+","FA acyl loss","[M-H20]-FA","C7H14NO2","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","LDGTS","[M+H]+","[M-H20]+","FA acyl loss","[M-H20]-FA","C7H14NO2","RT_min","RT_max","Comment"
"","LDGTS(20:0/0:0)",0,0,0,0,0,"3.34267727272727","3.64267727272727","11125","","LDGTS(20:0/0:0)",0,0,0,0,0,"3.34267727272727","3.64267727272727","11125","","LDGTS(20:0/0:0)",0,0,0,0,0,"3.34267727272727","3.64267727272727","11125","","LDGTS(20:0/0:0)",0,0,0,0,0,"3.34267727272727","3.64267727272727","11125","","LDGTS(20:0/0:0)",0,0,0,0,0,"3.34267727272727","3.64267727272727","11125","","LDGTS(20:0/0:0)","530.441509","512.4309444","236.1494332","218.1388732","144.1024","3.34267727272727","3.64267727272727","11125"
"","LDGTS(20:0/0:0)",0,0,0,0,0,"2.60573194444444","2.90573194444444","14350","","LDGTS(20:0/0:0)",0,0,0,0,0,"2.60573194444444","2.90573194444444","14350","","LDGTS(20:0/0:0)",0,0,0,0,0,"2.60573194444444","2.90573194444444","14350","","LDGTS(20:0/0:0)",0,0,0,0,0,"2.60573194444444","2.90573194444444","14350","","LDGTS(20:0/0:0)",0,0,0,0,0,"2.60573194444444","2.90573194444444","14350","","LDGTS(20:0/0:0)","530.441509","512.4309444","236.1494332","218.1388732","144.1024","2.60573194444444","2.90573194444444","14350"
"","LDGTS(20:0/0:0)",0,0,0,0,0,"1.47141944444444","1.77141944444444","15711","","LDGTS(20:0/0:0)",0,0,0,0,0,"1.47141944444444","1.77141944444444","15711","","LDGTS(20:0/0:0)",0,0,0,0,0,"1.47141944444444","1.77141944444444","15711","","LDGTS(20:0/0:0)",0,0,0,0,0,"1.47141944444444","1.77141944444444","15711","","LDGTS(20:0/0:0)",0,0,0,0,0,"1.47141944444444","1.77141944444444","15711","","LDGTS(20:0/0:0)","530.441509","512.4309444","236.1494332","218.1388732","144.1024","1.47141944444444","1.77141944444444","15711"
"","LDGTS(20:1/0:0)",0,0,0,0,0,"2.6636875","2.9636875","5883","","LDGTS(20:1/0:0)",0,0,0,0,0,"2.6636875","2.9636875","5883","","LDGTS(20:1/0:0)",0,0,0,0,0,"2.6636875","2.9636875","5883","","LDGTS(20:1/0:0)",0,0,0,0,0,"2.6636875","2.9636875","5883","","LDGTS(20:1/0:0)",0,0,0,0,0,"2.6636875","2.9636875","5883","","LDGTS(20:1/0:0)","528.425859","510.4152944","236.1494232","218.1388632","144.1024","2.6636875","2.9636875","5883"
"","LDGTS(20:2/0:0)",0,0,0,0,0,"1.9914625","2.2914625","7473","","LDGTS(20:2/0:0)",0,0,0,0,0,"1.9914625","2.2914625","7473","","LDGTS(20:2/0:0)",0,0,0,0,0,"1.9914625","2.2914625","7473","","LDGTS(20:2/0:0)",0,0,0,0,0,"1.9914625","2.2914625","7473","","LDGTS(20:2/0:0)",0,0,0,0,0,"1.9914625","2.2914625","7473","","LDGTS(20:2/0:0)","526.410208","508.3996443","236.1494131","218.1388531","144.1024","1.9914625","2.2914625","7473"
"","LDGTS(21:0/0:0)",0,0,0,0,0,"4.4948625","4.7948625","3947","","LDGTS(21:0/0:0)",0,0,0,0,0,"4.4948625","4.7948625","3947","","LDGTS(21:0/0:0)",0,0,0,0,0,"4.4948625","4.7948625","3947","","LDGTS(21:0/0:0)",0,0,0,0,0,"4.4948625","4.7948625","3947","","LDGTS(21:0/0:0)",0,0,0,0,0,"4.4948625","4.7948625","3947","","LDGTS(21:0/0:0)","544.457159","526.4465945","236.1494433","218.1388833","144.1024","4.4948625","4.7948625","3947"
"","LDGTS(21:0/0:0)",0,0,0,0,0,"5.77142777777778","6.07142777777778","3963","","LDGTS(21:0/0:0)",0,0,0,0,0,"5.77142777777778","6.07142777777778","3963","","LDGTS(21:0/0:0)",0,0,0,0,0,"5.77142777777778","6.07142777777778","3963","","LDGTS(21:0/0:0)",0,0,0,0,0,"5.77142777777778","6.07142777777778","3963","","LDGTS(21:0/0:0)",0,0,0,0,0,"5.77142777777778","6.07142777777778","3963","","LDGTS(21:0/0:0)","544.457159","526.4465945","236.1494433","218.1388833","144.1024","5.77142777777778","6.07142777777778","3963"
"","LDGTS(21:0/0:0)",0,0,0,0,0,"5.10293472222222","5.40293472222222","7457","","LDGTS(21:0/0:0)",0,0,0,0,0,"5.10293472222222","5.40293472222222","7457","","LDGTS(21:0/0:0)",0,0,0,0,0,"5.10293472222222","5.40293472222222","7457","","LDGTS(21:0/0:0)",0,0,0,0,0,"5.10293472222222","5.40293472222222","7457","","LDGTS(21:0/0:0)",0,0,0,0,0,"5.10293472222222","5.40293472222222","7457","","LDGTS(21:0/0:0)","544.457159","526.4465945","236.1494433","218.1388833","144.1024","5.10293472222222","5.40293472222222","7457"
"","LDGTS(21:2/0:0)",1,0,0,0,0,"2.16229027777778","2.46229027777778","1473","","LDGTS(21:2/0:0)",2.269827,0,0,0,0,"2.16229027777778","2.46229027777778","1473","","LDGTS(21:2/0:0)",1,0,0,0,0,"2.16229027777778","2.46229027777778","1473","","LDGTS(21:2/0:0)",210747.5,0,0,0,0,"2.16229027777778","2.46229027777778","1473","","LDGTS(21:2/0:0)",540.4264,0,0,0,0,"2.16229027777778","2.46229027777778","1473","","LDGTS(21:2/0:0)","540.425859","522.4152944","236.1494232","218.1388632","144.1024","2.16229027777778","2.46229027777778","1473"
"","LDGTS(22:0/0:0)",0,0,0,0,0,"1.80604305555556","2.10604305555556","2885","","LDGTS(22:0/0:0)",0,0,0,0,0,"1.80604305555556","2.10604305555556","2885","","LDGTS(22:0/0:0)",0,0,0,0,0,"1.80604305555556","2.10604305555556","2885","","LDGTS(22:0/0:0)",0,0,0,0,0,"1.80604305555556","2.10604305555556","2885","","LDGTS(22:0/0:0)",0,0,0,0,0,"1.80604305555556","2.10604305555556","2885","","LDGTS(22:0/0:0)","558.472809","540.4622446","236.1494534","218.1388934","144.1024","1.80604305555556","2.10604305555556","2885"
"","LDGTS(22:0/0:0)",0,0,0,0,0,"3.23049583333333","3.53049583333333","10803","","LDGTS(22:0/0:0)",0,0,0,0,0,"3.23049583333333","3.53049583333333","10803","","LDGTS(22:0/0:0)",0,0,0,0,0,"3.23049583333333","3.53049583333333","10803","","LDGTS(22:0/0:0)",0,0,0,0,0,"3.23049583333333","3.53049583333333","10803","","LDGTS(22:0/0:0)",0,0,0,0,0,"3.23049583333333","3.53049583333333","10803","","LDGTS(22:0/0:0)","558.472809","540.4622446","236.1494534","218.1388934","144.1024","3.23049583333333","3.53049583333333","10803"
"","LDGTS(22:1/0:0)",0,0,0,0,0,"1.60136388888889","1.90136388888889","6451","","LDGTS(22:1/0:0)",0,0,0,0,0,"1.60136388888889","1.90136388888889","6451","","LDGTS(22:1/0:0)",0,0,0,0,0,"1.60136388888889","1.90136388888889","6451","","LDGTS(22:1/0:0)",0,0,0,0,0,"1.60136388888889","1.90136388888889","6451","","LDGTS(22:1/0:0)",0,0,0,0,0,"1.60136388888889","1.90136388888889","6451","","LDGTS(22:1/0:0)","556.457159","538.4465945","236.1494433","218.1388833","144.1024","1.60136388888889","1.90136388888889","6451"
"","LDGTS(22:1/0:0)",0,0,0,0,0,"1.39292916666667","1.69292916666667","14954","","LDGTS(22:1/0:0)",0,0,0,0,0,"1.39292916666667","1.69292916666667","14954","","LDGTS(22:1/0:0)",0,0,0,0,0,"1.39292916666667","1.69292916666667","14954","","LDGTS(22:1/0:0)",0,0,0,0,0,"1.39292916666667","1.69292916666667","14954","","LDGTS(22:1/0:0)",0,0,0,0,0,"1.39292916666667","1.69292916666667","14954","","LDGTS(22:1/0:0)","556.457159","538.4465945","236.1494433","218.1388833","144.1024","1.39292916666667","1.69292916666667","14954"
"","LDGTS(22:2/0:0)",0,0,0,0,0,"2.62898055555556","2.92898055555556","5892","","LDGTS(22:2/0:0)",0,0,0,0,0,"2.62898055555556","2.92898055555556","5892","","LDGTS(22:2/0:0)",0,0,0,0,0,"2.62898055555556","2.92898055555556","5892","","LDGTS(22:2/0:0)",0,0,0,0,0,"2.62898055555556","2.92898055555556","5892","","LDGTS(22:2/0:0)",0,0,0,0,0,"2.62898055555556","2.92898055555556","5892","","LDGTS(22:2/0:0)","554.441509","536.4309444","236.1494332","218.1388732","144.1024","2.62898055555556","2.92898055555556","5892"
"","LDGTS(22:3/0:0)",0,0,0,0,0,"2.63896805555556","2.93896805555556","11230","","LDGTS(22:3/0:0)",0,0,0,0,0,"2.63896805555556","2.93896805555556","11230","","LDGTS(22:3/0:0)",0,0,0,0,0,"2.63896805555556","2.93896805555556","11230","","LDGTS(22:3/0:0)",0,0,0,0,0,"2.63896805555556","2.93896805555556","11230","","LDGTS(22:3/0:0)",0,0,0,0,0,"2.63896805555556","2.93896805555556","11230","","LDGTS(22:3/0:0)","552.425859","534.4152944","236.1494232","218.1388632","144.1024","2.63896805555556","2.93896805555556","11230"
"","LDGTS(22:4/0:0)",0,0,0,0,0,"1.83975138888889","2.13975138888889","6356","","LDGTS(22:4/0:0)",0,0,0,0,0,"1.83975138888889","2.13975138888889","6356","","LDGTS(22:4/0:0)",0,0,0,0,0,"1.83975138888889","2.13975138888889","6356","","LDGTS(22:4/0:0)",0,0,0,0,0,"1.83975138888889","2.13975138888889","6356","","LDGTS(22:4/0:0)",0,0,0,0,0,"1.83975138888889","2.13975138888889","6356","","LDGTS(22:4/0:0)","550.410208","532.3996443","236.1494131","218.1388531","144.1024","1.83975138888889","2.13975138888889","6356"
"","LDGTS(23:2/0:0)",1,0,0,0,0,"3.25811111111111","3.55811111111111","1825","","LDGTS(23:2/0:0)",3.406985,0,0,0,0,"3.25811111111111","3.55811111111111","1825","","LDGTS(23:2/0:0)",2,0,0,0,0,"3.25811111111111","3.55811111111111","1825","","LDGTS(23:2/0:0)",217995.8,0,0,0,0,"3.25811111111111","3.55811111111111","1825","","LDGTS(23:2/0:0)",568.45795,0,0,0,0,"3.25811111111111","3.55811111111111","1825","","LDGTS(23:2/0:0)","568.457159","550.4465945","236.1494433","218.1388833","144.1024","3.25811111111111","3.55811111111111","1825"
"","LDGTS(23:2/0:0)",0,0,0,0,0,"3.6893125","3.9893125","5768","","LDGTS(23:2/0:0)",0,0,0,0,0,"3.6893125","3.9893125","5768","","LDGTS(23:2/0:0)",0,0,0,0,0,"3.6893125","3.9893125","5768","","LDGTS(23:2/0:0)",0,0,0,0,0,"3.6893125","3.9893125","5768","","LDGTS(23:2/0:0)",0,0,0,0,0,"3.6893125","3.9893125","5768","","LDGTS(23:2/0:0)","568.457159","550.4465945","236.1494433","218.1388833","144.1024","3.6893125","3.9893125","5768"
"","LDGTS(23:4/0:0)",0,0,0,0,0,"4.94340138888889","5.24340138888889","3803","","LDGTS(23:4/0:0)",0,0,0,0,0,"4.94340138888889","5.24340138888889","3803","","LDGTS(23:4/0:0)",0,0,0,0,0,"4.94340138888889","5.24340138888889","3803","","LDGTS(23:4/0:0)",0,0,0,0,0,"4.94340138888889","5.24340138888889","3803","","LDGTS(23:4/0:0)",0,0,0,0,0,"4.94340138888889","5.24340138888889","3803","","LDGTS(23:4/0:0)","564.425859","546.4152944","236.1494232","218.1388632","144.1024","4.94340138888889","5.24340138888889","3803"
"","LDGTS(24:0/0:0)",0,0,0,0,0,"1.7475","2.0475","7446","","LDGTS(24:0/0:0)",0,0,0,0,0,"1.7475","2.0475","7446","","LDGTS(24:0/0:0)",0,0,0,0,0,"1.7475","2.0475","7446","","LDGTS(24:0/0:0)",0,0,0,0,0,"1.7475","2.0475","7446","","LDGTS(24:0/0:0)",0,0,0,0,0,"1.7475","2.0475","7446","","LDGTS(24:0/0:0)","586.504109","568.4935447","236.1494735","218.1389135","144.1024","1.7475","2.0475","7446"
"","LDGTS(24:0/0:0)",0,0,0,0,0,"4.49488611111111","4.79488611111111","8076","","LDGTS(24:0/0:0)",0,0,0,0,0,"4.49488611111111","4.79488611111111","8076","","LDGTS(24:0/0:0)",0,0,0,0,0,"4.49488611111111","4.79488611111111","8076","","LDGTS(24:0/0:0)",0,0,0,0,0,"4.49488611111111","4.79488611111111","8076","","LDGTS(24:0/0:0)",0,0,0,0,0,"4.49488611111111","4.79488611111111","8076","","LDGTS(24:0/0:0)","586.504109","568.4935447","236.1494735","218.1389135","144.1024","4.49488611111111","4.79488611111111","8076"
"","LDGTS(24:1/0:0)",0,0,0,0,0,"1.77935","2.07935","13866","","LDGTS(24:1/0:0)",0,0,0,0,0,"1.77935","2.07935","13866","","LDGTS(24:1/0:0)",0,0,0,0,0,"1.77935","2.07935","13866","","LDGTS(24:1/0:0)",0,0,0,0,0,"1.77935","2.07935","13866","","LDGTS(24:1/0:0)",0,0,0,0,0,"1.77935","2.07935","13866","","LDGTS(24:1/0:0)","584.488459","566.4778946","236.1494634","218.1389034","144.1024","1.77935","2.07935","13866"
"","LDGTS(24:1/0:0)",0,0,0,0,0,"1.73525555555556","2.03525555555556","14529","","LDGTS(24:1/0:0)",0,0,0,0,0,"1.73525555555556","2.03525555555556","14529","","LDGTS(24:1/0:0)",0,0,0,0,0,"1.73525555555556","2.03525555555556","14529","","LDGTS(24:1/0:0)",0,0,0,0,0,"1.73525555555556","2.03525555555556","14529","","LDGTS(24:1/0:0)",0,0,0,0,0,"1.73525555555556","2.03525555555556","14529","","LDGTS(24:1/0:0)","584.488459","566.4778946","236.1494634","218.1389034","144.1024","1.73525555555556","2.03525555555556","14529"
"","LDGTS(24:2/0:0)",0,0,0,0,0,"2.61045972222222","2.91045972222222","8993","","LDGTS(24:2/0:0)",0,0,0,0,0,"2.61045972222222","2.91045972222222","8993","","LDGTS(24:2/0:0)",0,0,0,0,0,"2.61045972222222","2.91045972222222","8993","","LDGTS(24:2/0:0)",0,0,0,0,0,"2.61045972222222","2.91045972222222","8993","","LDGTS(24:2/0:0)",0,0,0,0,0,"2.61045972222222","2.91045972222222","8993","","LDGTS(24:2/0:0)","582.472809","564.4622446","236.1494534","218.1388934","144.1024","2.61045972222222","2.91045972222222","8993"
"","LDGTS(25:0/0:0)",0,0,0,0,0,"8.16190972222222","8.46190972222222","2680","","LDGTS(25:0/0:0)",0,0,0,0,0,"8.16190972222222","8.46190972222222","2680","","LDGTS(25:0/0:0)",0,0,0,0,0,"8.16190972222222","8.46190972222222","2680","","LDGTS(25:0/0:0)",0,0,0,0,0,"8.16190972222222","8.46190972222222","2680","","LDGTS(25:0/0:0)",0,0,0,0,0,"8.16190972222222","8.46190972222222","2680","","LDGTS(25:0/0:0)","600.519759","582.5091947","236.1494836","218.1389236","144.1024","8.16190972222222","8.46190972222222","2680"
"","LDGTS(25:0/0:0)",0,0,0,0,0,"8.62032638888889","8.92032638888889","6549","","LDGTS(25:0/0:0)",0,0,0,0,0,"8.62032638888889","8.92032638888889","6549","","LDGTS(25:0/0:0)",0,0,0,0,0,"8.62032638888889","8.92032638888889","6549","","LDGTS(25:0/0:0)",0,0,0,0,0,"8.62032638888889","8.92032638888889","6549","","LDGTS(25:0/0:0)",0,0,0,0,0,"8.62032638888889","8.92032638888889","6549","","LDGTS(25:0/0:0)","600.519759","582.5091947","236.1494836","218.1389236","144.1024","8.62032638888889","8.92032638888889","6549"
"","LDGTS(25:0/0:0)",0,0,0,0,0,"4.92930909090909","5.22930909090909","12554","","LDGTS(25:0/0:0)",0,0,0,0,0,"4.92930909090909","5.22930909090909","12554","","LDGTS(25:0/0:0)",0,0,0,0,0,"4.92930909090909","5.22930909090909","12554","","LDGTS(25:0/0:0)",0,0,0,0,0,"4.92930909090909","5.22930909090909","12554","","LDGTS(25:0/0:0)",0,0,0,0,0,"4.92930909090909","5.22930909090909","12554","","LDGTS(25:0/0:0)","600.519759","582.5091947","236.1494836","218.1389236","144.1024","4.92930909090909","5.22930909090909","12554"
"","LDGTS(25:2/0:0)",0,0,0,0,0,"4.86603194444445","5.16603194444445","9883","","LDGTS(25:2/0:0)",0,0,0,0,0,"4.86603194444445","5.16603194444445","9883","","LDGTS(25:2/0:0)",0,0,0,0,0,"4.86603194444445","5.16603194444445","9883","","LDGTS(25:2/0:0)",0,0,0,0,0,"4.86603194444445","5.16603194444445","9883","","LDGTS(25:2/0:0)",0,0,0,0,0,"4.86603194444445","5.16603194444445","9883","","LDGTS(25:2/0:0)","596.488459","578.4778946","236.1494634","218.1389034","144.1024","4.86603194444445","5.16603194444445","9883"
"","LDGTS(26:0/0:0)",0,0,0,0,0,"0.427183333333333","0.727183333333333","1407","","LDGTS(26:0/0:0)",0,0,0,0,0,"0.427183333333333","0.727183333333333","1407","","LDGTS(26:0/0:0)",0,0,0,0,0,"0.427183333333333","0.727183333333333","1407","","LDGTS(26:0/0:0)",0,0,0,0,0,"0.427183333333333","0.727183333333333","1407","","LDGTS(26:0/0:0)",0,0,0,0,0,"0.427183333333333","0.727183333333333","1407","","LDGTS(26:0/0:0)","614.535409","596.5248448","236.1494936","218.1389336","144.1024","0.427183333333333","0.727183333333333","1407"
"","LDGTS(26:0/0:0)",0,0,0,0,0,"2.70781805555556","3.00781805555556","4909","","LDGTS(26:0/0:0)",0,0,0,0,0,"2.70781805555556","3.00781805555556","4909","","LDGTS(26:0/0:0)",0,0,0,0,0,"2.70781805555556","3.00781805555556","4909","","LDGTS(26:0/0:0)",0,0,0,0,0,"2.70781805555556","3.00781805555556","4909","","LDGTS(26:0/0:0)",0,0,0,0,0,"2.70781805555556","3.00781805555556","4909","","LDGTS(26:0/0:0)","614.535409","596.5248448","236.1494936","218.1389336","144.1024","2.70781805555556","3.00781805555556","4909"
"","LDGTS(26:0/0:0)",0,0,0,0,0,"4.93342121212121","5.23342121212121","6529","","LDGTS(26:0/0:0)",0,0,0,0,0,"4.93342121212121","5.23342121212121","6529","","LDGTS(26:0/0:0)",0,0,0,0,0,"4.93342121212121","5.23342121212121","6529","","LDGTS(26:0/0:0)",0,0,0,0,0,"4.93342121212121","5.23342121212121","6529","","LDGTS(26:0/0:0)",0,0,0,0,0,"4.93342121212121","5.23342121212121","6529","","LDGTS(26:0/0:0)","614.535409","596.5248448","236.1494936","218.1389336","144.1024","4.93342121212121","5.23342121212121","6529"
"","LDGTS(26:0/0:0)",0,0,0,0,0,"4.95683194444444","5.25683194444444","13726","","LDGTS(26:0/0:0)",0,0,0,0,0,"4.95683194444444","5.25683194444444","13726","","LDGTS(26:0/0:0)",0,0,0,0,0,"4.95683194444444","5.25683194444444","13726","","LDGTS(26:0/0:0)",0,0,0,0,0,"4.95683194444444","5.25683194444444","13726","","LDGTS(26:0/0:0)",0,0,0,0,0,"4.95683194444444","5.25683194444444","13726","","LDGTS(26:0/0:0)","614.535409","596.5248448","236.1494936","218.1389336","144.1024","4.95683194444444","5.25683194444444","13726"
"","LDGTS(26:1/0:0)",0,0,0,0,0,"2.33812916666667","2.63812916666667","2198","","LDGTS(26:1/0:0)",0,0,0,0,0,"2.33812916666667","2.63812916666667","2198","","LDGTS(26:1/0:0)",0,0,0,0,0,"2.33812916666667","2.63812916666667","2198","","LDGTS(26:1/0:0)",0,0,0,0,0,"2.33812916666667","2.63812916666667","2198","","LDGTS(26:1/0:0)",0,0,0,0,0,"2.33812916666667","2.63812916666667","2198","","LDGTS(26:1/0:0)","612.519759","594.5091947","236.1494836","218.1389236","144.1024","2.33812916666667","2.63812916666667","2198"
"","LDGTS(26:1/0:0)",0,0,0,0,0,"4.87983484848485","5.17983484848485","10562","","LDGTS(26:1/0:0)",0,0,0,0,0,"4.87983484848485","5.17983484848485","10562","","LDGTS(26:1/0:0)",0,0,0,0,0,"4.87983484848485","5.17983484848485","10562","","LDGTS(26:1/0:0)",0,0,0,0,0,"4.87983484848485","5.17983484848485","10562","","LDGTS(26:1/0:0)",0,0,0,0,0,"4.87983484848485","5.17983484848485","10562","","LDGTS(26:1/0:0)","612.519759","594.5091947","236.1494836","218.1389236","144.1024","4.87983484848485","5.17983484848485","10562"
"","LDGTS(26:2/0:0)",0,0,0,0,0,"1.78306666666667","2.08306666666667","2176","","LDGTS(26:2/0:0)",0,0,0,0,0,"1.78306666666667","2.08306666666667","2176","","LDGTS(26:2/0:0)",0,0,0,0,0,"1.78306666666667","2.08306666666667","2176","","LDGTS(26:2/0:0)",0,0,0,0,0,"1.78306666666667","2.08306666666667","2176","","LDGTS(26:2/0:0)",0,0,0,0,0,"1.78306666666667","2.08306666666667","2176","","LDGTS(26:2/0:0)","610.504109","592.4935447","236.1494735","218.1389135","144.1024","1.78306666666667","2.08306666666667","2176"
"","LDGTS(26:2/0:0)",0,0,0,0,0,"2.269025","2.569025","6421","","LDGTS(26:2/0:0)",0,0,0,0,0,"2.269025","2.569025","6421","","LDGTS(26:2/0:0)",0,0,0,0,0,"2.269025","2.569025","6421","","LDGTS(26:2/0:0)",0,0,0,0,0,"2.269025","2.569025","6421","","LDGTS(26:2/0:0)",0,0,0,0,0,"2.269025","2.569025","6421","","LDGTS(26:2/0:0)","610.504109","592.4935447","236.1494735","218.1389135","144.1024","2.269025","2.569025","6421"
"","LDGTS(26:2/0:0)",0,0,0,0,0,"2.65968611111111","2.95968611111111","14139","","LDGTS(26:2/0:0)",0,0,0,0,0,"2.65968611111111","2.95968611111111","14139","","LDGTS(26:2/0:0)",0,0,0,0,0,"2.65968611111111","2.95968611111111","14139","","LDGTS(26:2/0:0)",0,0,0,0,0,"2.65968611111111","2.95968611111111","14139","","LDGTS(26:2/0:0)",0,0,0,0,0,"2.65968611111111","2.95968611111111","14139","","LDGTS(26:2/0:0)","610.504109","592.4935447","236.1494735","218.1389135","144.1024","2.65968611111111","2.95968611111111","14139"
"","LDGTS(26:2/0:0)",0,0,0,0,0,"1.59273333333333","1.89273333333333","16754","","LDGTS(26:2/0:0)",0,0,0,0,0,"1.59273333333333","1.89273333333333","16754","","LDGTS(26:2/0:0)",0,0,0,0,0,"1.59273333333333","1.89273333333333","16754","","LDGTS(26:2/0:0)",0,0,0,0,0,"1.59273333333333","1.89273333333333","16754","","LDGTS(26:2/0:0)",0,0,0,0,0,"1.59273333333333","1.89273333333333","16754","","LDGTS(26:2/0:0)","610.504109","592.4935447","236.1494735","218.1389135","144.1024","1.59273333333333","1.89273333333333","16754"
"","LDGTS(26:3/0:0)",0,0,0,0,0,"1.77506388888889","2.07506388888889","6674","","LDGTS(26:3/0:0)",0,0,0,0,0,"1.77506388888889","2.07506388888889","6674","","LDGTS(26:3/0:0)",0,0,0,0,0,"1.77506388888889","2.07506388888889","6674","","LDGTS(26:3/0:0)",0,0,0,0,0,"1.77506388888889","2.07506388888889","6674","","LDGTS(26:3/0:0)",0,0,0,0,0,"1.77506388888889","2.07506388888889","6674","","LDGTS(26:3/0:0)","608.488459","590.4778946","236.1494634","218.1389034","144.1024","1.77506388888889","2.07506388888889","6674"
"","LDGTS(26:3/0:0)",0,0,0,0,0,"1.59878055555556","1.89878055555556","12201","","LDGTS(26:3/0:0)",0,0,0,0,0,"1.59878055555556","1.89878055555556","12201","","LDGTS(26:3/0:0)",0,0,0,0,0,"1.59878055555556","1.89878055555556","12201","","LDGTS(26:3/0:0)",0,0,0,0,0,"1.59878055555556","1.89878055555556","12201","","LDGTS(26:3/0:0)",0,0,0,0,0,"1.59878055555556","1.89878055555556","12201","","LDGTS(26:3/0:0)","608.488459","590.4778946","236.1494634","218.1389034","144.1024","1.59878055555556","1.89878055555556","12201"
"","LDGTS(26:3/0:0)",0,0,0,0,0,"1.39858472222222","1.69858472222222","17024","","LDGTS(26:3/0:0)",0,0,0,0,0,"1.39858472222222","1.69858472222222","17024","","LDGTS(26:3/0:0)",0,0,0,0,0,"1.39858472222222","1.69858472222222","17024","","LDGTS(26:3/0:0)",0,0,0,0,0,"1.39858472222222","1.69858472222222","17024","","LDGTS(26:3/0:0)",0,0,0,0,0,"1.39858472222222","1.69858472222222","17024","","LDGTS(26:3/0:0)","608.488459","590.4778946","236.1494634","218.1389034","144.1024","1.39858472222222","1.69858472222222","17024"
"","LDGTS(26:4/0:0)",0,0,0,0,0,"1.77012916666667","2.07012916666667","11148","","LDGTS(26:4/0:0)",0,0,0,0,0,"1.77012916666667","2.07012916666667","11148","","LDGTS(26:4/0:0)",0,0,0,0,0,"1.77012916666667","2.07012916666667","11148","","LDGTS(26:4/0:0)",0,0,0,0,0,"1.77012916666667","2.07012916666667","11148","","LDGTS(26:4/0:0)",0,0,0,0,0,"1.77012916666667","2.07012916666667","11148","","LDGTS(26:4/0:0)","606.472809","588.4622446","236.1494534","218.1388934","144.1024","1.77012916666667","2.07012916666667","11148"
"","LDGTS(26:4/0:0)",0,0,0,0,0,"17.3027222222222","17.6027222222222","14915","","LDGTS(26:4/0:0)",0,0,0,0,0,"17.3027222222222","17.6027222222222","14915","","LDGTS(26:4/0:0)",0,0,0,0,0,"17.3027222222222","17.6027222222222","14915","","LDGTS(26:4/0:0)",0,0,0,0,0,"17.3027222222222","17.6027222222222","14915","","LDGTS(26:4/0:0)",0,0,0,0,0,"17.3027222222222","17.6027222222222","14915","","LDGTS(26:4/0:0)","606.472809","588.4622446","236.1494534","218.1388934","144.1024","17.3027222222222","17.6027222222222","14915"
"","LDGTS(26:4/0:0)",0,0,0,0,0,"12.1304166666667","12.4304166666667","15819","","LDGTS(26:4/0:0)",0,0,0,0,0,"12.1304166666667","12.4304166666667","15819","","LDGTS(26:4/0:0)",0,0,0,0,0,"12.1304166666667","12.4304166666667","15819","","LDGTS(26:4/0:0)",0,0,0,0,0,"12.1304166666667","12.4304166666667","15819","","LDGTS(26:4/0:0)",0,0,0,0,0,"12.1304166666667","12.4304166666667","15819","","LDGTS(26:4/0:0)","606.472809","588.4622446","236.1494534","218.1388934","144.1024","12.1304166666667","12.4304166666667","15819"
"","LDGTS(26:4/0:0)",0,0,0,0,0,"17.1970694444444","17.4970694444444","16371","","LDGTS(26:4/0:0)",0,0,0,0,0,"17.1970694444444","17.4970694444444","16371","","LDGTS(26:4/0:0)",0,0,0,0,0,"17.1970694444444","17.4970694444444","16371","","LDGTS(26:4/0:0)",0,0,0,0,0,"17.1970694444444","17.4970694444444","16371","","LDGTS(26:4/0:0)",0,0,0,0,0,"17.1970694444444","17.4970694444444","16371","","LDGTS(26:4/0:0)","606.472809","588.4622446","236.1494534","218.1388934","144.1024","17.1970694444444","17.4970694444444","16371"
"","LDGTS(26:4/0:0)",0,0,0,0,0,"1.4577375","1.7577375","18699","","LDGTS(26:4/0:0)",0,0,0,0,0,"1.4577375","1.7577375","18699","","LDGTS(26:4/0:0)",0,0,0,0,0,"1.4577375","1.7577375","18699","","LDGTS(26:4/0:0)",0,0,0,0,0,"1.4577375","1.7577375","18699","","LDGTS(26:4/0:0)",0,0,0,0,0,"1.4577375","1.7577375","18699","","LDGTS(26:4/0:0)","606.472809","588.4622446","236.1494534","218.1388934","144.1024","1.4577375","1.7577375","18699"
