"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","GlcCer_NDS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","RT at Max Intensity","GlcCer_NDS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Number of Scans","GlcCer_NDS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Max Intensity","GlcCer_NDS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Average m/z","GlcCer_NDS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","GlcCer_NDS","[M+H]+","[M-C6H10O5+H]+","[M-Hex-H2O+H]+","[M-Hex-2H2O+H]+","[Sph-H2O+H]+","[Sph-2H2O+H]+","[FAA+H]+","[Sph-CH4O2+H]+","RT_min","RT_max","Comment"
"","GlcCer_NDS(d17:0/20:1)+H",0,0,0,0,0,0,0,0,"8.8761375","9.1761375","10938","","GlcCer_NDS(d17:0/20:1)+H",0,0,0,0,0,0,0,0,"8.8761375","9.1761375","10938","","GlcCer_NDS(d17:0/20:1)+H",0,0,0,0,0,0,0,0,"8.8761375","9.1761375","10938","","GlcCer_NDS(d17:0/20:1)+H",0,0,0,0,0,0,0,0,"8.8761375","9.1761375","10938","","GlcCer_NDS(d17:0/20:1)+H",0,0,0,0,0,0,0,0,"8.8761375","9.1761375","10938","","GlcCer_NDS(d17:0/20:1)+H","742.61915","580.56625","562.55575","544.54515","270.27855","252.26805","310.30995","240.26805","8.8761375","9.1761375","10938"
"","GlcCer_NDS(d17:0/20:2)+H",0,0,0,0,0,0,0,0,"8.22855","8.52855","16313","","GlcCer_NDS(d17:0/20:2)+H",0,0,0,0,0,0,0,0,"8.22855","8.52855","16313","","GlcCer_NDS(d17:0/20:2)+H",0,0,0,0,0,0,0,0,"8.22855","8.52855","16313","","GlcCer_NDS(d17:0/20:2)+H",0,0,0,0,0,0,0,0,"8.22855","8.52855","16313","","GlcCer_NDS(d17:0/20:2)+H",0,0,0,0,0,0,0,0,"8.22855","8.52855","16313","","GlcCer_NDS(d17:0/20:2)+H","740.60355","578.55065","560.54005","542.52955","270.27855","252.26805","308.29425","240.26805","8.22855","8.52855","16313"
"","GlcCer_NDS(d17:0/20:2)+H",0,0,0,0,0,0,0,0,"0.251683333333333","0.551683333333333","17170","","GlcCer_NDS(d17:0/20:2)+H",0,0,0,0,0,0,0,0,"0.251683333333333","0.551683333333333","17170","","GlcCer_NDS(d17:0/20:2)+H",0,0,0,0,0,0,0,0,"0.251683333333333","0.551683333333333","17170","","GlcCer_NDS(d17:0/20:2)+H",0,0,0,0,0,0,0,0,"0.251683333333333","0.551683333333333","17170","","GlcCer_NDS(d17:0/20:2)+H",0,0,0,0,0,0,0,0,"0.251683333333333","0.551683333333333","17170","","GlcCer_NDS(d17:0/20:2)+H","740.60355","578.55065","560.54005","542.52955","270.27855","252.26805","308.29425","240.26805","0.251683333333333","0.551683333333333","17170"
"","GlcCer_NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"8.72719305555555","9.02719305555555","2137","","GlcCer_NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"8.72719305555555","9.02719305555555","2137","","GlcCer_NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"8.72719305555555","9.02719305555555","2137","","GlcCer_NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"8.72719305555555","9.02719305555555","2137","","GlcCer_NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"8.72719305555555","9.02719305555555","2137","","GlcCer_NDS(d17:0/21:1)+H","756.63475","594.58195","576.57145","558.56075","270.27855","252.26805","324.32555","240.26805","8.72719305555555","9.02719305555555","2137"
"","GlcCer_NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"9.20191944444444","9.50191944444444","6842","","GlcCer_NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"9.20191944444444","9.50191944444444","6842","","GlcCer_NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"9.20191944444444","9.50191944444444","6842","","GlcCer_NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"9.20191944444444","9.50191944444444","6842","","GlcCer_NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"9.20191944444444","9.50191944444444","6842","","GlcCer_NDS(d17:0/21:1)+H","756.63475","594.58195","576.57145","558.56075","270.27855","252.26805","324.32555","240.26805","9.20191944444444","9.50191944444444","6842"
"","GlcCer_NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"9.20142222222222","9.50142222222222","13508","","GlcCer_NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"9.20142222222222","9.50142222222222","13508","","GlcCer_NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"9.20142222222222","9.50142222222222","13508","","GlcCer_NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"9.20142222222222","9.50142222222222","13508","","GlcCer_NDS(d17:0/21:1)+H",0,0,0,0,0,0,0,0,"9.20142222222222","9.50142222222222","13508","","GlcCer_NDS(d17:0/21:1)+H","756.63475","594.58195","576.57145","558.56075","270.27855","252.26805","324.32555","240.26805","9.20142222222222","9.50142222222222","13508"
"","GlcCer_NDS(d17:0/21:2)+H",0,0,0,0,0,0,0,0,"7.74322222222222","8.04322222222222","9868","","GlcCer_NDS(d17:0/21:2)+H",0,0,0,0,0,0,0,0,"7.74322222222222","8.04322222222222","9868","","GlcCer_NDS(d17:0/21:2)+H",0,0,0,0,0,0,0,0,"7.74322222222222","8.04322222222222","9868","","GlcCer_NDS(d17:0/21:2)+H",0,0,0,0,0,0,0,0,"7.74322222222222","8.04322222222222","9868","","GlcCer_NDS(d17:0/21:2)+H",0,0,0,0,0,0,0,0,"7.74322222222222","8.04322222222222","9868","","GlcCer_NDS(d17:0/21:2)+H","754.61915","592.56625","574.55575","556.54515","270.27855","252.26805","322.30995","240.26805","7.74322222222222","8.04322222222222","9868"
"","GlcCer_NDS(d17:0/21:2)+H",0,0,0,0,0,0,0,0,"6.96971944444444","7.26971944444444","11887","","GlcCer_NDS(d17:0/21:2)+H",0,0,0,0,0,0,0,0,"6.96971944444444","7.26971944444444","11887","","GlcCer_NDS(d17:0/21:2)+H",0,0,0,0,0,0,0,0,"6.96971944444444","7.26971944444444","11887","","GlcCer_NDS(d17:0/21:2)+H",0,0,0,0,0,0,0,0,"6.96971944444444","7.26971944444444","11887","","GlcCer_NDS(d17:0/21:2)+H",0,0,0,0,0,0,0,0,"6.96971944444444","7.26971944444444","11887","","GlcCer_NDS(d17:0/21:2)+H","754.61915","592.56625","574.55575","556.54515","270.27855","252.26805","322.30995","240.26805","6.96971944444444","7.26971944444444","11887"
"","GlcCer_NDS(d17:0/21:2)+H",0,0,0,0,0,0,0,0,"6.79748055555556","7.09748055555556","16139","","GlcCer_NDS(d17:0/21:2)+H",0,0,0,0,0,0,0,0,"6.79748055555556","7.09748055555556","16139","","GlcCer_NDS(d17:0/21:2)+H",0,0,0,0,0,0,0,0,"6.79748055555556","7.09748055555556","16139","","GlcCer_NDS(d17:0/21:2)+H",0,0,0,0,0,0,0,0,"6.79748055555556","7.09748055555556","16139","","GlcCer_NDS(d17:0/21:2)+H",0,0,0,0,0,0,0,0,"6.79748055555556","7.09748055555556","16139","","GlcCer_NDS(d17:0/21:2)+H","754.61915","592.56625","574.55575","556.54515","270.27855","252.26805","322.30995","240.26805","6.79748055555556","7.09748055555556","16139"
"","GlcCer_NDS(d17:0/22:1)+H",0,0,0,0,0,0,0,0,"9.25202638888889","9.55202638888889","3834","","GlcCer_NDS(d17:0/22:1)+H",0,0,0,0,0,0,0,0,"9.25202638888889","9.55202638888889","3834","","GlcCer_NDS(d17:0/22:1)+H",0,0,0,0,0,0,0,0,"9.25202638888889","9.55202638888889","3834","","GlcCer_NDS(d17:0/22:1)+H",0,0,0,0,0,0,0,0,"9.25202638888889","9.55202638888889","3834","","GlcCer_NDS(d17:0/22:1)+H",0,0,0,0,0,0,0,0,"9.25202638888889","9.55202638888889","3834","","GlcCer_NDS(d17:0/22:1)+H","770.65045","608.59755","590.58705","572.57645","270.27855","252.26805","338.34115","240.26805","9.25202638888889","9.55202638888889","3834"
"","GlcCer_NDS(d17:0/22:3)+H",0,0,0,0,0,0,0,0,"8.579645","8.879645","7884","","GlcCer_NDS(d17:0/22:3)+H",0,0,0,0,0,0,0,0,"8.579645","8.879645","7884","","GlcCer_NDS(d17:0/22:3)+H",0,0,0,0,0,0,0,0,"8.579645","8.879645","7884","","GlcCer_NDS(d17:0/22:3)+H",0,0,0,0,0,0,0,0,"8.579645","8.879645","7884","","GlcCer_NDS(d17:0/22:3)+H",0,0,0,0,0,0,0,0,"8.579645","8.879645","7884","","GlcCer_NDS(d17:0/22:3)+H","766.61915","604.56625","586.55575","568.54515","270.27855","252.26805","334.30995","240.26805","8.579645","8.879645","7884"
"","GlcCer_NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"9.75355416666667","10.0535541666667","782","","GlcCer_NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"9.75355416666667","10.0535541666667","782","","GlcCer_NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"9.75355416666667","10.0535541666667","782","","GlcCer_NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"9.75355416666667","10.0535541666667","782","","GlcCer_NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"9.75355416666667","10.0535541666667","782","","GlcCer_NDS(d17:0/23:1)+H","784.66605","622.61325","604.60265","586.59215","270.27855","252.26805","352.35685","240.26805","9.75355416666667","10.0535541666667","782"
"","GlcCer_NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"10.1036152777778","10.4036152777778","5567","","GlcCer_NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"10.1036152777778","10.4036152777778","5567","","GlcCer_NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"10.1036152777778","10.4036152777778","5567","","GlcCer_NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"10.1036152777778","10.4036152777778","5567","","GlcCer_NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"10.1036152777778","10.4036152777778","5567","","GlcCer_NDS(d17:0/23:1)+H","784.66605","622.61325","604.60265","586.59215","270.27855","252.26805","352.35685","240.26805","10.1036152777778","10.4036152777778","5567"
"","GlcCer_NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"8.63623333333333","8.93623333333333","8666","","GlcCer_NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"8.63623333333333","8.93623333333333","8666","","GlcCer_NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"8.63623333333333","8.93623333333333","8666","","GlcCer_NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"8.63623333333333","8.93623333333333","8666","","GlcCer_NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"8.63623333333333","8.93623333333333","8666","","GlcCer_NDS(d17:0/23:1)+H","784.66605","622.61325","604.60265","586.59215","270.27855","252.26805","352.35685","240.26805","8.63623333333333","8.93623333333333","8666"
"","GlcCer_NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"10.02995","10.32995","18396","","GlcCer_NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"10.02995","10.32995","18396","","GlcCer_NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"10.02995","10.32995","18396","","GlcCer_NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"10.02995","10.32995","18396","","GlcCer_NDS(d17:0/23:1)+H",0,0,0,0,0,0,0,0,"10.02995","10.32995","18396","","GlcCer_NDS(d17:0/23:1)+H","784.66605","622.61325","604.60265","586.59215","270.27855","252.26805","352.35685","240.26805","10.02995","10.32995","18396"
"","GlcCer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,0,"8.83116388888889","9.13116388888889","2968","","GlcCer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,0,"8.83116388888889","9.13116388888889","2968","","GlcCer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,0,"8.83116388888889","9.13116388888889","2968","","GlcCer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,0,"8.83116388888889","9.13116388888889","2968","","GlcCer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,0,"8.83116388888889","9.13116388888889","2968","","GlcCer_NDS(d17:0/23:2)+H","782.65045","620.59755","602.58705","584.57645","270.27855","252.26805","350.34115","240.26805","8.83116388888889","9.13116388888889","2968"
"","GlcCer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,0,"8.65445555555555","8.95445555555555","9666","","GlcCer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,0,"8.65445555555555","8.95445555555555","9666","","GlcCer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,0,"8.65445555555555","8.95445555555555","9666","","GlcCer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,0,"8.65445555555555","8.95445555555555","9666","","GlcCer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,0,"8.65445555555555","8.95445555555555","9666","","GlcCer_NDS(d17:0/23:2)+H","782.65045","620.59755","602.58705","584.57645","270.27855","252.26805","350.34115","240.26805","8.65445555555555","8.95445555555555","9666"
"","GlcCer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,0,"9.52148787878788","9.82148787878788","11986","","GlcCer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,0,"9.52148787878788","9.82148787878788","11986","","GlcCer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,0,"9.52148787878788","9.82148787878788","11986","","GlcCer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,0,"9.52148787878788","9.82148787878788","11986","","GlcCer_NDS(d17:0/23:2)+H",0,0,0,0,0,0,0,0,"9.52148787878788","9.82148787878788","11986","","GlcCer_NDS(d17:0/23:2)+H","782.65045","620.59755","602.58705","584.57645","270.27855","252.26805","350.34115","240.26805","9.52148787878788","9.82148787878788","11986"
"","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"6.99380277777778","7.29380277777778","3274","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"6.99380277777778","7.29380277777778","3274","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"6.99380277777778","7.29380277777778","3274","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"6.99380277777778","7.29380277777778","3274","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"6.99380277777778","7.29380277777778","3274","","GlcCer_NDS(d17:0/23:3)+H","780.63475","618.58195","600.57145","582.56075","270.27855","252.26805","348.32555","240.26805","6.99380277777778","7.29380277777778","3274"
"","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"6.99165555555556","7.29165555555556","9400","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"6.99165555555556","7.29165555555556","9400","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"6.99165555555556","7.29165555555556","9400","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"6.99165555555556","7.29165555555556","9400","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"6.99165555555556","7.29165555555556","9400","","GlcCer_NDS(d17:0/23:3)+H","780.63475","618.58195","600.57145","582.56075","270.27855","252.26805","348.32555","240.26805","6.99165555555556","7.29165555555556","9400"
"","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"7.74566388888889","8.04566388888889","9988","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"7.74566388888889","8.04566388888889","9988","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"7.74566388888889","8.04566388888889","9988","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"7.74566388888889","8.04566388888889","9988","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"7.74566388888889","8.04566388888889","9988","","GlcCer_NDS(d17:0/23:3)+H","780.63475","618.58195","600.57145","582.56075","270.27855","252.26805","348.32555","240.26805","7.74566388888889","8.04566388888889","9988"
"","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"8.26756666666667","8.56756666666667","10782","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"8.26756666666667","8.56756666666667","10782","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"8.26756666666667","8.56756666666667","10782","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"8.26756666666667","8.56756666666667","10782","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"8.26756666666667","8.56756666666667","10782","","GlcCer_NDS(d17:0/23:3)+H","780.63475","618.58195","600.57145","582.56075","270.27855","252.26805","348.32555","240.26805","8.26756666666667","8.56756666666667","10782"
"","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"6.98041527777778","7.28041527777778","11431","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"6.98041527777778","7.28041527777778","11431","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"6.98041527777778","7.28041527777778","11431","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"6.98041527777778","7.28041527777778","11431","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"6.98041527777778","7.28041527777778","11431","","GlcCer_NDS(d17:0/23:3)+H","780.63475","618.58195","600.57145","582.56075","270.27855","252.26805","348.32555","240.26805","6.98041527777778","7.28041527777778","11431"
"","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"7.74826666666667","8.04826666666667","15445","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"7.74826666666667","8.04826666666667","15445","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"7.74826666666667","8.04826666666667","15445","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"7.74826666666667","8.04826666666667","15445","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"7.74826666666667","8.04826666666667","15445","","GlcCer_NDS(d17:0/23:3)+H","780.63475","618.58195","600.57145","582.56075","270.27855","252.26805","348.32555","240.26805","7.74826666666667","8.04826666666667","15445"
"","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"8.73455166666667","9.03455166666667","16233","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"8.73455166666667","9.03455166666667","16233","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"8.73455166666667","9.03455166666667","16233","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"8.73455166666667","9.03455166666667","16233","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"8.73455166666667","9.03455166666667","16233","","GlcCer_NDS(d17:0/23:3)+H","780.63475","618.58195","600.57145","582.56075","270.27855","252.26805","348.32555","240.26805","8.73455166666667","9.03455166666667","16233"
"","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"8.28143484848485","8.58143484848485","18231","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"8.28143484848485","8.58143484848485","18231","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"8.28143484848485","8.58143484848485","18231","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"8.28143484848485","8.58143484848485","18231","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"8.28143484848485","8.58143484848485","18231","","GlcCer_NDS(d17:0/23:3)+H","780.63475","618.58195","600.57145","582.56075","270.27855","252.26805","348.32555","240.26805","8.28143484848485","8.58143484848485","18231"
"","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"7.16717638888889","7.46717638888889","18764","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"7.16717638888889","7.46717638888889","18764","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"7.16717638888889","7.46717638888889","18764","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"7.16717638888889","7.46717638888889","18764","","GlcCer_NDS(d17:0/23:3)+H",0,0,0,0,0,0,0,0,"7.16717638888889","7.46717638888889","18764","","GlcCer_NDS(d17:0/23:3)+H","780.63475","618.58195","600.57145","582.56075","270.27855","252.26805","348.32555","240.26805","7.16717638888889","7.46717638888889","18764"
"","GlcCer_NDS(d17:0/24:1)+H",0,0,1,1,0,1,0,0,"10.2331319444444","10.5331319444444","1201","","GlcCer_NDS(d17:0/24:1)+H",0,0,10.37288,10.37288,0,10.37288,0,0,"10.2331319444444","10.5331319444444","1201","","GlcCer_NDS(d17:0/24:1)+H",0,0,1,1,0,1,0,0,"10.2331319444444","10.5331319444444","1201","","GlcCer_NDS(d17:0/24:1)+H",0,0,192178.5,81155.23,0,26346.54,0,0,"10.2331319444444","10.5331319444444","1201","","GlcCer_NDS(d17:0/24:1)+H",0,0,618.6198,600.6093,0,252.269,0,0,"10.2331319444444","10.5331319444444","1201","","GlcCer_NDS(d17:0/24:1)+H","798.68175","636.62895","618.61835","600.60775","270.27855","252.26805","366.37245","240.26805","10.2331319444444","10.5331319444444","1201"
"","GlcCer_NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,0,"9.34955833333333","9.64955833333333","3672","","GlcCer_NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,0,"9.34955833333333","9.64955833333333","3672","","GlcCer_NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,0,"9.34955833333333","9.64955833333333","3672","","GlcCer_NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,0,"9.34955833333333","9.64955833333333","3672","","GlcCer_NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,0,"9.34955833333333","9.64955833333333","3672","","GlcCer_NDS(d17:0/24:2)+H","796.66605","634.61325","616.60265","598.59215","270.27855","252.26805","364.35685","240.26805","9.34955833333333","9.64955833333333","3672"
"","GlcCer_NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,0,"9.16937083333333","9.46937083333333","5621","","GlcCer_NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,0,"9.16937083333333","9.46937083333333","5621","","GlcCer_NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,0,"9.16937083333333","9.46937083333333","5621","","GlcCer_NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,0,"9.16937083333333","9.46937083333333","5621","","GlcCer_NDS(d17:0/24:2)+H",0,0,0,0,0,0,0,0,"9.16937083333333","9.46937083333333","5621","","GlcCer_NDS(d17:0/24:2)+H","796.66605","634.61325","616.60265","598.59215","270.27855","252.26805","364.35685","240.26805","9.16937083333333","9.46937083333333","5621"
"","GlcCer_NDS(d17:0/25:1)+H",0,0,1,1,0,1,0,0,"10.6725680555556","10.9725680555556","626","","GlcCer_NDS(d17:0/25:1)+H",0,0,10.88786,10.88786,0,10.88786,0,0,"10.6725680555556","10.9725680555556","626","","GlcCer_NDS(d17:0/25:1)+H",0,0,1,1,0,1,0,0,"10.6725680555556","10.9725680555556","626","","GlcCer_NDS(d17:0/25:1)+H",0,0,266860.5,111445.8,0,46601.99,0,0,"10.6725680555556","10.9725680555556","626","","GlcCer_NDS(d17:0/25:1)+H",0,0,632.6361,614.6255,0,252.2693,0,0,"10.6725680555556","10.9725680555556","626","","GlcCer_NDS(d17:0/25:1)+H","812.69735","650.64455","632.63395","614.62345","270.27855","252.26805","380.38815","240.26805","10.6725680555556","10.9725680555556","626"
"","GlcCer_NDS(d17:0/25:2)+H",0,0,1,1,0,1,0,0,"9.66834305555556","9.96834305555556","878","","GlcCer_NDS(d17:0/25:2)+H",0,0,9.849982,9.849982,0,9.849982,0,0,"9.66834305555556","9.96834305555556","878","","GlcCer_NDS(d17:0/25:2)+H",0,0,1,1,0,1,0,0,"9.66834305555556","9.96834305555556","878","","GlcCer_NDS(d17:0/25:2)+H",0,0,292159.4,123581.2,0,49072.4,0,0,"9.66834305555556","9.96834305555556","878","","GlcCer_NDS(d17:0/25:2)+H",0,0,630.6201,612.6096,0,252.2692,0,0,"9.66834305555556","9.96834305555556","878","","GlcCer_NDS(d17:0/25:2)+H","810.68175","648.62895","630.61835","612.60775","270.27855","252.26805","378.37245","240.26805","9.66834305555556","9.96834305555556","878"
"","GlcCer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,0,"10.4424116666667","10.7424116666667","10097","","GlcCer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,0,"10.4424116666667","10.7424116666667","10097","","GlcCer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,0,"10.4424116666667","10.7424116666667","10097","","GlcCer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,0,"10.4424116666667","10.7424116666667","10097","","GlcCer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,0,"10.4424116666667","10.7424116666667","10097","","GlcCer_NDS(d17:0/25:2)+H","810.68175","648.62895","630.61835","612.60775","270.27855","252.26805","378.37245","240.26805","10.4424116666667","10.7424116666667","10097"
"","GlcCer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,0,"10.5081333333333","10.8081333333333","17348","","GlcCer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,0,"10.5081333333333","10.8081333333333","17348","","GlcCer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,0,"10.5081333333333","10.8081333333333","17348","","GlcCer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,0,"10.5081333333333","10.8081333333333","17348","","GlcCer_NDS(d17:0/25:2)+H",0,0,0,0,0,0,0,0,"10.5081333333333","10.8081333333333","17348","","GlcCer_NDS(d17:0/25:2)+H","810.68175","648.62895","630.61835","612.60775","270.27855","252.26805","378.37245","240.26805","10.5081333333333","10.8081333333333","17348"
