"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","TG","[M+Na]+","NL sn1+Na","NL sn2+Na","NL sn3+Na","RT_min","RT_max","Comment","RT at Max Intensity","TG","[M+Na]+","NL sn1+Na","NL sn2+Na","NL sn3+Na","RT_min","RT_max","Comment","Number of Scans","TG","[M+Na]+","NL sn1+Na","NL sn2+Na","NL sn3+Na","RT_min","RT_max","Comment","Max Intensity","TG","[M+Na]+","NL sn1+Na","NL sn2+Na","NL sn3+Na","RT_min","RT_max","Comment","Average m/z","TG","[M+Na]+","NL sn1+Na","NL sn2+Na","NL sn3+Na","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","TG","[M+Na]+","NL sn1+Na","NL sn2+Na","NL sn3+Na","RT_min","RT_max","Comment"
"","TG(16:0_17:2_18:1)+Na","1","1","1","1","13.6642986111111","13.9642986111111","588","","TG(16:0_17:2_18:1)+Na","13.853880","13.85388","13.85388","13.85388","13.6642986111111","13.9642986111111","588","","TG(16:0_17:2_18:1)+Na","1","1","1","1","13.6642986111111","13.9642986111111","588","","TG(16:0_17:2_18:1)+Na","1498980.0"," 27939.0000","  2587.0500"," 37874.9100","13.6642986111111","13.9642986111111","588","","TG(16:0_17:2_18:1)+Na","865.7267","609.4867","599.5021","583.4708","13.6642986111111","13.9642986111111","588","","TG(16:0_17:2_18:1)+Na","865.7256404","609.4855464","599.5011464","583.4698464","13.6642986111111","13.9642986111111","588"
"","TG(16:0_17:0_18:3)+Na","1","1","1","1","13.6642986111111","13.9642986111111","588","","TG(16:0_17:0_18:3)+Na","13.853880","13.85388","13.85388","13.85388","13.6642986111111","13.9642986111111","588","","TG(16:0_17:0_18:3)+Na","1","1","1","1","13.6642986111111","13.9642986111111","588","","TG(16:0_17:0_18:3)+Na","1498980.0"," 27939.0000","  4711.2080"," 11851.5100","13.6642986111111","13.9642986111111","588","","TG(16:0_17:0_18:3)+Na","865.7267","609.4867","595.4703","587.5040","13.6642986111111","13.9642986111111","588","","TG(16:0_17:0_18:3)+Na","865.7256404","609.4855464","595.4698464","587.5011464","13.6642986111111","13.9642986111111","588"
"","TG(16:1_17:1_18:1)+Na","1","1","1","1","13.6642986111111","13.9642986111111","588","","TG(16:1_17:1_18:1)+Na","13.853880","13.85388","13.85388","13.85388","13.6642986111111","13.9642986111111","588","","TG(16:1_17:1_18:1)+Na","1","1","1","1","13.6642986111111","13.9642986111111","588","","TG(16:1_17:1_18:1)+Na","1498980.0","  5539.9880"," 21823.6500"," 37874.9100","13.6642986111111","13.9642986111111","588","","TG(16:1_17:1_18:1)+Na","865.7267","611.5010","597.4865","583.4708","13.6642986111111","13.9642986111111","588","","TG(16:1_17:1_18:1)+Na","865.7256404","611.5011464","597.4855464","583.4698464","13.6642986111111","13.9642986111111","588"
"","TG(16:1_17:0_18:2)+Na","1","1","1","1","13.6642986111111","13.9642986111111","588","","TG(16:1_17:0_18:2)+Na","13.853880","13.85388","13.85388","13.85388","13.6642986111111","13.9642986111111","588","","TG(16:1_17:0_18:2)+Na","1","1","1","1","13.6642986111111","13.9642986111111","588","","TG(16:1_17:0_18:2)+Na","1498980.0","  5539.9880","  4711.2080"," 43714.9800","13.6642986111111","13.9642986111111","588","","TG(16:1_17:0_18:2)+Na","865.7267","611.5010","595.4703","585.4865","13.6642986111111","13.9642986111111","588","","TG(16:1_17:0_18:2)+Na","865.7256404","611.5011464","595.4698464","585.4855464","13.6642986111111","13.9642986111111","588"
"","TG(15:0_18:1_18:2)+Na","1","1","1","1","13.6642986111111","13.9642986111111","588","","TG(15:0_18:1_18:2)+Na","13.853880","13.85388","13.85388","13.85388","13.6642986111111","13.9642986111111","588","","TG(15:0_18:1_18:2)+Na","1","1","1","1","13.6642986111111","13.9642986111111","588","","TG(15:0_18:1_18:2)+Na","1498980.0"," 33978.0700"," 37874.9100"," 43714.9800","13.6642986111111","13.9642986111111","588","","TG(15:0_18:1_18:2)+Na","865.7267","623.5021","583.4708","585.4865","13.6642986111111","13.9642986111111","588","","TG(15:0_18:1_18:2)+Na","865.7256404","623.5011464","583.4698464","585.4855464","13.6642986111111","13.9642986111111","588"
"","TG(15:1_18:1_18:1)+Na","1","1","1","1","13.6642986111111","13.9642986111111","588","","TG(15:1_18:1_18:1)+Na","13.853880","13.85388","13.85388","13.85388","13.6642986111111","13.9642986111111","588","","TG(15:1_18:1_18:1)+Na","1","1","1","1","13.6642986111111","13.9642986111111","588","","TG(15:1_18:1_18:1)+Na","1498980.0","  1462.4760"," 37874.9100"," 37874.9100","13.6642986111111","13.9642986111111","588","","TG(15:1_18:1_18:1)+Na","865.7267","625.5179","583.4708","583.4708","13.6642986111111","13.9642986111111","588","","TG(15:1_18:1_18:1)+Na","865.7256404","625.5168464","583.4698464","583.4698464","13.6642986111111","13.9642986111111","588"
"","TG(17:0_17:1_17:1)+Na","1","1","1","1","14.1652569444444","14.4652569444444","484","","TG(17:0_17:1_17:1)+Na","14.327660","14.32766","14.32766","14.32766","14.1652569444444","14.4652569444444","484","","TG(17:0_17:1_17:1)+Na","1","1","1","1","14.1652569444444","14.4652569444444","484","","TG(17:0_17:1_17:1)+Na","1905095.0"," 18442.3300"," 30292.6100"," 30292.6100","14.1652569444444","14.4652569444444","484","","TG(17:0_17:1_17:1)+Na","867.7420","597.4865","599.5020","599.5020","14.1652569444444","14.4652569444444","484","","TG(17:0_17:1_17:1)+Na","867.7412404","597.4854464","599.5011464","599.5011464","14.1652569444444","14.4652569444444","484"
"","TG(16:0_17:1_18:1)+Na","1","1","1","1","14.1652569444444","14.4652569444444","484","","TG(16:0_17:1_18:1)+Na","14.327660","14.32766","14.32766","14.32766","14.1652569444444","14.4652569444444","484","","TG(16:0_17:1_18:1)+Na","1","1","1","1","14.1652569444444","14.4652569444444","484","","TG(16:0_17:1_18:1)+Na","1905095.0"," 37478.7700"," 30292.6100"," 93870.9100","14.1652569444444","14.4652569444444","484","","TG(16:0_17:1_18:1)+Na","867.7420","611.5019","599.5020","585.4863","14.1652569444444","14.4652569444444","484","","TG(16:0_17:1_18:1)+Na","867.7412404","611.5011464","599.5011464","585.4854464","14.1652569444444","14.4652569444444","484"
"","TG(16:0_17:0_18:2)+Na","1","1","1","1","14.1652569444444","14.4652569444444","484","","TG(16:0_17:0_18:2)+Na","14.327660","14.32766","14.32766","14.32766","14.1652569444444","14.4652569444444","484","","TG(16:0_17:0_18:2)+Na","1","1","1","1","14.1652569444444","14.4652569444444","484","","TG(16:0_17:0_18:2)+Na","1905095.0"," 37478.7700"," 18442.3300","  9329.6070","14.1652569444444","14.4652569444444","484","","TG(16:0_17:0_18:2)+Na","867.7420","611.5019","597.4865","587.5020","14.1652569444444","14.4652569444444","484","","TG(16:0_17:0_18:2)+Na","867.7412404","611.5011464","597.4854464","587.5011464","14.1652569444444","14.4652569444444","484"
"","TG(16:1_17:1_18:0)+Na","1","1","1","1","14.1652569444444","14.4652569444444","484","","TG(16:1_17:1_18:0)+Na","14.327660","14.32766","14.32766","14.32766","14.1652569444444","14.4652569444444","484","","TG(16:1_17:1_18:0)+Na","1","1","1","1","14.1652569444444","14.4652569444444","484","","TG(16:1_17:1_18:0)+Na","1905095.0","  4453.6700"," 30292.6100","  1441.6850","14.1652569444444","14.4652569444444","484","","TG(16:1_17:1_18:0)+Na","867.7420","613.5186","599.5020","583.4700","14.1652569444444","14.4652569444444","484","","TG(16:1_17:1_18:0)+Na","867.7412404","613.5167464","599.5011464","583.4698464","14.1652569444444","14.4652569444444","484"
"","TG(15:0_18:0_18:2)+Na","1","1","1","1","14.1652569444444","14.4652569444444","484","","TG(15:0_18:0_18:2)+Na","14.327660","14.32766","14.32766","14.32766","14.1652569444444","14.4652569444444","484","","TG(15:0_18:0_18:2)+Na","1","1","1","1","14.1652569444444","14.4652569444444","484","","TG(15:0_18:0_18:2)+Na","1905095.0"," 30221.7200","  1441.6850","  9329.6070","14.1652569444444","14.4652569444444","484","","TG(15:0_18:0_18:2)+Na","867.7420","625.5176","583.4700","587.5020","14.1652569444444","14.4652569444444","484","","TG(15:0_18:0_18:2)+Na","867.7412404","625.5167464","583.4698464","587.5011464","14.1652569444444","14.4652569444444","484"
"","TG(16:1_17:0_18:1)+Na","1","1","1","1","14.1652569444444","14.4652569444444","484","","TG(16:1_17:0_18:1)+Na","14.327660","14.32766","14.32766","14.32766","14.1652569444444","14.4652569444444","484","","TG(16:1_17:0_18:1)+Na","1","1","1","1","14.1652569444444","14.4652569444444","484","","TG(16:1_17:0_18:1)+Na","1905095.0","  4453.6700"," 18442.3300"," 93870.9100","14.1652569444444","14.4652569444444","484","","TG(16:1_17:0_18:1)+Na","867.7420","613.5186","597.4865","585.4863","14.1652569444444","14.4652569444444","484","","TG(16:1_17:0_18:1)+Na","867.7413404","613.5168464","597.4855464","585.4855464","14.1652569444444","14.4652569444444","484"
"","TG(15:0_18:1_18:1)+Na","1","1","1","1","14.1652569444444","14.4652569444444","484","","TG(15:0_18:1_18:1)+Na","14.327660","14.32766","14.32766","14.32766","14.1652569444444","14.4652569444444","484","","TG(15:0_18:1_18:1)+Na","1","1","1","1","14.1652569444444","14.4652569444444","484","","TG(15:0_18:1_18:1)+Na","1905095.0"," 30221.7200"," 93870.9100"," 93870.9100","14.1652569444444","14.4652569444444","484","","TG(15:0_18:1_18:1)+Na","867.7420","625.5176","585.4863","585.4863","14.1652569444444","14.4652569444444","484","","TG(15:0_18:1_18:1)+Na","867.7413404","625.5168464","585.4855464","585.4855464","14.1652569444444","14.4652569444444","484"
"","TG(16:0_17:0_18:0)+Na","1","1","1","1","15.0885236111111","15.3885236111111","308","","TG(16:0_17:0_18:0)+Na","15.236420","15.23642","15.23642","15.23642","15.0885236111111","15.3885236111111","308","","TG(16:0_17:0_18:0)+Na","1","1","1","1","15.0885236111111","15.3885236111111","308","","TG(16:0_17:0_18:0)+Na","4428423.0","  3336.2080","546650.1000","  3237.3760","15.0885236111111","15.3885236111111","308","","TG(16:0_17:0_18:0)+Na","871.7729","615.5333","601.5172","587.5017","15.0885236111111","15.3885236111111","308","","TG(16:0_17:0_18:0)+Na","871.7725404","615.5324464","601.5167464","587.5011464","15.0885236111111","15.3885236111111","308"
"","TG(17:0_17:0_17:0)+Na","1","1","1","1","15.0885236111111","15.3885236111111","308","","TG(17:0_17:0_17:0)+Na","15.236420","15.23642","15.23642","15.23642","15.0885236111111","15.3885236111111","308","","TG(17:0_17:0_17:0)+Na","1","1","1","1","15.0885236111111","15.3885236111111","308","","TG(17:0_17:0_17:0)+Na","4428423.0","546650.1000","546650.1000","546650.1000","15.0885236111111","15.3885236111111","308","","TG(17:0_17:0_17:0)+Na","871.7729","601.5172","601.5172","601.5172","15.0885236111111","15.3885236111111","308","","TG(17:0_17:0_17:0)+Na","871.7726404","601.5168464","601.5168464","601.5168464","15.0885236111111","15.3885236111111","308"
"","TG(16:0_18:2_18:3)+Na","1","1","1","1","12.9876861111111","13.2876861111111","298","","TG(16:0_18:2_18:3)+Na","13.179050","13.17905","13.17905","13.17905","12.9876861111111","13.2876861111111","298","","TG(16:0_18:2_18:3)+Na","2","2","2","2","12.9876861111111","13.2876861111111","298","","TG(16:0_18:2_18:3)+Na","3871942.0","182640.1000","145425.8000","224748.4000","12.9876861111111","13.2876861111111","298","","TG(16:0_18:2_18:3)+Na","875.7108","619.4708","595.4708","597.4869","12.9876861111111","13.2876861111111","298","","TG(16:0_18:2_18:3)+Na","875.7099404","619.4698464","595.4698464","597.4854464","12.9876861111111","13.2876861111111","298"
"","TG(16:0_16:1_20:4)+Na","1","1","1","1","12.9876861111111","13.2876861111111","298","","TG(16:0_16:1_20:4)+Na","13.179050","13.17905","13.03560","13.17905","12.9876861111111","13.2876861111111","298","","TG(16:0_16:1_20:4)+Na","2","2","2","1","12.9876861111111","13.2876861111111","298","","TG(16:0_16:1_20:4)+Na","3871942.0","182640.1000"," 74304.9100","  9096.1270","12.9876861111111","13.2876861111111","298","","TG(16:0_16:1_20:4)+Na","875.7108","619.4708","621.4864","571.4724","12.9876861111111","13.2876861111111","298","","TG(16:0_16:1_20:4)+Na","875.7099404","619.4698464","621.4854464","571.4698464","12.9876861111111","13.2876861111111","298"
"","TG(16:1_18:2_18:2)+Na","1","1","1","1","12.9876861111111","13.2876861111111","298","","TG(16:1_18:2_18:2)+Na","13.179050","13.03560","13.17905","13.17905","12.9876861111111","13.2876861111111","298","","TG(16:1_18:2_18:2)+Na","2","2","2","2","12.9876861111111","13.2876861111111","298","","TG(16:1_18:2_18:2)+Na","3871942.0"," 74304.9100","145425.8000","145425.8000","12.9876861111111","13.2876861111111","298","","TG(16:1_18:2_18:2)+Na","875.7108","621.4864","595.4708","595.4708","12.9876861111111","13.2876861111111","298","","TG(16:1_18:2_18:2)+Na","875.7099404","621.4854464","595.4698464","595.4698464","12.9876861111111","13.2876861111111","298"
"","TG(14:0_16:1_22:4)+Na","1","1","1","1","12.9876861111111","13.2876861111111","298","","TG(14:0_16:1_22:4)+Na","13.179050","13.17905","13.03560","13.17905","12.9876861111111","13.2876861111111","298","","TG(14:0_16:1_22:4)+Na","2","1","2","1","12.9876861111111","13.2876861111111","298","","TG(14:0_16:1_22:4)+Na","3871942.0","  1678.3030"," 74304.9100","  1409.7210","12.9876861111111","13.2876861111111","298","","TG(14:0_16:1_22:4)+Na","875.7108","647.5005","621.4864","543.4400","12.9876861111111","13.2876861111111","298","","TG(14:0_16:1_22:4)+Na","875.7099404","647.5011464","621.4854464","543.4385464","12.9876861111111","13.2876861111111","298"
"","TG(14:0_18:2_20:3)+Na","1","1","1","1","12.9876861111111","13.2876861111111","298","","TG(14:0_18:2_20:3)+Na","13.179050","13.17905","13.17905","13.03560","12.9876861111111","13.2876861111111","298","","TG(14:0_18:2_20:3)+Na","2","1","2","1","12.9876861111111","13.2876861111111","298","","TG(14:0_18:2_20:3)+Na","3871942.0","  1678.3030","145425.8000","  3780.1050","12.9876861111111","13.2876861111111","298","","TG(14:0_18:2_20:3)+Na","875.7108","647.5005","595.4708","569.4554","12.9876861111111","13.2876861111111","298","","TG(14:0_18:2_20:3)+Na","875.7099404","647.5011464","595.4698464","569.4541464","12.9876861111111","13.2876861111111","298"
"","TG(14:0_18:1_20:4)+Na","1","1","1","1","12.9876861111111","13.2876861111111","298","","TG(14:0_18:1_20:4)+Na","13.179050","13.17905","13.03560","13.17905","12.9876861111111","13.2876861111111","298","","TG(14:0_18:1_20:4)+Na","2","1","2","1","12.9876861111111","13.2876861111111","298","","TG(14:0_18:1_20:4)+Na","3871942.0","  1678.3030"," 24783.7400","  9096.1270","12.9876861111111","13.2876861111111","298","","TG(14:0_18:1_20:4)+Na","875.7108","647.5005","593.4552","571.4724","12.9876861111111","13.2876861111111","298","","TG(14:0_18:1_20:4)+Na","875.7099404","647.5011464","593.4541464","571.4698464","12.9876861111111","13.2876861111111","298"
"","TG(16:1_16:1_20:3)+Na","1","1","1","1","12.9876861111111","13.2876861111111","298","","TG(16:1_16:1_20:3)+Na","13.179050","13.03560","13.03560","13.03560","12.9876861111111","13.2876861111111","298","","TG(16:1_16:1_20:3)+Na","2","2","2","1","12.9876861111111","13.2876861111111","298","","TG(16:1_16:1_20:3)+Na","3871942.0"," 74304.9100"," 74304.9100","  3780.1050","12.9876861111111","13.2876861111111","298","","TG(16:1_16:1_20:3)+Na","875.7108","621.4864","621.4864","569.4554","12.9876861111111","13.2876861111111","298","","TG(16:1_16:1_20:3)+Na","875.7100404","621.4855464","621.4855464","569.4542464","12.9876861111111","13.2876861111111","298"
"","TG(16:1_18:1_18:3)+Na","1","1","1","1","12.9876861111111","13.2876861111111","298","","TG(16:1_18:1_18:3)+Na","13.179050","13.03560","13.03560","13.17905","12.9876861111111","13.2876861111111","298","","TG(16:1_18:1_18:3)+Na","2","2","2","2","12.9876861111111","13.2876861111111","298","","TG(16:1_18:1_18:3)+Na","3871942.0"," 74304.9100"," 24783.7400","224748.4000","12.9876861111111","13.2876861111111","298","","TG(16:1_18:1_18:3)+Na","875.7108","621.4864","593.4552","597.4869","12.9876861111111","13.2876861111111","298","","TG(16:1_18:1_18:3)+Na","875.7100404","621.4855464","593.4542464","597.4855464","12.9876861111111","13.2876861111111","298"
"","TG(16:0_18:2_18:2)+Na","1","1","1","1","13.459125","13.759125","201","","TG(16:0_18:2_18:2)+Na","13.682430","13.68243","13.54017","13.54017","13.459125","13.759125","201","","TG(16:0_18:2_18:2)+Na","2","2","2","2","13.459125","13.759125","201","","TG(16:0_18:2_18:2)+Na","5692338.0","242509.8000","341816.0000","341816.0000","13.459125","13.759125","201","","TG(16:0_18:2_18:2)+Na","877.7264","621.4862","597.4862","597.4862","13.459125","13.759125","201","","TG(16:0_18:2_18:2)+Na","877.7255404","621.4854464","597.4854464","597.4854464","13.459125","13.759125","201"
"","TG(16:0_18:1_18:3)+Na","1","1","1","1","13.459125","13.759125","201","","TG(16:0_18:1_18:3)+Na","13.682430","13.68243","13.68243","13.68243","13.459125","13.759125","201","","TG(16:0_18:1_18:3)+Na","2","2","2","1","13.459125","13.759125","201","","TG(16:0_18:1_18:3)+Na","5692338.0","242509.8000","104235.0000","163537.9000","13.459125","13.759125","201","","TG(16:0_18:1_18:3)+Na","877.7264","621.4862","595.4707","599.5032","13.459125","13.759125","201","","TG(16:0_18:1_18:3)+Na","877.7256404","621.4855464","595.4698464","599.5011464","13.459125","13.759125","201"
"","TG(16:0_16:1_20:3)+Na","1","1","1","1","13.459125","13.759125","201","","TG(16:0_16:1_20:3)+Na","13.682430","13.68243","13.54017","13.68243","13.459125","13.759125","201","","TG(16:0_16:1_20:3)+Na","2","2","2","1","13.459125","13.759125","201","","TG(16:0_16:1_20:3)+Na","5692338.0","242509.8000"," 71044.6300","  3706.8290","13.459125","13.759125","201","","TG(16:0_16:1_20:3)+Na","877.7264","621.4862","623.5015","571.4710","13.459125","13.759125","201","","TG(16:0_16:1_20:3)+Na","877.7256404","621.4855464","623.5011464","571.4698464","13.459125","13.759125","201"
"","TG(16:1_18:1_18:2)+Na","1","1","1","1","13.459125","13.759125","201","","TG(16:1_18:1_18:2)+Na","13.682430","13.54017","13.68243","13.54017","13.459125","13.759125","201","","TG(16:1_18:1_18:2)+Na","2","2","2","2","13.459125","13.759125","201","","TG(16:1_18:1_18:2)+Na","5692338.0"," 71044.6300","104235.0000","341816.0000","13.459125","13.759125","201","","TG(16:1_18:1_18:2)+Na","877.7264","623.5015","595.4707","597.4862","13.459125","13.759125","201","","TG(16:1_18:1_18:2)+Na","877.7256404","623.5011464","595.4698464","597.4855464","13.459125","13.759125","201"
"","TG(14:0_18:1_20:3)+Na","1","1","1","1","13.459125","13.759125","201","","TG(14:0_18:1_20:3)+Na","13.682430","13.68243","13.68243","13.68243","13.459125","13.759125","201","","TG(14:0_18:1_20:3)+Na","2","1","2","1","13.459125","13.759125","201","","TG(14:0_18:1_20:3)+Na","5692338.0","  3193.2940","104235.0000","  3706.8290","13.459125","13.759125","201","","TG(14:0_18:1_20:3)+Na","877.7264","649.5172","595.4707","571.4710","13.459125","13.759125","201","","TG(14:0_18:1_20:3)+Na","877.7256404","649.5168464","595.4698464","571.4698464","13.459125","13.759125","201"
"","TG(16:0_18:1_18:2)+Na","1","1","1","1","13.9455819444444","14.2455819444444","253","","TG(16:0_18:1_18:2)+Na","14.160090","14.16009","14.16009","14.16009","13.9455819444444","14.2455819444444","253","","TG(16:0_18:1_18:2)+Na","2","2","2","2","13.9455819444444","14.2455819444444","253","","TG(16:0_18:1_18:2)+Na","4813659.0","225377.5000","206576.6000","162800.3000","13.9455819444444","14.2455819444444","253","","TG(16:0_18:1_18:2)+Na","879.7420","623.5019","597.4862","599.5019","13.9455819444444","14.2455819444444","253","","TG(16:0_18:1_18:2)+Na","879.7412404","623.5011464","597.4854464","599.5011464","13.9455819444444","14.2455819444444","253"
"","TG(16:1_18:0_18:2)+Na","1","1","1","1","13.9455819444444","14.2455819444444","253","","TG(16:1_18:0_18:2)+Na","14.160090","14.03693","14.16009","14.16009","13.9455819444444","14.2455819444444","253","","TG(16:1_18:0_18:2)+Na","2","2","1","2","13.9455819444444","14.2455819444444","253","","TG(16:1_18:0_18:2)+Na","4813659.0"," 27781.1300","  3256.1040","162800.3000","13.9455819444444","14.2455819444444","253","","TG(16:1_18:0_18:2)+Na","879.7420","625.5185","595.4711","599.5019","13.9455819444444","14.2455819444444","253","","TG(16:1_18:0_18:2)+Na","879.7412404","625.5167464","595.4698464","599.5011464","13.9455819444444","14.2455819444444","253"
"","TG(16:1_18:1_18:1)+Na","1","1","1","1","13.9455819444444","14.2455819444444","253","","TG(16:1_18:1_18:1)+Na","14.160090","14.03693","14.16009","14.16009","13.9455819444444","14.2455819444444","253","","TG(16:1_18:1_18:1)+Na","2","2","2","2","13.9455819444444","14.2455819444444","253","","TG(16:1_18:1_18:1)+Na","4813659.0"," 27781.1300","206576.6000","206576.6000","13.9455819444444","14.2455819444444","253","","TG(16:1_18:1_18:1)+Na","879.7420","625.5185","597.4862","597.4862","13.9455819444444","14.2455819444444","253","","TG(16:1_18:1_18:1)+Na","879.7413404","625.5168464","597.4855464","597.4855464","13.9455819444444","14.2455819444444","253"
"","TG(16:0_18:0_18:2)+Na","1","1","1","1","14.3777902777778","14.6777902777778","272","","TG(16:0_18:0_18:2)+Na","14.596650","14.59665","14.59665","14.59665","14.3777902777778","14.6777902777778","272","","TG(16:0_18:0_18:2)+Na","1","1","1","1","14.3777902777778","14.6777902777778","272","","TG(16:0_18:0_18:2)+Na","4557022.0","194848.9000"," 12206.5400","  8061.1280","14.3777902777778","14.6777902777778","272","","TG(16:0_18:0_18:2)+Na","881.7578","625.5177","597.4865","601.5176","14.3777902777778","14.6777902777778","272","","TG(16:0_18:0_18:2)+Na","881.7568404","625.5167464","597.4854464","601.5167464","14.3777902777778","14.6777902777778","272"
"","TG(16:0_18:1_18:1)+Na","1","1","1","1","14.3777902777778","14.6777902777778","272","","TG(16:0_18:1_18:1)+Na","14.596650","14.59665","14.59665","14.59665","14.3777902777778","14.6777902777778","272","","TG(16:0_18:1_18:1)+Na","1","1","1","1","14.3777902777778","14.6777902777778","272","","TG(16:0_18:1_18:1)+Na","4557022.0","194848.9000","313832.6000","313832.6000","14.3777902777778","14.6777902777778","272","","TG(16:0_18:1_18:1)+Na","881.7578","625.5177","599.5020","599.5020","14.3777902777778","14.6777902777778","272","","TG(16:0_18:1_18:1)+Na","881.7569404","625.5168464","599.5011464","599.5011464","14.3777902777778","14.6777902777778","272"
"","TG(16:1_18:0_18:1)+Na","1","1","1","1","14.3777902777778","14.6777902777778","272","","TG(16:1_18:0_18:1)+Na","14.596650","14.59665","14.59665","14.59665","14.3777902777778","14.6777902777778","272","","TG(16:1_18:0_18:1)+Na","1","1","1","1","14.3777902777778","14.6777902777778","272","","TG(16:1_18:0_18:1)+Na","4557022.0","  1403.7170"," 12206.5400","313832.6000","14.3777902777778","14.6777902777778","272","","TG(16:1_18:0_18:1)+Na","881.7578","627.5332","597.4865","599.5020","14.3777902777778","14.6777902777778","272","","TG(16:1_18:0_18:1)+Na","881.7569404","627.5324464","597.4855464","599.5011464","14.3777902777778","14.6777902777778","272"
"","TG(16:0_16:0_20:1)+Na","1","1","1","1","14.8976680555556","15.1976680555556","352","","TG(16:0_16:0_20:1)+Na","15.023110","15.02311","15.02311","15.02311","14.8976680555556","15.1976680555556","352","","TG(16:0_16:0_20:1)+Na","1","1","1","1","14.8976680555556","15.1976680555556","352","","TG(16:0_16:0_20:1)+Na","3623651.0","145210.4000","145210.4000","  3728.5960","14.8976680555556","15.1976680555556","352","","TG(16:0_16:0_20:1)+Na","883.7728","627.5329","627.5329","573.4869","14.8976680555556","15.1976680555556","352","","TG(16:0_16:0_20:1)+Na","883.7725404","627.5324464","627.5324464","573.4854464","14.8976680555556","15.1976680555556","352"
"","TG(16:0_18:0_18:1)+Na","1","1","1","1","14.8976680555556","15.1976680555556","352","","TG(16:0_18:0_18:1)+Na","15.023110","15.02311","15.02311","15.02311","14.8976680555556","15.1976680555556","352","","TG(16:0_18:0_18:1)+Na","1","1","1","1","14.8976680555556","15.1976680555556","352","","TG(16:0_18:0_18:1)+Na","3623651.0","145210.4000","157649.9000","132008.2000","14.8976680555556","15.1976680555556","352","","TG(16:0_18:0_18:1)+Na","883.7728","627.5329","599.5015","601.5173","14.8976680555556","15.1976680555556","352","","TG(16:0_18:0_18:1)+Na","883.7725404","627.5324464","599.5011464","601.5167464","14.8976680555556","15.1976680555556","352"
"","TG(17:1_18:0_18:2)+Na","1","1","1","1","14.2183347222222","14.5183347222222","608","","TG(17:1_18:0_18:2)+Na","14.410170","14.41017","14.41017","14.41017","14.2183347222222","14.5183347222222","608","","TG(17:1_18:0_18:2)+Na","1","1","1","1","14.2183347222222","14.5183347222222","608","","TG(17:1_18:0_18:2)+Na","1579109.0","  9968.1470","  5492.2500"," 46852.2100","14.2183347222222","14.5183347222222","608","","TG(17:1_18:0_18:2)+Na","893.7577","625.5172","609.4861","613.5175","14.2183347222222","14.5183347222222","608","","TG(17:1_18:0_18:2)+Na","893.7568404","625.5167464","609.4854464","613.5167464","14.2183347222222","14.5183347222222","608"
"","TG(17:0_18:1_18:2)+Na","1","1","1","1","14.2183347222222","14.5183347222222","608","","TG(17:0_18:1_18:2)+Na","14.410170","14.41017","14.41017","14.41017","14.2183347222222","14.5183347222222","608","","TG(17:0_18:1_18:2)+Na","1","1","1","1","14.2183347222222","14.5183347222222","608","","TG(17:0_18:1_18:2)+Na","1579109.0"," 51073.4600"," 51327.4900"," 46852.2100","14.2183347222222","14.5183347222222","608","","TG(17:0_18:1_18:2)+Na","893.7577","623.5018","611.5020","613.5175","14.2183347222222","14.5183347222222","608","","TG(17:0_18:1_18:2)+Na","893.7569404","623.5011464","611.5011464","613.5168464","14.2183347222222","14.5183347222222","608"
"","TG(17:1_18:1_18:1)+Na","1","1","1","1","14.2183347222222","14.5183347222222","608","","TG(17:1_18:1_18:1)+Na","14.410170","14.41017","14.41017","14.41017","14.2183347222222","14.5183347222222","608","","TG(17:1_18:1_18:1)+Na","1","1","1","1","14.2183347222222","14.5183347222222","608","","TG(17:1_18:1_18:1)+Na","1579109.0","  9968.1470"," 51327.4900"," 51327.4900","14.2183347222222","14.5183347222222","608","","TG(17:1_18:1_18:1)+Na","893.7577","625.5172","611.5020","611.5020","14.2183347222222","14.5183347222222","608","","TG(17:1_18:1_18:1)+Na","893.7569404","625.5168464","611.5011464","611.5011464","14.2183347222222","14.5183347222222","608"
"","TG(17:0_18:0_18:2)+Na","1","1","1","1","14.6770708333333","14.9770708333333","715","","TG(17:0_18:0_18:2)+Na","14.863400","14.86340","14.86340","14.86340","14.6770708333333","14.9770708333333","715","","TG(17:0_18:0_18:2)+Na","1","1","1","1","14.6770708333333","14.9770708333333","715","","TG(17:0_18:0_18:2)+Na","1219835.0"," 34653.8500","  9223.5930","  5141.6740","14.6770708333333","14.9770708333333","715","","TG(17:0_18:0_18:2)+Na","895.7728","625.5173","611.5013","615.5330","14.6770708333333","14.9770708333333","715","","TG(17:0_18:0_18:2)+Na","895.7725404","625.5167464","611.5011464","615.5324464","14.6770708333333","14.9770708333333","715"
