"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","TG","[M+Na]+","NL sn1+Na","NL sn2+Na","NL sn3+Na","RT_min","RT_max","Comment","RT at Max Intensity","TG","[M+Na]+","NL sn1+Na","NL sn2+Na","NL sn3+Na","RT_min","RT_max","Comment","Number of Scans","TG","[M+Na]+","NL sn1+Na","NL sn2+Na","NL sn3+Na","RT_min","RT_max","Comment","Max Intensity","TG","[M+Na]+","NL sn1+Na","NL sn2+Na","NL sn3+Na","RT_min","RT_max","Comment","Average m/z","TG","[M+Na]+","NL sn1+Na","NL sn2+Na","NL sn3+Na","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","TG","[M+Na]+","NL sn1+Na","NL sn2+Na","NL sn3+Na","RT_min","RT_max","Comment"
"","TG(10:0_18:0_18:1)+Na","1","1","1","1","13.2412","13.5412","441","","TG(10:0_18:0_18:1)+Na","13.416260","13.41626","13.41626","13.41626","13.2412","13.5412","441","","TG(10:0_18:0_18:1)+Na","1","1","1","1","13.2412","13.5412","441","","TG(10:0_18:0_18:1)+Na","2384834.0","  1058.5340","  3950.0750"," 75618.5100","13.2412","13.5412","441","","TG(10:0_18:0_18:1)+Na","799.6796","627.5334","515.4084","517.4237","13.2412","13.5412","441","","TG(10:0_18:0_18:1)+Na","799.6786404","627.5324464","515.4072464","517.4228464","13.2412","13.5412","441"
"","TG(12:0_18:2_18:2)+Na","1","1","1","1","12.1038722222222","12.4038722222222","643","","TG(12:0_18:2_18:2)+Na","12.243870","12.24387","12.24387","12.24387","12.1038722222222","12.4038722222222","643","","TG(12:0_18:2_18:2)+Na","2","2","2","2","12.1038722222222","12.4038722222222","643","","TG(12:0_18:2_18:2)+Na","1275740.0"," 60517.8600","113152.8000","113152.8000","12.1038722222222","12.4038722222222","643","","TG(12:0_18:2_18:2)+Na","821.6652","621.4877","541.4246","541.4246","12.1038722222222","12.4038722222222","643","","TG(12:0_18:2_18:2)+Na","821.6629404","621.4854464","541.4228464","541.4228464","12.1038722222222","12.4038722222222","643"
"","TG(14:0_16:1_18:3)+Na","1","1","1","1","12.1038722222222","12.4038722222222","643","","TG(14:0_16:1_18:3)+Na","12.243870","12.37916","12.37916","12.37916","12.1038722222222","12.4038722222222","643","","TG(14:0_16:1_18:3)+Na","2","1","2","1","12.1038722222222","12.4038722222222","643","","TG(14:0_16:1_18:3)+Na","1275740.0","  4454.5450","  6492.5740"," 13611.2000","12.1038722222222","12.4038722222222","643","","TG(14:0_16:1_18:3)+Na","821.6652","593.4562","567.4405","543.4407","12.1038722222222","12.4038722222222","643","","TG(14:0_16:1_18:3)+Na","821.6630404","593.4542464","567.4385464","543.4385464","12.1038722222222","12.4038722222222","643"
"","TG(14:1_16:1_18:2)+Na","1","1","1","1","12.1038722222222","12.4038722222222","643","","TG(14:1_16:1_18:2)+Na","12.243870","12.37916","12.37916","12.24387","12.1038722222222","12.4038722222222","643","","TG(14:1_16:1_18:2)+Na","2","2","2","2","12.1038722222222","12.4038722222222","643","","TG(14:1_16:1_18:2)+Na","1275740.0","  3466.7220","  6492.5740","113152.8000","12.1038722222222","12.4038722222222","643","","TG(14:1_16:1_18:2)+Na","821.6652","595.4720","567.4405","541.4246","12.1038722222222","12.4038722222222","643","","TG(14:1_16:1_18:2)+Na","821.6630404","595.4698464","567.4385464","541.4229464","12.1038722222222","12.4038722222222","643"
"","TG(14:1_16:0_18:3)+Na","1","1","1","1","12.1038722222222","12.4038722222222","643","","TG(14:1_16:0_18:3)+Na","12.243870","12.37916","12.37916","12.37916","12.1038722222222","12.4038722222222","643","","TG(14:1_16:0_18:3)+Na","2","2","1","1","12.1038722222222","12.4038722222222","643","","TG(14:1_16:0_18:3)+Na","1275740.0","  3466.7220","  5050.4610"," 13611.2000","12.1038722222222","12.4038722222222","643","","TG(14:1_16:0_18:3)+Na","821.6652","595.4720","565.4257","543.4407","12.1038722222222","12.4038722222222","643","","TG(14:1_16:0_18:3)+Na","821.6630404","595.4698464","565.4229464","543.4385464","12.1038722222222","12.4038722222222","643"
"","TG(12:0_18:1_18:3)+Na","1","1","1","1","12.1038722222222","12.4038722222222","643","","TG(12:0_18:1_18:3)+Na","12.243870","12.24387","12.37916","12.37916","12.1038722222222","12.4038722222222","643","","TG(12:0_18:1_18:3)+Na","2","2","2","1","12.1038722222222","12.4038722222222","643","","TG(12:0_18:1_18:3)+Na","1275740.0"," 60517.8600","  6785.6040"," 13611.2000","12.1038722222222","12.4038722222222","643","","TG(12:0_18:1_18:3)+Na","821.6652","621.4877","539.4090","543.4407","12.1038722222222","12.4038722222222","643","","TG(12:0_18:1_18:3)+Na","821.6630404","621.4855464","539.4072464","543.4385464","12.1038722222222","12.4038722222222","643"
"","TG(14:0_16:1_18:2)+Na","1","1","1","1","12.6864611111111","12.9864611111111","411","","TG(14:0_16:1_18:2)+Na","12.871610","12.87161","12.87161","12.87161","12.6864611111111","12.9864611111111","411","","TG(14:0_16:1_18:2)+Na","1","1","1","1","12.6864611111111","12.9864611111111","411","","TG(14:0_16:1_18:2)+Na","2257655.0"," 28944.0500"," 32491.4400"," 96350.9500","12.6864611111111","12.9864611111111","411","","TG(14:0_16:1_18:2)+Na","823.6793","595.4703","569.4548","543.4391","12.6864611111111","12.9864611111111","411","","TG(14:0_16:1_18:2)+Na","823.6786404","595.4698464","569.4541464","543.4385464","12.6864611111111","12.9864611111111","411"
"","TG(14:1_16:0_18:2)+Na","1","1","1","1","12.6864611111111","12.9864611111111","411","","TG(14:1_16:0_18:2)+Na","12.871610","12.87161","12.87161","12.87161","12.6864611111111","12.9864611111111","411","","TG(14:1_16:0_18:2)+Na","1","1","1","1","12.6864611111111","12.9864611111111","411","","TG(14:1_16:0_18:2)+Na","2257655.0"," 21307.7000"," 23062.3200"," 96350.9500","12.6864611111111","12.9864611111111","411","","TG(14:1_16:0_18:2)+Na","823.6793","597.4864","567.4391","543.4391","12.6864611111111","12.9864611111111","411","","TG(14:1_16:0_18:2)+Na","823.6786404","597.4854464","567.4385464","543.4385464","12.6864611111111","12.9864611111111","411"
"","TG(12:0_18:1_18:2)+Na","1","1","1","1","12.6864611111111","12.9864611111111","411","","TG(12:0_18:1_18:2)+Na","12.871610","12.87161","12.87161","12.87161","12.6864611111111","12.9864611111111","411","","TG(12:0_18:1_18:2)+Na","1","1","1","1","12.6864611111111","12.9864611111111","411","","TG(12:0_18:1_18:2)+Na","2257655.0"," 47577.3300"," 55164.2800"," 96350.9500","12.6864611111111","12.9864611111111","411","","TG(12:0_18:1_18:2)+Na","823.6793","623.5018","541.4235","543.4391","12.6864611111111","12.9864611111111","411","","TG(12:0_18:1_18:2)+Na","823.6786404","623.5011464","541.4228464","543.4385464","12.6864611111111","12.9864611111111","411"
"","TG(16:1_16:1_16:1)+Na","1","1","1","1","12.6864611111111","12.9864611111111","411","","TG(16:1_16:1_16:1)+Na","12.871610","12.87161","12.87161","12.87161","12.6864611111111","12.9864611111111","411","","TG(16:1_16:1_16:1)+Na","1","1","1","1","12.6864611111111","12.9864611111111","411","","TG(16:1_16:1_16:1)+Na","2257655.0"," 32491.4400"," 32491.4400"," 32491.4400","12.6864611111111","12.9864611111111","411","","TG(16:1_16:1_16:1)+Na","823.6793","569.4548","569.4548","569.4548","12.6864611111111","12.9864611111111","411","","TG(16:1_16:1_16:1)+Na","823.6787404","569.4542464","569.4542464","569.4542464","12.6864611111111","12.9864611111111","411"
"","TG(14:1_16:1_18:1)+Na","1","1","1","1","12.6864611111111","12.9864611111111","411","","TG(14:1_16:1_18:1)+Na","12.871610","12.87161","12.87161","12.87161","12.6864611111111","12.9864611111111","411","","TG(14:1_16:1_18:1)+Na","1","1","1","1","12.6864611111111","12.9864611111111","411","","TG(14:1_16:1_18:1)+Na","2257655.0"," 21307.7000"," 32491.4400"," 55164.2800","12.6864611111111","12.9864611111111","411","","TG(14:1_16:1_18:1)+Na","823.6793","597.4864","569.4548","541.4235","12.6864611111111","12.9864611111111","411","","TG(14:1_16:1_18:1)+Na","823.6787404","597.4855464","569.4542464","541.4229464","12.6864611111111","12.9864611111111","411"
"","TG(14:0_16:0_18:2)+Na","1","1","1","1","13.2760986111111","13.5760986111111","367","","TG(14:0_16:0_18:2)+Na","13.405860","13.40586","13.40586","13.40586","13.2760986111111","13.5760986111111","367","","TG(14:0_16:0_18:2)+Na","1","1","1","1","13.2760986111111","13.5760986111111","367","","TG(14:0_16:0_18:2)+Na","2544053.0"," 44803.5600"," 46096.2700","  5019.3560","13.2760986111111","13.5760986111111","367","","TG(14:0_16:0_18:2)+Na","825.6953","597.4864","569.4553","545.4554","13.2760986111111","13.5760986111111","367","","TG(14:0_16:0_18:2)+Na","825.6942404","597.4854464","569.4541464","545.4541464","13.2760986111111","13.5760986111111","367"
"","TG(16:0_16:1_16:1)+Na","1","1","1","1","13.2760986111111","13.5760986111111","367","","TG(16:0_16:1_16:1)+Na","13.405860","13.40586","13.40586","13.40586","13.2760986111111","13.5760986111111","367","","TG(16:0_16:1_16:1)+Na","1","1","1","1","13.2760986111111","13.5760986111111","367","","TG(16:0_16:1_16:1)+Na","2544053.0"," 46096.2700"," 63589.7700"," 63589.7700","13.2760986111111","13.5760986111111","367","","TG(16:0_16:1_16:1)+Na","825.6953","569.4553","571.4708","571.4708","13.2760986111111","13.5760986111111","367","","TG(16:0_16:1_16:1)+Na","825.6943404","569.4542464","571.4698464","571.4698464","13.2760986111111","13.5760986111111","367"
"","TG(14:0_16:1_18:1)+Na","1","1","1","1","13.2760986111111","13.5760986111111","367","","TG(14:0_16:1_18:1)+Na","13.405860","13.40586","13.40586","13.40586","13.2760986111111","13.5760986111111","367","","TG(14:0_16:1_18:1)+Na","1","1","1","1","13.2760986111111","13.5760986111111","367","","TG(14:0_16:1_18:1)+Na","2544053.0"," 44803.5600"," 63589.7700","145366.5000","13.2760986111111","13.5760986111111","367","","TG(14:0_16:1_18:1)+Na","825.6953","597.4864","571.4708","543.4394","13.2760986111111","13.5760986111111","367","","TG(14:0_16:1_18:1)+Na","825.6943404","597.4855464","571.4698464","543.4385464","13.2760986111111","13.5760986111111","367"
"","TG(14:1_16:0_18:1)+Na","1","1","1","1","13.2760986111111","13.5760986111111","367","","TG(14:1_16:0_18:1)+Na","13.405860","13.40586","13.40586","13.40586","13.2760986111111","13.5760986111111","367","","TG(14:1_16:0_18:1)+Na","1","1","1","1","13.2760986111111","13.5760986111111","367","","TG(14:1_16:0_18:1)+Na","2544053.0"," 12452.5100"," 46096.2700","145366.5000","13.2760986111111","13.5760986111111","367","","TG(14:1_16:0_18:1)+Na","825.6953","599.5023","569.4553","543.4394","13.2760986111111","13.5760986111111","367","","TG(14:1_16:0_18:1)+Na","825.6943404","599.5011464","569.4542464","543.4385464","13.2760986111111","13.5760986111111","367"
"","TG(12:0_18:1_18:1)+Na","1","1","1","1","13.2760986111111","13.5760986111111","367","","TG(12:0_18:1_18:1)+Na","13.405860","13.40586","13.40586","13.40586","13.2760986111111","13.5760986111111","367","","TG(12:0_18:1_18:1)+Na","1","1","1","1","13.2760986111111","13.5760986111111","367","","TG(12:0_18:1_18:1)+Na","2544053.0"," 33241.5800","145366.5000","145366.5000","13.2760986111111","13.5760986111111","367","","TG(12:0_18:1_18:1)+Na","825.6953","625.5179","543.4394","543.4394","13.2760986111111","13.5760986111111","367","","TG(12:0_18:1_18:1)+Na","825.6943404","625.5168464","543.4385464","543.4385464","13.2760986111111","13.5760986111111","367"
"","TG(16:0_16:0_16:1)+Na","1","1","1","1","13.8309333333333","14.1309333333333","508","","TG(16:0_16:0_16:1)+Na","14.042120","14.04212","14.04212","14.04212","13.8309333333333","14.1309333333333","508","","TG(16:0_16:0_16:1)+Na","1","1","1","1","13.8309333333333","14.1309333333333","508","","TG(16:0_16:0_16:1)+Na","1016280.0"," 52730.8700"," 52730.8700"," 11171.2100","13.8309333333333","14.1309333333333","508","","TG(16:0_16:0_16:1)+Na","827.7109","571.4708","571.4708","573.4868","13.8309333333333","14.1309333333333","508","","TG(16:0_16:0_16:1)+Na","827.7099404","571.4698464","571.4698464","573.4854464","13.8309333333333","14.1309333333333","508"
"","TG(14:0_16:0_18:1)+Na","1","1","1","1","13.8309333333333","14.1309333333333","508","","TG(14:0_16:0_18:1)+Na","14.042120","14.04212","14.04212","14.04212","13.8309333333333","14.1309333333333","508","","TG(14:0_16:0_18:1)+Na","1","1","1","1","13.8309333333333","14.1309333333333","508","","TG(14:0_16:0_18:1)+Na","1016280.0"," 30998.0000"," 52730.8700"," 32010.1400","13.8309333333333","14.1309333333333","508","","TG(14:0_16:0_18:1)+Na","827.7109","599.5020","571.4708","545.4551","13.8309333333333","14.1309333333333","508","","TG(14:0_16:0_18:1)+Na","827.7099404","599.5011464","571.4698464","545.4541464","13.8309333333333","14.1309333333333","508"
"","TG(14:0_18:2_18:3)+Na","1","1","1","1","12.2620375","12.5620375","799","","TG(14:0_18:2_18:3)+Na","12.441890","12.44189","12.44189","12.44189","12.2620375","12.5620375","799","","TG(14:0_18:2_18:3)+Na","1","1","1","1","12.2620375","12.5620375","799","","TG(14:0_18:2_18:3)+Na"," 778758.8"," 23092.7500"," 30097.0300"," 33999.0000","12.2620375","12.5620375","799","","TG(14:0_18:2_18:3)+Na","847.6806","619.4715","567.4400","569.4557","12.2620375","12.5620375","799","","TG(14:0_18:2_18:3)+Na","847.6786404","619.4698464","567.4385464","569.4541464","12.2620375","12.5620375","799"
"","TG(14:1_18:2_18:2)+Na","1","1","1","1","12.2620375","12.5620375","799","","TG(14:1_18:2_18:2)+Na","12.441890","12.44189","12.44189","12.44189","12.2620375","12.5620375","799","","TG(14:1_18:2_18:2)+Na","1","1","1","1","12.2620375","12.5620375","799","","TG(14:1_18:2_18:2)+Na"," 778758.8","  4864.9060"," 30097.0300"," 30097.0300","12.2620375","12.5620375","799","","TG(14:1_18:2_18:2)+Na","847.6806","621.4872","567.4400","567.4400","12.2620375","12.5620375","799","","TG(14:1_18:2_18:2)+Na","847.6786404","621.4854464","567.4385464","567.4385464","12.2620375","12.5620375","799"
"","TG(16:1_16:1_18:3)+Na","1","1","1","1","12.2620375","12.5620375","799","","TG(16:1_16:1_18:3)+Na","12.441890","12.44189","12.44189","12.44189","12.2620375","12.5620375","799","","TG(16:1_16:1_18:3)+Na","1","1","1","1","12.2620375","12.5620375","799","","TG(16:1_16:1_18:3)+Na"," 778758.8","  7462.3600","  7462.3600"," 33999.0000","12.2620375","12.5620375","799","","TG(16:1_16:1_18:3)+Na","847.6806","593.4564","593.4564","569.4557","12.2620375","12.5620375","799","","TG(16:1_16:1_18:3)+Na","847.6787404","593.4542464","593.4542464","569.4542464","12.2620375","12.5620375","799"
"","TG(14:1_18:1_18:3)+Na","1","1","1","1","12.2620375","12.5620375","799","","TG(14:1_18:1_18:3)+Na","12.441890","12.44189","12.44189","12.44189","12.2620375","12.5620375","799","","TG(14:1_18:1_18:3)+Na","1","1","1","1","12.2620375","12.5620375","799","","TG(14:1_18:1_18:3)+Na"," 778758.8","  4864.9060","  3690.7600"," 33999.0000","12.2620375","12.5620375","799","","TG(14:1_18:1_18:3)+Na","847.6806","621.4872","565.4247","569.4557","12.2620375","12.5620375","799","","TG(14:1_18:1_18:3)+Na","847.6787404","621.4855464","565.4229464","569.4542464","12.2620375","12.5620375","799"
"","TG(14:0_18:2_18:2)+Na","1","1","1","1","12.7874333333333","13.0874333333333","409","","TG(14:0_18:2_18:2)+Na","12.923020","12.92302","12.92302","12.92302","12.7874333333333","13.0874333333333","409","","TG(14:0_18:2_18:2)+Na","2","2","2","2","12.7874333333333","13.0874333333333","409","","TG(14:0_18:2_18:2)+Na","2452722.0","105222.0000","183172.1000","183172.1000","12.7874333333333","13.0874333333333","409","","TG(14:0_18:2_18:2)+Na","849.6961","621.4871","569.4557","569.4557","12.7874333333333","13.0874333333333","409","","TG(14:0_18:2_18:2)+Na","849.6942404","621.4854464","569.4541464","569.4541464","12.7874333333333","13.0874333333333","409"
"","TG(16:1_16:1_18:2)+Na","1","1","1","1","12.7874333333333","13.0874333333333","409","","TG(16:1_16:1_18:2)+Na","12.923020","12.92302","12.92302","12.92302","12.7874333333333","13.0874333333333","409","","TG(16:1_16:1_18:2)+Na","2","2","2","2","12.7874333333333","13.0874333333333","409","","TG(16:1_16:1_18:2)+Na","2452722.0"," 26403.5900"," 26403.5900","183172.1000","12.7874333333333","13.0874333333333","409","","TG(16:1_16:1_18:2)+Na","849.6961","595.4714","595.4714","569.4557","12.7874333333333","13.0874333333333","409","","TG(16:1_16:1_18:2)+Na","849.6943404","595.4698464","595.4698464","569.4542464","12.7874333333333","13.0874333333333","409"
"","TG(16:0_16:1_18:3)+Na","1","1","1","1","12.7874333333333","13.0874333333333","409","","TG(16:0_16:1_18:3)+Na","12.923020","13.05126","12.92302","13.05126","12.7874333333333","13.0874333333333","409","","TG(16:0_16:1_18:3)+Na","2","1","2","2","12.7874333333333","13.0874333333333","409","","TG(16:0_16:1_18:3)+Na","2452722.0"," 20597.6300"," 26403.5900"," 29421.6600","12.7874333333333","13.0874333333333","409","","TG(16:0_16:1_18:3)+Na","849.6961","593.4553","595.4714","571.4717","12.7874333333333","13.0874333333333","409","","TG(16:0_16:1_18:3)+Na","849.6943404","593.4542464","595.4698464","571.4698464","12.7874333333333","13.0874333333333","409"
"","TG(14:0_18:1_18:3)+Na","1","1","1","1","12.7874333333333","13.0874333333333","409","","TG(14:0_18:1_18:3)+Na","12.923020","12.92302","13.05126","13.05126","12.7874333333333","13.0874333333333","409","","TG(14:0_18:1_18:3)+Na","2","2","2","2","12.7874333333333","13.0874333333333","409","","TG(14:0_18:1_18:3)+Na","2452722.0","105222.0000"," 15341.9100"," 29421.6600","12.7874333333333","13.0874333333333","409","","TG(14:0_18:1_18:3)+Na","849.6961","621.4871","567.4398","571.4717","12.7874333333333","13.0874333333333","409","","TG(14:0_18:1_18:3)+Na","849.6943404","621.4855464","567.4385464","571.4698464","12.7874333333333","13.0874333333333","409"
"","TG(14:1_18:1_18:2)+Na","1","1","1","1","12.7874333333333","13.0874333333333","409","","TG(14:1_18:1_18:2)+Na","12.923020","12.92302","13.05126","12.92302","12.7874333333333","13.0874333333333","409","","TG(14:1_18:1_18:2)+Na","2","2","2","2","12.7874333333333","13.0874333333333","409","","TG(14:1_18:1_18:2)+Na","2452722.0","  6900.2050"," 15341.9100","183172.1000","12.7874333333333","13.0874333333333","409","","TG(14:1_18:1_18:2)+Na","849.6961","623.5027","567.4398","569.4557","12.7874333333333","13.0874333333333","409","","TG(14:1_18:1_18:2)+Na","849.6943404","623.5011464","567.4385464","569.4542464","12.7874333333333","13.0874333333333","409"
"","TG(16:0_16:1_18:2)+Na","1","1","1","1","13.3188194444444","13.6188194444444","293","","TG(16:0_16:1_18:2)+Na","13.504910","13.50491","13.50491","13.50491","13.3188194444444","13.6188194444444","293","","TG(16:0_16:1_18:2)+Na","1","1","1","1","13.3188194444444","13.6188194444444","293","","TG(16:0_16:1_18:2)+Na","4368609.0","122485.9000"," 93820.7100","184604.4000","13.3188194444444","13.6188194444444","293","","TG(16:0_16:1_18:2)+Na","851.7104","595.4705","597.4860","571.4703","13.3188194444444","13.6188194444444","293","","TG(16:0_16:1_18:2)+Na","851.7099404","595.4698464","597.4854464","571.4698464","13.3188194444444","13.6188194444444","293"
"","TG(14:0_18:1_18:2)+Na","1","1","1","1","13.3188194444444","13.6188194444444","293","","TG(14:0_18:1_18:2)+Na","13.504910","13.50491","13.50491","13.50491","13.3188194444444","13.6188194444444","293","","TG(14:0_18:1_18:2)+Na","1","1","1","1","13.3188194444444","13.6188194444444","293","","TG(14:0_18:1_18:2)+Na","4368609.0"," 98632.4500"," 96906.3800","184604.4000","13.3188194444444","13.6188194444444","293","","TG(14:0_18:1_18:2)+Na","851.7104","623.5018","569.4547","571.4703","13.3188194444444","13.6188194444444","293","","TG(14:0_18:1_18:2)+Na","851.7099404","623.5011464","569.4541464","571.4698464","13.3188194444444","13.6188194444444","293"
"","TG(16:1_16:1_18:1)+Na","1","1","1","1","13.3188194444444","13.6188194444444","293","","TG(16:1_16:1_18:1)+Na","13.504910","13.50491","13.50491","13.50491","13.3188194444444","13.6188194444444","293","","TG(16:1_16:1_18:1)+Na","1","1","1","1","13.3188194444444","13.6188194444444","293","","TG(16:1_16:1_18:1)+Na","4368609.0"," 93820.7100"," 93820.7100"," 96906.3800","13.3188194444444","13.6188194444444","293","","TG(16:1_16:1_18:1)+Na","851.7104","597.4860","597.4860","569.4547","13.3188194444444","13.6188194444444","293","","TG(16:1_16:1_18:1)+Na","851.7100404","597.4855464","597.4855464","569.4542464","13.3188194444444","13.6188194444444","293"
"","TG(16:0_16:0_18:2)+Na","1","1","1","1","13.8389430555556","14.1389430555556","348","","TG(16:0_16:0_18:2)+Na","14.010910","14.01091","14.01091","14.01091","13.8389430555556","14.1389430555556","348","","TG(16:0_16:0_18:2)+Na","1","1","1","1","13.8389430555556","14.1389430555556","348","","TG(16:0_16:0_18:2)+Na","3507345.0","129352.3000","129352.3000","  3279.1390","13.8389430555556","14.1389430555556","348","","TG(16:0_16:0_18:2)+Na","853.7258","597.4859","597.4859","573.4866","13.8389430555556","14.1389430555556","348","","TG(16:0_16:0_18:2)+Na","853.7255404","597.4854464","597.4854464","573.4854464","13.8389430555556","14.1389430555556","348"
"","TG(16:0_16:1_18:1)+Na","1","1","1","1","13.8389430555556","14.1389430555556","348","","TG(16:0_16:1_18:1)+Na","14.010910","14.01091","14.01091","14.01091","13.8389430555556","14.1389430555556","348","","TG(16:0_16:1_18:1)+Na","1","1","1","1","13.8389430555556","14.1389430555556","348","","TG(16:0_16:1_18:1)+Na","3507345.0","129352.3000"," 86678.8300","193927.1000","13.8389430555556","14.1389430555556","348","","TG(16:0_16:1_18:1)+Na","853.7258","597.4859","599.5016","571.4703","13.8389430555556","14.1389430555556","348","","TG(16:0_16:1_18:1)+Na","853.7256404","597.4855464","599.5011464","571.4698464","13.8389430555556","14.1389430555556","348"
"","TG(14:0_18:1_18:1)+Na","1","1","1","1","13.8389430555556","14.1389430555556","348","","TG(14:0_18:1_18:1)+Na","14.010910","14.01091","14.01091","14.01091","13.8389430555556","14.1389430555556","348","","TG(14:0_18:1_18:1)+Na","1","1","1","1","13.8389430555556","14.1389430555556","348","","TG(14:0_18:1_18:1)+Na","3507345.0"," 46326.4400","193927.1000","193927.1000","13.8389430555556","14.1389430555556","348","","TG(14:0_18:1_18:1)+Na","853.7258","625.5173","571.4703","571.4703","13.8389430555556","14.1389430555556","348","","TG(14:0_18:1_18:1)+Na","853.7256404","625.5168464","571.4698464","571.4698464","13.8389430555556","14.1389430555556","348"
"","TG(16:0_16:0_18:1)+Na","1","1","1","1","14.414225","14.714225","546","","TG(16:0_16:0_18:1)+Na","14.575790","14.57579","14.57579","14.57579","14.414225","14.714225","546","","TG(16:0_16:0_18:1)+Na","1","1","1","1","14.414225","14.714225","546","","TG(16:0_16:0_18:1)+Na","2112867.0","167472.0000","167472.0000"," 84386.2200","14.414225","14.714225","546","","TG(16:0_16:0_18:1)+Na","855.7419","599.5019","599.5019","573.4863","14.414225","14.714225","546","","TG(16:0_16:0_18:1)+Na","855.7412404","599.5011464","599.5011464","573.4854464","14.414225","14.714225","546"
"","TG(16:0_16:1_18:0)+Na","1","1","1","1","14.414225","14.714225","546","","TG(16:0_16:1_18:0)+Na","14.575790","14.57579","14.57579","14.57579","14.414225","14.714225","546","","TG(16:0_16:1_18:0)+Na","1","1","1","1","14.414225","14.714225","546","","TG(16:0_16:1_18:0)+Na","2112867.0","167472.0000","  3064.8790","  5948.3720","14.414225","14.714225","546","","TG(16:0_16:1_18:0)+Na","855.7419","599.5019","601.5181","571.4717","14.414225","14.714225","546","","TG(16:0_16:1_18:0)+Na","855.7412404","599.5011464","601.5167464","571.4698464","14.414225","14.714225","546"
"","TG(14:0_18:0_18:1)+Na","1","1","1","1","14.414225","14.714225","546","","TG(14:0_18:0_18:1)+Na","14.575790","14.57579","14.57579","14.57579","14.414225","14.714225","546","","TG(14:0_18:0_18:1)+Na","1","1","1","1","14.414225","14.714225","546","","TG(14:0_18:0_18:1)+Na","2112867.0","  3505.9000","  5948.3720"," 84386.2200","14.414225","14.714225","546","","TG(14:0_18:0_18:1)+Na","855.7419","627.5336","571.4717","573.4863","14.414225","14.714225","546","","TG(14:0_18:0_18:1)+Na","855.7412404","627.5324464","571.4698464","573.4854464","14.414225","14.714225","546"
"","TG(16:0_16:0_18:0)+Na","1","1","1","1","14.918625","15.218625","805","","TG(16:0_16:0_18:0)+Na","15.084850","15.08485","15.08485","15.08485","14.918625","15.218625","805","","TG(16:0_16:0_18:0)+Na","1","1","1","1","14.918625","15.218625","805","","TG(16:0_16:0_18:0)+Na","1028757.0"," 72472.3000"," 72472.3000"," 48095.7800","14.918625","15.218625","805","","TG(16:0_16:0_18:0)+Na","857.7573","601.5175","601.5175","573.4861","14.918625","15.218625","805","","TG(16:0_16:0_18:0)+Na","857.7568404","601.5167464","601.5167464","573.4854464","14.918625","15.218625","805"
"","TG(14:0_18:0_18:0)+Na","1","1","1","1","14.918625","15.218625","805","","TG(14:0_18:0_18:0)+Na","15.084850","15.08485","15.08485","15.08485","14.918625","15.218625","805","","TG(14:0_18:0_18:0)+Na","1","1","1","1","14.918625","15.218625","805","","TG(14:0_18:0_18:0)+Na","1028757.0","  1092.4170"," 48095.7800"," 48095.7800","14.918625","15.218625","805","","TG(14:0_18:0_18:0)+Na","857.7573","629.5488","573.4861","573.4861","14.918625","15.218625","805","","TG(14:0_18:0_18:0)+Na","857.7568404","629.5480464","573.4854464","573.4854464","14.918625","15.218625","805"
"","TG(17:1_17:1_17:1)+Na","1","1","1","1","13.6642986111111","13.9642986111111","588","","TG(17:1_17:1_17:1)+Na","13.853880","13.85388","13.85388","13.85388","13.6642986111111","13.9642986111111","588","","TG(17:1_17:1_17:1)+Na","1","1","1","1","13.6642986111111","13.9642986111111","588","","TG(17:1_17:1_17:1)+Na","1498980.0"," 21823.6500"," 21823.6500"," 21823.6500","13.6642986111111","13.9642986111111","588","","TG(17:1_17:1_17:1)+Na","865.7267","597.4865","597.4865","597.4865","13.6642986111111","13.9642986111111","588","","TG(17:1_17:1_17:1)+Na","865.7255404","597.4854464","597.4854464","597.4854464","13.6642986111111","13.9642986111111","588"
"","TG(16:0_17:1_18:2)+Na","1","1","1","1","13.6642986111111","13.9642986111111","588","","TG(16:0_17:1_18:2)+Na","13.853880","13.85388","13.85388","13.85388","13.6642986111111","13.9642986111111","588","","TG(16:0_17:1_18:2)+Na","1","1","1","1","13.6642986111111","13.9642986111111","588","","TG(16:0_17:1_18:2)+Na","1498980.0"," 27939.0000"," 21823.6500"," 43714.9800","13.6642986111111","13.9642986111111","588","","TG(16:0_17:1_18:2)+Na","865.7267","609.4867","597.4865","585.4865","13.6642986111111","13.9642986111111","588","","TG(16:0_17:1_18:2)+Na","865.7255404","609.4854464","597.4854464","585.4854464","13.6642986111111","13.9642986111111","588"
"","TG(17:0_17:1_17:2)+Na","1","1","1","1","13.6642986111111","13.9642986111111","588","","TG(17:0_17:1_17:2)+Na","13.853880","13.85388","13.85388","13.85388","13.6642986111111","13.9642986111111","588","","TG(17:0_17:1_17:2)+Na","1","1","1","1","13.6642986111111","13.9642986111111","588","","TG(17:0_17:1_17:2)+Na","1498980.0","  4711.2080"," 21823.6500","  2587.0500","13.6642986111111","13.9642986111111","588","","TG(17:0_17:1_17:2)+Na","865.7267","595.4703","597.4865","599.5021","13.6642986111111","13.9642986111111","588","","TG(17:0_17:1_17:2)+Na","865.7256404","595.4698464","597.4855464","599.5011464","13.6642986111111","13.9642986111111","588"
