"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Number of Scans","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Max Intensity","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Average m/z","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmenyl-PC","M+H","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment"
"","Plasmenyl-PC(P-18:0/20:3)+H","1","1","1","0","1","0","0","0","0","1","7.43683472222222","7.73683472222222","9096","","Plasmenyl-PC(P-18:0/20:3)+H"," 7.587090"," 7.587090"," 7.587090","0.000000"," 7.587090"," 0.000000","0.000000"," 0.000000"," 0.000000"," 7.587090","7.43683472222222","7.73683472222222","9096","","Plasmenyl-PC(P-18:0/20:3)+H","1","1","1","0","1","0","0","0","0","1","7.43683472222222","7.73683472222222","9096","","Plasmenyl-PC(P-18:0/20:3)+H"," 578576.300","  4079.2930","  1066.7760","    0.0000","18246.0200","   0.000","  0.0000","     0.0000","    0.000","5.304493e+06","7.43683472222222","7.73683472222222","9096","","Plasmenyl-PC(P-18:0/20:3)+H","796.6222","613.5563","528.3454","  0.0000","508.3771","  0.0000","  0.0000","  0.0000","  0.0000","184.0735","7.43683472222222","7.73683472222222","9096","","Plasmenyl-PC(P-18:0/20:3)+H","796.6214976","613.5554576","528.3450326","469.2715326","508.3762176","490.3656576","546.35549","363.28943","289.2532","184.07332","7.43683472222222","7.73683472222222","9096"
"","Plasmenyl-PC(P-18:0/20:4)+H","1","1","1","0","1","1","0","0","0","1","6.92280138888889","7.22280138888889","66","","Plasmenyl-PC(P-18:0/20:4)+H"," 7.040406"," 7.040406"," 7.040406","0.000000"," 7.040406"," 7.164081","0.000000"," 0.000000"," 0.000000"," 7.040406","6.92280138888889","7.22280138888889","66","","Plasmenyl-PC(P-18:0/20:4)+H","2","2","2","0","2","2","0","0","0","2","6.92280138888889","7.22280138888889","66","","Plasmenyl-PC(P-18:0/20:4)+H","3015261.000"," 14806.5700","  6173.6030","    0.0000","54355.1900","4977.405","  0.0000","     0.0000","    0.000","4.041359e+07","6.92280138888889","7.22280138888889","66","","Plasmenyl-PC(P-18:0/20:4)+H","794.6057","611.5385","526.3292","  0.0000","508.3766","490.3659","  0.0000","  0.0000","  0.0000","184.0733","6.92280138888889","7.22280138888889","66","","Plasmenyl-PC(P-18:0/20:4)+H","794.6057976","611.5397576","526.3293326","467.2558326","508.3762176","490.3656576","544.33979","361.27373","287.2375","184.07332","6.92280138888889","7.22280138888889","66"
"","Plasmenyl-PC(P-18:0/20:4)+H","1","0","1","1","1","0","0","0","0","1","7.84343888888889","8.14343888888889","163","","Plasmenyl-PC(P-18:0/20:4)+H"," 8.053236"," 0.000000"," 8.053236","8.053236"," 8.053236"," 0.000000","0.000000"," 0.000000"," 0.000000"," 8.053236","7.84343888888889","8.14343888888889","163","","Plasmenyl-PC(P-18:0/20:4)+H","2","0","2","2","2","0","0","0","0","2","7.84343888888889","8.14343888888889","163","","Plasmenyl-PC(P-18:0/20:4)+H","1154727.000","     0.0000"," 84661.5700"," 3545.0600","39372.8700","   0.000","  0.0000","     0.0000","    0.000","1.000108e+07","7.84343888888889","8.14343888888889","163","","Plasmenyl-PC(P-18:0/20:4)+H","794.6064","  0.0000","526.3298","467.2563","508.3768","  0.0000","  0.0000","  0.0000","  0.0000","184.0735","7.84343888888889","8.14343888888889","163","","Plasmenyl-PC(P-18:0/20:4)+H","794.6057976","611.5397576","526.3293326","467.2558326","508.3762176","490.3656576","544.33979","361.27373","287.2375","184.07332","7.84343888888889","8.14343888888889","163"
"","Plasmenyl-PC(P-18:0/20:5)+H","1","1","0","0","1","0","0","0","0","1","6.09123194444444","6.39123194444444","581","","Plasmenyl-PC(P-18:0/20:5)+H"," 6.230666"," 6.230666"," 6.230666","0.000000"," 6.230666"," 0.000000","0.000000"," 0.000000"," 0.000000"," 6.230666","6.09123194444444","6.39123194444444","581","","Plasmenyl-PC(P-18:0/20:5)+H","2","1","1","0","1","0","0","0","0","2","6.09123194444444","6.39123194444444","581","","Plasmenyl-PC(P-18:0/20:5)+H"," 315156.000","  1245.0140","   886.8480","    0.0000"," 7124.6840","   0.000","  0.0000","     0.0000","    0.000","2.967659e+06","6.09123194444444","6.39123194444444","581","","Plasmenyl-PC(P-18:0/20:5)+H","792.5911","609.5247","524.3137","  0.0000","508.3772","  0.0000","  0.0000","  0.0000","  0.0000","184.0736","6.09123194444444","6.39123194444444","581","","Plasmenyl-PC(P-18:0/20:5)+H","792.5901976","609.5241576","524.3137326","465.2402326","508.3762176","490.3656576","542.32419","359.25813","285.2219","184.07332","6.09123194444444","6.39123194444444","581"
"","Plasmenyl-PC(P-18:0/22:4)+H","1","0","1","1","1","0","0","0","0","1","8.62032777777778","8.92032777777778","1008","","Plasmenyl-PC(P-18:0/22:4)+H"," 8.795382"," 0.000000"," 8.795382","8.795382"," 8.795382"," 0.000000","0.000000"," 0.000000"," 0.000000"," 8.795382","8.62032777777778","8.92032777777778","1008","","Plasmenyl-PC(P-18:0/22:4)+H","2","0","1","1","1","0","0","0","0","2","8.62032777777778","8.92032777777778","1008","","Plasmenyl-PC(P-18:0/22:4)+H"," 163920.400","     0.0000"," 10040.3800"," 1190.1450"," 4968.0260","   0.000","  0.0000","     0.0000","    0.000","1.292393e+06","8.62032777777778","8.92032777777778","1008","","Plasmenyl-PC(P-18:0/22:4)+H","822.6379","  0.0000","554.3611","495.2886","508.3774","  0.0000","  0.0000","  0.0000","  0.0000","184.0736","8.62032777777778","8.92032777777778","1008","","Plasmenyl-PC(P-18:0/22:4)+H","822.6370976","639.5710576","554.3606326","495.2871326","508.3762176","490.3656576","572.37109","389.30503","315.2688","184.07332","8.62032777777778","8.92032777777778","1008"
"","Plasmenyl-PC(P-18:0/22:5)+H","1","1","0","0","1","0","0","0","0","1","7.04958888888889","7.34958888888889","350","","Plasmenyl-PC(P-18:0/22:5)+H"," 7.240901"," 7.240901"," 0.000000","0.000000"," 7.076799"," 0.000000","0.000000"," 0.000000"," 0.000000"," 7.240901","7.04958888888889","7.34958888888889","350","","Plasmenyl-PC(P-18:0/22:5)+H","2","2","0","0","2","0","0","0","0","2","7.04958888888889","7.34958888888889","350","","Plasmenyl-PC(P-18:0/22:5)+H"," 573556.300","  3934.4130","     0.0000","    0.0000"," 9642.2850","   0.000","  0.0000","     0.0000","    0.000","5.458812e+06","7.04958888888889","7.34958888888889","350","","Plasmenyl-PC(P-18:0/22:5)+H","820.6221","637.5567","  0.0000","  0.0000","508.3773","  0.0000","  0.0000","  0.0000","  0.0000","184.0736","7.04958888888889","7.34958888888889","350","","Plasmenyl-PC(P-18:0/22:5)+H","820.6214976","637.5554576","552.3450326","493.2715326","508.3762176","490.3656576","570.35549","387.28943","313.2532","184.07332","7.04958888888889","7.34958888888889","350"
"","Plasmenyl-PC(P-18:0/22:5)+H","1","1","1","0","1","0","0","0","0","1","7.70598472222222","8.00598472222222","362","","Plasmenyl-PC(P-18:0/22:5)+H"," 7.831657"," 7.831657"," 8.002090","0.000000"," 8.002090"," 0.000000","0.000000"," 0.000000"," 0.000000"," 7.831657","7.70598472222222","8.00598472222222","362","","Plasmenyl-PC(P-18:0/22:5)+H","2","1","1","0","1","0","0","0","0","2","7.70598472222222","8.00598472222222","362","","Plasmenyl-PC(P-18:0/22:5)+H"," 529630.800","  4065.6240","  7741.1770","    0.0000"," 7579.0240","   0.000","  0.0000","     0.0000","    0.000","4.983184e+06","7.70598472222222","8.00598472222222","362","","Plasmenyl-PC(P-18:0/22:5)+H","820.6222","637.5560","552.3463","  0.0000","508.3773","  0.0000","  0.0000","  0.0000","  0.0000","184.0735","7.70598472222222","8.00598472222222","362","","Plasmenyl-PC(P-18:0/22:5)+H","820.6214976","637.5554576","552.3450326","493.2715326","508.3762176","490.3656576","570.35549","387.28943","313.2532","184.07332","7.70598472222222","8.00598472222222","362"
"","Plasmenyl-PC(P-18:0/22:6)+H","1","1","1","0","1","0","0","0","0","1","6.58227083333333","6.88227083333333","285","","Plasmenyl-PC(P-18:0/22:6)+H"," 6.698848"," 6.698848"," 6.698848","0.000000"," 6.698848"," 0.000000","0.000000"," 0.000000"," 0.000000"," 6.698848","6.58227083333333","6.88227083333333","285","","Plasmenyl-PC(P-18:0/22:6)+H","2","1","1","0","2","0","0","0","0","2","6.58227083333333","6.88227083333333","285","","Plasmenyl-PC(P-18:0/22:6)+H"," 543304.900","  2761.1780","  1112.4160","    0.0000","13607.7800","   0.000","  0.0000","     0.0000","    0.000","5.260954e+06","6.58227083333333","6.88227083333333","285","","Plasmenyl-PC(P-18:0/22:6)+H","818.6066","635.5417","550.3307","  0.0000","508.3770","  0.0000","  0.0000","  0.0000","  0.0000","184.0736","6.58227083333333","6.88227083333333","285","","Plasmenyl-PC(P-18:0/22:6)+H","818.6057976","635.5397576","550.3293326","491.2558326","508.3762176","490.3656576","568.33979","385.27373","311.2375","184.07332","6.58227083333333","6.88227083333333","285"
"","Plasmenyl-PC(P-18:0/22:6)+H","1","1","1","1","1","0","0","0","0","1","7.49127777777778","7.79127777777778","655","","Plasmenyl-PC(P-18:0/22:6)+H"," 7.653140"," 7.653140"," 7.653140","7.653140"," 7.653140"," 0.000000","0.000000"," 0.000000"," 0.000000"," 7.653140","7.49127777777778","7.79127777777778","655","","Plasmenyl-PC(P-18:0/22:6)+H","1","1","1","1","1","0","0","0","0","1","7.49127777777778","7.79127777777778","655","","Plasmenyl-PC(P-18:0/22:6)+H"," 374542.800","  1404.8080"," 28866.3100"," 2578.8990","12737.8700","   0.000","  0.0000","     0.0000","    0.000","3.291629e+06","7.49127777777778","7.79127777777778","655","","Plasmenyl-PC(P-18:0/22:6)+H","818.6066","635.5386","550.3300","491.2567","508.3771","  0.0000","  0.0000","  0.0000","  0.0000","184.0735","7.49127777777778","7.79127777777778","655","","Plasmenyl-PC(P-18:0/22:6)+H","818.6057976","635.5397576","550.3293326","491.2558326","508.3762176","490.3656576","568.33979","385.27373","311.2375","184.07332","7.49127777777778","7.79127777777778","655"
"","Plasmenyl-PC(P-18:0/22:6)+H","1","0","0","0","1","0","0","0","0","1","6.77690555555556","7.07690555555556","9107","","Plasmenyl-PC(P-18:0/22:6)+H"," 6.816227"," 0.000000"," 0.000000","0.000000"," 6.816227"," 0.000000","0.000000"," 0.000000"," 0.000000"," 6.816227","6.77690555555556","7.07690555555556","9107","","Plasmenyl-PC(P-18:0/22:6)+H","1","0","0","0","1","0","0","0","0","1","6.77690555555556","7.07690555555556","9107","","Plasmenyl-PC(P-18:0/22:6)+H"," 202462.000","     0.0000","     0.0000","    0.0000"," 3942.3530","   0.000","  0.0000","     0.0000","    0.000","1.854485e+06","6.77690555555556","7.07690555555556","9107","","Plasmenyl-PC(P-18:0/22:6)+H","818.6065","  0.0000","  0.0000","  0.0000","508.3770","  0.0000","  0.0000","  0.0000","  0.0000","184.0736","6.77690555555556","7.07690555555556","9107","","Plasmenyl-PC(P-18:0/22:6)+H","818.6057976","635.5397576","550.3293326","491.2558326","508.3762176","490.3656576","568.33979","385.27373","311.2375","184.07332","6.77690555555556","7.07690555555556","9107"
"","Plasmenyl-PC(P-18:1/16:0)+H","1","0","1","1","0","0","0","0","1","1","7.82195138888889","8.12195138888889","162","","Plasmenyl-PC(P-18:1/16:0)+H"," 8.027212"," 0.000000"," 7.892835","7.903214"," 7.892835"," 0.000000","0.000000"," 0.000000"," 7.903214"," 8.027212","7.82195138888889","8.12195138888889","162","","Plasmenyl-PC(P-18:1/16:0)+H","4","0","2","2","1","0","0","0","1","4","7.82195138888889","8.12195138888889","162","","Plasmenyl-PC(P-18:1/16:0)+H"," 877574.100","     0.0000","  2771.8790"," 1179.2670","  894.0980","   0.000","  0.0000","     0.0000"," 1047.978","7.966249e+06","7.82195138888889","8.12195138888889","162","","Plasmenyl-PC(P-18:1/16:0)+H","744.5906","  0.0000","478.3302","419.2563","506.3612","  0.0000","  0.0000","  0.0000","239.2374","184.0735","7.82195138888889","8.12195138888889","162","","Plasmenyl-PC(P-18:1/16:0)+H","744.5901976","561.5241576","478.3293326","419.2558326","506.3606176","488.3500576","496.33979","313.27373","239.2375","184.07332","7.82195138888889","8.12195138888889","162"
"","Plasmenyl-PC(P-18:1/18:1)+H","1","0","1","0","0","0","0","0","0","1","8.04894027777778","8.34894027777778","213","","Plasmenyl-PC(P-18:1/18:1)+H"," 8.274826"," 0.000000"," 8.274826","0.000000"," 0.000000"," 0.000000","0.000000"," 0.000000"," 0.000000"," 8.274826","8.04894027777778","8.34894027777778","213","","Plasmenyl-PC(P-18:1/18:1)+H","1","0","1","0","0","0","0","0","0","1","8.04894027777778","8.34894027777778","213","","Plasmenyl-PC(P-18:1/18:1)+H"," 503513.800","     0.0000","  1110.8570","    0.0000","    0.0000","   0.000","  0.0000","     0.0000","    0.000","3.977707e+06","8.04894027777778","8.34894027777778","213","","Plasmenyl-PC(P-18:1/18:1)+H","770.6063","  0.0000","504.3453","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","184.0735","8.04894027777778","8.34894027777778","213","","Plasmenyl-PC(P-18:1/18:1)+H","770.6058976","587.5398576","504.3450326","445.2715326","506.3606176","488.3500576","522.35549","339.28943","265.2532","184.07332","8.04894027777778","8.34894027777778","213"
"","Plasmenyl-PC(P-18:1/18:2)+H","1","1","1","1","1","0","0","0","0","1","6.89165555555555","7.19165555555555","61","","Plasmenyl-PC(P-18:1/18:2)+H"," 7.004563"," 7.004563"," 7.128449","7.128449"," 7.128449"," 0.000000","0.000000"," 0.000000"," 0.000000"," 7.004563","6.89165555555555","7.19165555555555","61","","Plasmenyl-PC(P-18:1/18:2)+H","2","2","1","1","1","0","0","0","0","2","6.89165555555555","7.19165555555555","61","","Plasmenyl-PC(P-18:1/18:2)+H","4144052.000"," 25381.8600"," 54674.4700","10728.0600","28557.9600","   0.000","  0.0000","     0.0000","    0.000","5.368946e+07","6.89165555555555","7.19165555555555","61","","Plasmenyl-PC(P-18:1/18:2)+H","768.5897","585.5240","502.3295","443.2555","506.3609","  0.0000","  0.0000","  0.0000","  0.0000","184.0731","6.89165555555555","7.19165555555555","61","","Plasmenyl-PC(P-18:1/18:2)+H","768.5901976","585.5241576","502.3293326","443.2558326","506.3606176","488.3500576","520.33979","337.27373","263.2375","184.07332","6.89165555555555","7.19165555555555","61"
"","Plasmenyl-PC(P-18:1/18:3)+H","1","0","1","0","0","0","0","0","0","1","6.05374027777778","6.35374027777778","399","","Plasmenyl-PC(P-18:1/18:3)+H"," 6.158453"," 6.287297"," 6.287297","0.000000"," 0.000000"," 0.000000","0.000000"," 0.000000"," 0.000000"," 6.158453","6.05374027777778","6.35374027777778","399","","Plasmenyl-PC(P-18:1/18:3)+H","2","1","1","0","0","0","0","0","0","2","6.05374027777778","6.35374027777778","399","","Plasmenyl-PC(P-18:1/18:3)+H"," 285138.000","   883.1979","  1126.4690","    0.0000","    0.0000","   0.000","  0.0000","     0.0000","    0.000","2.477990e+06","6.05374027777778","6.35374027777778","399","","Plasmenyl-PC(P-18:1/18:3)+H","766.5757","583.5096","500.3156","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","184.0736","6.05374027777778","6.35374027777778","399","","Plasmenyl-PC(P-18:1/18:3)+H","766.5745976","583.5085576","500.3137326","441.2402326","506.3606176","488.3500576","518.32419","335.25813","261.2219","184.07332","6.05374027777778","6.35374027777778","399"
"","Plasmenyl-PC(P-18:1/20:3)+H","1","1","1","0","1","0","0","0","0","1","7.49951805555555","7.79951805555555","430","","Plasmenyl-PC(P-18:1/20:3)+H"," 7.642763"," 7.642763"," 7.642763","0.000000"," 7.642763"," 0.000000","0.000000"," 0.000000"," 0.000000"," 7.642763","7.49951805555555","7.79951805555555","430","","Plasmenyl-PC(P-18:1/20:3)+H","1","1","1","0","1","0","0","0","0","1","7.49951805555555","7.79951805555555","430","","Plasmenyl-PC(P-18:1/20:3)+H"," 654394.400","  1200.6100","  1454.7450","    0.0000"," 1126.5660","   0.000","  0.0000","     0.0000","    0.000","5.823134e+06","7.49951805555555","7.79951805555555","430","","Plasmenyl-PC(P-18:1/20:3)+H","794.6068","611.5414","528.3463","  0.0000","506.3613","  0.0000","  0.0000","  0.0000","  0.0000","184.0736","7.49951805555555","7.79951805555555","430","","Plasmenyl-PC(P-18:1/20:3)+H","794.6058976","611.5398576","528.3450326","469.2715326","506.3606176","488.3500576","546.35549","363.28943","289.2532","184.07332","7.49951805555555","7.79951805555555","430"
"","Plasmenyl-PC(P-18:1/20:4)+H","1","1","1","1","1","1","0","0","0","1","6.73797361111111","7.03797361111111","186","","Plasmenyl-PC(P-18:1/20:4)+H"," 6.912878"," 6.912878"," 6.912878","6.912878"," 6.912878"," 6.912878","0.000000"," 0.000000"," 0.000000"," 6.912878","6.73797361111111","7.03797361111111","186","","Plasmenyl-PC(P-18:1/20:4)+H","2","1","2","1","2","1","0","0","0","2","6.73797361111111","7.03797361111111","186","","Plasmenyl-PC(P-18:1/20:4)+H","1591671.000","  1253.5470"," 99671.4400"," 1995.3300","55190.5000","1981.805","  0.0000","     0.0000","    0.000","1.665723e+07","6.73797361111111","7.03797361111111","186","","Plasmenyl-PC(P-18:1/20:4)+H","792.5910","609.5239","526.3300","467.2561","506.3610","488.3510","  0.0000","  0.0000","  0.0000","184.0734","6.73797361111111","7.03797361111111","186","","Plasmenyl-PC(P-18:1/20:4)+H","792.5901976","609.5241576","526.3293326","467.2558326","506.3606176","488.3500576","544.33979","361.27373","287.2375","184.07332","6.73797361111111","7.03797361111111","186"
"","Plasmenyl-PC(P-18:1/20:4)+H","1","1","1","0","1","0","0","0","0","1","6.52925277777778","6.82925277777778","269","","Plasmenyl-PC(P-18:1/20:4)+H"," 6.658233"," 6.658233"," 6.785774","0.000000"," 6.785774"," 0.000000","0.000000"," 0.000000"," 0.000000"," 6.658233","6.52925277777778","6.82925277777778","269","","Plasmenyl-PC(P-18:1/20:4)+H","2","1","1","0","1","0","0","0","0","2","6.52925277777778","6.82925277777778","269","","Plasmenyl-PC(P-18:1/20:4)+H"," 794700.200","  5690.4320"," 11033.9600","    0.0000"," 4484.2130","   0.000","  0.0000","     0.0000","    0.000","7.229446e+06","6.52925277777778","6.82925277777778","269","","Plasmenyl-PC(P-18:1/20:4)+H","792.5914","609.5258","526.3303","  0.0000","506.3611","  0.0000","  0.0000","  0.0000","  0.0000","184.0736","6.52925277777778","6.82925277777778","269","","Plasmenyl-PC(P-18:1/20:4)+H","792.5901976","609.5241576","526.3293326","467.2558326","506.3606176","488.3500576","544.33979","361.27373","287.2375","184.07332","6.52925277777778","6.82925277777778","269"
"","Plasmenyl-PC(P-18:1/20:4)+H","1","1","0","0","1","0","0","0","0","1","6.09123194444444","6.39123194444444","581","","Plasmenyl-PC(P-18:1/20:4)+H"," 6.230666"," 6.230666"," 6.102082","0.000000"," 6.102082"," 0.000000","0.000000"," 0.000000"," 0.000000"," 6.230666","6.09123194444444","6.39123194444444","581","","Plasmenyl-PC(P-18:1/20:4)+H","2","1","1","0","2","0","0","0","0","2","6.09123194444444","6.39123194444444","581","","Plasmenyl-PC(P-18:1/20:4)+H"," 315156.000","  1245.0140","   733.0984","    0.0000"," 2829.6650","   0.000","  0.0000","     0.0000","    0.000","2.967659e+06","6.09123194444444","6.39123194444444","581","","Plasmenyl-PC(P-18:1/20:4)+H","792.5911","609.5247","526.3311","  0.0000","506.3619","  0.0000","  0.0000","  0.0000","  0.0000","184.0736","6.09123194444444","6.39123194444444","581","","Plasmenyl-PC(P-18:1/20:4)+H","792.5901976","609.5241576","526.3293326","467.2558326","506.3606176","488.3500576","544.33979","361.27373","287.2375","184.07332","6.09123194444444","6.39123194444444","581"
"","Plasmenyl-PC(P-18:1/20:5)+H","1","0","1","0","1","0","0","0","0","1","5.81141805555556","6.11141805555556","1336","","Plasmenyl-PC(P-18:1/20:5)+H"," 6.076796"," 0.000000"," 6.076796","0.000000"," 6.076796"," 0.000000","0.000000"," 0.000000"," 0.000000"," 6.076796","5.81141805555556","6.11141805555556","1336","","Plasmenyl-PC(P-18:1/20:5)+H","1","0","1","0","1","0","0","0","0","1","5.81141805555556","6.11141805555556","1336","","Plasmenyl-PC(P-18:1/20:5)+H","  68303.120","     0.0000","  4226.8930","    0.0000"," 1095.6410","   0.000","  0.0000","     0.0000","    0.000","6.034824e+05","5.81141805555556","6.11141805555556","1336","","Plasmenyl-PC(P-18:1/20:5)+H","790.5758","  0.0000","524.3149","  0.0000","506.3616","  0.0000","  0.0000","  0.0000","  0.0000","184.0737","5.81141805555556","6.11141805555556","1336","","Plasmenyl-PC(P-18:1/20:5)+H","790.5745976","607.5085576","524.3137326","465.2402326","506.3606176","488.3500576","542.32419","359.25813","285.2219","184.07332","5.81141805555556","6.11141805555556","1336"
"","Plasmenyl-PC(P-18:1/22:5)+H","1","1","0","0","1","0","0","0","0","1","7.49127777777778","7.79127777777778","655","","Plasmenyl-PC(P-18:1/22:5)+H"," 7.653140"," 7.653140"," 0.000000","0.000000"," 7.653140"," 0.000000","0.000000"," 0.000000"," 0.000000"," 7.653140","7.49127777777778","7.79127777777778","655","","Plasmenyl-PC(P-18:1/22:5)+H","1","1","0","0","1","0","0","0","0","1","7.49127777777778","7.79127777777778","655","","Plasmenyl-PC(P-18:1/22:5)+H"," 374542.800","  1404.8080","     0.0000","    0.0000"," 3169.2850","   0.000","  0.0000","     0.0000","    0.000","3.291629e+06","7.49127777777778","7.79127777777778","655","","Plasmenyl-PC(P-18:1/22:5)+H","818.6066","635.5386","  0.0000","  0.0000","506.3620","  0.0000","  0.0000","  0.0000","  0.0000","184.0735","7.49127777777778","7.79127777777778","655","","Plasmenyl-PC(P-18:1/22:5)+H","818.6058976","635.5398576","552.3450326","493.2715326","506.3606176","488.3500576","570.35549","387.28943","313.2532","184.07332","7.49127777777778","7.79127777777778","655"
"","Plasmenyl-PC(P-20:0/20:4)+H","1","1","1","0","1","1","0","0","0","1","8.01593055555555","8.31593055555555","251","","Plasmenyl-PC(P-20:0/20:4)+H"," 8.156729"," 8.156729"," 8.156729","0.000000"," 8.156729"," 8.156729","0.000000"," 0.000000"," 0.000000"," 8.156729","8.01593055555555","8.31593055555555","251","","Plasmenyl-PC(P-20:0/20:4)+H","2","1","1","0","2","1","0","0","0","2","8.01593055555555","8.31593055555555","251","","Plasmenyl-PC(P-20:0/20:4)+H"," 944215.700","  5567.0770","  1038.5050","    0.0000","20010.3900","1487.404","  0.0000","     0.0000","    0.000","9.060968e+06","8.01593055555555","8.31593055555555","251","","Plasmenyl-PC(P-20:0/20:4)+H","822.6372","639.5726","526.3292","  0.0000","536.4079","518.3992","  0.0000","  0.0000","  0.0000","184.0734","8.01593055555555","8.31593055555555","251","","Plasmenyl-PC(P-20:0/20:4)+H","822.6370976","639.5710576","526.3293326","467.2558326","536.4075176","518.3969576","544.33979","361.27373","287.2375","184.07332","8.01593055555555","8.31593055555555","251"
"","Plasmenyl-PC(P-20:1/20:4)+H","1","1","0","0","1","0","0","0","0","1","7.04958888888889","7.34958888888889","350","","Plasmenyl-PC(P-20:1/20:4)+H"," 7.240901"," 7.240901"," 0.000000","0.000000"," 7.240901"," 0.000000","0.000000"," 0.000000"," 0.000000"," 7.240901","7.04958888888889","7.34958888888889","350","","Plasmenyl-PC(P-20:1/20:4)+H","2","2","0","0","1","0","0","0","0","2","7.04958888888889","7.34958888888889","350","","Plasmenyl-PC(P-20:1/20:4)+H"," 573556.300","  3934.4130","     0.0000","    0.0000"," 7880.3640","   0.000","  0.0000","     0.0000","    0.000","5.458812e+06","7.04958888888889","7.34958888888889","350","","Plasmenyl-PC(P-20:1/20:4)+H","820.6221","637.5567","  0.0000","  0.0000","534.3928","  0.0000","  0.0000","  0.0000","  0.0000","184.0736","7.04958888888889","7.34958888888889","350","","Plasmenyl-PC(P-20:1/20:4)+H","820.6214976","637.5554576","526.3293326","467.2558326","534.3919176","516.3813576","544.33979","361.27373","287.2375","184.07332","7.04958888888889","7.34958888888889","350"
"","Plasmenyl-PC(P-20:1/20:4)+H","1","1","1","0","1","0","0","0","0","1","7.70598472222222","8.00598472222222","362","","Plasmenyl-PC(P-20:1/20:4)+H"," 7.831657"," 7.831657"," 8.002090","0.000000"," 8.002090"," 0.000000","0.000000"," 0.000000"," 0.000000"," 7.831657","7.70598472222222","8.00598472222222","362","","Plasmenyl-PC(P-20:1/20:4)+H","2","1","1","0","1","0","0","0","0","2","7.70598472222222","8.00598472222222","362","","Plasmenyl-PC(P-20:1/20:4)+H"," 529630.800","  4065.6240"," 12612.6900","    0.0000"," 5987.3560","   0.000","  0.0000","     0.0000","    0.000","4.983184e+06","7.70598472222222","8.00598472222222","362","","Plasmenyl-PC(P-20:1/20:4)+H","820.6222","637.5560","526.3297","  0.0000","534.3922","  0.0000","  0.0000","  0.0000","  0.0000","184.0735","7.70598472222222","8.00598472222222","362","","Plasmenyl-PC(P-20:1/20:4)+H","820.6214976","637.5554576","526.3293326","467.2558326","534.3919176","516.3813576","544.33979","361.27373","287.2375","184.07332","7.70598472222222","8.00598472222222","362"
"","Plasmenyl-PC(P-22:0/20:4)+H","1","0","0","0","1","0","0","0","0","1","9.03840555555555","9.33840555555555","284","","Plasmenyl-PC(P-22:0/20:4)+H"," 9.257429"," 9.257429"," 0.000000","0.000000"," 9.257429"," 0.000000","0.000000"," 0.000000"," 0.000000"," 9.257429","9.03840555555555","9.33840555555555","284","","Plasmenyl-PC(P-22:0/20:4)+H","2","1","0","0","2","0","0","0","0","2","9.03840555555555","9.33840555555555","284","","Plasmenyl-PC(P-22:0/20:4)+H"," 407577.300","   883.9432","     0.0000","    0.0000"," 6340.8540","   0.000","  0.0000","     0.0000","    0.000","3.078825e+06","9.03840555555555","9.33840555555555","284","","Plasmenyl-PC(P-22:0/20:4)+H","850.6697","667.6052","  0.0000","  0.0000","564.4394","  0.0000","  0.0000","  0.0000","  0.0000","184.0736","9.03840555555555","9.33840555555555","284","","Plasmenyl-PC(P-22:0/20:4)+H","850.6683976","667.6023576","526.3293326","467.2558326","564.4388176","546.4282576","544.33979","361.27373","287.2375","184.07332","9.03840555555555","9.33840555555555","284"
