"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","AcCa","[M+H]+","NL_N(CH3)3","NL_RCOOH","RCO","NL_FA&N(CH3)3","RT_min","RT_max","Comment","RT at Max Intensity","AcCa","[M+H]+","NL_N(CH3)3","NL_RCOOH","RCO","NL_FA&N(CH3)3","RT_min","RT_max","Comment","Number of Scans","AcCa","[M+H]+","NL_N(CH3)3","NL_RCOOH","RCO","NL_FA&N(CH3)3","RT_min","RT_max","Comment","Max Intensity","AcCa","[M+H]+","NL_N(CH3)3","NL_RCOOH","RCO","NL_FA&N(CH3)3","RT_min","RT_max","Comment","Average m/z","AcCa","[M+H]+","NL_N(CH3)3","NL_RCOOH","RCO","NL_FA&N(CH3)3","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","AcCa","[M+H]+","NL_N(CH3)3","NL_RCOOH","RCO","NL_FA&N(CH3)3","RT_min","RT_max","Comment"
"","AcCa(8:1)+H","1","1","0","0","1","0.173027777777778","0.473027777777778","9156","","AcCa(8:1)+H","0.4511071","0.4511071","0.0000000","0.4511071","0.4511071","0.173027777777778","0.473027777777778","9156","","AcCa(8:1)+H","1","1","0","1","1","0.173027777777778","0.473027777777778","9156","","AcCa(8:1)+H","  18916.95","  2281.973","    0.000","  779.9995","  4264.699","0.173027777777778","0.473027777777778","9156","","AcCa(8:1)+H","286.2011","227.1280","  0.0000","125.0963","85.02856","0.173027777777778","0.473027777777778","9156","","AcCa(8:1)+H","286.20131","227.12781","144.10191","125.09616","85.0284","0.173027777777778","0.473027777777778","9156"
"","AcCa(8:1)+H","1","1","0","0","1","0.423125925925926","0.723125925925926","9705","","AcCa(8:1)+H","0.4511071","0.4511071","0.0000000","0.4511071","0.4511071","0.423125925925926","0.723125925925926","9705","","AcCa(8:1)+H","1","1","0","1","1","0.423125925925926","0.723125925925926","9705","","AcCa(8:1)+H","  18916.95","  2281.973","    0.000","  779.9995","  4264.699","0.423125925925926","0.723125925925926","9705","","AcCa(8:1)+H","286.2011","227.1280","  0.0000","125.0963","85.02856","0.423125925925926","0.723125925925926","9705","","AcCa(8:1)+H","286.20131","227.12781","144.10191","125.09616","85.0284","0.423125925925926","0.723125925925926","9705"
"","AcCa(16:0)+H","1","1","1","1","1","0.694738888888889","0.994738888888889","702","","AcCa(16:0)+H","0.8168742","0.8168742","0.8168742","0.8168742","0.8168742","0.694738888888889","0.994738888888889","702","","AcCa(16:0)+H","1","1","1","1","1","0.694738888888889","0.994738888888889","702","","AcCa(16:0)+H","1235414.00","102767.200","12001.480","22256.6500","332049.300","0.694738888888889","0.994738888888889","702","","AcCa(16:0)+H","400.3427","341.2691","144.1022","239.2372","85.02854","0.694738888888889","0.994738888888889","702","","AcCa(16:0)+H","400.34216","341.26866","144.10191","239.2371","85.0284","0.694738888888889","0.994738888888889","702"
"","AcCa(18:2)+H","1","1","1","1","1","0.531104166666667","0.831104166666667","433","","AcCa(18:2)+H","0.7041369","0.7041369","0.7041369","0.7041369","0.7041369","0.531104166666667","0.831104166666667","433","","AcCa(18:2)+H","1","1","1","1","1","0.531104166666667","0.831104166666667","433","","AcCa(18:2)+H","1949175.00"," 13041.750","19577.360","12699.9300","440539.100","0.531104166666667","0.831104166666667","433","","AcCa(18:2)+H","424.3427","365.2692","144.1022","263.2372","85.02856","0.531104166666667","0.831104166666667","433","","AcCa(18:2)+H","424.34216","365.26866","144.10191","263.2371","85.0284","0.531104166666667","0.831104166666667","433"
"","AcCa(18:1)+H","1","1","1","1","1","0.746168055555556","1.04616805555556","638","","AcCa(18:1)+H","0.8888459","0.8888459","0.8888459","0.8888459","0.8888459","0.746168055555556","1.04616805555556","638","","AcCa(18:1)+H","2","2","2","2","2","0.746168055555556","1.04616805555556","638","","AcCa(18:1)+H","1107602.00"," 42696.510"," 8128.826","14451.1700","234812.100","0.746168055555556","1.04616805555556","638","","AcCa(18:1)+H","426.3582","367.2847","144.1021","265.2528","85.02853","0.746168055555556","1.04616805555556","638","","AcCa(18:1)+H","426.35781","367.28431","144.10191","265.25276","85.0284","0.746168055555556","1.04616805555556","638"
"","AcCa(18:0)+H","1","1","1","1","1","1.15152083333333","1.45152083333333","877","","AcCa(18:0)+H","1.2974150","1.2974150","1.2974150","1.2974150","1.2974150","1.15152083333333","1.45152083333333","877","","AcCa(18:0)+H","1","1","1","1","1","1.15152083333333","1.45152083333333","877","","AcCa(18:0)+H"," 718438.90"," 47303.420"," 4720.517"," 9788.5780","174339.400","1.15152083333333","1.45152083333333","877","","AcCa(18:0)+H","428.3746","369.3009","144.1023","267.2689","85.02863","1.15152083333333","1.45152083333333","877","","AcCa(18:0)+H","428.37346","369.29996","144.10191","267.26842","85.0284","1.15152083333333","1.45152083333333","877"
