"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer","[M+H]+","M+H-H2O","M+H-2H2O","M+H-T2-H2O","M+H-T2-2H2O","RT_min","RT_max","Comment","RT at Max Intensity","Cer","[M+H]+","M+H-H2O","M+H-2H2O","M+H-T2-H2O","M+H-T2-2H2O","RT_min","RT_max","Comment","Number of Scans","Cer","[M+H]+","M+H-H2O","M+H-2H2O","M+H-T2-H2O","M+H-T2-2H2O","RT_min","RT_max","Comment","Max Intensity","Cer","[M+H]+","M+H-H2O","M+H-2H2O","M+H-T2-H2O","M+H-T2-2H2O","RT_min","RT_max","Comment","Average m/z","Cer","[M+H]+","M+H-H2O","M+H-2H2O","M+H-T2-H2O","M+H-T2-2H2O","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer","[M+H]+","M+H-H2O","M+H-2H2O","M+H-T2-H2O","M+H-T2-2H2O","RT_min","RT_max","Comment"
"","Cer(d18:1/25:0)+H","1","1","1","1","1","11.7034333333333","12.0034333333333","16549","","Cer(d18:1/25:0)+H","11.8291800","11.8291800","11.829180","11.829180","11.829180","11.7034333333333","12.0034333333333","16549","","Cer(d18:1/25:0)+H","1","1","1","1","1","11.7034333333333","12.0034333333333","16549","","Cer(d18:1/25:0)+H","   1941.9030"," 215676.7000"," 49119.42","  54320.4200","4.179666e+05","11.7034333333333","12.0034333333333","16549","","Cer(d18:1/25:0)+H","664.6602","646.6512","628.6406","282.2798","264.2691","11.7034333333333","12.0034333333333","16549","","Cer(d18:1/25:0)+H","664.66028","646.6497","628.63912","282.278995","264.268415","11.7034333333333","12.0034333333333","16549"
"","Cer(d18:2/22:0)+H","0","1","1","1","1","9.54950555555556","9.84950555555556","1092","","Cer(d18:2/22:0)+H"," 0.0000000"," 9.7237320"," 9.723732"," 9.723732"," 9.723732","9.54950555555556","9.84950555555556","1092","","Cer(d18:2/22:0)+H","0","1","1","1","1","9.54950555555556","9.84950555555556","1092","","Cer(d18:2/22:0)+H","      0.0000"," 145523.6000"," 35235.78","  45722.5600","3.565298e+05","9.54950555555556","9.84950555555556","1092","","Cer(d18:2/22:0)+H","  0.0000","602.5880","584.5775","280.2638","262.2532","9.54950555555556","9.84950555555556","1092","","Cer(d18:2/22:0)+H","620.59758","602.587","584.57642","280.263295","262.252715","9.54950555555556","9.84950555555556","1092"
"","Cer(d18:2/23:0)+H","0","1","1","1","1","10.0310402777778","10.3310402777778","1142","","Cer(d18:2/23:0)+H"," 0.0000000","10.2002700","10.200270","10.200270","10.200270","10.0310402777778","10.3310402777778","1142","","Cer(d18:2/23:0)+H","0","1","1","1","1","10.0310402777778","10.3310402777778","1142","","Cer(d18:2/23:0)+H","      0.0000"," 170842.6000"," 38676.83","  63282.3900","4.216509e+05","10.0310402777778","10.3310402777778","1142","","Cer(d18:2/23:0)+H","  0.0000","616.6035","598.5928","280.2637","262.2531","10.0310402777778","10.3310402777778","1142","","Cer(d18:2/23:0)+H","634.61328","616.6027","598.59212","280.263295","262.252715","10.0310402777778","10.3310402777778","1142"
"","Cer(d18:2/24:0)+H","0","1","1","1","1","10.3596444444444","10.6596444444444","494","","Cer(d18:2/24:0)+H"," 0.0000000","10.4602500","10.460250","10.579110","10.579110","10.3596444444444","10.6596444444444","494","","Cer(d18:2/24:0)+H","0","2","2","2","2","10.3596444444444","10.6596444444444","494","","Cer(d18:2/24:0)+H","      0.0000"," 334557.6000"," 90379.96","  14719.8500","9.295649e+04","10.3596444444444","10.6596444444444","494","","Cer(d18:2/24:0)+H","  0.0000","630.6192","612.6087","280.2639","262.2533","10.3596444444444","10.6596444444444","494","","Cer(d18:2/24:0)+H","648.62888","630.6183","612.60772","280.263295","262.252715","10.3596444444444","10.6596444444444","494"
"","Cer(d18:2/24:0)+H","0","1","1","0","1","10.2047847222222","10.5047847222222","4758","","Cer(d18:2/24:0)+H"," 0.0000000","10.4602500","10.460250","10.460250","10.460250","10.2047847222222","10.5047847222222","4758","","Cer(d18:2/24:0)+H","0","1","1","1","1","10.2047847222222","10.5047847222222","4758","","Cer(d18:2/24:0)+H","      0.0000"," 334557.6000"," 90379.96","    655.7364","4.446783e+03","10.2047847222222","10.5047847222222","4758","","Cer(d18:2/24:0)+H","  0.0000","630.6191","612.6087","280.2640","262.2535","10.2047847222222","10.5047847222222","4758","","Cer(d18:2/24:0)+H","648.62888","630.6183","612.60772","280.263295","262.252715","10.2047847222222","10.5047847222222","4758"
"","Cer(d18:2/24:0)+H","1","1","1","1","1","10.4972958333333","10.7972958333333","9098","","Cer(d18:2/24:0)+H","10.7058200","10.7058200","10.705820","10.705820","10.705820","10.4972958333333","10.7972958333333","9098","","Cer(d18:2/24:0)+H","1","2","2","2","2","10.4972958333333","10.7972958333333","9098","","Cer(d18:2/24:0)+H","   1106.1670"," 394643.0000"," 84226.80"," 121026.0000","8.371412e+05","10.4972958333333","10.7972958333333","9098","","Cer(d18:2/24:0)+H","648.6307","630.6197","612.6091","280.2640","262.2533","10.4972958333333","10.7972958333333","9098","","Cer(d18:2/24:0)+H","648.62888","630.6183","612.60772","280.263295","262.252715","10.4972958333333","10.7972958333333","9098"
"","Cer(d18:2/24:1)+H","0","1","1","1","1","9.4889875","9.7889875","1340","","Cer(d18:2/24:1)+H"," 0.0000000"," 9.6554710"," 9.655471"," 9.655471"," 9.655471","9.4889875","9.7889875","1340","","Cer(d18:2/24:1)+H","0","1","1","1","1","9.4889875","9.7889875","1340","","Cer(d18:2/24:1)+H","      0.0000"," 136597.3000"," 35508.75","  36536.3200","2.569300e+05","9.4889875","9.7889875","1340","","Cer(d18:2/24:1)+H","  0.0000","628.6038","610.5933","280.2638","262.2532","9.4889875","9.7889875","1340","","Cer(d18:2/24:1)+H","646.61328","628.6027","610.59212","280.263295","262.252715","9.4889875","9.7889875","1340"
"","Cer(d19:0/24:1)+H","1","1","1","0","1","11.5449138888889","11.8449138888889","712","","Cer(d19:0/24:1)+H","11.8291800","11.6843800","11.684380"," 0.000000","11.829180","11.5449138888889","11.8449138888889","712","","Cer(d19:0/24:1)+H","1","2","2","0","1","11.5449138888889","11.8449138888889","712","","Cer(d19:0/24:1)+H","   1941.9030"," 424839.7000"," 88524.15","      0.0000","2.870321e+03","11.5449138888889","11.8449138888889","712","","Cer(d19:0/24:1)+H","664.6602","646.6509","628.6404","  0.0000","280.3005","11.5449138888889","11.8449138888889","712","","Cer(d19:0/24:1)+H","664.66028","646.6497","628.63912","298.310295","280.299715","11.5449138888889","11.8449138888889","712"
"","Cer(d19:0/24:1)+H","1","1","1","0","1","11.7034333333333","12.0034333333333","16549","","Cer(d19:0/24:1)+H","11.8291800","11.8291800","11.829180"," 0.000000","11.829180","11.7034333333333","12.0034333333333","16549","","Cer(d19:0/24:1)+H","1","1","1","0","1","11.7034333333333","12.0034333333333","16549","","Cer(d19:0/24:1)+H","   1941.9030"," 215676.7000"," 49119.42","      0.0000","2.870321e+03","11.7034333333333","12.0034333333333","16549","","Cer(d19:0/24:1)+H","664.6602","646.6512","628.6406","  0.0000","280.3005","11.7034333333333","12.0034333333333","16549","","Cer(d19:0/24:1)+H","664.66028","646.6497","628.63912","298.310295","280.299715","11.7034333333333","12.0034333333333","16549"
"","Cer(d20:1/22:0)+H","1","1","1","1","1","11.3082560606061","11.6082560606061","148","","Cer(d20:1/22:0)+H","11.4440600","11.4440600","11.444060","11.444060","11.444060","11.3082560606061","11.6082560606061","148","","Cer(d20:1/22:0)+H","3","3","3","2","2","11.3082560606061","11.6082560606061","148","","Cer(d20:1/22:0)+H","  15923.2200","2796524.0000","620834.20","   4964.5840","3.405870e+04","11.3082560606061","11.6082560606061","148","","Cer(d20:1/22:0)+H","650.6451","632.6350","614.6246","310.3106","292.3001","11.3082560606061","11.6082560606061","148","","Cer(d20:1/22:0)+H","650.64458","632.634","614.62342","310.310295","292.299715","11.3082560606061","11.6082560606061","148"
"","Cer(d20:1/23:0)+H","1","1","1","1","1","11.5449138888889","11.8449138888889","712","","Cer(d20:1/23:0)+H","11.8291800","11.6843800","11.684380","11.829180","11.829180","11.5449138888889","11.8449138888889","712","","Cer(d20:1/23:0)+H","1","2","2","1","2","11.5449138888889","11.8449138888889","712","","Cer(d20:1/23:0)+H","   1941.9030"," 424839.7000"," 88524.15","   3693.7300","3.202836e+04","11.5449138888889","11.8449138888889","712","","Cer(d20:1/23:0)+H","664.6602","646.6509","628.6404","310.3112","292.3005","11.5449138888889","11.8449138888889","712","","Cer(d20:1/23:0)+H","664.66028","646.6497","628.63912","310.310295","292.299715","11.5449138888889","11.8449138888889","712"
"","Cer(d20:1/23:0)+H","1","1","1","1","1","11.7034333333333","12.0034333333333","16549","","Cer(d20:1/23:0)+H","11.8291800","11.8291800","11.829180","11.829180","11.829180","11.7034333333333","12.0034333333333","16549","","Cer(d20:1/23:0)+H","1","1","1","1","1","11.7034333333333","12.0034333333333","16549","","Cer(d20:1/23:0)+H","   1941.9030"," 215676.7000"," 49119.42","   3693.7300","3.202836e+04","11.7034333333333","12.0034333333333","16549","","Cer(d20:1/23:0)+H","664.6602","646.6512","628.6406","310.3112","292.3004","11.7034333333333","12.0034333333333","16549","","Cer(d20:1/23:0)+H","664.66028","646.6497","628.63912","310.310295","292.299715","11.7034333333333","12.0034333333333","16549"
"","Cer(d20:2/22:0)+H","1","1","1","0","1","10.4972958333333","10.7972958333333","9098","","Cer(d20:2/22:0)+H","10.7058200","10.7058200","10.705820"," 0.000000","10.705820","10.4972958333333","10.7972958333333","9098","","Cer(d20:2/22:0)+H","1","2","2","0","1","10.4972958333333","10.7972958333333","9098","","Cer(d20:2/22:0)+H","   1106.1670"," 394643.0000"," 84226.80","      0.0000","3.233909e+03","10.4972958333333","10.7972958333333","9098","","Cer(d20:2/22:0)+H","648.6307","630.6197","612.6091","  0.0000","290.2849","10.4972958333333","10.7972958333333","9098","","Cer(d20:2/22:0)+H","648.62888","630.6183","612.60772","308.294595","290.284015","10.4972958333333","10.7972958333333","9098"
