"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmanyl-PC","[M+H]+","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","RT at Max Intensity","Plasmanyl-PC","[M+H]+","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Number of Scans","Plasmanyl-PC","[M+H]+","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Max Intensity","Plasmanyl-PC","[M+H]+","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Average m/z","Plasmanyl-PC","[M+H]+","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmanyl-PC","[M+H]+","MH-PC","NL_sn1_ether","NL_sn1_59","NL_sn2_acyl","sn2_NL_H2O","LPC_T2_H","RCOO+58_T2","RCO_T2","PC_Head","RT_min","RT_max","Comment"
"","Plasmanyl-PC(O-16:1/18:0)+H","1","1","1","0","0","0","0","0","0","1","7.97837916666667","8.27837916666667","130","","Plasmanyl-PC(O-16:1/18:0)+H"," 8.120220"," 8.120220"," 8.120220","0.000000"," 0.000000"," 0.000000","0.000000"," 0.000000"," 0.000000"," 8.120220","7.97837916666667","8.27837916666667","130","","Plasmanyl-PC(O-16:1/18:0)+H","2","2","2","0","0","0","0","0","0","2","7.97837916666667","8.27837916666667","130","","Plasmanyl-PC(O-16:1/18:0)+H","2061740.000"," 15174.9100"," 36419.7800","    0.0000","    0.0000","   0.000","  0.0000","     0.0000","     0.000","2.005751e+07","7.97837916666667","8.27837916666667","130","","Plasmanyl-PC(O-16:1/18:0)+H","746.6059","563.5403","508.3764","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","184.0734","7.97837916666667","8.27837916666667","130","","Plasmanyl-PC(O-16:1/18:0)+H","746.6058576","563.5398176","508.3762926","449.3027926","480.3449776","462.3344176","524.37109","341.30503","267.2688","184.07332","7.97837916666667","8.27837916666667","130"
"","Plasmanyl-PC(O-16:1/18:1)+H","1","0","0","0","1","0","0","1","1","1","7.82195138888889","8.12195138888889","162","","Plasmanyl-PC(O-16:1/18:1)+H"," 8.027212"," 0.000000"," 7.892835","0.000000"," 8.027212"," 0.000000","0.000000"," 7.892835"," 7.892835"," 8.027212","7.82195138888889","8.12195138888889","162","","Plasmanyl-PC(O-16:1/18:1)+H","4","0","1","0","4","0","0","3","4","4","7.82195138888889","8.12195138888889","162","","Plasmanyl-PC(O-16:1/18:1)+H"," 877574.100","     0.0000","   894.0980","    0.0000","22077.8300","   0.000","  0.0000"," 12084.6400"," 29838.750","7.966249e+06","7.82195138888889","8.12195138888889","162","","Plasmanyl-PC(O-16:1/18:1)+H","744.5906","  0.0000","506.3612","  0.0000","480.3453","  0.0000","  0.0000","339.2898","265.2529","184.0735","7.82195138888889","8.12195138888889","162","","Plasmanyl-PC(O-16:1/18:1)+H","744.5902576","561.5242176","506.3606926","447.2871926","480.3449776","462.3344176","522.35549","339.28943","265.2532","184.07332","7.82195138888889","8.12195138888889","162"
"","Plasmanyl-PC(O-16:1/18:2)+H","1","0","0","0","1","1","0","1","1","1","6.89165555555555","7.19165555555555","82","","Plasmanyl-PC(O-16:1/18:2)+H"," 7.097293"," 0.000000"," 0.000000","0.000000"," 7.097293"," 7.097293","0.000000"," 6.923258"," 6.923258"," 7.097293","6.89165555555555","7.19165555555555","82","","Plasmanyl-PC(O-16:1/18:2)+H","3","0","0","0","3","1","0","3","3","3","6.89165555555555","7.19165555555555","82","","Plasmanyl-PC(O-16:1/18:2)+H","2427263.000","     0.0000","     0.0000","    0.0000","84994.2600","1383.268","  0.0000"," 24659.5600"," 43219.770","2.342384e+07","6.89165555555555","7.19165555555555","82","","Plasmanyl-PC(O-16:1/18:2)+H","742.5750","  0.0000","  0.0000","  0.0000","480.3452","462.3343","  0.0000","337.2737","263.2371","184.0734","6.89165555555555","7.19165555555555","82","","Plasmanyl-PC(O-16:1/18:2)+H","742.5745576","559.5085176","504.3449926","445.2714926","480.3449776","462.3344176","520.33979","337.27373","263.2375","184.07332","6.89165555555555","7.19165555555555","82"
"","Plasmanyl-PC(O-16:1/20:4)+H","1","0","0","0","1","1","0","1","1","1","6.66681805555556","6.96681805555556","87","","Plasmanyl-PC(O-16:1/20:4)+H"," 6.881677"," 0.000000"," 0.000000","0.000000"," 6.881677"," 6.881677","0.000000"," 6.730028"," 6.730028"," 6.881677","6.66681805555556","6.96681805555556","87","","Plasmanyl-PC(O-16:1/20:4)+H","3","0","0","0","3","1","0","3","2","3","6.66681805555556","6.96681805555556","87","","Plasmanyl-PC(O-16:1/20:4)+H","2451683.000","     0.0000","     0.0000","    0.0000","87538.6300","4792.396","  0.0000","  9774.2190","  4002.433","2.585488e+07","6.66681805555556","6.96681805555556","87","","Plasmanyl-PC(O-16:1/20:4)+H","766.5750","  0.0000","  0.0000","  0.0000","480.3454","462.3342","  0.0000","361.2740","287.2372","184.0734","6.66681805555556","6.96681805555556","87","","Plasmanyl-PC(O-16:1/20:4)+H","766.5745576","583.5085176","528.3449926","469.2714926","480.3449776","462.3344176","544.33979","361.27373","287.2375","184.07332","6.66681805555556","6.96681805555556","87"
"","Plasmanyl-PC(O-16:1/20:5)+H","1","0","0","0","1","0","0","0","0","1","5.83603333333333","6.13603333333333","564","","Plasmanyl-PC(O-16:1/20:5)+H"," 5.974607"," 0.000000"," 0.000000","0.000000"," 5.974607"," 0.000000","0.000000"," 0.000000"," 0.000000"," 5.974607","5.83603333333333","6.13603333333333","564","","Plasmanyl-PC(O-16:1/20:5)+H","1","0","0","0","1","0","0","0","0","1","5.83603333333333","6.13603333333333","564","","Plasmanyl-PC(O-16:1/20:5)+H"," 344404.400","     0.0000","     0.0000","    0.0000","12157.2000","   0.000","  0.0000","     0.0000","     0.000","2.993826e+06","5.83603333333333","6.13603333333333","564","","Plasmanyl-PC(O-16:1/20:5)+H","764.5602","  0.0000","  0.0000","  0.0000","480.3455","  0.0000","  0.0000","  0.0000","  0.0000","184.0737","5.83603333333333","6.13603333333333","564","","Plasmanyl-PC(O-16:1/20:5)+H","764.5589576","581.4929176","526.3293926","467.2558926","480.3449776","462.3344176","542.32419","359.25813","285.2219","184.07332","5.83603333333333","6.13603333333333","564"
"","Plasmanyl-PC(O-16:1/22:4)+H","1","1","0","0","1","0","0","0","0","1","7.49951805555555","7.79951805555555","430","","Plasmanyl-PC(O-16:1/22:4)+H"," 7.642763"," 7.642763"," 0.000000","0.000000"," 7.642763"," 0.000000","0.000000"," 0.000000"," 0.000000"," 7.642763","7.49951805555555","7.79951805555555","430","","Plasmanyl-PC(O-16:1/22:4)+H","1","1","0","0","1","0","0","0","0","1","7.49951805555555","7.79951805555555","430","","Plasmanyl-PC(O-16:1/22:4)+H"," 654394.400","  1200.6100","     0.0000","    0.0000","25212.3200","   0.000","  0.0000","     0.0000","     0.000","5.823134e+06","7.49951805555555","7.79951805555555","430","","Plasmanyl-PC(O-16:1/22:4)+H","794.6068","611.5414","  0.0000","  0.0000","480.3456","  0.0000","  0.0000","  0.0000","  0.0000","184.0736","7.49951805555555","7.79951805555555","430","","Plasmanyl-PC(O-16:1/22:4)+H","794.6058576","611.5398176","556.3762926","497.3027926","480.3449776","462.3344176","572.37109","389.30503","315.2688","184.07332","7.49951805555555","7.79951805555555","430"
"","Plasmanyl-PC(O-16:1/22:5)+H","1","1","0","0","1","0","0","0","0","1","6.73797361111111","7.03797361111111","186","","Plasmanyl-PC(O-16:1/22:5)+H"," 6.912878"," 6.912878"," 0.000000","0.000000"," 6.912878"," 0.000000","0.000000"," 0.000000"," 0.000000"," 6.912878","6.73797361111111","7.03797361111111","186","","Plasmanyl-PC(O-16:1/22:5)+H","2","1","0","0","2","0","0","0","0","2","6.73797361111111","7.03797361111111","186","","Plasmanyl-PC(O-16:1/22:5)+H","1591671.000","  1253.5470","     0.0000","    0.0000","11881.7800","   0.000","  0.0000","     0.0000","     0.000","1.665723e+07","6.73797361111111","7.03797361111111","186","","Plasmanyl-PC(O-16:1/22:5)+H","792.5910","609.5239","  0.0000","  0.0000","480.3457","  0.0000","  0.0000","  0.0000","  0.0000","184.0734","6.73797361111111","7.03797361111111","186","","Plasmanyl-PC(O-16:1/22:5)+H","792.5902576","609.5242176","554.3606926","495.2871926","480.3449776","462.3344176","570.35549","387.28943","313.2532","184.07332","6.73797361111111","7.03797361111111","186"
"","Plasmanyl-PC(O-16:1/22:5)+H","1","1","0","0","1","0","0","0","0","1","6.52925277777778","6.82925277777778","269","","Plasmanyl-PC(O-16:1/22:5)+H"," 6.658233"," 6.658233"," 0.000000","0.000000"," 6.785774"," 0.000000","0.000000"," 0.000000"," 0.000000"," 6.658233","6.52925277777778","6.82925277777778","269","","Plasmanyl-PC(O-16:1/22:5)+H","2","1","0","0","1","0","0","0","0","2","6.52925277777778","6.82925277777778","269","","Plasmanyl-PC(O-16:1/22:5)+H"," 794700.200","  5690.4320","     0.0000","    0.0000"," 4217.9030","   0.000","  0.0000","     0.0000","     0.000","7.229446e+06","6.52925277777778","6.82925277777778","269","","Plasmanyl-PC(O-16:1/22:5)+H","792.5914","609.5258","  0.0000","  0.0000","480.3458","  0.0000","  0.0000","  0.0000","  0.0000","184.0736","6.52925277777778","6.82925277777778","269","","Plasmanyl-PC(O-16:1/22:5)+H","792.5902576","609.5242176","554.3606926","495.2871926","480.3449776","462.3344176","570.35549","387.28943","313.2532","184.07332","6.52925277777778","6.82925277777778","269"
"","Plasmanyl-PC(O-16:1/22:6)+H","1","0","0","0","1","0","0","1","0","1","6.30967083333333","6.60967083333333","372","","Plasmanyl-PC(O-16:1/22:6)+H"," 6.418835"," 0.000000"," 0.000000","0.000000"," 6.418835"," 0.000000","0.000000"," 6.418835"," 0.000000"," 6.418835","6.30967083333333","6.60967083333333","372","","Plasmanyl-PC(O-16:1/22:6)+H","2","0","0","0","2","0","0","2","0","2","6.30967083333333","6.60967083333333","372","","Plasmanyl-PC(O-16:1/22:6)+H"," 348629.400","     0.0000","     0.0000","    0.0000","14450.8900","   0.000","  0.0000","  3127.6560","     0.000","3.355849e+06","6.30967083333333","6.60967083333333","372","","Plasmanyl-PC(O-16:1/22:6)+H","790.5759","  0.0000","  0.0000","  0.0000","480.3461","  0.0000","  0.0000","385.2745","  0.0000","184.0736","6.30967083333333","6.60967083333333","372","","Plasmanyl-PC(O-16:1/22:6)+H","790.5745576","607.5085176","552.3449926","493.2714926","480.3449776","462.3344176","568.33979","385.27373","311.2375","184.07332","6.30967083333333","6.60967083333333","372"
"","Plasmanyl-PC(O-16:1/22:6)+H","1","0","0","0","1","0","0","0","0","1","6.45377833333333","6.75377833333333","9272","","Plasmanyl-PC(O-16:1/22:6)+H"," 6.535892"," 0.000000"," 0.000000","0.000000"," 6.535892"," 0.000000","0.000000"," 6.535892"," 0.000000"," 6.535892","6.45377833333333","6.75377833333333","9272","","Plasmanyl-PC(O-16:1/22:6)+H","1","0","0","0","1","0","0","1","0","1","6.45377833333333","6.75377833333333","9272","","Plasmanyl-PC(O-16:1/22:6)+H"," 122534.900","     0.0000","     0.0000","    0.0000"," 4174.7930","   0.000","  0.0000","   665.6946","     0.000","1.000895e+06","6.45377833333333","6.75377833333333","9272","","Plasmanyl-PC(O-16:1/22:6)+H","790.5761","  0.0000","  0.0000","  0.0000","480.3465","  0.0000","  0.0000","385.2743","  0.0000","184.0737","6.45377833333333","6.75377833333333","9272","","Plasmanyl-PC(O-16:1/22:6)+H","790.5745576","607.5085176","552.3449926","493.2714926","480.3449776","462.3344176","568.33979","385.27373","311.2375","184.07332","6.45377833333333","6.75377833333333","9272"
"","Plasmanyl-PC(O-18:0/16:0)+H","1","1","0","0","1","0","0","0","0","1","9.018525","9.318525","632","","Plasmanyl-PC(O-18:0/16:0)+H"," 9.181929"," 9.181929"," 0.000000","0.000000"," 9.181929"," 0.000000","0.000000"," 0.000000"," 0.000000"," 9.181929","9.018525","9.318525","632","","Plasmanyl-PC(O-18:0/16:0)+H","1","1","0","0","1","0","0","0","0","1","9.018525","9.318525","632","","Plasmanyl-PC(O-18:0/16:0)+H"," 356934.300","  3484.4500","     0.0000","    0.0000"," 6149.0150","   0.000","  0.0000","     0.0000","     0.000","2.520702e+06","9.018525","9.318525","632","","Plasmanyl-PC(O-18:0/16:0)+H","748.6232","565.5571","  0.0000","  0.0000","510.3933","  0.0000","  0.0000","  0.0000","  0.0000","184.0738","9.018525","9.318525","632","","Plasmanyl-PC(O-18:0/16:0)+H","748.6214576","565.5554176","480.3449926","421.2714926","510.3918776","492.3813176","496.33979","313.27373","239.2375","184.07332","9.018525","9.318525","632"
"","Plasmanyl-PC(O-18:0/16:1)+H","1","1","1","1","0","0","0","0","0","1","7.97837916666667","8.27837916666667","130","","Plasmanyl-PC(O-18:0/16:1)+H"," 8.120220"," 8.120220"," 8.120220","8.120220"," 0.000000"," 0.000000","0.000000"," 8.239155"," 0.000000"," 8.120220","7.97837916666667","8.27837916666667","130","","Plasmanyl-PC(O-18:0/16:1)+H","2","2","1","1","0","0","0","1","0","2","7.97837916666667","8.27837916666667","130","","Plasmanyl-PC(O-18:0/16:1)+H","2061740.000"," 15174.9100","  1646.8260"," 1421.5530","    0.0000","   0.000","  0.0000","   878.7018","     0.000","2.005751e+07","7.97837916666667","8.27837916666667","130","","Plasmanyl-PC(O-18:0/16:1)+H","746.6059","563.5403","478.3295","419.2559","  0.0000","  0.0000","  0.0000","311.2578","  0.0000","184.0734","7.97837916666667","8.27837916666667","130","","Plasmanyl-PC(O-18:0/16:1)+H","746.6058576","563.5398176","478.3293926","419.2558926","510.3918776","492.3813176","494.32419","311.25813","237.2219","184.07332","7.97837916666667","8.27837916666667","130"
"","Plasmanyl-PC(O-18:0/18:2)+H","1","1","0","0","1","1","0","0","0","1","8.2390125","8.5390125","203","","Plasmanyl-PC(O-18:0/18:2)+H"," 8.402451"," 8.402451"," 0.000000","0.000000"," 8.402451"," 8.402451","0.000000"," 0.000000"," 0.000000"," 8.402451","8.2390125","8.5390125","203","","Plasmanyl-PC(O-18:0/18:2)+H","1","1","0","0","1","1","0","0","0","1","8.2390125","8.5390125","203","","Plasmanyl-PC(O-18:0/18:2)+H","1431221.000"," 11450.5600","     0.0000","    0.0000","25819.1900","1499.046","  0.0000","     0.0000","     0.000","1.203241e+07","8.2390125","8.5390125","203","","Plasmanyl-PC(O-18:0/18:2)+H","772.6232","589.5570","  0.0000","  0.0000","510.3934","492.3823","  0.0000","  0.0000","  0.0000","184.0737","8.2390125","8.5390125","203","","Plasmanyl-PC(O-18:0/18:2)+H","772.6214576","589.5554176","504.3449926","445.2714926","510.3918776","492.3813176","520.33979","337.27373","263.2375","184.07332","8.2390125","8.5390125","203"
"","Plasmanyl-PC(O-18:0/18:2)+H","1","0","1","0","0","0","0","0","0","1","8.91349027777778","9.21349027777778","837","","Plasmanyl-PC(O-18:0/18:2)+H"," 9.050057"," 0.000000"," 9.050057","9.050057"," 0.000000"," 0.000000","0.000000"," 0.000000"," 0.000000"," 9.050057","8.91349027777778","9.21349027777778","837","","Plasmanyl-PC(O-18:0/18:2)+H","1","0","1","1","0","0","0","0","0","1","8.91349027777778","9.21349027777778","837","","Plasmanyl-PC(O-18:0/18:2)+H"," 228254.600","     0.0000"," 14346.0100","  983.6043","    0.0000","   0.000","  0.0000","     0.0000","     0.000","1.662145e+06","8.91349027777778","9.21349027777778","837","","Plasmanyl-PC(O-18:0/18:2)+H","772.6237","  0.0000","504.3465","445.2722","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","184.0739","8.91349027777778","9.21349027777778","837","","Plasmanyl-PC(O-18:0/18:2)+H","772.6214576","589.5554176","504.3449926","445.2714926","510.3918776","492.3813176","520.33979","337.27373","263.2375","184.07332","8.91349027777778","9.21349027777778","837"
"","Plasmanyl-PC(O-18:0/18:3)+H","1","1","1","0","0","0","0","0","0","1","7.12425","7.42425","174","","Plasmanyl-PC(O-18:0/18:3)+H"," 7.265408"," 7.265408"," 7.265408","0.000000"," 0.000000"," 0.000000","0.000000"," 0.000000"," 0.000000"," 7.265408","7.12425","7.42425","174","","Plasmanyl-PC(O-18:0/18:3)+H","1","1","1","0","0","0","0","0","0","1","7.12425","7.42425","174","","Plasmanyl-PC(O-18:0/18:3)+H","1512065.000","  9411.6570","  4989.8240","    0.0000","    0.0000","   0.000","  0.0000","     0.0000","     0.000","1.480294e+07","7.12425","7.42425","174","","Plasmanyl-PC(O-18:0/18:3)+H","770.6057","587.5403","502.3297","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","184.0733","7.12425","7.42425","174","","Plasmanyl-PC(O-18:0/18:3)+H","770.6058576","587.5398176","502.3293926","443.2558926","510.3918776","492.3813176","518.32419","335.25813","261.2219","184.07332","7.12425","7.42425","174"
"","Plasmanyl-PC(O-18:0/18:3)+H","1","0","1","1","0","0","0","0","0","1","8.04894027777778","8.34894027777778","213","","Plasmanyl-PC(O-18:0/18:3)+H"," 8.274826"," 0.000000"," 8.274826","8.274826"," 0.000000"," 0.000000","0.000000"," 0.000000"," 0.000000"," 8.274826","8.04894027777778","8.34894027777778","213","","Plasmanyl-PC(O-18:0/18:3)+H","1","0","1","1","0","0","0","0","0","1","8.04894027777778","8.34894027777778","213","","Plasmanyl-PC(O-18:0/18:3)+H"," 503513.800","     0.0000"," 32072.6800"," 3592.6460","    0.0000","   0.000","  0.0000","     0.0000","     0.000","3.977707e+06","8.04894027777778","8.34894027777778","213","","Plasmanyl-PC(O-18:0/18:3)+H","770.6063","  0.0000","502.3296","443.2558","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","184.0735","8.04894027777778","8.34894027777778","213","","Plasmanyl-PC(O-18:0/18:3)+H","770.6058576","587.5398176","502.3293926","443.2558926","510.3918776","492.3813176","518.32419","335.25813","261.2219","184.07332","8.04894027777778","8.34894027777778","213"
"","Plasmanyl-PC(O-18:0/20:3)+H","1","1","0","0","1","0","0","0","0","1","8.51124583333333","8.81124583333333","490","","Plasmanyl-PC(O-18:0/20:3)+H"," 8.681438"," 8.681438"," 0.000000","0.000000"," 8.681438"," 0.000000","0.000000"," 0.000000"," 0.000000"," 8.681438","8.51124583333333","8.81124583333333","490","","Plasmanyl-PC(O-18:0/20:3)+H","2","1","0","0","2","0","0","0","0","2","8.51124583333333","8.81124583333333","490","","Plasmanyl-PC(O-18:0/20:3)+H"," 592113.300","  4127.3600","     0.0000","    0.0000","14044.7000","   0.000","  0.0000","     0.0000","     0.000","4.559305e+06","8.51124583333333","8.81124583333333","490","","Plasmanyl-PC(O-18:0/20:3)+H","798.6380","615.5729","  0.0000","  0.0000","510.3924","  0.0000","  0.0000","  0.0000","  0.0000","184.0736","8.51124583333333","8.81124583333333","490","","Plasmanyl-PC(O-18:0/20:3)+H","798.6371576","615.5711176","530.3606926","471.2871926","510.3918776","492.3813176","546.35549","363.28943","289.2532","184.07332","8.51124583333333","8.81124583333333","490"
"","Plasmanyl-PC(O-18:0/20:4)+H","1","1","0","0","1","1","0","0","0","1","8.0459625","8.3459625","96","","Plasmanyl-PC(O-18:0/20:4)+H"," 8.172438"," 8.172438"," 0.000000","0.000000"," 8.172438"," 8.172438","0.000000"," 0.000000"," 0.000000"," 8.172438","8.0459625","8.3459625","96","","Plasmanyl-PC(O-18:0/20:4)+H","2","2","0","0","2","1","0","0","0","2","8.0459625","8.3459625","96","","Plasmanyl-PC(O-18:0/20:4)+H","2817405.000"," 15273.6900","     0.0000","    0.0000","68056.7300","9962.598","  0.0000","     0.0000","     0.000","3.368131e+07","8.0459625","8.3459625","96","","Plasmanyl-PC(O-18:0/20:4)+H","796.6213","613.5561","  0.0000","  0.0000","510.3922","492.3803","  0.0000","  0.0000","  0.0000","184.0733","8.0459625","8.3459625","96","","Plasmanyl-PC(O-18:0/20:4)+H","796.6214576","613.5554176","528.3449926","469.2714926","510.3918776","492.3813176","544.33979","361.27373","287.2375","184.07332","8.0459625","8.3459625","96"
"","Plasmanyl-PC(O-18:0/20:4)+H","1","1","1","0","0","0","0","0","0","1","7.43683472222222","7.73683472222222","9096","","Plasmanyl-PC(O-18:0/20:4)+H"," 7.587090"," 7.587090"," 7.587090","0.000000"," 0.000000"," 0.000000","0.000000"," 0.000000"," 0.000000"," 7.587090","7.43683472222222","7.73683472222222","9096","","Plasmanyl-PC(O-18:0/20:4)+H","1","1","1","0","0","0","0","0","0","1","7.43683472222222","7.73683472222222","9096","","Plasmanyl-PC(O-18:0/20:4)+H"," 578576.300","  4079.2930","  1066.7760","    0.0000","    0.0000","   0.000","  0.0000","     0.0000","     0.000","5.304493e+06","7.43683472222222","7.73683472222222","9096","","Plasmanyl-PC(O-18:0/20:4)+H","796.6222","613.5563","528.3454","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","184.0735","7.43683472222222","7.73683472222222","9096","","Plasmanyl-PC(O-18:0/20:4)+H","796.6214576","613.5554176","528.3449926","469.2714926","510.3918776","492.3813176","544.33979","361.27373","287.2375","184.07332","7.43683472222222","7.73683472222222","9096"
"","Plasmanyl-PC(O-18:0/20:5)+H","1","1","1","0","0","0","0","0","0","1","6.92280138888889","7.22280138888889","66","","Plasmanyl-PC(O-18:0/20:5)+H"," 7.040406"," 7.040406"," 7.040406","0.000000"," 0.000000"," 0.000000","0.000000"," 0.000000"," 0.000000"," 7.040406","6.92280138888889","7.22280138888889","66","","Plasmanyl-PC(O-18:0/20:5)+H","2","2","2","0","0","0","0","0","0","2","6.92280138888889","7.22280138888889","66","","Plasmanyl-PC(O-18:0/20:5)+H","3015261.000"," 14806.5700","  6173.6030","    0.0000","    0.0000","   0.000","  0.0000","     0.0000","     0.000","4.041359e+07","6.92280138888889","7.22280138888889","66","","Plasmanyl-PC(O-18:0/20:5)+H","794.6057","611.5385","526.3292","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","184.0733","6.92280138888889","7.22280138888889","66","","Plasmanyl-PC(O-18:0/20:5)+H","794.6058576","611.5398176","526.3293926","467.2558926","510.3918776","492.3813176","542.32419","359.25813","285.2219","184.07332","6.92280138888889","7.22280138888889","66"
"","Plasmanyl-PC(O-18:0/20:5)+H","1","0","1","1","0","0","0","0","0","1","7.84343888888889","8.14343888888889","163","","Plasmanyl-PC(O-18:0/20:5)+H"," 8.053236"," 0.000000"," 8.053236","8.053236"," 0.000000"," 0.000000","0.000000"," 0.000000"," 0.000000"," 8.053236","7.84343888888889","8.14343888888889","163","","Plasmanyl-PC(O-18:0/20:5)+H","2","0","2","2","0","0","0","0","0","2","7.84343888888889","8.14343888888889","163","","Plasmanyl-PC(O-18:0/20:5)+H","1154727.000","     0.0000"," 84661.5700"," 3545.0600","    0.0000","   0.000","  0.0000","     0.0000","     0.000","1.000108e+07","7.84343888888889","8.14343888888889","163","","Plasmanyl-PC(O-18:0/20:5)+H","794.6064","  0.0000","526.3298","467.2563","  0.0000","  0.0000","  0.0000","  0.0000","  0.0000","184.0735","7.84343888888889","8.14343888888889","163","","Plasmanyl-PC(O-18:0/20:5)+H","794.6058576","611.5398176","526.3293926","467.2558926","510.3918776","492.3813176","542.32419","359.25813","285.2219","184.07332","7.84343888888889","8.14343888888889","163"
"","Plasmanyl-PC(O-18:0/22:4)+H","1","1","0","0","1","0","0","0","0","1","8.81057361111111","9.11057361111111","768","","Plasmanyl-PC(O-18:0/22:4)+H"," 8.945410"," 8.945410"," 0.000000","0.000000"," 8.945410"," 0.000000","0.000000"," 0.000000"," 0.000000"," 8.945410","8.81057361111111","9.11057361111111","768","","Plasmanyl-PC(O-18:0/22:4)+H","1","1","0","0","1","0","0","0","0","1","8.81057361111111","9.11057361111111","768","","Plasmanyl-PC(O-18:0/22:4)+H"," 249278.200","  1222.8550","     0.0000","    0.0000"," 5258.3060","   0.000","  0.0000","     0.0000","     0.000","2.064223e+06","8.81057361111111","9.11057361111111","768","","Plasmanyl-PC(O-18:0/22:4)+H","824.6548","641.5889","  0.0000","  0.0000","510.3934","  0.0000","  0.0000","  0.0000","  0.0000","184.0738","8.81057361111111","9.11057361111111","768","","Plasmanyl-PC(O-18:0/22:4)+H","824.6527576","641.5867176","556.3762926","497.3027926","510.3918776","492.3813176","572.37109","389.30503","315.2688","184.07332","8.81057361111111","9.11057361111111","768"
"","Plasmanyl-PC(O-18:0/22:5)+H","1","1","0","0","1","0","0","0","0","1","8.01593055555555","8.31593055555555","251","","Plasmanyl-PC(O-18:0/22:5)+H"," 8.156729"," 8.156729"," 0.000000","0.000000"," 8.290424"," 0.000000","0.000000"," 0.000000"," 0.000000"," 8.156729","8.01593055555555","8.31593055555555","251","","Plasmanyl-PC(O-18:0/22:5)+H","2","1","0","0","2","0","0","0","0","2","8.01593055555555","8.31593055555555","251","","Plasmanyl-PC(O-18:0/22:5)+H"," 944215.700","  5567.0770","     0.0000","    0.0000"," 2330.9110","   0.000","  0.0000","     0.0000","     0.000","9.060968e+06","8.01593055555555","8.31593055555555","251","","Plasmanyl-PC(O-18:0/22:5)+H","822.6372","639.5726","  0.0000","  0.0000","510.3933","  0.0000","  0.0000","  0.0000","  0.0000","184.0734","8.01593055555555","8.31593055555555","251","","Plasmanyl-PC(O-18:0/22:5)+H","822.6371576","639.5711176","554.3606926","495.2871926","510.3918776","492.3813176","570.35549","387.28943","313.2532","184.07332","8.01593055555555","8.31593055555555","251"
"","Plasmanyl-PC(O-18:0/22:5)+H","1","0","1","1","1","0","0","0","0","1","8.62032777777778","8.92032777777778","1008","","Plasmanyl-PC(O-18:0/22:5)+H"," 8.795382"," 0.000000"," 8.795382","8.795382"," 8.635628"," 0.000000","0.000000"," 0.000000"," 0.000000"," 8.795382","8.62032777777778","8.92032777777778","1008","","Plasmanyl-PC(O-18:0/22:5)+H","2","0","1","1","1","0","0","0","0","2","8.62032777777778","8.92032777777778","1008","","Plasmanyl-PC(O-18:0/22:5)+H"," 163920.400","     0.0000"," 10040.3800"," 1190.1450"," 3270.1190","   0.000","  0.0000","     0.0000","     0.000","1.292393e+06","8.62032777777778","8.92032777777778","1008","","Plasmanyl-PC(O-18:0/22:5)+H","822.6379","  0.0000","554.3611","495.2886","510.3927","  0.0000","  0.0000","  0.0000","  0.0000","184.0736","8.62032777777778","8.92032777777778","1008","","Plasmanyl-PC(O-18:0/22:5)+H","822.6371576","639.5711176","554.3606926","495.2871926","510.3918776","492.3813176","570.35549","387.28943","313.2532","184.07332","8.62032777777778","8.92032777777778","1008"
