"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","TG","[M+NH4]+","NL R1COOH","NL R2COOH","NL R3COOH","RT_min","RT_max","Comment","RT at Max Intensity","TG","[M+NH4]+","NL R1COOH","NL R2COOH","NL R3COOH","RT_min","RT_max","Comment","Number of Scans","TG","[M+NH4]+","NL R1COOH","NL R2COOH","NL R3COOH","RT_min","RT_max","Comment","Max Intensity","TG","[M+NH4]+","NL R1COOH","NL R2COOH","NL R3COOH","RT_min","RT_max","Comment","Average m/z","TG","[M+NH4]+","NL R1COOH","NL R2COOH","NL R3COOH","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","TG","[M+NH4]+","NL R1COOH","NL R2COOH","NL R3COOH","RT_min","RT_max","Comment"
"","TG(14:0_18:0_18:0)+NH4","1","1","1","1","14.9017181818182","15.2017181818182","80","","TG(14:0_18:0_18:0)+NH4","15.12774","15.012710","15.012710","15.012710","14.9017181818182","15.2017181818182","80","","TG(14:0_18:0_18:0)+NH4","2","2","2","2","14.9017181818182","15.2017181818182","80","","TG(14:0_18:0_18:0)+NH4","  50289.910","2.132528e+05","6.574735e+06","6.574735e+06","14.9017181818182","15.2017181818182","80","","TG(14:0_18:0_18:0)+NH4"," 852.8011","607.5660","551.5035","551.5035","14.9017181818182","15.2017181818182","80","","TG(14:0_18:0_18:0)+NH4","852.8014504","607.5659764","551.5033764","551.5033764","14.9017181818182","15.2017181818182","80"
"","TG(12:0_14:0_24:0)+NH4","1","1","1","1","14.9017181818182","15.2017181818182","80","","TG(12:0_14:0_24:0)+NH4","15.12774","15.127740","15.012710","15.127740","14.9017181818182","15.2017181818182","80","","TG(12:0_14:0_24:0)+NH4","2","2","2","1","14.9017181818182","15.2017181818182","80","","TG(12:0_14:0_24:0)+NH4","  50289.910","1.419696e+04","2.132528e+05","3.723859e+03","14.9017181818182","15.2017181818182","80","","TG(12:0_14:0_24:0)+NH4"," 852.8011","635.5974","607.5660","467.4094","14.9017181818182","15.2017181818182","80","","TG(12:0_14:0_24:0)+NH4","852.8014504","635.5972764","607.5659764","467.4094764","14.9017181818182","15.2017181818182","80"
"","TG(12:0_16:0_22:0)+NH4","1","1","1","1","14.9017181818182","15.2017181818182","80","","TG(12:0_16:0_22:0)+NH4","15.12774","15.127740","15.012710","15.127740","14.9017181818182","15.2017181818182","80","","TG(12:0_16:0_22:0)+NH4","2","2","2","2","14.9017181818182","15.2017181818182","80","","TG(12:0_16:0_22:0)+NH4","  50289.910","1.419696e+04","1.085532e+07","1.295635e+04","14.9017181818182","15.2017181818182","80","","TG(12:0_16:0_22:0)+NH4"," 852.8011","635.5974","579.5344","495.4407","14.9017181818182","15.2017181818182","80","","TG(12:0_16:0_22:0)+NH4","852.8014504","635.5972764","579.5346764","495.4407764","14.9017181818182","15.2017181818182","80"
"","TG(12:0_18:0_20:0)+NH4","1","1","1","1","14.9017181818182","15.2017181818182","80","","TG(12:0_18:0_20:0)+NH4","15.12774","15.127740","15.012710","15.127740","14.9017181818182","15.2017181818182","80","","TG(12:0_18:0_20:0)+NH4","2","2","2","2","14.9017181818182","15.2017181818182","80","","TG(12:0_18:0_20:0)+NH4","  50289.910","1.419696e+04","6.574735e+06","5.329099e+04","14.9017181818182","15.2017181818182","80","","TG(12:0_18:0_20:0)+NH4"," 852.8011","635.5974","551.5035","523.4721","14.9017181818182","15.2017181818182","80","","TG(12:0_18:0_20:0)+NH4","852.8014504","635.5972764","551.5033764","523.4720764","14.9017181818182","15.2017181818182","80"
"","TG(16:0_17:0_17:0)+NH4","1","1","1","1","14.9017181818182","15.2017181818182","80","","TG(16:0_17:0_17:0)+NH4","15.12774","15.012710","15.012710","15.012710","14.9017181818182","15.2017181818182","80","","TG(16:0_17:0_17:0)+NH4","2","2","2","2","14.9017181818182","15.2017181818182","80","","TG(16:0_17:0_17:0)+NH4","  50289.910","1.085532e+07","6.272548e+04","6.272548e+04","14.9017181818182","15.2017181818182","80","","TG(16:0_17:0_17:0)+NH4"," 852.8011","579.5344","565.5191","565.5191","14.9017181818182","15.2017181818182","80","","TG(16:0_17:0_17:0)+NH4","852.8015504","579.5347764","565.5190764","565.5190764","14.9017181818182","15.2017181818182","80"
"","TG(15:0_15:0_20:0)+NH4","1","1","1","1","14.9017181818182","15.2017181818182","80","","TG(15:0_15:0_20:0)+NH4","15.12774","15.012710","15.012710","15.127740","14.9017181818182","15.2017181818182","80","","TG(15:0_15:0_20:0)+NH4","2","2","2","2","14.9017181818182","15.2017181818182","80","","TG(15:0_15:0_20:0)+NH4","  50289.910","1.243423e+04","1.243423e+04","5.329099e+04","14.9017181818182","15.2017181818182","80","","TG(15:0_15:0_20:0)+NH4"," 852.8011","593.5500","593.5500","523.4721","14.9017181818182","15.2017181818182","80","","TG(15:0_15:0_20:0)+NH4","852.8015504","593.5503764","593.5503764","523.4721764","14.9017181818182","15.2017181818182","80"
"","TG(15:0_17:0_18:0)+NH4","1","1","1","1","14.9017181818182","15.2017181818182","80","","TG(15:0_17:0_18:0)+NH4","15.12774","15.012710","15.012710","15.012710","14.9017181818182","15.2017181818182","80","","TG(15:0_17:0_18:0)+NH4","2","2","2","2","14.9017181818182","15.2017181818182","80","","TG(15:0_17:0_18:0)+NH4","  50289.910","1.243423e+04","6.272548e+04","6.574735e+06","14.9017181818182","15.2017181818182","80","","TG(15:0_17:0_18:0)+NH4"," 852.8011","593.5500","565.5191","551.5035","14.9017181818182","15.2017181818182","80","","TG(15:0_17:0_18:0)+NH4","852.8015504","593.5503764","565.5190764","551.5034764","14.9017181818182","15.2017181818182","80"
"","TG(16:0_17:1_18:4)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(16:0_17:1_18:4)+NH4","12.80549","12.805490","12.805490","12.805490","12.6372069444444","12.9372069444444","583","","TG(16:0_17:1_18:4)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(16:0_17:1_18:4)+NH4","  10974.710","2.219436e+04","2.282022e+04","1.309654e+04","12.6372069444444","12.9372069444444","583","","TG(16:0_17:1_18:4)+NH4"," 856.7427","583.4739","571.4739","563.5048","12.6372069444444","12.9372069444444","583","","TG(16:0_17:1_18:4)+NH4","856.7388504","583.4720764","571.4720764","563.5033764","12.6372069444444","12.9372069444444","583"
"","TG(15:1_16:0_20:4)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(15:1_16:0_20:4)+NH4","12.80549","12.805490","12.805490","12.805490","12.6372069444444","12.9372069444444","583","","TG(15:1_16:0_20:4)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(15:1_16:0_20:4)+NH4","  10974.710","1.584555e+05","2.219436e+04","8.154719e+03","12.6372069444444","12.9372069444444","583","","TG(15:1_16:0_20:4)+NH4"," 856.7427","599.5054","583.4739","535.4738","12.6372069444444","12.9372069444444","583","","TG(15:1_16:0_20:4)+NH4","856.7388504","599.5033764","583.4720764","535.4720764","12.6372069444444","12.9372069444444","583"
"","TG(15:1_18:2_18:2)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(15:1_18:2_18:2)+NH4","12.80549","12.805490","12.805490","12.805490","12.6372069444444","12.9372069444444","583","","TG(15:1_18:2_18:2)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(15:1_18:2_18:2)+NH4","  10974.710","1.584555e+05","3.173057e+05","3.173057e+05","12.6372069444444","12.9372069444444","583","","TG(15:1_18:2_18:2)+NH4"," 856.7427","599.5054","559.4739","559.4739","12.6372069444444","12.9372069444444","583","","TG(15:1_18:2_18:2)+NH4","856.7388504","599.5033764","559.4720764","559.4720764","12.6372069444444","12.9372069444444","583"
"","TG(14:0_17:1_20:4)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(14:0_17:1_20:4)+NH4","12.80549","12.805490","12.805490","12.805490","12.6372069444444","12.9372069444444","583","","TG(14:0_17:1_20:4)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(14:0_17:1_20:4)+NH4","  10974.710","3.130234e+03","2.282022e+04","8.154719e+03","12.6372069444444","12.9372069444444","583","","TG(14:0_17:1_20:4)+NH4"," 856.7427","611.5048","571.4739","535.4738","12.6372069444444","12.9372069444444","583","","TG(14:0_17:1_20:4)+NH4","856.7388504","611.5033764","571.4720764","535.4720764","12.6372069444444","12.9372069444444","583"
"","TG(17:1_17:2_17:2)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(17:1_17:2_17:2)+NH4","12.80549","12.805490","12.805490","12.805490","12.6372069444444","12.9372069444444","583","","TG(17:1_17:2_17:2)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(17:1_17:2_17:2)+NH4","  10974.710","2.282022e+04","2.199148e+04","2.199148e+04","12.6372069444444","12.9372069444444","583","","TG(17:1_17:2_17:2)+NH4"," 856.7427","571.4739","573.4899","573.4899","12.6372069444444","12.9372069444444","583","","TG(17:1_17:2_17:2)+NH4","856.7389504","571.4721764","573.4877764","573.4877764","12.6372069444444","12.9372069444444","583"
"","TG(16:0_17:2_18:3)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(16:0_17:2_18:3)+NH4","12.80549","12.805490","12.805490","12.805490","12.6372069444444","12.9372069444444","583","","TG(16:0_17:2_18:3)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(16:0_17:2_18:3)+NH4","  10974.710","2.219436e+04","2.199148e+04","2.799832e+05","12.6372069444444","12.9372069444444","583","","TG(16:0_17:2_18:3)+NH4"," 856.7427","583.4739","573.4899","561.4895","12.6372069444444","12.9372069444444","583","","TG(16:0_17:2_18:3)+NH4","856.7389504","583.4721764","573.4877764","561.4877764","12.6372069444444","12.9372069444444","583"
"","TG(16:1_17:2_18:2)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(16:1_17:2_18:2)+NH4","12.80549","12.805490","12.805490","12.805490","12.6372069444444","12.9372069444444","583","","TG(16:1_17:2_18:2)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(16:1_17:2_18:2)+NH4","  10974.710","2.526147e+04","2.199148e+04","3.173057e+05","12.6372069444444","12.9372069444444","583","","TG(16:1_17:2_18:2)+NH4"," 856.7427","585.4894","573.4899","559.4739","12.6372069444444","12.9372069444444","583","","TG(16:1_17:2_18:2)+NH4","856.7389504","585.4877764","573.4877764","559.4721764","12.6372069444444","12.9372069444444","583"
"","TG(16:1_17:1_18:3)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(16:1_17:1_18:3)+NH4","12.80549","12.805490","12.805490","12.805490","12.6372069444444","12.9372069444444","583","","TG(16:1_17:1_18:3)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(16:1_17:1_18:3)+NH4","  10974.710","2.526147e+04","2.282022e+04","2.799832e+05","12.6372069444444","12.9372069444444","583","","TG(16:1_17:1_18:3)+NH4"," 856.7427","585.4894","571.4739","561.4895","12.6372069444444","12.9372069444444","583","","TG(16:1_17:1_18:3)+NH4","856.7389504","585.4877764","571.4721764","561.4877764","12.6372069444444","12.9372069444444","583"
"","TG(15:0_16:1_20:4)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(15:0_16:1_20:4)+NH4","12.80549","12.805490","12.805490","12.805490","12.6372069444444","12.9372069444444","583","","TG(15:0_16:1_20:4)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(15:0_16:1_20:4)+NH4","  10974.710","2.055976e+05","2.526147e+04","8.154719e+03","12.6372069444444","12.9372069444444","583","","TG(15:0_16:1_20:4)+NH4"," 856.7427","597.4897","585.4894","535.4738","12.6372069444444","12.9372069444444","583","","TG(15:0_16:1_20:4)+NH4","856.7389504","597.4877764","585.4877764","535.4721764","12.6372069444444","12.9372069444444","583"
"","TG(15:0_18:1_18:4)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(15:0_18:1_18:4)+NH4","12.80549","12.805490","12.805490","12.805490","12.6372069444444","12.9372069444444","583","","TG(15:0_18:1_18:4)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(15:0_18:1_18:4)+NH4","  10974.710","2.055976e+05","2.098808e+04","1.309654e+04","12.6372069444444","12.9372069444444","583","","TG(15:0_18:1_18:4)+NH4"," 856.7427","597.4897","557.4584","563.5048","12.6372069444444","12.9372069444444","583","","TG(15:0_18:1_18:4)+NH4","856.7389504","597.4877764","557.4564764","563.5034764","12.6372069444444","12.9372069444444","583"
"","TG(15:0_18:2_18:3)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(15:0_18:2_18:3)+NH4","12.80549","12.805490","12.805490","12.805490","12.6372069444444","12.9372069444444","583","","TG(15:0_18:2_18:3)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(15:0_18:2_18:3)+NH4","  10974.710","2.055976e+05","3.173057e+05","2.799832e+05","12.6372069444444","12.9372069444444","583","","TG(15:0_18:2_18:3)+NH4"," 856.7427","597.4897","559.4739","561.4895","12.6372069444444","12.9372069444444","583","","TG(15:0_18:2_18:3)+NH4","856.7389504","597.4877764","559.4721764","561.4877764","12.6372069444444","12.9372069444444","583"
"","TG(15:1_16:1_20:3)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(15:1_16:1_20:3)+NH4","12.80549","12.805490","12.805490","12.805490","12.6372069444444","12.9372069444444","583","","TG(15:1_16:1_20:3)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(15:1_16:1_20:3)+NH4","  10974.710","1.584555e+05","2.526147e+04","3.243396e+03","12.6372069444444","12.9372069444444","583","","TG(15:1_16:1_20:3)+NH4"," 856.7427","599.5054","585.4894","533.4578","12.6372069444444","12.9372069444444","583","","TG(15:1_16:1_20:3)+NH4","856.7389504","599.5034764","585.4877764","533.4564764","12.6372069444444","12.9372069444444","583"
"","TG(15:1_18:1_18:3)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(15:1_18:1_18:3)+NH4","12.80549","12.805490","12.805490","12.805490","12.6372069444444","12.9372069444444","583","","TG(15:1_18:1_18:3)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(15:1_18:1_18:3)+NH4","  10974.710","1.584555e+05","2.098808e+04","2.799832e+05","12.6372069444444","12.9372069444444","583","","TG(15:1_18:1_18:3)+NH4"," 856.7427","599.5054","557.4584","561.4895","12.6372069444444","12.9372069444444","583","","TG(15:1_18:1_18:3)+NH4","856.7389504","599.5034764","557.4564764","561.4877764","12.6372069444444","12.9372069444444","583"
"","TG(14:0_15:0_22:5)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(14:0_15:0_22:5)+NH4","12.80549","12.805490","12.805490","12.805490","12.6372069444444","12.9372069444444","583","","TG(14:0_15:0_22:5)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(14:0_15:0_22:5)+NH4","  10974.710","3.130234e+03","2.055976e+05","1.869582e+03","12.6372069444444","12.9372069444444","583","","TG(14:0_15:0_22:5)+NH4"," 856.7427","611.5048","597.4897","509.4567","12.6372069444444","12.9372069444444","583","","TG(14:0_15:0_22:5)+NH4","856.7389504","611.5034764","597.4877764","509.4564764","12.6372069444444","12.9372069444444","583"
"","TG(14:0_17:2_20:3)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(14:0_17:2_20:3)+NH4","12.80549","12.805490","12.805490","12.805490","12.6372069444444","12.9372069444444","583","","TG(14:0_17:2_20:3)+NH4","1","1","1","1","12.6372069444444","12.9372069444444","583","","TG(14:0_17:2_20:3)+NH4","  10974.710","3.130234e+03","2.199148e+04","3.243396e+03","12.6372069444444","12.9372069444444","583","","TG(14:0_17:2_20:3)+NH4"," 856.7427","611.5048","573.4899","533.4578","12.6372069444444","12.9372069444444","583","","TG(14:0_17:2_20:3)+NH4","856.7389504","611.5034764","573.4877764","533.4564764","12.6372069444444","12.9372069444444","583"
"","TG(17:1_17:1_17:2)+NH4","1","1","1","1","13.1206958333333","13.4206958333333","184","","TG(17:1_17:1_17:2)+NH4","13.33974","13.194630","13.194630","13.339740","13.1206958333333","13.4206958333333","184","","TG(17:1_17:1_17:2)+NH4","2","2","2","2","13.1206958333333","13.4206958333333","184","","TG(17:1_17:1_17:2)+NH4","  36724.790","4.156873e+05","4.156873e+05","1.220312e+05","13.1206958333333","13.4206958333333","184","","TG(17:1_17:1_17:2)+NH4"," 858.7564","573.4890","573.4890","575.5046","13.1206958333333","13.4206958333333","184","","TG(17:1_17:1_17:2)+NH4","858.7545504","573.4877764","573.4877764","575.5033764","13.1206958333333","13.4206958333333","184"
"","TG(16:0_17:2_18:2)+NH4","1","1","1","1","13.1206958333333","13.4206958333333","184","","TG(16:0_17:2_18:2)+NH4","13.33974","13.339740","13.339740","13.339740","13.1206958333333","13.4206958333333","184","","TG(16:0_17:2_18:2)+NH4","2","2","2","2","13.1206958333333","13.4206958333333","184","","TG(16:0_17:2_18:2)+NH4","  36724.790","3.095459e+05","1.220312e+05","1.434316e+06","13.1206958333333","13.4206958333333","184","","TG(16:0_17:2_18:2)+NH4"," 858.7564","585.4886","575.5046","561.4890","13.1206958333333","13.4206958333333","184","","TG(16:0_17:2_18:2)+NH4","858.7545504","585.4877764","575.5033764","561.4877764","13.1206958333333","13.4206958333333","184"
"","TG(16:0_17:1_18:3)+NH4","1","1","1","1","13.1206958333333","13.4206958333333","184","","TG(16:0_17:1_18:3)+NH4","13.33974","13.339740","13.194630","13.339740","13.1206958333333","13.4206958333333","184","","TG(16:0_17:1_18:3)+NH4","2","2","2","2","13.1206958333333","13.4206958333333","184","","TG(16:0_17:1_18:3)+NH4","  36724.790","3.095459e+05","4.156873e+05","5.974601e+05","13.1206958333333","13.4206958333333","184","","TG(16:0_17:1_18:3)+NH4"," 858.7564","585.4886","573.4890","563.5046","13.1206958333333","13.4206958333333","184","","TG(16:0_17:1_18:3)+NH4","858.7545504","585.4877764","573.4877764","563.5033764","13.1206958333333","13.4206958333333","184"
"","TG(16:1_17:1_18:2)+NH4","1","1","1","1","13.1206958333333","13.4206958333333","184","","TG(16:1_17:1_18:2)+NH4","13.33974","13.194630","13.194630","13.339740","13.1206958333333","13.4206958333333","184","","TG(16:1_17:1_18:2)+NH4","2","2","2","2","13.1206958333333","13.4206958333333","184","","TG(16:1_17:1_18:2)+NH4","  36724.790","4.234679e+05","4.156873e+05","1.434316e+06","13.1206958333333","13.4206958333333","184","","TG(16:1_17:1_18:2)+NH4"," 858.7564","587.5046","573.4890","561.4890","13.1206958333333","13.4206958333333","184","","TG(16:1_17:1_18:2)+NH4","858.7545504","587.5033764","573.4877764","561.4877764","13.1206958333333","13.4206958333333","184"
"","TG(15:0_16:0_20:4)+NH4","1","1","1","1","13.1206958333333","13.4206958333333","184","","TG(15:0_16:0_20:4)+NH4","13.33974","13.339740","13.339740","13.339740","13.1206958333333","13.4206958333333","184","","TG(15:0_16:0_20:4)+NH4","2","2","2","1","13.1206958333333","13.4206958333333","184","","TG(15:0_16:0_20:4)+NH4","  36724.790","9.761891e+05","3.095459e+05","5.617330e+03","13.1206958333333","13.4206958333333","184","","TG(15:0_16:0_20:4)+NH4"," 858.7564","599.5046","585.4886","537.4883","13.1206958333333","13.4206958333333","184","","TG(15:0_16:0_20:4)+NH4","858.7545504","599.5033764","585.4877764","537.4877764","13.1206958333333","13.4206958333333","184"
"","TG(15:0_18:2_18:2)+NH4","1","1","1","1","13.1206958333333","13.4206958333333","184","","TG(15:0_18:2_18:2)+NH4","13.33974","13.339740","13.339740","13.339740","13.1206958333333","13.4206958333333","184","","TG(15:0_18:2_18:2)+NH4","2","2","2","2","13.1206958333333","13.4206958333333","184","","TG(15:0_18:2_18:2)+NH4","  36724.790","9.761891e+05","1.434316e+06","1.434316e+06","13.1206958333333","13.4206958333333","184","","TG(15:0_18:2_18:2)+NH4"," 858.7564","599.5046","561.4890","561.4890","13.1206958333333","13.4206958333333","184","","TG(15:0_18:2_18:2)+NH4","858.7545504","599.5033764","561.4877764","561.4877764","13.1206958333333","13.4206958333333","184"
"","TG(15:1_16:1_20:2)+NH4","1","1","1","1","13.1206958333333","13.4206958333333","184","","TG(15:1_16:1_20:2)+NH4","13.33974","13.339740","13.194630","13.194630","13.1206958333333","13.4206958333333","184","","TG(15:1_16:1_20:2)+NH4","2","2","2","1","13.1206958333333","13.4206958333333","184","","TG(15:1_16:1_20:2)+NH4","  36724.790","2.826342e+05","4.234679e+05","2.769457e+03","13.1206958333333","13.4206958333333","184","","TG(15:1_16:1_20:2)+NH4"," 858.7564","601.5203","587.5046","533.4571","13.1206958333333","13.4206958333333","184","","TG(15:1_16:1_20:2)+NH4","858.7545504","601.5190764","587.5033764","533.4564764","13.1206958333333","13.4206958333333","184"
"","TG(15:1_16:0_20:3)+NH4","1","1","1","1","13.1206958333333","13.4206958333333","184","","TG(15:1_16:0_20:3)+NH4","13.33974","13.339740","13.339740","13.339740","13.1206958333333","13.4206958333333","184","","TG(15:1_16:0_20:3)+NH4","2","2","2","2","13.1206958333333","13.4206958333333","184","","TG(15:1_16:0_20:3)+NH4","  36724.790","2.826342e+05","3.095459e+05","2.367939e+04","13.1206958333333","13.4206958333333","184","","TG(15:1_16:0_20:3)+NH4"," 858.7564","601.5203","585.4886","535.4735","13.1206958333333","13.4206958333333","184","","TG(15:1_16:0_20:3)+NH4","858.7545504","601.5190764","585.4877764","535.4720764","13.1206958333333","13.4206958333333","184"
"","TG(15:1_18:0_18:3)+NH4","1","1","1","1","13.1206958333333","13.4206958333333","184","","TG(15:1_18:0_18:3)+NH4","13.33974","13.339740","13.339740","13.339740","13.1206958333333","13.4206958333333","184","","TG(15:1_18:0_18:3)+NH4","2","2","1","2","13.1206958333333","13.4206958333333","184","","TG(15:1_18:0_18:3)+NH4","  36724.790","2.826342e+05","1.350796e+03","5.974601e+05","13.1206958333333","13.4206958333333","184","","TG(15:1_18:0_18:3)+NH4"," 858.7564","601.5203","557.4575","563.5046","13.1206958333333","13.4206958333333","184","","TG(15:1_18:0_18:3)+NH4","858.7545504","601.5190764","557.4564764","563.5033764","13.1206958333333","13.4206958333333","184"
"","TG(15:1_18:1_18:2)+NH4","1","1","1","1","13.1206958333333","13.4206958333333","184","","TG(15:1_18:1_18:2)+NH4","13.33974","13.339740","13.339740","13.339740","13.1206958333333","13.4206958333333","184","","TG(15:1_18:1_18:2)+NH4","2","2","2","2","13.1206958333333","13.4206958333333","184","","TG(15:1_18:1_18:2)+NH4","  36724.790","2.826342e+05","4.502775e+05","1.434316e+06","13.1206958333333","13.4206958333333","184","","TG(15:1_18:1_18:2)+NH4"," 858.7564","601.5203","559.4734","561.4890","13.1206958333333","13.4206958333333","184","","TG(15:1_18:1_18:2)+NH4","858.7545504","601.5190764","559.4720764","561.4877764","13.1206958333333","13.4206958333333","184"
"","TG(14:0_15:0_22:4)+NH4","1","1","1","1","13.1206958333333","13.4206958333333","184","","TG(14:0_15:0_22:4)+NH4","13.33974","13.339740","13.339740","13.339740","13.1206958333333","13.4206958333333","184","","TG(14:0_15:0_22:4)+NH4","2","2","2","1","13.1206958333333","13.4206958333333","184","","TG(14:0_15:0_22:4)+NH4","  36724.790","1.447353e+04","9.761891e+05","3.502241e+03","13.1206958333333","13.4206958333333","184","","TG(14:0_15:0_22:4)+NH4"," 858.7564","613.5208","599.5046","509.4577","13.1206958333333","13.4206958333333","184","","TG(14:0_15:0_22:4)+NH4","858.7545504","613.5190764","599.5033764","509.4564764","13.1206958333333","13.4206958333333","184"
"","TG(14:0_17:2_20:2)+NH4","1","1","1","1","13.1206958333333","13.4206958333333","184","","TG(14:0_17:2_20:2)+NH4","13.33974","13.339740","13.339740","13.194630","13.1206958333333","13.4206958333333","184","","TG(14:0_17:2_20:2)+NH4","2","2","2","1","13.1206958333333","13.4206958333333","184","","TG(14:0_17:2_20:2)+NH4","  36724.790","1.447353e+04","1.220312e+05","2.769457e+03","13.1206958333333","13.4206958333333","184","","TG(14:0_17:2_20:2)+NH4"," 858.7564","613.5208","575.5046","533.4571","13.1206958333333","13.4206958333333","184","","TG(14:0_17:2_20:2)+NH4","858.7545504","613.5190764","575.5033764","533.4564764","13.1206958333333","13.4206958333333","184"
"","TG(14:0_17:1_20:3)+NH4","1","1","1","1","13.1206958333333","13.4206958333333","184","","TG(14:0_17:1_20:3)+NH4","13.33974","13.339740","13.194630","13.339740","13.1206958333333","13.4206958333333","184","","TG(14:0_17:1_20:3)+NH4","2","2","2","2","13.1206958333333","13.4206958333333","184","","TG(14:0_17:1_20:3)+NH4","  36724.790","1.447353e+04","4.156873e+05","2.367939e+04","13.1206958333333","13.4206958333333","184","","TG(14:0_17:1_20:3)+NH4"," 858.7564","613.5208","573.4890","535.4735","13.1206958333333","13.4206958333333","184","","TG(14:0_17:1_20:3)+NH4","858.7545504","613.5190764","573.4877764","535.4720764","13.1206958333333","13.4206958333333","184"
"","TG(14:0_17:0_20:4)+NH4","1","1","1","1","13.1206958333333","13.4206958333333","184","","TG(14:0_17:0_20:4)+NH4","13.33974","13.339740","13.339740","13.339740","13.1206958333333","13.4206958333333","184","","TG(14:0_17:0_20:4)+NH4","2","2","2","1","13.1206958333333","13.4206958333333","184","","TG(14:0_17:0_20:4)+NH4","  36724.790","1.447353e+04","4.146698e+04","5.617330e+03","13.1206958333333","13.4206958333333","184","","TG(14:0_17:0_20:4)+NH4"," 858.7564","613.5208","571.4734","537.4883","13.1206958333333","13.4206958333333","184","","TG(14:0_17:0_20:4)+NH4","858.7545504","613.5190764","571.4720764","537.4877764","13.1206958333333","13.4206958333333","184"
"","TG(14:1_17:1_20:2)+NH4","1","1","1","1","13.1206958333333","13.4206958333333","184","","TG(14:1_17:1_20:2)+NH4","13.33974","13.339740","13.194630","13.194630","13.1206958333333","13.4206958333333","184","","TG(14:1_17:1_20:2)+NH4","2","2","2","1","13.1206958333333","13.4206958333333","184","","TG(14:1_17:1_20:2)+NH4","  36724.790","5.671430e+03","4.156873e+05","2.769457e+03","13.1206958333333","13.4206958333333","184","","TG(14:1_17:1_20:2)+NH4"," 858.7564","615.5357","573.4890","533.4571","13.1206958333333","13.4206958333333","184","","TG(14:1_17:1_20:2)+NH4","858.7545504","615.5346764","573.4877764","533.4564764","13.1206958333333","13.4206958333333","184"
"","TG(13:0_16:0_22:4)+NH4","1","1","1","1","13.1206958333333","13.4206958333333","184","","TG(13:0_16:0_22:4)+NH4","13.33974","13.194630","13.339740","13.339740","13.1206958333333","13.4206958333333","184","","TG(13:0_16:0_22:4)+NH4","2","2","2","1","13.1206958333333","13.4206958333333","184","","TG(13:0_16:0_22:4)+NH4","  36724.790","1.699627e+03","3.095459e+05","3.502241e+03","13.1206958333333","13.4206958333333","184","","TG(13:0_16:0_22:4)+NH4"," 858.7564","627.5359","585.4886","509.4577","13.1206958333333","13.4206958333333","184","","TG(13:0_16:0_22:4)+NH4","858.7545504","627.5346764","585.4877764","509.4564764","13.1206958333333","13.4206958333333","184"
"","TG(13:0_18:2_20:2)+NH4","1","1","1","1","13.1206958333333","13.4206958333333","184","","TG(13:0_18:2_20:2)+NH4","13.33974","13.194630","13.339740","13.194630","13.1206958333333","13.4206958333333","184","","TG(13:0_18:2_20:2)+NH4","2","2","2","1","13.1206958333333","13.4206958333333","184","","TG(13:0_18:2_20:2)+NH4","  36724.790","1.699627e+03","1.434316e+06","2.769457e+03","13.1206958333333","13.4206958333333","184","","TG(13:0_18:2_20:2)+NH4"," 858.7564","627.5359","561.4890","533.4571","13.1206958333333","13.4206958333333","184","","TG(13:0_18:2_20:2)+NH4","858.7545504","627.5346764","561.4877764","533.4564764","13.1206958333333","13.4206958333333","184"
