"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","MH-Tail","d(MH-Tail)","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","RT at Max Intensity","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","MH-Tail","d(MH-Tail)","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","Number of Scans","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","MH-Tail","d(MH-Tail)","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","Max Intensity","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","MH-Tail","d(MH-Tail)","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","Average m/z","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","MH-Tail","d(MH-Tail)","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","SM","[M+H]+","MH-PC","MH-N(CH3)3","Mprev-C2H4O4P","Mprev-H2O","MH-Tail","d(MH-Tail)","PC Head","CH2CHN(CH3)3","RT_min","RT_max","Comment"
"","SM(d18:1/18:0)+H","1","1","0","1","1","1","1","1","1","7.21446388888889","7.51446388888889","58","","SM(d18:1/18:0)+H"," 7.414088"," 7.414088"," 0.000000"," 7.414088"," 7.414088"," 7.414088"," 7.414088"," 7.414088"," 7.414088","7.21446388888889","7.51446388888889","58","","SM(d18:1/18:0)+H","2","2","0","2","2","2","2","2","2","7.21446388888889","7.51446388888889","58","","SM(d18:1/18:0)+H"," 2402857.00","  11806.9400","      0.0","  11806.9400"," 26671.3500"," 44098.5500"," 44098.5500","6.894478e+07"," 615572.600","7.21446388888889","7.51446388888889","58","","SM(d18:1/18:0)+H","731.6062","548.5406","  0.0000","548.5406","530.5302","264.2686","264.2686","184.0732","86.09642","7.21446388888889","7.51446388888889","58","","SM(d18:1/18:0)+H","731.60617","548.54013","672.53263","548.54005","530.52947","264.268545","264.268485","184.07332","86.09648","7.21446388888889","7.51446388888889","58"
"","SM(d18:1/18:0)+H","1","1","0","1","1","1","1","1","1","7.02082361111111","7.32082361111111","865","","SM(d18:1/18:0)+H"," 7.295663"," 7.295663"," 0.000000"," 7.295663"," 7.295663"," 7.295663"," 7.295663"," 7.295663"," 7.295663","7.02082361111111","7.32082361111111","865","","SM(d18:1/18:0)+H","1","1","0","1","1","1","1","1","1","7.02082361111111","7.32082361111111","865","","SM(d18:1/18:0)+H","  533940.90","   3613.9750","      0.0","   3613.9750","  8962.2510","  7661.8530","  7661.8530","1.538865e+07"," 138544.300","7.02082361111111","7.32082361111111","865","","SM(d18:1/18:0)+H","731.6066","548.5405","  0.0000","548.5405","530.5306","264.2687","264.2687","184.0733","86.09647","7.02082361111111","7.32082361111111","865","","SM(d18:1/18:0)+H","731.60617","548.54013","672.53263","548.54005","530.52947","264.268545","264.268485","184.07332","86.09648","7.02082361111111","7.32082361111111","865"
"","SM(d18:1/18:0)+H","1","1","0","1","1","1","1","1","1","7.02064722222222","7.32064722222222","12668","","SM(d18:1/18:0)+H"," 7.295663"," 7.295663"," 0.000000"," 7.295663"," 7.295663"," 7.295663"," 7.295663"," 7.295663"," 7.295663","7.02064722222222","7.32064722222222","12668","","SM(d18:1/18:0)+H","1","1","0","1","1","1","1","1","1","7.02064722222222","7.32064722222222","12668","","SM(d18:1/18:0)+H","  533940.90","   3613.9750","      0.0","   3613.9750","  8962.2510","  7661.8530","  7661.8530","1.538865e+07"," 138544.300","7.02064722222222","7.32064722222222","12668","","SM(d18:1/18:0)+H","731.6066","548.5405","  0.0000","548.5405","530.5306","264.2687","264.2687","184.0733","86.09647","7.02064722222222","7.32064722222222","12668","","SM(d18:1/18:0)+H","731.60617","548.54013","672.53263","548.54005","530.52947","264.268545","264.268485","184.07332","86.09648","7.02064722222222","7.32064722222222","12668"
"","SM(d18:1/18:1)+H","1","1","0","1","1","1","1","1","1","6.09383333333333","6.39383333333333","103","","SM(d18:1/18:1)+H"," 6.317717"," 6.317717"," 0.000000"," 6.317717"," 6.317717"," 6.317717"," 6.317717"," 6.317717"," 6.317717","6.09383333333333","6.39383333333333","103","","SM(d18:1/18:1)+H","2","2","0","2","2","1","2","2","2","6.09383333333333","6.39383333333333","103","","SM(d18:1/18:1)+H","  597468.90","   4678.7300","      0.0","   4678.7300"," 10135.7600","  4061.5380"," 13328.9400","1.838123e+07"," 166298.200","6.09383333333333","6.39383333333333","103","","SM(d18:1/18:1)+H","729.5911","546.5250","  0.0000","546.5250","528.5145","264.2686","262.2529","184.0734","86.09648","6.09383333333333","6.39383333333333","103","","SM(d18:1/18:1)+H","729.59057","546.52453","670.51703","546.52445","528.51387","264.268545","262.252885","184.07332","86.09648","6.09383333333333","6.39383333333333","103"
"","SM(d18:1/18:2)+H","1","0","0","0","1","1","0","1","1","4.99308333333333","5.29308333333333","236","","SM(d18:1/18:2)+H"," 5.205146"," 5.048461"," 0.000000"," 5.048461"," 5.205146"," 5.205146"," 0.000000"," 5.205146"," 5.048461","4.99308333333333","5.29308333333333","236","","SM(d18:1/18:2)+H","2","1","0","1","2","1","0","2","2","4.99308333333333","5.29308333333333","236","","SM(d18:1/18:2)+H","  266358.20","    850.4307","      0.0","    850.4307","  4179.6520","  1280.2640","     0.0000","7.595603e+06","  68666.680","4.99308333333333","5.29308333333333","236","","SM(d18:1/18:2)+H","727.5765","544.5096","  0.0000","544.5096","526.4996","264.2697","  0.0000","184.0737","86.09662","4.99308333333333","5.29308333333333","236","","SM(d18:1/18:2)+H","727.57487","544.50883","668.50133","544.50875","526.49817","264.268545","260.237185","184.07332","86.09648","4.99308333333333","5.29308333333333","236"
"","SM(d18:1/18:2)+H","1","0","0","0","1","1","0","1","1","5.00114722222222","5.30114722222222","12645","","SM(d18:1/18:2)+H"," 5.205146"," 5.048461"," 0.000000"," 5.048461"," 5.205146"," 5.205146"," 0.000000"," 5.205146"," 5.048461","5.00114722222222","5.30114722222222","12645","","SM(d18:1/18:2)+H","2","1","0","1","2","1","0","2","2","5.00114722222222","5.30114722222222","12645","","SM(d18:1/18:2)+H","  266358.20","    850.4307","      0.0","    850.4307","  4179.6520","  1280.2640","     0.0000","7.595603e+06","  68666.680","5.00114722222222","5.30114722222222","12645","","SM(d18:1/18:2)+H","727.5765","544.5096","  0.0000","544.5096","526.4996","264.2697","  0.0000","184.0737","86.09662","5.00114722222222","5.30114722222222","12645","","SM(d18:1/18:2)+H","727.57487","544.50883","668.50133","544.50875","526.49817","264.268545","260.237185","184.07332","86.09648","5.00114722222222","5.30114722222222","12645"
"","SM(d18:1/20:0)+H","1","1","0","1","1","1","0","1","1","8.38228472222222","8.68228472222222","67","","SM(d18:1/20:0)+H"," 8.589641"," 8.589641"," 0.000000"," 8.589641"," 8.589641"," 8.589641"," 0.000000"," 8.589641"," 8.589641","8.38228472222222","8.68228472222222","67","","SM(d18:1/20:0)+H","2","2","0","2","2","2","0","2","2","8.38228472222222","8.68228472222222","67","","SM(d18:1/20:0)+H"," 1617538.00","   8574.1710","      0.0","   8574.1710"," 25081.8300"," 20894.4000","     0.0000","4.634443e+07"," 441899.900","8.38228472222222","8.68228472222222","67","","SM(d18:1/20:0)+H","759.6376","576.5720","  0.0000","576.5720","558.5613","264.2686","  0.0000","184.0732","86.09642","8.38228472222222","8.68228472222222","67","","SM(d18:1/20:0)+H","759.63747","576.57143","700.56393","576.57135","558.56077","264.268545","292.299785","184.07332","86.09648","8.38228472222222","8.68228472222222","67"
"","SM(d18:1/20:1)+H","1","1","0","1","1","1","0","1","1","7.34455416666667","7.64455416666667","166","","SM(d18:1/20:1)+H"," 7.495662"," 7.495662"," 0.000000"," 7.495662"," 7.495662"," 7.637575"," 0.000000"," 7.495662"," 7.495662","7.34455416666667","7.64455416666667","166","","SM(d18:1/20:1)+H","2","1","0","1","2","1","0","2","2","7.34455416666667","7.64455416666667","166","","SM(d18:1/20:1)+H","  674253.00","   6812.9490","      0.0","   6812.9490"," 12287.3800","  1552.7700","     0.0000","2.182261e+07"," 188414.600","7.34455416666667","7.64455416666667","166","","SM(d18:1/20:1)+H","757.6222","574.5558","  0.0000","574.5558","556.5456","264.2689","  0.0000","184.0734","86.09646","7.34455416666667","7.64455416666667","166","","SM(d18:1/20:1)+H","757.62187","574.55583","698.54833","574.55575","556.54517","264.268545","290.284185","184.07332","86.09648","7.34455416666667","7.64455416666667","166"
"","SM(d18:1/22:0)+H","1","1","0","1","1","1","0","1","1","9.45189583333333","9.75189583333333","38","","SM(d18:1/22:0)+H"," 9.670409"," 9.670409"," 0.000000"," 9.670409"," 9.670409"," 9.670409"," 0.000000"," 9.670409"," 9.670409","9.45189583333333","9.75189583333333","38","","SM(d18:1/22:0)+H","2","2","0","2","2","2","0","2","2","9.45189583333333","9.75189583333333","38","","SM(d18:1/22:0)+H"," 2708392.00","  14323.8200","      0.0","  14323.8200"," 38928.0200"," 71303.6100","     0.0000","9.183153e+07"," 883518.100","9.45189583333333","9.75189583333333","38","","SM(d18:1/22:0)+H","787.6686","604.6017","  0.0000","604.6017","586.5917","264.2683","  0.0000","184.0731","86.09637","9.45189583333333","9.75189583333333","38","","SM(d18:1/22:0)+H","787.66877","604.60273","728.59523","604.60265","586.59207","264.268545","320.331085","184.07332","86.09648","9.45189583333333","9.75189583333333","38"
"","SM(d18:1/22:0)+H","1","1","0","1","1","1","0","1","1","9.269875","9.569875","12674","","SM(d18:1/22:0)+H"," 9.546973"," 9.546973"," 0.000000"," 9.546973"," 9.546973"," 9.546973"," 0.000000"," 9.546973"," 9.546973","9.269875","9.569875","12674","","SM(d18:1/22:0)+H","2","1","0","1","1","2","0","2","2","9.269875","9.569875","12674","","SM(d18:1/22:0)+H"," 1239771.00","   5718.9730","      0.0","   5718.9730"," 17228.1600"," 27895.2900","     0.0000","4.086636e+07"," 486576.400","9.269875","9.569875","12674","","SM(d18:1/22:0)+H","787.6696","604.6015","  0.0000","604.6015","586.5919","264.2687","  0.0000","184.0735","86.09651","9.269875","9.569875","12674","","SM(d18:1/22:0)+H","787.66877","604.60273","728.59523","604.60265","586.59207","264.268545","320.331085","184.07332","86.09648","9.269875","9.569875","12674"
"","SM(d18:1/22:1)+H","1","1","0","1","1","1","0","1","1","8.49541527777778","8.79541527777778","71","","SM(d18:1/22:1)+H"," 8.645359"," 8.645359"," 0.000000"," 8.645359"," 8.645359"," 8.774658"," 0.000000"," 8.645359"," 8.645359","8.49541527777778","8.79541527777778","71","","SM(d18:1/22:1)+H","4","3","0","3","4","2","0","4","4","8.49541527777778","8.79541527777778","71","","SM(d18:1/22:1)+H"," 2727073.00","   5739.4620","      0.0","   5739.4620"," 34254.2100","  4950.8430","     0.0000","8.676488e+07"," 982715.300","8.49541527777778","8.79541527777778","71","","SM(d18:1/22:1)+H","785.6533","602.5873","  0.0000","602.5873","584.5766","264.2686","  0.0000","184.0733","86.09643","8.49541527777778","8.79541527777778","71","","SM(d18:1/22:1)+H","785.65317","602.58713","726.57963","602.58705","584.57647","264.268545","318.315485","184.07332","86.09648","8.49541527777778","8.79541527777778","71"
"","SM(d18:1/22:1)+H","1","1","0","1","1","1","0","1","1","8.3025375","8.6025375","110","","SM(d18:1/22:1)+H"," 8.528730"," 8.528730"," 0.000000"," 8.528730"," 8.528730"," 8.528730"," 0.000000"," 8.528730"," 8.528730","8.3025375","8.6025375","110","","SM(d18:1/22:1)+H","3","1","0","1","3","1","0","3","3","8.3025375","8.6025375","110","","SM(d18:1/22:1)+H","  558385.60","   3618.9650","      0.0","   3618.9650"," 10484.4700","  4046.7120","     0.0000","1.568560e+07"," 210819.400","8.3025375","8.6025375","110","","SM(d18:1/22:1)+H","785.6542","602.5882","  0.0000","602.5882","584.5773","264.2687","  0.0000","184.0735","86.09653","8.3025375","8.6025375","110","","SM(d18:1/22:1)+H","785.65317","602.58713","726.57963","602.58705","584.57647","264.268545","318.315485","184.07332","86.09648","8.3025375","8.6025375","110"
"","SM(d18:1/23:0)+H","1","1","0","1","1","1","0","1","1","9.9505958333333","10.2505958333333","83","","SM(d18:1/23:0)+H","10.128260","10.128260"," 0.000000","10.128260","10.128260","10.128260"," 0.000000","10.128260","10.128260","9.9505958333333","10.2505958333333","83","","SM(d18:1/23:0)+H","2","1","0","1","2","2","0","2","2","9.9505958333333","10.2505958333333","83","","SM(d18:1/23:0)+H"," 1614663.00","   8167.6810","      0.0","   8167.6810"," 12014.2200"," 45200.0800","     0.0000","5.120121e+07"," 523753.500","9.9505958333333","10.2505958333333","83","","SM(d18:1/23:0)+H","801.6850","618.6181","  0.0000","618.6181","600.6078","264.2689","  0.0000","184.0734","86.09648","9.9505958333333","10.2505958333333","83","","SM(d18:1/23:0)+H","801.68447","618.61843","742.61093","618.61835","600.60777","264.268545","334.346785","184.07332","86.09648","9.9505958333333","10.2505958333333","83"
"","SM(d18:1/24:0)+H","1","1","0","1","1","1","0","1","1","10.4113458333333","10.7113458333333","56","","SM(d18:1/24:0)+H","10.605660","10.605660"," 0.000000","10.605660","10.605660","10.605660"," 0.000000","10.605660","10.605660","10.4113458333333","10.7113458333333","56","","SM(d18:1/24:0)+H","2","2","0","2","2","2","0","2","2","10.4113458333333","10.7113458333333","56","","SM(d18:1/24:0)+H"," 2258908.00","  10699.8900","      0.0","  10699.8900"," 34580.5900"," 53951.1900","     0.0000","7.111887e+07"," 760681.600","10.4113458333333","10.7113458333333","56","","SM(d18:1/24:0)+H","815.7004","632.6327","  0.0000","632.6327","614.6239","264.2686","  0.0000","184.0733","86.09644","10.4113458333333","10.7113458333333","56","","SM(d18:1/24:0)+H","815.70007","632.63403","756.62653","632.63395","614.62337","264.268545","348.362385","184.07332","86.09648","10.4113458333333","10.7113458333333","56"
"","SM(d18:1/24:0)+H","1","1","0","1","1","1","0","1","1","10.224875","10.524875","9104","","SM(d18:1/24:0)+H","10.481080","10.481080"," 0.000000","10.481080","10.481080","10.481080"," 0.000000","10.481080","10.481080","10.224875","10.524875","9104","","SM(d18:1/24:0)+H","2","1","0","1","2","1","0","2","2","10.224875","10.524875","9104","","SM(d18:1/24:0)+H","  348025.00","   1457.2020","      0.0","   1457.2020","  4921.5180","  7386.9350","     0.0000","1.049136e+07","  95220.180","10.224875","10.524875","9104","","SM(d18:1/24:0)+H","815.7014","632.6323","  0.0000","632.6323","614.6237","264.2688","  0.0000","184.0736","86.09657","10.224875","10.524875","9104","","SM(d18:1/24:0)+H","815.70007","632.63403","756.62653","632.63395","614.62337","264.268545","348.362385","184.07332","86.09648","10.224875","10.524875","9104"
"","SM(d18:1/24:1)+H","1","1","0","1","1","1","0","1","1","9.37188472222222","9.67188472222222","36","","SM(d18:1/24:1)+H"," 9.577485"," 9.577485"," 0.000000"," 9.577485"," 9.577485"," 9.577485"," 0.000000"," 9.577485"," 9.577485","9.37188472222222","9.67188472222222","36","","SM(d18:1/24:1)+H","2","2","0","2","2","2","0","2","2","9.37188472222222","9.67188472222222","36","","SM(d18:1/24:1)+H"," 3061842.00","  21068.1500","      0.0","  21068.1500"," 48084.7400"," 69801.3900","     0.0000","9.877166e+07","1014226.000","9.37188472222222","9.67188472222222","36","","SM(d18:1/24:1)+H","813.6851","630.6190","  0.0000","630.6190","612.6080","264.2688","  0.0000","184.0734","86.09649","9.37188472222222","9.67188472222222","36","","SM(d18:1/24:1)+H","813.68447","630.61843","754.61093","630.61835","612.60777","264.268545","346.346785","184.07332","86.09648","9.37188472222222","9.67188472222222","36"
"","SM(d18:1/24:1)+H","1","1","0","1","1","1","0","1","1","9.18300138888889","9.48300138888889","12657","","SM(d18:1/24:1)+H"," 9.453085"," 9.453085"," 0.000000"," 9.453085"," 9.453085"," 9.453085"," 0.000000"," 9.453085"," 9.453085","9.18300138888889","9.48300138888889","12657","","SM(d18:1/24:1)+H","2","1","0","1","2","2","0","2","2","9.18300138888889","9.48300138888889","12657","","SM(d18:1/24:1)+H","  460938.80","   1087.5250","      0.0","   1087.5250","  7017.5880"," 11383.2600","     0.0000","1.452577e+07"," 146257.300","9.18300138888889","9.48300138888889","12657","","SM(d18:1/24:1)+H","813.6853","630.6187","  0.0000","630.6187","612.6091","264.2689","  0.0000","184.0734","86.09653","9.18300138888889","9.48300138888889","12657","","SM(d18:1/24:1)+H","813.68447","630.61843","754.61093","630.61835","612.60777","264.268545","346.346785","184.07332","86.09648","9.18300138888889","9.48300138888889","12657"
"","SM(d18:1/25:0)+H","1","0","0","0","0","1","0","1","1","10.8647777777778","11.1647777777778","763","","SM(d18:1/25:0)+H","10.882670"," 0.000000"," 0.000000"," 0.000000","11.059900","11.059900"," 0.000000","10.882670","10.882670","10.8647777777778","11.1647777777778","763","","SM(d18:1/25:0)+H","2","0","0","0","1","1","0","2","2","10.8647777777778","11.1647777777778","763","","SM(d18:1/25:0)+H","  111650.60","      0.0000","      0.0","      0.0000","   813.7789","  3520.1490","     0.0000","2.530519e+06","  22002.870","10.8647777777778","11.1647777777778","763","","SM(d18:1/25:0)+H","829.7175","  0.0000","  0.0000","  0.0000","628.6396","264.2689","  0.0000","184.0736","86.09660","10.8647777777778","11.1647777777778","763","","SM(d18:1/25:0)+H","829.71577","646.64973","770.64223","646.64965","628.63907","264.268545","362.378085","184.07332","86.09648","10.8647777777778","11.1647777777778","763"
"","SM(d18:2/16:0)+H","1","1","0","1","1","1","0","1","1","4.88641666666667","5.18641666666667","70","","SM(d18:2/16:0)+H"," 5.058272"," 5.058272"," 0.000000"," 5.058272"," 5.058272"," 5.058272"," 0.000000"," 5.058272"," 5.058272","4.88641666666667","5.18641666666667","70","","SM(d18:2/16:0)+H","2","2","0","2","2","2","0","2","2","4.88641666666667","5.18641666666667","70","","SM(d18:2/16:0)+H"," 1655628.00","   9491.2740","      0.0","   9491.2740"," 20435.7500"," 38041.9800","     0.0000","5.345461e+07"," 508438.800","4.88641666666667","5.18641666666667","70","","SM(d18:2/16:0)+H","701.5598","518.4933","  0.0000","518.4933","500.4832","262.2530","  0.0000","184.0734","86.09646","4.88641666666667","5.18641666666667","70","","SM(d18:2/16:0)+H","701.55917","518.49313","642.48563","518.49305","500.48247","262.252845","236.237185","184.07332","86.09648","4.88641666666667","5.18641666666667","70"
"","SM(d18:2/17:0)+H","1","0","0","0","1","1","0","1","1","5.46108888888889","5.76108888888889","821","","SM(d18:2/17:0)+H"," 5.608754"," 0.000000"," 0.000000"," 0.000000"," 5.608754"," 5.608754"," 0.000000"," 5.608754"," 5.608754","5.46108888888889","5.76108888888889","821","","SM(d18:2/17:0)+H","1","0","0","0","1","1","0","1","1","5.46108888888889","5.76108888888889","821","","SM(d18:2/17:0)+H","   81003.22","      0.0000","      0.0","      0.0000","  1095.6670","  1312.8540","     0.0000","1.811700e+06","  12721.230","5.46108888888889","5.76108888888889","821","","SM(d18:2/17:0)+H","715.5760","  0.0000","  0.0000","  0.0000","514.4996","262.2535","  0.0000","184.0736","86.09660","5.46108888888889","5.76108888888889","821","","SM(d18:2/17:0)+H","715.57487","532.50883","656.50133","532.50875","514.49817","262.252845","250.252885","184.07332","86.09648","5.46108888888889","5.76108888888889","821"
"","SM(d18:2/18:0)+H","1","1","0","1","1","1","1","1","1","6.09383333333333","6.39383333333333","103","","SM(d18:2/18:0)+H"," 6.317717"," 6.317717"," 0.000000"," 6.317717"," 6.317717"," 6.317717"," 6.317717"," 6.317717"," 6.317717","6.09383333333333","6.39383333333333","103","","SM(d18:2/18:0)+H","2","2","0","2","2","2","1","2","2","6.09383333333333","6.39383333333333","103","","SM(d18:2/18:0)+H","  597468.90","   4678.7300","      0.0","   4678.7300"," 10135.7600"," 13328.9400","  4061.5380","1.838123e+07"," 166298.200","6.09383333333333","6.39383333333333","103","","SM(d18:2/18:0)+H","729.5911","546.5250","  0.0000","546.5250","528.5145","262.2529","264.2686","184.0734","86.09648","6.09383333333333","6.39383333333333","103","","SM(d18:2/18:0)+H","729.59047","546.52443","670.51693","546.52435","528.51377","262.252845","264.268485","184.07332","86.09648","6.09383333333333","6.39383333333333","103"
"","SM(d18:2/18:1)+H","1","0","0","0","1","1","1","1","1","4.99308333333333","5.29308333333333","236","","SM(d18:2/18:1)+H"," 5.205146"," 5.048461"," 0.000000"," 5.048461"," 5.205146"," 5.048461"," 5.048461"," 5.205146"," 5.048461","4.99308333333333","5.29308333333333","236","","SM(d18:2/18:1)+H","2","1","0","1","2","2","2","2","2","4.99308333333333","5.29308333333333","236","","SM(d18:2/18:1)+H","  266358.20","    850.4307","      0.0","    850.4307","  4179.6520","  6043.6430","  6043.6430","7.595603e+06","  68666.680","4.99308333333333","5.29308333333333","236","","SM(d18:2/18:1)+H","727.5765","544.5096","  0.0000","544.5096","526.4996","262.2536","262.2536","184.0737","86.09662","4.99308333333333","5.29308333333333","236","","SM(d18:2/18:1)+H","727.57487","544.50883","668.50133","544.50875","526.49817","262.252845","262.252885","184.07332","86.09648","4.99308333333333","5.29308333333333","236"
"","SM(d18:2/18:1)+H","1","0","0","0","1","1","1","1","1","5.00114722222222","5.30114722222222","12645","","SM(d18:2/18:1)+H"," 5.205146"," 5.048461"," 0.000000"," 5.048461"," 5.205146"," 5.048461"," 5.048461"," 5.205146"," 5.048461","5.00114722222222","5.30114722222222","12645","","SM(d18:2/18:1)+H","2","1","0","1","2","2","2","2","2","5.00114722222222","5.30114722222222","12645","","SM(d18:2/18:1)+H","  266358.20","    850.4307","      0.0","    850.4307","  4179.6520","  6043.6430","  6043.6430","7.595603e+06","  68666.680","5.00114722222222","5.30114722222222","12645","","SM(d18:2/18:1)+H","727.5765","544.5096","  0.0000","544.5096","526.4996","262.2536","262.2536","184.0737","86.09662","5.00114722222222","5.30114722222222","12645","","SM(d18:2/18:1)+H","727.57487","544.50883","668.50133","544.50875","526.49817","262.252845","262.252885","184.07332","86.09648","5.00114722222222","5.30114722222222","12645"
"","SM(d18:2/18:3)+H","1","1","1","1","0","1","0","1","1","4.75306527777778","5.05306527777778","530","","SM(d18:2/18:3)+H"," 4.889786"," 4.889786"," 4.889786"," 4.889786"," 0.000000"," 4.889786"," 0.000000"," 5.027733"," 4.889786","4.75306527777778","5.05306527777778","530","","SM(d18:2/18:3)+H","2","2","2","2","0","1","0","2","2","4.75306527777778","5.05306527777778","530","","SM(d18:2/18:3)+H","  842257.70"," 671690.4000"," 875884.6"," 671690.4000","     0.0000","  1087.5860","     0.0000","1.139671e+04"," 206623.900","4.75306527777778","5.05306527777778","530","","SM(d18:2/18:3)+H","723.5422","540.4761","664.4686","540.4761","  0.0000","262.2534","  0.0000","184.0736","86.09658","4.75306527777778","5.05306527777778","530","","SM(d18:2/18:3)+H","723.54357","540.47753","664.47003","540.47745","522.46687","262.252845","258.221585","184.07332","86.09648","4.75306527777778","5.05306527777778","530"
"","SM(d18:2/20:0)+H","1","1","0","1","1","1","0","1","1","7.34455416666667","7.64455416666667","166","","SM(d18:2/20:0)+H"," 7.495662"," 7.495662"," 0.000000"," 7.495662"," 7.495662"," 7.495662"," 0.000000"," 7.495662"," 7.495662","7.34455416666667","7.64455416666667","166","","SM(d18:2/20:0)+H","2","1","0","1","2","1","0","2","2","7.34455416666667","7.64455416666667","166","","SM(d18:2/20:0)+H","  674253.00","   6812.9490","      0.0","   6812.9490"," 12287.3800"," 16156.5300","     0.0000","2.182261e+07"," 188414.600","7.34455416666667","7.64455416666667","166","","SM(d18:2/20:0)+H","757.6222","574.5558","  0.0000","574.5558","556.5456","262.2526","  0.0000","184.0734","86.09646","7.34455416666667","7.64455416666667","166","","SM(d18:2/20:0)+H","757.62177","574.55573","698.54823","574.55565","556.54507","262.252845","292.299785","184.07332","86.09648","7.34455416666667","7.64455416666667","166"
"","SM(d18:2/21:0)+H","1","0","0","0","1","1","0","1","1","7.9415","8.2415","471","","SM(d18:2/21:0)+H"," 8.130595"," 0.000000"," 0.000000"," 0.000000"," 8.130595"," 8.130595"," 0.000000"," 8.130595"," 8.130595","7.9415","8.2415","471","","SM(d18:2/21:0)+H","1","0","0","0","1","1","0","1","1","7.9415","8.2415","471","","SM(d18:2/21:0)+H","  156101.30","      0.0000","      0.0","      0.0000","  1325.2610","  1368.1510","     0.0000","5.074831e+06","  41245.700","7.9415","8.2415","471","","SM(d18:2/21:0)+H","771.6377","  0.0000","  0.0000","  0.0000","570.5615","262.2529","  0.0000","184.0734","86.09647","7.9415","8.2415","471","","SM(d18:2/21:0)+H","771.63747","588.57143","712.56393","588.57135","570.56077","262.252845","306.315485","184.07332","86.09648","7.9415","8.2415","471"
"","SM(d18:2/22:0)+H","1","1","0","1","1","1","0","1","1","8.49541527777778","8.79541527777778","71","","SM(d18:2/22:0)+H"," 8.645359"," 8.645359"," 0.000000"," 8.645359"," 8.645359"," 8.645359"," 0.000000"," 8.645359"," 8.645359","8.49541527777778","8.79541527777778","71","","SM(d18:2/22:0)+H","4","3","0","3","4","3","0","4","4","8.49541527777778","8.79541527777778","71","","SM(d18:2/22:0)+H"," 2727073.00","   5739.4620","      0.0","   5739.4620"," 34254.2100"," 64247.7000","     0.0000","8.676488e+07"," 982715.300","8.49541527777778","8.79541527777778","71","","SM(d18:2/22:0)+H","785.6533","602.5873","  0.0000","602.5873","584.5766","262.2529","  0.0000","184.0733","86.09643","8.49541527777778","8.79541527777778","71","","SM(d18:2/22:0)+H","785.65307","602.58703","726.57953","602.58695","584.57637","262.252845","320.331085","184.07332","86.09648","8.49541527777778","8.79541527777778","71"
"","SM(d18:2/22:0)+H","1","1","0","1","1","1","0","1","1","8.3025375","8.6025375","110","","SM(d18:2/22:0)+H"," 8.528730"," 8.528730"," 0.000000"," 8.528730"," 8.528730"," 8.575466"," 0.000000"," 8.528730"," 8.528730","8.3025375","8.6025375","110","","SM(d18:2/22:0)+H","3","1","0","1","3","1","0","3","3","8.3025375","8.6025375","110","","SM(d18:2/22:0)+H","  558385.60","   3618.9650","      0.0","   3618.9650"," 10484.4700","  8695.4540","     0.0000","1.568560e+07"," 210819.400","8.3025375","8.6025375","110","","SM(d18:2/22:0)+H","785.6542","602.5882","  0.0000","602.5882","584.5773","262.2531","  0.0000","184.0735","86.09653","8.3025375","8.6025375","110","","SM(d18:2/22:0)+H","785.65307","602.58703","726.57953","602.58695","584.57637","262.252845","320.331085","184.07332","86.09648","8.3025375","8.6025375","110"
"","SM(d18:2/23:0)+H","1","1","0","1","1","1","0","1","1","9.03790972222222","9.33790972222222","132","","SM(d18:2/23:0)+H"," 9.161263"," 9.161263"," 0.000000"," 9.161263"," 9.161263"," 9.161263"," 0.000000"," 9.161263"," 9.161263","9.03790972222222","9.33790972222222","132","","SM(d18:2/23:0)+H","3","2","0","2","3","2","0","3","3","9.03790972222222","9.33790972222222","132","","SM(d18:2/23:0)+H","  749775.30","   5686.1320","      0.0","   5686.1320"," 12294.7400"," 20001.9300","     0.0000","2.495406e+07"," 245784.100","9.03790972222222","9.33790972222222","132","","SM(d18:2/23:0)+H","799.6701","616.6040","  0.0000","616.6040","598.5930","262.2529","  0.0000","184.0735","86.09655","9.03790972222222","9.33790972222222","132","","SM(d18:2/23:0)+H","799.66877","616.60273","740.59523","616.60265","598.59207","262.252845","334.346785","184.07332","86.09648","9.03790972222222","9.33790972222222","132"
