"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","CE","[M+NH4]+","Cholesterol","Exper_CholFrag1","CholFrag2","CholFrag3","CholFrag4","CholFrag5","HiInt_CholFrag6","CholFrag7","RT_min","RT_max","Comment","RT at Max Intensity","CE","[M+NH4]+","Cholesterol","Exper_CholFrag1","CholFrag2","CholFrag3","CholFrag4","CholFrag5","HiInt_CholFrag6","CholFrag7","RT_min","RT_max","Comment","Number of Scans","CE","[M+NH4]+","Cholesterol","Exper_CholFrag1","CholFrag2","CholFrag3","CholFrag4","CholFrag5","HiInt_CholFrag6","CholFrag7","RT_min","RT_max","Comment","Max Intensity","CE","[M+NH4]+","Cholesterol","Exper_CholFrag1","CholFrag2","CholFrag3","CholFrag4","CholFrag5","HiInt_CholFrag6","CholFrag7","RT_min","RT_max","Comment","Average m/z","CE","[M+NH4]+","Cholesterol","Exper_CholFrag1","CholFrag2","CholFrag3","CholFrag4","CholFrag5","HiInt_CholFrag6","CholFrag7","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","CE","[M+NH4]+","Cholesterol","Exper_CholFrag1","CholFrag2","CholFrag3","CholFrag4","CholFrag5","HiInt_CholFrag6","CholFrag7","RT_min","RT_max","Comment"
"","CE(16:0)+NH4","0","1","1","1","1","1","1","1","1","14.2075652777778","14.5075652777778","416","","CE(16:0)+NH4","0","14.37966","14.37966","14.37966","14.37966","14.37966","14.37966","14.37966","14.37966","14.2075652777778","14.5075652777778","416","","CE(16:0)+NH4","0","1","1","1","1","1","1","1","1","14.2075652777778","14.5075652777778","416","","CE(16:0)+NH4","0"," 1974002","  8414.311","  43257.95","  81023.08","  70571.32"," 140084.7"," 126619.0"," 114556.0","14.2075652777778","14.5075652777778","416","","CE(16:0)+NH4","0","369.3520","313.2891","287.2736","243.2110","175.1484","161.1327","147.1170","135.1170","14.2075652777778","14.5075652777778","416","","CE(16:0)+NH4","642.618305","369.3511","313.2885","287.2728","243.2103","175.1479","161.1322","147.1166","135.1166","14.2075652777778","14.5075652777778","416"
"","CE(18:1)+NH4","0","1","1","1","1","1","1","1","1","14.1971833333333","14.4971833333333","111","","CE(18:1)+NH4","0","14.31727","14.31727","14.31727","14.31727","14.31727","14.31727","14.31727","14.31727","14.1971833333333","14.4971833333333","111","","CE(18:1)+NH4","0","2","2","2","2","2","2","2","2","14.1971833333333","14.4971833333333","111","","CE(18:1)+NH4","0","10798820"," 58022.950"," 269011.00"," 495646.00"," 469063.30"," 984197.8"," 847331.8"," 726985.3","14.1971833333333","14.4971833333333","111","","CE(18:1)+NH4","0","369.3518","313.2892","287.2734","243.2108","175.1483","161.1325","147.1169","135.1169","14.1971833333333","14.4971833333333","111","","CE(18:1)+NH4","668.633955","369.3511","313.2885","287.2728","243.2103","175.1479","161.1322","147.1166","135.1166","14.1971833333333","14.4971833333333","111"
"","CE(18:2)+NH4","0","1","1","1","1","1","1","1","1","13.5932125","13.8932125","24","","CE(18:2)+NH4","0","13.75294","13.75294","13.75294","13.75294","13.75294","13.75294","13.75294","13.75294","13.5932125","13.8932125","24","","CE(18:2)+NH4","0","2","2","2","2","2","2","2","2","13.5932125","13.8932125","24","","CE(18:2)+NH4","0","73362180","369828.300","1725383.00","3407020.00","3260682.00","6357606.0","5638315.0","5002198.0","13.5932125","13.8932125","24","","CE(18:2)+NH4","0","369.3517","313.2890","287.2733","243.2108","175.1483","161.1325","147.1169","135.1169","13.5932125","13.8932125","24","","CE(18:2)+NH4","666.618305","369.3511","313.2885","287.2728","243.2103","175.1479","161.1322","147.1166","135.1166","13.5932125","13.8932125","24"
"","CE(18:3)+NH4","0","1","1","1","1","1","1","1","1","13.0169736111111","13.3169736111111","218","","CE(18:3)+NH4","0","13.18423","13.18423","13.18423","13.18423","13.18423","13.18423","13.18423","13.18423","13.0169736111111","13.3169736111111","218","","CE(18:3)+NH4","0","1","1","1","1","1","1","1","1","13.0169736111111","13.3169736111111","218","","CE(18:3)+NH4","0"," 5225953"," 25298.850"," 113869.40"," 232248.10"," 223258.00"," 421469.5"," 368789.2"," 313177.8","13.0169736111111","13.3169736111111","218","","CE(18:3)+NH4","0","369.3518","313.2890","287.2734","243.2109","175.1483","161.1326","147.1169","135.1169","13.0169736111111","13.3169736111111","218","","CE(18:3)+NH4","664.602655","369.3511","313.2885","287.2728","243.2103","175.1479","161.1322","147.1166","135.1166","13.0169736111111","13.3169736111111","218"
"","CE(20:3)+NH4","0","1","1","1","1","1","1","1","1","13.6888430555556","13.9888430555556","191","","CE(20:3)+NH4","0","13.81749","13.81749","13.81749","13.81749","13.81749","13.81749","13.81749","13.81749","13.6888430555556","13.9888430555556","191","","CE(20:3)+NH4","0","2","2","2","2","2","2","2","2","13.6888430555556","13.9888430555556","191","","CE(20:3)+NH4","0"," 5916975"," 25995.190"," 132875.30"," 266733.20"," 247221.70"," 492257.8"," 436489.7"," 369550.7","13.6888430555556","13.9888430555556","191","","CE(20:3)+NH4","0","369.3521","313.2893","287.2736","243.2111","175.1485","161.1327","147.1171","135.1171","13.6888430555556","13.9888430555556","191","","CE(20:3)+NH4","692.633955","369.3511","313.2885","287.2728","243.2103","175.1479","161.1322","147.1166","135.1166","13.6888430555556","13.9888430555556","191"
"","CE(20:4)+NH4","0","1","1","1","1","1","1","1","1","13.2103736111111","13.5103736111111","52","","CE(20:4)+NH4","0","13.37539","13.37539","13.37539","13.37539","13.37539","13.37539","13.37539","13.37539","13.2103736111111","13.5103736111111","52","","CE(20:4)+NH4","0","1","1","1","1","1","1","1","1","13.2103736111111","13.5103736111111","52","","CE(20:4)+NH4","0","40296340","219287.700"," 924352.90","1802427.00","1760219.00","3519860.0","3043721.0","2639317.0","13.2103736111111","13.5103736111111","52","","CE(20:4)+NH4","0","369.3516","313.2890","287.2733","243.2108","175.1482","161.1325","147.1169","135.1169","13.2103736111111","13.5103736111111","52","","CE(20:4)+NH4","690.618305","369.3511","313.2885","287.2728","243.2103","175.1479","161.1322","147.1166","135.1166","13.2103736111111","13.5103736111111","52"
"","CE(20:5)+NH4","0","1","1","1","1","1","1","1","1","12.6259430555556","12.9259430555556","202","","CE(20:5)+NH4","0","12.82638","12.82638","12.82638","12.82638","12.82638","12.82638","12.82638","12.82638","12.6259430555556","12.9259430555556","202","","CE(20:5)+NH4","0","1","1","1","1","1","1","1","1","12.6259430555556","12.9259430555556","202","","CE(20:5)+NH4","0"," 3666989"," 16829.680","  70160.57"," 139871.50"," 128685.70"," 269403.4"," 229910.7"," 198003.1","12.6259430555556","12.9259430555556","202","","CE(20:5)+NH4","0","369.3524","313.2897","287.2739","243.2113","175.1486","161.1328","147.1172","135.1172","12.6259430555556","12.9259430555556","202","","CE(20:5)+NH4","688.602655","369.3511","313.2885","287.2728","243.2103","175.1479","161.1322","147.1166","135.1166","12.6259430555556","12.9259430555556","202"
"","CE(22:6)+NH4","0","1","1","1","1","1","1","1","1","12.88635","13.18635","224","","CE(22:6)+NH4","0","13.05645","13.05645","13.05645","13.05645","13.05645","13.05645","13.05645","13.05645","12.88635","13.18635","224","","CE(22:6)+NH4","0","1","1","1","1","1","1","1","1","12.88635","13.18635","224","","CE(22:6)+NH4","0"," 5214592"," 23342.740"," 115636.30"," 220076.10"," 214380.30"," 428510.2"," 376858.9"," 331363.3","12.88635","13.18635","224","","CE(22:6)+NH4","0","369.3518","313.2891","287.2734","243.2109","175.1483","161.1326","147.1169","135.1169","12.88635","13.18635","224","","CE(22:6)+NH4","714.618305","369.3511","313.2885","287.2728","243.2103","175.1479","161.1322","147.1166","135.1166","12.88635","13.18635","224"
