"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PG","[M+NH4]+","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","RT at Max Intensity","PG","[M+NH4]+","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Number of Scans","PG","[M+NH4]+","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Max Intensity","PG","[M+NH4]+","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Average m/z","PG","[M+NH4]+","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PG","[M+NH4]+","NL_head&H2O","NL_T1_RCOOH","NL_T2_RCOOH","T1_RCO+","T2_RCO+","T1RCOO+58","T2RCOO+58","RT_min","RT_max","Comment"
"","PG(14:0_14:0)+NH4","0","1","1","1","1","1","1","1","4.09877222222222","4.39877222222222","171","","PG(14:0_14:0)+NH4","0.000000","4.258391","4.258391","4.258391","4.258391","4.258391","4.258391","4.258391","4.09877222222222","4.39877222222222","171","","PG(14:0_14:0)+NH4","0","2","1","1","2","2","2","2","4.09877222222222","4.39877222222222","171","","PG(14:0_14:0)+NH4","    0.000"," 8996515","5320.057","5320.057","439827.8000","439827.800","362251.900","362251.90","4.09877222222222","4.39877222222222","171","","PG(14:0_14:0)+NH4","  0.0000","495.4412","439.2450","439.2450","211.2058","211.2058","285.2426","285.2426","4.09877222222222","4.39877222222222","171","","PG(14:0_14:0)+NH4","684.48106","495.440827","439.245586","439.245586","211.20565","211.20565","285.24243","285.24243","4.09877222222222","4.39877222222222","171"
"","PG(16:0_18:0)+NH4","0","1","0","0","0","1","0","1","7.82195138888889","8.12195138888889","117","","PG(16:0_18:0)+NH4","0.000000","8.022025","0.000000","0.000000","0.000000","8.022025","0.000000","8.022025","7.82195138888889","8.12195138888889","117","","PG(16:0_18:0)+NH4","0","1","0","0","0","1","0","1","7.82195138888889","8.12195138888889","117","","PG(16:0_18:0)+NH4","    0.000","11731470","   0.000","   0.000","     0.0000","  1093.562","     0.000"," 41302.64","7.82195138888889","8.12195138888889","117","","PG(16:0_18:0)+NH4","  0.0000","579.5350","  0.0000","  0.0000","  0.0000","267.2677","  0.0000","341.3053","7.82195138888889","8.12195138888889","117","","PG(16:0_18:0)+NH4","768.57496","579.534727","495.308186","467.276886","239.23695","267.26825","313.27373","341.30503","7.82195138888889","8.12195138888889","117"
"","PG(17:0_17:0)+NH4","0","1","1","1","1","1","1","1","7.82195138888889","8.12195138888889","117","","PG(17:0_17:0)+NH4","0.000000","8.022025","8.022025","8.022025","8.022025","8.022025","8.022025","8.022025","7.82195138888889","8.12195138888889","117","","PG(17:0_17:0)+NH4","0","1","1","1","1","1","1","1","7.82195138888889","8.12195138888889","117","","PG(17:0_17:0)+NH4","    0.000","11731470","7057.937","7057.937","419626.7000","419626.700","568216.100","568216.10","7.82195138888889","8.12195138888889","117","","PG(17:0_17:0)+NH4","  0.0000","579.5350","481.2939","481.2939","253.2527","253.2527","327.2895","327.2895","7.82195138888889","8.12195138888889","117","","PG(17:0_17:0)+NH4","768.57506","579.534827","481.292586","481.292586","253.25265","253.25265","327.28943","327.28943","7.82195138888889","8.12195138888889","117"
