"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","CoQ","[M+NH4]+","M-Q","C11H17","C8H13","RT_min","RT_max","Comment","RT at Max Intensity","CoQ","[M+NH4]+","M-Q","C11H17","C8H13","RT_min","RT_max","Comment","Number of Scans","CoQ","[M+NH4]+","M-Q","C11H17","C8H13","RT_min","RT_max","Comment","Max Intensity","CoQ","[M+NH4]+","M-Q","C11H17","C8H13","RT_min","RT_max","Comment","Average m/z","CoQ","[M+NH4]+","M-Q","C11H17","C8H13","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","CoQ","[M+NH4]+","M-Q","C11H17","C8H13","RT_min","RT_max","Comment"
"","Co(Q10)+NH4","0","1","1","1","12.2886694444444","12.5886694444444","207","","Co(Q10)+NH4"," 0.000000","12.468","12.468000","12.468000","12.2886694444444","12.5886694444444","207","","Co(Q10)+NH4","0","1","1","1","12.2886694444444","12.5886694444444","207","","Co(Q10)+NH4","      0.0","3251083","445052.40","598589.6","12.2886694444444","12.5886694444444","207","","Co(Q10)+NH4","  0.0000","197.0809","149.1326","109.1013","12.2886694444444","12.5886694444444","207","","Co(Q10)+NH4","880.71775","197.0808","149.1324","109.1012","12.2886694444444","12.5886694444444","207"
