"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer_AP","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer_AP","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment","Number of Scans","Cer_AP","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment","Max Intensity","Cer_AP","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment","Average m/z","Cer_AP","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer_AP","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment"
"","Cer_AP(t17:0/27:1)-H",0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer_AP(t17:0/27:1)-H",0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer_AP(t17:0/27:1)-H",0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer_AP(t17:0/27:1)-H",0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer_AP(t17:0/27:1)-H",0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer_AP(t17:0/27:1)-H","708.65115","478.42605","423.38495","377.37945","211.20615","11.5306954545455","11.8306954545455","2733"
"","Cer_AP(t17:0/27:2)-H",0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer_AP(t17:0/27:2)-H",0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer_AP(t17:0/27:2)-H",0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer_AP(t17:0/27:2)-H",0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer_AP(t17:0/27:2)-H",0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer_AP(t17:0/27:2)-H","706.63545","476.41045","421.36925","375.36385","211.20615","10.4557772727273","10.7557772727273","1755"
"","Cer_AP(t17:0/28:0)-H",0,0,0,0,0,"12.1783683333333","12.4783683333333","3694","","Cer_AP(t17:0/28:0)-H",0,0,0,0,0,"12.1783683333333","12.4783683333333","3694","","Cer_AP(t17:0/28:0)-H",0,0,0,0,0,"12.1783683333333","12.4783683333333","3694","","Cer_AP(t17:0/28:0)-H",0,0,0,0,0,"12.1783683333333","12.4783683333333","3694","","Cer_AP(t17:0/28:0)-H",0,0,0,0,0,"12.1783683333333","12.4783683333333","3694","","Cer_AP(t17:0/28:0)-H","724.68245","494.45735","439.41625","393.41075","211.20615","12.1783683333333","12.4783683333333","3694"
"","Cer_AP(t17:0/28:1)-H",0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer_AP(t17:0/28:1)-H",0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer_AP(t17:0/28:1)-H",0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer_AP(t17:0/28:1)-H",0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer_AP(t17:0/28:1)-H",0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer_AP(t17:0/28:1)-H","722.66685","492.44165","437.40055","391.39505","211.20615","11.9297696969697","12.2297696969697","759"
"","Cer_AP(t18:0/21:1)-H",0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer_AP(t18:0/21:1)-H",0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer_AP(t18:0/21:1)-H",0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer_AP(t18:0/21:1)-H",0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer_AP(t18:0/21:1)-H",0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer_AP(t18:0/21:1)-H","638.57285","394.33215","339.29105","293.28555","225.22185","9.27443484848485","9.57443484848485","1335"
"","Cer_AP(t18:0/22:1)-H",0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer_AP(t18:0/22:1)-H",0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer_AP(t18:0/22:1)-H",0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer_AP(t18:0/22:1)-H",0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer_AP(t18:0/22:1)-H",0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer_AP(t18:0/22:1)-H","652.58855","408.34775","353.30665","307.30115","225.22185","9.77759848484848","10.0775984848485","3025"
"","Cer_AP(t18:0/23:0)-H",0,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer_AP(t18:0/23:0)-H",0,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer_AP(t18:0/23:0)-H",0,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer_AP(t18:0/23:0)-H",0,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer_AP(t18:0/23:0)-H",0,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer_AP(t18:0/23:0)-H","668.61985","424.37905","369.33795","323.33245","225.22185","10.5709893939394","10.8709893939394","708"
"","Cer_AP(t18:0/23:1)-H",0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer_AP(t18:0/23:1)-H",0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer_AP(t18:0/23:1)-H",0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer_AP(t18:0/23:1)-H",0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer_AP(t18:0/23:1)-H",0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer_AP(t18:0/23:1)-H","666.60415","422.36345","367.32235","321.31685","225.22185","10.2572696969697","10.5572696969697","287"
"","Cer_AP(t18:0/23:2)-H",0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer_AP(t18:0/23:2)-H",0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer_AP(t18:0/23:2)-H",0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer_AP(t18:0/23:2)-H",0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer_AP(t18:0/23:2)-H",0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer_AP(t18:0/23:2)-H","664.58855","420.34775","365.30665","319.30115","225.22185","9.37739242424243","9.67739242424243","1330"
"","Cer_AP(t18:0/24:0)-H",0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer_AP(t18:0/24:0)-H",0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer_AP(t18:0/24:0)-H",0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer_AP(t18:0/24:0)-H",0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer_AP(t18:0/24:0)-H",0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer_AP(t18:0/24:0)-H","682.63545","438.39475","383.35365","337.34815","225.22185","11.0019590909091","11.3019590909091","863"
"","Cer_AP(t18:0/24:1)-H",1,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer_AP(t18:0/24:1)-H",10.8619,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer_AP(t18:0/24:1)-H",1,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer_AP(t18:0/24:1)-H",1057.556,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer_AP(t18:0/24:1)-H",680.6201,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer_AP(t18:0/24:1)-H","680.61985","436.37905","381.33795","335.33245","225.22185","10.6999696969697","10.9999696969697","227"
"","Cer_AP(t18:0/24:1)-H",0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer_AP(t18:0/24:1)-H",0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer_AP(t18:0/24:1)-H",0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer_AP(t18:0/24:1)-H",0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer_AP(t18:0/24:1)-H",0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer_AP(t18:0/24:1)-H","680.61985","436.37905","381.33795","335.33245","225.22185","10.5248181818182","10.8248181818182","1553"
"","Cer_AP(t18:0/24:2)-H",0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer_AP(t18:0/24:2)-H",0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer_AP(t18:0/24:2)-H",0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer_AP(t18:0/24:2)-H",0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer_AP(t18:0/24:2)-H",0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer_AP(t18:0/24:2)-H","678.60415","434.36345","379.32235","333.31685","225.22185","9.8607848484848","10.1607848484848","1372"
"","Cer_AP(t18:0/25:0)-H",0,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer_AP(t18:0/25:0)-H",0,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer_AP(t18:0/25:0)-H",0,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer_AP(t18:0/25:0)-H",0,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer_AP(t18:0/25:0)-H",0,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer_AP(t18:0/25:0)-H","696.65115","452.41045","397.36925","351.36385","225.22185","11.4208166666667","11.7208166666667","399"
"","Cer_AP(t18:0/25:1)-H",1,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer_AP(t18:0/25:1)-H",11.29021,0,0,11.29021,0,"11.1295590909091","11.4295590909091","108","","Cer_AP(t18:0/25:1)-H",1,0,0,1,0,"11.1295590909091","11.4295590909091","108","","Cer_AP(t18:0/25:1)-H",8007.366,0,0,845.0863,0,"11.1295590909091","11.4295590909091","108","","Cer_AP(t18:0/25:1)-H",694.6364,0,0,349.3473,0,"11.1295590909091","11.4295590909091","108","","Cer_AP(t18:0/25:1)-H","694.63545","450.39475","395.35365","349.34815","225.22185","11.1295590909091","11.4295590909091","108"
"","Cer_AP(t18:0/25:1)-H",0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer_AP(t18:0/25:1)-H",0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer_AP(t18:0/25:1)-H",0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer_AP(t18:0/25:1)-H",0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer_AP(t18:0/25:1)-H",0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer_AP(t18:0/25:1)-H","694.63545","450.39475","395.35365","349.34815","225.22185","10.5101439393939","10.8101439393939","1160"
"","Cer_AP(t18:0/25:1)-H",1,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer_AP(t18:0/25:1)-H",11.29021,0,0,11.29021,0,"11.0714060606061","11.3714060606061","3271","","Cer_AP(t18:0/25:1)-H",1,0,0,1,0,"11.0714060606061","11.3714060606061","3271","","Cer_AP(t18:0/25:1)-H",8007.366,0,0,845.0863,0,"11.0714060606061","11.3714060606061","3271","","Cer_AP(t18:0/25:1)-H",694.6364,0,0,349.3473,0,"11.0714060606061","11.3714060606061","3271","","Cer_AP(t18:0/25:1)-H","694.63545","450.39475","395.35365","349.34815","225.22185","11.0714060606061","11.3714060606061","3271"
"","Cer_AP(t18:0/25:2)-H",0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer_AP(t18:0/25:2)-H",10.4723,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer_AP(t18:0/25:2)-H",2,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer_AP(t18:0/25:2)-H",774.0684,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer_AP(t18:0/25:2)-H",692.62145,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer_AP(t18:0/25:2)-H","692.61985","448.37905","393.33795","347.33245","225.22185","10.3349015151515","10.6349015151515","366"
"","Cer_AP(t18:0/25:2)-H",0,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer_AP(t18:0/25:2)-H",10.4723,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer_AP(t18:0/25:2)-H",2,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer_AP(t18:0/25:2)-H",774.0684,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer_AP(t18:0/25:2)-H",692.62145,0,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer_AP(t18:0/25:2)-H","692.61985","448.37905","393.33795","347.33245","225.22185","10.1740090909091","10.4740090909091","470"
"","Cer_AP(t18:0/25:3)-H",0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer_AP(t18:0/25:3)-H",0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer_AP(t18:0/25:3)-H",0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer_AP(t18:0/25:3)-H",0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer_AP(t18:0/25:3)-H",0,0,0,0,0,"9.3155606060606","9.6155606060606","1495","","Cer_AP(t18:0/25:3)-H","690.60415","446.36345","391.32235","345.31685","225.22185","9.3155606060606","9.6155606060606","1495"
"","Cer_AP(t18:0/26:1)-H",0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer_AP(t18:0/26:1)-H",0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer_AP(t18:0/26:1)-H",0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer_AP(t18:0/26:1)-H",0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer_AP(t18:0/26:1)-H",0,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer_AP(t18:0/26:1)-H","708.65115","464.41045","409.36925","363.36385","225.22185","11.3712712121212","11.6712712121212","402"
"","Cer_AP(t18:0/26:1)-H",0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer_AP(t18:0/26:1)-H",0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer_AP(t18:0/26:1)-H",0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer_AP(t18:0/26:1)-H",0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer_AP(t18:0/26:1)-H",0,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer_AP(t18:0/26:1)-H","708.65115","464.41045","409.36925","363.36385","225.22185","11.5306954545455","11.8306954545455","2733"
"","Cer_AP(t18:0/26:2)-H",0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer_AP(t18:0/26:2)-H",0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer_AP(t18:0/26:2)-H",0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer_AP(t18:0/26:2)-H",0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer_AP(t18:0/26:2)-H",0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer_AP(t18:0/26:2)-H","706.63545","462.39475","407.35365","361.34815","225.22185","10.4557772727273","10.7557772727273","1755"
"","Cer_AP(t18:0/27:0)-H",0,0,0,0,0,"12.1783683333333","12.4783683333333","3694","","Cer_AP(t18:0/27:0)-H",0,0,0,0,0,"12.1783683333333","12.4783683333333","3694","","Cer_AP(t18:0/27:0)-H",0,0,0,0,0,"12.1783683333333","12.4783683333333","3694","","Cer_AP(t18:0/27:0)-H",0,0,0,0,0,"12.1783683333333","12.4783683333333","3694","","Cer_AP(t18:0/27:0)-H",0,0,0,0,0,"12.1783683333333","12.4783683333333","3694","","Cer_AP(t18:0/27:0)-H","724.68245","480.44165","425.40055","379.39505","225.22185","12.1783683333333","12.4783683333333","3694"
"","Cer_AP(t18:0/27:1)-H",0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer_AP(t18:0/27:1)-H",0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer_AP(t18:0/27:1)-H",0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer_AP(t18:0/27:1)-H",0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer_AP(t18:0/27:1)-H",0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer_AP(t18:0/27:1)-H","722.66685","478.42605","423.38495","377.37945","225.22185","11.9297696969697","12.2297696969697","759"
"","Cer_AP(t18:0/36:0)-H",0,0,0,0,0,"15.1353378787879","15.4353378787879","1451","","Cer_AP(t18:0/36:0)-H",0,0,0,0,0,"15.1353378787879","15.4353378787879","1451","","Cer_AP(t18:0/36:0)-H",0,0,0,0,0,"15.1353378787879","15.4353378787879","1451","","Cer_AP(t18:0/36:0)-H",0,0,0,0,0,"15.1353378787879","15.4353378787879","1451","","Cer_AP(t18:0/36:0)-H",0,0,0,0,0,"15.1353378787879","15.4353378787879","1451","","Cer_AP(t18:0/36:0)-H","850.82335","606.58255","551.54145","505.53595","225.22185","15.1353378787879","15.4353378787879","1451"
"","Cer_AP(t18:0/36:0)-H",0,0,0,0,0,"14.7103075757576","15.0103075757576","1902","","Cer_AP(t18:0/36:0)-H",0,0,0,0,0,"14.7103075757576","15.0103075757576","1902","","Cer_AP(t18:0/36:0)-H",0,0,0,0,0,"14.7103075757576","15.0103075757576","1902","","Cer_AP(t18:0/36:0)-H",0,0,0,0,0,"14.7103075757576","15.0103075757576","1902","","Cer_AP(t18:0/36:0)-H",0,0,0,0,0,"14.7103075757576","15.0103075757576","1902","","Cer_AP(t18:0/36:0)-H","850.82335","606.58255","551.54145","505.53595","225.22185","14.7103075757576","15.0103075757576","1902"
"","Cer_AP(t18:0/36:0)-H",0,0,0,0,0,"15.1195863636364","15.4195863636364","4139","","Cer_AP(t18:0/36:0)-H",0,0,0,0,0,"15.1195863636364","15.4195863636364","4139","","Cer_AP(t18:0/36:0)-H",0,0,0,0,0,"15.1195863636364","15.4195863636364","4139","","Cer_AP(t18:0/36:0)-H",0,0,0,0,0,"15.1195863636364","15.4195863636364","4139","","Cer_AP(t18:0/36:0)-H",0,0,0,0,0,"15.1195863636364","15.4195863636364","4139","","Cer_AP(t18:0/36:0)-H","850.82335","606.58255","551.54145","505.53595","225.22185","15.1195863636364","15.4195863636364","4139"
"","Cer_AP(t19:0/20:1)-H",0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer_AP(t19:0/20:1)-H",0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer_AP(t19:0/20:1)-H",0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer_AP(t19:0/20:1)-H",0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer_AP(t19:0/20:1)-H",0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer_AP(t19:0/20:1)-H","638.57285","380.31645","325.27535","279.26985","239.23755","9.27443484848485","9.57443484848485","1335"
"","Cer_AP(t19:0/21:1)-H",0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer_AP(t19:0/21:1)-H",0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer_AP(t19:0/21:1)-H",0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer_AP(t19:0/21:1)-H",0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer_AP(t19:0/21:1)-H",0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer_AP(t19:0/21:1)-H","652.58855","394.33215","339.29105","293.28555","239.23755","9.77759848484848","10.0775984848485","3025"
"","Cer_AP(t19:0/22:0)-H",0,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer_AP(t19:0/22:0)-H",0,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer_AP(t19:0/22:0)-H",0,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer_AP(t19:0/22:0)-H",0,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer_AP(t19:0/22:0)-H",0,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer_AP(t19:0/22:0)-H","668.61985","410.36345","355.32235","309.31685","239.23755","10.5709893939394","10.8709893939394","708"
"","Cer_AP(t19:0/22:1)-H",0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer_AP(t19:0/22:1)-H",0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer_AP(t19:0/22:1)-H",0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer_AP(t19:0/22:1)-H",0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer_AP(t19:0/22:1)-H",0,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer_AP(t19:0/22:1)-H","666.60415","408.34775","353.30665","307.30115","239.23755","10.2572696969697","10.5572696969697","287"
"","Cer_AP(t19:0/22:2)-H",0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer_AP(t19:0/22:2)-H",0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer_AP(t19:0/22:2)-H",0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer_AP(t19:0/22:2)-H",0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer_AP(t19:0/22:2)-H",0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer_AP(t19:0/22:2)-H","664.58855","406.33215","351.29105","305.28555","239.23755","9.37739242424243","9.67739242424243","1330"
"","Cer_AP(t19:0/23:0)-H",0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer_AP(t19:0/23:0)-H",0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer_AP(t19:0/23:0)-H",0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer_AP(t19:0/23:0)-H",0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer_AP(t19:0/23:0)-H",0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer_AP(t19:0/23:0)-H","682.63545","424.37905","369.33795","323.33245","239.23755","11.0019590909091","11.3019590909091","863"
"","Cer_AP(t19:0/23:1)-H",1,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer_AP(t19:0/23:1)-H",10.8619,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer_AP(t19:0/23:1)-H",1,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer_AP(t19:0/23:1)-H",1057.556,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer_AP(t19:0/23:1)-H",680.6201,0,0,0,0,"10.6999696969697","10.9999696969697","227","","Cer_AP(t19:0/23:1)-H","680.61985","422.36345","367.32235","321.31685","239.23755","10.6999696969697","10.9999696969697","227"
"","Cer_AP(t19:0/23:1)-H",0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer_AP(t19:0/23:1)-H",0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer_AP(t19:0/23:1)-H",0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer_AP(t19:0/23:1)-H",0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer_AP(t19:0/23:1)-H",0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer_AP(t19:0/23:1)-H","680.61985","422.36345","367.32235","321.31685","239.23755","10.5248181818182","10.8248181818182","1553"
"","Cer_AP(t19:0/23:2)-H",0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer_AP(t19:0/23:2)-H",0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer_AP(t19:0/23:2)-H",0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer_AP(t19:0/23:2)-H",0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer_AP(t19:0/23:2)-H",0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer_AP(t19:0/23:2)-H","678.60415","420.34775","365.30665","319.30115","239.23755","9.8607848484848","10.1607848484848","1372"
"","Cer_AP(t19:0/24:0)-H",0,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer_AP(t19:0/24:0)-H",0,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer_AP(t19:0/24:0)-H",0,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer_AP(t19:0/24:0)-H",0,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer_AP(t19:0/24:0)-H",0,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer_AP(t19:0/24:0)-H","696.65115","438.39475","383.35365","337.34815","239.23755","11.4208166666667","11.7208166666667","399"
"","Cer_AP(t19:0/24:1)-H",1,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer_AP(t19:0/24:1)-H",11.29021,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer_AP(t19:0/24:1)-H",1,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer_AP(t19:0/24:1)-H",8007.366,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer_AP(t19:0/24:1)-H",694.6364,0,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer_AP(t19:0/24:1)-H","694.63545","436.37905","381.33795","335.33245","239.23755","11.1295590909091","11.4295590909091","108"
"","Cer_AP(t19:0/24:1)-H",0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer_AP(t19:0/24:1)-H",0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer_AP(t19:0/24:1)-H",0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer_AP(t19:0/24:1)-H",0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer_AP(t19:0/24:1)-H",0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer_AP(t19:0/24:1)-H","694.63545","436.37905","381.33795","335.33245","239.23755","10.5101439393939","10.8101439393939","1160"
"","Cer_AP(t19:0/24:1)-H",1,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer_AP(t19:0/24:1)-H",11.29021,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer_AP(t19:0/24:1)-H",1,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer_AP(t19:0/24:1)-H",8007.366,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer_AP(t19:0/24:1)-H",694.6364,0,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer_AP(t19:0/24:1)-H","694.63545","436.37905","381.33795","335.33245","239.23755","11.0714060606061","11.3714060606061","3271"
"","Cer_AP(t19:0/24:2)-H",0,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer_AP(t19:0/24:2)-H",10.4723,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer_AP(t19:0/24:2)-H",2,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer_AP(t19:0/24:2)-H",774.0684,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer_AP(t19:0/24:2)-H",692.62145,0,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer_AP(t19:0/24:2)-H","692.61985","434.36345","379.32235","333.31685","239.23755","10.3349015151515","10.6349015151515","366"
