"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","OxPC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","RT at Max Intensity","OxPC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Number of Scans","OxPC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Max Intensity","OxPC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Average m/z","OxPC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","OxPC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment"
"","OxPC(22:2_15:2(COOH))+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.23912121212121","6.53912121212121","662","","OxPC(22:2_15:2(COOH))+HCO2",6.37818,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.23912121212121","6.53912121212121","662","","OxPC(22:2_15:2(COOH))+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.23912121212121","6.53912121212121","662","","OxPC(22:2_15:2(COOH))+HCO2",1177.938,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.23912121212121","6.53912121212121","662","","OxPC(22:2_15:2(COOH))+HCO2",870.5487,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.23912121212121","6.53912121212121","662","","OxPC(22:2_15:2(COOH))+HCO2","870.55022","810.52908","739.45558","492.23681","560.37217","474.22625","542.36161","224.06881","335.29557","267.16021","168.04314","152.99586","96.96964","78.95852","6.23912121212121","6.53912121212121","662"
"","OxPC(22:2_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.13399242424242","5.43399242424242","1492","","OxPC(22:2_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.13399242424242","5.43399242424242","1492","","OxPC(22:2_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.13399242424242","5.43399242424242","1492","","OxPC(22:2_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.13399242424242","5.43399242424242","1492","","OxPC(22:2_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.13399242424242","5.43399242424242","1492","","OxPC(22:2_15:3(COOH))+HCO2","868.53457","808.51343","737.43993","490.22116","560.37217","472.2106","542.36161","224.06881","335.29557","265.14456","168.04314","152.99586","96.96964","78.95852","5.13399242424242","5.43399242424242","1492"
"","OxPC(22:2_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.38814393939394","5.68814393939394","1627","","OxPC(22:2_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.38814393939394","5.68814393939394","1627","","OxPC(22:2_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.38814393939394","5.68814393939394","1627","","OxPC(22:2_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.38814393939394","5.68814393939394","1627","","OxPC(22:2_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.38814393939394","5.68814393939394","1627","","OxPC(22:2_15:3(COOH))+HCO2","868.53457","808.51343","737.43993","490.22116","560.37217","472.2106","542.36161","224.06881","335.29557","265.14456","168.04314","152.99586","96.96964","78.95852","5.38814393939394","5.68814393939394","1627"
"","OxPC(22:2_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.59400757575758","5.89400757575758","2606","","OxPC(22:2_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.59400757575758","5.89400757575758","2606","","OxPC(22:2_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.59400757575758","5.89400757575758","2606","","OxPC(22:2_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.59400757575758","5.89400757575758","2606","","OxPC(22:2_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.59400757575758","5.89400757575758","2606","","OxPC(22:2_15:3(COOH))+HCO2","868.53457","808.51343","737.43993","490.22116","560.37217","472.2106","542.36161","224.06881","335.29557","265.14456","168.04314","152.99586","96.96964","78.95852","5.59400757575758","5.89400757575758","2606"
"","OxPC(22:2_17:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.03525606060606","6.33525606060606","361","","OxPC(22:2_17:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.03525606060606","6.33525606060606","361","","OxPC(22:2_17:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.03525606060606","6.33525606060606","361","","OxPC(22:2_17:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.03525606060606","6.33525606060606","361","","OxPC(22:2_17:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.03525606060606","6.33525606060606","361","","OxPC(22:2_17:4(COOH))+HCO2","894.55022","834.52908","763.45558","516.23681","560.37217","498.22625","542.36161","224.06881","335.29557","291.16021","168.04314","152.99586","96.96964","78.95852","6.03525606060606","6.33525606060606","361"
"","OxPC(22:2_17:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.38873181818182","5.68873181818182","514","","OxPC(22:2_17:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.38873181818182","5.68873181818182","514","","OxPC(22:2_17:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.38873181818182","5.68873181818182","514","","OxPC(22:2_17:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.38873181818182","5.68873181818182","514","","OxPC(22:2_17:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.38873181818182","5.68873181818182","514","","OxPC(22:2_17:4(COOH))+HCO2","894.55022","834.52908","763.45558","516.23681","560.37217","498.22625","542.36161","224.06881","335.29557","291.16021","168.04314","152.99586","96.96964","78.95852","5.38873181818182","5.68873181818182","514"
"","OxPC(22:2_19:5(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.11446363636364","6.41446363636364","1852","","OxPC(22:2_19:5(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.11446363636364","6.41446363636364","1852","","OxPC(22:2_19:5(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.11446363636364","6.41446363636364","1852","","OxPC(22:2_19:5(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.11446363636364","6.41446363636364","1852","","OxPC(22:2_19:5(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.11446363636364","6.41446363636364","1852","","OxPC(22:2_19:5(COOH))+HCO2","920.56587","860.54473","789.47123","542.25246","560.37217","524.2419","542.36161","224.06881","335.29557","317.17586","168.04314","152.99586","96.96964","78.95852","6.11446363636364","6.41446363636364","1852"
"","OxPC(22:1_12:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(22:1_12:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(22:1_12:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(22:1_12:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(22:1_12:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(22:1_12:0(CHO))+HCO2","818.55529","758.53415","687.46065","438.22623","562.38782","420.21567","544.37726","224.06881","337.31122","213.14963","168.04314","152.99586","96.96964","78.95852","4.95413939393939","5.25413939393939","989"
"","OxPC(22:1_12:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(22:1_12:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(22:1_12:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(22:1_12:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(22:1_12:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(22:1_12:0(CHO))+HCO2","818.55529","758.53415","687.46065","438.22623","562.38782","420.21567","544.37726","224.06881","337.31122","213.14963","168.04314","152.99586","96.96964","78.95852","2.8667","3.1667","3179"
"","OxPC(22:1_5:0(COOH))+HCO2",1,0,0,0,0,0,0,0,0,0,0,1,0,0,"3.77912272727273","4.07912272727273","310","","OxPC(22:1_5:0(COOH))+HCO2",3.969057,0,0,0,0,0,0,0,0,0,0,3.969057,3.969057,0,"3.77912272727273","4.07912272727273","310","","OxPC(22:1_5:0(COOH))+HCO2",1,0,0,0,0,0,0,0,0,0,0,1,1,0,"3.77912272727273","4.07912272727273","310","","OxPC(22:1_5:0(COOH))+HCO2",11127.61,0,0,0,0,0,0,0,0,0,0,5621.123,605.599,0,"3.77912272727273","4.07912272727273","310","","OxPC(22:1_5:0(COOH))+HCO2",736.4424,0,0,0,0,0,0,0,0,0,0,152.9958,96.96992,0,"3.77912272727273","4.07912272727273","310","","OxPC(22:1_5:0(COOH))+HCO2","736.44066","676.41952","605.34602","356.1116","562.38782","338.10104","544.37726","224.06881","337.31122","131.035","168.04314","152.99586","96.96964","78.95852","3.77912272727273","4.07912272727273","310"
"","OxPC(22:1_6:0(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxPC(22:1_6:0(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxPC(22:1_6:0(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxPC(22:1_6:0(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxPC(22:1_6:0(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxPC(22:1_6:0(COOH))+HCO2","750.45631","690.43517","619.36167","370.12725","562.38782","352.11669","544.37726","224.06881","337.31122","145.05065","168.04314","152.99586","96.96964","78.95852","4.23709393939394","4.53709393939394","1287"
"","OxPC(22:1_13:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570151515152","6.27570151515152","2848","","OxPC(22:1_13:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570151515152","6.27570151515152","2848","","OxPC(22:1_13:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570151515152","6.27570151515152","2848","","OxPC(22:1_13:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570151515152","6.27570151515152","2848","","OxPC(22:1_13:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570151515152","6.27570151515152","2848","","OxPC(22:1_13:2(COOH))+HCO2","844.53457","784.51343","713.43993","464.20551","562.38782","446.19495","544.37726","224.06881","337.31122","239.12891","168.04314","152.99586","96.96964","78.95852","5.97570151515152","6.27570151515152","2848"
"","OxPC(22:1_13:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxPC(22:1_13:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxPC(22:1_13:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxPC(22:1_13:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxPC(22:1_13:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.99785303030303","5.29785303030303","1793","","OxPC(22:1_13:3(COOH))+HCO2","842.51892","782.49778","711.42428","462.18986","562.38782","444.1793","544.37726","224.06881","337.31122","237.11326","168.04314","152.99586","96.96964","78.95852","4.99785303030303","5.29785303030303","1793"
"","OxPC(22:1_14:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.6331196969697","5.9331196969697","3020","","OxPC(22:1_14:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.6331196969697","5.9331196969697","3020","","OxPC(22:1_14:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.6331196969697","5.9331196969697","3020","","OxPC(22:1_14:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.6331196969697","5.9331196969697","3020","","OxPC(22:1_14:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.6331196969697","5.9331196969697","3020","","OxPC(22:1_14:3(COOH))+HCO2","856.53457","796.51343","725.43993","476.20551","562.38782","458.19495","544.37726","224.06881","337.31122","251.12891","168.04314","152.99586","96.96964","78.95852","5.6331196969697","5.9331196969697","3020"
"","OxPC(22:1_15:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(22:1_15:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(22:1_15:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(22:1_15:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(22:1_15:2(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(22:1_15:2(COOH))+HCO2","872.56587","812.54473","741.47123","492.23681","562.38782","474.22625","544.37726","224.06881","337.31122","267.16021","168.04314","152.99586","96.96964","78.95852","7.15863787878788","7.45863787878788","1554"
"","OxPC(22:1_15:3(COOH))+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.23912121212121","6.53912121212121","662","","OxPC(22:1_15:3(COOH))+HCO2",6.37818,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.23912121212121","6.53912121212121","662","","OxPC(22:1_15:3(COOH))+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.23912121212121","6.53912121212121","662","","OxPC(22:1_15:3(COOH))+HCO2",1177.938,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.23912121212121","6.53912121212121","662","","OxPC(22:1_15:3(COOH))+HCO2",870.5487,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.23912121212121","6.53912121212121","662","","OxPC(22:1_15:3(COOH))+HCO2","870.55022","810.52908","739.45558","490.22116","562.38782","472.2106","544.37726","224.06881","337.31122","265.14456","168.04314","152.99586","96.96964","78.95852","6.23912121212121","6.53912121212121","662"
"","OxPC(22:1_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.13399242424242","5.43399242424242","1492","","OxPC(22:1_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.13399242424242","5.43399242424242","1492","","OxPC(22:1_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.13399242424242","5.43399242424242","1492","","OxPC(22:1_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.13399242424242","5.43399242424242","1492","","OxPC(22:1_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.13399242424242","5.43399242424242","1492","","OxPC(22:1_15:4(COOH))+HCO2","868.53457","808.51343","737.43993","488.20551","562.38782","470.19495","544.37726","224.06881","337.31122","263.12891","168.04314","152.99586","96.96964","78.95852","5.13399242424242","5.43399242424242","1492"
"","OxPC(22:1_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.38814393939394","5.68814393939394","1627","","OxPC(22:1_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.38814393939394","5.68814393939394","1627","","OxPC(22:1_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.38814393939394","5.68814393939394","1627","","OxPC(22:1_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.38814393939394","5.68814393939394","1627","","OxPC(22:1_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.38814393939394","5.68814393939394","1627","","OxPC(22:1_15:4(COOH))+HCO2","868.53457","808.51343","737.43993","488.20551","562.38782","470.19495","544.37726","224.06881","337.31122","263.12891","168.04314","152.99586","96.96964","78.95852","5.38814393939394","5.68814393939394","1627"
"","OxPC(22:1_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.59400757575758","5.89400757575758","2606","","OxPC(22:1_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.59400757575758","5.89400757575758","2606","","OxPC(22:1_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.59400757575758","5.89400757575758","2606","","OxPC(22:1_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.59400757575758","5.89400757575758","2606","","OxPC(22:1_15:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.59400757575758","5.89400757575758","2606","","OxPC(22:1_15:4(COOH))+HCO2","868.53457","808.51343","737.43993","488.20551","562.38782","470.19495","544.37726","224.06881","337.31122","263.12891","168.04314","152.99586","96.96964","78.95852","5.59400757575758","5.89400757575758","2606"
"","OxPC(22:1_17:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.54471363636364","6.84471363636364","1805","","OxPC(22:1_17:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.54471363636364","6.84471363636364","1805","","OxPC(22:1_17:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.54471363636364","6.84471363636364","1805","","OxPC(22:1_17:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.54471363636364","6.84471363636364","1805","","OxPC(22:1_17:4(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.54471363636364","6.84471363636364","1805","","OxPC(22:1_17:4(COOH))+HCO2","896.56587","836.54473","765.47123","516.23681","562.38782","498.22625","544.37726","224.06881","337.31122","291.16021","168.04314","152.99586","96.96964","78.95852","6.54471363636364","6.84471363636364","1805"
"","OxPC(22:0_12:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.91440757575758","6.21440757575758","806","","OxPC(22:0_12:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.91440757575758","6.21440757575758","806","","OxPC(22:0_12:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.91440757575758","6.21440757575758","806","","OxPC(22:0_12:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.91440757575758","6.21440757575758","806","","OxPC(22:0_12:0(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.91440757575758","6.21440757575758","806","","OxPC(22:0_12:0(CHO))+HCO2","820.57094","760.5498","689.4763","438.22623","564.40347","420.21567","546.39291","224.06881","339.32687","213.14963","168.04314","152.99586","96.96964","78.95852","5.91440757575758","6.21440757575758","806"
"","OxPC(22:0_12:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(22:0_12:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(22:0_12:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(22:0_12:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(22:0_12:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.95413939393939","5.25413939393939","989","","OxPC(22:0_12:1(CHO))+HCO2","818.5553","758.53416","687.46066","436.21059","564.40347","418.20003","546.39291","224.06881","339.32687","211.13399","168.04314","152.99586","96.96964","78.95852","4.95413939393939","5.25413939393939","989"
"","OxPC(22:0_12:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(22:0_12:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(22:0_12:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(22:0_12:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(22:0_12:1(CHO))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2.8667","3.1667","3179","","OxPC(22:0_12:1(CHO))+HCO2","818.5553","758.53416","687.46066","436.21059","564.40347","418.20003","546.39291","224.06881","339.32687","211.13399","168.04314","152.99586","96.96964","78.95852","2.8667","3.1667","3179"
"","OxPC(22:0_6:1(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxPC(22:0_6:1(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxPC(22:0_6:1(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxPC(22:0_6:1(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxPC(22:0_6:1(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.23709393939394","4.53709393939394","1287","","OxPC(22:0_6:1(COOH))+HCO2","750.45632","690.43518","619.36168","368.11161","564.40347","350.10105","546.39291","224.06881","339.32687","143.03501","168.04314","152.99586","96.96964","78.95852","4.23709393939394","4.53709393939394","1287"
"","OxPC(22:0_13:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570151515152","6.27570151515152","2848","","OxPC(22:0_13:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570151515152","6.27570151515152","2848","","OxPC(22:0_13:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570151515152","6.27570151515152","2848","","OxPC(22:0_13:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570151515152","6.27570151515152","2848","","OxPC(22:0_13:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570151515152","6.27570151515152","2848","","OxPC(22:0_13:3(COOH))+HCO2","844.53457","784.51343","713.43993","462.18986","564.40347","444.1793","546.39291","224.06881","339.32687","237.11326","168.04314","152.99586","96.96964","78.95852","5.97570151515152","6.27570151515152","2848"
"","OxPC(22:0_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(22:0_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(22:0_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(22:0_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(22:0_15:3(COOH))+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.15863787878788","7.45863787878788","1554","","OxPC(22:0_15:3(COOH))+HCO2","872.56587","812.54473","741.47123","490.22116","564.40347","472.2106","546.39291","224.06881","339.32687","265.14456","168.04314","152.99586","96.96964","78.95852","7.15863787878788","7.45863787878788","1554"
