"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PS","[M-H]-","M-Serine","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","RT at Max Intensity","PS","[M-H]-","M-Serine","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Number of Scans","PS","[M-H]-","M-Serine","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Max Intensity","PS","[M-H]-","M-Serine","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Average m/z","PS","[M-H]-","M-Serine","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PS","[M-H]-","M-Serine","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment"
"","PS(17:2_20:0)-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.13399242424242","5.43399242424242","191","","PS(17:2_20:0)-H",5.235445,0,0,0,0,0,5.235445,0,0,0,0,0,"5.13399242424242","5.43399242424242","191","","PS(17:2_20:0)-H",2,0,0,0,0,0,2,0,0,0,0,0,"5.13399242424242","5.43399242424242","191","","PS(17:2_20:0)-H",8043.59,0,0,0,0,0,950.9617,0,0,0,0,0,"5.13399242424242","5.43399242424242","191","","PS(17:2_20:0)-H",800.54535,0,0,0,0,0,224.06955,0,0,0,0,0,"5.13399242424242","5.43399242424242","191","","PS(17:2_20:0)-H","800.5448","713.51278","465.29871","419.22051","447.28815","401.20995","224.06881","265.21735","311.29555","152.99586","96.96964","78.95852","5.13399242424242","5.43399242424242","191"
"","PS(17:2_20:0)-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.5910696969697","5.8910696969697","244","","PS(17:2_20:0)-H",5.76282,0,0,0,0,0,5.76282,0,0,0,0,0,"5.5910696969697","5.8910696969697","244","","PS(17:2_20:0)-H",2,0,0,0,0,0,1,0,0,0,0,0,"5.5910696969697","5.8910696969697","244","","PS(17:2_20:0)-H",7286.93,0,0,0,0,0,565.5018,0,0,0,0,0,"5.5910696969697","5.8910696969697","244","","PS(17:2_20:0)-H",800.54575,0,0,0,0,0,224.0692,0,0,0,0,0,"5.5910696969697","5.8910696969697","244","","PS(17:2_20:0)-H","800.5448","713.51278","465.29871","419.22051","447.28815","401.20995","224.06881","265.21735","311.29555","152.99586","96.96964","78.95852","5.5910696969697","5.8910696969697","244"
"","PS(17:2_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","PS(17:2_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","PS(17:2_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","PS(17:2_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","PS(17:2_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","PS(17:2_20:1)-H","798.5292","711.49718","463.28311","419.22051","445.27255","401.20995","224.06881","265.21735","309.27995","152.99586","96.96964","78.95852","4.7790303030303","5.0790303030303","844"
"","PS(17:2_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","PS(17:2_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","PS(17:2_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","PS(17:2_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","PS(17:2_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","PS(17:2_20:1)-H","798.5292","711.49718","463.28311","419.22051","445.27255","401.20995","224.06881","265.21735","309.27995","152.99586","96.96964","78.95852","6.00865757575758","6.30865757575758","1893"
"","PS(17:2_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","PS(17:2_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","PS(17:2_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","PS(17:2_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","PS(17:2_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","PS(17:2_20:2)-H","796.5135","709.48148","461.26741","419.22051","443.25685","401.20995","224.06881","265.21735","307.26425","152.99586","96.96964","78.95852","5.74913636363636","6.04913636363636","976"
"","PS(17:2_21:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.94582272727273","6.24582272727273","702","","PS(17:2_21:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.94582272727273","6.24582272727273","702","","PS(17:2_21:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.94582272727273","6.24582272727273","702","","PS(17:2_21:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.94582272727273","6.24582272727273","702","","PS(17:2_21:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.94582272727273","6.24582272727273","702","","PS(17:2_21:0)-H","814.5605","727.52848","479.31441","419.22051","461.30385","401.20995","224.06881","265.21735","325.31125","152.99586","96.96964","78.95852","5.94582272727273","6.24582272727273","702"
"","PS(17:2_22:0)-H",1,0,0,0,0,0,1,0,0,0,0,0,"6.54269393939394","6.84269393939394","187","","PS(17:2_22:0)-H",6.64095,0,0,0,0,0,6.64095,0,0,0,0,0,"6.54269393939394","6.84269393939394","187","","PS(17:2_22:0)-H",2,0,0,0,0,0,2,0,0,0,0,0,"6.54269393939394","6.84269393939394","187","","PS(17:2_22:0)-H",20734.85,0,0,0,0,0,5768.036,0,0,0,0,0,"6.54269393939394","6.84269393939394","187","","PS(17:2_22:0)-H",828.57695,0,0,0,0,0,224.0693,0,0,0,0,0,"6.54269393939394","6.84269393939394","187","","PS(17:2_22:0)-H","828.5761","741.54408","493.33001","419.22051","475.31945","401.20995","224.06881","265.21735","339.32685","152.99586","96.96964","78.95852","6.54269393939394","6.84269393939394","187"
"","PS(17:2_22:0)-H",1,0,0,0,0,0,1,0,0,0,0,0,"6.33619848484848","6.63619848484848","219","","PS(17:2_22:0)-H",6.523652,0,0,0,0,0,6.523652,0,0,0,0,0,"6.33619848484848","6.63619848484848","219","","PS(17:2_22:0)-H",1,0,0,0,0,0,1,0,0,0,0,0,"6.33619848484848","6.63619848484848","219","","PS(17:2_22:0)-H",18346.02,0,0,0,0,0,5355.836,0,0,0,0,0,"6.33619848484848","6.63619848484848","219","","PS(17:2_22:0)-H",828.5771,0,0,0,0,0,224.0694,0,0,0,0,0,"6.33619848484848","6.63619848484848","219","","PS(17:2_22:0)-H","828.5761","741.54408","493.33001","419.22051","475.31945","401.20995","224.06881","265.21735","339.32685","152.99586","96.96964","78.95852","6.33619848484848","6.63619848484848","219"
"","PS(17:2_22:1)-H",1,0,0,0,0,0,1,0,0,0,0,0,"6.04034545454545","6.34034545454545","46","","PS(17:2_22:1)-H",6.155149,0,0,0,0,0,6.155149,0,0,6.155149,0,0,"6.04034545454545","6.34034545454545","46","","PS(17:2_22:1)-H",3,0,0,0,0,0,2,0,0,1,0,0,"6.04034545454545","6.34034545454545","46","","PS(17:2_22:1)-H",62905.66,0,0,0,0,0,29245.71,0,0,905.15,0,0,"6.04034545454545","6.34034545454545","46","","PS(17:2_22:1)-H",826.561466666667,0,0,0,0,0,224.06945,0,0,152.9958,0,0,"6.04034545454545","6.34034545454545","46","","PS(17:2_22:1)-H","826.5605","739.52848","491.31441","419.22051","473.30385","401.20995","224.06881","265.21735","337.31125","152.99586","96.96964","78.95852","6.04034545454545","6.34034545454545","46"
"","PS(17:2_22:1)-H",1,0,0,0,0,0,1,0,0,0,0,0,"5.38873333333333","5.68873333333333","83","","PS(17:2_22:1)-H",5.628545,0,0,0,0,0,5.628545,0,0,0,0,0,"5.38873333333333","5.68873333333333","83","","PS(17:2_22:1)-H",1,0,0,0,0,0,1,0,0,0,0,0,"5.38873333333333","5.68873333333333","83","","PS(17:2_22:1)-H",8589.773,0,0,0,0,0,2871.334,0,0,0,0,0,"5.38873333333333","5.68873333333333","83","","PS(17:2_22:1)-H",826.5615,0,0,0,0,0,224.0694,0,0,0,0,0,"5.38873333333333","5.68873333333333","83","","PS(17:2_22:1)-H","826.5605","739.52848","491.31441","419.22051","473.30385","401.20995","224.06881","265.21735","337.31125","152.99586","96.96964","78.95852","5.38873333333333","5.68873333333333","83"
"","PS(17:2_22:1)-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.71959545454545","6.01959545454545","3405","","PS(17:2_22:1)-H",5.896158,0,0,0,0,0,0,0,0,0,0,0,"5.71959545454545","6.01959545454545","3405","","PS(17:2_22:1)-H",2,0,0,0,0,0,0,0,0,0,0,0,"5.71959545454545","6.01959545454545","3405","","PS(17:2_22:1)-H",4861.312,0,0,0,0,0,0,0,0,0,0,0,"5.71959545454545","6.01959545454545","3405","","PS(17:2_22:1)-H",826.56305,0,0,0,0,0,0,0,0,0,0,0,"5.71959545454545","6.01959545454545","3405","","PS(17:2_22:1)-H","826.5605","739.52848","491.31441","419.22051","473.30385","401.20995","224.06881","265.21735","337.31125","152.99586","96.96964","78.95852","5.71959545454545","6.01959545454545","3405"
"","PS(17:2_22:2)-H",1,0,0,0,0,0,1,0,0,0,0,0,"5.23841363636364","5.53841363636364","104","","PS(17:2_22:2)-H",5.362202,0,0,0,0,0,5.362202,0,0,5.362202,0,0,"5.23841363636364","5.53841363636364","104","","PS(17:2_22:2)-H",2,0,0,0,0,0,2,0,0,1,0,0,"5.23841363636364","5.53841363636364","104","","PS(17:2_22:2)-H",22206.33,0,0,0,0,0,9653.027,0,0,615.2763,0,0,"5.23841363636364","5.53841363636364","104","","PS(17:2_22:2)-H",824.54545,0,0,0,0,0,224.06935,0,0,152.996,0,0,"5.23841363636364","5.53841363636364","104","","PS(17:2_22:2)-H","824.5448","737.51278","489.29871","419.22051","471.28815","401.20995","224.06881","265.21735","335.29555","152.99586","96.96964","78.95852","5.23841363636364","5.53841363636364","104"
"","PS(17:2_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.93768939393939","5.23768939393939","489","","PS(17:2_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.93768939393939","5.23768939393939","489","","PS(17:2_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.93768939393939","5.23768939393939","489","","PS(17:2_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.93768939393939","5.23768939393939","489","","PS(17:2_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.93768939393939","5.23768939393939","489","","PS(17:2_22:2)-H","824.5448","737.51278","489.29871","419.22051","471.28815","401.20995","224.06881","265.21735","335.29555","152.99586","96.96964","78.95852","4.93768939393939","5.23768939393939","489"
"","PS(17:2_22:2)-H",1,0,0,0,0,0,0,0,0,0,0,0,"4.46556363636364","4.76556363636364","532","","PS(17:2_22:2)-H",4.639425,0,0,0,0,0,0,0,0,0,0,0,"4.46556363636364","4.76556363636364","532","","PS(17:2_22:2)-H",1,0,0,0,0,0,0,0,0,0,0,0,"4.46556363636364","4.76556363636364","532","","PS(17:2_22:2)-H",2056.898,0,0,0,0,0,0,0,0,0,0,0,"4.46556363636364","4.76556363636364","532","","PS(17:2_22:2)-H",824.5461,0,0,0,0,0,0,0,0,0,0,0,"4.46556363636364","4.76556363636364","532","","PS(17:2_22:2)-H","824.5448","737.51278","489.29871","419.22051","471.28815","401.20995","224.06881","265.21735","335.29555","152.99586","96.96964","78.95852","4.46556363636364","4.76556363636364","532"
"","PS(17:2_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","PS(17:2_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","PS(17:2_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","PS(17:2_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","PS(17:2_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","PS(17:2_22:3)-H","822.5292","735.49718","487.28311","419.22051","469.27255","401.20995","224.06881","265.21735","333.27995","152.99586","96.96964","78.95852","5.82562272727273","6.12562272727273","1568"
"","PS(17:2_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","PS(17:2_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","PS(17:2_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","PS(17:2_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","PS(17:2_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","PS(17:2_22:3)-H","822.5292","735.49718","487.28311","419.22051","469.27255","401.20995","224.06881","265.21735","333.27995","152.99586","96.96964","78.95852","4.00810151515151","4.30810151515151","3225"
"","PS(17:2_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","PS(17:2_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","PS(17:2_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","PS(17:2_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","PS(17:2_22:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","PS(17:2_22:4)-H","820.5135","733.48148","485.26741","419.22051","467.25685","401.20995","224.06881","265.21735","331.26425","152.99586","96.96964","78.95852","5.43825606060606","5.73825606060606","894"
"","PS(17:2_24:0)-H",1,0,0,0,0,0,1,0,0,0,0,0,"7.69890909090909","7.99890909090909","268","","PS(17:2_24:0)-H",7.804709,0,0,0,0,0,7.804709,0,0,0,0,0,"7.69890909090909","7.99890909090909","268","","PS(17:2_24:0)-H",2,0,0,0,0,0,2,0,0,0,0,0,"7.69890909090909","7.99890909090909","268","","PS(17:2_24:0)-H",17286.01,0,0,0,0,0,5156.738,0,0,0,0,0,"7.69890909090909","7.99890909090909","268","","PS(17:2_24:0)-H",856.60815,0,0,0,0,0,224.0694,0,0,0,0,0,"7.69890909090909","7.99890909090909","268","","PS(17:2_24:0)-H","856.6074","769.57538","521.36131","419.22051","503.35075","401.20995","224.06881","265.21735","367.35815","152.99586","96.96964","78.95852","7.69890909090909","7.99890909090909","268"
"","PS(17:2_24:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"8.06595","8.36595","1366","","PS(17:2_24:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"8.06595","8.36595","1366","","PS(17:2_24:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"8.06595","8.36595","1366","","PS(17:2_24:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"8.06595","8.36595","1366","","PS(17:2_24:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"8.06595","8.36595","1366","","PS(17:2_24:0)-H","856.6074","769.57538","521.36131","419.22051","503.35075","401.20995","224.06881","265.21735","367.35815","152.99586","96.96964","78.95852","8.06595","8.36595","1366"
"","PS(17:2_24:1)-H",1,0,0,0,0,0,1,0,0,0,0,0,"7.22732575757576","7.52732575757576","201","","PS(17:2_24:1)-H",7.329489,0,0,0,0,0,7.329489,0,0,7.329489,0,0,"7.22732575757576","7.52732575757576","201","","PS(17:2_24:1)-H",2,0,0,0,0,0,2,0,0,1,0,0,"7.22732575757576","7.52732575757576","201","","PS(17:2_24:1)-H",22382.48,0,0,0,0,0,9478.396,0,0,623.132,0,0,"7.22732575757576","7.52732575757576","201","","PS(17:2_24:1)-H",854.5932,0,0,0,0,0,224.06935,0,0,152.996,0,0,"7.22732575757576","7.52732575757576","201","","PS(17:2_24:1)-H","854.5918","767.55978","519.34571","419.22051","501.33515","401.20995","224.06881","265.21735","365.34255","152.99586","96.96964","78.95852","7.22732575757576","7.52732575757576","201"
"","PS(17:2_24:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.65343181818182","6.95343181818182","796","","PS(17:2_24:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.65343181818182","6.95343181818182","796","","PS(17:2_24:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.65343181818182","6.95343181818182","796","","PS(17:2_24:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.65343181818182","6.95343181818182","796","","PS(17:2_24:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.65343181818182","6.95343181818182","796","","PS(17:2_24:1)-H","854.5918","767.55978","519.34571","419.22051","501.33515","401.20995","224.06881","265.21735","365.34255","152.99586","96.96964","78.95852","6.65343181818182","6.95343181818182","796"
"","PS(17:2_24:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.87396060606061","7.17396060606061","934","","PS(17:2_24:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.87396060606061","7.17396060606061","934","","PS(17:2_24:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.87396060606061","7.17396060606061","934","","PS(17:2_24:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.87396060606061","7.17396060606061","934","","PS(17:2_24:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.87396060606061","7.17396060606061","934","","PS(17:2_24:1)-H","854.5918","767.55978","519.34571","419.22051","501.33515","401.20995","224.06881","265.21735","365.34255","152.99586","96.96964","78.95852","6.87396060606061","7.17396060606061","934"
"","PS(18:0_18:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.59304242424242","6.89304242424242","2477","","PS(18:0_18:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.59304242424242","6.89304242424242","2477","","PS(18:0_18:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.59304242424242","6.89304242424242","2477","","PS(18:0_18:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.59304242424242","6.89304242424242","2477","","PS(18:0_18:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.59304242424242","6.89304242424242","2477","","PS(18:0_18:0)-H","790.5604","703.52838","437.26741","437.26741","419.25685","419.25685","224.06881","283.26425","283.26425","152.99586","96.96964","78.95852","6.59304242424242","6.89304242424242","2477"
"","PS(18:0_18:1)-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.63370151515152","5.93370151515152","220","","PS(18:0_18:1)-H",5.804299,0,0,0,0,0,5.804299,0,0,0,0,0,"5.63370151515152","5.93370151515152","220","","PS(18:0_18:1)-H",1,0,0,0,0,0,1,0,0,0,0,0,"5.63370151515152","5.93370151515152","220","","PS(18:0_18:1)-H",7131.971,0,0,0,0,0,801.5891,0,0,0,0,0,"5.63370151515152","5.93370151515152","220","","PS(18:0_18:1)-H",788.5464,0,0,0,0,0,224.0695,0,0,0,0,0,"5.63370151515152","5.93370151515152","220","","PS(18:0_18:1)-H","788.5448","701.51278","435.25181","437.26741","417.24125","419.25685","224.06881","283.26425","281.24865","152.99586","96.96964","78.95852","5.63370151515152","5.93370151515152","220"
"","PS(18:0_19:0)-H",1,0,0,0,0,0,1,1,0,0,0,0,"7.16090151515151","7.46090151515151","155","","PS(18:0_19:0)-H",7.344148,0,0,0,0,0,7.344148,7.344148,0,0,0,0,"7.16090151515151","7.46090151515151","155","","PS(18:0_19:0)-H",2,0,0,0,0,0,2,1,0,0,0,0,"7.16090151515151","7.46090151515151","155","","PS(18:0_19:0)-H",50404.5,0,0,0,0,0,10147.14,3292.465,0,0,0,0,"7.16090151515151","7.46090151515151","155","","PS(18:0_19:0)-H",804.5769,0,0,0,0,0,224.0693,283.2644,0,0,0,0,"7.16090151515151","7.46090151515151","155","","PS(18:0_19:0)-H","804.5761","717.54408","451.28311","437.26741","433.27255","419.25685","224.06881","283.26425","297.27995","152.99586","96.96964","78.95852","7.16090151515151","7.46090151515151","155"
"","PS(18:0_20:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.75165","8.05165","1796","","PS(18:0_20:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.75165","8.05165","1796","","PS(18:0_20:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.75165","8.05165","1796","","PS(18:0_20:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.75165","8.05165","1796","","PS(18:0_20:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.75165","8.05165","1796","","PS(18:0_20:0)-H","818.5917","731.55968","465.29871","437.26741","447.28815","419.25685","224.06881","283.26425","311.29555","152.99586","96.96964","78.95852","7.75165","8.05165","1796"
"","PS(18:0_20:1)-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.82934393939394","7.12934393939394","684","","PS(18:0_20:1)-H",7.000907,0,0,0,0,0,0,0,0,0,0,0,"6.82934393939394","7.12934393939394","684","","PS(18:0_20:1)-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.82934393939394","7.12934393939394","684","","PS(18:0_20:1)-H",7272.433,0,0,0,0,0,0,0,0,0,0,0,"6.82934393939394","7.12934393939394","684","","PS(18:0_20:1)-H",816.5781,0,0,0,0,0,0,0,0,0,0,0,"6.82934393939394","7.12934393939394","684","","PS(18:0_20:1)-H","816.5761","729.54408","463.28311","437.26741","445.27255","419.25685","224.06881","283.26425","309.27995","152.99586","96.96964","78.95852","6.82934393939394","7.12934393939394","684"
"","PS(18:0_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.67263333333333","6.97263333333333","969","","PS(18:0_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.67263333333333","6.97263333333333","969","","PS(18:0_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.67263333333333","6.97263333333333","969","","PS(18:0_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.67263333333333","6.97263333333333","969","","PS(18:0_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.67263333333333","6.97263333333333","969","","PS(18:0_20:1)-H","816.5761","729.54408","463.28311","437.26741","445.27255","419.25685","224.06881","283.26425","309.27995","152.99586","96.96964","78.95852","6.67263333333333","6.97263333333333","969"
"","PS(18:0_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.94582272727273","6.24582272727273","702","","PS(18:0_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.94582272727273","6.24582272727273","702","","PS(18:0_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.94582272727273","6.24582272727273","702","","PS(18:0_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.94582272727273","6.24582272727273","702","","PS(18:0_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.94582272727273","6.24582272727273","702","","PS(18:0_20:2)-H","814.5604","727.52838","461.26741","437.26741","443.25685","419.25685","224.06881","283.26425","307.26425","152.99586","96.96964","78.95852","5.94582272727273","6.24582272727273","702"
"","PS(18:0_20:3)-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.44529696969697","5.74529696969697","458","","PS(18:0_20:3)-H",5.57034,0,0,0,0,0,5.57034,0,0,0,0,0,"5.44529696969697","5.74529696969697","458","","PS(18:0_20:3)-H",1,0,0,0,0,0,1,0,0,0,0,0,"5.44529696969697","5.74529696969697","458","","PS(18:0_20:3)-H",3136.697,0,0,0,0,0,880.5829,0,0,0,0,0,"5.44529696969697","5.74529696969697","458","","PS(18:0_20:3)-H",812.546,0,0,0,0,0,224.0694,0,0,0,0,0,"5.44529696969697","5.74529696969697","458","","PS(18:0_20:3)-H","812.5448","725.51278","459.25181","437.26741","441.24125","419.25685","224.06881","283.26425","305.24865","152.99586","96.96964","78.95852","5.44529696969697","5.74529696969697","458"
"","PS(18:0_21:0)-H",1,0,0,0,0,0,1,1,0,0,0,0,"8.2811803030303","8.5811803030303","271","","PS(18:0_21:0)-H",8.490902,0,0,0,0,8.490902,8.364598,8.490902,0,0,0,0,"8.2811803030303","8.5811803030303","271","","PS(18:0_21:0)-H",2,0,0,0,0,2,2,2,0,0,0,0,"8.2811803030303","8.5811803030303","271","","PS(18:0_21:0)-H",13619.73,0,0,0,0,846.5402,4407.311,76462.52,0,0,0,0,"8.2811803030303","8.5811803030303","271","","PS(18:0_21:0)-H",832.60875,0,0,0,0,419.2574,224.06935,283.26435,0,0,0,0,"8.2811803030303","8.5811803030303","271","","PS(18:0_21:0)-H","832.6074","745.57538","479.31441","437.26741","461.30385","419.25685","224.06881","283.26425","325.31125","152.99586","96.96964","78.95852","8.2811803030303","8.5811803030303","271"
"","PS(18:0_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.66241060606061","6.96241060606061","1154","","PS(18:0_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.66241060606061","6.96241060606061","1154","","PS(18:0_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.66241060606061","6.96241060606061","1154","","PS(18:0_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.66241060606061","6.96241060606061","1154","","PS(18:0_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.66241060606061","6.96241060606061","1154","","PS(18:0_22:3)-H","840.5761","753.54408","487.28311","437.26741","469.27255","419.25685","224.06881","283.26425","333.27995","152.99586","96.96964","78.95852","6.66241060606061","6.96241060606061","1154"
"","PS(18:0_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.46923181818182","6.76923181818182","4152","","PS(18:0_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.46923181818182","6.76923181818182","4152","","PS(18:0_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.46923181818182","6.76923181818182","4152","","PS(18:0_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.46923181818182","6.76923181818182","4152","","PS(18:0_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.46923181818182","6.76923181818182","4152","","PS(18:0_22:3)-H","840.5761","753.54408","487.28311","437.26741","469.27255","419.25685","224.06881","283.26425","333.27995","152.99586","96.96964","78.95852","6.46923181818182","6.76923181818182","4152"
