"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PS","[M-H]-","M-Serine","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","RT at Max Intensity","PS","[M-H]-","M-Serine","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Number of Scans","PS","[M-H]-","M-Serine","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Max Intensity","PS","[M-H]-","M-Serine","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Average m/z","PS","[M-H]-","M-Serine","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PS","[M-H]-","M-Serine","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment"
"","PS(15:0_23:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.75165","8.05165","1796","","PS(15:0_23:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.75165","8.05165","1796","","PS(15:0_23:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.75165","8.05165","1796","","PS(15:0_23:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.75165","8.05165","1796","","PS(15:0_23:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.75165","8.05165","1796","","PS(15:0_23:0)-H","818.5918","731.55978","507.34571","395.22051","489.33515","377.20995","224.06881","241.21735","353.34255","152.99586","96.96964","78.95852","7.75165","8.05165","1796"
"","PS(15:0_24:0)-H",1,0,0,0,0,0,1,0,0,0,0,0,"8.2811803030303","8.5811803030303","271","","PS(15:0_24:0)-H",8.490902,0,0,0,0,0,8.364598,0,0,0,0,0,"8.2811803030303","8.5811803030303","271","","PS(15:0_24:0)-H",2,0,0,0,0,0,2,0,0,0,0,0,"8.2811803030303","8.5811803030303","271","","PS(15:0_24:0)-H",13619.73,0,0,0,0,0,4407.311,0,0,0,0,0,"8.2811803030303","8.5811803030303","271","","PS(15:0_24:0)-H",832.60875,0,0,0,0,0,224.06935,0,0,0,0,0,"8.2811803030303","8.5811803030303","271","","PS(15:0_24:0)-H","832.6074","745.57538","521.36131","395.22051","503.35075","377.20995","224.06881","241.21735","367.35815","152.99586","96.96964","78.95852","8.2811803030303","8.5811803030303","271"
"","PS(15:0_24:1)-H",1,0,0,0,0,0,1,0,0,0,0,0,"7.41247424242424","7.71247424242424","162","","PS(15:0_24:1)-H",7.607316,0,0,0,0,0,7.607316,0,0,7.607316,0,0,"7.41247424242424","7.71247424242424","162","","PS(15:0_24:1)-H",2,0,0,0,0,0,2,0,0,1,0,0,"7.41247424242424","7.71247424242424","162","","PS(15:0_24:1)-H",52563.86,0,0,0,0,0,13527.83,0,0,812.0924,0,0,"7.41247424242424","7.71247424242424","162","","PS(15:0_24:1)-H",830.59265,0,0,0,0,0,224.06935,0,0,152.9957,0,0,"7.41247424242424","7.71247424242424","162","","PS(15:0_24:1)-H","830.5918","743.55978","519.34571","395.22051","501.33515","377.20995","224.06881","241.21735","365.34255","152.99586","96.96964","78.95852","7.41247424242424","7.71247424242424","162"
"","PS(15:0_26:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"9.23479090909091","9.53479090909091","1578","","PS(15:0_26:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"9.23479090909091","9.53479090909091","1578","","PS(15:0_26:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"9.23479090909091","9.53479090909091","1578","","PS(15:0_26:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"9.23479090909091","9.53479090909091","1578","","PS(15:0_26:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"9.23479090909091","9.53479090909091","1578","","PS(15:0_26:0)-H","860.6387","773.60668","549.39261","395.22051","531.38205","377.20995","224.06881","241.21735","395.38945","152.99586","96.96964","78.95852","9.23479090909091","9.53479090909091","1578"
"","PS(15:1_20:0)-H",1,0,0,0,0,0,0,0,0,0,0,0,"4.99847121212121","5.29847121212121","226","","PS(15:1_20:0)-H",5.170068,0,0,0,0,0,5.170068,0,0,0,0,0,"4.99847121212121","5.29847121212121","226","","PS(15:1_20:0)-H",1,0,0,0,0,0,1,0,0,0,0,0,"4.99847121212121","5.29847121212121","226","","PS(15:1_20:0)-H",6730.892,0,0,0,0,0,544.9714,0,0,0,0,0,"4.99847121212121","5.29847121212121","226","","PS(15:1_20:0)-H",774.5306,0,0,0,0,0,224.0692,0,0,0,0,0,"4.99847121212121","5.29847121212121","226","","PS(15:1_20:0)-H","774.5291","687.49708","465.29871","393.20481","447.28815","375.19425","224.06881","239.20165","311.29555","152.99586","96.96964","78.95852","4.99847121212121","5.29847121212121","226"
"","PS(15:1_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.93952727272727","6.23952727272727","902","","PS(15:1_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.93952727272727","6.23952727272727","902","","PS(15:1_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.93952727272727","6.23952727272727","902","","PS(15:1_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.93952727272727","6.23952727272727","902","","PS(15:1_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.93952727272727","6.23952727272727","902","","PS(15:1_20:1)-H","772.5135","685.48148","463.28311","393.20481","445.27255","375.19425","224.06881","239.20165","309.27995","152.99586","96.96964","78.95852","5.93952727272727","6.23952727272727","902"
"","PS(15:1_21:0)-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.63370151515152","5.93370151515152","220","","PS(15:1_21:0)-H",5.804299,0,0,0,0,0,5.804299,0,0,0,0,0,"5.63370151515152","5.93370151515152","220","","PS(15:1_21:0)-H",1,0,0,0,0,0,1,0,0,0,0,0,"5.63370151515152","5.93370151515152","220","","PS(15:1_21:0)-H",7131.971,0,0,0,0,0,801.5891,0,0,0,0,0,"5.63370151515152","5.93370151515152","220","","PS(15:1_21:0)-H",788.5464,0,0,0,0,0,224.0695,0,0,0,0,0,"5.63370151515152","5.93370151515152","220","","PS(15:1_21:0)-H","788.5448","701.51278","479.31441","393.20481","461.30385","375.19425","224.06881","239.20165","325.31125","152.99586","96.96964","78.95852","5.63370151515152","5.93370151515152","220"
"","PS(15:1_22:0)-H",1,0,0,0,0,0,1,0,0,1,0,0,"6.24482727272727","6.54482727272727","70","","PS(15:1_22:0)-H",6.367817,0,0,0,0,0,6.367817,0,0,6.367817,0,0,"6.24482727272727","6.54482727272727","70","","PS(15:1_22:0)-H",2,0,0,0,0,0,2,0,0,1,0,0,"6.24482727272727","6.54482727272727","70","","PS(15:1_22:0)-H",124890,0,0,0,0,0,42620.08,0,0,1353.82,0,0,"6.24482727272727","6.54482727272727","70","","PS(15:1_22:0)-H",802.56105,0,0,0,0,0,224.06935,0,0,152.9958,0,0,"6.24482727272727","6.54482727272727","70","","PS(15:1_22:0)-H","802.5604","715.52838","493.33001","393.20481","475.31945","375.19425","224.06881","239.20165","339.32685","152.99586","96.96964","78.95852","6.24482727272727","6.54482727272727","70"
"","PS(15:1_22:0)-H",1,0,0,0,0,0,1,0,0,1,0,0,"6.0695696969697","6.3695696969697","500","","PS(15:1_22:0)-H",6.367817,0,0,0,0,0,6.367817,0,0,6.367817,0,0,"6.0695696969697","6.3695696969697","500","","PS(15:1_22:0)-H",2,0,0,0,0,0,2,0,0,1,0,0,"6.0695696969697","6.3695696969697","500","","PS(15:1_22:0)-H",124890,0,0,0,0,0,42620.08,0,0,1353.82,0,0,"6.0695696969697","6.3695696969697","500","","PS(15:1_22:0)-H",802.56165,0,0,0,0,0,224.0693,0,0,152.9958,0,0,"6.0695696969697","6.3695696969697","500","","PS(15:1_22:0)-H","802.5604","715.52838","493.33001","393.20481","475.31945","375.19425","224.06881","239.20165","339.32685","152.99586","96.96964","78.95852","6.0695696969697","6.3695696969697","500"
"","PS(15:1_22:1)-H",1,0,0,0,0,0,1,0,0,0,0,0,"5.38637727272727","5.68637727272727","185","","PS(15:1_22:1)-H",5.500496,0,0,0,0,0,5.500496,0,0,0,0,0,"5.38637727272727","5.68637727272727","185","","PS(15:1_22:1)-H",2,0,0,0,0,0,1,0,0,0,0,0,"5.38637727272727","5.68637727272727","185","","PS(15:1_22:1)-H",9038.361,0,0,0,0,0,1166.311,0,0,0,0,0,"5.38637727272727","5.68637727272727","185","","PS(15:1_22:1)-H",800.54545,0,0,0,0,0,224.0695,0,0,0,0,0,"5.38637727272727","5.68637727272727","185","","PS(15:1_22:1)-H","800.5448","713.51278","491.31441","393.20481","473.30385","375.19425","224.06881","239.20165","337.31125","152.99586","96.96964","78.95852","5.38637727272727","5.68637727272727","185"
"","PS(15:1_22:1)-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.13399242424242","5.43399242424242","191","","PS(15:1_22:1)-H",5.235445,0,0,0,0,0,5.235445,0,0,0,0,0,"5.13399242424242","5.43399242424242","191","","PS(15:1_22:1)-H",2,0,0,0,0,0,2,0,0,0,0,0,"5.13399242424242","5.43399242424242","191","","PS(15:1_22:1)-H",8043.59,0,0,0,0,0,950.9617,0,0,0,0,0,"5.13399242424242","5.43399242424242","191","","PS(15:1_22:1)-H",800.54535,0,0,0,0,0,224.06955,0,0,0,0,0,"5.13399242424242","5.43399242424242","191","","PS(15:1_22:1)-H","800.5448","713.51278","491.31441","393.20481","473.30385","375.19425","224.06881","239.20165","337.31125","152.99586","96.96964","78.95852","5.13399242424242","5.43399242424242","191"
"","PS(15:1_22:1)-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.5910696969697","5.8910696969697","244","","PS(15:1_22:1)-H",5.76282,0,0,0,0,0,5.76282,0,0,0,0,0,"5.5910696969697","5.8910696969697","244","","PS(15:1_22:1)-H",2,0,0,0,0,0,1,0,0,0,0,0,"5.5910696969697","5.8910696969697","244","","PS(15:1_22:1)-H",7286.93,0,0,0,0,0,565.5018,0,0,0,0,0,"5.5910696969697","5.8910696969697","244","","PS(15:1_22:1)-H",800.54575,0,0,0,0,0,224.0692,0,0,0,0,0,"5.5910696969697","5.8910696969697","244","","PS(15:1_22:1)-H","800.5448","713.51278","491.31441","393.20481","473.30385","375.19425","224.06881","239.20165","337.31125","152.99586","96.96964","78.95852","5.5910696969697","5.8910696969697","244"
"","PS(15:1_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","PS(15:1_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","PS(15:1_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","PS(15:1_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","PS(15:1_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","PS(15:1_22:2)-H","798.5291","711.49708","489.29871","393.20481","471.28815","375.19425","224.06881","239.20165","335.29555","152.99586","96.96964","78.95852","4.7790303030303","5.0790303030303","844"
"","PS(15:1_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","PS(15:1_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","PS(15:1_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","PS(15:1_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","PS(15:1_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","PS(15:1_22:2)-H","798.5291","711.49708","489.29871","393.20481","471.28815","375.19425","224.06881","239.20165","335.29555","152.99586","96.96964","78.95852","6.00865757575758","6.30865757575758","1893"
"","PS(15:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","PS(15:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","PS(15:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","PS(15:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","PS(15:1_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","PS(15:1_22:3)-H","796.5135","709.48148","487.28311","393.20481","469.27255","375.19425","224.06881","239.20165","333.27995","152.99586","96.96964","78.95852","5.74913636363636","6.04913636363636","976"
"","PS(15:1_23:0)-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.82934393939394","7.12934393939394","684","","PS(15:1_23:0)-H",7.000907,0,0,0,0,0,0,0,0,0,0,0,"6.82934393939394","7.12934393939394","684","","PS(15:1_23:0)-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.82934393939394","7.12934393939394","684","","PS(15:1_23:0)-H",7272.433,0,0,0,0,0,0,0,0,0,0,0,"6.82934393939394","7.12934393939394","684","","PS(15:1_23:0)-H",816.5781,0,0,0,0,0,0,0,0,0,0,0,"6.82934393939394","7.12934393939394","684","","PS(15:1_23:0)-H","816.5761","729.54408","507.34571","393.20481","489.33515","375.19425","224.06881","239.20165","353.34255","152.99586","96.96964","78.95852","6.82934393939394","7.12934393939394","684"
"","PS(15:1_23:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.67263333333333","6.97263333333333","969","","PS(15:1_23:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.67263333333333","6.97263333333333","969","","PS(15:1_23:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.67263333333333","6.97263333333333","969","","PS(15:1_23:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.67263333333333","6.97263333333333","969","","PS(15:1_23:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.67263333333333","6.97263333333333","969","","PS(15:1_23:0)-H","816.5761","729.54408","507.34571","393.20481","489.33515","375.19425","224.06881","239.20165","353.34255","152.99586","96.96964","78.95852","6.67263333333333","6.97263333333333","969"
"","PS(15:1_24:0)-H",1,0,0,0,0,0,1,0,0,0,0,0,"7.41247424242424","7.71247424242424","162","","PS(15:1_24:0)-H",7.607316,0,0,0,0,0,7.607316,0,0,7.607316,0,0,"7.41247424242424","7.71247424242424","162","","PS(15:1_24:0)-H",2,0,0,0,0,0,2,0,0,1,0,0,"7.41247424242424","7.71247424242424","162","","PS(15:1_24:0)-H",52563.86,0,0,0,0,0,13527.83,0,0,812.0924,0,0,"7.41247424242424","7.71247424242424","162","","PS(15:1_24:0)-H",830.59265,0,0,0,0,0,224.06935,0,0,152.9957,0,0,"7.41247424242424","7.71247424242424","162","","PS(15:1_24:0)-H","830.5917","743.55968","521.36131","393.20481","503.35075","375.19425","224.06881","239.20165","367.35815","152.99586","96.96964","78.95852","7.41247424242424","7.71247424242424","162"
"","PS(15:1_24:1)-H",1,0,0,0,0,0,1,0,0,0,0,0,"6.54269393939394","6.84269393939394","187","","PS(15:1_24:1)-H",6.64095,0,0,0,0,0,6.64095,0,0,0,0,0,"6.54269393939394","6.84269393939394","187","","PS(15:1_24:1)-H",2,0,0,0,0,0,2,0,0,0,0,0,"6.54269393939394","6.84269393939394","187","","PS(15:1_24:1)-H",20734.85,0,0,0,0,0,5768.036,0,0,0,0,0,"6.54269393939394","6.84269393939394","187","","PS(15:1_24:1)-H",828.57695,0,0,0,0,0,224.0693,0,0,0,0,0,"6.54269393939394","6.84269393939394","187","","PS(15:1_24:1)-H","828.5761","741.54408","519.34571","393.20481","501.33515","375.19425","224.06881","239.20165","365.34255","152.99586","96.96964","78.95852","6.54269393939394","6.84269393939394","187"
"","PS(15:1_24:1)-H",1,0,0,0,0,0,1,0,0,0,0,0,"6.33619848484848","6.63619848484848","219","","PS(15:1_24:1)-H",6.523652,0,0,0,0,0,6.523652,0,0,0,0,0,"6.33619848484848","6.63619848484848","219","","PS(15:1_24:1)-H",1,0,0,0,0,0,1,0,0,0,0,0,"6.33619848484848","6.63619848484848","219","","PS(15:1_24:1)-H",18346.02,0,0,0,0,0,5355.836,0,0,0,0,0,"6.33619848484848","6.63619848484848","219","","PS(15:1_24:1)-H",828.5771,0,0,0,0,0,224.0694,0,0,0,0,0,"6.33619848484848","6.63619848484848","219","","PS(15:1_24:1)-H","828.5761","741.54408","519.34571","393.20481","501.33515","375.19425","224.06881","239.20165","365.34255","152.99586","96.96964","78.95852","6.33619848484848","6.63619848484848","219"
"","PS(15:1_26:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"8.41369393939394","8.71369393939394","887","","PS(15:1_26:0)-H",8.571105,0,0,0,0,0,0,0,0,0,0,0,"8.41369393939394","8.71369393939394","887","","PS(15:1_26:0)-H",1,0,0,0,0,0,0,0,0,0,0,0,"8.41369393939394","8.71369393939394","887","","PS(15:1_26:0)-H",835.9459,0,0,0,0,0,0,0,0,0,0,0,"8.41369393939394","8.71369393939394","887","","PS(15:1_26:0)-H",858.6224,0,0,0,0,0,0,0,0,0,0,0,"8.41369393939394","8.71369393939394","887","","PS(15:1_26:0)-H","858.623","771.59098","549.39261","393.20481","531.38205","375.19425","224.06881","239.20165","395.38945","152.99586","96.96964","78.95852","8.41369393939394","8.71369393939394","887"
"","PS(16:0_17:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.66369090909091","4.96369090909091","3080","","PS(16:0_17:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.66369090909091","4.96369090909091","3080","","PS(16:0_17:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.66369090909091","4.96369090909091","3080","","PS(16:0_17:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.66369090909091","4.96369090909091","3080","","PS(16:0_17:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.66369090909091","4.96369090909091","3080","","PS(16:0_17:0)-H","748.5135","661.48148","423.25181","409.23611","405.24125","391.22555","224.06881","255.23295","269.24865","152.99586","96.96964","78.95852","4.66369090909091","4.96369090909091","3080"
"","PS(16:0_18:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.52695606060606","7.82695606060606","949","","PS(16:0_18:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.52695606060606","7.82695606060606","949","","PS(16:0_18:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.52695606060606","7.82695606060606","949","","PS(16:0_18:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.52695606060606","7.82695606060606","949","","PS(16:0_18:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.52695606060606","7.82695606060606","949","","PS(16:0_18:0)-H","762.5291","675.49708","437.26741","409.23611","419.25685","391.22555","224.06881","255.23295","283.26425","152.99586","96.96964","78.95852","7.52695606060606","7.82695606060606","949"
"","PS(16:0_19:0)-H",1,0,0,0,0,0,1,1,0,0,0,0,"5.97987878787879","6.27987878787879","160","","PS(16:0_19:0)-H",6.165564,0,0,0,0,0,6.165564,6.165564,0,0,0,0,"5.97987878787879","6.27987878787879","160","","PS(16:0_19:0)-H",1,0,0,0,0,0,1,1,0,0,0,0,"5.97987878787879","6.27987878787879","160","","PS(16:0_19:0)-H",7300.446,0,0,0,0,0,2118.297,45574.63,0,0,0,0,"5.97987878787879","6.27987878787879","160","","PS(16:0_19:0)-H",776.5465,0,0,0,0,0,224.0696,255.2331,0,0,0,0,"5.97987878787879","6.27987878787879","160","","PS(16:0_19:0)-H","776.5448","689.51278","451.28311","409.23611","433.27255","391.22555","224.06881","255.23295","297.27995","152.99586","96.96964","78.95852","5.97987878787879","6.27987878787879","160"
"","PS(16:0_19:0)-H",1,0,0,0,0,0,0,0,0,0,0,0,"7.8329303030303","8.1329303030303","782","","PS(16:0_19:0)-H",8.003457,0,0,0,0,0,0,0,0,0,0,0,"7.8329303030303","8.1329303030303","782","","PS(16:0_19:0)-H",1,0,0,0,0,0,0,0,0,0,0,0,"7.8329303030303","8.1329303030303","782","","PS(16:0_19:0)-H",55092.88,0,0,0,0,0,0,0,0,0,0,0,"7.8329303030303","8.1329303030303","782","","PS(16:0_19:0)-H",776.5453,0,0,0,0,0,0,0,0,0,0,0,"7.8329303030303","8.1329303030303","782","","PS(16:0_19:0)-H","776.5448","689.51278","451.28311","409.23611","433.27255","391.22555","224.06881","255.23295","297.27995","152.99586","96.96964","78.95852","7.8329303030303","8.1329303030303","782"
"","PS(16:0_19:0)-H",1,0,0,0,0,0,1,1,0,0,0,0,"6.10964166666667","6.40964166666667","2194","","PS(16:0_19:0)-H",6.165564,0,0,0,0,0,6.165564,6.165564,0,0,0,0,"6.10964166666667","6.40964166666667","2194","","PS(16:0_19:0)-H",1,0,0,0,0,0,1,1,0,0,0,0,"6.10964166666667","6.40964166666667","2194","","PS(16:0_19:0)-H",7300.446,0,0,0,0,0,2118.297,45574.63,0,0,0,0,"6.10964166666667","6.40964166666667","2194","","PS(16:0_19:0)-H",776.5465,0,0,0,0,0,224.0696,255.2331,0,0,0,0,"6.10964166666667","6.40964166666667","2194","","PS(16:0_19:0)-H","776.5448","689.51278","451.28311","409.23611","433.27255","391.22555","224.06881","255.23295","297.27995","152.99586","96.96964","78.95852","6.10964166666667","6.40964166666667","2194"
"","PS(16:0_20:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.59304242424242","6.89304242424242","2477","","PS(16:0_20:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.59304242424242","6.89304242424242","2477","","PS(16:0_20:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.59304242424242","6.89304242424242","2477","","PS(16:0_20:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.59304242424242","6.89304242424242","2477","","PS(16:0_20:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.59304242424242","6.89304242424242","2477","","PS(16:0_20:0)-H","790.5604","703.52838","465.29871","409.23611","447.28815","391.22555","224.06881","255.23295","311.29555","152.99586","96.96964","78.95852","6.59304242424242","6.89304242424242","2477"
"","PS(16:0_20:1)-H",1,0,0,0,0,0,0,1,0,0,0,0,"5.63370151515152","5.93370151515152","220","","PS(16:0_20:1)-H",5.804299,0,0,0,0,0,5.804299,5.804299,0,0,0,0,"5.63370151515152","5.93370151515152","220","","PS(16:0_20:1)-H",1,0,0,0,0,0,1,1,0,0,0,0,"5.63370151515152","5.93370151515152","220","","PS(16:0_20:1)-H",7131.971,0,0,0,0,0,801.5891,1216.243,0,0,0,0,"5.63370151515152","5.93370151515152","220","","PS(16:0_20:1)-H",788.5464,0,0,0,0,0,224.0695,255.2332,0,0,0,0,"5.63370151515152","5.93370151515152","220","","PS(16:0_20:1)-H","788.5448","701.51278","463.28311","409.23611","445.27255","391.22555","224.06881","255.23295","309.27995","152.99586","96.96964","78.95852","5.63370151515152","5.93370151515152","220"
"","PS(16:0_21:0)-H",1,0,0,0,0,1,1,1,0,0,0,0,"7.16090151515151","7.46090151515151","155","","PS(16:0_21:0)-H",7.344148,0,0,7.344148,0,7.344148,7.344148,7.344148,0,0,0,0,"7.16090151515151","7.46090151515151","155","","PS(16:0_21:0)-H",2,0,0,1,0,2,2,2,0,0,0,0,"7.16090151515151","7.46090151515151","155","","PS(16:0_21:0)-H",50404.5,0,0,777.196,0,6482.558,10147.14,421126.8,0,0,0,0,"7.16090151515151","7.46090151515151","155","","PS(16:0_21:0)-H",804.5769,0,0,409.2364,0,391.22535,224.0693,255.233,0,0,0,0,"7.16090151515151","7.46090151515151","155","","PS(16:0_21:0)-H","804.5761","717.54408","479.31441","409.23611","461.30385","391.22555","224.06881","255.23295","325.31125","152.99586","96.96964","78.95852","7.16090151515151","7.46090151515151","155"
"","PS(16:0_22:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.75165","8.05165","1796","","PS(16:0_22:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.75165","8.05165","1796","","PS(16:0_22:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.75165","8.05165","1796","","PS(16:0_22:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.75165","8.05165","1796","","PS(16:0_22:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.75165","8.05165","1796","","PS(16:0_22:0)-H","818.5917","731.55968","493.33001","409.23611","475.31945","391.22555","224.06881","255.23295","339.32685","152.99586","96.96964","78.95852","7.75165","8.05165","1796"
"","PS(16:0_22:1)-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.82934393939394","7.12934393939394","684","","PS(16:0_22:1)-H",7.000907,0,0,0,0,0,0,0,0,0,0,0,"6.82934393939394","7.12934393939394","684","","PS(16:0_22:1)-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.82934393939394","7.12934393939394","684","","PS(16:0_22:1)-H",7272.433,0,0,0,0,0,0,0,0,0,0,0,"6.82934393939394","7.12934393939394","684","","PS(16:0_22:1)-H",816.5781,0,0,0,0,0,0,0,0,0,0,0,"6.82934393939394","7.12934393939394","684","","PS(16:0_22:1)-H","816.5761","729.54408","491.31441","409.23611","473.30385","391.22555","224.06881","255.23295","337.31125","152.99586","96.96964","78.95852","6.82934393939394","7.12934393939394","684"
"","PS(16:0_22:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.67263333333333","6.97263333333333","969","","PS(16:0_22:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.67263333333333","6.97263333333333","969","","PS(16:0_22:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.67263333333333","6.97263333333333","969","","PS(16:0_22:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.67263333333333","6.97263333333333","969","","PS(16:0_22:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.67263333333333","6.97263333333333","969","","PS(16:0_22:1)-H","816.5761","729.54408","491.31441","409.23611","473.30385","391.22555","224.06881","255.23295","337.31125","152.99586","96.96964","78.95852","6.67263333333333","6.97263333333333","969"
