"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment","RT at Max Intensity","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment","Number of Scans","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment","Max Intensity","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment","Average m/z","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PI","[M-H]-","M-H_NlInositol","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","NL_T1Ketene&Inositol","NL_T2Ketene&Inositol","NL_T1RCOOH&Inositol","NL_T2RCOOH&Inositol","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","InositolPhosphate","InositolPhosphate_NLH2O","InositolPhosphate_NL2H2O","Glycerophosphoinositol_NL_H2O","Glycerophosphoinositol_NL_2H2O","RT_min","RT_max","Comment"
"","PI(18:3_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:3_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:3_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:3_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:3_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:3_20:2)-H","883.53432","721.48148","623.32025","593.27335","605.30969","575.26279","461.26741","431.22051","443.25685","413.20995","277.21735","307.26425","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.53283181818182","5.83283181818182","519"
"","PI(18:3_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:3_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:3_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:3_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:3_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:3_20:2)-H","883.53432","721.48148","623.32025","593.27335","605.30969","575.26279","461.26741","431.22051","443.25685","413.20995","277.21735","307.26425","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.33809393939394","5.63809393939394","539"
"","PI(18:3_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(18:3_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(18:3_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(18:3_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(18:3_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(18:3_20:3)-H","881.51872","719.46588","621.30465","593.27335","603.29409","575.26279","459.25181","431.22051","441.24125","413.20995","277.21735","305.24865","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","4.92873484848485","5.22873484848485","1529"
"","PI(18:3_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:3_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:3_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:3_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:3_22:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:3_22:3)-H","909.55002","747.49718","649.33595","593.27335","631.32539","575.26279","487.28311","431.22051","469.27255","413.20995","277.21735","333.27995","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.14154242424242","6.44154242424242","4132"
"","PI(18:4_19:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.86447272727273","6.16447272727273","1521","","PI(18:4_19:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.86447272727273","6.16447272727273","1521","","PI(18:4_19:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.86447272727273","6.16447272727273","1521","","PI(18:4_19:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.86447272727273","6.16447272727273","1521","","PI(18:4_19:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.86447272727273","6.16447272727273","1521","","PI(18:4_19:0)-H","871.53432","709.48148","613.33595","591.25765","595.32539","573.24709","451.28311","429.20481","433.27255","411.19425","275.20165","297.27995","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.86447272727273","6.16447272727273","1521"
"","PI(18:4_20:0)-H",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,"6.44896060606061","6.74896060606061","234","","PI(18:4_20:0)-H",6.553426,0,0,0,0,0,0,0,0,0,0,0,6.553426,0,0,6.553426,6.553426,0,6.553426,6.553426,"6.44896060606061","6.74896060606061","234","","PI(18:4_20:0)-H",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,2,"6.44896060606061","6.74896060606061","234","","PI(18:4_20:0)-H",409803.7,0,0,0,0,0,0,0,0,0,0,0,13134.42,0,0,55001.75,10946.95,0,1112.919,7684.779,"6.44896060606061","6.74896060606061","234","","PI(18:4_20:0)-H",885.55065,0,0,0,0,0,0,0,0,0,0,0,152.9959,0,0,241.01205,223.00125,0,315.0491,297.0381,"6.44896060606061","6.74896060606061","234","","PI(18:4_20:0)-H","885.54992","723.49708","627.35155","591.25765","609.34099","573.24709","465.29871","429.20481","447.28815","411.19425","275.20165","311.29555","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.44896060606061","6.74896060606061","234"
"","PI(18:4_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:4_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:4_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:4_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:4_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53283181818182","5.83283181818182","519","","PI(18:4_20:1)-H","883.53432","721.48148","625.33595","591.25765","607.32539","573.24709","463.28311","429.20481","445.27255","411.19425","275.20165","309.27995","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.53283181818182","5.83283181818182","519"
"","PI(18:4_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:4_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:4_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:4_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:4_20:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.33809393939394","5.63809393939394","539","","PI(18:4_20:1)-H","883.53432","721.48148","625.33595","591.25765","607.32539","573.24709","463.28311","429.20481","445.27255","411.19425","275.20165","309.27995","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","5.33809393939394","5.63809393939394","539"
"","PI(18:4_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(18:4_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(18:4_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(18:4_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(18:4_20:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.92873484848485","5.22873484848485","1529","","PI(18:4_20:2)-H","881.51862","719.46578","623.32025","591.25765","605.30969","573.24709","461.26741","429.20481","443.25685","411.19425","275.20165","307.26425","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","4.92873484848485","5.22873484848485","1529"
"","PI(18:4_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:4_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:4_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:4_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:4_22:2)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(18:4_22:2)-H","909.54992","747.49708","651.35155","591.25765","633.34099","573.24709","489.29871","429.20481","471.28815","411.19425","275.20165","335.29555","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.14154242424242","6.44154242424242","4132"
"","PI(20:1_20:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(20:1_20:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(20:1_20:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(20:1_20:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(20:1_20:5)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(20:1_20:5)-H","909.55002","747.49718","617.27335","625.33595","599.26279","607.32539","455.22051","463.28311","437.20995","445.27255","309.27995","301.21735","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.14154242424242","6.44154242424242","4132"
"","PI(20:2_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(20:2_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(20:2_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(20:2_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(20:2_20:4)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(20:2_20:4)-H","909.54992","747.49708","619.28895","623.32025","601.27839","605.30969","457.23611","461.26741","439.22555","443.25685","307.26425","303.23295","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.14154242424242","6.44154242424242","4132"
"","PI(20:3_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(20:3_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(20:3_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(20:3_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(20:3_20:3)-H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.14154242424242","6.44154242424242","4132","","PI(20:3_20:3)-H","909.55002","747.49718","621.30465","621.30465","603.29409","603.29409","459.25181","459.25181","441.24125","441.24125","305.24865","305.24865","152.99586","96.96964","78.95852","241.01132","223.00074","204.99016","315.04819","297.03761","6.14154242424242","6.44154242424242","4132"
