"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","OxPE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","RT at Max Intensity","OxPE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Number of Scans","OxPE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Max Intensity","OxPE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Average m/z","OxPE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","OxPE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment"
"","OxPE(22:3_18:2(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","OxPE(22:3_18:2(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","OxPE(22:3_18:2(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","OxPE(22:3_18:2(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","OxPE(22:3_18:2(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.82562272727273","6.12562272727273","1568","","OxPE(22:3_18:2(Ke,OH))-H","822.52907","506.25243","530.32522","488.24187","512.31466","333.27992","309.20713","152.99586","96.96964","78.95852","140.01128","122.0007","5.82562272727273","6.12562272727273","1568"
"","OxPE(22:3_18:2(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","OxPE(22:3_18:2(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","OxPE(22:3_18:2(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","OxPE(22:3_18:2(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","OxPE(22:3_18:2(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.00810151515151","4.30810151515151","3225","","OxPE(22:3_18:2(Ke,OH))-H","822.52907","506.25243","530.32522","488.24187","512.31466","333.27992","309.20713","152.99586","96.96964","78.95852","140.01128","122.0007","4.00810151515151","4.30810151515151","3225"
"","OxPE(22:3_18:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxPE(22:3_18:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxPE(22:3_18:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxPE(22:3_18:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxPE(22:3_18:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.43825606060606","5.73825606060606","894","","OxPE(22:3_18:3(Ke,OH))-H","820.51347","504.23683","530.32522","486.22627","512.31466","333.27992","307.19153","152.99586","96.96964","78.95852","140.01128","122.0007","5.43825606060606","5.73825606060606","894"
"","OxPE(22:3_20:1(Ke,OH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.09909090909091","6.39909090909091","174","","OxPE(22:3_20:1(Ke,OH))-H",6.198611,0,0,0,0,0,0,0,0,0,0,0,"6.09909090909091","6.39909090909091","174","","OxPE(22:3_20:1(Ke,OH))-H",2,0,0,0,0,0,0,0,0,0,0,0,"6.09909090909091","6.39909090909091","174","","OxPE(22:3_20:1(Ke,OH))-H",8505.653,0,0,0,0,0,0,0,0,0,0,0,"6.09909090909091","6.39909090909091","174","","OxPE(22:3_20:1(Ke,OH))-H",852.5768,0,0,0,0,0,0,0,0,0,0,0,"6.09909090909091","6.39909090909091","174","","OxPE(22:3_20:1(Ke,OH))-H","852.57607","536.29943","530.32522","518.28887","512.31466","333.27992","339.25413","152.99586","96.96964","78.95852","140.01128","122.0007","6.09909090909091","6.39909090909091","174"
"","OxPE(22:3_20:1(Ke,OH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.45892424242424","6.75892424242424","486","","OxPE(22:3_20:1(Ke,OH))-H",6.587777,0,0,0,0,0,0,0,0,0,0,0,"6.45892424242424","6.75892424242424","486","","OxPE(22:3_20:1(Ke,OH))-H",2,0,0,0,0,0,0,0,0,0,0,0,"6.45892424242424","6.75892424242424","486","","OxPE(22:3_20:1(Ke,OH))-H",4801.402,0,0,0,0,0,0,0,0,0,0,0,"6.45892424242424","6.75892424242424","486","","OxPE(22:3_20:1(Ke,OH))-H",852.57795,0,0,0,0,0,0,0,0,0,0,0,"6.45892424242424","6.75892424242424","486","","OxPE(22:3_20:1(Ke,OH))-H","852.57607","536.29943","530.32522","518.28887","512.31466","333.27992","339.25413","152.99586","96.96964","78.95852","140.01128","122.0007","6.45892424242424","6.75892424242424","486"
"","OxPE(22:3_20:1(Ke,OH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.28235606060606","6.58235606060606","2898","","OxPE(22:3_20:1(Ke,OH))-H",6.329809,0,0,0,0,0,0,0,0,0,0,0,"6.28235606060606","6.58235606060606","2898","","OxPE(22:3_20:1(Ke,OH))-H",2,0,0,0,0,0,0,0,0,0,0,0,"6.28235606060606","6.58235606060606","2898","","OxPE(22:3_20:1(Ke,OH))-H",6228.914,0,0,0,0,0,0,0,0,0,0,0,"6.28235606060606","6.58235606060606","2898","","OxPE(22:3_20:1(Ke,OH))-H",852.57605,0,0,0,0,0,0,0,0,0,0,0,"6.28235606060606","6.58235606060606","2898","","OxPE(22:3_20:1(Ke,OH))-H","852.57607","536.29943","530.32522","518.28887","512.31466","333.27992","339.25413","152.99586","96.96964","78.95852","140.01128","122.0007","6.28235606060606","6.58235606060606","2898"
"","OxPE(22:3_20:2(Ke,OH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.72840454545454","6.02840454545454","60","","OxPE(22:3_20:2(Ke,OH))-H",5.923332,0,0,0,0,0,0,5.809507,0,0,0,0,"5.72840454545454","6.02840454545454","60","","OxPE(22:3_20:2(Ke,OH))-H",2,0,0,0,0,0,0,1,0,0,0,0,"5.72840454545454","6.02840454545454","60","","OxPE(22:3_20:2(Ke,OH))-H",21058.96,0,0,0,0,0,0,732.8118,0,0,0,0,"5.72840454545454","6.02840454545454","60","","OxPE(22:3_20:2(Ke,OH))-H",850.56155,0,0,0,0,0,0,152.9959,0,0,0,0,"5.72840454545454","6.02840454545454","60","","OxPE(22:3_20:2(Ke,OH))-H","850.56037","534.28373","530.32522","516.27317","512.31466","333.27992","337.23843","152.99586","96.96964","78.95852","140.01128","122.0007","5.72840454545454","6.02840454545454","60"
"","OxPE(22:3_20:2(Ke,OH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.18166212121212","5.48166212121212","148","","OxPE(22:3_20:2(Ke,OH))-H",5.350597,0,0,0,0,0,0,0,0,0,0,0,"5.18166212121212","5.48166212121212","148","","OxPE(22:3_20:2(Ke,OH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.18166212121212","5.48166212121212","148","","OxPE(22:3_20:2(Ke,OH))-H",10471.17,0,0,0,0,0,0,0,0,0,0,0,"5.18166212121212","5.48166212121212","148","","OxPE(22:3_20:2(Ke,OH))-H",850.5618,0,0,0,0,0,0,0,0,0,0,0,"5.18166212121212","5.48166212121212","148","","OxPE(22:3_20:2(Ke,OH))-H","850.56037","534.28373","530.32522","516.27317","512.31466","333.27992","337.23843","152.99586","96.96964","78.95852","140.01128","122.0007","5.18166212121212","5.48166212121212","148"
"","OxPE(22:3_20:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.2777696969697","4.5777696969697","701","","OxPE(22:3_20:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.2777696969697","4.5777696969697","701","","OxPE(22:3_20:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.2777696969697","4.5777696969697","701","","OxPE(22:3_20:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.2777696969697","4.5777696969697","701","","OxPE(22:3_20:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.2777696969697","4.5777696969697","701","","OxPE(22:3_20:3(Ke,OH))-H","848.54477","532.26813","530.32522","514.25757","512.31466","333.27992","335.22283","152.99586","96.96964","78.95852","140.01128","122.0007","4.2777696969697","4.5777696969697","701"
"","OxPE(22:3_20:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.56622575757576","4.86622575757576","877","","OxPE(22:3_20:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.56622575757576","4.86622575757576","877","","OxPE(22:3_20:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.56622575757576","4.86622575757576","877","","OxPE(22:3_20:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.56622575757576","4.86622575757576","877","","OxPE(22:3_20:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.56622575757576","4.86622575757576","877","","OxPE(22:3_20:3(Ke,OH))-H","848.54477","532.26813","530.32522","514.25757","512.31466","333.27992","335.22283","152.99586","96.96964","78.95852","140.01128","122.0007","4.56622575757576","4.86622575757576","877"
"","OxPE(22:3_20:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.99178181818182","5.29178181818182","1859","","OxPE(22:3_20:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.99178181818182","5.29178181818182","1859","","OxPE(22:3_20:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.99178181818182","5.29178181818182","1859","","OxPE(22:3_20:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.99178181818182","5.29178181818182","1859","","OxPE(22:3_20:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.99178181818182","5.29178181818182","1859","","OxPE(22:3_20:3(Ke,OH))-H","848.54477","532.26813","530.32522","514.25757","512.31466","333.27992","335.22283","152.99586","96.96964","78.95852","140.01128","122.0007","4.99178181818182","5.29178181818182","1859"
"","OxPE(22:3_22:1(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.2613106060606","7.5613106060606","1181","","OxPE(22:3_22:1(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.2613106060606","7.5613106060606","1181","","OxPE(22:3_22:1(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.2613106060606","7.5613106060606","1181","","OxPE(22:3_22:1(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.2613106060606","7.5613106060606","1181","","OxPE(22:3_22:1(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.2613106060606","7.5613106060606","1181","","OxPE(22:3_22:1(Ke,OH))-H","880.60737","564.33073","530.32522","546.32017","512.31466","333.27992","367.28543","152.99586","96.96964","78.95852","140.01128","122.0007","7.2613106060606","7.5613106060606","1181"
"","OxPE(22:3_22:1(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.67180151515151","7.97180151515151","1530","","OxPE(22:3_22:1(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.67180151515151","7.97180151515151","1530","","OxPE(22:3_22:1(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.67180151515151","7.97180151515151","1530","","OxPE(22:3_22:1(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.67180151515151","7.97180151515151","1530","","OxPE(22:3_22:1(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.67180151515151","7.97180151515151","1530","","OxPE(22:3_22:1(Ke,OH))-H","880.60737","564.33073","530.32522","546.32017","512.31466","333.27992","367.28543","152.99586","96.96964","78.95852","140.01128","122.0007","7.67180151515151","7.97180151515151","1530"
"","OxPE(22:3_22:2(Ke,OH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.8943","7.1943","602","","OxPE(22:3_22:2(Ke,OH))-H",7.041442,0,0,0,0,0,0,0,0,0,0,0,"6.8943","7.1943","602","","OxPE(22:3_22:2(Ke,OH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.8943","7.1943","602","","OxPE(22:3_22:2(Ke,OH))-H",9265.967,0,0,0,0,0,0,0,0,0,0,0,"6.8943","7.1943","602","","OxPE(22:3_22:2(Ke,OH))-H",878.593,0,0,0,0,0,0,0,0,0,0,0,"6.8943","7.1943","602","","OxPE(22:3_22:2(Ke,OH))-H","878.59167","562.31503","530.32522","544.30447","512.31466","333.27992","365.26973","152.99586","96.96964","78.95852","140.01128","122.0007","6.8943","7.1943","602"
"","OxPE(22:3_22:3(Ke,OH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.81506363636364","6.11506363636364","341","","OxPE(22:3_22:3(Ke,OH))-H",5.928539,0,0,0,0,0,0,0,0,0,0,0,"5.81506363636364","6.11506363636364","341","","OxPE(22:3_22:3(Ke,OH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.81506363636364","6.11506363636364","341","","OxPE(22:3_22:3(Ke,OH))-H",2194.259,0,0,0,0,0,0,0,0,0,0,0,"5.81506363636364","6.11506363636364","341","","OxPE(22:3_22:3(Ke,OH))-H",876.5767,0,0,0,0,0,0,0,0,0,0,0,"5.81506363636364","6.11506363636364","341","","OxPE(22:3_22:3(Ke,OH))-H","876.57607","560.29943","530.32522","542.28887","512.31466","333.27992","363.25413","152.99586","96.96964","78.95852","140.01128","122.0007","5.81506363636364","6.11506363636364","341"
"","OxPE(22:3_22:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.49182878787879","5.79182878787879","797","","OxPE(22:3_22:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.49182878787879","5.79182878787879","797","","OxPE(22:3_22:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.49182878787879","5.79182878787879","797","","OxPE(22:3_22:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.49182878787879","5.79182878787879","797","","OxPE(22:3_22:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.49182878787879","5.79182878787879","797","","OxPE(22:3_22:3(Ke,OH))-H","876.57607","560.29943","530.32522","542.28887","512.31466","333.27992","363.25413","152.99586","96.96964","78.95852","140.01128","122.0007","5.49182878787879","5.79182878787879","797"
"","OxPE(22:3_22:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.23679545454545","5.53679545454545","1477","","OxPE(22:3_22:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.23679545454545","5.53679545454545","1477","","OxPE(22:3_22:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.23679545454545","5.53679545454545","1477","","OxPE(22:3_22:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.23679545454545","5.53679545454545","1477","","OxPE(22:3_22:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.23679545454545","5.53679545454545","1477","","OxPE(22:3_22:3(Ke,OH))-H","876.57607","560.29943","530.32522","542.28887","512.31466","333.27992","363.25413","152.99586","96.96964","78.95852","140.01128","122.0007","5.23679545454545","5.53679545454545","1477"
"","OxPE(22:3_22:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.96100757575757","6.26100757575757","2718","","OxPE(22:3_22:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.96100757575757","6.26100757575757","2718","","OxPE(22:3_22:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.96100757575757","6.26100757575757","2718","","OxPE(22:3_22:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.96100757575757","6.26100757575757","2718","","OxPE(22:3_22:3(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.96100757575757","6.26100757575757","2718","","OxPE(22:3_22:3(Ke,OH))-H","876.57607","560.29943","530.32522","542.28887","512.31466","333.27992","363.25413","152.99586","96.96964","78.95852","140.01128","122.0007","5.96100757575757","6.26100757575757","2718"
"","OxPE(22:3_22:4(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.91065909090909","5.21065909090909","870","","OxPE(22:3_22:4(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.91065909090909","5.21065909090909","870","","OxPE(22:3_22:4(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.91065909090909","5.21065909090909","870","","OxPE(22:3_22:4(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.91065909090909","5.21065909090909","870","","OxPE(22:3_22:4(Ke,OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.91065909090909","5.21065909090909","870","","OxPE(22:3_22:4(Ke,OH))-H","874.56037","558.28373","530.32522","540.27317","512.31466","333.27992","361.23843","152.99586","96.96964","78.95852","140.01128","122.0007","4.91065909090909","5.21065909090909","870"
"","OxPE(22:2_18:1(OH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.72865757575758","7.02865757575758","422","","OxPE(22:2_18:1(OH))-H",6.844614,0,0,0,0,0,0,0,0,0,0,0,"6.72865757575758","7.02865757575758","422","","OxPE(22:2_18:1(OH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.72865757575758","7.02865757575758","422","","OxPE(22:2_18:1(OH))-H",8293.021,0,0,0,0,0,0,0,0,0,0,0,"6.72865757575758","7.02865757575758","422","","OxPE(22:2_18:1(OH))-H",812.582,0,0,0,0,0,0,0,0,0,0,0,"6.72865757575758","7.02865757575758","422","","OxPE(22:2_18:1(OH))-H","812.58116","494.28887","532.34087","476.27831","514.33031","335.29557","297.24357","152.99586","96.96964","78.95852","140.01128","122.0007","6.72865757575758","7.02865757575758","422"
"","OxPE(22:2_18:3(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.69895909090909","5.99895909090909","1030","","OxPE(22:2_18:3(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.69895909090909","5.99895909090909","1030","","OxPE(22:2_18:3(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.69895909090909","5.99895909090909","1030","","OxPE(22:2_18:3(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.69895909090909","5.99895909090909","1030","","OxPE(22:2_18:3(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.69895909090909","5.99895909090909","1030","","OxPE(22:2_18:3(OH))-H","808.54986","490.25757","532.34087","472.24701","514.33031","335.29557","293.21227","152.99586","96.96964","78.95852","140.01128","122.0007","5.69895909090909","5.99895909090909","1030"
"","OxPE(22:2_20:1(OH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","OxPE(22:2_20:1(OH))-H",8.013856,0,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","OxPE(22:2_20:1(OH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","OxPE(22:2_20:1(OH))-H",3855.119,0,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","OxPE(22:2_20:1(OH))-H",840.6129,0,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","OxPE(22:2_20:1(OH))-H","840.61246","522.32017","532.34087","504.30961","514.33031","335.29557","325.27487","152.99586","96.96964","78.95852","140.01128","122.0007","7.87178181818182","8.17178181818182","682"
"","OxPE(22:2_20:2(OH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","OxPE(22:2_20:2(OH))-H",6.921464,0,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","OxPE(22:2_20:2(OH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","OxPE(22:2_20:2(OH))-H",8363.788,0,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","OxPE(22:2_20:2(OH))-H",838.5977,0,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","OxPE(22:2_20:2(OH))-H","838.59676","520.30447","532.34087","502.29391","514.33031","335.29557","323.25917","152.99586","96.96964","78.95852","140.01128","122.0007","6.77478333333333","7.07478333333333","484"
"","OxPE(22:2_20:2(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","OxPE(22:2_20:2(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","OxPE(22:2_20:2(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","OxPE(22:2_20:2(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","OxPE(22:2_20:2(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","OxPE(22:2_20:2(OH))-H","838.59676","520.30447","532.34087","502.29391","514.33031","335.29557","323.25917","152.99586","96.96964","78.95852","140.01128","122.0007","7.6732606060606","7.9732606060606","1701"
"","OxPE(22:2_20:3(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.9642803030303","6.2642803030303","1218","","OxPE(22:2_20:3(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.9642803030303","6.2642803030303","1218","","OxPE(22:2_20:3(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.9642803030303","6.2642803030303","1218","","OxPE(22:2_20:3(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.9642803030303","6.2642803030303","1218","","OxPE(22:2_20:3(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.9642803030303","6.2642803030303","1218","","OxPE(22:2_20:3(OH))-H","836.58116","518.28887","532.34087","500.27831","514.33031","335.29557","321.24357","152.99586","96.96964","78.95852","140.01128","122.0007","5.9642803030303","6.2642803030303","1218"
"","OxPE(22:2_20:3(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.60623484848485","6.90623484848485","2508","","OxPE(22:2_20:3(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.60623484848485","6.90623484848485","2508","","OxPE(22:2_20:3(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.60623484848485","6.90623484848485","2508","","OxPE(22:2_20:3(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.60623484848485","6.90623484848485","2508","","OxPE(22:2_20:3(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.60623484848485","6.90623484848485","2508","","OxPE(22:2_20:3(OH))-H","836.58116","518.28887","532.34087","500.27831","514.33031","335.29557","321.24357","152.99586","96.96964","78.95852","140.01128","122.0007","6.60623484848485","6.90623484848485","2508"
"","OxPE(22:2_20:3(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.81634090909091","6.11634090909091","2993","","OxPE(22:2_20:3(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.81634090909091","6.11634090909091","2993","","OxPE(22:2_20:3(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.81634090909091","6.11634090909091","2993","","OxPE(22:2_20:3(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.81634090909091","6.11634090909091","2993","","OxPE(22:2_20:3(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.81634090909091","6.11634090909091","2993","","OxPE(22:2_20:3(OH))-H","836.58116","518.28887","532.34087","500.27831","514.33031","335.29557","321.24357","152.99586","96.96964","78.95852","140.01128","122.0007","5.81634090909091","6.11634090909091","2993"
"","OxPE(22:2_22:1(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","OxPE(22:2_22:1(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","OxPE(22:2_22:1(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","OxPE(22:2_22:1(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","OxPE(22:2_22:1(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","OxPE(22:2_22:1(OH))-H","868.64376","550.35147","532.34087","532.34091","514.33031","335.29557","353.30617","152.99586","96.96964","78.95852","140.01128","122.0007","8.9291","9.2291","865"
"","OxPE(22:2_24:1(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","OxPE(22:2_24:1(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","OxPE(22:2_24:1(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","OxPE(22:2_24:1(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","OxPE(22:2_24:1(OH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","OxPE(22:2_24:1(OH))-H","896.67506","578.38277","532.34087","560.37221","514.33031","335.29557","381.33747","152.99586","96.96964","78.95852","140.01128","122.0007","9.8984333333333","10.1984333333333","1162"
