"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","OxPE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","RT at Max Intensity","OxPE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Number of Scans","OxPE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Max Intensity","OxPE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Average m/z","OxPE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","OxPE","[M-H]-","NL_T1Ketene&serene","NL_T2Ketene&serene","NL_T1RCOOH","NL_T2RCOOH","T1_RCOO-","T2_RCOO-","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","EthanolaminePhosphate","EthanolaminePhosphate_NLH2O","RT_min","RT_max","Comment"
"","OxPE(25:0_15:2(COOH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.54269393939394","6.84269393939394","187","","OxPE(25:0_15:2(COOH))-H",6.64095,0,0,0,0,0,0,0,0,0,0,0,"6.54269393939394","6.84269393939394","187","","OxPE(25:0_15:2(COOH))-H",2,0,0,0,0,0,0,0,0,0,0,0,"6.54269393939394","6.84269393939394","187","","OxPE(25:0_15:2(COOH))-H",20734.85,0,0,0,0,0,0,0,0,0,0,0,"6.54269393939394","6.84269393939394","187","","OxPE(25:0_15:2(COOH))-H",828.57695,0,0,0,0,0,0,0,0,0,0,0,"6.54269393939394","6.84269393939394","187","","OxPE(25:0_15:2(COOH))-H","828.57605","464.20551","578.41912","446.19495","560.40856","381.37382","267.16021","152.99586","96.96964","78.95852","140.01128","122.0007","6.54269393939394","6.84269393939394","187"
"","OxPE(25:0_15:2(COOH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.33619848484848","6.63619848484848","219","","OxPE(25:0_15:2(COOH))-H",6.523652,0,0,0,0,0,0,0,0,0,0,0,"6.33619848484848","6.63619848484848","219","","OxPE(25:0_15:2(COOH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.33619848484848","6.63619848484848","219","","OxPE(25:0_15:2(COOH))-H",18346.02,0,0,0,0,0,0,0,0,0,0,0,"6.33619848484848","6.63619848484848","219","","OxPE(25:0_15:2(COOH))-H",828.5771,0,0,0,0,0,0,0,0,0,0,0,"6.33619848484848","6.63619848484848","219","","OxPE(25:0_15:2(COOH))-H","828.57605","464.20551","578.41912","446.19495","560.40856","381.37382","267.16021","152.99586","96.96964","78.95852","140.01128","122.0007","6.33619848484848","6.63619848484848","219"
"","OxPE(25:0_15:3(COOH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.04034545454545","6.34034545454545","46","","OxPE(25:0_15:3(COOH))-H",6.155149,0,0,0,0,0,0,6.155149,0,0,0,0,"6.04034545454545","6.34034545454545","46","","OxPE(25:0_15:3(COOH))-H",3,0,0,0,0,0,0,1,0,0,0,0,"6.04034545454545","6.34034545454545","46","","OxPE(25:0_15:3(COOH))-H",62905.66,0,0,0,0,0,0,905.15,0,0,0,0,"6.04034545454545","6.34034545454545","46","","OxPE(25:0_15:3(COOH))-H",826.561466666667,0,0,0,0,0,0,152.9958,0,0,0,0,"6.04034545454545","6.34034545454545","46","","OxPE(25:0_15:3(COOH))-H","826.5604","462.18986","578.41912","444.1793","560.40856","381.37382","265.14456","152.99586","96.96964","78.95852","140.01128","122.0007","6.04034545454545","6.34034545454545","46"
"","OxPE(25:0_15:3(COOH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.38873333333333","5.68873333333333","83","","OxPE(25:0_15:3(COOH))-H",5.628545,0,0,0,0,0,0,0,0,0,0,0,"5.38873333333333","5.68873333333333","83","","OxPE(25:0_15:3(COOH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.38873333333333","5.68873333333333","83","","OxPE(25:0_15:3(COOH))-H",8589.773,0,0,0,0,0,0,0,0,0,0,0,"5.38873333333333","5.68873333333333","83","","OxPE(25:0_15:3(COOH))-H",826.5615,0,0,0,0,0,0,0,0,0,0,0,"5.38873333333333","5.68873333333333","83","","OxPE(25:0_15:3(COOH))-H","826.5604","462.18986","578.41912","444.1793","560.40856","381.37382","265.14456","152.99586","96.96964","78.95852","140.01128","122.0007","5.38873333333333","5.68873333333333","83"
"","OxPE(25:0_15:3(COOH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.71959545454545","6.01959545454545","3405","","OxPE(25:0_15:3(COOH))-H",5.896158,0,0,0,0,0,0,0,0,0,0,0,"5.71959545454545","6.01959545454545","3405","","OxPE(25:0_15:3(COOH))-H",2,0,0,0,0,0,0,0,0,0,0,0,"5.71959545454545","6.01959545454545","3405","","OxPE(25:0_15:3(COOH))-H",4861.312,0,0,0,0,0,0,0,0,0,0,0,"5.71959545454545","6.01959545454545","3405","","OxPE(25:0_15:3(COOH))-H",826.56305,0,0,0,0,0,0,0,0,0,0,0,"5.71959545454545","6.01959545454545","3405","","OxPE(25:0_15:3(COOH))-H","826.5604","462.18986","578.41912","444.1793","560.40856","381.37382","265.14456","152.99586","96.96964","78.95852","140.01128","122.0007","5.71959545454545","6.01959545454545","3405"
"","OxPE(25:0_15:4(COOH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"5.23841363636364","5.53841363636364","104","","OxPE(25:0_15:4(COOH))-H",5.362202,0,0,0,0,0,0,5.362202,0,0,0,0,"5.23841363636364","5.53841363636364","104","","OxPE(25:0_15:4(COOH))-H",2,0,0,0,0,0,0,1,0,0,0,0,"5.23841363636364","5.53841363636364","104","","OxPE(25:0_15:4(COOH))-H",22206.33,0,0,0,0,0,0,615.2763,0,0,0,0,"5.23841363636364","5.53841363636364","104","","OxPE(25:0_15:4(COOH))-H",824.54545,0,0,0,0,0,0,152.996,0,0,0,0,"5.23841363636364","5.53841363636364","104","","OxPE(25:0_15:4(COOH))-H","824.54475","460.17421","578.41912","442.16365","560.40856","381.37382","263.12891","152.99586","96.96964","78.95852","140.01128","122.0007","5.23841363636364","5.53841363636364","104"
"","OxPE(25:0_15:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.93768939393939","5.23768939393939","489","","OxPE(25:0_15:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.93768939393939","5.23768939393939","489","","OxPE(25:0_15:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.93768939393939","5.23768939393939","489","","OxPE(25:0_15:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.93768939393939","5.23768939393939","489","","OxPE(25:0_15:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"4.93768939393939","5.23768939393939","489","","OxPE(25:0_15:4(COOH))-H","824.54475","460.17421","578.41912","442.16365","560.40856","381.37382","263.12891","152.99586","96.96964","78.95852","140.01128","122.0007","4.93768939393939","5.23768939393939","489"
"","OxPE(25:0_15:4(COOH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"4.46556363636364","4.76556363636364","532","","OxPE(25:0_15:4(COOH))-H",4.639425,0,0,0,0,0,0,0,0,0,0,0,"4.46556363636364","4.76556363636364","532","","OxPE(25:0_15:4(COOH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"4.46556363636364","4.76556363636364","532","","OxPE(25:0_15:4(COOH))-H",2056.898,0,0,0,0,0,0,0,0,0,0,0,"4.46556363636364","4.76556363636364","532","","OxPE(25:0_15:4(COOH))-H",824.5461,0,0,0,0,0,0,0,0,0,0,0,"4.46556363636364","4.76556363636364","532","","OxPE(25:0_15:4(COOH))-H","824.54475","460.17421","578.41912","442.16365","560.40856","381.37382","263.12891","152.99586","96.96964","78.95852","140.01128","122.0007","4.46556363636364","4.76556363636364","532"
"","OxPE(25:0_16:3(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.66241060606061","6.96241060606061","1154","","OxPE(25:0_16:3(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.66241060606061","6.96241060606061","1154","","OxPE(25:0_16:3(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.66241060606061","6.96241060606061","1154","","OxPE(25:0_16:3(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.66241060606061","6.96241060606061","1154","","OxPE(25:0_16:3(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.66241060606061","6.96241060606061","1154","","OxPE(25:0_16:3(COOH))-H","840.57605","476.20551","578.41912","458.19495","560.40856","381.37382","279.16021","152.99586","96.96964","78.95852","140.01128","122.0007","6.66241060606061","6.96241060606061","1154"
"","OxPE(25:0_16:3(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.46923181818182","6.76923181818182","4152","","OxPE(25:0_16:3(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.46923181818182","6.76923181818182","4152","","OxPE(25:0_16:3(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.46923181818182","6.76923181818182","4152","","OxPE(25:0_16:3(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.46923181818182","6.76923181818182","4152","","OxPE(25:0_16:3(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.46923181818182","6.76923181818182","4152","","OxPE(25:0_16:3(COOH))-H","840.57605","476.20551","578.41912","458.19495","560.40856","381.37382","279.16021","152.99586","96.96964","78.95852","140.01128","122.0007","6.46923181818182","6.76923181818182","4152"
"","OxPE(25:0_16:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.54417878787879","5.84417878787879","1271","","OxPE(25:0_16:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.54417878787879","5.84417878787879","1271","","OxPE(25:0_16:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.54417878787879","5.84417878787879","1271","","OxPE(25:0_16:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.54417878787879","5.84417878787879","1271","","OxPE(25:0_16:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.54417878787879","5.84417878787879","1271","","OxPE(25:0_16:4(COOH))-H","838.5604","474.18986","578.41912","456.1793","560.40856","381.37382","277.14456","152.99586","96.96964","78.95852","140.01128","122.0007","5.54417878787879","5.84417878787879","1271"
"","OxPE(25:0_16:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.8542696969697","6.1542696969697","1649","","OxPE(25:0_16:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.8542696969697","6.1542696969697","1649","","OxPE(25:0_16:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.8542696969697","6.1542696969697","1649","","OxPE(25:0_16:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.8542696969697","6.1542696969697","1649","","OxPE(25:0_16:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.8542696969697","6.1542696969697","1649","","OxPE(25:0_16:4(COOH))-H","838.5604","474.18986","578.41912","456.1793","560.40856","381.37382","277.14456","152.99586","96.96964","78.95852","140.01128","122.0007","5.8542696969697","6.1542696969697","1649"
"","OxPE(25:0_16:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.57073636363636","5.87073636363636","3957","","OxPE(25:0_16:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.57073636363636","5.87073636363636","3957","","OxPE(25:0_16:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.57073636363636","5.87073636363636","3957","","OxPE(25:0_16:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.57073636363636","5.87073636363636","3957","","OxPE(25:0_16:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.57073636363636","5.87073636363636","3957","","OxPE(25:0_16:4(COOH))-H","838.5604","474.18986","578.41912","456.1793","560.40856","381.37382","277.14456","152.99586","96.96964","78.95852","140.01128","122.0007","5.57073636363636","5.87073636363636","3957"
"","OxPE(25:0_17:4(COOH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.09909090909091","6.39909090909091","174","","OxPE(25:0_17:4(COOH))-H",6.198611,0,0,0,0,0,0,0,0,0,0,0,"6.09909090909091","6.39909090909091","174","","OxPE(25:0_17:4(COOH))-H",2,0,0,0,0,0,0,0,0,0,0,0,"6.09909090909091","6.39909090909091","174","","OxPE(25:0_17:4(COOH))-H",8505.653,0,0,0,0,0,0,0,0,0,0,0,"6.09909090909091","6.39909090909091","174","","OxPE(25:0_17:4(COOH))-H",852.5768,0,0,0,0,0,0,0,0,0,0,0,"6.09909090909091","6.39909090909091","174","","OxPE(25:0_17:4(COOH))-H","852.57605","488.20551","578.41912","470.19495","560.40856","381.37382","291.16021","152.99586","96.96964","78.95852","140.01128","122.0007","6.09909090909091","6.39909090909091","174"
"","OxPE(25:0_17:4(COOH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.45892424242424","6.75892424242424","486","","OxPE(25:0_17:4(COOH))-H",6.587777,0,0,0,0,0,0,0,0,0,0,0,"6.45892424242424","6.75892424242424","486","","OxPE(25:0_17:4(COOH))-H",2,0,0,0,0,0,0,0,0,0,0,0,"6.45892424242424","6.75892424242424","486","","OxPE(25:0_17:4(COOH))-H",4801.402,0,0,0,0,0,0,0,0,0,0,0,"6.45892424242424","6.75892424242424","486","","OxPE(25:0_17:4(COOH))-H",852.57795,0,0,0,0,0,0,0,0,0,0,0,"6.45892424242424","6.75892424242424","486","","OxPE(25:0_17:4(COOH))-H","852.57605","488.20551","578.41912","470.19495","560.40856","381.37382","291.16021","152.99586","96.96964","78.95852","140.01128","122.0007","6.45892424242424","6.75892424242424","486"
"","OxPE(25:0_17:4(COOH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.28235606060606","6.58235606060606","2898","","OxPE(25:0_17:4(COOH))-H",6.329809,0,0,0,0,0,0,0,0,0,0,0,"6.28235606060606","6.58235606060606","2898","","OxPE(25:0_17:4(COOH))-H",2,0,0,0,0,0,0,0,0,0,0,0,"6.28235606060606","6.58235606060606","2898","","OxPE(25:0_17:4(COOH))-H",6228.914,0,0,0,0,0,0,0,0,0,0,0,"6.28235606060606","6.58235606060606","2898","","OxPE(25:0_17:4(COOH))-H",852.57605,0,0,0,0,0,0,0,0,0,0,0,"6.28235606060606","6.58235606060606","2898","","OxPE(25:0_17:4(COOH))-H","852.57605","488.20551","578.41912","470.19495","560.40856","381.37382","291.16021","152.99586","96.96964","78.95852","140.01128","122.0007","6.28235606060606","6.58235606060606","2898"
"","OxPE(25:0_19:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.2613106060606","7.5613106060606","1181","","OxPE(25:0_19:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.2613106060606","7.5613106060606","1181","","OxPE(25:0_19:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.2613106060606","7.5613106060606","1181","","OxPE(25:0_19:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.2613106060606","7.5613106060606","1181","","OxPE(25:0_19:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.2613106060606","7.5613106060606","1181","","OxPE(25:0_19:4(COOH))-H","880.60735","516.23681","578.41912","498.22625","560.40856","381.37382","319.19151","152.99586","96.96964","78.95852","140.01128","122.0007","7.2613106060606","7.5613106060606","1181"
"","OxPE(25:0_19:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.67180151515151","7.97180151515151","1530","","OxPE(25:0_19:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.67180151515151","7.97180151515151","1530","","OxPE(25:0_19:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.67180151515151","7.97180151515151","1530","","OxPE(25:0_19:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.67180151515151","7.97180151515151","1530","","OxPE(25:0_19:4(COOH))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.67180151515151","7.97180151515151","1530","","OxPE(25:0_19:4(COOH))-H","880.60735","516.23681","578.41912","498.22625","560.40856","381.37382","319.19151","152.99586","96.96964","78.95852","140.01128","122.0007","7.67180151515151","7.97180151515151","1530"
"","OxPE(25:0_19:5(COOH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.8943","7.1943","602","","OxPE(25:0_19:5(COOH))-H",7.041442,0,0,0,0,0,0,0,0,0,0,0,"6.8943","7.1943","602","","OxPE(25:0_19:5(COOH))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.8943","7.1943","602","","OxPE(25:0_19:5(COOH))-H",9265.967,0,0,0,0,0,0,0,0,0,0,0,"6.8943","7.1943","602","","OxPE(25:0_19:5(COOH))-H",878.593,0,0,0,0,0,0,0,0,0,0,0,"6.8943","7.1943","602","","OxPE(25:0_19:5(COOH))-H","878.5917","514.22116","578.41912","496.2106","560.40856","381.37382","317.17586","152.99586","96.96964","78.95852","140.01128","122.0007","6.8943","7.1943","602"
"","OxPE(26:0_12:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","OxPE(26:0_12:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","OxPE(26:0_12:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","OxPE(26:0_12:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","OxPE(26:0_12:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","OxPE(26:0_12:0(CHO))-H","788.58112","410.19493","592.43477","392.18437","574.42421","395.38947","213.14963","152.99586","96.96964","78.95852","140.01128","122.0007","7.64452121212121","7.94452121212121","1776"
"","OxPE(26:0_12:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","OxPE(26:0_12:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","OxPE(26:0_12:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","OxPE(26:0_12:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","OxPE(26:0_12:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","OxPE(26:0_12:0(CHO))-H","788.58112","410.19493","592.43477","392.18437","574.42421","395.38947","213.14963","152.99586","96.96964","78.95852","140.01128","122.0007","6.91709848484848","7.21709848484848","3363"
"","OxPE(26:0_14:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","OxPE(26:0_14:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","OxPE(26:0_14:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","OxPE(26:0_14:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","OxPE(26:0_14:0(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","OxPE(26:0_14:0(CHO))-H","816.61242","438.22623","592.43477","420.21567","574.42421","395.38947","241.18093","152.99586","96.96964","78.95852","140.01128","122.0007","8.07845303030303","8.37845303030303","1249"
"","OxPE(26:0_12:1(CHO))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.72870454545455","7.02870454545455","554","","OxPE(26:0_12:1(CHO))-H",6.916239,0,0,0,0,0,0,0,0,0,0,0,"6.72870454545455","7.02870454545455","554","","OxPE(26:0_12:1(CHO))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.72870454545455","7.02870454545455","554","","OxPE(26:0_12:1(CHO))-H",3644.318,0,0,0,0,0,0,0,0,0,0,0,"6.72870454545455","7.02870454545455","554","","OxPE(26:0_12:1(CHO))-H",786.567,0,0,0,0,0,0,0,0,0,0,0,"6.72870454545455","7.02870454545455","554","","OxPE(26:0_12:1(CHO))-H","786.56548","408.17929","592.43477","390.16873","574.42421","395.38947","211.13399","152.99586","96.96964","78.95852","140.01128","122.0007","6.72870454545455","7.02870454545455","554"
"","OxPE(26:0_14:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.87242424242424","8.17242424242424","1705","","OxPE(26:0_14:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.87242424242424","8.17242424242424","1705","","OxPE(26:0_14:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.87242424242424","8.17242424242424","1705","","OxPE(26:0_14:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.87242424242424","8.17242424242424","1705","","OxPE(26:0_14:1(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.87242424242424","8.17242424242424","1705","","OxPE(26:0_14:1(CHO))-H","814.59678","436.21059","592.43477","418.20003","574.42421","395.38947","239.16529","152.99586","96.96964","78.95852","140.01128","122.0007","7.87242424242424","8.17242424242424","1705"
"","OxPE(26:0_14:2(CHO))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.72865757575758","7.02865757575758","422","","OxPE(26:0_14:2(CHO))-H",6.844614,0,0,0,0,0,0,0,0,0,0,0,"6.72865757575758","7.02865757575758","422","","OxPE(26:0_14:2(CHO))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.72865757575758","7.02865757575758","422","","OxPE(26:0_14:2(CHO))-H",8293.021,0,0,0,0,0,0,0,0,0,0,0,"6.72865757575758","7.02865757575758","422","","OxPE(26:0_14:2(CHO))-H",812.582,0,0,0,0,0,0,0,0,0,0,0,"6.72865757575758","7.02865757575758","422","","OxPE(26:0_14:2(CHO))-H","812.58113","434.19494","592.43477","416.18438","574.42421","395.38947","237.14964","152.99586","96.96964","78.95852","140.01128","122.0007","6.72865757575758","7.02865757575758","422"
"","OxPE(26:0_14:3(CHO))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.5105303030303","6.8105303030303","548","","OxPE(26:0_14:3(CHO))-H",6.670787,0,0,0,0,0,0,0,0,0,0,0,"6.5105303030303","6.8105303030303","548","","OxPE(26:0_14:3(CHO))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.5105303030303","6.8105303030303","548","","OxPE(26:0_14:3(CHO))-H",5949.467,0,0,0,0,0,0,0,0,0,0,0,"6.5105303030303","6.8105303030303","548","","OxPE(26:0_14:3(CHO))-H",810.5662,0,0,0,0,0,0,0,0,0,0,0,"6.5105303030303","6.8105303030303","548","","OxPE(26:0_14:3(CHO))-H","810.56548","432.17929","592.43477","414.16873","574.42421","395.38947","235.13399","152.99586","96.96964","78.95852","140.01128","122.0007","6.5105303030303","6.8105303030303","548"
"","OxPE(26:0_14:3(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.91286515151515","6.21286515151515","854","","OxPE(26:0_14:3(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.91286515151515","6.21286515151515","854","","OxPE(26:0_14:3(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.91286515151515","6.21286515151515","854","","OxPE(26:0_14:3(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.91286515151515","6.21286515151515","854","","OxPE(26:0_14:3(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"5.91286515151515","6.21286515151515","854","","OxPE(26:0_14:3(CHO))-H","810.56548","432.17929","592.43477","414.16873","574.42421","395.38947","235.13399","152.99586","96.96964","78.95852","140.01128","122.0007","5.91286515151515","6.21286515151515","854"
"","OxPE(26:0_16:2(CHO))-H",1,0,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","OxPE(26:0_16:2(CHO))-H",8.013856,0,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","OxPE(26:0_16:2(CHO))-H",1,0,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","OxPE(26:0_16:2(CHO))-H",3855.119,0,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","OxPE(26:0_16:2(CHO))-H",840.6129,0,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","OxPE(26:0_16:2(CHO))-H","840.61243","462.22624","592.43477","444.21568","574.42421","395.38947","265.18094","152.99586","96.96964","78.95852","140.01128","122.0007","7.87178181818182","8.17178181818182","682"
"","OxPE(26:0_16:3(CHO))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","OxPE(26:0_16:3(CHO))-H",6.921464,0,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","OxPE(26:0_16:3(CHO))-H",1,0,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","OxPE(26:0_16:3(CHO))-H",8363.788,0,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","OxPE(26:0_16:3(CHO))-H",838.5977,0,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","OxPE(26:0_16:3(CHO))-H","838.59678","460.21059","592.43477","442.20003","574.42421","395.38947","263.16529","152.99586","96.96964","78.95852","140.01128","122.0007","6.77478333333333","7.07478333333333","484"
"","OxPE(26:0_16:3(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","OxPE(26:0_16:3(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","OxPE(26:0_16:3(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","OxPE(26:0_16:3(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","OxPE(26:0_16:3(CHO))-H",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","OxPE(26:0_16:3(CHO))-H","838.59678","460.21059","592.43477","442.20003","574.42421","395.38947","263.16529","152.99586","96.96964","78.95852","140.01128","122.0007","7.6732606060606","7.9732606060606","1701"
