"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer_NP","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer_NP","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","Number of Scans","Cer_NP","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","Max Intensity","Cer_NP","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","Average m/z","Cer_NP","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer_NP","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment"
"","Cer_NP(t22:0/30:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t22:0/30:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t22:0/30:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t22:0/30:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t22:0/30:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t22:0/30:4)+HCO2","844.73995","798.73445","780.72395","762.71335","498.43115","486.43115","486.43115","468.42055","323.29505","443.39005","311.29505","442.40545","281.28445","12.0117515151515","12.3117515151515","1639"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","15.1321666666667","15.4321666666667","213"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","14.6627106060606","14.9627106060606","251"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","15.4023196969697","15.7023196969697","304"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","11.2433803030303","11.5433803030303","391"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","2.64635151515152","2.94635151515152","444"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","13.6292787878788","13.9292787878788","450"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","14.1708757575758","14.4708757575758","503"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","4.81551363636364","5.11551363636364","526"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","1.75567727272727","2.05567727272727","546"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","9.9882272727273","10.2882272727273","576"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","9.06659848484848","9.36659848484848","649"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.64110151515152","9.94110151515152","715","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.64110151515152","9.94110151515152","715","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.64110151515152","9.94110151515152","715","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.64110151515152","9.94110151515152","715","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.64110151515152","9.94110151515152","715","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","9.64110151515152","9.94110151515152","715"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.60265303030303","8.90265303030303","1072","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.60265303030303","8.90265303030303","1072","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.60265303030303","8.90265303030303","1072","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.60265303030303","8.90265303030303","1072","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.60265303030303","8.90265303030303","1072","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","8.60265303030303","8.90265303030303","1072"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.24555606060606","4.54555606060606","1098","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.24555606060606","4.54555606060606","1098","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.24555606060606","4.54555606060606","1098","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.24555606060606","4.54555606060606","1098","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.24555606060606","4.54555606060606","1098","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","4.24555606060606","4.54555606060606","1098"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.41722878787879","1.71722878787879","1250","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","1.41722878787879","1.71722878787879","1250"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.48123636363636","4.78123636363636","1334","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.48123636363636","4.78123636363636","1334","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.48123636363636","4.78123636363636","1334","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.48123636363636","4.78123636363636","1334","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.48123636363636","4.78123636363636","1334","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","4.48123636363636","4.78123636363636","1334"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.53096212121212","5.83096212121212","1907","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","5.53096212121212","5.83096212121212","1907"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.930646969697","14.230646969697","1971","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","13.930646969697","14.230646969697","1971"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.0018878787879","15.3018878787879","2676","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.0018878787879","15.3018878787879","2676","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.0018878787879","15.3018878787879","2676","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.0018878787879","15.3018878787879","2676","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.0018878787879","15.3018878787879","2676","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","15.0018878787879","15.3018878787879","2676"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"16.2897366666667","16.5897366666667","2700","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"16.2897366666667","16.5897366666667","2700","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"16.2897366666667","16.5897366666667","2700","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"16.2897366666667","16.5897366666667","2700","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"16.2897366666667","16.5897366666667","2700","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","16.2897366666667","16.5897366666667","2700"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.71811212121212","5.01811212121212","2722","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","4.71811212121212","5.01811212121212","2722"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.0664303030303","4.3664303030303","2807","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.0664303030303","4.3664303030303","2807","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.0664303030303","4.3664303030303","2807","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.0664303030303","4.3664303030303","2807","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.0664303030303","4.3664303030303","2807","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","4.0664303030303","4.3664303030303","2807"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.80238787878788","9.10238787878788","3040","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","8.80238787878788","9.10238787878788","3040"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.1360257575758","13.4360257575758","3415","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","13.1360257575758","13.4360257575758","3415"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.84162121212121","2.14162121212121","3423","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.84162121212121","2.14162121212121","3423","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.84162121212121","2.14162121212121","3423","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.84162121212121","2.14162121212121","3423","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.84162121212121","2.14162121212121","3423","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","1.84162121212121","2.14162121212121","3423"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.17546833333333","1.47546833333333","3619","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","1.17546833333333","1.47546833333333","3619"
"","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer_NP(t22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.02597727272727","5.32597727272727","3818","","Cer_NP(t22:0/36:4)+HCO2","928.83385","882.82835","864.81785","846.80725","582.52505","570.52505","570.52505","552.51445","323.29505","527.48385","311.29505","526.49935","281.28445","5.02597727272727","5.32597727272727","3818"
