"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer_NP","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer_NP","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","Number of Scans","Cer_NP","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","Max Intensity","Cer_NP","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","Average m/z","Cer_NP","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer_NP","[M+FA-H]-","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment"
"","Cer_NP(t20:1/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t20:1/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t20:1/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t20:1/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t20:1/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t20:1/25:3)+HCO2","746.63045","700.62495","682.61435","664.60385","430.36855","418.36855","418.36855","400.35795","293.24805","375.32745","281.24805","374.34285","251.23755","10.9594772727273","11.2594772727273","525"
"","Cer_NP(t20:1/25:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t20:1/25:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t20:1/25:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t20:1/25:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t20:1/25:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t20:1/25:4)+HCO2","744.61475","698.60935","680.59865","662.58815","428.35285","416.35285","416.35285","398.34225","293.24805","373.31175","281.24805","372.32715","251.23755","10.0174166666667","10.3174166666667","1120"
"","Cer_NP(t20:1/32:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t20:1/32:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t20:1/32:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t20:1/32:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t20:1/32:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t20:1/32:3)+HCO2","844.73995","798.73445","780.72395","762.71335","528.47805","516.47805","516.47805","498.46745","293.24805","473.43695","281.24805","472.45235","251.23755","12.0117515151515","12.3117515151515","1639"
"","Cer_NP(t21:1/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_NP(t21:1/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_NP(t21:1/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_NP(t21:1/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_NP(t21:1/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_NP(t21:1/21:0)+HCO2","710.63045","664.62495","646.61435","628.60385","380.35285","368.35285","368.35285","350.34225","307.26375","325.31175","295.26375","324.32715","265.25315","10.7806166666667","11.0806166666667","1422"
"","Cer_NP(t21:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t21:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t21:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t21:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t21:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t21:1/22:2)+HCO2","720.61475","674.60935","656.59865","638.58815","390.33725","378.33725","378.33725","360.32665","307.26375","335.29615","295.26375","334.31155","265.25315","10.9162772727273","11.2162772727273","972"
"","Cer_NP(t21:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t21:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t21:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t21:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t21:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t21:1/22:3)+HCO2","718.59915","672.59365","654.58305","636.57255","388.32155","376.32155","376.32155","358.31105","307.26375","333.28045","295.26375","332.29585","265.25315","10.0734984848485","10.3734984848485","908"
"","Cer_NP(t21:1/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t21:1/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t21:1/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t21:1/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t21:1/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t21:1/23:2)+HCO2","734.63045","688.62495","670.61435","652.60385","404.35285","392.35285","392.35285","374.34225","307.26375","349.31175","295.26375","348.32715","265.25315","11.3263590909091","11.6263590909091","1402"
"","Cer_NP(t21:1/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t21:1/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t21:1/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t21:1/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t21:1/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t21:1/23:3)+HCO2","732.61475","686.60935","668.59865","650.58815","402.33725","390.33725","390.33725","372.32665","307.26375","347.29615","295.26375","346.31155","265.25315","10.5313909090909","10.8313909090909","1290"
"","Cer_NP(t21:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t21:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t21:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t21:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t21:1/24:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t21:1/24:2)+HCO2","748.64605","702.64055","684.63005","666.61945","418.36855","406.36855","406.36855","388.35795","307.26375","363.32745","295.26375","362.34285","265.25315","11.7283893939394","12.0283893939394","790"
"","Cer_NP(t21:1/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t21:1/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t21:1/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t21:1/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t21:1/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t21:1/24:3)+HCO2","746.63045","700.62495","682.61435","664.60385","416.35285","404.35285","404.35285","386.34225","307.26375","361.31175","295.26375","360.32715","265.25315","10.9594772727273","11.2594772727273","525"
"","Cer_NP(t21:1/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t21:1/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t21:1/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t21:1/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t21:1/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t21:1/24:4)+HCO2","744.61475","698.60935","680.59865","662.58815","414.33725","402.33725","402.33725","384.32665","307.26375","359.29615","295.26375","358.31155","265.25315","10.0174166666667","10.3174166666667","1120"
"","Cer_NP(t21:1/31:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t21:1/31:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t21:1/31:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t21:1/31:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t21:1/31:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t21:1/31:3)+HCO2","844.73995","798.73445","780.72395","762.71335","514.46245","502.46245","502.46245","484.45185","307.26375","459.42125","295.26375","458.43675","265.25315","12.0117515151515","12.3117515151515","1639"
"","Cer_NP(t22:1/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_NP(t22:1/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_NP(t22:1/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_NP(t22:1/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_NP(t22:1/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_NP(t22:1/20:0)+HCO2","710.63045","664.62495","646.61435","628.60385","366.33725","354.33725","354.33725","336.32665","321.27935","311.29615","309.27935","310.31155","279.26875","10.7806166666667","11.0806166666667","1422"
"","Cer_NP(t22:1/21:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t22:1/21:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t22:1/21:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t22:1/21:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t22:1/21:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_NP(t22:1/21:2)+HCO2","720.61475","674.60935","656.59865","638.58815","376.32155","364.32155","364.32155","346.31105","321.27935","321.28045","309.27935","320.29585","279.26875","10.9162772727273","11.2162772727273","972"
"","Cer_NP(t22:1/21:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t22:1/21:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t22:1/21:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t22:1/21:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t22:1/21:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_NP(t22:1/21:3)+HCO2","718.59915","672.59365","654.58305","636.57255","374.30595","362.30595","362.30595","344.29535","321.27935","319.26485","309.27935","318.28025","279.26875","10.0734984848485","10.3734984848485","908"
"","Cer_NP(t22:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t22:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t22:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t22:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t22:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_NP(t22:1/22:2)+HCO2","734.63045","688.62495","670.61435","652.60385","390.33725","378.33725","378.33725","360.32665","321.27935","335.29615","309.27935","334.31155","279.26875","11.3263590909091","11.6263590909091","1402"
"","Cer_NP(t22:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t22:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t22:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t22:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t22:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_NP(t22:1/22:3)+HCO2","732.61475","686.60935","668.59865","650.58815","388.32155","376.32155","376.32155","358.31105","321.27935","333.28045","309.27935","332.29585","279.26875","10.5313909090909","10.8313909090909","1290"
"","Cer_NP(t22:1/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t22:1/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t22:1/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t22:1/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t22:1/23:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_NP(t22:1/23:2)+HCO2","748.64605","702.64055","684.63005","666.61945","404.35285","392.35285","392.35285","374.34225","321.27935","349.31175","309.27935","348.32715","279.26875","11.7283893939394","12.0283893939394","790"
"","Cer_NP(t22:1/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t22:1/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t22:1/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t22:1/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t22:1/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_NP(t22:1/23:3)+HCO2","746.63045","700.62495","682.61435","664.60385","402.33725","390.33725","390.33725","372.32665","321.27935","347.29615","309.27935","346.31155","279.26875","10.9594772727273","11.2594772727273","525"
"","Cer_NP(t22:1/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t22:1/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t22:1/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t22:1/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t22:1/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0174166666667","10.3174166666667","1120","","Cer_NP(t22:1/23:4)+HCO2","744.61475","698.60935","680.59865","662.58815","400.32155","388.32155","388.32155","370.31105","321.27935","345.28045","309.27935","344.29585","279.26875","10.0174166666667","10.3174166666667","1120"
"","Cer_NP(t22:1/30:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t22:1/30:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t22:1/30:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t22:1/30:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t22:1/30:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_NP(t22:1/30:3)+HCO2","844.73995","798.73445","780.72395","762.71335","500.44675","488.44675","488.44675","470.43615","321.27935","445.40565","309.27935","444.42105","279.26875","12.0117515151515","12.3117515151515","1639"
"","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_NP(t22:1/36:3)+HCO2","928.83385","882.82835","864.81785","846.80725","584.54065","572.54065","572.54065","554.53005","321.27935","529.49955","309.27935","528.51505","279.26875","15.1321666666667","15.4321666666667","213"
"","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_NP(t22:1/36:3)+HCO2","928.83385","882.82835","864.81785","846.80725","584.54065","572.54065","572.54065","554.53005","321.27935","529.49955","309.27935","528.51505","279.26875","14.6627106060606","14.9627106060606","251"
"","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_NP(t22:1/36:3)+HCO2","928.83385","882.82835","864.81785","846.80725","584.54065","572.54065","572.54065","554.53005","321.27935","529.49955","309.27935","528.51505","279.26875","15.4023196969697","15.7023196969697","304"
"","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_NP(t22:1/36:3)+HCO2","928.83385","882.82835","864.81785","846.80725","584.54065","572.54065","572.54065","554.53005","321.27935","529.49955","309.27935","528.51505","279.26875","11.2433803030303","11.5433803030303","391"
"","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_NP(t22:1/36:3)+HCO2","928.83385","882.82835","864.81785","846.80725","584.54065","572.54065","572.54065","554.53005","321.27935","529.49955","309.27935","528.51505","279.26875","2.64635151515152","2.94635151515152","444"
"","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_NP(t22:1/36:3)+HCO2","928.83385","882.82835","864.81785","846.80725","584.54065","572.54065","572.54065","554.53005","321.27935","529.49955","309.27935","528.51505","279.26875","13.6292787878788","13.9292787878788","450"
"","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_NP(t22:1/36:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_NP(t22:1/36:3)+HCO2","928.83385","882.82835","864.81785","846.80725","584.54065","572.54065","572.54065","554.53005","321.27935","529.49955","309.27935","528.51505","279.26875","14.1708757575758","14.4708757575758","503"
