"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer_ADS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer_ADS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Number of Scans","Cer_ADS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Max Intensity","Cer_ADS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Average m/z","Cer_ADS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer_ADS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment"
"","Cer_ADS(d18:0/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d18:0/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d18:0/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d18:0/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d18:0/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d18:0/25:3)+HCO2","720.61475","674.60935","656.59865","642.58305","626.58815","300.29135","416.35345","282.28075","398.34285","268.26515","373.31175","239.23855","345.31685","10.9162772727273","11.2162772727273","972"
"","Cer_ADS(d18:0/25:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d18:0/25:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d18:0/25:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d18:0/25:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d18:0/25:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d18:0/25:4)+HCO2","718.59915","672.59365","654.58305","640.56745","624.57255","300.29135","414.33775","282.28075","396.32725","268.26515","371.29615","239.23855","343.30115","10.0734984848485","10.3734984848485","908"
"","Cer_ADS(d18:0/26:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d18:0/26:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d18:0/26:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d18:0/26:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d18:0/26:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d18:0/26:3)+HCO2","734.63045","688.62495","670.61435","656.59865","640.60385","300.29135","430.36905","282.28075","412.35845","268.26515","387.32745","239.23855","359.33245","11.3263590909091","11.6263590909091","1402"
"","Cer_ADS(d18:0/26:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d18:0/26:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d18:0/26:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d18:0/26:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d18:0/26:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d18:0/26:4)+HCO2","732.61475","686.60935","668.59865","654.58305","638.58815","300.29135","428.35345","282.28075","410.34285","268.26515","385.31175","239.23855","357.31685","10.5313909090909","10.8313909090909","1290"
"","Cer_ADS(d18:0/27:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d18:0/27:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d18:0/27:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d18:0/27:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d18:0/27:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d18:0/27:3)+HCO2","748.64605","702.64055","684.63005","670.61435","654.61945","300.29135","444.38475","282.28075","426.37415","268.26515","401.34305","239.23855","373.34815","11.7283893939394","12.0283893939394","790"
"","Cer_ADS(d18:0/27:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d18:0/27:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d18:0/27:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d18:0/27:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d18:0/27:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d18:0/27:4)+HCO2","746.63045","700.62495","682.61435","668.59865","652.60385","300.29135","442.36905","282.28075","424.35845","268.26515","399.32745","239.23855","371.33245","10.9594772727273","11.2594772727273","525"
"","Cer_ADS(d18:0/34:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d18:0/34:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d18:0/34:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d18:0/34:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d18:0/34:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d18:0/34:4)+HCO2","844.73995","798.73445","780.72395","766.70825","750.71335","300.29135","540.47865","282.28075","522.46805","268.26515","497.43695","239.23855","469.44205","12.0117515151515","12.3117515151515","1639"
"","Cer_ADS(d19:0/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_ADS(d19:0/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_ADS(d19:0/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_ADS(d19:0/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_ADS(d19:0/23:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_ADS(d19:0/23:0)+HCO2","712.64605","666.64055","648.63005","634.61435","618.61945","314.30705","394.36905","296.29645","376.35845","282.28075","351.32745","253.25425","323.33245","10.6707424242424","10.9707424242424","1131"
"","Cer_ADS(d19:0/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_ADS(d19:0/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_ADS(d19:0/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_ADS(d19:0/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_ADS(d19:0/23:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_ADS(d19:0/23:1)+HCO2","710.63045","664.62495","646.61435","632.59865","616.60385","314.30705","392.35345","296.29645","374.34285","282.28075","349.31175","253.25425","321.31685","10.7806166666667","11.0806166666667","1422"
"","Cer_ADS(d19:0/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d19:0/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d19:0/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d19:0/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d19:0/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d19:0/24:3)+HCO2","720.61475","674.60935","656.59865","642.58305","626.58815","314.30705","402.33775","296.29645","384.32725","282.28075","359.29615","253.25425","331.30115","10.9162772727273","11.2162772727273","972"
"","Cer_ADS(d19:0/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d19:0/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d19:0/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d19:0/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d19:0/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d19:0/24:4)+HCO2","718.59915","672.59365","654.58305","640.56745","624.57255","314.30705","400.32215","296.29645","382.31155","282.28075","357.28045","253.25425","329.28555","10.0734984848485","10.3734984848485","908"
"","Cer_ADS(d19:0/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d19:0/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d19:0/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d19:0/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d19:0/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d19:0/25:3)+HCO2","734.63045","688.62495","670.61435","656.59865","640.60385","314.30705","416.35345","296.29645","398.34285","282.28075","373.31175","253.25425","345.31685","11.3263590909091","11.6263590909091","1402"
"","Cer_ADS(d19:0/25:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d19:0/25:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d19:0/25:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d19:0/25:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d19:0/25:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d19:0/25:4)+HCO2","732.61475","686.60935","668.59865","654.58305","638.58815","314.30705","414.33775","296.29645","396.32725","282.28075","371.29615","253.25425","343.30115","10.5313909090909","10.8313909090909","1290"
"","Cer_ADS(d19:0/26:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d19:0/26:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d19:0/26:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d19:0/26:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d19:0/26:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d19:0/26:3)+HCO2","748.64605","702.64055","684.63005","670.61435","654.61945","314.30705","430.36905","296.29645","412.35845","282.28075","387.32745","253.25425","359.33245","11.7283893939394","12.0283893939394","790"
"","Cer_ADS(d19:0/26:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d19:0/26:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d19:0/26:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d19:0/26:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d19:0/26:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d19:0/26:4)+HCO2","746.63045","700.62495","682.61435","668.59865","652.60385","314.30705","428.35345","296.29645","410.34285","282.28075","385.31175","253.25425","357.31685","10.9594772727273","11.2594772727273","525"
"","Cer_ADS(d19:0/33:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d19:0/33:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d19:0/33:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d19:0/33:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d19:0/33:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d19:0/33:4)+HCO2","844.73995","798.73445","780.72395","766.70825","750.71335","314.30705","526.46295","296.29645","508.45235","282.28075","483.42125","253.25425","455.42635","12.0117515151515","12.3117515151515","1639"
"","Cer_ADS(d20:0/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_ADS(d20:0/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_ADS(d20:0/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_ADS(d20:0/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_ADS(d20:0/22:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_ADS(d20:0/22:0)+HCO2","712.64605","666.64055","648.63005","634.61435","618.61945","328.32265","380.35345","310.31215","362.34285","296.29645","337.31175","267.26985","309.31685","10.6707424242424","10.9707424242424","1131"
"","Cer_ADS(d20:0/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_ADS(d20:0/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_ADS(d20:0/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_ADS(d20:0/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_ADS(d20:0/22:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_ADS(d20:0/22:1)+HCO2","710.63045","664.62495","646.61435","632.59865","616.60385","328.32265","378.33775","310.31215","360.32725","296.29645","335.29615","267.26985","307.30115","10.7806166666667","11.0806166666667","1422"
"","Cer_ADS(d20:0/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d20:0/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d20:0/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d20:0/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d20:0/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d20:0/23:3)+HCO2","720.61475","674.60935","656.59865","642.58305","626.58815","328.32265","388.32215","310.31215","370.31155","296.29645","345.28045","267.26985","317.28555","10.9162772727273","11.2162772727273","972"
"","Cer_ADS(d20:0/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d20:0/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d20:0/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d20:0/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d20:0/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d20:0/23:4)+HCO2","718.59915","672.59365","654.58305","640.56745","624.57255","328.32265","386.30645","310.31215","368.29585","296.29645","343.26485","267.26985","315.26985","10.0734984848485","10.3734984848485","908"
"","Cer_ADS(d20:0/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d20:0/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d20:0/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d20:0/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d20:0/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d20:0/24:3)+HCO2","734.63045","688.62495","670.61435","656.59865","640.60385","328.32265","402.33775","310.31215","384.32725","296.29645","359.29615","267.26985","331.30115","11.3263590909091","11.6263590909091","1402"
"","Cer_ADS(d20:0/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d20:0/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d20:0/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d20:0/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d20:0/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d20:0/24:4)+HCO2","732.61475","686.60935","668.59865","654.58305","638.58815","328.32265","400.32215","310.31215","382.31155","296.29645","357.28045","267.26985","329.28555","10.5313909090909","10.8313909090909","1290"
"","Cer_ADS(d20:0/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d20:0/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d20:0/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d20:0/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d20:0/25:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d20:0/25:3)+HCO2","748.64605","702.64055","684.63005","670.61435","654.61945","328.32265","416.35345","310.31215","398.34285","296.29645","373.31175","267.26985","345.31685","11.7283893939394","12.0283893939394","790"
"","Cer_ADS(d20:0/25:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d20:0/25:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d20:0/25:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d20:0/25:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d20:0/25:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d20:0/25:4)+HCO2","746.63045","700.62495","682.61435","668.59865","652.60385","328.32265","414.33775","310.31215","396.32725","296.29645","371.29615","267.26985","343.30115","10.9594772727273","11.2594772727273","525"
"","Cer_ADS(d20:0/32:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d20:0/32:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d20:0/32:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d20:0/32:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d20:0/32:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d20:0/32:4)+HCO2","844.73995","798.73445","780.72395","766.70825","750.71335","328.32265","512.44735","310.31215","494.43675","296.29645","469.40565","267.26985","441.41075","12.0117515151515","12.3117515151515","1639"
"","Cer_ADS(d21:0/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_ADS(d21:0/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_ADS(d21:0/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_ADS(d21:0/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_ADS(d21:0/21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_ADS(d21:0/21:0)+HCO2","712.64605","666.64055","648.63005","634.61435","618.61945","342.33835","366.33775","324.32775","348.32725","310.31215","323.29615","281.28555","295.30115","10.6707424242424","10.9707424242424","1131"
"","Cer_ADS(d21:0/21:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_ADS(d21:0/21:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_ADS(d21:0/21:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_ADS(d21:0/21:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_ADS(d21:0/21:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_ADS(d21:0/21:1)+HCO2","710.63045","664.62495","646.61435","632.59865","616.60385","342.33835","364.32215","324.32775","346.31155","310.31215","321.28045","281.28555","293.28555","10.7806166666667","11.0806166666667","1422"
"","Cer_ADS(d21:0/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d21:0/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d21:0/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d21:0/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d21:0/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d21:0/22:3)+HCO2","720.61475","674.60935","656.59865","642.58305","626.58815","342.33835","374.30645","324.32775","356.29585","310.31215","331.26485","281.28555","303.26985","10.9162772727273","11.2162772727273","972"
