"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer_ADS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer_ADS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Number of Scans","Cer_ADS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Max Intensity","Cer_ADS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Average m/z","Cer_ADS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer_ADS","[M+FA-H]-","[M-H]-","[M-O-H]-","[M-CO-H]-","[M-CO-O-H]-","[Sph-H]-","[Sph+C=O-3H]-","[Sph-O-H]-","[Sph+C=O-O-3H]-","[Sph-CO-H]-","[FA-3H]-","[Sph-NCCO-3H]-","[FA-CO-3H]-","RT_min","RT_max","Comment"
"","Cer_ADS(d21:0/22:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d21:0/22:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d21:0/22:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d21:0/22:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d21:0/22:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d21:0/22:4)+HCO2","718.59915","672.59365","654.58305","640.56745","624.57255","342.33835","372.29085","324.32775","354.28025","310.31215","329.24915","281.28555","301.25425","10.0734984848485","10.3734984848485","908"
"","Cer_ADS(d21:0/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d21:0/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d21:0/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d21:0/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d21:0/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d21:0/23:3)+HCO2","734.63045","688.62495","670.61435","656.59865","640.60385","342.33835","388.32215","324.32775","370.31155","310.31215","345.28045","281.28555","317.28555","11.3263590909091","11.6263590909091","1402"
"","Cer_ADS(d21:0/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d21:0/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d21:0/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d21:0/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d21:0/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d21:0/23:4)+HCO2","732.61475","686.60935","668.59865","654.58305","638.58815","342.33835","386.30645","324.32775","368.29585","310.31215","343.26485","281.28555","315.26985","10.5313909090909","10.8313909090909","1290"
"","Cer_ADS(d21:0/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d21:0/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d21:0/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d21:0/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d21:0/24:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d21:0/24:3)+HCO2","748.64605","702.64055","684.63005","670.61435","654.61945","342.33835","402.33775","324.32775","384.32725","310.31215","359.29615","281.28555","331.30115","11.7283893939394","12.0283893939394","790"
"","Cer_ADS(d21:0/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d21:0/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d21:0/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d21:0/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d21:0/24:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d21:0/24:4)+HCO2","746.63045","700.62495","682.61435","668.59865","652.60385","342.33835","400.32215","324.32775","382.31155","310.31215","357.28045","281.28555","329.28555","10.9594772727273","11.2594772727273","525"
"","Cer_ADS(d21:0/31:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d21:0/31:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d21:0/31:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d21:0/31:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d21:0/31:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d21:0/31:4)+HCO2","844.73995","798.73445","780.72395","766.70825","750.71335","342.33835","498.43165","324.32775","480.42115","310.31215","455.39005","281.28555","427.39505","12.0117515151515","12.3117515151515","1639"
"","Cer_ADS(d22:0/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_ADS(d22:0/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_ADS(d22:0/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_ADS(d22:0/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_ADS(d22:0/20:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_ADS(d22:0/20:0)+HCO2","712.64605","666.64055","648.63005","634.61435","618.61945","356.35395","352.32215","338.34335","334.31155","324.32775","309.28045","295.30115","281.28555","10.6707424242424","10.9707424242424","1131"
"","Cer_ADS(d22:0/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_ADS(d22:0/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_ADS(d22:0/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_ADS(d22:0/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_ADS(d22:0/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_ADS(d22:0/20:1)+HCO2","710.63045","664.62495","646.61435","632.59865","616.60385","356.35395","350.30645","338.34335","332.29585","324.32775","307.26485","295.30115","279.26985","10.7806166666667","11.0806166666667","1422"
"","Cer_ADS(d22:0/21:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d22:0/21:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d22:0/21:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d22:0/21:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d22:0/21:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_ADS(d22:0/21:3)+HCO2","720.61475","674.60935","656.59865","642.58305","626.58815","356.35395","360.29085","338.34335","342.28025","324.32775","317.24915","295.30115","289.25425","10.9162772727273","11.2162772727273","972"
"","Cer_ADS(d22:0/21:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d22:0/21:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d22:0/21:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d22:0/21:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d22:0/21:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_ADS(d22:0/21:4)+HCO2","718.59915","672.59365","654.58305","640.56745","624.57255","356.35395","358.27515","338.34335","340.26455","324.32775","315.23355","295.30115","287.23855","10.0734984848485","10.3734984848485","908"
"","Cer_ADS(d22:0/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d22:0/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d22:0/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d22:0/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d22:0/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_ADS(d22:0/22:3)+HCO2","734.63045","688.62495","670.61435","656.59865","640.60385","356.35395","374.30645","338.34335","356.29585","324.32775","331.26485","295.30115","303.26985","11.3263590909091","11.6263590909091","1402"
"","Cer_ADS(d22:0/22:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d22:0/22:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d22:0/22:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d22:0/22:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d22:0/22:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_ADS(d22:0/22:4)+HCO2","732.61475","686.60935","668.59865","654.58305","638.58815","356.35395","372.29085","338.34335","354.28025","324.32775","329.24915","295.30115","301.25425","10.5313909090909","10.8313909090909","1290"
"","Cer_ADS(d22:0/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d22:0/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d22:0/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d22:0/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d22:0/23:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_ADS(d22:0/23:3)+HCO2","748.64605","702.64055","684.63005","670.61435","654.61945","356.35395","388.32215","338.34335","370.31155","324.32775","345.28045","295.30115","317.28555","11.7283893939394","12.0283893939394","790"
"","Cer_ADS(d22:0/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d22:0/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d22:0/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d22:0/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d22:0/23:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_ADS(d22:0/23:4)+HCO2","746.63045","700.62495","682.61435","668.59865","652.60385","356.35395","386.30645","338.34335","368.29585","324.32775","343.26485","295.30115","315.26985","10.9594772727273","11.2594772727273","525"
"","Cer_ADS(d22:0/30:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d22:0/30:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d22:0/30:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d22:0/30:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d22:0/30:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_ADS(d22:0/30:4)+HCO2","844.73995","798.73445","780.72395","766.70825","750.71335","356.35395","484.41605","338.34335","466.40545","324.32775","441.37435","295.30115","413.37945","12.0117515151515","12.3117515151515","1639"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","15.1321666666667","15.4321666666667","213"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","14.6627106060606","14.9627106060606","251"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","15.4023196969697","15.7023196969697","304"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","11.2433803030303","11.5433803030303","391"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","2.64635151515152","2.94635151515152","444"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","13.6292787878788","13.9292787878788","450"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","14.1708757575758","14.4708757575758","503"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","4.81551363636364","5.11551363636364","526"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","1.75567727272727","2.05567727272727","546"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","9.9882272727273","10.2882272727273","576"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","9.06659848484848","9.36659848484848","649"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.64110151515152","9.94110151515152","715","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.64110151515152","9.94110151515152","715","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.64110151515152","9.94110151515152","715","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.64110151515152","9.94110151515152","715","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"9.64110151515152","9.94110151515152","715","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","9.64110151515152","9.94110151515152","715"
"","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.60265303030303","8.90265303030303","1072","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.60265303030303","8.90265303030303","1072","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.60265303030303","8.90265303030303","1072","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.60265303030303","8.90265303030303","1072","","Cer_ADS(d22:0/36:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,"8.60265303030303","8.90265303030303","1072","","Cer_ADS(d22:0/36:4)+HCO2","928.83385","882.82835","864.81785","850.80215","834.80725","356.35395","568.50995","338.34335","550.49935","324.32775","525.46825","295.30115","497.47335","8.60265303030303","8.90265303030303","1072"
