"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","GlcCer_AP","[M-H]-","[M-C6H10O5-H]-","[FA+NC(C)CO-H]-","[FA+NCC-3H]-","[FA+O-H]-","[FA-CO-3H]-","[C6H12O6-H]-","RT_min","RT_max","Comment","RT at Max Intensity","GlcCer_AP","[M-H]-","[M-C6H10O5-H]-","[FA+NC(C)CO-H]-","[FA+NCC-3H]-","[FA+O-H]-","[FA-CO-3H]-","[C6H12O6-H]-","RT_min","RT_max","Comment","Number of Scans","GlcCer_AP","[M-H]-","[M-C6H10O5-H]-","[FA+NC(C)CO-H]-","[FA+NCC-3H]-","[FA+O-H]-","[FA-CO-3H]-","[C6H12O6-H]-","RT_min","RT_max","Comment","Max Intensity","GlcCer_AP","[M-H]-","[M-C6H10O5-H]-","[FA+NC(C)CO-H]-","[FA+NCC-3H]-","[FA+O-H]-","[FA-CO-3H]-","[C6H12O6-H]-","RT_min","RT_max","Comment","Average m/z","GlcCer_AP","[M-H]-","[M-C6H10O5-H]-","[FA+NC(C)CO-H]-","[FA+NCC-3H]-","[FA+O-H]-","[FA-CO-3H]-","[C6H12O6-H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","GlcCer_AP","[M-H]-","[M-C6H10O5-H]-","[FA+NC(C)CO-H]-","[FA+NCC-3H]-","[FA+O-H]-","[FA-CO-3H]-","[C6H12O6-H]-","RT_min","RT_max","Comment"
"","GlcCer_AP(t22:0/21:1)-H",0,0,0,0,0,0,1,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t22:0/21:1)-H",0,0,0,0,0,0,10.65975,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t22:0/21:1)-H",0,0,0,0,0,0,1,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t22:0/21:1)-H",0,0,0,0,0,0,11269.56,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t22:0/21:1)-H",0,0,0,0,0,0,179.0562,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t22:0/21:1)-H","856.68835","694.63545","394.33215","364.32155","339.29105","293.28555","179.05615","10.4955393939394","10.7955393939394","349"
"","GlcCer_AP(t22:0/21:2)-H",0,0,0,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t22:0/21:2)-H",0,0,0,0,0,0,9.674962,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t22:0/21:2)-H",0,0,0,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t22:0/21:2)-H",0,0,0,0,0,0,3696.735,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t22:0/21:2)-H",0,0,0,0,0,0,179.0563,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t22:0/21:2)-H","854.67265","692.61985","392.31645","362.30595","337.27535","291.26985","179.05615","9.50652121212121","9.80652121212121","730"
"","GlcCer_AP(t22:0/21:2)-H",0,0,0,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t22:0/21:2)-H",0,0,0,0,0,0,9.674962,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t22:0/21:2)-H",0,0,0,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t22:0/21:2)-H",0,0,0,0,0,0,3696.735,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t22:0/21:2)-H",0,0,0,0,0,0,179.0563,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t22:0/21:2)-H","854.67265","692.61985","392.31645","362.30595","337.27535","291.26985","179.05615","9.66252727272727","9.96252727272727","2994"
"","GlcCer_AP(t16:1/25:0)-H",0,0,0,0,0,0,1,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t16:1/25:0)-H",0,0,0,0,0,0,9.738637,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t16:1/25:0)-H",0,0,0,0,0,0,1,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t16:1/25:0)-H",0,0,0,0,0,0,4363.335,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t16:1/25:0)-H",0,0,0,0,0,0,179.0563,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t16:1/25:0)-H","828.65705","666.60415","452.41045","422.39985","397.36925","351.36385","179.05615","9.57360303030303","9.87360303030303","520"
"","GlcCer_AP(t16:1/26:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t16:1/26:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t16:1/26:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t16:1/26:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t16:1/26:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t16:1/26:0)-H","842.67265","680.61985","466.42605","436.41545","411.38495","365.37945","179.05615","10.0420727272727","10.3420727272727","692"
"","GlcCer_AP(t16:1/27:0)-H",0,0,0,0,0,0,1,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t16:1/27:0)-H",0,0,0,0,0,0,10.65975,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t16:1/27:0)-H",0,0,0,0,0,0,1,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t16:1/27:0)-H",0,0,0,0,0,0,11269.56,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t16:1/27:0)-H",0,0,0,0,0,0,179.0562,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t16:1/27:0)-H","856.68835","694.63545","480.44165","450.43115","425.40055","379.39505","179.05615","10.4955393939394","10.7955393939394","349"
"","GlcCer_AP(t16:1/27:1)-H",0,0,0,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t16:1/27:1)-H",0,0,0,0,0,0,9.674962,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t16:1/27:1)-H",0,0,0,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t16:1/27:1)-H",0,0,0,0,0,0,3696.735,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t16:1/27:1)-H",0,0,0,0,0,0,179.0563,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t16:1/27:1)-H","854.67265","692.61985","478.42605","448.41545","423.38495","377.37945","179.05615","9.50652121212121","9.80652121212121","730"
"","GlcCer_AP(t16:1/27:1)-H",0,0,0,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t16:1/27:1)-H",0,0,0,0,0,0,9.674962,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t16:1/27:1)-H",0,0,0,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t16:1/27:1)-H",0,0,0,0,0,0,3696.735,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t16:1/27:1)-H",0,0,0,0,0,0,179.0563,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t16:1/27:1)-H","854.67265","692.61985","478.42605","448.41545","423.38495","377.37945","179.05615","9.66252727272727","9.96252727272727","2994"
"","GlcCer_AP(t17:1/24:0)-H",0,0,0,0,0,0,1,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t17:1/24:0)-H",0,0,0,0,0,0,9.738637,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t17:1/24:0)-H",0,0,0,0,0,0,1,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t17:1/24:0)-H",0,0,0,0,0,0,4363.335,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t17:1/24:0)-H",0,0,0,0,0,0,179.0563,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t17:1/24:0)-H","828.65705","666.60415","438.39475","408.38415","383.35365","337.34815","179.05615","9.57360303030303","9.87360303030303","520"
"","GlcCer_AP(t17:1/25:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t17:1/25:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t17:1/25:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t17:1/25:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t17:1/25:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t17:1/25:0)-H","842.67265","680.61985","452.41045","422.39985","397.36925","351.36385","179.05615","10.0420727272727","10.3420727272727","692"
"","GlcCer_AP(t17:1/26:0)-H",0,0,0,0,0,0,1,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t17:1/26:0)-H",0,0,0,0,0,0,10.65975,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t17:1/26:0)-H",0,0,0,0,0,0,1,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t17:1/26:0)-H",0,0,0,0,0,0,11269.56,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t17:1/26:0)-H",0,0,0,0,0,0,179.0562,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t17:1/26:0)-H","856.68835","694.63545","466.42605","436.41545","411.38495","365.37945","179.05615","10.4955393939394","10.7955393939394","349"
"","GlcCer_AP(t17:1/26:1)-H",0,0,0,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t17:1/26:1)-H",0,0,0,0,0,0,9.674962,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t17:1/26:1)-H",0,0,0,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t17:1/26:1)-H",0,0,0,0,0,0,3696.735,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t17:1/26:1)-H",0,0,0,0,0,0,179.0563,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t17:1/26:1)-H","854.67265","692.61985","464.41045","434.39985","409.36925","363.36385","179.05615","9.50652121212121","9.80652121212121","730"
"","GlcCer_AP(t17:1/26:1)-H",0,0,0,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t17:1/26:1)-H",0,0,0,0,0,0,9.674962,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t17:1/26:1)-H",0,0,0,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t17:1/26:1)-H",0,0,0,0,0,0,3696.735,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t17:1/26:1)-H",0,0,0,0,0,0,179.0563,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t17:1/26:1)-H","854.67265","692.61985","464.41045","434.39985","409.36925","363.36385","179.05615","9.66252727272727","9.96252727272727","2994"
"","GlcCer_AP(t18:1/23:0)-H",0,0,0,0,0,0,1,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t18:1/23:0)-H",0,0,0,0,0,0,9.738637,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t18:1/23:0)-H",0,0,0,0,0,0,1,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t18:1/23:0)-H",0,0,0,0,0,0,4363.335,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t18:1/23:0)-H",0,0,0,0,0,0,179.0563,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t18:1/23:0)-H","828.65705","666.60415","424.37905","394.36855","369.33795","323.33245","179.05615","9.57360303030303","9.87360303030303","520"
"","GlcCer_AP(t18:1/24:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t18:1/24:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t18:1/24:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t18:1/24:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t18:1/24:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t18:1/24:0)-H","842.67265","680.61985","438.39475","408.38415","383.35365","337.34815","179.05615","10.0420727272727","10.3420727272727","692"
"","GlcCer_AP(t18:1/25:0)-H",0,0,0,0,0,0,1,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t18:1/25:0)-H",0,0,0,0,0,0,10.65975,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t18:1/25:0)-H",0,0,0,0,0,0,1,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t18:1/25:0)-H",0,0,0,0,0,0,11269.56,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t18:1/25:0)-H",0,0,0,0,0,0,179.0562,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t18:1/25:0)-H","856.68835","694.63545","452.41045","422.39985","397.36925","351.36385","179.05615","10.4955393939394","10.7955393939394","349"
"","GlcCer_AP(t18:1/25:1)-H",0,0,0,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t18:1/25:1)-H",0,0,0,0,0,0,9.674962,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t18:1/25:1)-H",0,0,0,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t18:1/25:1)-H",0,0,0,0,0,0,3696.735,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t18:1/25:1)-H",0,0,0,0,0,0,179.0563,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t18:1/25:1)-H","854.67265","692.61985","450.39475","420.38415","395.35365","349.34815","179.05615","9.50652121212121","9.80652121212121","730"
"","GlcCer_AP(t18:1/25:1)-H",0,0,0,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t18:1/25:1)-H",0,0,0,0,0,0,9.674962,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t18:1/25:1)-H",0,0,0,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t18:1/25:1)-H",0,0,0,0,0,0,3696.735,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t18:1/25:1)-H",0,0,0,0,0,0,179.0563,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t18:1/25:1)-H","854.67265","692.61985","450.39475","420.38415","395.35365","349.34815","179.05615","9.66252727272727","9.96252727272727","2994"
"","GlcCer_AP(t19:1/22:0)-H",0,0,0,0,0,0,1,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t19:1/22:0)-H",0,0,0,0,0,0,9.738637,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t19:1/22:0)-H",0,0,0,0,0,0,1,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t19:1/22:0)-H",0,0,0,0,0,0,4363.335,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t19:1/22:0)-H",0,0,0,0,0,0,179.0563,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t19:1/22:0)-H","828.65705","666.60415","410.36345","380.35285","355.32235","309.31685","179.05615","9.57360303030303","9.87360303030303","520"
"","GlcCer_AP(t19:1/23:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t19:1/23:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t19:1/23:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t19:1/23:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t19:1/23:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t19:1/23:0)-H","842.67265","680.61985","424.37905","394.36855","369.33795","323.33245","179.05615","10.0420727272727","10.3420727272727","692"
"","GlcCer_AP(t19:1/24:0)-H",0,0,0,0,0,0,1,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t19:1/24:0)-H",0,0,0,0,0,0,10.65975,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t19:1/24:0)-H",0,0,0,0,0,0,1,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t19:1/24:0)-H",0,0,0,0,0,0,11269.56,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t19:1/24:0)-H",0,0,0,0,0,0,179.0562,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t19:1/24:0)-H","856.68835","694.63545","438.39475","408.38415","383.35365","337.34815","179.05615","10.4955393939394","10.7955393939394","349"
"","GlcCer_AP(t19:1/24:1)-H",0,0,0,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t19:1/24:1)-H",0,0,0,0,0,0,9.674962,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t19:1/24:1)-H",0,0,0,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t19:1/24:1)-H",0,0,0,0,0,0,3696.735,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t19:1/24:1)-H",0,0,0,0,0,0,179.0563,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t19:1/24:1)-H","854.67265","692.61985","436.37905","406.36855","381.33795","335.33245","179.05615","9.50652121212121","9.80652121212121","730"
"","GlcCer_AP(t19:1/24:1)-H",0,0,0,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t19:1/24:1)-H",0,0,0,0,0,0,9.674962,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t19:1/24:1)-H",0,0,0,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t19:1/24:1)-H",0,0,0,0,0,0,3696.735,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t19:1/24:1)-H",0,0,0,0,0,0,179.0563,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t19:1/24:1)-H","854.67265","692.61985","436.37905","406.36855","381.33795","335.33245","179.05615","9.66252727272727","9.96252727272727","2994"
"","GlcCer_AP(t20:1/21:0)-H",0,0,0,0,0,0,1,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t20:1/21:0)-H",0,0,0,0,0,0,9.738637,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t20:1/21:0)-H",0,0,0,0,0,0,1,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t20:1/21:0)-H",0,0,0,0,0,0,4363.335,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t20:1/21:0)-H",0,0,0,0,0,0,179.0563,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t20:1/21:0)-H","828.65705","666.60415","396.34775","366.33725","341.30665","295.30115","179.05615","9.57360303030303","9.87360303030303","520"
"","GlcCer_AP(t20:1/22:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t20:1/22:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t20:1/22:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t20:1/22:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t20:1/22:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t20:1/22:0)-H","842.67265","680.61985","410.36345","380.35285","355.32235","309.31685","179.05615","10.0420727272727","10.3420727272727","692"
"","GlcCer_AP(t20:1/23:0)-H",0,0,0,0,0,0,1,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t20:1/23:0)-H",0,0,0,0,0,0,10.65975,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t20:1/23:0)-H",0,0,0,0,0,0,1,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t20:1/23:0)-H",0,0,0,0,0,0,11269.56,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t20:1/23:0)-H",0,0,0,0,0,0,179.0562,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t20:1/23:0)-H","856.68835","694.63545","424.37905","394.36855","369.33795","323.33245","179.05615","10.4955393939394","10.7955393939394","349"
"","GlcCer_AP(t20:1/23:1)-H",0,0,0,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t20:1/23:1)-H",0,0,0,0,0,0,9.674962,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t20:1/23:1)-H",0,0,0,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t20:1/23:1)-H",0,0,0,0,0,0,3696.735,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t20:1/23:1)-H",0,0,0,0,0,0,179.0563,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t20:1/23:1)-H","854.67265","692.61985","422.36345","392.35285","367.32235","321.31685","179.05615","9.50652121212121","9.80652121212121","730"
"","GlcCer_AP(t20:1/23:1)-H",0,0,0,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t20:1/23:1)-H",0,0,0,0,0,0,9.674962,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t20:1/23:1)-H",0,0,0,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t20:1/23:1)-H",0,0,0,0,0,0,3696.735,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t20:1/23:1)-H",0,0,0,0,0,0,179.0563,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t20:1/23:1)-H","854.67265","692.61985","422.36345","392.35285","367.32235","321.31685","179.05615","9.66252727272727","9.96252727272727","2994"
"","GlcCer_AP(t21:1/20:0)-H",0,0,0,0,0,0,1,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t21:1/20:0)-H",0,0,0,0,0,0,9.738637,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t21:1/20:0)-H",0,0,0,0,0,0,1,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t21:1/20:0)-H",0,0,0,0,0,0,4363.335,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t21:1/20:0)-H",0,0,0,0,0,0,179.0563,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t21:1/20:0)-H","828.65705","666.60415","382.33215","352.32155","327.29105","281.28555","179.05615","9.57360303030303","9.87360303030303","520"
"","GlcCer_AP(t21:1/21:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t21:1/21:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t21:1/21:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t21:1/21:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t21:1/21:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t21:1/21:0)-H","842.67265","680.61985","396.34775","366.33725","341.30665","295.30115","179.05615","10.0420727272727","10.3420727272727","692"
"","GlcCer_AP(t21:1/22:0)-H",0,0,0,0,0,0,1,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t21:1/22:0)-H",0,0,0,0,0,0,10.65975,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t21:1/22:0)-H",0,0,0,0,0,0,1,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t21:1/22:0)-H",0,0,0,0,0,0,11269.56,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t21:1/22:0)-H",0,0,0,0,0,0,179.0562,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t21:1/22:0)-H","856.68835","694.63545","410.36345","380.35285","355.32235","309.31685","179.05615","10.4955393939394","10.7955393939394","349"
"","GlcCer_AP(t21:1/22:1)-H",0,0,0,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t21:1/22:1)-H",0,0,0,0,0,0,9.674962,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t21:1/22:1)-H",0,0,0,0,0,0,1,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t21:1/22:1)-H",0,0,0,0,0,0,3696.735,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t21:1/22:1)-H",0,0,0,0,0,0,179.0563,"9.50652121212121","9.80652121212121","730","","GlcCer_AP(t21:1/22:1)-H","854.67265","692.61985","408.34775","378.33725","353.30665","307.30115","179.05615","9.50652121212121","9.80652121212121","730"
"","GlcCer_AP(t21:1/22:1)-H",0,0,0,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t21:1/22:1)-H",0,0,0,0,0,0,9.674962,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t21:1/22:1)-H",0,0,0,0,0,0,1,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t21:1/22:1)-H",0,0,0,0,0,0,3696.735,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t21:1/22:1)-H",0,0,0,0,0,0,179.0563,"9.66252727272727","9.96252727272727","2994","","GlcCer_AP(t21:1/22:1)-H","854.67265","692.61985","408.34775","378.33725","353.30665","307.30115","179.05615","9.66252727272727","9.96252727272727","2994"
"","GlcCer_AP(t22:1/19:0)-H",0,0,0,0,0,0,1,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t22:1/19:0)-H",0,0,0,0,0,0,9.738637,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t22:1/19:0)-H",0,0,0,0,0,0,1,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t22:1/19:0)-H",0,0,0,0,0,0,4363.335,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t22:1/19:0)-H",0,0,0,0,0,0,179.0563,"9.57360303030303","9.87360303030303","520","","GlcCer_AP(t22:1/19:0)-H","828.65705","666.60415","368.31645","338.30595","313.27535","267.26985","179.05615","9.57360303030303","9.87360303030303","520"
"","GlcCer_AP(t22:1/20:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t22:1/20:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t22:1/20:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t22:1/20:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t22:1/20:0)-H",0,0,0,0,0,0,0,"10.0420727272727","10.3420727272727","692","","GlcCer_AP(t22:1/20:0)-H","842.67265","680.61985","382.33215","352.32155","327.29105","281.28555","179.05615","10.0420727272727","10.3420727272727","692"
"","GlcCer_AP(t22:1/21:0)-H",0,0,0,0,0,0,1,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t22:1/21:0)-H",0,0,0,0,0,0,10.65975,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t22:1/21:0)-H",0,0,0,0,0,0,1,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t22:1/21:0)-H",0,0,0,0,0,0,11269.56,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t22:1/21:0)-H",0,0,0,0,0,0,179.0562,"10.4955393939394","10.7955393939394","349","","GlcCer_AP(t22:1/21:0)-H","856.68835","694.63545","396.34775","366.33725","341.30665","295.30115","179.05615","10.4955393939394","10.7955393939394","349"
