"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer_NP","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer_NP","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","Number of Scans","Cer_NP","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","Max Intensity","Cer_NP","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","Average m/z","Cer_NP","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer_NP","[M-H]-","[M-H2O-H]-","[M-2H2O-H]-","[FAA+C3H5O-H]-","[FAA+C2H5O-H]-","[FAA+C2H5O-H]-.1","[FAA+C2H3-H]-","[Sph-CH9NO-H]-","[FA+O-H]-","[Sph-C2H9NO-H]-","[FAA-H]-","[Sph-C3H11NO2-H]-","RT_min","RT_max","Comment"
"","Cer_NP(t22:0/21:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t22:0/21:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t22:0/21:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t22:0/21:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t22:0/21:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t22:0/21:1)-H","678.64055","660.63005","642.61945","378.33725","366.33725","366.33725","348.32665","323.29505","323.29615","311.29505","322.31155","281.28445","10.9600636363636","11.2600636363636","1038"
"","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.77463484848485","2.07463484848485","869","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.77463484848485","2.07463484848485","869","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.77463484848485","2.07463484848485","869","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.77463484848485","2.07463484848485","869","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.77463484848485","2.07463484848485","869","","Cer_NP(t22:0/34:1)-H","860.84405","842.83345","824.82285","560.54065","548.54065","548.54065","530.53005","323.29505","505.49955","311.29505","504.51495","281.28445","1.77463484848485","2.07463484848485","869"
"","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"2.60543181818182","2.90543181818182","1267","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"2.60543181818182","2.90543181818182","1267","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"2.60543181818182","2.90543181818182","1267","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"2.60543181818182","2.90543181818182","1267","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"2.60543181818182","2.90543181818182","1267","","Cer_NP(t22:0/34:1)-H","860.84405","842.83345","824.82285","560.54065","548.54065","548.54065","530.53005","323.29505","505.49955","311.29505","504.51495","281.28445","2.60543181818182","2.90543181818182","1267"
"","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"11.1358515151515","11.4358515151515","1413","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"11.1358515151515","11.4358515151515","1413","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"11.1358515151515","11.4358515151515","1413","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"11.1358515151515","11.4358515151515","1413","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"11.1358515151515","11.4358515151515","1413","","Cer_NP(t22:0/34:1)-H","860.84405","842.83345","824.82285","560.54065","548.54065","548.54065","530.53005","323.29505","505.49955","311.29505","504.51495","281.28445","11.1358515151515","11.4358515151515","1413"
"","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"14.9866727272727","15.2866727272727","2812","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"14.9866727272727","15.2866727272727","2812","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"14.9866727272727","15.2866727272727","2812","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"14.9866727272727","15.2866727272727","2812","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"14.9866727272727","15.2866727272727","2812","","Cer_NP(t22:0/34:1)-H","860.84405","842.83345","824.82285","560.54065","548.54065","548.54065","530.53005","323.29505","505.49955","311.29505","504.51495","281.28445","14.9866727272727","15.2866727272727","2812"
"","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.5019181818182","12.8019181818182","2827","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.5019181818182","12.8019181818182","2827","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.5019181818182","12.8019181818182","2827","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.5019181818182","12.8019181818182","2827","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.5019181818182","12.8019181818182","2827","","Cer_NP(t22:0/34:1)-H","860.84405","842.83345","824.82285","560.54065","548.54065","548.54065","530.53005","323.29505","505.49955","311.29505","504.51495","281.28445","12.5019181818182","12.8019181818182","2827"
"","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.3155621212121","12.6155621212121","2935","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.3155621212121","12.6155621212121","2935","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.3155621212121","12.6155621212121","2935","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.3155621212121","12.6155621212121","2935","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.3155621212121","12.6155621212121","2935","","Cer_NP(t22:0/34:1)-H","860.84405","842.83345","824.82285","560.54065","548.54065","548.54065","530.53005","323.29505","505.49955","311.29505","504.51495","281.28445","12.3155621212121","12.6155621212121","2935"
"","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.36585606060606","1.66585606060606","3635","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.36585606060606","1.66585606060606","3635","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.36585606060606","1.66585606060606","3635","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.36585606060606","1.66585606060606","3635","","Cer_NP(t22:0/34:1)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.36585606060606","1.66585606060606","3635","","Cer_NP(t22:0/34:1)-H","860.84405","842.83345","824.82285","560.54065","548.54065","548.54065","530.53005","323.29505","505.49955","311.29505","504.51495","281.28445","1.36585606060606","1.66585606060606","3635"
"","Cer_NP(t16:1/27:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t16:1/27:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t16:1/27:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t16:1/27:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t16:1/27:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t16:1/27:0)-H","678.64055","660.63005","642.61945","464.44675","452.44675","452.44675","434.43615","237.18545","409.40565","225.18545","408.42105","195.17485","10.9600636363636","11.2600636363636","1038"
"","Cer_NP(t17:1/26:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t17:1/26:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t17:1/26:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t17:1/26:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t17:1/26:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t17:1/26:0)-H","678.64055","660.63005","642.61945","450.43115","438.43115","438.43115","420.42055","251.20115","395.39005","239.20115","394.40545","209.19055","10.9600636363636","11.2600636363636","1038"
"","Cer_NP(t18:1/25:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t18:1/25:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t18:1/25:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t18:1/25:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t18:1/25:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t18:1/25:0)-H","678.64055","660.63005","642.61945","436.41545","424.41545","424.41545","406.40495","265.21675","381.37435","253.21675","380.38985","223.20615","10.9600636363636","11.2600636363636","1038"
"","Cer_NP(t19:1/24:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t19:1/24:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t19:1/24:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t19:1/24:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t19:1/24:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t19:1/24:0)-H","678.64055","660.63005","642.61945","422.39985","410.39985","410.39985","392.38925","279.23245","367.35875","267.23245","366.37415","237.22185","10.9600636363636","11.2600636363636","1038"
"","Cer_NP(t20:1/23:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t20:1/23:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t20:1/23:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t20:1/23:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t20:1/23:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t20:1/23:0)-H","678.64055","660.63005","642.61945","408.38415","396.38415","396.38415","378.37355","293.24805","353.34305","281.24805","352.35845","251.23755","10.9600636363636","11.2600636363636","1038"
"","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.77463484848485","2.07463484848485","869","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.77463484848485","2.07463484848485","869","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.77463484848485","2.07463484848485","869","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.77463484848485","2.07463484848485","869","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.77463484848485","2.07463484848485","869","","Cer_NP(t20:1/36:0)-H","860.84405","842.83345","824.82285","590.58765","578.58765","578.58765","560.57705","293.24805","535.54655","281.24805","534.56195","251.23755","1.77463484848485","2.07463484848485","869"
"","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"2.60543181818182","2.90543181818182","1267","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"2.60543181818182","2.90543181818182","1267","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"2.60543181818182","2.90543181818182","1267","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"2.60543181818182","2.90543181818182","1267","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"2.60543181818182","2.90543181818182","1267","","Cer_NP(t20:1/36:0)-H","860.84405","842.83345","824.82285","590.58765","578.58765","578.58765","560.57705","293.24805","535.54655","281.24805","534.56195","251.23755","2.60543181818182","2.90543181818182","1267"
"","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"11.1358515151515","11.4358515151515","1413","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"11.1358515151515","11.4358515151515","1413","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"11.1358515151515","11.4358515151515","1413","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"11.1358515151515","11.4358515151515","1413","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"11.1358515151515","11.4358515151515","1413","","Cer_NP(t20:1/36:0)-H","860.84405","842.83345","824.82285","590.58765","578.58765","578.58765","560.57705","293.24805","535.54655","281.24805","534.56195","251.23755","11.1358515151515","11.4358515151515","1413"
"","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"14.9866727272727","15.2866727272727","2812","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"14.9866727272727","15.2866727272727","2812","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"14.9866727272727","15.2866727272727","2812","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"14.9866727272727","15.2866727272727","2812","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"14.9866727272727","15.2866727272727","2812","","Cer_NP(t20:1/36:0)-H","860.84405","842.83345","824.82285","590.58765","578.58765","578.58765","560.57705","293.24805","535.54655","281.24805","534.56195","251.23755","14.9866727272727","15.2866727272727","2812"
"","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.5019181818182","12.8019181818182","2827","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.5019181818182","12.8019181818182","2827","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.5019181818182","12.8019181818182","2827","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.5019181818182","12.8019181818182","2827","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.5019181818182","12.8019181818182","2827","","Cer_NP(t20:1/36:0)-H","860.84405","842.83345","824.82285","590.58765","578.58765","578.58765","560.57705","293.24805","535.54655","281.24805","534.56195","251.23755","12.5019181818182","12.8019181818182","2827"
"","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.3155621212121","12.6155621212121","2935","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.3155621212121","12.6155621212121","2935","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.3155621212121","12.6155621212121","2935","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.3155621212121","12.6155621212121","2935","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.3155621212121","12.6155621212121","2935","","Cer_NP(t20:1/36:0)-H","860.84405","842.83345","824.82285","590.58765","578.58765","578.58765","560.57705","293.24805","535.54655","281.24805","534.56195","251.23755","12.3155621212121","12.6155621212121","2935"
"","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.36585606060606","1.66585606060606","3635","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.36585606060606","1.66585606060606","3635","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.36585606060606","1.66585606060606","3635","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.36585606060606","1.66585606060606","3635","","Cer_NP(t20:1/36:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.36585606060606","1.66585606060606","3635","","Cer_NP(t20:1/36:0)-H","860.84405","842.83345","824.82285","590.58765","578.58765","578.58765","560.57705","293.24805","535.54655","281.24805","534.56195","251.23755","1.36585606060606","1.66585606060606","3635"
"","Cer_NP(t21:1/22:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t21:1/22:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t21:1/22:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t21:1/22:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t21:1/22:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t21:1/22:0)-H","678.64055","660.63005","642.61945","394.36855","382.36855","382.36855","364.35795","307.26375","339.32745","295.26375","338.34285","265.25315","10.9600636363636","11.2600636363636","1038"
"","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.77463484848485","2.07463484848485","869","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.77463484848485","2.07463484848485","869","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.77463484848485","2.07463484848485","869","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.77463484848485","2.07463484848485","869","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.77463484848485","2.07463484848485","869","","Cer_NP(t21:1/35:0)-H","860.84405","842.83345","824.82285","576.57195","564.57195","564.57195","546.56145","307.26375","521.53085","295.26375","520.54625","265.25315","1.77463484848485","2.07463484848485","869"
"","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"2.60543181818182","2.90543181818182","1267","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"2.60543181818182","2.90543181818182","1267","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"2.60543181818182","2.90543181818182","1267","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"2.60543181818182","2.90543181818182","1267","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"2.60543181818182","2.90543181818182","1267","","Cer_NP(t21:1/35:0)-H","860.84405","842.83345","824.82285","576.57195","564.57195","564.57195","546.56145","307.26375","521.53085","295.26375","520.54625","265.25315","2.60543181818182","2.90543181818182","1267"
"","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"11.1358515151515","11.4358515151515","1413","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"11.1358515151515","11.4358515151515","1413","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"11.1358515151515","11.4358515151515","1413","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"11.1358515151515","11.4358515151515","1413","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"11.1358515151515","11.4358515151515","1413","","Cer_NP(t21:1/35:0)-H","860.84405","842.83345","824.82285","576.57195","564.57195","564.57195","546.56145","307.26375","521.53085","295.26375","520.54625","265.25315","11.1358515151515","11.4358515151515","1413"
"","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"14.9866727272727","15.2866727272727","2812","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"14.9866727272727","15.2866727272727","2812","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"14.9866727272727","15.2866727272727","2812","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"14.9866727272727","15.2866727272727","2812","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"14.9866727272727","15.2866727272727","2812","","Cer_NP(t21:1/35:0)-H","860.84405","842.83345","824.82285","576.57195","564.57195","564.57195","546.56145","307.26375","521.53085","295.26375","520.54625","265.25315","14.9866727272727","15.2866727272727","2812"
"","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.5019181818182","12.8019181818182","2827","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.5019181818182","12.8019181818182","2827","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.5019181818182","12.8019181818182","2827","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.5019181818182","12.8019181818182","2827","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.5019181818182","12.8019181818182","2827","","Cer_NP(t21:1/35:0)-H","860.84405","842.83345","824.82285","576.57195","564.57195","564.57195","546.56145","307.26375","521.53085","295.26375","520.54625","265.25315","12.5019181818182","12.8019181818182","2827"
"","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.3155621212121","12.6155621212121","2935","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.3155621212121","12.6155621212121","2935","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.3155621212121","12.6155621212121","2935","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.3155621212121","12.6155621212121","2935","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"12.3155621212121","12.6155621212121","2935","","Cer_NP(t21:1/35:0)-H","860.84405","842.83345","824.82285","576.57195","564.57195","564.57195","546.56145","307.26375","521.53085","295.26375","520.54625","265.25315","12.3155621212121","12.6155621212121","2935"
"","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.36585606060606","1.66585606060606","3635","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.36585606060606","1.66585606060606","3635","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.36585606060606","1.66585606060606","3635","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.36585606060606","1.66585606060606","3635","","Cer_NP(t21:1/35:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.36585606060606","1.66585606060606","3635","","Cer_NP(t21:1/35:0)-H","860.84405","842.83345","824.82285","576.57195","564.57195","564.57195","546.56145","307.26375","521.53085","295.26375","520.54625","265.25315","1.36585606060606","1.66585606060606","3635"
"","Cer_NP(t22:1/21:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t22:1/21:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t22:1/21:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t22:1/21:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t22:1/21:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"10.9600636363636","11.2600636363636","1038","","Cer_NP(t22:1/21:0)-H","678.64055","660.63005","642.61945","380.35285","368.35285","368.35285","350.34225","321.27935","325.31175","309.27935","324.32715","279.26875","10.9600636363636","11.2600636363636","1038"
"","Cer_NP(t22:1/34:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.77463484848485","2.07463484848485","869","","Cer_NP(t22:1/34:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.77463484848485","2.07463484848485","869","","Cer_NP(t22:1/34:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.77463484848485","2.07463484848485","869","","Cer_NP(t22:1/34:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.77463484848485","2.07463484848485","869","","Cer_NP(t22:1/34:0)-H",0,0,0,0,0,0,0,0,0,0,0,0,"1.77463484848485","2.07463484848485","869","","Cer_NP(t22:1/34:0)-H","860.84405","842.83345","824.82285","562.55635","550.55635","550.55635","532.54575","321.27935","507.51515","309.27935","506.53065","279.26875","1.77463484848485","2.07463484848485","869"
