"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer_EOS","[M+FA-H]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[FAA-H]-","[EFA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer_EOS","[M+FA-H]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[FAA-H]-","[EFA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Number of Scans","Cer_EOS","[M+FA-H]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[FAA-H]-","[EFA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Max Intensity","Cer_EOS","[M+FA-H]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[FAA-H]-","[EFA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Average m/z","Cer_EOS","[M+FA-H]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[FAA-H]-","[EFA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer_EOS","[M+FA-H]-","[M-H]-","NL of EFA","[FAA+C2H2-H]-","[FAA-H]-","[EFA-H]-","[Sph-C2H8NO]-","RT_min","RT_max","Comment"
"","Cer_EOS(d17:2/16:2/O-16:4)+HCO2",0,0,0,0,0,0,0,"11.1323666666667","11.4323666666667","3870","","Cer_EOS(d17:2/16:2/O-16:4)+HCO2",0,0,0,0,0,0,0,"11.1323666666667","11.4323666666667","3870","","Cer_EOS(d17:2/16:2/O-16:4)+HCO2",0,0,0,0,0,0,0,"11.1323666666667","11.4323666666667","3870","","Cer_EOS(d17:2/16:2/O-16:4)+HCO2",0,0,0,0,0,0,0,"11.1323666666667","11.4323666666667","3870","","Cer_EOS(d17:2/16:2/O-16:4)+HCO2",0,0,0,0,0,0,0,"11.1323666666667","11.4323666666667","3870","","Cer_EOS(d17:2/16:2/O-16:4)+HCO2","808.60965","762.60415","528.40585","288.19745","262.18185","251.20225","221.19165","11.1323666666667","11.4323666666667","3870"
