"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer_AP","[M+FA-H]-","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer_AP","[M+FA-H]-","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment","Number of Scans","Cer_AP","[M+FA-H]-","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment","Max Intensity","Cer_AP","[M+FA-H]-","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment","Average m/z","Cer_AP","[M+FA-H]-","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer_AP","[M+FA-H]-","[M-H]-","[FA+NC(C)CO-H]-","[FA+O-H]-","[FA-CO-3H]-","[Sph-NC(CO)CO-H]-","RT_min","RT_max","Comment"
"","Cer_AP(t21:0/22:4)+HCO2",0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer_AP(t21:0/22:4)+HCO2",0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer_AP(t21:0/22:4)+HCO2",0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer_AP(t21:0/22:4)+HCO2",0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer_AP(t21:0/22:4)+HCO2",0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer_AP(t21:0/22:4)+HCO2","734.59405","688.58855","402.30085","347.25975","301.25425","267.26875","10.0804848484848","10.3804848484848","4126"
"","Cer_AP(t21:0/23:3)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer_AP(t21:0/23:3)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer_AP(t21:0/23:3)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer_AP(t21:0/23:3)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer_AP(t21:0/23:3)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer_AP(t21:0/23:3)+HCO2","750.62535","704.61985","418.33215","363.29105","317.28555","267.26875","11.0025560606061","11.3025560606061","394"
"","Cer_AP(t21:0/23:4)+HCO2",0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer_AP(t21:0/23:4)+HCO2",0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer_AP(t21:0/23:4)+HCO2",0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer_AP(t21:0/23:4)+HCO2",0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer_AP(t21:0/23:4)+HCO2",0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer_AP(t21:0/23:4)+HCO2","748.60965","702.60415","416.31645","361.27535","315.26985","267.26875","10.6981590909091","10.9981590909091","136"
"","Cer_AP(t21:0/23:4)+HCO2",0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer_AP(t21:0/23:4)+HCO2",0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer_AP(t21:0/23:4)+HCO2",0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer_AP(t21:0/23:4)+HCO2",0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer_AP(t21:0/23:4)+HCO2",0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer_AP(t21:0/23:4)+HCO2","748.60965","702.60415","416.31645","361.27535","315.26985","267.26875","10.5236848484849","10.8236848484849","675"
"","Cer_AP(t21:0/24:3)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer_AP(t21:0/24:3)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer_AP(t21:0/24:3)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer_AP(t21:0/24:3)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer_AP(t21:0/24:3)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer_AP(t21:0/24:3)+HCO2","764.64095","718.63545","432.34775","377.30665","331.30115","267.26875","11.4196181818182","11.7196181818182","210"
"","Cer_AP(t21:0/24:4)+HCO2",0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer_AP(t21:0/24:4)+HCO2",0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer_AP(t21:0/24:4)+HCO2",0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer_AP(t21:0/24:4)+HCO2",0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer_AP(t21:0/24:4)+HCO2",0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer_AP(t21:0/24:4)+HCO2","762.62535","716.61985","430.33215","375.29105","329.28555","267.26875","11.1295590909091","11.4295590909091","66"
"","Cer_AP(t21:0/24:4)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer_AP(t21:0/24:4)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer_AP(t21:0/24:4)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer_AP(t21:0/24:4)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer_AP(t21:0/24:4)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer_AP(t21:0/24:4)+HCO2","762.62535","716.61985","430.33215","375.29105","329.28555","267.26875","10.5101439393939","10.8101439393939","492"
"","Cer_AP(t21:0/24:4)+HCO2",0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer_AP(t21:0/24:4)+HCO2",0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer_AP(t21:0/24:4)+HCO2",0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer_AP(t21:0/24:4)+HCO2",0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer_AP(t21:0/24:4)+HCO2",0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer_AP(t21:0/24:4)+HCO2","762.62535","716.61985","430.33215","375.29105","329.28555","267.26875","10.9706818181818","11.2706818181818","1958"
"","Cer_AP(t21:0/25:3)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer_AP(t21:0/25:3)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer_AP(t21:0/25:3)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer_AP(t21:0/25:3)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer_AP(t21:0/25:3)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer_AP(t21:0/25:3)+HCO2","778.65665","732.65115","446.36345","391.32235","345.31685","267.26875","11.6581515151515","11.9581515151515","2922"
"","Cer_AP(t21:0/25:3)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer_AP(t21:0/25:3)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer_AP(t21:0/25:3)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer_AP(t21:0/25:3)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer_AP(t21:0/25:3)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer_AP(t21:0/25:3)+HCO2","778.65665","732.65115","446.36345","391.32235","345.31685","267.26875","11.8050363636364","12.1050363636364","2984"
"","Cer_AP(t21:0/25:4)+HCO2",0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer_AP(t21:0/25:4)+HCO2",0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer_AP(t21:0/25:4)+HCO2",0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer_AP(t21:0/25:4)+HCO2",0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer_AP(t21:0/25:4)+HCO2",0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer_AP(t21:0/25:4)+HCO2","776.64095","730.63545","444.34775","389.30665","343.30115","267.26875","11.3751787878788","11.6751787878788","222"
"","Cer_AP(t21:0/25:4)+HCO2",0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer_AP(t21:0/25:4)+HCO2",0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer_AP(t21:0/25:4)+HCO2",0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer_AP(t21:0/25:4)+HCO2",0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer_AP(t21:0/25:4)+HCO2",0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer_AP(t21:0/25:4)+HCO2","776.64095","730.63545","444.34775","389.30665","343.30115","267.26875","11.5348393939394","11.8348393939394","2693"
"","Cer_AP(t21:0/26:4)+HCO2",0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer_AP(t21:0/26:4)+HCO2",0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer_AP(t21:0/26:4)+HCO2",0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer_AP(t21:0/26:4)+HCO2",0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer_AP(t21:0/26:4)+HCO2",0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer_AP(t21:0/26:4)+HCO2","790.65665","744.65115","458.36345","403.32235","357.31685","267.26875","11.9250136363636","12.2250136363636","586"
"","Cer_AP(t21:0/26:4)+HCO2",0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer_AP(t21:0/26:4)+HCO2",0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer_AP(t21:0/26:4)+HCO2",0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer_AP(t21:0/26:4)+HCO2",0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer_AP(t21:0/26:4)+HCO2",0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer_AP(t21:0/26:4)+HCO2","790.65665","744.65115","458.36345","403.32235","357.31685","267.26875","11.7702621212121","12.0702621212121","3066"
"","Cer_AP(t22:0/19:3)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer_AP(t22:0/19:3)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer_AP(t22:0/19:3)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer_AP(t22:0/19:3)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer_AP(t22:0/19:3)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer_AP(t22:0/19:3)+HCO2","708.57835","662.57285","362.26955","307.22845","261.22295","281.28445","9.63075303030303","9.93075303030303","2513"
"","Cer_AP(t22:0/19:4)+HCO2",0,0,0,0,0,0,"9.27028333333333","9.57028333333333","359","","Cer_AP(t22:0/19:4)+HCO2",0,0,0,0,0,0,"9.27028333333333","9.57028333333333","359","","Cer_AP(t22:0/19:4)+HCO2",0,0,0,0,0,0,"9.27028333333333","9.57028333333333","359","","Cer_AP(t22:0/19:4)+HCO2",0,0,0,0,0,0,"9.27028333333333","9.57028333333333","359","","Cer_AP(t22:0/19:4)+HCO2",0,0,0,0,0,0,"9.27028333333333","9.57028333333333","359","","Cer_AP(t22:0/19:4)+HCO2","706.56275","660.55725","360.25385","305.21275","259.20725","281.28445","9.27028333333333","9.57028333333333","359"
"","Cer_AP(t22:0/20:4)+HCO2",0,0,0,0,0,0,"9.7723","10.0723","607","","Cer_AP(t22:0/20:4)+HCO2",0,0,0,0,0,0,"9.7723","10.0723","607","","Cer_AP(t22:0/20:4)+HCO2",0,0,0,0,0,0,"9.7723","10.0723","607","","Cer_AP(t22:0/20:4)+HCO2",0,0,0,0,0,0,"9.7723","10.0723","607","","Cer_AP(t22:0/20:4)+HCO2",0,0,0,0,0,0,"9.7723","10.0723","607","","Cer_AP(t22:0/20:4)+HCO2","720.57835","674.57285","374.26955","319.22845","273.22295","281.28445","9.7723","10.0723","607"
"","Cer_AP(t22:0/21:3)+HCO2",0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer_AP(t22:0/21:3)+HCO2",0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer_AP(t22:0/21:3)+HCO2",0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer_AP(t22:0/21:3)+HCO2",0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer_AP(t22:0/21:3)+HCO2",0,0,0,0,0,0,"10.5703878787879","10.8703878787879","306","","Cer_AP(t22:0/21:3)+HCO2","736.60965","690.60415","390.30085","335.25975","289.25425","281.28445","10.5703878787879","10.8703878787879","306"
"","Cer_AP(t22:0/21:4)+HCO2",0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer_AP(t22:0/21:4)+HCO2",0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer_AP(t22:0/21:4)+HCO2",0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer_AP(t22:0/21:4)+HCO2",0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer_AP(t22:0/21:4)+HCO2",0,0,0,0,0,0,"10.2551090909091","10.5551090909091","171","","Cer_AP(t22:0/21:4)+HCO2","734.59405","688.58855","388.28515","333.24405","287.23855","281.28445","10.2551090909091","10.5551090909091","171"
"","Cer_AP(t22:0/21:4)+HCO2",0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer_AP(t22:0/21:4)+HCO2",0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer_AP(t22:0/21:4)+HCO2",0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer_AP(t22:0/21:4)+HCO2",0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer_AP(t22:0/21:4)+HCO2",0,0,0,0,0,0,"10.0804848484848","10.3804848484848","4126","","Cer_AP(t22:0/21:4)+HCO2","734.59405","688.58855","388.28515","333.24405","287.23855","281.28445","10.0804848484848","10.3804848484848","4126"
"","Cer_AP(t22:0/22:3)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer_AP(t22:0/22:3)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer_AP(t22:0/22:3)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer_AP(t22:0/22:3)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer_AP(t22:0/22:3)+HCO2",0,0,0,0,0,0,"11.0025560606061","11.3025560606061","394","","Cer_AP(t22:0/22:3)+HCO2","750.62535","704.61985","404.31645","349.27535","303.26985","281.28445","11.0025560606061","11.3025560606061","394"
"","Cer_AP(t22:0/22:4)+HCO2",0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer_AP(t22:0/22:4)+HCO2",0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer_AP(t22:0/22:4)+HCO2",0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer_AP(t22:0/22:4)+HCO2",0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer_AP(t22:0/22:4)+HCO2",0,0,0,0,0,0,"10.6981590909091","10.9981590909091","136","","Cer_AP(t22:0/22:4)+HCO2","748.60965","702.60415","402.30085","347.25975","301.25425","281.28445","10.6981590909091","10.9981590909091","136"
"","Cer_AP(t22:0/22:4)+HCO2",0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer_AP(t22:0/22:4)+HCO2",0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer_AP(t22:0/22:4)+HCO2",0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer_AP(t22:0/22:4)+HCO2",0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer_AP(t22:0/22:4)+HCO2",0,0,0,0,0,0,"10.5236848484849","10.8236848484849","675","","Cer_AP(t22:0/22:4)+HCO2","748.60965","702.60415","402.30085","347.25975","301.25425","281.28445","10.5236848484849","10.8236848484849","675"
"","Cer_AP(t22:0/23:3)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer_AP(t22:0/23:3)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer_AP(t22:0/23:3)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer_AP(t22:0/23:3)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer_AP(t22:0/23:3)+HCO2",0,0,0,0,0,0,"11.4196181818182","11.7196181818182","210","","Cer_AP(t22:0/23:3)+HCO2","764.64095","718.63545","418.33215","363.29105","317.28555","281.28445","11.4196181818182","11.7196181818182","210"
"","Cer_AP(t22:0/23:4)+HCO2",0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer_AP(t22:0/23:4)+HCO2",0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer_AP(t22:0/23:4)+HCO2",0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer_AP(t22:0/23:4)+HCO2",0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer_AP(t22:0/23:4)+HCO2",0,0,0,0,0,0,"11.1295590909091","11.4295590909091","66","","Cer_AP(t22:0/23:4)+HCO2","762.62535","716.61985","416.31645","361.27535","315.26985","281.28445","11.1295590909091","11.4295590909091","66"
"","Cer_AP(t22:0/23:4)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer_AP(t22:0/23:4)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer_AP(t22:0/23:4)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer_AP(t22:0/23:4)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer_AP(t22:0/23:4)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","492","","Cer_AP(t22:0/23:4)+HCO2","762.62535","716.61985","416.31645","361.27535","315.26985","281.28445","10.5101439393939","10.8101439393939","492"
"","Cer_AP(t22:0/23:4)+HCO2",0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer_AP(t22:0/23:4)+HCO2",0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer_AP(t22:0/23:4)+HCO2",0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer_AP(t22:0/23:4)+HCO2",0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer_AP(t22:0/23:4)+HCO2",0,0,0,0,0,0,"10.9706818181818","11.2706818181818","1958","","Cer_AP(t22:0/23:4)+HCO2","762.62535","716.61985","416.31645","361.27535","315.26985","281.28445","10.9706818181818","11.2706818181818","1958"
"","Cer_AP(t22:0/24:3)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer_AP(t22:0/24:3)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer_AP(t22:0/24:3)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer_AP(t22:0/24:3)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer_AP(t22:0/24:3)+HCO2",0,0,0,0,0,0,"11.6581515151515","11.9581515151515","2922","","Cer_AP(t22:0/24:3)+HCO2","778.65665","732.65115","432.34775","377.30665","331.30115","281.28445","11.6581515151515","11.9581515151515","2922"
"","Cer_AP(t22:0/24:3)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer_AP(t22:0/24:3)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer_AP(t22:0/24:3)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer_AP(t22:0/24:3)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer_AP(t22:0/24:3)+HCO2",0,0,0,0,0,0,"11.8050363636364","12.1050363636364","2984","","Cer_AP(t22:0/24:3)+HCO2","778.65665","732.65115","432.34775","377.30665","331.30115","281.28445","11.8050363636364","12.1050363636364","2984"
"","Cer_AP(t22:0/24:4)+HCO2",0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer_AP(t22:0/24:4)+HCO2",0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer_AP(t22:0/24:4)+HCO2",0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer_AP(t22:0/24:4)+HCO2",0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer_AP(t22:0/24:4)+HCO2",0,0,0,0,0,0,"11.3751787878788","11.6751787878788","222","","Cer_AP(t22:0/24:4)+HCO2","776.64095","730.63545","430.33215","375.29105","329.28555","281.28445","11.3751787878788","11.6751787878788","222"
"","Cer_AP(t22:0/24:4)+HCO2",0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer_AP(t22:0/24:4)+HCO2",0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer_AP(t22:0/24:4)+HCO2",0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer_AP(t22:0/24:4)+HCO2",0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer_AP(t22:0/24:4)+HCO2",0,0,0,0,0,0,"11.5348393939394","11.8348393939394","2693","","Cer_AP(t22:0/24:4)+HCO2","776.64095","730.63545","430.33215","375.29105","329.28555","281.28445","11.5348393939394","11.8348393939394","2693"
"","Cer_AP(t22:0/25:4)+HCO2",0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer_AP(t22:0/25:4)+HCO2",0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer_AP(t22:0/25:4)+HCO2",0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer_AP(t22:0/25:4)+HCO2",0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer_AP(t22:0/25:4)+HCO2",0,0,0,0,0,0,"11.9250136363636","12.2250136363636","586","","Cer_AP(t22:0/25:4)+HCO2","790.65665","744.65115","444.34775","389.30665","343.30115","281.28445","11.9250136363636","12.2250136363636","586"
"","Cer_AP(t22:0/25:4)+HCO2",0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer_AP(t22:0/25:4)+HCO2",0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer_AP(t22:0/25:4)+HCO2",0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer_AP(t22:0/25:4)+HCO2",0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer_AP(t22:0/25:4)+HCO2",0,0,0,0,0,0,"11.7702621212121","12.0702621212121","3066","","Cer_AP(t22:0/25:4)+HCO2","790.65665","744.65115","444.34775","389.30665","343.30115","281.28445","11.7702621212121","12.0702621212121","3066"
"","Cer_AP(t16:1/19:3)+HCO2",0,0,0,0,0,0,"5.76597878787879","6.06597878787879","703","","Cer_AP(t16:1/19:3)+HCO2",0,0,0,0,0,0,"5.76597878787879","6.06597878787879","703","","Cer_AP(t16:1/19:3)+HCO2",0,0,0,0,0,0,"5.76597878787879","6.06597878787879","703","","Cer_AP(t16:1/19:3)+HCO2",0,0,0,0,0,0,"5.76597878787879","6.06597878787879","703","","Cer_AP(t16:1/19:3)+HCO2",0,0,0,0,0,0,"5.76597878787879","6.06597878787879","703","","Cer_AP(t16:1/19:3)+HCO2","622.46885","576.46335","362.26955","307.22845","261.22295","195.17485","5.76597878787879","6.06597878787879","703"
"","Cer_AP(t16:1/21:4)+HCO2",0,0,0,0,0,0,"5.9145196969697","6.2145196969697","1420","","Cer_AP(t16:1/21:4)+HCO2",0,0,0,0,0,0,"5.9145196969697","6.2145196969697","1420","","Cer_AP(t16:1/21:4)+HCO2",0,0,0,0,0,0,"5.9145196969697","6.2145196969697","1420","","Cer_AP(t16:1/21:4)+HCO2",0,0,0,0,0,0,"5.9145196969697","6.2145196969697","1420","","Cer_AP(t16:1/21:4)+HCO2",0,0,0,0,0,0,"5.9145196969697","6.2145196969697","1420","","Cer_AP(t16:1/21:4)+HCO2","648.48445","602.47905","388.28515","333.24405","287.23855","195.17485","5.9145196969697","6.2145196969697","1420"
"","Cer_AP(t16:1/25:2)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer_AP(t16:1/25:2)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer_AP(t16:1/25:2)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer_AP(t16:1/25:2)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer_AP(t16:1/25:2)+HCO2",0,0,0,0,0,0,"9.63075303030303","9.93075303030303","2513","","Cer_AP(t16:1/25:2)+HCO2","708.57835","662.57285","448.37905","393.33795","347.33245","195.17485","9.63075303030303","9.93075303030303","2513"
"","Cer_AP(t16:1/25:3)+HCO2",0,0,0,0,0,0,"9.27028333333333","9.57028333333333","359","","Cer_AP(t16:1/25:3)+HCO2",0,0,0,0,0,0,"9.27028333333333","9.57028333333333","359","","Cer_AP(t16:1/25:3)+HCO2",0,0,0,0,0,0,"9.27028333333333","9.57028333333333","359","","Cer_AP(t16:1/25:3)+HCO2",0,0,0,0,0,0,"9.27028333333333","9.57028333333333","359","","Cer_AP(t16:1/25:3)+HCO2",0,0,0,0,0,0,"9.27028333333333","9.57028333333333","359","","Cer_AP(t16:1/25:3)+HCO2","706.56275","660.55725","446.36345","391.32235","345.31685","195.17485","9.27028333333333","9.57028333333333","359"
"","Cer_AP(t16:1/26:3)+HCO2",0,0,0,0,0,0,"9.7723","10.0723","607","","Cer_AP(t16:1/26:3)+HCO2",0,0,0,0,0,0,"9.7723","10.0723","607","","Cer_AP(t16:1/26:3)+HCO2",0,0,0,0,0,0,"9.7723","10.0723","607","","Cer_AP(t16:1/26:3)+HCO2",0,0,0,0,0,0,"9.7723","10.0723","607","","Cer_AP(t16:1/26:3)+HCO2",0,0,0,0,0,0,"9.7723","10.0723","607","","Cer_AP(t16:1/26:3)+HCO2","720.57835","674.57285","460.37905","405.33795","359.33245","195.17485","9.7723","10.0723","607"
