"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmanyl-PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T2Ketene&CH3&HCO3","NL_T2RCOOH&CH3&HCO3","NL_T2RCOOH_Choline_HCO3*","GlyceroPC_NLCH3&H2O","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","RT at Max Intensity","Plasmanyl-PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T2Ketene&CH3&HCO3","NL_T2RCOOH&CH3&HCO3","NL_T2RCOOH_Choline_HCO3*","GlyceroPC_NLCH3&H2O","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Number of Scans","Plasmanyl-PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T2Ketene&CH3&HCO3","NL_T2RCOOH&CH3&HCO3","NL_T2RCOOH_Choline_HCO3*","GlyceroPC_NLCH3&H2O","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Max Intensity","Plasmanyl-PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T2Ketene&CH3&HCO3","NL_T2RCOOH&CH3&HCO3","NL_T2RCOOH_Choline_HCO3*","GlyceroPC_NLCH3&H2O","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Average m/z","Plasmanyl-PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T2Ketene&CH3&HCO3","NL_T2RCOOH&CH3&HCO3","NL_T2RCOOH_Choline_HCO3*","GlyceroPC_NLCH3&H2O","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmanyl-PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T2Ketene&CH3&HCO3","NL_T2RCOOH&CH3&HCO3","NL_T2RCOOH_Choline_HCO3*","GlyceroPC_NLCH3&H2O","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment"
"","Plasmanyl-PC(O-16:1/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.8228196969697","8.1228196969697","1060","","Plasmanyl-PC(O-16:1/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.8228196969697","8.1228196969697","1060","","Plasmanyl-PC(O-16:1/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.8228196969697","8.1228196969697","1060","","Plasmanyl-PC(O-16:1/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.8228196969697","8.1228196969697","1060","","Plasmanyl-PC(O-16:1/18:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.8228196969697","8.1228196969697","1060","","Plasmanyl-PC(O-16:1/18:0)+HCO2","790.59682","730.57568","659.50218","464.31471","446.30415","375.23066","224.06881","283.26425","168.04314","152.99586","96.96964","78.95852","7.8228196969697","8.1228196969697","1060"
"","Plasmanyl-PC(O-16:1/18:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","Plasmanyl-PC(O-16:1/18:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","Plasmanyl-PC(O-16:1/18:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","Plasmanyl-PC(O-16:1/18:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","Plasmanyl-PC(O-16:1/18:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","Plasmanyl-PC(O-16:1/18:1)+HCO2","788.58122","728.56008","657.48658","464.31471","446.30415","375.23066","224.06881","281.24865","168.04314","152.99586","96.96964","78.95852","7.64452121212121","7.94452121212121","1776"
"","Plasmanyl-PC(O-16:1/18:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","Plasmanyl-PC(O-16:1/18:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","Plasmanyl-PC(O-16:1/18:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","Plasmanyl-PC(O-16:1/18:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","Plasmanyl-PC(O-16:1/18:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","Plasmanyl-PC(O-16:1/18:1)+HCO2","788.58122","728.56008","657.48658","464.31471","446.30415","375.23066","224.06881","281.24865","168.04314","152.99586","96.96964","78.95852","6.91709848484848","7.21709848484848","3363"
"","Plasmanyl-PC(O-16:1/18:2)+HCO2",1,1,0,1,1,0,0,1,0,0,0,0,"6.72870454545455","7.02870454545455","554","","Plasmanyl-PC(O-16:1/18:2)+HCO2",6.916239,6.916239,0,6.916239,6.916239,0,0,6.916239,6.916239,0,0,0,"6.72870454545455","7.02870454545455","554","","Plasmanyl-PC(O-16:1/18:2)+HCO2",1,1,0,1,1,0,0,1,1,0,0,0,"6.72870454545455","7.02870454545455","554","","Plasmanyl-PC(O-16:1/18:2)+HCO2",3644.318,89306.26,0,10942.9,3077.689,0,0,113024.9,644.8086,0,0,0,"6.72870454545455","7.02870454545455","554","","Plasmanyl-PC(O-16:1/18:2)+HCO2",786.567,726.5453,0,464.3149,446.3045,0,0,279.233,168.0433,0,0,0,"6.72870454545455","7.02870454545455","554","","Plasmanyl-PC(O-16:1/18:2)+HCO2","786.56552","726.54438","655.47088","464.31471","446.30415","375.23066","224.06881","279.23295","168.04314","152.99586","96.96964","78.95852","6.72870454545455","7.02870454545455","554"
"","Plasmanyl-PC(O-16:1/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmanyl-PC(O-16:1/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmanyl-PC(O-16:1/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmanyl-PC(O-16:1/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmanyl-PC(O-16:1/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmanyl-PC(O-16:1/20:1)+HCO2","816.61252","756.59138","685.51788","464.31471","446.30415","375.23066","224.06881","309.27995","168.04314","152.99586","96.96964","78.95852","8.07845303030303","8.37845303030303","1249"
"","Plasmanyl-PC(O-16:1/20:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.87242424242424","8.17242424242424","1705","","Plasmanyl-PC(O-16:1/20:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.87242424242424","8.17242424242424","1705","","Plasmanyl-PC(O-16:1/20:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.87242424242424","8.17242424242424","1705","","Plasmanyl-PC(O-16:1/20:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.87242424242424","8.17242424242424","1705","","Plasmanyl-PC(O-16:1/20:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.87242424242424","8.17242424242424","1705","","Plasmanyl-PC(O-16:1/20:2)+HCO2","814.59682","754.57568","683.50218","464.31471","446.30415","375.23066","224.06881","307.26425","168.04314","152.99586","96.96964","78.95852","7.87242424242424","8.17242424242424","1705"
"","Plasmanyl-PC(O-16:1/20:3)+HCO2",1,1,0,0,0,0,0,0,0,0,0,0,"6.72865757575758","7.02865757575758","422","","Plasmanyl-PC(O-16:1/20:3)+HCO2",6.844614,6.844614,0,0,0,0,0,0,6.844614,0,0,0,"6.72865757575758","7.02865757575758","422","","Plasmanyl-PC(O-16:1/20:3)+HCO2",1,1,0,0,0,0,0,0,1,0,0,0,"6.72865757575758","7.02865757575758","422","","Plasmanyl-PC(O-16:1/20:3)+HCO2",8293.021,187415.8,0,0,0,0,0,0,636.1218,0,0,0,"6.72865757575758","7.02865757575758","422","","Plasmanyl-PC(O-16:1/20:3)+HCO2",812.582,752.5608,0,0,0,0,0,0,168.0431,0,0,0,"6.72865757575758","7.02865757575758","422","","Plasmanyl-PC(O-16:1/20:3)+HCO2","812.58122","752.56008","681.48658","464.31471","446.30415","375.23066","224.06881","305.24865","168.04314","152.99586","96.96964","78.95852","6.72865757575758","7.02865757575758","422"
"","Plasmanyl-PC(O-16:1/20:4)+HCO2",1,1,0,1,1,1,0,1,0,0,0,0,"6.5105303030303","6.8105303030303","548","","Plasmanyl-PC(O-16:1/20:4)+HCO2",6.670787,6.670787,0,6.670787,6.670787,6.670787,0,6.670787,6.670787,0,0,0,"6.5105303030303","6.8105303030303","548","","Plasmanyl-PC(O-16:1/20:4)+HCO2",1,1,0,1,1,1,0,1,1,0,0,0,"6.5105303030303","6.8105303030303","548","","Plasmanyl-PC(O-16:1/20:4)+HCO2",5949.467,140839.8,0,20756.37,5771.396,1039.204,0,195950,697.3569,0,0,0,"6.5105303030303","6.8105303030303","548","","Plasmanyl-PC(O-16:1/20:4)+HCO2",810.5662,750.5456,0,464.3149,446.3046,375.2312,0,303.2331,168.0434,0,0,0,"6.5105303030303","6.8105303030303","548","","Plasmanyl-PC(O-16:1/20:4)+HCO2","810.56552","750.54438","679.47088","464.31471","446.30415","375.23066","224.06881","303.23295","168.04314","152.99586","96.96964","78.95852","6.5105303030303","6.8105303030303","548"
"","Plasmanyl-PC(O-16:1/20:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.91286515151515","6.21286515151515","854","","Plasmanyl-PC(O-16:1/20:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.91286515151515","6.21286515151515","854","","Plasmanyl-PC(O-16:1/20:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.91286515151515","6.21286515151515","854","","Plasmanyl-PC(O-16:1/20:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.91286515151515","6.21286515151515","854","","Plasmanyl-PC(O-16:1/20:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.91286515151515","6.21286515151515","854","","Plasmanyl-PC(O-16:1/20:4)+HCO2","810.56552","750.54438","679.47088","464.31471","446.30415","375.23066","224.06881","303.23295","168.04314","152.99586","96.96964","78.95852","5.91286515151515","6.21286515151515","854"
"","Plasmanyl-PC(O-16:1/20:5)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.69895909090909","5.99895909090909","1030","","Plasmanyl-PC(O-16:1/20:5)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.69895909090909","5.99895909090909","1030","","Plasmanyl-PC(O-16:1/20:5)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.69895909090909","5.99895909090909","1030","","Plasmanyl-PC(O-16:1/20:5)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.69895909090909","5.99895909090909","1030","","Plasmanyl-PC(O-16:1/20:5)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.69895909090909","5.99895909090909","1030","","Plasmanyl-PC(O-16:1/20:5)+HCO2","808.54992","748.52878","677.45528","464.31471","446.30415","375.23066","224.06881","301.21735","168.04314","152.99586","96.96964","78.95852","5.69895909090909","5.99895909090909","1030"
"","Plasmanyl-PC(O-16:1/22:3)+HCO2",1,1,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmanyl-PC(O-16:1/22:3)+HCO2",8.013856,8.013856,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmanyl-PC(O-16:1/22:3)+HCO2",1,1,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmanyl-PC(O-16:1/22:3)+HCO2",3855.119,123818.6,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmanyl-PC(O-16:1/22:3)+HCO2",840.6129,780.5924,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmanyl-PC(O-16:1/22:3)+HCO2","840.61252","780.59138","709.51788","464.31471","446.30415","375.23066","224.06881","333.27995","168.04314","152.99586","96.96964","78.95852","7.87178181818182","8.17178181818182","682"
"","Plasmanyl-PC(O-16:1/22:4)+HCO2",1,1,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","Plasmanyl-PC(O-16:1/22:4)+HCO2",6.921464,6.921464,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","Plasmanyl-PC(O-16:1/22:4)+HCO2",1,1,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","Plasmanyl-PC(O-16:1/22:4)+HCO2",8363.788,186200.8,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","Plasmanyl-PC(O-16:1/22:4)+HCO2",838.5977,778.5763,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","Plasmanyl-PC(O-16:1/22:4)+HCO2","838.59682","778.57568","707.50218","464.31471","446.30415","375.23066","224.06881","331.26425","168.04314","152.99586","96.96964","78.95852","6.77478333333333","7.07478333333333","484"
"","Plasmanyl-PC(O-16:1/22:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","Plasmanyl-PC(O-16:1/22:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","Plasmanyl-PC(O-16:1/22:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","Plasmanyl-PC(O-16:1/22:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","Plasmanyl-PC(O-16:1/22:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","Plasmanyl-PC(O-16:1/22:4)+HCO2","838.59682","778.57568","707.50218","464.31471","446.30415","375.23066","224.06881","331.26425","168.04314","152.99586","96.96964","78.95852","7.6732606060606","7.9732606060606","1701"
"","Plasmanyl-PC(O-16:1/22:5)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.9642803030303","6.2642803030303","1218","","Plasmanyl-PC(O-16:1/22:5)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.9642803030303","6.2642803030303","1218","","Plasmanyl-PC(O-16:1/22:5)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.9642803030303","6.2642803030303","1218","","Plasmanyl-PC(O-16:1/22:5)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.9642803030303","6.2642803030303","1218","","Plasmanyl-PC(O-16:1/22:5)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.9642803030303","6.2642803030303","1218","","Plasmanyl-PC(O-16:1/22:5)+HCO2","836.58122","776.56008","705.48658","464.31471","446.30415","375.23066","224.06881","329.24865","168.04314","152.99586","96.96964","78.95852","5.9642803030303","6.2642803030303","1218"
"","Plasmanyl-PC(O-16:1/22:5)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.60623484848485","6.90623484848485","2508","","Plasmanyl-PC(O-16:1/22:5)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.60623484848485","6.90623484848485","2508","","Plasmanyl-PC(O-16:1/22:5)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.60623484848485","6.90623484848485","2508","","Plasmanyl-PC(O-16:1/22:5)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.60623484848485","6.90623484848485","2508","","Plasmanyl-PC(O-16:1/22:5)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.60623484848485","6.90623484848485","2508","","Plasmanyl-PC(O-16:1/22:5)+HCO2","836.58122","776.56008","705.48658","464.31471","446.30415","375.23066","224.06881","329.24865","168.04314","152.99586","96.96964","78.95852","6.60623484848485","6.90623484848485","2508"
"","Plasmanyl-PC(O-16:1/22:5)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.81634090909091","6.11634090909091","2993","","Plasmanyl-PC(O-16:1/22:5)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.81634090909091","6.11634090909091","2993","","Plasmanyl-PC(O-16:1/22:5)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.81634090909091","6.11634090909091","2993","","Plasmanyl-PC(O-16:1/22:5)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.81634090909091","6.11634090909091","2993","","Plasmanyl-PC(O-16:1/22:5)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"5.81634090909091","6.11634090909091","2993","","Plasmanyl-PC(O-16:1/22:5)+HCO2","836.58122","776.56008","705.48658","464.31471","446.30415","375.23066","224.06881","329.24865","168.04314","152.99586","96.96964","78.95852","5.81634090909091","6.11634090909091","2993"
"","Plasmanyl-PC(O-16:1/22:6)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.16300303030303","6.46300303030303","4103","","Plasmanyl-PC(O-16:1/22:6)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.16300303030303","6.46300303030303","4103","","Plasmanyl-PC(O-16:1/22:6)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.16300303030303","6.46300303030303","4103","","Plasmanyl-PC(O-16:1/22:6)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.16300303030303","6.46300303030303","4103","","Plasmanyl-PC(O-16:1/22:6)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.16300303030303","6.46300303030303","4103","","Plasmanyl-PC(O-16:1/22:6)+HCO2","834.56552","774.54438","703.47088","464.31471","446.30415","375.23066","224.06881","327.23295","168.04314","152.99586","96.96964","78.95852","6.16300303030303","6.46300303030303","4103"
"","Plasmanyl-PC(O-16:1/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"10.0408272727273","10.3408272727273","1928","","Plasmanyl-PC(O-16:1/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"10.0408272727273","10.3408272727273","1928","","Plasmanyl-PC(O-16:1/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"10.0408272727273","10.3408272727273","1928","","Plasmanyl-PC(O-16:1/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"10.0408272727273","10.3408272727273","1928","","Plasmanyl-PC(O-16:1/24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"10.0408272727273","10.3408272727273","1928","","Plasmanyl-PC(O-16:1/24:1)+HCO2","872.67512","812.65398","741.58048","464.31471","446.30415","375.23066","224.06881","365.34255","168.04314","152.99586","96.96964","78.95852","10.0408272727273","10.3408272727273","1928"
"","Plasmanyl-PC(O-18:0/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.76112727272727","8.06112727272727","1915","","Plasmanyl-PC(O-18:0/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.76112727272727","8.06112727272727","1915","","Plasmanyl-PC(O-18:0/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.76112727272727","8.06112727272727","1915","","Plasmanyl-PC(O-18:0/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.76112727272727","8.06112727272727","1915","","Plasmanyl-PC(O-18:0/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.76112727272727","8.06112727272727","1915","","Plasmanyl-PC(O-18:0/14:0)+HCO2","764.58112","704.55998","633.48648","494.36161","476.35105","405.27756","224.06881","227.20165","168.04314","152.99586","96.96964","78.95852","7.76112727272727","8.06112727272727","1915"
"","Plasmanyl-PC(O-18:0/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.58775757575758","7.88775757575758","2502","","Plasmanyl-PC(O-18:0/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.58775757575758","7.88775757575758","2502","","Plasmanyl-PC(O-18:0/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.58775757575758","7.88775757575758","2502","","Plasmanyl-PC(O-18:0/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.58775757575758","7.88775757575758","2502","","Plasmanyl-PC(O-18:0/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.58775757575758","7.88775757575758","2502","","Plasmanyl-PC(O-18:0/14:1)+HCO2","762.56552","702.54438","631.47088","494.36161","476.35105","405.27756","224.06881","225.18605","168.04314","152.99586","96.96964","78.95852","7.58775757575758","7.88775757575758","2502"
"","Plasmanyl-PC(O-18:0/16:0)+HCO2",0,1,0,0,0,0,0,1,0,0,0,0,"8.84105909090909","9.14105909090909","1763","","Plasmanyl-PC(O-18:0/16:0)+HCO2",0,9.011156,0,0,0,0,0,9.011156,0,0,0,0,"8.84105909090909","9.14105909090909","1763","","Plasmanyl-PC(O-18:0/16:0)+HCO2",0,1,0,0,0,0,0,1,0,0,0,0,"8.84105909090909","9.14105909090909","1763","","Plasmanyl-PC(O-18:0/16:0)+HCO2",0,8774.465,0,0,0,0,0,7018.462,0,0,0,0,"8.84105909090909","9.14105909090909","1763","","Plasmanyl-PC(O-18:0/16:0)+HCO2",0,732.5918,0,0,0,0,0,255.2331,0,0,0,0,"8.84105909090909","9.14105909090909","1763","","Plasmanyl-PC(O-18:0/16:0)+HCO2","792.61242","732.59128","661.51778","494.36161","476.35105","405.27756","224.06881","255.23295","168.04314","152.99586","96.96964","78.95852","8.84105909090909","9.14105909090909","1763"
"","Plasmanyl-PC(O-18:0/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.8228196969697","8.1228196969697","1060","","Plasmanyl-PC(O-18:0/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.8228196969697","8.1228196969697","1060","","Plasmanyl-PC(O-18:0/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.8228196969697","8.1228196969697","1060","","Plasmanyl-PC(O-18:0/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.8228196969697","8.1228196969697","1060","","Plasmanyl-PC(O-18:0/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.8228196969697","8.1228196969697","1060","","Plasmanyl-PC(O-18:0/16:1)+HCO2","790.59682","730.57568","659.50218","494.36161","476.35105","405.27756","224.06881","253.21735","168.04314","152.99586","96.96964","78.95852","7.8228196969697","8.1228196969697","1060"
"","Plasmanyl-PC(O-18:0/18:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmanyl-PC(O-18:0/18:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmanyl-PC(O-18:0/18:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmanyl-PC(O-18:0/18:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmanyl-PC(O-18:0/18:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmanyl-PC(O-18:0/18:2)+HCO2","816.61242","756.59128","685.51778","494.36161","476.35105","405.27756","224.06881","279.23295","168.04314","152.99586","96.96964","78.95852","8.07845303030303","8.37845303030303","1249"
"","Plasmanyl-PC(O-18:0/18:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.87242424242424","8.17242424242424","1705","","Plasmanyl-PC(O-18:0/18:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.87242424242424","8.17242424242424","1705","","Plasmanyl-PC(O-18:0/18:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.87242424242424","8.17242424242424","1705","","Plasmanyl-PC(O-18:0/18:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.87242424242424","8.17242424242424","1705","","Plasmanyl-PC(O-18:0/18:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.87242424242424","8.17242424242424","1705","","Plasmanyl-PC(O-18:0/18:3)+HCO2","814.59682","754.57568","683.50218","494.36161","476.35105","405.27756","224.06881","277.21735","168.04314","152.99586","96.96964","78.95852","7.87242424242424","8.17242424242424","1705"
"","Plasmanyl-PC(O-18:0/18:4)+HCO2",1,1,0,0,0,0,0,0,0,0,0,0,"6.72865757575758","7.02865757575758","422","","Plasmanyl-PC(O-18:0/18:4)+HCO2",6.844614,6.844614,0,0,0,0,0,0,6.844614,0,0,0,"6.72865757575758","7.02865757575758","422","","Plasmanyl-PC(O-18:0/18:4)+HCO2",1,1,0,0,0,0,0,0,1,0,0,0,"6.72865757575758","7.02865757575758","422","","Plasmanyl-PC(O-18:0/18:4)+HCO2",8293.021,187415.8,0,0,0,0,0,0,636.1218,0,0,0,"6.72865757575758","7.02865757575758","422","","Plasmanyl-PC(O-18:0/18:4)+HCO2",812.582,752.5608,0,0,0,0,0,0,168.0431,0,0,0,"6.72865757575758","7.02865757575758","422","","Plasmanyl-PC(O-18:0/18:4)+HCO2","812.58112","752.55998","681.48648","494.36161","476.35105","405.27756","224.06881","275.20165","168.04314","152.99586","96.96964","78.95852","6.72865757575758","7.02865757575758","422"
"","Plasmanyl-PC(O-18:0/20:4)+HCO2",1,1,0,1,1,0,0,1,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmanyl-PC(O-18:0/20:4)+HCO2",8.013856,8.013856,0,8.013856,8.013856,0,0,8.013856,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmanyl-PC(O-18:0/20:4)+HCO2",1,1,0,1,1,0,0,1,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmanyl-PC(O-18:0/20:4)+HCO2",3855.119,123818.6,0,14121.03,4958.254,0,0,133837.9,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmanyl-PC(O-18:0/20:4)+HCO2",840.6129,780.5924,0,494.3619,476.3511,0,0,303.2331,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmanyl-PC(O-18:0/20:4)+HCO2","840.61242","780.59128","709.51778","494.36161","476.35105","405.27756","224.06881","303.23295","168.04314","152.99586","96.96964","78.95852","7.87178181818182","8.17178181818182","682"
