"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Plasmanyl-PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T2Ketene&CH3&HCO3","NL_T2RCOOH&CH3&HCO3","NL_T2RCOOH_Choline_HCO3*","GlyceroPC_NLCH3&H2O","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","RT at Max Intensity","Plasmanyl-PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T2Ketene&CH3&HCO3","NL_T2RCOOH&CH3&HCO3","NL_T2RCOOH_Choline_HCO3*","GlyceroPC_NLCH3&H2O","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Number of Scans","Plasmanyl-PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T2Ketene&CH3&HCO3","NL_T2RCOOH&CH3&HCO3","NL_T2RCOOH_Choline_HCO3*","GlyceroPC_NLCH3&H2O","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Max Intensity","Plasmanyl-PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T2Ketene&CH3&HCO3","NL_T2RCOOH&CH3&HCO3","NL_T2RCOOH_Choline_HCO3*","GlyceroPC_NLCH3&H2O","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Average m/z","Plasmanyl-PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T2Ketene&CH3&HCO3","NL_T2RCOOH&CH3&HCO3","NL_T2RCOOH_Choline_HCO3*","GlyceroPC_NLCH3&H2O","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Plasmanyl-PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T2Ketene&CH3&HCO3","NL_T2RCOOH&CH3&HCO3","NL_T2RCOOH_Choline_HCO3*","GlyceroPC_NLCH3&H2O","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment"
"","Plasmanyl-PC(O-20:0/20:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","Plasmanyl-PC(O-20:0/20:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","Plasmanyl-PC(O-20:0/20:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","Plasmanyl-PC(O-20:0/20:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","Plasmanyl-PC(O-20:0/20:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","Plasmanyl-PC(O-20:0/20:4)+HCO2","868.64372","808.62258","737.54908","522.39291","504.38235","433.30886","224.06881","303.23295","168.04314","152.99586","96.96964","78.95852","8.9291","9.2291","865"
"","Plasmanyl-PC(O-20:0/22:2)+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,"10.8310590909091","11.1310590909091","437","","Plasmanyl-PC(O-20:0/22:2)+HCO2",10.99138,0,0,0,0,0,0,0,0,0,0,0,"10.8310590909091","11.1310590909091","437","","Plasmanyl-PC(O-20:0/22:2)+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,"10.8310590909091","11.1310590909091","437","","Plasmanyl-PC(O-20:0/22:2)+HCO2",89225.81,0,0,0,0,0,0,0,0,0,0,0,"10.8310590909091","11.1310590909091","437","","Plasmanyl-PC(O-20:0/22:2)+HCO2",900.7072,0,0,0,0,0,0,0,0,0,0,0,"10.8310590909091","11.1310590909091","437","","Plasmanyl-PC(O-20:0/22:2)+HCO2","900.70632","840.68518","769.61168","522.39291","504.38235","433.30886","224.06881","335.29555","168.04314","152.99586","96.96964","78.95852","10.8310590909091","11.1310590909091","437"
"","Plasmanyl-PC(O-20:0/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmanyl-PC(O-20:0/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmanyl-PC(O-20:0/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmanyl-PC(O-20:0/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmanyl-PC(O-20:0/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmanyl-PC(O-20:0/22:3)+HCO2","898.69072","838.66958","767.59608","522.39291","504.38235","433.30886","224.06881","333.27995","168.04314","152.99586","96.96964","78.95852","9.981996969697","10.281996969697","3132"
"","Plasmanyl-PC(O-20:0/22:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","Plasmanyl-PC(O-20:0/22:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","Plasmanyl-PC(O-20:0/22:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","Plasmanyl-PC(O-20:0/22:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","Plasmanyl-PC(O-20:0/22:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","Plasmanyl-PC(O-20:0/22:4)+HCO2","896.67502","836.65388","765.58038","522.39291","504.38235","433.30886","224.06881","331.26425","168.04314","152.99586","96.96964","78.95852","9.8984333333333","10.1984333333333","1162"
"","Plasmanyl-PC(O-20:0/22:5)+HCO2",0,1,0,0,0,0,0,1,0,0,0,0,"8.872","9.172","736","","Plasmanyl-PC(O-20:0/22:5)+HCO2",0,9.047699,0,0,0,0,0,9.047699,0,0,0,0,"8.872","9.172","736","","Plasmanyl-PC(O-20:0/22:5)+HCO2",0,1,0,0,0,0,0,1,0,0,0,0,"8.872","9.172","736","","Plasmanyl-PC(O-20:0/22:5)+HCO2",0,30242.2,0,0,0,0,0,2720.12,0,0,0,0,"8.872","9.172","736","","Plasmanyl-PC(O-20:0/22:5)+HCO2",0,834.6392,0,0,0,0,0,329.2489,0,0,0,0,"8.872","9.172","736","","Plasmanyl-PC(O-20:0/22:5)+HCO2","894.65942","834.63828","763.56478","522.39291","504.38235","433.30886","224.06881","329.24865","168.04314","152.99586","96.96964","78.95852","8.872","9.172","736"
"","Plasmanyl-PC(O-20:1/12:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.58775757575758","7.88775757575758","2502","","Plasmanyl-PC(O-20:1/12:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.58775757575758","7.88775757575758","2502","","Plasmanyl-PC(O-20:1/12:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.58775757575758","7.88775757575758","2502","","Plasmanyl-PC(O-20:1/12:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.58775757575758","7.88775757575758","2502","","Plasmanyl-PC(O-20:1/12:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.58775757575758","7.88775757575758","2502","","Plasmanyl-PC(O-20:1/12:0)+HCO2","762.56552","702.54438","631.47088","520.37731","502.36675","431.29326","224.06881","199.17035","168.04314","152.99586","96.96964","78.95852","7.58775757575758","7.88775757575758","2502"
"","Plasmanyl-PC(O-20:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.8228196969697","8.1228196969697","1060","","Plasmanyl-PC(O-20:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.8228196969697","8.1228196969697","1060","","Plasmanyl-PC(O-20:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.8228196969697","8.1228196969697","1060","","Plasmanyl-PC(O-20:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.8228196969697","8.1228196969697","1060","","Plasmanyl-PC(O-20:1/14:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.8228196969697","8.1228196969697","1060","","Plasmanyl-PC(O-20:1/14:0)+HCO2","790.59682","730.57568","659.50218","520.37731","502.36675","431.29326","224.06881","227.20165","168.04314","152.99586","96.96964","78.95852","7.8228196969697","8.1228196969697","1060"
"","Plasmanyl-PC(O-20:1/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","Plasmanyl-PC(O-20:1/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","Plasmanyl-PC(O-20:1/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","Plasmanyl-PC(O-20:1/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","Plasmanyl-PC(O-20:1/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.64452121212121","7.94452121212121","1776","","Plasmanyl-PC(O-20:1/14:1)+HCO2","788.58122","728.56008","657.48658","520.37731","502.36675","431.29326","224.06881","225.18605","168.04314","152.99586","96.96964","78.95852","7.64452121212121","7.94452121212121","1776"
"","Plasmanyl-PC(O-20:1/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","Plasmanyl-PC(O-20:1/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","Plasmanyl-PC(O-20:1/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","Plasmanyl-PC(O-20:1/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","Plasmanyl-PC(O-20:1/14:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"6.91709848484848","7.21709848484848","3363","","Plasmanyl-PC(O-20:1/14:1)+HCO2","788.58122","728.56008","657.48658","520.37731","502.36675","431.29326","224.06881","225.18605","168.04314","152.99586","96.96964","78.95852","6.91709848484848","7.21709848484848","3363"
"","Plasmanyl-PC(O-20:1/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmanyl-PC(O-20:1/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmanyl-PC(O-20:1/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmanyl-PC(O-20:1/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmanyl-PC(O-20:1/16:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.07845303030303","8.37845303030303","1249","","Plasmanyl-PC(O-20:1/16:1)+HCO2","816.61252","756.59138","685.51788","520.37731","502.36675","431.29326","224.06881","253.21735","168.04314","152.99586","96.96964","78.95852","8.07845303030303","8.37845303030303","1249"
"","Plasmanyl-PC(O-20:1/18:3)+HCO2",1,1,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmanyl-PC(O-20:1/18:3)+HCO2",8.013856,8.013856,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmanyl-PC(O-20:1/18:3)+HCO2",1,1,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmanyl-PC(O-20:1/18:3)+HCO2",3855.119,123818.6,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmanyl-PC(O-20:1/18:3)+HCO2",840.6129,780.5924,0,0,0,0,0,0,0,0,0,0,"7.87178181818182","8.17178181818182","682","","Plasmanyl-PC(O-20:1/18:3)+HCO2","840.61252","780.59138","709.51788","520.37731","502.36675","431.29326","224.06881","277.21735","168.04314","152.99586","96.96964","78.95852","7.87178181818182","8.17178181818182","682"
"","Plasmanyl-PC(O-20:1/18:4)+HCO2",1,1,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","Plasmanyl-PC(O-20:1/18:4)+HCO2",6.921464,6.921464,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","Plasmanyl-PC(O-20:1/18:4)+HCO2",1,1,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","Plasmanyl-PC(O-20:1/18:4)+HCO2",8363.788,186200.8,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","Plasmanyl-PC(O-20:1/18:4)+HCO2",838.5977,778.5763,0,0,0,0,0,0,0,0,0,0,"6.77478333333333","7.07478333333333","484","","Plasmanyl-PC(O-20:1/18:4)+HCO2","838.59682","778.57568","707.50218","520.37731","502.36675","431.29326","224.06881","275.20165","168.04314","152.99586","96.96964","78.95852","6.77478333333333","7.07478333333333","484"
"","Plasmanyl-PC(O-20:1/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","Plasmanyl-PC(O-20:1/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","Plasmanyl-PC(O-20:1/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","Plasmanyl-PC(O-20:1/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","Plasmanyl-PC(O-20:1/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.6732606060606","7.9732606060606","1701","","Plasmanyl-PC(O-20:1/18:4)+HCO2","838.59682","778.57568","707.50218","520.37731","502.36675","431.29326","224.06881","275.20165","168.04314","152.99586","96.96964","78.95852","7.6732606060606","7.9732606060606","1701"
"","Plasmanyl-PC(O-20:1/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"10.0408272727273","10.3408272727273","1928","","Plasmanyl-PC(O-20:1/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"10.0408272727273","10.3408272727273","1928","","Plasmanyl-PC(O-20:1/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"10.0408272727273","10.3408272727273","1928","","Plasmanyl-PC(O-20:1/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"10.0408272727273","10.3408272727273","1928","","Plasmanyl-PC(O-20:1/20:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"10.0408272727273","10.3408272727273","1928","","Plasmanyl-PC(O-20:1/20:1)+HCO2","872.67512","812.65398","741.58048","520.37731","502.36675","431.29326","224.06881","309.27995","168.04314","152.99586","96.96964","78.95852","10.0408272727273","10.3408272727273","1928"
"","Plasmanyl-PC(O-20:1/20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","Plasmanyl-PC(O-20:1/20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","Plasmanyl-PC(O-20:1/20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","Plasmanyl-PC(O-20:1/20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","Plasmanyl-PC(O-20:1/20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","Plasmanyl-PC(O-20:1/20:3)+HCO2","868.64382","808.62268","737.54918","520.37731","502.36675","431.29326","224.06881","305.24865","168.04314","152.99586","96.96964","78.95852","8.9291","9.2291","865"
"","Plasmanyl-PC(O-20:1/22:1)+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,"10.8310590909091","11.1310590909091","437","","Plasmanyl-PC(O-20:1/22:1)+HCO2",10.99138,0,0,0,0,0,0,0,0,0,0,0,"10.8310590909091","11.1310590909091","437","","Plasmanyl-PC(O-20:1/22:1)+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,"10.8310590909091","11.1310590909091","437","","Plasmanyl-PC(O-20:1/22:1)+HCO2",89225.81,0,0,0,0,0,0,0,0,0,0,0,"10.8310590909091","11.1310590909091","437","","Plasmanyl-PC(O-20:1/22:1)+HCO2",900.7072,0,0,0,0,0,0,0,0,0,0,0,"10.8310590909091","11.1310590909091","437","","Plasmanyl-PC(O-20:1/22:1)+HCO2","900.70642","840.68528","769.61178","520.37731","502.36675","431.29326","224.06881","337.31125","168.04314","152.99586","96.96964","78.95852","10.8310590909091","11.1310590909091","437"
"","Plasmanyl-PC(O-20:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmanyl-PC(O-20:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmanyl-PC(O-20:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmanyl-PC(O-20:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmanyl-PC(O-20:1/22:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmanyl-PC(O-20:1/22:2)+HCO2","898.69072","838.66958","767.59608","520.37731","502.36675","431.29326","224.06881","335.29555","168.04314","152.99586","96.96964","78.95852","9.981996969697","10.281996969697","3132"
"","Plasmanyl-PC(O-20:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","Plasmanyl-PC(O-20:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","Plasmanyl-PC(O-20:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","Plasmanyl-PC(O-20:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","Plasmanyl-PC(O-20:1/22:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","Plasmanyl-PC(O-20:1/22:3)+HCO2","896.67512","836.65398","765.58048","520.37731","502.36675","431.29326","224.06881","333.27995","168.04314","152.99586","96.96964","78.95852","9.8984333333333","10.1984333333333","1162"
"","Plasmanyl-PC(O-20:1/22:4)+HCO2",0,1,0,0,0,0,0,0,0,0,0,0,"8.872","9.172","736","","Plasmanyl-PC(O-20:1/22:4)+HCO2",0,9.047699,0,0,0,0,0,0,0,0,0,0,"8.872","9.172","736","","Plasmanyl-PC(O-20:1/22:4)+HCO2",0,1,0,0,0,0,0,0,0,0,0,0,"8.872","9.172","736","","Plasmanyl-PC(O-20:1/22:4)+HCO2",0,30242.2,0,0,0,0,0,0,0,0,0,0,"8.872","9.172","736","","Plasmanyl-PC(O-20:1/22:4)+HCO2",0,834.6392,0,0,0,0,0,0,0,0,0,0,"8.872","9.172","736","","Plasmanyl-PC(O-20:1/22:4)+HCO2","894.65942","834.63828","763.56478","520.37731","502.36675","431.29326","224.06881","331.26425","168.04314","152.99586","96.96964","78.95852","8.872","9.172","736"
"","Plasmanyl-PC(O-20:1/24:1)+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,"11.5616484848485","11.8616484848485","566","","Plasmanyl-PC(O-20:1/24:1)+HCO2",11.7246,0,0,0,0,0,0,0,0,0,0,0,"11.5616484848485","11.8616484848485","566","","Plasmanyl-PC(O-20:1/24:1)+HCO2",3,0,0,0,0,0,0,0,0,0,0,0,"11.5616484848485","11.8616484848485","566","","Plasmanyl-PC(O-20:1/24:1)+HCO2",78810.7,0,0,0,0,0,0,0,0,0,0,0,"11.5616484848485","11.8616484848485","566","","Plasmanyl-PC(O-20:1/24:1)+HCO2",928.739066666667,0,0,0,0,0,0,0,0,0,0,0,"11.5616484848485","11.8616484848485","566","","Plasmanyl-PC(O-20:1/24:1)+HCO2","928.73772","868.71658","797.64308","520.37731","502.36675","431.29326","224.06881","365.34255","168.04314","152.99586","96.96964","78.95852","11.5616484848485","11.8616484848485","566"
"","Plasmanyl-PC(O-22:0/10:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.76112727272727","8.06112727272727","1915","","Plasmanyl-PC(O-22:0/10:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.76112727272727","8.06112727272727","1915","","Plasmanyl-PC(O-22:0/10:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.76112727272727","8.06112727272727","1915","","Plasmanyl-PC(O-22:0/10:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.76112727272727","8.06112727272727","1915","","Plasmanyl-PC(O-22:0/10:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"7.76112727272727","8.06112727272727","1915","","Plasmanyl-PC(O-22:0/10:0)+HCO2","764.58112","704.55998","633.48648","550.42421","532.41365","461.34016","224.06881","171.13905","168.04314","152.99586","96.96964","78.95852","7.76112727272727","8.06112727272727","1915"
"","Plasmanyl-PC(O-22:0/12:0)+HCO2",0,1,0,0,0,0,0,0,0,0,0,0,"8.84105909090909","9.14105909090909","1763","","Plasmanyl-PC(O-22:0/12:0)+HCO2",0,9.011156,0,0,0,0,0,0,0,0,0,0,"8.84105909090909","9.14105909090909","1763","","Plasmanyl-PC(O-22:0/12:0)+HCO2",0,1,0,0,0,0,0,0,0,0,0,0,"8.84105909090909","9.14105909090909","1763","","Plasmanyl-PC(O-22:0/12:0)+HCO2",0,8774.465,0,0,0,0,0,0,0,0,0,0,"8.84105909090909","9.14105909090909","1763","","Plasmanyl-PC(O-22:0/12:0)+HCO2",0,732.5918,0,0,0,0,0,0,0,0,0,0,"8.84105909090909","9.14105909090909","1763","","Plasmanyl-PC(O-22:0/12:0)+HCO2","792.61242","732.59128","661.51778","550.42421","532.41365","461.34016","224.06881","199.17035","168.04314","152.99586","96.96964","78.95852","8.84105909090909","9.14105909090909","1763"
"","Plasmanyl-PC(O-22:0/18:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"10.0408272727273","10.3408272727273","1928","","Plasmanyl-PC(O-22:0/18:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"10.0408272727273","10.3408272727273","1928","","Plasmanyl-PC(O-22:0/18:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"10.0408272727273","10.3408272727273","1928","","Plasmanyl-PC(O-22:0/18:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"10.0408272727273","10.3408272727273","1928","","Plasmanyl-PC(O-22:0/18:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"10.0408272727273","10.3408272727273","1928","","Plasmanyl-PC(O-22:0/18:2)+HCO2","872.67502","812.65388","741.58038","550.42421","532.41365","461.34016","224.06881","279.23295","168.04314","152.99586","96.96964","78.95852","10.0408272727273","10.3408272727273","1928"
"","Plasmanyl-PC(O-22:0/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","Plasmanyl-PC(O-22:0/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","Plasmanyl-PC(O-22:0/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","Plasmanyl-PC(O-22:0/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","Plasmanyl-PC(O-22:0/18:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"8.9291","9.2291","865","","Plasmanyl-PC(O-22:0/18:4)+HCO2","868.64372","808.62258","737.54908","550.42421","532.41365","461.34016","224.06881","275.20165","168.04314","152.99586","96.96964","78.95852","8.9291","9.2291","865"
"","Plasmanyl-PC(O-22:0/20:2)+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,"10.8310590909091","11.1310590909091","437","","Plasmanyl-PC(O-22:0/20:2)+HCO2",10.99138,0,0,0,0,0,0,0,0,0,0,0,"10.8310590909091","11.1310590909091","437","","Plasmanyl-PC(O-22:0/20:2)+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,"10.8310590909091","11.1310590909091","437","","Plasmanyl-PC(O-22:0/20:2)+HCO2",89225.81,0,0,0,0,0,0,0,0,0,0,0,"10.8310590909091","11.1310590909091","437","","Plasmanyl-PC(O-22:0/20:2)+HCO2",900.7072,0,0,0,0,0,0,0,0,0,0,0,"10.8310590909091","11.1310590909091","437","","Plasmanyl-PC(O-22:0/20:2)+HCO2","900.70632","840.68518","769.61168","550.42421","532.41365","461.34016","224.06881","307.26425","168.04314","152.99586","96.96964","78.95852","10.8310590909091","11.1310590909091","437"
"","Plasmanyl-PC(O-22:0/20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmanyl-PC(O-22:0/20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmanyl-PC(O-22:0/20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmanyl-PC(O-22:0/20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmanyl-PC(O-22:0/20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.981996969697","10.281996969697","3132","","Plasmanyl-PC(O-22:0/20:3)+HCO2","898.69072","838.66958","767.59608","550.42421","532.41365","461.34016","224.06881","305.24865","168.04314","152.99586","96.96964","78.95852","9.981996969697","10.281996969697","3132"
"","Plasmanyl-PC(O-22:0/20:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","Plasmanyl-PC(O-22:0/20:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","Plasmanyl-PC(O-22:0/20:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","Plasmanyl-PC(O-22:0/20:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","Plasmanyl-PC(O-22:0/20:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,"9.8984333333333","10.1984333333333","1162","","Plasmanyl-PC(O-22:0/20:4)+HCO2","896.67502","836.65388","765.58038","550.42421","532.41365","461.34016","224.06881","303.23295","168.04314","152.99586","96.96964","78.95852","9.8984333333333","10.1984333333333","1162"
