"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer","[M+HCO2]-","NL_H2CO2","M-H-H2CO","NL_H2O&SN1","NL_H2O&SN2amide","SN2amide","RT_min","RT_max","Comment","RT at Max Intensity","Cer","[M+HCO2]-","NL_H2CO2","M-H-H2CO","NL_H2O&SN1","NL_H2O&SN2amide","SN2amide","RT_min","RT_max","Comment","Number of Scans","Cer","[M+HCO2]-","NL_H2CO2","M-H-H2CO","NL_H2O&SN1","NL_H2O&SN2amide","SN2amide","RT_min","RT_max","Comment","Max Intensity","Cer","[M+HCO2]-","NL_H2CO2","M-H-H2CO","NL_H2O&SN1","NL_H2O&SN2amide","SN2amide","RT_min","RT_max","Comment","Average m/z","Cer","[M+HCO2]-","NL_H2CO2","M-H-H2CO","NL_H2O&SN1","NL_H2O&SN2amide","SN2amide","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer","[M+HCO2]-","NL_H2CO2","M-H-H2CO","NL_H2O&SN1","NL_H2O&SN2amide","SN2amide","RT_min","RT_max","Comment"
"","Cer(d17:1/24:1)+HCO2",0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer(d17:1/24:1)+HCO2",0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer(d17:1/24:1)+HCO2",0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer(d17:1/24:1)+HCO2",0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer(d17:1/24:1)+HCO2",0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer(d17:1/24:1)+HCO2","678.6041","632.59861","602.5881","390.3742","249.2221","364.3585","9.8607848484848","10.1607848484848","1372"
"","Cer(d17:1/25:0)+HCO2",1,1,1,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer(d17:1/25:0)+HCO2",11.29021,11.29021,11.29021,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer(d17:1/25:0)+HCO2",1,2,1,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer(d17:1/25:0)+HCO2",8007.366,335871.2,5140.881,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer(d17:1/25:0)+HCO2",694.6364,648.63095,618.6187,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer(d17:1/25:0)+HCO2","694.6354","648.62991","618.6194","406.4055","249.2221","380.3898","11.1295590909091","11.4295590909091","108"
"","Cer(d17:1/25:0)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer(d17:1/25:0)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer(d17:1/25:0)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer(d17:1/25:0)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer(d17:1/25:0)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer(d17:1/25:0)+HCO2","694.6354","648.62991","618.6194","406.4055","249.2221","380.3898","10.5101439393939","10.8101439393939","1160"
"","Cer(d17:1/25:0)+HCO2",1,1,1,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer(d17:1/25:0)+HCO2",11.29021,11.29021,11.29021,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer(d17:1/25:0)+HCO2",1,2,1,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer(d17:1/25:0)+HCO2",8007.366,335871.2,5140.881,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer(d17:1/25:0)+HCO2",694.6364,648.63095,618.6187,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer(d17:1/25:0)+HCO2","694.6354","648.62991","618.6194","406.4055","249.2221","380.3898","11.0714060606061","11.3714060606061","3271"
"","Cer(d17:1/26:0)+HCO2",0,1,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer(d17:1/26:0)+HCO2",0,11.52146,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer(d17:1/26:0)+HCO2",0,2,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer(d17:1/26:0)+HCO2",0,44391.68,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer(d17:1/26:0)+HCO2",0,662.64675,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer(d17:1/26:0)+HCO2","708.651","662.64551","632.635","420.4211","249.2221","394.4054","11.3712712121212","11.6712712121212","402"
"","Cer(d17:1/26:0)+HCO2",0,1,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer(d17:1/26:0)+HCO2",0,11.66083,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer(d17:1/26:0)+HCO2",0,1,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer(d17:1/26:0)+HCO2",0,27088.57,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer(d17:1/26:0)+HCO2",0,662.6468,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer(d17:1/26:0)+HCO2","708.651","662.64551","632.635","420.4211","249.2221","394.4054","11.5306954545455","11.8306954545455","2733"
"","Cer(d17:2/22:6)+HCO2",0,0,0,0,0,0,"4.57609393939394","4.87609393939394","1791","","Cer(d17:2/22:6)+HCO2",0,0,0,0,0,0,"4.57609393939394","4.87609393939394","1791","","Cer(d17:2/22:6)+HCO2",0,0,0,0,0,0,"4.57609393939394","4.87609393939394","1791","","Cer(d17:2/22:6)+HCO2",0,0,0,0,0,0,"4.57609393939394","4.87609393939394","1791","","Cer(d17:2/22:6)+HCO2",0,0,0,0,0,0,"4.57609393939394","4.87609393939394","1791","","Cer(d17:2/22:6)+HCO2","638.4789","592.47341","562.4629","352.2646","247.2065","326.2489","4.57609393939394","4.87609393939394","1791"
"","Cer(d17:2/23:0)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d17:2/23:0)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d17:2/23:0)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d17:2/23:0)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d17:2/23:0)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d17:2/23:0)+HCO2","664.5885","618.58301","588.5725","378.3742","247.2065","352.3585","9.37739242424243","9.67739242424243","1330"
"","Cer(d17:2/24:0)+HCO2",0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer(d17:2/24:0)+HCO2",0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer(d17:2/24:0)+HCO2",0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer(d17:2/24:0)+HCO2",0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer(d17:2/24:0)+HCO2",0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer(d17:2/24:0)+HCO2","678.6041","632.59861","602.5881","392.3898","247.2065","366.3741","9.8607848484848","10.1607848484848","1372"
"","Cer(d17:2/25:0)+HCO2",0,1,1,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer(d17:2/25:0)+HCO2",10.4723,10.4723,10.33888,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer(d17:2/25:0)+HCO2",2,2,2,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer(d17:2/25:0)+HCO2",774.0684,49953.16,1494.75,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer(d17:2/25:0)+HCO2",692.62145,646.61545,616.60385,0,0,0,"10.3349015151515","10.6349015151515","366","","Cer(d17:2/25:0)+HCO2","692.6198","646.61431","616.6038","406.4055","247.2065","380.3898","10.3349015151515","10.6349015151515","366"
"","Cer(d17:2/25:0)+HCO2",0,1,1,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer(d17:2/25:0)+HCO2",10.4723,10.4723,10.33888,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer(d17:2/25:0)+HCO2",2,2,2,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer(d17:2/25:0)+HCO2",774.0684,49953.16,1494.75,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer(d17:2/25:0)+HCO2",692.62145,646.61545,616.60385,0,0,0,"10.1740090909091","10.4740090909091","470","","Cer(d17:2/25:0)+HCO2","692.6198","646.61431","616.6038","406.4055","247.2065","380.3898","10.1740090909091","10.4740090909091","470"
"","Cer(d17:2/26:0)+HCO2",0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer(d17:2/26:0)+HCO2",0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer(d17:2/26:0)+HCO2",0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer(d17:2/26:0)+HCO2",0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer(d17:2/26:0)+HCO2",0,0,0,0,0,0,"10.4557772727273","10.7557772727273","1755","","Cer(d17:2/26:0)+HCO2","706.6354","660.62991","630.6194","420.4211","247.2065","394.4054","10.4557772727273","10.7557772727273","1755"
"","Cer(d18:0/20:1)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d18:0/20:1)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d18:0/20:1)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d18:0/20:1)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d18:0/20:1)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d18:0/20:1)+HCO2","638.5728","592.56731","562.5568","334.3116","265.2534","308.2959","9.27443484848485","9.57443484848485","1335"
"","Cer(d18:0/22:0)+HCO2",0,1,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer(d18:0/22:0)+HCO2",0,10.73891,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer(d18:0/22:0)+HCO2",0,1,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer(d18:0/22:0)+HCO2",0,10931.03,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer(d18:0/22:0)+HCO2",0,622.6153,0,0,0,0,"10.5709893939394","10.8709893939394","708","","Cer(d18:0/22:0)+HCO2","668.6197","622.61421","592.6037","364.3585","265.2534","338.3428","10.5709893939394","10.8709893939394","708"
"","Cer(d18:0/22:1)+HCO2",0,1,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d18:0/22:1)+HCO2",0,10.37019,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d18:0/22:1)+HCO2",0,1,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d18:0/22:1)+HCO2",0,47550.63,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d18:0/22:1)+HCO2",0,620.5994,0,0,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d18:0/22:1)+HCO2","666.6041","620.59861","590.5881","362.3429","265.2534","336.3272","10.2572696969697","10.5572696969697","287"
"","Cer(d18:0/22:2)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d18:0/22:2)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d18:0/22:2)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d18:0/22:2)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d18:0/22:2)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d18:0/22:2)+HCO2","664.5884","618.58291","588.5724","360.3272","265.2534","334.3115","9.37739242424243","9.67739242424243","1330"
"","Cer(d18:0/23:0)+HCO2",0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer(d18:0/23:0)+HCO2",0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer(d18:0/23:0)+HCO2",0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer(d18:0/23:0)+HCO2",0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer(d18:0/23:0)+HCO2",0,0,0,0,0,0,"11.0019590909091","11.3019590909091","863","","Cer(d18:0/23:0)+HCO2","682.6354","636.62991","606.6194","378.3742","265.2534","352.3585","11.0019590909091","11.3019590909091","863"
"","Cer(d18:0/24:0)+HCO2",0,1,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer(d18:0/24:0)+HCO2",0,11.55784,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer(d18:0/24:0)+HCO2",0,1,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer(d18:0/24:0)+HCO2",0,37248.86,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer(d18:0/24:0)+HCO2",0,650.6465,0,0,0,0,"11.4208166666667","11.7208166666667","399","","Cer(d18:0/24:0)+HCO2","696.651","650.64551","620.635","392.3898","265.2534","366.3741","11.4208166666667","11.7208166666667","399"
"","Cer(d18:0/24:1)+HCO2",1,1,1,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer(d18:0/24:1)+HCO2",11.29021,11.29021,11.29021,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer(d18:0/24:1)+HCO2",1,2,1,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer(d18:0/24:1)+HCO2",8007.366,335871.2,5140.881,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer(d18:0/24:1)+HCO2",694.6364,648.63095,618.6187,0,0,0,"11.1295590909091","11.4295590909091","108","","Cer(d18:0/24:1)+HCO2","694.6354","648.62991","618.6194","390.3742","265.2534","364.3585","11.1295590909091","11.4295590909091","108"
"","Cer(d18:0/24:1)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer(d18:0/24:1)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer(d18:0/24:1)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer(d18:0/24:1)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer(d18:0/24:1)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer(d18:0/24:1)+HCO2","694.6354","648.62991","618.6194","390.3742","265.2534","364.3585","10.5101439393939","10.8101439393939","1160"
"","Cer(d18:0/24:1)+HCO2",1,1,1,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer(d18:0/24:1)+HCO2",11.29021,11.29021,11.29021,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer(d18:0/24:1)+HCO2",1,2,1,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer(d18:0/24:1)+HCO2",8007.366,335871.2,5140.881,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer(d18:0/24:1)+HCO2",694.6364,648.63095,618.6187,0,0,0,"11.0714060606061","11.3714060606061","3271","","Cer(d18:0/24:1)+HCO2","694.6354","648.62991","618.6194","390.3742","265.2534","364.3585","11.0714060606061","11.3714060606061","3271"
"","Cer(d18:0/26:0)+HCO2",0,0,0,0,0,0,"12.1783683333333","12.4783683333333","3694","","Cer(d18:0/26:0)+HCO2",0,0,0,0,0,0,"12.1783683333333","12.4783683333333","3694","","Cer(d18:0/26:0)+HCO2",0,0,0,0,0,0,"12.1783683333333","12.4783683333333","3694","","Cer(d18:0/26:0)+HCO2",0,0,0,0,0,0,"12.1783683333333","12.4783683333333","3694","","Cer(d18:0/26:0)+HCO2",0,0,0,0,0,0,"12.1783683333333","12.4783683333333","3694","","Cer(d18:0/26:0)+HCO2","724.6823","678.67681","648.6663","420.4211","265.2534","394.4054","12.1783683333333","12.4783683333333","3694"
"","Cer(d18:1/20:0)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d18:1/20:0)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d18:1/20:0)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d18:1/20:0)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d18:1/20:0)+HCO2",0,0,0,0,0,0,"9.27443484848485","9.57443484848485","1335","","Cer(d18:1/20:0)+HCO2","638.5728","592.56731","562.5568","336.3272","263.2378","310.3115","9.27443484848485","9.57443484848485","1335"
"","Cer(d18:1/21:0)+HCO2",0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer(d18:1/21:0)+HCO2",0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer(d18:1/21:0)+HCO2",0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer(d18:1/21:0)+HCO2",0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer(d18:1/21:0)+HCO2",0,0,0,0,0,0,"9.77759848484848","10.0775984848485","3025","","Cer(d18:1/21:0)+HCO2","652.5885","606.58301","576.5725","350.3429","263.2378","324.3272","9.77759848484848","10.0775984848485","3025"
"","Cer(d18:1/22:0)+HCO2",0,1,0,1,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d18:1/22:0)+HCO2",0,10.37019,0,10.37019,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d18:1/22:0)+HCO2",0,1,0,1,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d18:1/22:0)+HCO2",0,47550.63,0,1066.432,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d18:1/22:0)+HCO2",0,620.5994,0,364.3589,0,0,"10.2572696969697","10.5572696969697","287","","Cer(d18:1/22:0)+HCO2","666.6041","620.59861","590.5881","364.3585","263.2378","338.3428","10.2572696969697","10.5572696969697","287"
"","Cer(d18:1/22:1)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d18:1/22:1)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d18:1/22:1)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d18:1/22:1)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d18:1/22:1)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d18:1/22:1)+HCO2","664.5885","618.58301","588.5725","362.3429","263.2378","336.3272","9.37739242424243","9.67739242424243","1330"
"","Cer(d18:1/23:0)+HCO2",1,1,0,1,0,0,"10.6999696969697","10.9999696969697","227","","Cer(d18:1/23:0)+HCO2",10.8619,10.8619,10.8619,10.8619,10.8619,0,"10.6999696969697","10.9999696969697","227","","Cer(d18:1/23:0)+HCO2",1,1,1,1,1,0,"10.6999696969697","10.9999696969697","227","","Cer(d18:1/23:0)+HCO2",1057.556,65958.08,515.0173,2524.149,560.7629,0,"10.6999696969697","10.9999696969697","227","","Cer(d18:1/23:0)+HCO2",680.6201,634.6152,604.6054,378.375,263.2381,0,"10.6999696969697","10.9999696969697","227","","Cer(d18:1/23:0)+HCO2","680.6198","634.61431","604.6038","378.3742","263.2378","352.3585","10.6999696969697","10.9999696969697","227"
"","Cer(d18:1/23:0)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d18:1/23:0)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d18:1/23:0)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d18:1/23:0)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d18:1/23:0)+HCO2",0,0,0,0,0,0,"10.5248181818182","10.8248181818182","1553","","Cer(d18:1/23:0)+HCO2","680.6198","634.61431","604.6038","378.3742","263.2378","352.3585","10.5248181818182","10.8248181818182","1553"
"","Cer(d18:1/24:0)+HCO2",1,1,1,1,1,1,"11.1295590909091","11.4295590909091","108","","Cer(d18:1/24:0)+HCO2",11.29021,11.29021,11.29021,11.29021,11.29021,11.29021,"11.1295590909091","11.4295590909091","108","","Cer(d18:1/24:0)+HCO2",1,2,1,1,1,1,"11.1295590909091","11.4295590909091","108","","Cer(d18:1/24:0)+HCO2",8007.366,335871.2,5140.881,13771.49,5850.745,3409.408,"11.1295590909091","11.4295590909091","108","","Cer(d18:1/24:0)+HCO2",694.6364,648.63095,618.6187,392.3901,263.238,366.3744,"11.1295590909091","11.4295590909091","108","","Cer(d18:1/24:0)+HCO2","694.6354","648.62991","618.6194","392.3898","263.2378","366.3741","11.1295590909091","11.4295590909091","108"
"","Cer(d18:1/24:0)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer(d18:1/24:0)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer(d18:1/24:0)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer(d18:1/24:0)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer(d18:1/24:0)+HCO2",0,0,0,0,0,0,"10.5101439393939","10.8101439393939","1160","","Cer(d18:1/24:0)+HCO2","694.6354","648.62991","618.6194","392.3898","263.2378","366.3741","10.5101439393939","10.8101439393939","1160"
"","Cer(d18:1/24:0)+HCO2",1,1,1,1,1,1,"11.0714060606061","11.3714060606061","3271","","Cer(d18:1/24:0)+HCO2",11.29021,11.29021,11.29021,11.29021,11.29021,11.29021,"11.0714060606061","11.3714060606061","3271","","Cer(d18:1/24:0)+HCO2",1,2,1,1,1,1,"11.0714060606061","11.3714060606061","3271","","Cer(d18:1/24:0)+HCO2",8007.366,335871.2,5140.881,13771.49,5850.745,3409.408,"11.0714060606061","11.3714060606061","3271","","Cer(d18:1/24:0)+HCO2",694.6364,648.63095,618.6187,392.3901,263.238,366.3744,"11.0714060606061","11.3714060606061","3271","","Cer(d18:1/24:0)+HCO2","694.6354","648.62991","618.6194","392.3898","263.2378","366.3741","11.0714060606061","11.3714060606061","3271"
"","Cer(d18:1/24:1)+HCO2",0,1,1,1,0,0,"10.3349015151515","10.6349015151515","366","","Cer(d18:1/24:1)+HCO2",10.4723,10.4723,10.33888,10.33888,0,0,"10.3349015151515","10.6349015151515","366","","Cer(d18:1/24:1)+HCO2",2,2,2,1,0,0,"10.3349015151515","10.6349015151515","366","","Cer(d18:1/24:1)+HCO2",774.0684,49953.16,1494.75,1728.141,0,0,"10.3349015151515","10.6349015151515","366","","Cer(d18:1/24:1)+HCO2",692.62145,646.61545,616.60385,390.3744,0,0,"10.3349015151515","10.6349015151515","366","","Cer(d18:1/24:1)+HCO2","692.6198","646.61431","616.6038","390.3742","263.2378","364.3585","10.3349015151515","10.6349015151515","366"
"","Cer(d18:1/24:1)+HCO2",0,1,1,1,0,0,"10.1740090909091","10.4740090909091","470","","Cer(d18:1/24:1)+HCO2",10.4723,10.4723,10.33888,10.33888,0,0,"10.1740090909091","10.4740090909091","470","","Cer(d18:1/24:1)+HCO2",2,2,2,1,0,0,"10.1740090909091","10.4740090909091","470","","Cer(d18:1/24:1)+HCO2",774.0684,49953.16,1494.75,1728.141,0,0,"10.1740090909091","10.4740090909091","470","","Cer(d18:1/24:1)+HCO2",692.62145,646.61545,616.60385,390.3744,0,0,"10.1740090909091","10.4740090909091","470","","Cer(d18:1/24:1)+HCO2","692.6198","646.61431","616.6038","390.3742","263.2378","364.3585","10.1740090909091","10.4740090909091","470"
"","Cer(d18:1/25:0)+HCO2",0,1,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer(d18:1/25:0)+HCO2",0,11.52146,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer(d18:1/25:0)+HCO2",0,2,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer(d18:1/25:0)+HCO2",0,44391.68,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer(d18:1/25:0)+HCO2",0,662.64675,0,0,0,0,"11.3712712121212","11.6712712121212","402","","Cer(d18:1/25:0)+HCO2","708.6511","662.64561","632.6351","406.4055","263.2378","380.3898","11.3712712121212","11.6712712121212","402"
"","Cer(d18:1/25:0)+HCO2",0,1,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer(d18:1/25:0)+HCO2",0,11.66083,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer(d18:1/25:0)+HCO2",0,1,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer(d18:1/25:0)+HCO2",0,27088.57,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer(d18:1/25:0)+HCO2",0,662.6468,0,0,0,0,"11.5306954545455","11.8306954545455","2733","","Cer(d18:1/25:0)+HCO2","708.6511","662.64561","632.6351","406.4055","263.2378","380.3898","11.5306954545455","11.8306954545455","2733"
"","Cer(d18:1/26:0)+HCO2",0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer(d18:1/26:0)+HCO2",0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer(d18:1/26:0)+HCO2",0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer(d18:1/26:0)+HCO2",0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer(d18:1/26:0)+HCO2",0,0,0,0,0,0,"11.9297696969697","12.2297696969697","759","","Cer(d18:1/26:0)+HCO2","722.6667","676.66121","646.6507","420.4211","263.2378","394.4054","11.9297696969697","12.2297696969697","759"
"","Cer(d18:2/22:0)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d18:2/22:0)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d18:2/22:0)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d18:2/22:0)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d18:2/22:0)+HCO2",0,0,0,0,0,0,"9.37739242424243","9.67739242424243","1330","","Cer(d18:2/22:0)+HCO2","664.5884","618.58291","588.5724","364.3585","261.2221","338.3428","9.37739242424243","9.67739242424243","1330"
"","Cer(d18:2/23:0)+HCO2",0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer(d18:2/23:0)+HCO2",0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer(d18:2/23:0)+HCO2",0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer(d18:2/23:0)+HCO2",0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer(d18:2/23:0)+HCO2",0,0,0,0,0,0,"9.8607848484848","10.1607848484848","1372","","Cer(d18:2/23:0)+HCO2","678.6041","632.59861","602.5881","378.3742","261.2221","352.3585","9.8607848484848","10.1607848484848","1372"
"","Cer(d18:2/24:0)+HCO2",0,1,1,1,0,0,"10.3349015151515","10.6349015151515","366","","Cer(d18:2/24:0)+HCO2",10.4723,10.4723,10.33888,10.4723,0,10.4723,"10.3349015151515","10.6349015151515","366","","Cer(d18:2/24:0)+HCO2",2,2,2,1,0,1,"10.3349015151515","10.6349015151515","366","","Cer(d18:2/24:0)+HCO2",774.0684,49953.16,1494.75,2579.547,0,834.9658,"10.3349015151515","10.6349015151515","366","","Cer(d18:2/24:0)+HCO2",692.62145,646.61545,616.60385,392.3901,0,366.3749,"10.3349015151515","10.6349015151515","366","","Cer(d18:2/24:0)+HCO2","692.6197","646.61421","616.6037","392.3898","261.2221","366.3741","10.3349015151515","10.6349015151515","366"
