"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","CL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","RT at Max Intensity","CL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","Number of Scans","CL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","Max Intensity","CL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","Average m/z","CL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","CL","[M-2H]2-","Prec-SN1_monolyso2-","Prec-SN1+SN2_dilyso2-","Prec-SN3_monolyso2-","Prec-SN3+SN4_dilyso2-","SN1+C3H6PO4","SN2+C3H6PO4","SN3+C3H6PO4","SN4+C3H6PO4","SN1_FA","SN2_FA","SN3_FA","SN4_FA","RT_min","RT_max","Comment"
"","CL(18:0_18:2_20:4_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:0_18:2_20:4_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:0_18:2_20:4_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:0_18:2_20:4_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:0_18:2_20:4_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:0_18:2_20:4_22:5)-2H","762.5023182","629.3724682","498.2577082","619.3881082","463.2655282","419.25664","415.22536","439.22536","465.241","283.26409","279.23281","303.23281","329.24845","5.44704393939394","5.74704393939394","2550"
"","CL(18:0_18:3_20:2_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:0_18:3_20:2_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:0_18:3_20:2_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:0_18:3_20:2_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:0_18:3_20:2_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:0_18:3_20:2_22:6)-2H","762.5023182","629.3724682","499.2655282","617.3724682","462.2577082","419.25664","413.20972","443.25664","463.22536","283.26409","277.21717","307.26409","327.23281","5.44704393939394","5.74704393939394","2550"
"","CL(18:0_18:3_20:3_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:0_18:3_20:3_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:0_18:3_20:3_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:0_18:3_20:3_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:0_18:3_20:3_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:0_18:3_20:3_22:5)-2H","762.5023182","629.3724682","499.2655282","618.3802882","462.2577082","419.25664","413.20972","441.241","465.241","283.26409","277.21717","305.24845","329.24845","5.44704393939394","5.74704393939394","2550"
"","CL(18:0_20:2_22:0_22:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570454545455","6.27570454545455","3098","","CL(18:0_20:2_22:0_22:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570454545455","6.27570454545455","3098","","CL(18:0_20:2_22:0_22:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570454545455","6.27570454545455","3098","","CL(18:0_20:2_22:0_22:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570454545455","6.27570454545455","3098","","CL(18:0_20:2_22:0_22:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570454545455","6.27570454545455","3098","","CL(18:0_20:2_22:0_22:0)-2H","799.6040436","666.4741936","521.3437936","638.4429136","477.2812336","419.25664","443.25664","475.3192","475.3192","283.26409","307.26409","339.32665","339.32665","5.97570454545455","6.27570454545455","3098"
"","CL(18:0_20:3_20:4_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:0_20:3_20:4_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:0_20:3_20:4_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:0_20:3_20:4_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:0_20:3_20:4_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:0_20:3_20:4_20:4)-2H","762.5023182","629.3724682","485.2498882","619.3881082","476.2733482","419.25664","441.241","439.22536","439.22536","283.26409","305.24845","303.23281","303.23281","5.44704393939394","5.74704393939394","2550"
"","CL(18:1_18:1_20:3_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:1_20:3_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:1_20:3_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:1_20:3_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:1_20:3_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:1_20:3_22:6)-2H","762.5023182","630.3802882","498.2577082","618.3802882","463.2655282","417.241","417.241","441.241","463.22536","281.24845","281.24845","305.24845","327.23281","5.44704393939394","5.74704393939394","2550"
"","CL(18:1_18:1_20:4_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:1_20:4_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:1_20:4_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:1_20:4_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:1_20:4_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:1_20:4_22:5)-2H","762.5023182","630.3802882","498.2577082","619.3881082","463.2655282","417.241","417.241","439.22536","465.241","281.24845","281.24845","303.23281","329.24845","5.44704393939394","5.74704393939394","2550"
"","CL(18:1_18:2_20:2_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:2_20:2_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:2_20:2_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:2_20:2_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:2_20:2_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:2_20:2_22:6)-2H","762.5023182","630.3802882","499.2655282","617.3724682","462.2577082","417.241","415.22536","443.25664","463.22536","281.24845","279.23281","307.26409","327.23281","5.44704393939394","5.74704393939394","2550"
"","CL(18:1_18:2_20:3_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:2_20:3_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:2_20:3_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:2_20:3_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:2_20:3_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:2_20:3_22:5)-2H","762.5023182","630.3802882","499.2655282","618.3802882","462.2577082","417.241","415.22536","441.241","465.241","281.24845","279.23281","305.24845","329.24845","5.44704393939394","5.74704393939394","2550"
"","CL(18:1_18:3_20:1_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:3_20:1_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:3_20:1_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:3_20:1_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:3_20:1_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:3_20:1_22:6)-2H","762.5023182","630.3802882","500.2733482","616.3646482","461.2498882","417.241","413.20972","445.27228","463.22536","281.24845","277.21717","309.27973","327.23281","5.44704393939394","5.74704393939394","2550"
"","CL(18:1_18:3_20:2_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:3_20:2_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:3_20:2_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:3_20:2_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:3_20:2_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_18:3_20:2_22:5)-2H","762.5023182","630.3802882","500.2733482","617.3724682","461.2498882","417.241","413.20972","443.25664","465.241","281.24845","277.21717","307.26409","329.24845","5.44704393939394","5.74704393939394","2550"
"","CL(18:1_20:2_20:4_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_20:2_20:4_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_20:2_20:4_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_20:2_20:4_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_20:2_20:4_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_20:2_20:4_20:4)-2H","762.5023182","630.3802882","485.2498882","619.3881082","476.2733482","417.241","443.25664","439.22536","439.22536","281.24845","307.26409","303.23281","303.23281","5.44704393939394","5.74704393939394","2550"
"","CL(18:1_20:3_20:3_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_20:3_20:3_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_20:3_20:3_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_20:3_20:3_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_20:3_20:3_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:1_20:3_20:3_20:4)-2H","762.5023182","630.3802882","486.2577082","618.3802882","475.2655282","417.241","441.241","441.241","439.22536","281.24845","305.24845","305.24845","303.23281","5.44704393939394","5.74704393939394","2550"
"","CL(18:1_22:0_20:1_22:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570454545455","6.27570454545455","3098","","CL(18:1_22:0_20:1_22:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570454545455","6.27570454545455","3098","","CL(18:1_22:0_20:1_22:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570454545455","6.27570454545455","3098","","CL(18:1_22:0_20:1_22:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570454545455","6.27570454545455","3098","","CL(18:1_22:0_20:1_22:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570454545455","6.27570454545455","3098","","CL(18:1_22:0_20:1_22:0)-2H","799.6040436","667.4820136","506.3203336","653.4663736","492.3046936","417.241","475.3192","445.27228","475.3192","281.24845","339.32665","309.27973","339.32665","5.97570454545455","6.27570454545455","3098"
"","CL(18:2_18:2_20:1_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_18:2_20:1_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_18:2_20:1_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_18:2_20:1_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_18:2_20:1_22:6)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_18:2_20:1_22:6)-2H","762.5023182","631.3881082","500.2733482","616.3646482","461.2498882","415.22536","415.22536","445.27228","463.22536","279.23281","279.23281","309.27973","327.23281","5.44704393939394","5.74704393939394","2550"
"","CL(18:2_18:2_20:2_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_18:2_20:2_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_18:2_20:2_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_18:2_20:2_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_18:2_20:2_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_18:2_20:2_22:5)-2H","762.5023182","631.3881082","500.2733482","617.3724682","461.2498882","415.22536","415.22536","443.25664","465.241","279.23281","279.23281","307.26409","329.24845","5.44704393939394","5.74704393939394","2550"
"","CL(18:2_18:3_20:1_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_18:3_20:1_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_18:3_20:1_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_18:3_20:1_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_18:3_20:1_22:5)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_18:3_20:1_22:5)-2H","762.5023182","631.3881082","501.2811682","616.3646482","460.2420682","415.22536","413.20972","445.27228","465.241","279.23281","277.21717","309.27973","329.24845","5.44704393939394","5.74704393939394","2550"
"","CL(18:2_18:3_22:6_20:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_18:3_22:6_20:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_18:3_22:6_20:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_18:3_22:6_20:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_18:3_22:6_20:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_18:3_22:6_20:0)-2H","762.5023182","631.3881082","501.2811682","607.3881082","460.2420682","415.22536","413.20972","463.22536","447.28792","279.23281","277.21717","327.23281","311.29537","5.44704393939394","5.74704393939394","2550"
"","CL(18:2_20:1_20:4_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_20:1_20:4_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_20:1_20:4_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_20:1_20:4_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_20:1_20:4_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_20:1_20:4_20:4)-2H","762.5023182","631.3881082","485.2498882","619.3881082","476.2733482","415.22536","445.27228","439.22536","439.22536","279.23281","309.27973","303.23281","303.23281","5.44704393939394","5.74704393939394","2550"
"","CL(18:2_20:2_20:3_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_20:2_20:3_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_20:2_20:3_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_20:2_20:3_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_20:2_20:3_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_20:2_20:3_20:4)-2H","762.5023182","631.3881082","486.2577082","618.3802882","475.2655282","415.22536","443.25664","441.241","439.22536","279.23281","307.26409","305.24845","303.23281","5.44704393939394","5.74704393939394","2550"
"","CL(18:2_20:3_20:3_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_20:3_20:3_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_20:3_20:3_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_20:3_20:3_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_20:3_20:3_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:2_20:3_20:3_20:3)-2H","762.5023182","631.3881082","487.2655282","618.3802882","474.2577082","415.22536","441.241","441.241","441.241","279.23281","305.24845","305.24845","305.24845","5.44704393939394","5.74704393939394","2550"
"","CL(18:3_18:3_22:5_20:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_18:3_22:5_20:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_18:3_22:5_20:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_18:3_22:5_20:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_18:3_22:5_20:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_18:3_22:5_20:0)-2H","762.5023182","632.3959282","502.2889882","606.3802882","459.2342482","413.20972","413.20972","465.241","447.28792","277.21717","277.21717","329.24845","311.29537","5.44704393939394","5.74704393939394","2550"
"","CL(18:3_20:0_20:4_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_20:0_20:4_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_20:0_20:4_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_20:0_20:4_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_20:0_20:4_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_20:0_20:4_20:4)-2H","762.5023182","632.3959282","485.2498882","619.3881082","476.2733482","413.20972","447.28792","439.22536","439.22536","277.21717","311.29537","303.23281","303.23281","5.44704393939394","5.74704393939394","2550"
"","CL(18:3_20:1_20:3_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_20:1_20:3_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_20:1_20:3_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_20:1_20:3_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_20:1_20:3_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_20:1_20:3_20:4)-2H","762.5023182","632.3959282","486.2577082","618.3802882","475.2655282","413.20972","445.27228","441.241","439.22536","277.21717","309.27973","305.24845","303.23281","5.44704393939394","5.74704393939394","2550"
"","CL(18:3_20:2_20:2_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_20:2_20:2_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_20:2_20:2_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_20:2_20:2_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_20:2_20:2_20:4)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_20:2_20:2_20:4)-2H","762.5023182","632.3959282","487.2655282","617.3724682","474.2577082","413.20972","443.25664","443.25664","439.22536","277.21717","307.26409","307.26409","303.23281","5.44704393939394","5.74704393939394","2550"
"","CL(18:3_20:2_20:3_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_20:2_20:3_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_20:2_20:3_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_20:2_20:3_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_20:2_20:3_20:3)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.44704393939394","5.74704393939394","2550","","CL(18:3_20:2_20:3_20:3)-2H","762.5023182","632.3959282","487.2655282","618.3802882","474.2577082","413.20972","443.25664","441.241","441.241","277.21717","307.26409","305.24845","305.24845","5.44704393939394","5.74704393939394","2550"
"","CL(20:0_18:2_22:0_22:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570454545455","6.27570454545455","3098","","CL(20:0_18:2_22:0_22:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570454545455","6.27570454545455","3098","","CL(20:0_18:2_22:0_22:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570454545455","6.27570454545455","3098","","CL(20:0_18:2_22:0_22:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570454545455","6.27570454545455","3098","","CL(20:0_18:2_22:0_22:0)-2H",0,0,0,0,0,0,0,0,0,0,0,0,0,"5.97570454545455","6.27570454545455","3098","","CL(20:0_18:2_22:0_22:0)-2H","799.6040436","652.4585536","521.3437936","638.4429136","477.2812336","447.28792","415.22536","475.3192","475.3192","311.29537","279.23281","339.32665","339.32665","5.97570454545455","6.27570454545455","3098"
