"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","SM","[M+HCO2]-","M-CH3","FA(16:0)-H","(P-Cho)-CH3-H","RT_min","RT_max","Comment","RT at Max Intensity","SM","[M+HCO2]-","M-CH3","FA(16:0)-H","(P-Cho)-CH3-H","RT_min","RT_max","Comment","Number of Scans","SM","[M+HCO2]-","M-CH3","FA(16:0)-H","(P-Cho)-CH3-H","RT_min","RT_max","Comment","Max Intensity","SM","[M+HCO2]-","M-CH3","FA(16:0)-H","(P-Cho)-CH3-H","RT_min","RT_max","Comment","Average m/z","SM","[M+HCO2]-","M-CH3","FA(16:0)-H","(P-Cho)-CH3-H","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","SM","[M+HCO2]-","M-CH3","FA(16:0)-H","(P-Cho)-CH3-H","RT_min","RT_max","Comment"
"","SM(d17:0/17:1)+HCO2",1,0,0,1,"5.78474393939394","6.08474393939394","25","","SM(d17:0/17:1)+HCO2",5.890948,0,0,5.890948,"5.78474393939394","6.08474393939394","25","","SM(d17:0/17:1)+HCO2",2,0,0,2,"5.78474393939394","6.08474393939394","25","","SM(d17:0/17:1)+HCO2",110725,0,0,212716.5,"5.78474393939394","6.08474393939394","25","","SM(d17:0/17:1)+HCO2",747.5666,0,0,168.0431,"5.78474393939394","6.08474393939394","25","","SM(d17:0/17:1)+HCO2","747.5658","687.54","267.2329","168.0431","5.78474393939394","6.08474393939394","25"
"","SM(d17:0/17:1)+HCO2",1,0,0,1,"5.58759696969697","5.88759696969697","1948","","SM(d17:0/17:1)+HCO2",5.768037,0,0,5.768037,"5.58759696969697","5.88759696969697","1948","","SM(d17:0/17:1)+HCO2",1,0,0,1,"5.58759696969697","5.88759696969697","1948","","SM(d17:0/17:1)+HCO2",4239.245,0,0,5524.473,"5.58759696969697","5.88759696969697","1948","","SM(d17:0/17:1)+HCO2",747.5669,0,0,168.0432,"5.58759696969697","5.88759696969697","1948","","SM(d17:0/17:1)+HCO2","747.5658","687.54","267.2329","168.0431","5.58759696969697","5.88759696969697","1948"
"","SM(d17:0/17:2)+HCO2",1,0,0,1,"4.58578181818182","4.88578181818182","91","","SM(d17:0/17:2)+HCO2",4.731077,0,0,4.731077,"4.58578181818182","4.88578181818182","91","","SM(d17:0/17:2)+HCO2",2,0,0,2,"4.58578181818182","4.88578181818182","91","","SM(d17:0/17:2)+HCO2",48073.72,0,0,82921.83,"4.58578181818182","4.88578181818182","91","","SM(d17:0/17:2)+HCO2",745.55015,0,0,168.0431,"4.58578181818182","4.88578181818182","91","","SM(d17:0/17:2)+HCO2","745.5502","685.5244","265.2173","168.0431","4.58578181818182","4.88578181818182","91"
"","SM(d17:0/17:2)+HCO2",0,0,0,0,"5.15377121212121","5.45377121212121","2926","","SM(d17:0/17:2)+HCO2",0,0,0,0,"5.15377121212121","5.45377121212121","2926","","SM(d17:0/17:2)+HCO2",0,0,0,0,"5.15377121212121","5.45377121212121","2926","","SM(d17:0/17:2)+HCO2",0,0,0,0,"5.15377121212121","5.45377121212121","2926","","SM(d17:0/17:2)+HCO2",0,0,0,0,"5.15377121212121","5.45377121212121","2926","","SM(d17:0/17:2)+HCO2","745.5502","685.5244","265.2173","168.0431","5.15377121212121","5.45377121212121","2926"
"","SM(d17:0/17:2)+HCO2",0,0,0,1,"4.79385909090909","5.09385909090909","3783","","SM(d17:0/17:2)+HCO2",4.859171,0,0,4.859171,"4.79385909090909","5.09385909090909","3783","","SM(d17:0/17:2)+HCO2",1,0,0,1,"4.79385909090909","5.09385909090909","3783","","SM(d17:0/17:2)+HCO2",572.116,0,0,3044.922,"4.79385909090909","5.09385909090909","3783","","SM(d17:0/17:2)+HCO2",745.5495,0,0,168.0431,"4.79385909090909","5.09385909090909","3783","","SM(d17:0/17:2)+HCO2","745.5502","685.5244","265.2173","168.0431","4.79385909090909","5.09385909090909","3783"
"","SM(d17:0/18:1)+HCO2",0,0,0,0,"6.42851060606061","6.72851060606061","1210","","SM(d17:0/18:1)+HCO2",0,0,0,0,"6.42851060606061","6.72851060606061","1210","","SM(d17:0/18:1)+HCO2",0,0,0,0,"6.42851060606061","6.72851060606061","1210","","SM(d17:0/18:1)+HCO2",0,0,0,0,"6.42851060606061","6.72851060606061","1210","","SM(d17:0/18:1)+HCO2",0,0,0,0,"6.42851060606061","6.72851060606061","1210","","SM(d17:0/18:1)+HCO2","761.5815","701.5557","281.2486","168.0431","6.42851060606061","6.72851060606061","1210"
"","SM(d17:0/18:2)+HCO2",0,0,0,0,"5.30355909090909","5.60355909090909","853","","SM(d17:0/18:2)+HCO2",0,0,0,0,"5.30355909090909","5.60355909090909","853","","SM(d17:0/18:2)+HCO2",0,0,0,0,"5.30355909090909","5.60355909090909","853","","SM(d17:0/18:2)+HCO2",0,0,0,0,"5.30355909090909","5.60355909090909","853","","SM(d17:0/18:2)+HCO2",0,0,0,0,"5.30355909090909","5.60355909090909","853","","SM(d17:0/18:2)+HCO2","759.5658","699.54","279.2329","168.0431","5.30355909090909","5.60355909090909","853"
"","SM(d17:0/21:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d17:0/21:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d17:0/21:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d17:0/21:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d17:0/21:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d17:0/21:0)+HCO2","805.6441","745.6183","325.3112","168.0431","8.62740151515151","8.92740151515151","1392"
"","SM(d17:0/22:1)+HCO2",1,0,0,1,"8.75086515151515","9.05086515151515","235","","SM(d17:0/22:1)+HCO2",8.90853,0,0,8.90853,"8.75086515151515","9.05086515151515","235","","SM(d17:0/22:1)+HCO2",1,0,0,1,"8.75086515151515","9.05086515151515","235","","SM(d17:0/22:1)+HCO2",10748.71,0,0,16443.98,"8.75086515151515","9.05086515151515","235","","SM(d17:0/22:1)+HCO2",817.6455,0,0,168.0431,"8.75086515151515","9.05086515151515","235","","SM(d17:0/22:1)+HCO2","817.6441","757.6183","337.3112","168.0431","8.75086515151515","9.05086515151515","235"
"","SM(d17:0/23:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d17:0/23:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d17:0/23:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d17:0/23:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d17:0/23:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d17:0/23:0)+HCO2","833.6754","773.6496","353.3425","168.0431","9.65096666666667","9.95096666666667","611"
"","SM(d17:0/24:0)+HCO2",0,0,0,0,"10.1123318181818","10.4123318181818","1733","","SM(d17:0/24:0)+HCO2",0,0,0,0,"10.1123318181818","10.4123318181818","1733","","SM(d17:0/24:0)+HCO2",0,0,0,0,"10.1123318181818","10.4123318181818","1733","","SM(d17:0/24:0)+HCO2",0,0,0,0,"10.1123318181818","10.4123318181818","1733","","SM(d17:0/24:0)+HCO2",0,0,0,0,"10.1123318181818","10.4123318181818","1733","","SM(d17:0/24:0)+HCO2","847.691","787.6652","367.3581","168.0431","10.1123318181818","10.4123318181818","1733"
"","SM(d17:0/24:1)+HCO2",1,0,0,1,"9.76827575757576","10.0682757575758","116","","SM(d17:0/24:1)+HCO2",9.893953,0,0,9.893953,"9.76827575757576","10.0682757575758","116","","SM(d17:0/24:1)+HCO2",1,0,0,2,"9.76827575757576","10.0682757575758","116","","SM(d17:0/24:1)+HCO2",34293.09,0,0,56189.21,"9.76827575757576","10.0682757575758","116","","SM(d17:0/24:1)+HCO2",845.6764,0,0,168.0432,"9.76827575757576","10.0682757575758","116","","SM(d17:0/24:1)+HCO2","845.6754","785.6496","365.3425","168.0431","9.76827575757576","10.0682757575758","116"
"","SM(d17:0/24:1)+HCO2",1,0,0,1,"9.5807","9.8807","513","","SM(d17:0/24:1)+HCO2",9.743843,0,0,9.743843,"9.5807","9.8807","513","","SM(d17:0/24:1)+HCO2",1,0,0,1,"9.5807","9.8807","513","","SM(d17:0/24:1)+HCO2",2434.59,0,0,4907.728,"9.5807","9.8807","513","","SM(d17:0/24:1)+HCO2",845.6754,0,0,168.0432,"9.5807","9.8807","513","","SM(d17:0/24:1)+HCO2","845.6754","785.6496","365.3425","168.0431","9.5807","9.8807","513"
"","SM(d17:0/25:0)+HCO2",0,0,0,0,"10.5750166666667","10.8750166666667","1231","","SM(d17:0/25:0)+HCO2",0,0,0,0,"10.5750166666667","10.8750166666667","1231","","SM(d17:0/25:0)+HCO2",0,0,0,0,"10.5750166666667","10.8750166666667","1231","","SM(d17:0/25:0)+HCO2",0,0,0,0,"10.5750166666667","10.8750166666667","1231","","SM(d17:0/25:0)+HCO2",0,0,0,0,"10.5750166666667","10.8750166666667","1231","","SM(d17:0/25:0)+HCO2","861.7067","801.6809","381.3738","168.0431","10.5750166666667","10.8750166666667","1231"
"","SM(d17:1/13:0)+HCO2",1,0,0,1,"3.06854848484848","3.36854848484848","655","","SM(d17:1/13:0)+HCO2",3.240458,0,0,3.240458,"3.06854848484848","3.36854848484848","655","","SM(d17:1/13:0)+HCO2",1,0,0,1,"3.06854848484848","3.36854848484848","655","","SM(d17:1/13:0)+HCO2",1768.59,0,0,1769.81,"3.06854848484848","3.36854848484848","655","","SM(d17:1/13:0)+HCO2",691.5045,0,0,168.0431,"3.06854848484848","3.36854848484848","655","","SM(d17:1/13:0)+HCO2","691.5032","631.4774","213.186","168.0431","3.06854848484848","3.36854848484848","655"
"","SM(d17:1/14:0)+HCO2",0,0,0,0,"3.68042878787879","3.98042878787879","1087","","SM(d17:1/14:0)+HCO2",0,0,0,0,"3.68042878787879","3.98042878787879","1087","","SM(d17:1/14:0)+HCO2",0,0,0,0,"3.68042878787879","3.98042878787879","1087","","SM(d17:1/14:0)+HCO2",0,0,0,0,"3.68042878787879","3.98042878787879","1087","","SM(d17:1/14:0)+HCO2",0,0,0,0,"3.68042878787879","3.98042878787879","1087","","SM(d17:1/14:0)+HCO2","705.5188","645.493","227.2016","168.0431","3.68042878787879","3.98042878787879","1087"
"","SM(d17:1/15:0)+HCO2",1,0,0,1,"4.38823333333333","4.68823333333333","107","","SM(d17:1/15:0)+HCO2",4.56546,0,0,4.56546,"4.38823333333333","4.68823333333333","107","","SM(d17:1/15:0)+HCO2",1,0,0,1,"4.38823333333333","4.68823333333333","107","","SM(d17:1/15:0)+HCO2",35088.98,0,0,39480.65,"4.38823333333333","4.68823333333333","107","","SM(d17:1/15:0)+HCO2",719.5355,0,0,168.0431,"4.38823333333333","4.68823333333333","107","","SM(d17:1/15:0)+HCO2","719.5345","659.5087","241.2173","168.0431","4.38823333333333","4.68823333333333","107"
"","SM(d17:1/15:1)+HCO2",1,0,0,1,"3.23113181818182","3.53113181818182","416","","SM(d17:1/15:1)+HCO2",3.403066,0,0,3.403066,"3.23113181818182","3.53113181818182","416","","SM(d17:1/15:1)+HCO2",1,0,0,1,"3.23113181818182","3.53113181818182","416","","SM(d17:1/15:1)+HCO2",2229.715,0,0,2252.49,"3.23113181818182","3.53113181818182","416","","SM(d17:1/15:1)+HCO2",717.5184,0,0,168.0431,"3.23113181818182","3.53113181818182","416","","SM(d17:1/15:1)+HCO2","717.5188","657.493","239.2016","168.0431","3.23113181818182","3.53113181818182","416"
"","SM(d17:1/16:0)+HCO2",1,0,0,1,"5.12009393939394","5.42009393939394","157","","SM(d17:1/16:0)+HCO2",5.307962,0,0,5.307962,"5.12009393939394","5.42009393939394","157","","SM(d17:1/16:0)+HCO2",1,0,0,1,"5.12009393939394","5.42009393939394","157","","SM(d17:1/16:0)+HCO2",10972.12,0,0,18512.45,"5.12009393939394","5.42009393939394","157","","SM(d17:1/16:0)+HCO2",733.5515,0,0,168.0431,"5.12009393939394","5.42009393939394","157","","SM(d17:1/16:0)+HCO2","733.5501","673.5243","255.2329","168.0431","5.12009393939394","5.42009393939394","157"
"","SM(d17:1/16:1)+HCO2",0,0,0,0,"3.91400454545455","4.21400454545455","1719","","SM(d17:1/16:1)+HCO2",0,0,0,0,"3.91400454545455","4.21400454545455","1719","","SM(d17:1/16:1)+HCO2",0,0,0,0,"3.91400454545455","4.21400454545455","1719","","SM(d17:1/16:1)+HCO2",0,0,0,0,"3.91400454545455","4.21400454545455","1719","","SM(d17:1/16:1)+HCO2",0,0,0,0,"3.91400454545455","4.21400454545455","1719","","SM(d17:1/16:1)+HCO2","731.5345","671.5087","253.2173","168.0431","3.91400454545455","4.21400454545455","1719"
"","SM(d17:1/17:0)+HCO2",1,0,0,1,"5.78474393939394","6.08474393939394","25","","SM(d17:1/17:0)+HCO2",5.890948,0,0,5.890948,"5.78474393939394","6.08474393939394","25","","SM(d17:1/17:0)+HCO2",2,0,0,2,"5.78474393939394","6.08474393939394","25","","SM(d17:1/17:0)+HCO2",110725,0,0,212716.5,"5.78474393939394","6.08474393939394","25","","SM(d17:1/17:0)+HCO2",747.5666,0,0,168.0431,"5.78474393939394","6.08474393939394","25","","SM(d17:1/17:0)+HCO2","747.5658","687.54","269.2486","168.0431","5.78474393939394","6.08474393939394","25"
"","SM(d17:1/17:0)+HCO2",1,0,0,1,"5.58759696969697","5.88759696969697","1948","","SM(d17:1/17:0)+HCO2",5.768037,0,0,5.768037,"5.58759696969697","5.88759696969697","1948","","SM(d17:1/17:0)+HCO2",1,0,0,1,"5.58759696969697","5.88759696969697","1948","","SM(d17:1/17:0)+HCO2",4239.245,0,0,5524.473,"5.58759696969697","5.88759696969697","1948","","SM(d17:1/17:0)+HCO2",747.5669,0,0,168.0432,"5.58759696969697","5.88759696969697","1948","","SM(d17:1/17:0)+HCO2","747.5658","687.54","269.2486","168.0431","5.58759696969697","5.88759696969697","1948"
"","SM(d17:1/17:1)+HCO2",1,0,0,1,"4.58578181818182","4.88578181818182","91","","SM(d17:1/17:1)+HCO2",4.731077,0,0,4.731077,"4.58578181818182","4.88578181818182","91","","SM(d17:1/17:1)+HCO2",2,0,0,2,"4.58578181818182","4.88578181818182","91","","SM(d17:1/17:1)+HCO2",48073.72,0,0,82921.83,"4.58578181818182","4.88578181818182","91","","SM(d17:1/17:1)+HCO2",745.55015,0,0,168.0431,"4.58578181818182","4.88578181818182","91","","SM(d17:1/17:1)+HCO2","745.5501","685.5243","267.2329","168.0431","4.58578181818182","4.88578181818182","91"
"","SM(d17:1/17:1)+HCO2",0,0,0,0,"5.15377121212121","5.45377121212121","2926","","SM(d17:1/17:1)+HCO2",0,0,0,0,"5.15377121212121","5.45377121212121","2926","","SM(d17:1/17:1)+HCO2",0,0,0,0,"5.15377121212121","5.45377121212121","2926","","SM(d17:1/17:1)+HCO2",0,0,0,0,"5.15377121212121","5.45377121212121","2926","","SM(d17:1/17:1)+HCO2",0,0,0,0,"5.15377121212121","5.45377121212121","2926","","SM(d17:1/17:1)+HCO2","745.5501","685.5243","267.2329","168.0431","5.15377121212121","5.45377121212121","2926"
"","SM(d17:1/17:1)+HCO2",0,0,0,1,"4.79385909090909","5.09385909090909","3783","","SM(d17:1/17:1)+HCO2",4.859171,0,0,4.859171,"4.79385909090909","5.09385909090909","3783","","SM(d17:1/17:1)+HCO2",1,0,0,1,"4.79385909090909","5.09385909090909","3783","","SM(d17:1/17:1)+HCO2",572.116,0,0,3044.922,"4.79385909090909","5.09385909090909","3783","","SM(d17:1/17:1)+HCO2",745.5495,0,0,168.0431,"4.79385909090909","5.09385909090909","3783","","SM(d17:1/17:1)+HCO2","745.5501","685.5243","267.2329","168.0431","4.79385909090909","5.09385909090909","3783"
"","SM(d17:1/18:0)+HCO2",0,0,0,0,"6.42851060606061","6.72851060606061","1210","","SM(d17:1/18:0)+HCO2",0,0,0,0,"6.42851060606061","6.72851060606061","1210","","SM(d17:1/18:0)+HCO2",0,0,0,0,"6.42851060606061","6.72851060606061","1210","","SM(d17:1/18:0)+HCO2",0,0,0,0,"6.42851060606061","6.72851060606061","1210","","SM(d17:1/18:0)+HCO2",0,0,0,0,"6.42851060606061","6.72851060606061","1210","","SM(d17:1/18:0)+HCO2","761.5814","701.5556","283.2642","168.0431","6.42851060606061","6.72851060606061","1210"
"","SM(d17:1/18:1)+HCO2",0,0,0,0,"5.30355909090909","5.60355909090909","853","","SM(d17:1/18:1)+HCO2",0,0,0,0,"5.30355909090909","5.60355909090909","853","","SM(d17:1/18:1)+HCO2",0,0,0,0,"5.30355909090909","5.60355909090909","853","","SM(d17:1/18:1)+HCO2",0,0,0,0,"5.30355909090909","5.60355909090909","853","","SM(d17:1/18:1)+HCO2",0,0,0,0,"5.30355909090909","5.60355909090909","853","","SM(d17:1/18:1)+HCO2","759.5658","699.54","281.2486","168.0431","5.30355909090909","5.60355909090909","853"
"","SM(d17:1/19:0)+HCO2",1,0,0,1,"7.04880151515152","7.34880151515152","487","","SM(d17:1/19:0)+HCO2",7.175274,0,0,7.175274,"7.04880151515152","7.34880151515152","487","","SM(d17:1/19:0)+HCO2",1,0,0,1,"7.04880151515152","7.34880151515152","487","","SM(d17:1/19:0)+HCO2",22360.19,0,0,45292.63,"7.04880151515152","7.34880151515152","487","","SM(d17:1/19:0)+HCO2",775.5986,0,0,168.0432,"7.04880151515152","7.34880151515152","487","","SM(d17:1/19:0)+HCO2","775.5971","715.5713","297.2799","168.0431","7.04880151515152","7.34880151515152","487"
"","SM(d17:1/21:0)+HCO2",1,0,0,1,"8.19060303030303","8.49060303030303","273","","SM(d17:1/21:0)+HCO2",8.359391,0,0,8.359391,"8.19060303030303","8.49060303030303","273","","SM(d17:1/21:0)+HCO2",1,0,0,1,"8.19060303030303","8.49060303030303","273","","SM(d17:1/21:0)+HCO2",15213.41,0,0,39075.43,"8.19060303030303","8.49060303030303","273","","SM(d17:1/21:0)+HCO2",803.6295,0,0,168.0431,"8.19060303030303","8.49060303030303","273","","SM(d17:1/21:0)+HCO2","803.6284","743.6026","325.3112","168.0431","8.19060303030303","8.49060303030303","273"
"","SM(d17:1/22:0)+HCO2",1,0,0,1,"8.75086515151515","9.05086515151515","235","","SM(d17:1/22:0)+HCO2",8.90853,0,0,8.90853,"8.75086515151515","9.05086515151515","235","","SM(d17:1/22:0)+HCO2",1,0,0,1,"8.75086515151515","9.05086515151515","235","","SM(d17:1/22:0)+HCO2",10748.71,0,0,16443.98,"8.75086515151515","9.05086515151515","235","","SM(d17:1/22:0)+HCO2",817.6455,0,0,168.0431,"8.75086515151515","9.05086515151515","235","","SM(d17:1/22:0)+HCO2","817.644","757.6182","339.3268","168.0431","8.75086515151515","9.05086515151515","235"
"","SM(d17:1/23:0)+HCO2",1,0,0,1,"9.26437575757576","9.56437575757576","103","","SM(d17:1/23:0)+HCO2",9.404144,0,0,9.404144,"9.26437575757576","9.56437575757576","103","","SM(d17:1/23:0)+HCO2",3,0,0,3,"9.26437575757576","9.56437575757576","103","","SM(d17:1/23:0)+HCO2",47392.32,0,0,108312.7,"9.26437575757576","9.56437575757576","103","","SM(d17:1/23:0)+HCO2",831.661,0,0,168.043133333333,"9.26437575757576","9.56437575757576","103","","SM(d17:1/23:0)+HCO2","831.6597","771.6339","353.3425","168.0431","9.26437575757576","9.56437575757576","103"
"","SM(d17:1/23:0)+HCO2",1,0,0,1,"9.10172727272727","9.40172727272727","734","","SM(d17:1/23:0)+HCO2",9.284525,0,0,9.284525,"9.10172727272727","9.40172727272727","734","","SM(d17:1/23:0)+HCO2",1,0,0,1,"9.10172727272727","9.40172727272727","734","","SM(d17:1/23:0)+HCO2",1896.261,0,0,2792.568,"9.10172727272727","9.40172727272727","734","","SM(d17:1/23:0)+HCO2",831.6635,0,0,168.0432,"9.10172727272727","9.40172727272727","734","","SM(d17:1/23:0)+HCO2","831.6597","771.6339","353.3425","168.0431","9.10172727272727","9.40172727272727","734"
"","SM(d17:1/24:0)+HCO2",1,0,0,1,"9.76827575757576","10.0682757575758","116","","SM(d17:1/24:0)+HCO2",9.893953,0,0,9.893953,"9.76827575757576","10.0682757575758","116","","SM(d17:1/24:0)+HCO2",1,0,0,2,"9.76827575757576","10.0682757575758","116","","SM(d17:1/24:0)+HCO2",34293.09,0,0,56189.21,"9.76827575757576","10.0682757575758","116","","SM(d17:1/24:0)+HCO2",845.6764,0,0,168.0432,"9.76827575757576","10.0682757575758","116","","SM(d17:1/24:0)+HCO2","845.6753","785.6495","367.3581","168.0431","9.76827575757576","10.0682757575758","116"
"","SM(d17:1/24:0)+HCO2",1,0,0,1,"9.5807","9.8807","513","","SM(d17:1/24:0)+HCO2",9.743843,0,0,9.743843,"9.5807","9.8807","513","","SM(d17:1/24:0)+HCO2",1,0,0,1,"9.5807","9.8807","513","","SM(d17:1/24:0)+HCO2",2434.59,0,0,4907.728,"9.5807","9.8807","513","","SM(d17:1/24:0)+HCO2",845.6754,0,0,168.0432,"9.5807","9.8807","513","","SM(d17:1/24:0)+HCO2","845.6753","785.6495","367.3581","168.0431","9.5807","9.8807","513"
"","SM(d17:1/24:1)+HCO2",1,0,0,1,"8.85119242424242","9.15119242424242","204","","SM(d17:1/24:1)+HCO2",8.968365,0,0,8.968365,"8.85119242424242","9.15119242424242","204","","SM(d17:1/24:1)+HCO2",2,0,0,2,"8.85119242424242","9.15119242424242","204","","SM(d17:1/24:1)+HCO2",9540.545,0,0,24851.15,"8.85119242424242","9.15119242424242","204","","SM(d17:1/24:1)+HCO2",843.6607,0,0,168.0432,"8.85119242424242","9.15119242424242","204","","SM(d17:1/24:1)+HCO2","843.6597","783.6339","365.3425","168.0431","8.85119242424242","9.15119242424242","204"
"","SM(d17:1/24:1)+HCO2",1,0,0,1,"8.68075151515152","8.98075151515152","367","","SM(d17:1/24:1)+HCO2",8.968365,0,0,8.968365,"8.68075151515152","8.98075151515152","367","","SM(d17:1/24:1)+HCO2",2,0,0,2,"8.68075151515152","8.98075151515152","367","","SM(d17:1/24:1)+HCO2",9540.545,0,0,24851.15,"8.68075151515152","8.98075151515152","367","","SM(d17:1/24:1)+HCO2",843.6609,0,0,168.04315,"8.68075151515152","8.98075151515152","367","","SM(d17:1/24:1)+HCO2","843.6597","783.6339","365.3425","168.0431","8.68075151515152","8.98075151515152","367"
"","SM(d17:1/25:0)+HCO2",1,0,0,1,"10.2335636363636","10.5335636363636","101","","SM(d17:1/25:0)+HCO2",10.32325,0,0,10.32325,"10.2335636363636","10.5335636363636","101","","SM(d17:1/25:0)+HCO2",2,0,0,2,"10.2335636363636","10.5335636363636","101","","SM(d17:1/25:0)+HCO2",20351.26,0,0,40518.86,"10.2335636363636","10.5335636363636","101","","SM(d17:1/25:0)+HCO2",859.692,0,0,168.0431,"10.2335636363636","10.5335636363636","101","","SM(d17:1/25:0)+HCO2","859.691","799.6652","381.3738","168.0431","10.2335636363636","10.5335636363636","101"
"","SM(d17:1/25:0)+HCO2",1,0,0,1,"10.0621287878788","10.3621287878788","485","","SM(d17:1/25:0)+HCO2",10.32325,0,0,10.32325,"10.0621287878788","10.3621287878788","485","","SM(d17:1/25:0)+HCO2",2,0,0,2,"10.0621287878788","10.3621287878788","485","","SM(d17:1/25:0)+HCO2",20351.26,0,0,40518.86,"10.0621287878788","10.3621287878788","485","","SM(d17:1/25:0)+HCO2",859.692,0,0,168.04315,"10.0621287878788","10.3621287878788","485","","SM(d17:1/25:0)+HCO2","859.691","799.6652","381.3738","168.0431","10.0621287878788","10.3621287878788","485"
"","SM(d17:1/25:0)+HCO2",0,0,0,0,"9.59013636363636","9.89013636363636","584","","SM(d17:1/25:0)+HCO2",0,0,0,0,"9.59013636363636","9.89013636363636","584","","SM(d17:1/25:0)+HCO2",0,0,0,0,"9.59013636363636","9.89013636363636","584","","SM(d17:1/25:0)+HCO2",0,0,0,0,"9.59013636363636","9.89013636363636","584","","SM(d17:1/25:0)+HCO2",0,0,0,0,"9.59013636363636","9.89013636363636","584","","SM(d17:1/25:0)+HCO2","859.691","799.6652","381.3738","168.0431","9.59013636363636","9.89013636363636","584"
"","SM(d17:1/26:0)+HCO2",1,0,0,1,"10.501896969697","10.801896969697","516","","SM(d17:1/26:0)+HCO2",10.66496,0,0,10.66496,"10.501896969697","10.801896969697","516","","SM(d17:1/26:0)+HCO2",1,0,0,1,"10.501896969697","10.801896969697","516","","SM(d17:1/26:0)+HCO2",4198.387,0,0,3842.834,"10.501896969697","10.801896969697","516","","SM(d17:1/26:0)+HCO2",873.7089,0,0,168.0433,"10.501896969697","10.801896969697","516","","SM(d17:1/26:0)+HCO2","873.7066","813.6808","395.3894","168.0431","10.501896969697","10.801896969697","516"
"","SM(d17:1/26:0)+HCO2",0,0,0,0,"10.6741560606061","10.9741560606061","714","","SM(d17:1/26:0)+HCO2",0,0,0,0,"10.6741560606061","10.9741560606061","714","","SM(d17:1/26:0)+HCO2",0,0,0,0,"10.6741560606061","10.9741560606061","714","","SM(d17:1/26:0)+HCO2",0,0,0,0,"10.6741560606061","10.9741560606061","714","","SM(d17:1/26:0)+HCO2",0,0,0,0,"10.6741560606061","10.9741560606061","714","","SM(d17:1/26:0)+HCO2","873.7066","813.6808","395.3894","168.0431","10.6741560606061","10.9741560606061","714"
"","SM(d17:2/15:0)+HCO2",1,0,0,1,"3.23113181818182","3.53113181818182","416","","SM(d17:2/15:0)+HCO2",3.403066,0,0,3.403066,"3.23113181818182","3.53113181818182","416","","SM(d17:2/15:0)+HCO2",1,0,0,1,"3.23113181818182","3.53113181818182","416","","SM(d17:2/15:0)+HCO2",2229.715,0,0,2252.49,"3.23113181818182","3.53113181818182","416","","SM(d17:2/15:0)+HCO2",717.5184,0,0,168.0431,"3.23113181818182","3.53113181818182","416","","SM(d17:2/15:0)+HCO2","717.5189","657.4931","241.2173","168.0431","3.23113181818182","3.53113181818182","416"
"","SM(d17:2/16:0)+HCO2",0,0,0,0,"3.91400454545455","4.21400454545455","1719","","SM(d17:2/16:0)+HCO2",0,0,0,0,"3.91400454545455","4.21400454545455","1719","","SM(d17:2/16:0)+HCO2",0,0,0,0,"3.91400454545455","4.21400454545455","1719","","SM(d17:2/16:0)+HCO2",0,0,0,0,"3.91400454545455","4.21400454545455","1719","","SM(d17:2/16:0)+HCO2",0,0,0,0,"3.91400454545455","4.21400454545455","1719","","SM(d17:2/16:0)+HCO2","731.5345","671.5087","255.2329","168.0431","3.91400454545455","4.21400454545455","1719"
"","SM(d17:2/17:0)+HCO2",1,0,0,1,"4.58578181818182","4.88578181818182","91","","SM(d17:2/17:0)+HCO2",4.731077,0,0,4.731077,"4.58578181818182","4.88578181818182","91","","SM(d17:2/17:0)+HCO2",2,0,0,2,"4.58578181818182","4.88578181818182","91","","SM(d17:2/17:0)+HCO2",48073.72,0,0,82921.83,"4.58578181818182","4.88578181818182","91","","SM(d17:2/17:0)+HCO2",745.55015,0,0,168.0431,"4.58578181818182","4.88578181818182","91","","SM(d17:2/17:0)+HCO2","745.5502","685.5244","269.2486","168.0431","4.58578181818182","4.88578181818182","91"
"","SM(d17:2/17:0)+HCO2",0,0,0,0,"5.15377121212121","5.45377121212121","2926","","SM(d17:2/17:0)+HCO2",0,0,0,0,"5.15377121212121","5.45377121212121","2926","","SM(d17:2/17:0)+HCO2",0,0,0,0,"5.15377121212121","5.45377121212121","2926","","SM(d17:2/17:0)+HCO2",0,0,0,0,"5.15377121212121","5.45377121212121","2926","","SM(d17:2/17:0)+HCO2",0,0,0,0,"5.15377121212121","5.45377121212121","2926","","SM(d17:2/17:0)+HCO2","745.5502","685.5244","269.2486","168.0431","5.15377121212121","5.45377121212121","2926"
