"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","SM","[M+HCO2]-","M-CH3","FA(16:0)-H","(P-Cho)-CH3-H","RT_min","RT_max","Comment","RT at Max Intensity","SM","[M+HCO2]-","M-CH3","FA(16:0)-H","(P-Cho)-CH3-H","RT_min","RT_max","Comment","Number of Scans","SM","[M+HCO2]-","M-CH3","FA(16:0)-H","(P-Cho)-CH3-H","RT_min","RT_max","Comment","Max Intensity","SM","[M+HCO2]-","M-CH3","FA(16:0)-H","(P-Cho)-CH3-H","RT_min","RT_max","Comment","Average m/z","SM","[M+HCO2]-","M-CH3","FA(16:0)-H","(P-Cho)-CH3-H","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","SM","[M+HCO2]-","M-CH3","FA(16:0)-H","(P-Cho)-CH3-H","RT_min","RT_max","Comment"
"","SM(d14:0/22:2)+HCO2",1,0,0,1,"5.93893181818182","6.23893181818182","132","","SM(d14:0/22:2)+HCO2",6.096501,0,0,6.096501,"5.93893181818182","6.23893181818182","132","","SM(d14:0/22:2)+HCO2",2,0,0,2,"5.93893181818182","6.23893181818182","132","","SM(d14:0/22:2)+HCO2",23488.82,0,0,40167.21,"5.93893181818182","6.23893181818182","132","","SM(d14:0/22:2)+HCO2",773.58205,0,0,168.04315,"5.93893181818182","6.23893181818182","132","","SM(d14:0/22:2)+HCO2","773.5814","713.5556","335.2955","168.0431","5.93893181818182","6.23893181818182","132"
"","SM(d14:0/22:2)+HCO2",0,0,0,1,"6.10300833333333","6.40300833333333","1230","","SM(d14:0/22:2)+HCO2",6.211582,0,0,6.211582,"6.10300833333333","6.40300833333333","1230","","SM(d14:0/22:2)+HCO2",1,0,0,1,"6.10300833333333","6.40300833333333","1230","","SM(d14:0/22:2)+HCO2",652.2381,0,0,2860.728,"6.10300833333333","6.40300833333333","1230","","SM(d14:0/22:2)+HCO2",773.5818,0,0,168.0432,"6.10300833333333","6.40300833333333","1230","","SM(d14:0/22:2)+HCO2","773.5814","713.5556","335.2955","168.0431","6.10300833333333","6.40300833333333","1230"
"","SM(d14:0/22:3)+HCO2",0,0,0,0,"4.95939545454545","5.25939545454545","1066","","SM(d14:0/22:3)+HCO2",0,0,0,0,"4.95939545454545","5.25939545454545","1066","","SM(d14:0/22:3)+HCO2",0,0,0,0,"4.95939545454545","5.25939545454545","1066","","SM(d14:0/22:3)+HCO2",0,0,0,0,"4.95939545454545","5.25939545454545","1066","","SM(d14:0/22:3)+HCO2",0,0,0,0,"4.95939545454545","5.25939545454545","1066","","SM(d14:0/22:3)+HCO2","771.5658","711.54","333.2799","168.0431","4.95939545454545","5.25939545454545","1066"
"","SM(d14:0/24:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d14:0/24:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d14:0/24:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d14:0/24:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d14:0/24:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d14:0/24:0)+HCO2","805.644","745.6182","367.3581","168.0431","8.62740151515151","8.92740151515151","1392"
"","SM(d14:0/24:1)+HCO2",1,0,0,1,"8.19060303030303","8.49060303030303","273","","SM(d14:0/24:1)+HCO2",8.359391,0,0,8.359391,"8.19060303030303","8.49060303030303","273","","SM(d14:0/24:1)+HCO2",1,0,0,1,"8.19060303030303","8.49060303030303","273","","SM(d14:0/24:1)+HCO2",15213.41,0,0,39075.43,"8.19060303030303","8.49060303030303","273","","SM(d14:0/24:1)+HCO2",803.6295,0,0,168.0431,"8.19060303030303","8.49060303030303","273","","SM(d14:0/24:1)+HCO2","803.6284","743.6026","365.3425","168.0431","8.19060303030303","8.49060303030303","273"
"","SM(d14:0/26:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d14:0/26:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d14:0/26:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d14:0/26:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d14:0/26:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d14:0/26:0)+HCO2","833.6753","773.6495","395.3894","168.0431","9.65096666666667","9.95096666666667","611"
"","SM(d14:1/16:0)+HCO2",1,0,0,1,"3.06854848484848","3.36854848484848","655","","SM(d14:1/16:0)+HCO2",3.240458,0,0,3.240458,"3.06854848484848","3.36854848484848","655","","SM(d14:1/16:0)+HCO2",1,0,0,1,"3.06854848484848","3.36854848484848","655","","SM(d14:1/16:0)+HCO2",1768.59,0,0,1769.81,"3.06854848484848","3.36854848484848","655","","SM(d14:1/16:0)+HCO2",691.5045,0,0,168.0431,"3.06854848484848","3.36854848484848","655","","SM(d14:1/16:0)+HCO2","691.5032","631.4774","255.2329","168.0431","3.06854848484848","3.36854848484848","655"
"","SM(d14:1/17:0)+HCO2",0,0,0,0,"3.68042878787879","3.98042878787879","1087","","SM(d14:1/17:0)+HCO2",0,0,0,0,"3.68042878787879","3.98042878787879","1087","","SM(d14:1/17:0)+HCO2",0,0,0,0,"3.68042878787879","3.98042878787879","1087","","SM(d14:1/17:0)+HCO2",0,0,0,0,"3.68042878787879","3.98042878787879","1087","","SM(d14:1/17:0)+HCO2",0,0,0,0,"3.68042878787879","3.98042878787879","1087","","SM(d14:1/17:0)+HCO2","705.5189","645.4931","269.2486","168.0431","3.68042878787879","3.98042878787879","1087"
"","SM(d14:1/18:0)+HCO2",1,0,0,1,"4.38823333333333","4.68823333333333","107","","SM(d14:1/18:0)+HCO2",4.56546,0,0,4.56546,"4.38823333333333","4.68823333333333","107","","SM(d14:1/18:0)+HCO2",1,0,0,1,"4.38823333333333","4.68823333333333","107","","SM(d14:1/18:0)+HCO2",35088.98,0,0,39480.65,"4.38823333333333","4.68823333333333","107","","SM(d14:1/18:0)+HCO2",719.5355,0,0,168.0431,"4.38823333333333","4.68823333333333","107","","SM(d14:1/18:0)+HCO2","719.5345","659.5087","283.2642","168.0431","4.38823333333333","4.68823333333333","107"
"","SM(d14:1/18:1)+HCO2",1,0,0,1,"3.23113181818182","3.53113181818182","416","","SM(d14:1/18:1)+HCO2",3.403066,0,0,3.403066,"3.23113181818182","3.53113181818182","416","","SM(d14:1/18:1)+HCO2",1,0,0,1,"3.23113181818182","3.53113181818182","416","","SM(d14:1/18:1)+HCO2",2229.715,0,0,2252.49,"3.23113181818182","3.53113181818182","416","","SM(d14:1/18:1)+HCO2",717.5184,0,0,168.0431,"3.23113181818182","3.53113181818182","416","","SM(d14:1/18:1)+HCO2","717.5189","657.4931","281.2486","168.0431","3.23113181818182","3.53113181818182","416"
"","SM(d14:1/19:0)+HCO2",1,0,0,1,"5.12009393939394","5.42009393939394","157","","SM(d14:1/19:0)+HCO2",5.307962,0,0,5.307962,"5.12009393939394","5.42009393939394","157","","SM(d14:1/19:0)+HCO2",1,0,0,1,"5.12009393939394","5.42009393939394","157","","SM(d14:1/19:0)+HCO2",10972.12,0,0,18512.45,"5.12009393939394","5.42009393939394","157","","SM(d14:1/19:0)+HCO2",733.5515,0,0,168.0431,"5.12009393939394","5.42009393939394","157","","SM(d14:1/19:0)+HCO2","733.5502","673.5244","297.2799","168.0431","5.12009393939394","5.42009393939394","157"
"","SM(d14:1/20:0)+HCO2",1,0,0,1,"5.78474393939394","6.08474393939394","25","","SM(d14:1/20:0)+HCO2",5.890948,0,0,5.890948,"5.78474393939394","6.08474393939394","25","","SM(d14:1/20:0)+HCO2",2,0,0,2,"5.78474393939394","6.08474393939394","25","","SM(d14:1/20:0)+HCO2",110725,0,0,212716.5,"5.78474393939394","6.08474393939394","25","","SM(d14:1/20:0)+HCO2",747.5666,0,0,168.0431,"5.78474393939394","6.08474393939394","25","","SM(d14:1/20:0)+HCO2","747.5658","687.54","311.2955","168.0431","5.78474393939394","6.08474393939394","25"
"","SM(d14:1/20:0)+HCO2",1,0,0,1,"5.58759696969697","5.88759696969697","1948","","SM(d14:1/20:0)+HCO2",5.768037,0,0,5.768037,"5.58759696969697","5.88759696969697","1948","","SM(d14:1/20:0)+HCO2",1,0,0,1,"5.58759696969697","5.88759696969697","1948","","SM(d14:1/20:0)+HCO2",4239.245,0,0,5524.473,"5.58759696969697","5.88759696969697","1948","","SM(d14:1/20:0)+HCO2",747.5669,0,0,168.0432,"5.58759696969697","5.88759696969697","1948","","SM(d14:1/20:0)+HCO2","747.5658","687.54","311.2955","168.0431","5.58759696969697","5.88759696969697","1948"
"","SM(d14:1/20:1)+HCO2",1,0,0,1,"4.58578181818182","4.88578181818182","91","","SM(d14:1/20:1)+HCO2",4.731077,0,0,4.731077,"4.58578181818182","4.88578181818182","91","","SM(d14:1/20:1)+HCO2",2,0,0,2,"4.58578181818182","4.88578181818182","91","","SM(d14:1/20:1)+HCO2",48073.72,0,0,82921.83,"4.58578181818182","4.88578181818182","91","","SM(d14:1/20:1)+HCO2",745.55015,0,0,168.0431,"4.58578181818182","4.88578181818182","91","","SM(d14:1/20:1)+HCO2","745.5502","685.5244","309.2799","168.0431","4.58578181818182","4.88578181818182","91"
"","SM(d14:1/20:1)+HCO2",0,0,0,0,"5.15377121212121","5.45377121212121","2926","","SM(d14:1/20:1)+HCO2",0,0,0,0,"5.15377121212121","5.45377121212121","2926","","SM(d14:1/20:1)+HCO2",0,0,0,0,"5.15377121212121","5.45377121212121","2926","","SM(d14:1/20:1)+HCO2",0,0,0,0,"5.15377121212121","5.45377121212121","2926","","SM(d14:1/20:1)+HCO2",0,0,0,0,"5.15377121212121","5.45377121212121","2926","","SM(d14:1/20:1)+HCO2","745.5502","685.5244","309.2799","168.0431","5.15377121212121","5.45377121212121","2926"
"","SM(d14:1/20:1)+HCO2",0,0,0,1,"4.79385909090909","5.09385909090909","3783","","SM(d14:1/20:1)+HCO2",4.859171,0,0,4.859171,"4.79385909090909","5.09385909090909","3783","","SM(d14:1/20:1)+HCO2",1,0,0,1,"4.79385909090909","5.09385909090909","3783","","SM(d14:1/20:1)+HCO2",572.116,0,0,3044.922,"4.79385909090909","5.09385909090909","3783","","SM(d14:1/20:1)+HCO2",745.5495,0,0,168.0431,"4.79385909090909","5.09385909090909","3783","","SM(d14:1/20:1)+HCO2","745.5502","685.5244","309.2799","168.0431","4.79385909090909","5.09385909090909","3783"
"","SM(d14:1/21:0)+HCO2",0,0,0,0,"6.42851060606061","6.72851060606061","1210","","SM(d14:1/21:0)+HCO2",0,0,0,0,"6.42851060606061","6.72851060606061","1210","","SM(d14:1/21:0)+HCO2",0,0,0,0,"6.42851060606061","6.72851060606061","1210","","SM(d14:1/21:0)+HCO2",0,0,0,0,"6.42851060606061","6.72851060606061","1210","","SM(d14:1/21:0)+HCO2",0,0,0,0,"6.42851060606061","6.72851060606061","1210","","SM(d14:1/21:0)+HCO2","761.5815","701.5557","325.3112","168.0431","6.42851060606061","6.72851060606061","1210"
"","SM(d14:1/22:0)+HCO2",1,0,0,1,"7.04880151515152","7.34880151515152","487","","SM(d14:1/22:0)+HCO2",7.175274,0,0,7.175274,"7.04880151515152","7.34880151515152","487","","SM(d14:1/22:0)+HCO2",1,0,0,1,"7.04880151515152","7.34880151515152","487","","SM(d14:1/22:0)+HCO2",22360.19,0,0,45292.63,"7.04880151515152","7.34880151515152","487","","SM(d14:1/22:0)+HCO2",775.5986,0,0,168.0432,"7.04880151515152","7.34880151515152","487","","SM(d14:1/22:0)+HCO2","775.5971","715.5713","339.3268","168.0431","7.04880151515152","7.34880151515152","487"
"","SM(d14:1/22:1)+HCO2",1,0,0,1,"5.93893181818182","6.23893181818182","132","","SM(d14:1/22:1)+HCO2",6.096501,0,0,6.096501,"5.93893181818182","6.23893181818182","132","","SM(d14:1/22:1)+HCO2",2,0,0,2,"5.93893181818182","6.23893181818182","132","","SM(d14:1/22:1)+HCO2",23488.82,0,0,40167.21,"5.93893181818182","6.23893181818182","132","","SM(d14:1/22:1)+HCO2",773.58205,0,0,168.04315,"5.93893181818182","6.23893181818182","132","","SM(d14:1/22:1)+HCO2","773.5815","713.5557","337.3112","168.0431","5.93893181818182","6.23893181818182","132"
"","SM(d14:1/22:1)+HCO2",0,0,0,1,"6.10300833333333","6.40300833333333","1230","","SM(d14:1/22:1)+HCO2",6.211582,0,0,6.211582,"6.10300833333333","6.40300833333333","1230","","SM(d14:1/22:1)+HCO2",1,0,0,1,"6.10300833333333","6.40300833333333","1230","","SM(d14:1/22:1)+HCO2",652.2381,0,0,2860.728,"6.10300833333333","6.40300833333333","1230","","SM(d14:1/22:1)+HCO2",773.5818,0,0,168.0432,"6.10300833333333","6.40300833333333","1230","","SM(d14:1/22:1)+HCO2","773.5815","713.5557","337.3112","168.0431","6.10300833333333","6.40300833333333","1230"
"","SM(d14:1/22:2)+HCO2",0,0,0,0,"4.95939545454545","5.25939545454545","1066","","SM(d14:1/22:2)+HCO2",0,0,0,0,"4.95939545454545","5.25939545454545","1066","","SM(d14:1/22:2)+HCO2",0,0,0,0,"4.95939545454545","5.25939545454545","1066","","SM(d14:1/22:2)+HCO2",0,0,0,0,"4.95939545454545","5.25939545454545","1066","","SM(d14:1/22:2)+HCO2",0,0,0,0,"4.95939545454545","5.25939545454545","1066","","SM(d14:1/22:2)+HCO2","771.5658","711.54","335.2955","168.0431","4.95939545454545","5.25939545454545","1066"
"","SM(d14:1/24:0)+HCO2",1,0,0,1,"8.19060303030303","8.49060303030303","273","","SM(d14:1/24:0)+HCO2",8.359391,0,0,8.359391,"8.19060303030303","8.49060303030303","273","","SM(d14:1/24:0)+HCO2",1,0,0,1,"8.19060303030303","8.49060303030303","273","","SM(d14:1/24:0)+HCO2",15213.41,0,0,39075.43,"8.19060303030303","8.49060303030303","273","","SM(d14:1/24:0)+HCO2",803.6295,0,0,168.0431,"8.19060303030303","8.49060303030303","273","","SM(d14:1/24:0)+HCO2","803.6284","743.6026","367.3581","168.0431","8.19060303030303","8.49060303030303","273"
"","SM(d14:1/24:1)+HCO2",0,0,0,0,"7.16355606060606","7.46355606060606","1527","","SM(d14:1/24:1)+HCO2",0,0,0,0,"7.16355606060606","7.46355606060606","1527","","SM(d14:1/24:1)+HCO2",0,0,0,0,"7.16355606060606","7.46355606060606","1527","","SM(d14:1/24:1)+HCO2",0,0,0,0,"7.16355606060606","7.46355606060606","1527","","SM(d14:1/24:1)+HCO2",0,0,0,0,"7.16355606060606","7.46355606060606","1527","","SM(d14:1/24:1)+HCO2","801.6128","741.587","365.3425","168.0431","7.16355606060606","7.46355606060606","1527"
"","SM(d14:1/25:0)+HCO2",1,0,0,1,"8.75086515151515","9.05086515151515","235","","SM(d14:1/25:0)+HCO2",8.90853,0,0,8.90853,"8.75086515151515","9.05086515151515","235","","SM(d14:1/25:0)+HCO2",1,0,0,1,"8.75086515151515","9.05086515151515","235","","SM(d14:1/25:0)+HCO2",10748.71,0,0,16443.98,"8.75086515151515","9.05086515151515","235","","SM(d14:1/25:0)+HCO2",817.6455,0,0,168.0431,"8.75086515151515","9.05086515151515","235","","SM(d14:1/25:0)+HCO2","817.6441","757.6183","381.3738","168.0431","8.75086515151515","9.05086515151515","235"
"","SM(d14:1/26:0)+HCO2",1,0,0,1,"9.26437575757576","9.56437575757576","103","","SM(d14:1/26:0)+HCO2",9.404144,0,0,9.404144,"9.26437575757576","9.56437575757576","103","","SM(d14:1/26:0)+HCO2",3,0,0,3,"9.26437575757576","9.56437575757576","103","","SM(d14:1/26:0)+HCO2",47392.32,0,0,108312.7,"9.26437575757576","9.56437575757576","103","","SM(d14:1/26:0)+HCO2",831.661,0,0,168.043133333333,"9.26437575757576","9.56437575757576","103","","SM(d14:1/26:0)+HCO2","831.6597","771.6339","395.3894","168.0431","9.26437575757576","9.56437575757576","103"
"","SM(d14:1/26:0)+HCO2",1,0,0,1,"9.10172727272727","9.40172727272727","734","","SM(d14:1/26:0)+HCO2",9.284525,0,0,9.284525,"9.10172727272727","9.40172727272727","734","","SM(d14:1/26:0)+HCO2",1,0,0,1,"9.10172727272727","9.40172727272727","734","","SM(d14:1/26:0)+HCO2",1896.261,0,0,2792.568,"9.10172727272727","9.40172727272727","734","","SM(d14:1/26:0)+HCO2",831.6635,0,0,168.0432,"9.10172727272727","9.40172727272727","734","","SM(d14:1/26:0)+HCO2","831.6597","771.6339","395.3894","168.0431","9.10172727272727","9.40172727272727","734"
"","SM(d15:0/15:1)+HCO2",1,0,0,1,"3.06854848484848","3.36854848484848","655","","SM(d15:0/15:1)+HCO2",3.240458,0,0,3.240458,"3.06854848484848","3.36854848484848","655","","SM(d15:0/15:1)+HCO2",1,0,0,1,"3.06854848484848","3.36854848484848","655","","SM(d15:0/15:1)+HCO2",1768.59,0,0,1769.81,"3.06854848484848","3.36854848484848","655","","SM(d15:0/15:1)+HCO2",691.5045,0,0,168.0431,"3.06854848484848","3.36854848484848","655","","SM(d15:0/15:1)+HCO2","691.5032","631.4774","239.2016","168.0431","3.06854848484848","3.36854848484848","655"
"","SM(d15:0/16:1)+HCO2",0,0,0,0,"3.68042878787879","3.98042878787879","1087","","SM(d15:0/16:1)+HCO2",0,0,0,0,"3.68042878787879","3.98042878787879","1087","","SM(d15:0/16:1)+HCO2",0,0,0,0,"3.68042878787879","3.98042878787879","1087","","SM(d15:0/16:1)+HCO2",0,0,0,0,"3.68042878787879","3.98042878787879","1087","","SM(d15:0/16:1)+HCO2",0,0,0,0,"3.68042878787879","3.98042878787879","1087","","SM(d15:0/16:1)+HCO2","705.5189","645.4931","253.2173","168.0431","3.68042878787879","3.98042878787879","1087"
"","SM(d15:0/17:0)+HCO2",0,0,0,0,"4.9380196969697","5.2380196969697","2362","","SM(d15:0/17:0)+HCO2",0,0,0,0,"4.9380196969697","5.2380196969697","2362","","SM(d15:0/17:0)+HCO2",0,0,0,0,"4.9380196969697","5.2380196969697","2362","","SM(d15:0/17:0)+HCO2",0,0,0,0,"4.9380196969697","5.2380196969697","2362","","SM(d15:0/17:0)+HCO2",0,0,0,0,"4.9380196969697","5.2380196969697","2362","","SM(d15:0/17:0)+HCO2","721.5502","661.5244","269.2486","168.0431","4.9380196969697","5.2380196969697","2362"
"","SM(d15:0/17:1)+HCO2",1,0,0,1,"4.38823333333333","4.68823333333333","107","","SM(d15:0/17:1)+HCO2",4.56546,0,0,4.56546,"4.38823333333333","4.68823333333333","107","","SM(d15:0/17:1)+HCO2",1,0,0,1,"4.38823333333333","4.68823333333333","107","","SM(d15:0/17:1)+HCO2",35088.98,0,0,39480.65,"4.38823333333333","4.68823333333333","107","","SM(d15:0/17:1)+HCO2",719.5355,0,0,168.0431,"4.38823333333333","4.68823333333333","107","","SM(d15:0/17:1)+HCO2","719.5345","659.5087","267.2329","168.0431","4.38823333333333","4.68823333333333","107"
"","SM(d15:0/17:2)+HCO2",1,0,0,1,"3.23113181818182","3.53113181818182","416","","SM(d15:0/17:2)+HCO2",3.403066,0,0,3.403066,"3.23113181818182","3.53113181818182","416","","SM(d15:0/17:2)+HCO2",1,0,0,1,"3.23113181818182","3.53113181818182","416","","SM(d15:0/17:2)+HCO2",2229.715,0,0,2252.49,"3.23113181818182","3.53113181818182","416","","SM(d15:0/17:2)+HCO2",717.5184,0,0,168.0431,"3.23113181818182","3.53113181818182","416","","SM(d15:0/17:2)+HCO2","717.5189","657.4931","265.2173","168.0431","3.23113181818182","3.53113181818182","416"
"","SM(d15:0/18:1)+HCO2",1,0,0,1,"5.12009393939394","5.42009393939394","157","","SM(d15:0/18:1)+HCO2",5.307962,0,0,5.307962,"5.12009393939394","5.42009393939394","157","","SM(d15:0/18:1)+HCO2",1,0,0,1,"5.12009393939394","5.42009393939394","157","","SM(d15:0/18:1)+HCO2",10972.12,0,0,18512.45,"5.12009393939394","5.42009393939394","157","","SM(d15:0/18:1)+HCO2",733.5515,0,0,168.0431,"5.12009393939394","5.42009393939394","157","","SM(d15:0/18:1)+HCO2","733.5502","673.5244","281.2486","168.0431","5.12009393939394","5.42009393939394","157"
"","SM(d15:0/18:2)+HCO2",0,0,0,0,"3.91400454545455","4.21400454545455","1719","","SM(d15:0/18:2)+HCO2",0,0,0,0,"3.91400454545455","4.21400454545455","1719","","SM(d15:0/18:2)+HCO2",0,0,0,0,"3.91400454545455","4.21400454545455","1719","","SM(d15:0/18:2)+HCO2",0,0,0,0,"3.91400454545455","4.21400454545455","1719","","SM(d15:0/18:2)+HCO2",0,0,0,0,"3.91400454545455","4.21400454545455","1719","","SM(d15:0/18:2)+HCO2","731.5345","671.5087","279.2329","168.0431","3.91400454545455","4.21400454545455","1719"
"","SM(d15:0/19:0)+HCO2",0,0,0,0,"6.26434696969697","6.56434696969697","884","","SM(d15:0/19:0)+HCO2",0,0,0,0,"6.26434696969697","6.56434696969697","884","","SM(d15:0/19:0)+HCO2",0,0,0,0,"6.26434696969697","6.56434696969697","884","","SM(d15:0/19:0)+HCO2",0,0,0,0,"6.26434696969697","6.56434696969697","884","","SM(d15:0/19:0)+HCO2",0,0,0,0,"6.26434696969697","6.56434696969697","884","","SM(d15:0/19:0)+HCO2","749.5815","689.5557","297.2799","168.0431","6.26434696969697","6.56434696969697","884"
"","SM(d15:0/20:1)+HCO2",0,0,0,0,"6.42851060606061","6.72851060606061","1210","","SM(d15:0/20:1)+HCO2",0,0,0,0,"6.42851060606061","6.72851060606061","1210","","SM(d15:0/20:1)+HCO2",0,0,0,0,"6.42851060606061","6.72851060606061","1210","","SM(d15:0/20:1)+HCO2",0,0,0,0,"6.42851060606061","6.72851060606061","1210","","SM(d15:0/20:1)+HCO2",0,0,0,0,"6.42851060606061","6.72851060606061","1210","","SM(d15:0/20:1)+HCO2","761.5815","701.5557","309.2799","168.0431","6.42851060606061","6.72851060606061","1210"
"","SM(d15:0/20:2)+HCO2",0,0,0,0,"5.30355909090909","5.60355909090909","853","","SM(d15:0/20:2)+HCO2",0,0,0,0,"5.30355909090909","5.60355909090909","853","","SM(d15:0/20:2)+HCO2",0,0,0,0,"5.30355909090909","5.60355909090909","853","","SM(d15:0/20:2)+HCO2",0,0,0,0,"5.30355909090909","5.60355909090909","853","","SM(d15:0/20:2)+HCO2",0,0,0,0,"5.30355909090909","5.60355909090909","853","","SM(d15:0/20:2)+HCO2","759.5658","699.54","307.2642","168.0431","5.30355909090909","5.60355909090909","853"
"","SM(d15:0/23:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d15:0/23:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d15:0/23:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d15:0/23:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d15:0/23:0)+HCO2",0,0,0,0,"8.62740151515151","8.92740151515151","1392","","SM(d15:0/23:0)+HCO2","805.6441","745.6183","353.3425","168.0431","8.62740151515151","8.92740151515151","1392"
"","SM(d15:0/24:1)+HCO2",1,0,0,1,"8.75086515151515","9.05086515151515","235","","SM(d15:0/24:1)+HCO2",8.90853,0,0,8.90853,"8.75086515151515","9.05086515151515","235","","SM(d15:0/24:1)+HCO2",1,0,0,1,"8.75086515151515","9.05086515151515","235","","SM(d15:0/24:1)+HCO2",10748.71,0,0,16443.98,"8.75086515151515","9.05086515151515","235","","SM(d15:0/24:1)+HCO2",817.6455,0,0,168.0431,"8.75086515151515","9.05086515151515","235","","SM(d15:0/24:1)+HCO2","817.6441","757.6183","365.3425","168.0431","8.75086515151515","9.05086515151515","235"
"","SM(d15:0/25:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d15:0/25:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d15:0/25:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d15:0/25:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d15:0/25:0)+HCO2",0,0,0,0,"9.65096666666667","9.95096666666667","611","","SM(d15:0/25:0)+HCO2","833.6754","773.6496","381.3738","168.0431","9.65096666666667","9.95096666666667","611"
"","SM(d15:0/26:0)+HCO2",0,0,0,0,"10.1123318181818","10.4123318181818","1733","","SM(d15:0/26:0)+HCO2",0,0,0,0,"10.1123318181818","10.4123318181818","1733","","SM(d15:0/26:0)+HCO2",0,0,0,0,"10.1123318181818","10.4123318181818","1733","","SM(d15:0/26:0)+HCO2",0,0,0,0,"10.1123318181818","10.4123318181818","1733","","SM(d15:0/26:0)+HCO2",0,0,0,0,"10.1123318181818","10.4123318181818","1733","","SM(d15:0/26:0)+HCO2","847.691","787.6652","395.3894","168.0431","10.1123318181818","10.4123318181818","1733"
"","SM(d15:1/15:0)+HCO2",1,0,0,1,"3.06854848484848","3.36854848484848","655","","SM(d15:1/15:0)+HCO2",3.240458,0,0,3.240458,"3.06854848484848","3.36854848484848","655","","SM(d15:1/15:0)+HCO2",1,0,0,1,"3.06854848484848","3.36854848484848","655","","SM(d15:1/15:0)+HCO2",1768.59,0,0,1769.81,"3.06854848484848","3.36854848484848","655","","SM(d15:1/15:0)+HCO2",691.5045,0,0,168.0431,"3.06854848484848","3.36854848484848","655","","SM(d15:1/15:0)+HCO2","691.5032","631.4774","241.2173","168.0431","3.06854848484848","3.36854848484848","655"
"","SM(d15:1/16:0)+HCO2",0,0,0,0,"3.68042878787879","3.98042878787879","1087","","SM(d15:1/16:0)+HCO2",0,0,0,0,"3.68042878787879","3.98042878787879","1087","","SM(d15:1/16:0)+HCO2",0,0,0,0,"3.68042878787879","3.98042878787879","1087","","SM(d15:1/16:0)+HCO2",0,0,0,0,"3.68042878787879","3.98042878787879","1087","","SM(d15:1/16:0)+HCO2",0,0,0,0,"3.68042878787879","3.98042878787879","1087","","SM(d15:1/16:0)+HCO2","705.5188","645.493","255.2329","168.0431","3.68042878787879","3.98042878787879","1087"
"","SM(d15:1/17:0)+HCO2",1,0,0,1,"4.38823333333333","4.68823333333333","107","","SM(d15:1/17:0)+HCO2",4.56546,0,0,4.56546,"4.38823333333333","4.68823333333333","107","","SM(d15:1/17:0)+HCO2",1,0,0,1,"4.38823333333333","4.68823333333333","107","","SM(d15:1/17:0)+HCO2",35088.98,0,0,39480.65,"4.38823333333333","4.68823333333333","107","","SM(d15:1/17:0)+HCO2",719.5355,0,0,168.0431,"4.38823333333333","4.68823333333333","107","","SM(d15:1/17:0)+HCO2","719.5345","659.5087","269.2486","168.0431","4.38823333333333","4.68823333333333","107"
"","SM(d15:1/17:1)+HCO2",1,0,0,1,"3.23113181818182","3.53113181818182","416","","SM(d15:1/17:1)+HCO2",3.403066,0,0,3.403066,"3.23113181818182","3.53113181818182","416","","SM(d15:1/17:1)+HCO2",1,0,0,1,"3.23113181818182","3.53113181818182","416","","SM(d15:1/17:1)+HCO2",2229.715,0,0,2252.49,"3.23113181818182","3.53113181818182","416","","SM(d15:1/17:1)+HCO2",717.5184,0,0,168.0431,"3.23113181818182","3.53113181818182","416","","SM(d15:1/17:1)+HCO2","717.5188","657.493","267.2329","168.0431","3.23113181818182","3.53113181818182","416"
