"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer_BDS","[M+FA-H]-","[M-H]-","[Sph+CC=O-H]-","[Sph+C=O-CO-3H]-","[Sph-H]-","[Sph-NCCO-3H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer_BDS","[M+FA-H]-","[M-H]-","[Sph+CC=O-H]-","[Sph+C=O-CO-3H]-","[Sph-H]-","[Sph-NCCO-3H]-","RT_min","RT_max","Comment","Number of Scans","Cer_BDS","[M+FA-H]-","[M-H]-","[Sph+CC=O-H]-","[Sph+C=O-CO-3H]-","[Sph-H]-","[Sph-NCCO-3H]-","RT_min","RT_max","Comment","Max Intensity","Cer_BDS","[M+FA-H]-","[M-H]-","[Sph+CC=O-H]-","[Sph+C=O-CO-3H]-","[Sph-H]-","[Sph-NCCO-3H]-","RT_min","RT_max","Comment","Average m/z","Cer_BDS","[M+FA-H]-","[M-H]-","[Sph+CC=O-H]-","[Sph+C=O-CO-3H]-","[Sph-H]-","[Sph-NCCO-3H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer_BDS","[M+FA-H]-","[M-H]-","[Sph+CC=O-H]-","[Sph+C=O-CO-3H]-","[Sph-H]-","[Sph-NCCO-3H]-","RT_min","RT_max","Comment"
"","Cer_BDS(d20:0/22:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d20:0/22:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d20:0/22:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d20:0/22:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d20:0/22:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d20:0/22:0)+HCO2","712.64605","666.64055","370.33325","338.30705","328.32265","267.26985","10.6707424242424","10.9707424242424","1131"
"","Cer_BDS(d20:0/22:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d20:0/22:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d20:0/22:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d20:0/22:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d20:0/22:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d20:0/22:1)+HCO2","710.63045","664.62495","370.33325","338.30705","328.32265","267.26985","10.7806166666667","11.0806166666667","1422"
"","Cer_BDS(d20:0/23:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d20:0/23:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d20:0/23:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d20:0/23:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d20:0/23:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d20:0/23:3)+HCO2","720.61475","674.60935","370.33325","338.30705","328.32265","267.26985","10.9162772727273","11.2162772727273","972"
"","Cer_BDS(d20:0/23:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d20:0/23:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d20:0/23:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d20:0/23:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d20:0/23:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d20:0/23:4)+HCO2","718.59915","672.59365","370.33325","338.30705","328.32265","267.26985","10.0734984848485","10.3734984848485","908"
"","Cer_BDS(d20:0/24:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d20:0/24:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d20:0/24:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d20:0/24:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d20:0/24:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d20:0/24:3)+HCO2","734.63045","688.62495","370.33325","338.30705","328.32265","267.26985","11.3263590909091","11.6263590909091","1402"
"","Cer_BDS(d20:0/24:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d20:0/24:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d20:0/24:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d20:0/24:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d20:0/24:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d20:0/24:4)+HCO2","732.61475","686.60935","370.33325","338.30705","328.32265","267.26985","10.5313909090909","10.8313909090909","1290"
"","Cer_BDS(d20:0/25:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d20:0/25:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d20:0/25:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d20:0/25:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d20:0/25:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d20:0/25:3)+HCO2","748.64605","702.64055","370.33325","338.30705","328.32265","267.26985","11.7283893939394","12.0283893939394","790"
"","Cer_BDS(d20:0/25:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d20:0/25:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d20:0/25:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d20:0/25:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d20:0/25:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d20:0/25:4)+HCO2","746.63045","700.62495","370.33325","338.30705","328.32265","267.26985","10.9594772727273","11.2594772727273","525"
"","Cer_BDS(d20:0/32:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d20:0/32:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d20:0/32:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d20:0/32:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d20:0/32:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d20:0/32:4)+HCO2","844.73995","798.73445","370.33325","338.30705","328.32265","267.26985","12.0117515151515","12.3117515151515","1639"
"","Cer_BDS(d21:0/21:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d21:0/21:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d21:0/21:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d21:0/21:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d21:0/21:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d21:0/21:0)+HCO2","712.64605","666.64055","384.34885","352.32265","342.33835","281.28555","10.6707424242424","10.9707424242424","1131"
"","Cer_BDS(d21:0/21:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d21:0/21:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d21:0/21:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d21:0/21:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d21:0/21:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d21:0/21:1)+HCO2","710.63045","664.62495","384.34885","352.32265","342.33835","281.28555","10.7806166666667","11.0806166666667","1422"
"","Cer_BDS(d21:0/22:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d21:0/22:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d21:0/22:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d21:0/22:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d21:0/22:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d21:0/22:3)+HCO2","720.61475","674.60935","384.34885","352.32265","342.33835","281.28555","10.9162772727273","11.2162772727273","972"
"","Cer_BDS(d21:0/22:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d21:0/22:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d21:0/22:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d21:0/22:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d21:0/22:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d21:0/22:4)+HCO2","718.59915","672.59365","384.34885","352.32265","342.33835","281.28555","10.0734984848485","10.3734984848485","908"
"","Cer_BDS(d21:0/23:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d21:0/23:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d21:0/23:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d21:0/23:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d21:0/23:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d21:0/23:3)+HCO2","734.63045","688.62495","384.34885","352.32265","342.33835","281.28555","11.3263590909091","11.6263590909091","1402"
"","Cer_BDS(d21:0/23:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d21:0/23:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d21:0/23:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d21:0/23:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d21:0/23:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d21:0/23:4)+HCO2","732.61475","686.60935","384.34885","352.32265","342.33835","281.28555","10.5313909090909","10.8313909090909","1290"
"","Cer_BDS(d21:0/24:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d21:0/24:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d21:0/24:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d21:0/24:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d21:0/24:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d21:0/24:3)+HCO2","748.64605","702.64055","384.34885","352.32265","342.33835","281.28555","11.7283893939394","12.0283893939394","790"
"","Cer_BDS(d21:0/24:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d21:0/24:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d21:0/24:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d21:0/24:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d21:0/24:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d21:0/24:4)+HCO2","746.63045","700.62495","384.34885","352.32265","342.33835","281.28555","10.9594772727273","11.2594772727273","525"
"","Cer_BDS(d21:0/31:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d21:0/31:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d21:0/31:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d21:0/31:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d21:0/31:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d21:0/31:4)+HCO2","844.73995","798.73445","384.34885","352.32265","342.33835","281.28555","12.0117515151515","12.3117515151515","1639"
"","Cer_BDS(d22:0/20:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d22:0/20:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d22:0/20:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d22:0/20:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d22:0/20:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d22:0/20:0)+HCO2","712.64605","666.64055","398.36455","366.33835","356.35395","295.30125","10.6707424242424","10.9707424242424","1131"
"","Cer_BDS(d22:0/20:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d22:0/20:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d22:0/20:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d22:0/20:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d22:0/20:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d22:0/20:1)+HCO2","710.63045","664.62495","398.36455","366.33835","356.35395","295.30125","10.7806166666667","11.0806166666667","1422"
"","Cer_BDS(d22:0/21:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d22:0/21:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d22:0/21:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d22:0/21:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d22:0/21:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d22:0/21:3)+HCO2","720.61475","674.60935","398.36455","366.33835","356.35395","295.30125","10.9162772727273","11.2162772727273","972"
"","Cer_BDS(d22:0/21:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d22:0/21:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d22:0/21:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d22:0/21:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d22:0/21:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d22:0/21:4)+HCO2","718.59915","672.59365","398.36455","366.33835","356.35395","295.30125","10.0734984848485","10.3734984848485","908"
"","Cer_BDS(d22:0/22:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d22:0/22:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d22:0/22:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d22:0/22:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d22:0/22:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d22:0/22:3)+HCO2","734.63045","688.62495","398.36455","366.33835","356.35395","295.30125","11.3263590909091","11.6263590909091","1402"
"","Cer_BDS(d22:0/22:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d22:0/22:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d22:0/22:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d22:0/22:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d22:0/22:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d22:0/22:4)+HCO2","732.61475","686.60935","398.36455","366.33835","356.35395","295.30125","10.5313909090909","10.8313909090909","1290"
"","Cer_BDS(d22:0/23:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d22:0/23:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d22:0/23:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d22:0/23:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d22:0/23:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d22:0/23:3)+HCO2","748.64605","702.64055","398.36455","366.33835","356.35395","295.30125","11.7283893939394","12.0283893939394","790"
"","Cer_BDS(d22:0/23:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d22:0/23:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d22:0/23:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d22:0/23:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d22:0/23:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d22:0/23:4)+HCO2","746.63045","700.62495","398.36455","366.33835","356.35395","295.30125","10.9594772727273","11.2594772727273","525"
"","Cer_BDS(d22:0/30:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d22:0/30:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d22:0/30:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d22:0/30:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d22:0/30:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d22:0/30:4)+HCO2","844.73995","798.73445","398.36455","366.33835","356.35395","295.30125","12.0117515151515","12.3117515151515","1639"
"","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"15.1321666666667","15.4321666666667","213","","Cer_BDS(d22:0/36:4)+HCO2","928.83385","882.82835","398.36455","366.33835","356.35395","295.30125","15.1321666666667","15.4321666666667","213"
"","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"14.6627106060606","14.9627106060606","251","","Cer_BDS(d22:0/36:4)+HCO2","928.83385","882.82835","398.36455","366.33835","356.35395","295.30125","14.6627106060606","14.9627106060606","251"
"","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"15.4023196969697","15.7023196969697","304","","Cer_BDS(d22:0/36:4)+HCO2","928.83385","882.82835","398.36455","366.33835","356.35395","295.30125","15.4023196969697","15.7023196969697","304"
"","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"11.2433803030303","11.5433803030303","391","","Cer_BDS(d22:0/36:4)+HCO2","928.83385","882.82835","398.36455","366.33835","356.35395","295.30125","11.2433803030303","11.5433803030303","391"
"","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"2.64635151515152","2.94635151515152","444","","Cer_BDS(d22:0/36:4)+HCO2","928.83385","882.82835","398.36455","366.33835","356.35395","295.30125","2.64635151515152","2.94635151515152","444"
"","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"13.6292787878788","13.9292787878788","450","","Cer_BDS(d22:0/36:4)+HCO2","928.83385","882.82835","398.36455","366.33835","356.35395","295.30125","13.6292787878788","13.9292787878788","450"
"","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"14.1708757575758","14.4708757575758","503","","Cer_BDS(d22:0/36:4)+HCO2","928.83385","882.82835","398.36455","366.33835","356.35395","295.30125","14.1708757575758","14.4708757575758","503"
"","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"4.81551363636364","5.11551363636364","526","","Cer_BDS(d22:0/36:4)+HCO2","928.83385","882.82835","398.36455","366.33835","356.35395","295.30125","4.81551363636364","5.11551363636364","526"
"","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"1.75567727272727","2.05567727272727","546","","Cer_BDS(d22:0/36:4)+HCO2","928.83385","882.82835","398.36455","366.33835","356.35395","295.30125","1.75567727272727","2.05567727272727","546"
"","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"9.9882272727273","10.2882272727273","576","","Cer_BDS(d22:0/36:4)+HCO2","928.83385","882.82835","398.36455","366.33835","356.35395","295.30125","9.9882272727273","10.2882272727273","576"
"","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_BDS(d22:0/36:4)+HCO2",0,0,0,0,0,0,"9.06659848484848","9.36659848484848","649","","Cer_BDS(d22:0/36:4)+HCO2","928.83385","882.82835","398.36455","366.33835","356.35395","295.30125","9.06659848484848","9.36659848484848","649"
