"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","Cer_BDS","[M+FA-H]-","[M-H]-","[Sph+CC=O-H]-","[Sph+C=O-CO-3H]-","[Sph-H]-","[Sph-NCCO-3H]-","RT_min","RT_max","Comment","RT at Max Intensity","Cer_BDS","[M+FA-H]-","[M-H]-","[Sph+CC=O-H]-","[Sph+C=O-CO-3H]-","[Sph-H]-","[Sph-NCCO-3H]-","RT_min","RT_max","Comment","Number of Scans","Cer_BDS","[M+FA-H]-","[M-H]-","[Sph+CC=O-H]-","[Sph+C=O-CO-3H]-","[Sph-H]-","[Sph-NCCO-3H]-","RT_min","RT_max","Comment","Max Intensity","Cer_BDS","[M+FA-H]-","[M-H]-","[Sph+CC=O-H]-","[Sph+C=O-CO-3H]-","[Sph-H]-","[Sph-NCCO-3H]-","RT_min","RT_max","Comment","Average m/z","Cer_BDS","[M+FA-H]-","[M-H]-","[Sph+CC=O-H]-","[Sph+C=O-CO-3H]-","[Sph-H]-","[Sph-NCCO-3H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","Cer_BDS","[M+FA-H]-","[M-H]-","[Sph+CC=O-H]-","[Sph+C=O-CO-3H]-","[Sph-H]-","[Sph-NCCO-3H]-","RT_min","RT_max","Comment"
"","Cer_BDS(d17:0/25:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d17:0/25:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d17:0/25:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d17:0/25:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d17:0/25:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d17:0/25:1)+HCO2","710.63045","664.62495","328.28625","296.26005","286.27565","225.22295","10.7806166666667","11.0806166666667","1422"
"","Cer_BDS(d17:0/26:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d17:0/26:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d17:0/26:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d17:0/26:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d17:0/26:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d17:0/26:3)+HCO2","720.61475","674.60935","328.28625","296.26005","286.27565","225.22295","10.9162772727273","11.2162772727273","972"
"","Cer_BDS(d17:0/26:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d17:0/26:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d17:0/26:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d17:0/26:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d17:0/26:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d17:0/26:4)+HCO2","718.59915","672.59365","328.28625","296.26005","286.27565","225.22295","10.0734984848485","10.3734984848485","908"
"","Cer_BDS(d17:0/27:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d17:0/27:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d17:0/27:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d17:0/27:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d17:0/27:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d17:0/27:3)+HCO2","734.63045","688.62495","328.28625","296.26005","286.27565","225.22295","11.3263590909091","11.6263590909091","1402"
"","Cer_BDS(d17:0/27:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d17:0/27:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d17:0/27:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d17:0/27:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d17:0/27:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d17:0/27:4)+HCO2","732.61475","686.60935","328.28625","296.26005","286.27565","225.22295","10.5313909090909","10.8313909090909","1290"
"","Cer_BDS(d17:0/28:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d17:0/28:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d17:0/28:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d17:0/28:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d17:0/28:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d17:0/28:3)+HCO2","748.64605","702.64055","328.28625","296.26005","286.27565","225.22295","11.7283893939394","12.0283893939394","790"
"","Cer_BDS(d17:0/28:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d17:0/28:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d17:0/28:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d17:0/28:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d17:0/28:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d17:0/28:4)+HCO2","746.63045","700.62495","328.28625","296.26005","286.27565","225.22295","10.9594772727273","11.2594772727273","525"
"","Cer_BDS(d17:0/35:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d17:0/35:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d17:0/35:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d17:0/35:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d17:0/35:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d17:0/35:4)+HCO2","844.73995","798.73445","328.28625","296.26005","286.27565","225.22295","12.0117515151515","12.3117515151515","1639"
"","Cer_BDS(d18:0/24:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d18:0/24:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d18:0/24:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d18:0/24:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d18:0/24:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d18:0/24:0)+HCO2","712.64605","666.64055","342.30195","310.27565","300.29135","239.23865","10.6707424242424","10.9707424242424","1131"
"","Cer_BDS(d18:0/24:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d18:0/24:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d18:0/24:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d18:0/24:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d18:0/24:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d18:0/24:1)+HCO2","710.63045","664.62495","342.30195","310.27565","300.29135","239.23865","10.7806166666667","11.0806166666667","1422"
"","Cer_BDS(d18:0/25:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d18:0/25:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d18:0/25:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d18:0/25:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d18:0/25:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d18:0/25:3)+HCO2","720.61475","674.60935","342.30195","310.27565","300.29135","239.23865","10.9162772727273","11.2162772727273","972"
"","Cer_BDS(d18:0/25:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d18:0/25:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d18:0/25:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d18:0/25:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d18:0/25:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d18:0/25:4)+HCO2","718.59915","672.59365","342.30195","310.27565","300.29135","239.23865","10.0734984848485","10.3734984848485","908"
"","Cer_BDS(d18:0/26:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d18:0/26:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d18:0/26:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d18:0/26:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d18:0/26:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d18:0/26:3)+HCO2","734.63045","688.62495","342.30195","310.27565","300.29135","239.23865","11.3263590909091","11.6263590909091","1402"
"","Cer_BDS(d18:0/26:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d18:0/26:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d18:0/26:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d18:0/26:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d18:0/26:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d18:0/26:4)+HCO2","732.61475","686.60935","342.30195","310.27565","300.29135","239.23865","10.5313909090909","10.8313909090909","1290"
"","Cer_BDS(d18:0/27:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d18:0/27:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d18:0/27:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d18:0/27:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d18:0/27:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d18:0/27:3)+HCO2","748.64605","702.64055","342.30195","310.27565","300.29135","239.23865","11.7283893939394","12.0283893939394","790"
"","Cer_BDS(d18:0/27:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d18:0/27:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d18:0/27:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d18:0/27:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d18:0/27:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d18:0/27:4)+HCO2","746.63045","700.62495","342.30195","310.27565","300.29135","239.23865","10.9594772727273","11.2594772727273","525"
"","Cer_BDS(d18:0/34:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d18:0/34:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d18:0/34:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d18:0/34:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d18:0/34:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d18:0/34:4)+HCO2","844.73995","798.73445","342.30195","310.27565","300.29135","239.23865","12.0117515151515","12.3117515151515","1639"
"","Cer_BDS(d19:0/23:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d19:0/23:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d19:0/23:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d19:0/23:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d19:0/23:0)+HCO2",0,0,0,0,0,0,"10.6707424242424","10.9707424242424","1131","","Cer_BDS(d19:0/23:0)+HCO2","712.64605","666.64055","356.31755","324.29135","314.30705","253.25425","10.6707424242424","10.9707424242424","1131"
"","Cer_BDS(d19:0/23:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d19:0/23:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d19:0/23:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d19:0/23:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d19:0/23:1)+HCO2",0,0,0,0,0,0,"10.7806166666667","11.0806166666667","1422","","Cer_BDS(d19:0/23:1)+HCO2","710.63045","664.62495","356.31755","324.29135","314.30705","253.25425","10.7806166666667","11.0806166666667","1422"
"","Cer_BDS(d19:0/24:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d19:0/24:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d19:0/24:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d19:0/24:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d19:0/24:3)+HCO2",0,0,0,0,0,0,"10.9162772727273","11.2162772727273","972","","Cer_BDS(d19:0/24:3)+HCO2","720.61475","674.60935","356.31755","324.29135","314.30705","253.25425","10.9162772727273","11.2162772727273","972"
"","Cer_BDS(d19:0/24:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d19:0/24:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d19:0/24:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d19:0/24:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d19:0/24:4)+HCO2",0,0,0,0,0,0,"10.0734984848485","10.3734984848485","908","","Cer_BDS(d19:0/24:4)+HCO2","718.59915","672.59365","356.31755","324.29135","314.30705","253.25425","10.0734984848485","10.3734984848485","908"
"","Cer_BDS(d19:0/25:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d19:0/25:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d19:0/25:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d19:0/25:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d19:0/25:3)+HCO2",0,0,0,0,0,0,"11.3263590909091","11.6263590909091","1402","","Cer_BDS(d19:0/25:3)+HCO2","734.63045","688.62495","356.31755","324.29135","314.30705","253.25425","11.3263590909091","11.6263590909091","1402"
"","Cer_BDS(d19:0/25:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d19:0/25:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d19:0/25:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d19:0/25:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d19:0/25:4)+HCO2",0,0,0,0,0,0,"10.5313909090909","10.8313909090909","1290","","Cer_BDS(d19:0/25:4)+HCO2","732.61475","686.60935","356.31755","324.29135","314.30705","253.25425","10.5313909090909","10.8313909090909","1290"
"","Cer_BDS(d19:0/26:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d19:0/26:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d19:0/26:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d19:0/26:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d19:0/26:3)+HCO2",0,0,0,0,0,0,"11.7283893939394","12.0283893939394","790","","Cer_BDS(d19:0/26:3)+HCO2","748.64605","702.64055","356.31755","324.29135","314.30705","253.25425","11.7283893939394","12.0283893939394","790"
"","Cer_BDS(d19:0/26:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d19:0/26:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d19:0/26:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d19:0/26:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d19:0/26:4)+HCO2",0,0,0,0,0,0,"10.9594772727273","11.2594772727273","525","","Cer_BDS(d19:0/26:4)+HCO2","746.63045","700.62495","356.31755","324.29135","314.30705","253.25425","10.9594772727273","11.2594772727273","525"
"","Cer_BDS(d19:0/33:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d19:0/33:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d19:0/33:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d19:0/33:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d19:0/33:4)+HCO2",0,0,0,0,0,0,"12.0117515151515","12.3117515151515","1639","","Cer_BDS(d19:0/33:4)+HCO2","844.73995","798.73445","356.31755","324.29135","314.30705","253.25425","12.0117515151515","12.3117515151515","1639"
