"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","DMPE","[M-H]-","T1_RCOO-","T2_RCOO-","RT_min","RT_max","Comment","RT at Max Intensity","DMPE","[M-H]-","T1_RCOO-","T2_RCOO-","RT_min","RT_max","Comment","Number of Scans","DMPE","[M-H]-","T1_RCOO-","T2_RCOO-","RT_min","RT_max","Comment","Max Intensity","DMPE","[M-H]-","T1_RCOO-","T2_RCOO-","RT_min","RT_max","Comment","Average m/z","DMPE","[M-H]-","T1_RCOO-","T2_RCOO-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","DMPE","[M-H]-","T1_RCOO-","T2_RCOO-","RT_min","RT_max","Comment"
"","DMPE(14:1_18:1)-H",0,0,0,"6.5105303030303","6.8105303030303","1416","","DMPE(14:1_18:1)-H",0,0,0,"6.5105303030303","6.8105303030303","1416","","DMPE(14:1_18:1)-H",0,0,0,"6.5105303030303","6.8105303030303","1416","","DMPE(14:1_18:1)-H",0,0,0,"6.5105303030303","6.8105303030303","1416","","DMPE(14:1_18:1)-H",0,0,0,"6.5105303030303","6.8105303030303","1416","","DMPE(14:1_18:1)-H","714.508","225.18605","281.24865","6.5105303030303","6.8105303030303","1416"
"","DMPE(14:1_20:0)-H",1,0,0,"8.54963333333333","8.84963333333333","1115","","DMPE(14:1_20:0)-H",8.71849,0,0,"8.54963333333333","8.84963333333333","1115","","DMPE(14:1_20:0)-H",1,0,0,"8.54963333333333","8.84963333333333","1115","","DMPE(14:1_20:0)-H",17193.23,0,0,"8.54963333333333","8.84963333333333","1115","","DMPE(14:1_20:0)-H",744.5564,0,0,"8.54963333333333","8.84963333333333","1115","","DMPE(14:1_20:0)-H","744.5549","225.18605","311.29555","8.54963333333333","8.84963333333333","1115"
"","DMPE(14:1_20:1)-H",1,0,0,"7.6800106060606","7.9800106060606","773","","DMPE(14:1_20:1)-H",7.870355,0,0,"7.6800106060606","7.9800106060606","773","","DMPE(14:1_20:1)-H",1,0,0,"7.6800106060606","7.9800106060606","773","","DMPE(14:1_20:1)-H",35126.13,0,0,"7.6800106060606","7.9800106060606","773","","DMPE(14:1_20:1)-H",742.5406,0,0,"7.6800106060606","7.9800106060606","773","","DMPE(14:1_20:1)-H","742.5393","225.18605","309.27995","7.6800106060606","7.9800106060606","773"
"","DMPE(14:1_20:3)-H",0,0,0,"5.65324848484848","5.95324848484848","923","","DMPE(14:1_20:3)-H",0,0,0,"5.65324848484848","5.95324848484848","923","","DMPE(14:1_20:3)-H",0,0,0,"5.65324848484848","5.95324848484848","923","","DMPE(14:1_20:3)-H",0,0,0,"5.65324848484848","5.95324848484848","923","","DMPE(14:1_20:3)-H",0,0,0,"5.65324848484848","5.95324848484848","923","","DMPE(14:1_20:3)-H","738.508","225.18605","305.24865","5.65324848484848","5.95324848484848","923"
"","DMPE(14:1_20:3)-H",0,0,0,"6.33049696969697","6.63049696969697","1643","","DMPE(14:1_20:3)-H",0,0,0,"6.33049696969697","6.63049696969697","1643","","DMPE(14:1_20:3)-H",0,0,0,"6.33049696969697","6.63049696969697","1643","","DMPE(14:1_20:3)-H",0,0,0,"6.33049696969697","6.63049696969697","1643","","DMPE(14:1_20:3)-H",0,0,0,"6.33049696969697","6.63049696969697","1643","","DMPE(14:1_20:3)-H","738.508","225.18605","305.24865","6.33049696969697","6.63049696969697","1643"
"","DMPE(14:1_20:3)-H",0,0,0,"4.35774848484849","4.65774848484849","2622","","DMPE(14:1_20:3)-H",0,0,0,"4.35774848484849","4.65774848484849","2622","","DMPE(14:1_20:3)-H",0,0,0,"4.35774848484849","4.65774848484849","2622","","DMPE(14:1_20:3)-H",0,0,0,"4.35774848484849","4.65774848484849","2622","","DMPE(14:1_20:3)-H",0,0,0,"4.35774848484849","4.65774848484849","2622","","DMPE(14:1_20:3)-H","738.508","225.18605","305.24865","4.35774848484849","4.65774848484849","2622"
"","DMPE(14:1_20:3)-H",0,0,0,"3.80641212121212","4.10641212121212","3147","","DMPE(14:1_20:3)-H",0,0,0,"3.80641212121212","4.10641212121212","3147","","DMPE(14:1_20:3)-H",0,0,0,"3.80641212121212","4.10641212121212","3147","","DMPE(14:1_20:3)-H",0,0,0,"3.80641212121212","4.10641212121212","3147","","DMPE(14:1_20:3)-H",0,0,0,"3.80641212121212","4.10641212121212","3147","","DMPE(14:1_20:3)-H","738.508","225.18605","305.24865","3.80641212121212","4.10641212121212","3147"
"","DMPE(14:1_22:3)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(14:1_22:3)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(14:1_22:3)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(14:1_22:3)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(14:1_22:3)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(14:1_22:3)-H","766.5393","225.18605","333.27995","7.51369545454545","7.81369545454545","835"
"","DMPE(14:1_22:5)-H",1,0,0,"5.9804803030303","6.2804803030303","395","","DMPE(14:1_22:5)-H",6.132894,0,0,"5.9804803030303","6.2804803030303","395","","DMPE(14:1_22:5)-H",1,0,0,"5.9804803030303","6.2804803030303","395","","DMPE(14:1_22:5)-H",49985.39,0,0,"5.9804803030303","6.2804803030303","395","","DMPE(14:1_22:5)-H",762.5093,0,0,"5.9804803030303","6.2804803030303","395","","DMPE(14:1_22:5)-H","762.508","225.18605","329.24865","5.9804803030303","6.2804803030303","395"
"","DMPE(14:1_22:5)-H",0,0,0,"5.44704393939394","5.74704393939394","2550","","DMPE(14:1_22:5)-H",0,0,0,"5.44704393939394","5.74704393939394","2550","","DMPE(14:1_22:5)-H",0,0,0,"5.44704393939394","5.74704393939394","2550","","DMPE(14:1_22:5)-H",0,0,0,"5.44704393939394","5.74704393939394","2550","","DMPE(14:1_22:5)-H",0,0,0,"5.44704393939394","5.74704393939394","2550","","DMPE(14:1_22:5)-H","762.508","225.18605","329.24865","5.44704393939394","5.74704393939394","2550"
"","DMPE(15:0_17:0)-H",1,0,1,"8.47925757575758","8.77925757575758","193","","DMPE(15:0_17:0)-H",8.627286,0,8.627286,"8.47925757575758","8.77925757575758","193","","DMPE(15:0_17:0)-H",1,0,1,"8.47925757575758","8.77925757575758","193","","DMPE(15:0_17:0)-H",381988.7,0,953214.8,"8.47925757575758","8.77925757575758","193","","DMPE(15:0_17:0)-H",718.54,0,269.2486,"8.47925757575758","8.77925757575758","193","","DMPE(15:0_17:0)-H","718.5393","241.21735","269.24865","8.47925757575758","8.77925757575758","193"
"","DMPE(15:0_17:1)-H",0,0,0,"5.62081363636364","5.92081363636364","1824","","DMPE(15:0_17:1)-H",0,0,0,"5.62081363636364","5.92081363636364","1824","","DMPE(15:0_17:1)-H",0,0,0,"5.62081363636364","5.92081363636364","1824","","DMPE(15:0_17:1)-H",0,0,0,"5.62081363636364","5.92081363636364","1824","","DMPE(15:0_17:1)-H",0,0,0,"5.62081363636364","5.92081363636364","1824","","DMPE(15:0_17:1)-H","716.5236","241.21735","267.23295","5.62081363636364","5.92081363636364","1824"
"","DMPE(15:0_17:2)-H",0,0,0,"4.60836818181818","4.90836818181818","1332","","DMPE(15:0_17:2)-H",0,0,0,"4.60836818181818","4.90836818181818","1332","","DMPE(15:0_17:2)-H",0,0,0,"4.60836818181818","4.90836818181818","1332","","DMPE(15:0_17:2)-H",0,0,0,"4.60836818181818","4.90836818181818","1332","","DMPE(15:0_17:2)-H",0,0,0,"4.60836818181818","4.90836818181818","1332","","DMPE(15:0_17:2)-H","714.508","241.21735","265.21735","4.60836818181818","4.90836818181818","1332"
"","DMPE(15:0_17:2)-H",0,0,0,"6.5105303030303","6.8105303030303","1416","","DMPE(15:0_17:2)-H",0,0,0,"6.5105303030303","6.8105303030303","1416","","DMPE(15:0_17:2)-H",0,0,0,"6.5105303030303","6.8105303030303","1416","","DMPE(15:0_17:2)-H",0,0,0,"6.5105303030303","6.8105303030303","1416","","DMPE(15:0_17:2)-H",0,0,0,"6.5105303030303","6.8105303030303","1416","","DMPE(15:0_17:2)-H","714.508","241.21735","265.21735","6.5105303030303","6.8105303030303","1416"
"","DMPE(15:1_17:0)-H",0,0,0,"5.62081363636364","5.92081363636364","1824","","DMPE(15:1_17:0)-H",0,0,0,"5.62081363636364","5.92081363636364","1824","","DMPE(15:1_17:0)-H",0,0,0,"5.62081363636364","5.92081363636364","1824","","DMPE(15:1_17:0)-H",0,0,0,"5.62081363636364","5.92081363636364","1824","","DMPE(15:1_17:0)-H",0,0,0,"5.62081363636364","5.92081363636364","1824","","DMPE(15:1_17:0)-H","716.5236","239.20165","269.24865","5.62081363636364","5.92081363636364","1824"
"","DMPE(15:1_17:1)-H",0,0,0,"4.60836818181818","4.90836818181818","1332","","DMPE(15:1_17:1)-H",0,0,0,"4.60836818181818","4.90836818181818","1332","","DMPE(15:1_17:1)-H",0,0,0,"4.60836818181818","4.90836818181818","1332","","DMPE(15:1_17:1)-H",0,0,0,"4.60836818181818","4.90836818181818","1332","","DMPE(15:1_17:1)-H",0,0,0,"4.60836818181818","4.90836818181818","1332","","DMPE(15:1_17:1)-H","714.5079","239.20165","267.23295","4.60836818181818","4.90836818181818","1332"
"","DMPE(15:1_17:1)-H",0,0,0,"6.5105303030303","6.8105303030303","1416","","DMPE(15:1_17:1)-H",0,0,0,"6.5105303030303","6.8105303030303","1416","","DMPE(15:1_17:1)-H",0,0,0,"6.5105303030303","6.8105303030303","1416","","DMPE(15:1_17:1)-H",0,0,0,"6.5105303030303","6.8105303030303","1416","","DMPE(15:1_17:1)-H",0,0,0,"6.5105303030303","6.8105303030303","1416","","DMPE(15:1_17:1)-H","714.5079","239.20165","267.23295","6.5105303030303","6.8105303030303","1416"
"","DMPE(15:1_19:0)-H",1,0,0,"8.54963333333333","8.84963333333333","1115","","DMPE(15:1_19:0)-H",8.71849,0,0,"8.54963333333333","8.84963333333333","1115","","DMPE(15:1_19:0)-H",1,0,0,"8.54963333333333","8.84963333333333","1115","","DMPE(15:1_19:0)-H",17193.23,0,0,"8.54963333333333","8.84963333333333","1115","","DMPE(15:1_19:0)-H",744.5564,0,0,"8.54963333333333","8.84963333333333","1115","","DMPE(15:1_19:0)-H","744.5549","239.20165","297.27995","8.54963333333333","8.84963333333333","1115"
"","DMPE(16:0_16:0)-H",1,1,1,"8.47925757575758","8.77925757575758","193","","DMPE(16:0_16:0)-H",8.627286,8.627286,8.627286,"8.47925757575758","8.77925757575758","193","","DMPE(16:0_16:0)-H",1,1,1,"8.47925757575758","8.77925757575758","193","","DMPE(16:0_16:0)-H",381988.7,2176.867,2176.867,"8.47925757575758","8.77925757575758","193","","DMPE(16:0_16:0)-H",718.54,255.2331,255.2331,"8.47925757575758","8.77925757575758","193","","DMPE(16:0_16:0)-H","718.5392","255.23295","255.23295","8.47925757575758","8.77925757575758","193"
"","DMPE(16:0_16:1)-H",0,0,0,"5.62081363636364","5.92081363636364","1824","","DMPE(16:0_16:1)-H",0,0,0,"5.62081363636364","5.92081363636364","1824","","DMPE(16:0_16:1)-H",0,0,0,"5.62081363636364","5.92081363636364","1824","","DMPE(16:0_16:1)-H",0,0,0,"5.62081363636364","5.92081363636364","1824","","DMPE(16:0_16:1)-H",0,0,0,"5.62081363636364","5.92081363636364","1824","","DMPE(16:0_16:1)-H","716.5236","255.23295","253.21735","5.62081363636364","5.92081363636364","1824"
"","DMPE(16:0_18:1)-H",1,0,1,"8.54963333333333","8.84963333333333","1115","","DMPE(16:0_18:1)-H",8.71849,0,8.71849,"8.54963333333333","8.84963333333333","1115","","DMPE(16:0_18:1)-H",1,0,1,"8.54963333333333","8.84963333333333","1115","","DMPE(16:0_18:1)-H",17193.23,0,38859.18,"8.54963333333333","8.84963333333333","1115","","DMPE(16:0_18:1)-H",744.5564,0,281.2487,"8.54963333333333","8.84963333333333","1115","","DMPE(16:0_18:1)-H","744.5549","255.23295","281.24865","8.54963333333333","8.84963333333333","1115"
"","DMPE(16:0_18:2)-H",1,0,1,"7.6800106060606","7.9800106060606","773","","DMPE(16:0_18:2)-H",7.870355,0,7.870355,"7.6800106060606","7.9800106060606","773","","DMPE(16:0_18:2)-H",1,0,1,"7.6800106060606","7.9800106060606","773","","DMPE(16:0_18:2)-H",35126.13,0,70062.89,"7.6800106060606","7.9800106060606","773","","DMPE(16:0_18:2)-H",742.5406,0,279.233,"7.6800106060606","7.9800106060606","773","","DMPE(16:0_18:2)-H","742.5392","255.23295","279.23295","7.6800106060606","7.9800106060606","773"
"","DMPE(16:0_18:4)-H",0,0,0,"5.65324848484848","5.95324848484848","923","","DMPE(16:0_18:4)-H",0,0,0,"5.65324848484848","5.95324848484848","923","","DMPE(16:0_18:4)-H",0,0,0,"5.65324848484848","5.95324848484848","923","","DMPE(16:0_18:4)-H",0,0,0,"5.65324848484848","5.95324848484848","923","","DMPE(16:0_18:4)-H",0,0,0,"5.65324848484848","5.95324848484848","923","","DMPE(16:0_18:4)-H","738.5079","255.23295","275.20165","5.65324848484848","5.95324848484848","923"
"","DMPE(16:0_18:4)-H",0,0,0,"6.33049696969697","6.63049696969697","1643","","DMPE(16:0_18:4)-H",0,0,0,"6.33049696969697","6.63049696969697","1643","","DMPE(16:0_18:4)-H",0,0,0,"6.33049696969697","6.63049696969697","1643","","DMPE(16:0_18:4)-H",0,0,0,"6.33049696969697","6.63049696969697","1643","","DMPE(16:0_18:4)-H",0,0,0,"6.33049696969697","6.63049696969697","1643","","DMPE(16:0_18:4)-H","738.5079","255.23295","275.20165","6.33049696969697","6.63049696969697","1643"
"","DMPE(16:0_18:4)-H",0,0,0,"4.35774848484849","4.65774848484849","2622","","DMPE(16:0_18:4)-H",0,0,0,"4.35774848484849","4.65774848484849","2622","","DMPE(16:0_18:4)-H",0,0,0,"4.35774848484849","4.65774848484849","2622","","DMPE(16:0_18:4)-H",0,0,0,"4.35774848484849","4.65774848484849","2622","","DMPE(16:0_18:4)-H",0,0,0,"4.35774848484849","4.65774848484849","2622","","DMPE(16:0_18:4)-H","738.5079","255.23295","275.20165","4.35774848484849","4.65774848484849","2622"
"","DMPE(16:0_18:4)-H",0,0,0,"3.80641212121212","4.10641212121212","3147","","DMPE(16:0_18:4)-H",0,0,0,"3.80641212121212","4.10641212121212","3147","","DMPE(16:0_18:4)-H",0,0,0,"3.80641212121212","4.10641212121212","3147","","DMPE(16:0_18:4)-H",0,0,0,"3.80641212121212","4.10641212121212","3147","","DMPE(16:0_18:4)-H",0,0,0,"3.80641212121212","4.10641212121212","3147","","DMPE(16:0_18:4)-H","738.5079","255.23295","275.20165","3.80641212121212","4.10641212121212","3147"
"","DMPE(16:0_20:4)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(16:0_20:4)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(16:0_20:4)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(16:0_20:4)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(16:0_20:4)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(16:0_20:4)-H","766.5392","255.23295","303.23295","7.51369545454545","7.81369545454545","835"
"","DMPE(16:1_16:1)-H",0,0,0,"4.60836818181818","4.90836818181818","1332","","DMPE(16:1_16:1)-H",0,0,0,"4.60836818181818","4.90836818181818","1332","","DMPE(16:1_16:1)-H",0,0,0,"4.60836818181818","4.90836818181818","1332","","DMPE(16:1_16:1)-H",0,0,0,"4.60836818181818","4.90836818181818","1332","","DMPE(16:1_16:1)-H",0,0,0,"4.60836818181818","4.90836818181818","1332","","DMPE(16:1_16:1)-H","714.508","253.21735","253.21735","4.60836818181818","4.90836818181818","1332"
"","DMPE(16:1_16:1)-H",0,0,0,"6.5105303030303","6.8105303030303","1416","","DMPE(16:1_16:1)-H",0,0,0,"6.5105303030303","6.8105303030303","1416","","DMPE(16:1_16:1)-H",0,0,0,"6.5105303030303","6.8105303030303","1416","","DMPE(16:1_16:1)-H",0,0,0,"6.5105303030303","6.8105303030303","1416","","DMPE(16:1_16:1)-H",0,0,0,"6.5105303030303","6.8105303030303","1416","","DMPE(16:1_16:1)-H","714.508","253.21735","253.21735","6.5105303030303","6.8105303030303","1416"
"","DMPE(16:1_18:0)-H",1,0,1,"8.54963333333333","8.84963333333333","1115","","DMPE(16:1_18:0)-H",8.71849,0,8.71849,"8.54963333333333","8.84963333333333","1115","","DMPE(16:1_18:0)-H",1,0,1,"8.54963333333333","8.84963333333333","1115","","DMPE(16:1_18:0)-H",17193.23,0,10936.85,"8.54963333333333","8.84963333333333","1115","","DMPE(16:1_18:0)-H",744.5564,0,283.2643,"8.54963333333333","8.84963333333333","1115","","DMPE(16:1_18:0)-H","744.5549","253.21735","283.26425","8.54963333333333","8.84963333333333","1115"
"","DMPE(16:1_18:1)-H",1,0,1,"7.6800106060606","7.9800106060606","773","","DMPE(16:1_18:1)-H",7.870355,0,7.870355,"7.6800106060606","7.9800106060606","773","","DMPE(16:1_18:1)-H",1,0,1,"7.6800106060606","7.9800106060606","773","","DMPE(16:1_18:1)-H",35126.13,0,3286.483,"7.6800106060606","7.9800106060606","773","","DMPE(16:1_18:1)-H",742.5406,0,281.2487,"7.6800106060606","7.9800106060606","773","","DMPE(16:1_18:1)-H","742.5393","253.21735","281.24865","7.6800106060606","7.9800106060606","773"
"","DMPE(16:1_18:3)-H",0,0,0,"5.65324848484848","5.95324848484848","923","","DMPE(16:1_18:3)-H",0,0,0,"5.65324848484848","5.95324848484848","923","","DMPE(16:1_18:3)-H",0,0,0,"5.65324848484848","5.95324848484848","923","","DMPE(16:1_18:3)-H",0,0,0,"5.65324848484848","5.95324848484848","923","","DMPE(16:1_18:3)-H",0,0,0,"5.65324848484848","5.95324848484848","923","","DMPE(16:1_18:3)-H","738.508","253.21735","277.21735","5.65324848484848","5.95324848484848","923"
"","DMPE(16:1_18:3)-H",0,0,0,"6.33049696969697","6.63049696969697","1643","","DMPE(16:1_18:3)-H",0,0,0,"6.33049696969697","6.63049696969697","1643","","DMPE(16:1_18:3)-H",0,0,0,"6.33049696969697","6.63049696969697","1643","","DMPE(16:1_18:3)-H",0,0,0,"6.33049696969697","6.63049696969697","1643","","DMPE(16:1_18:3)-H",0,0,0,"6.33049696969697","6.63049696969697","1643","","DMPE(16:1_18:3)-H","738.508","253.21735","277.21735","6.33049696969697","6.63049696969697","1643"
"","DMPE(16:1_18:3)-H",0,0,0,"4.35774848484849","4.65774848484849","2622","","DMPE(16:1_18:3)-H",0,0,0,"4.35774848484849","4.65774848484849","2622","","DMPE(16:1_18:3)-H",0,0,0,"4.35774848484849","4.65774848484849","2622","","DMPE(16:1_18:3)-H",0,0,0,"4.35774848484849","4.65774848484849","2622","","DMPE(16:1_18:3)-H",0,0,0,"4.35774848484849","4.65774848484849","2622","","DMPE(16:1_18:3)-H","738.508","253.21735","277.21735","4.35774848484849","4.65774848484849","2622"
"","DMPE(16:1_18:3)-H",0,0,0,"3.80641212121212","4.10641212121212","3147","","DMPE(16:1_18:3)-H",0,0,0,"3.80641212121212","4.10641212121212","3147","","DMPE(16:1_18:3)-H",0,0,0,"3.80641212121212","4.10641212121212","3147","","DMPE(16:1_18:3)-H",0,0,0,"3.80641212121212","4.10641212121212","3147","","DMPE(16:1_18:3)-H",0,0,0,"3.80641212121212","4.10641212121212","3147","","DMPE(16:1_18:3)-H","738.508","253.21735","277.21735","3.80641212121212","4.10641212121212","3147"
"","DMPE(16:1_20:3)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(16:1_20:3)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(16:1_20:3)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(16:1_20:3)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(16:1_20:3)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(16:1_20:3)-H","766.5393","253.21735","305.24865","7.51369545454545","7.81369545454545","835"
"","DMPE(16:1_20:5)-H",1,0,0,"5.9804803030303","6.2804803030303","395","","DMPE(16:1_20:5)-H",6.132894,0,0,"5.9804803030303","6.2804803030303","395","","DMPE(16:1_20:5)-H",1,0,0,"5.9804803030303","6.2804803030303","395","","DMPE(16:1_20:5)-H",49985.39,0,0,"5.9804803030303","6.2804803030303","395","","DMPE(16:1_20:5)-H",762.5093,0,0,"5.9804803030303","6.2804803030303","395","","DMPE(16:1_20:5)-H","762.508","253.21735","301.21735","5.9804803030303","6.2804803030303","395"
"","DMPE(16:1_20:5)-H",0,0,0,"5.44704393939394","5.74704393939394","2550","","DMPE(16:1_20:5)-H",0,0,0,"5.44704393939394","5.74704393939394","2550","","DMPE(16:1_20:5)-H",0,0,0,"5.44704393939394","5.74704393939394","2550","","DMPE(16:1_20:5)-H",0,0,0,"5.44704393939394","5.74704393939394","2550","","DMPE(16:1_20:5)-H",0,0,0,"5.44704393939394","5.74704393939394","2550","","DMPE(16:1_20:5)-H","762.508","253.21735","301.21735","5.44704393939394","5.74704393939394","2550"
"","DMPE(17:0_17:1)-H",1,0,0,"8.54963333333333","8.84963333333333","1115","","DMPE(17:0_17:1)-H",8.71849,0,0,"8.54963333333333","8.84963333333333","1115","","DMPE(17:0_17:1)-H",1,0,0,"8.54963333333333","8.84963333333333","1115","","DMPE(17:0_17:1)-H",17193.23,0,0,"8.54963333333333","8.84963333333333","1115","","DMPE(17:0_17:1)-H",744.5564,0,0,"8.54963333333333","8.84963333333333","1115","","DMPE(17:0_17:1)-H","744.5549","269.24865","267.23295","8.54963333333333","8.84963333333333","1115"
"","DMPE(17:0_17:2)-H",1,0,0,"7.6800106060606","7.9800106060606","773","","DMPE(17:0_17:2)-H",7.870355,0,0,"7.6800106060606","7.9800106060606","773","","DMPE(17:0_17:2)-H",1,0,0,"7.6800106060606","7.9800106060606","773","","DMPE(17:0_17:2)-H",35126.13,0,0,"7.6800106060606","7.9800106060606","773","","DMPE(17:0_17:2)-H",742.5406,0,0,"7.6800106060606","7.9800106060606","773","","DMPE(17:0_17:2)-H","742.5393","269.24865","265.21735","7.6800106060606","7.9800106060606","773"
"","DMPE(17:1_17:1)-H",1,0,0,"7.6800106060606","7.9800106060606","773","","DMPE(17:1_17:1)-H",7.870355,0,0,"7.6800106060606","7.9800106060606","773","","DMPE(17:1_17:1)-H",1,0,0,"7.6800106060606","7.9800106060606","773","","DMPE(17:1_17:1)-H",35126.13,0,0,"7.6800106060606","7.9800106060606","773","","DMPE(17:1_17:1)-H",742.5406,0,0,"7.6800106060606","7.9800106060606","773","","DMPE(17:1_17:1)-H","742.5392","267.23295","267.23295","7.6800106060606","7.9800106060606","773"
"","DMPE(17:2_17:2)-H",0,0,0,"5.65324848484848","5.95324848484848","923","","DMPE(17:2_17:2)-H",0,0,0,"5.65324848484848","5.95324848484848","923","","DMPE(17:2_17:2)-H",0,0,0,"5.65324848484848","5.95324848484848","923","","DMPE(17:2_17:2)-H",0,0,0,"5.65324848484848","5.95324848484848","923","","DMPE(17:2_17:2)-H",0,0,0,"5.65324848484848","5.95324848484848","923","","DMPE(17:2_17:2)-H","738.508","265.21735","265.21735","5.65324848484848","5.95324848484848","923"
"","DMPE(17:2_17:2)-H",0,0,0,"6.33049696969697","6.63049696969697","1643","","DMPE(17:2_17:2)-H",0,0,0,"6.33049696969697","6.63049696969697","1643","","DMPE(17:2_17:2)-H",0,0,0,"6.33049696969697","6.63049696969697","1643","","DMPE(17:2_17:2)-H",0,0,0,"6.33049696969697","6.63049696969697","1643","","DMPE(17:2_17:2)-H",0,0,0,"6.33049696969697","6.63049696969697","1643","","DMPE(17:2_17:2)-H","738.508","265.21735","265.21735","6.33049696969697","6.63049696969697","1643"
"","DMPE(17:2_17:2)-H",0,0,0,"4.35774848484849","4.65774848484849","2622","","DMPE(17:2_17:2)-H",0,0,0,"4.35774848484849","4.65774848484849","2622","","DMPE(17:2_17:2)-H",0,0,0,"4.35774848484849","4.65774848484849","2622","","DMPE(17:2_17:2)-H",0,0,0,"4.35774848484849","4.65774848484849","2622","","DMPE(17:2_17:2)-H",0,0,0,"4.35774848484849","4.65774848484849","2622","","DMPE(17:2_17:2)-H","738.508","265.21735","265.21735","4.35774848484849","4.65774848484849","2622"
"","DMPE(17:2_17:2)-H",0,0,0,"3.80641212121212","4.10641212121212","3147","","DMPE(17:2_17:2)-H",0,0,0,"3.80641212121212","4.10641212121212","3147","","DMPE(17:2_17:2)-H",0,0,0,"3.80641212121212","4.10641212121212","3147","","DMPE(17:2_17:2)-H",0,0,0,"3.80641212121212","4.10641212121212","3147","","DMPE(17:2_17:2)-H",0,0,0,"3.80641212121212","4.10641212121212","3147","","DMPE(17:2_17:2)-H","738.508","265.21735","265.21735","3.80641212121212","4.10641212121212","3147"
"","DMPE(18:0_18:4)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(18:0_18:4)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(18:0_18:4)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(18:0_18:4)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(18:0_18:4)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(18:0_18:4)-H","766.5392","283.26425","275.20165","7.51369545454545","7.81369545454545","835"
"","DMPE(18:1_18:3)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(18:1_18:3)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(18:1_18:3)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(18:1_18:3)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(18:1_18:3)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(18:1_18:3)-H","766.5393","281.24865","277.21735","7.51369545454545","7.81369545454545","835"
"","DMPE(18:2_18:2)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(18:2_18:2)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(18:2_18:2)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(18:2_18:2)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(18:2_18:2)-H",0,0,0,"7.51369545454545","7.81369545454545","835","","DMPE(18:2_18:2)-H","766.5392","279.23295","279.23295","7.51369545454545","7.81369545454545","835"
"","DMPE(18:2_18:4)-H",1,0,0,"5.9804803030303","6.2804803030303","395","","DMPE(18:2_18:4)-H",6.132894,0,0,"5.9804803030303","6.2804803030303","395","","DMPE(18:2_18:4)-H",1,0,0,"5.9804803030303","6.2804803030303","395","","DMPE(18:2_18:4)-H",49985.39,0,0,"5.9804803030303","6.2804803030303","395","","DMPE(18:2_18:4)-H",762.5093,0,0,"5.9804803030303","6.2804803030303","395","","DMPE(18:2_18:4)-H","762.5079","279.23295","275.20165","5.9804803030303","6.2804803030303","395"
"","DMPE(18:2_18:4)-H",0,0,0,"5.44704393939394","5.74704393939394","2550","","DMPE(18:2_18:4)-H",0,0,0,"5.44704393939394","5.74704393939394","2550","","DMPE(18:2_18:4)-H",0,0,0,"5.44704393939394","5.74704393939394","2550","","DMPE(18:2_18:4)-H",0,0,0,"5.44704393939394","5.74704393939394","2550","","DMPE(18:2_18:4)-H",0,0,0,"5.44704393939394","5.74704393939394","2550","","DMPE(18:2_18:4)-H","762.5079","279.23295","275.20165","5.44704393939394","5.74704393939394","2550"
