"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","GlcCer_AP","[M+FA-H]-","[M-H]-","[M-C6H10O5-H]-","[FA+NC(C)CO-H]-","[FA+NCC-3H]-","[FA+O-H]-","[FA-CO-3H]-","[C6H12O6-H]-","RT_min","RT_max","Comment","RT at Max Intensity","GlcCer_AP","[M+FA-H]-","[M-H]-","[M-C6H10O5-H]-","[FA+NC(C)CO-H]-","[FA+NCC-3H]-","[FA+O-H]-","[FA-CO-3H]-","[C6H12O6-H]-","RT_min","RT_max","Comment","Number of Scans","GlcCer_AP","[M+FA-H]-","[M-H]-","[M-C6H10O5-H]-","[FA+NC(C)CO-H]-","[FA+NCC-3H]-","[FA+O-H]-","[FA-CO-3H]-","[C6H12O6-H]-","RT_min","RT_max","Comment","Max Intensity","GlcCer_AP","[M+FA-H]-","[M-H]-","[M-C6H10O5-H]-","[FA+NC(C)CO-H]-","[FA+NCC-3H]-","[FA+O-H]-","[FA-CO-3H]-","[C6H12O6-H]-","RT_min","RT_max","Comment","Average m/z","GlcCer_AP","[M+FA-H]-","[M-H]-","[M-C6H10O5-H]-","[FA+NC(C)CO-H]-","[FA+NCC-3H]-","[FA+O-H]-","[FA-CO-3H]-","[C6H12O6-H]-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","GlcCer_AP","[M+FA-H]-","[M-H]-","[M-C6H10O5-H]-","[FA+NC(C)CO-H]-","[FA+NCC-3H]-","[FA+O-H]-","[FA-CO-3H]-","[C6H12O6-H]-","RT_min","RT_max","Comment"
"","GlcCer_AP(t18:1/26:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t18:1/26:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t18:1/26:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t18:1/26:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t18:1/26:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t18:1/26:3)+HCO2","910.66245","864.65705","702.60415","460.37905","430.36855","405.33795","359.33245","179.05615","10.0432939393939","10.3432939393939","1021"
"","GlcCer_AP(t18:1/27:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t18:1/27:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t18:1/27:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t18:1/27:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t18:1/27:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t18:1/27:3)+HCO2","924.67815","878.67265","716.61985","474.39475","444.38415","419.35365","373.34815","179.05615","10.4961333333333","10.7961333333333","518"
"","GlcCer_AP(t18:1/27:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t18:1/27:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t18:1/27:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t18:1/27:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t18:1/27:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t18:1/27:4)+HCO2","922.66245","876.65705","714.60415","472.37905","442.36855","417.33795","371.33245","179.05615","9.50528636363636","9.80528636363636","970"
"","GlcCer_AP(t19:1/24:3)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t19:1/24:3)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t19:1/24:3)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t19:1/24:3)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t19:1/24:3)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t19:1/24:3)+HCO2","896.64685","850.64135","688.58855","432.34775","402.33725","377.30665","331.30115","179.05615","9.57360303030303","9.87360303030303","721"
"","GlcCer_AP(t19:1/25:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t19:1/25:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t19:1/25:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t19:1/25:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t19:1/25:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t19:1/25:3)+HCO2","910.66245","864.65705","702.60415","446.36345","416.35285","391.32235","345.31685","179.05615","10.0432939393939","10.3432939393939","1021"
"","GlcCer_AP(t19:1/26:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t19:1/26:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t19:1/26:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t19:1/26:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t19:1/26:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t19:1/26:3)+HCO2","924.67815","878.67265","716.61985","460.37905","430.36855","405.33795","359.33245","179.05615","10.4961333333333","10.7961333333333","518"
"","GlcCer_AP(t19:1/26:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t19:1/26:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t19:1/26:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t19:1/26:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t19:1/26:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t19:1/26:4)+HCO2","922.66245","876.65705","714.60415","458.36345","428.35285","403.32235","357.31685","179.05615","9.50528636363636","9.80528636363636","970"
"","GlcCer_AP(t20:1/23:3)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t20:1/23:3)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t20:1/23:3)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t20:1/23:3)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t20:1/23:3)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t20:1/23:3)+HCO2","896.64685","850.64135","688.58855","418.33215","388.32155","363.29105","317.28555","179.05615","9.57360303030303","9.87360303030303","721"
"","GlcCer_AP(t20:1/24:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t20:1/24:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t20:1/24:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t20:1/24:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t20:1/24:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t20:1/24:3)+HCO2","910.66245","864.65705","702.60415","432.34775","402.33725","377.30665","331.30115","179.05615","10.0432939393939","10.3432939393939","1021"
"","GlcCer_AP(t20:1/25:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t20:1/25:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t20:1/25:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t20:1/25:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t20:1/25:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t20:1/25:3)+HCO2","924.67815","878.67265","716.61985","446.36345","416.35285","391.32235","345.31685","179.05615","10.4961333333333","10.7961333333333","518"
"","GlcCer_AP(t20:1/25:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t20:1/25:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t20:1/25:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t20:1/25:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t20:1/25:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t20:1/25:4)+HCO2","922.66245","876.65705","714.60415","444.34775","414.33725","389.30665","343.30115","179.05615","9.50528636363636","9.80528636363636","970"
"","GlcCer_AP(t21:1/22:3)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t21:1/22:3)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t21:1/22:3)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t21:1/22:3)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t21:1/22:3)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t21:1/22:3)+HCO2","896.64685","850.64135","688.58855","404.31645","374.30595","349.27535","303.26985","179.05615","9.57360303030303","9.87360303030303","721"
"","GlcCer_AP(t21:1/23:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t21:1/23:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t21:1/23:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t21:1/23:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t21:1/23:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t21:1/23:3)+HCO2","910.66245","864.65705","702.60415","418.33215","388.32155","363.29105","317.28555","179.05615","10.0432939393939","10.3432939393939","1021"
"","GlcCer_AP(t21:1/24:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t21:1/24:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t21:1/24:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t21:1/24:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t21:1/24:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t21:1/24:3)+HCO2","924.67815","878.67265","716.61985","432.34775","402.33725","377.30665","331.30115","179.05615","10.4961333333333","10.7961333333333","518"
"","GlcCer_AP(t21:1/24:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t21:1/24:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t21:1/24:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t21:1/24:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t21:1/24:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t21:1/24:4)+HCO2","922.66245","876.65705","714.60415","430.33215","400.32155","375.29105","329.28555","179.05615","9.50528636363636","9.80528636363636","970"
"","GlcCer_AP(t22:1/21:3)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t22:1/21:3)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t22:1/21:3)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t22:1/21:3)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t22:1/21:3)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t22:1/21:3)+HCO2","896.64685","850.64135","688.58855","390.30085","360.29025","335.25975","289.25425","179.05615","9.57360303030303","9.87360303030303","721"
"","GlcCer_AP(t22:1/22:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t22:1/22:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t22:1/22:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t22:1/22:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t22:1/22:3)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t22:1/22:3)+HCO2","910.66245","864.65705","702.60415","404.31645","374.30595","349.27535","303.26985","179.05615","10.0432939393939","10.3432939393939","1021"
"","GlcCer_AP(t22:1/23:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t22:1/23:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t22:1/23:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t22:1/23:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t22:1/23:3)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t22:1/23:3)+HCO2","924.67815","878.67265","716.61985","418.33215","388.32155","363.29105","317.28555","179.05615","10.4961333333333","10.7961333333333","518"
"","GlcCer_AP(t22:1/23:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t22:1/23:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t22:1/23:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t22:1/23:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t22:1/23:4)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t22:1/23:4)+HCO2","922.66245","876.65705","714.60415","416.31645","386.30595","361.27535","315.26985","179.05615","9.50528636363636","9.80528636363636","970"
"","GlcCer_AP(t16:2/20:4)+HCO2",0,0,0,0,0,0,0,0,"4.77342121212121","5.07342121212121","3948","","GlcCer_AP(t16:2/20:4)+HCO2",0,0,0,0,0,0,0,0,"4.77342121212121","5.07342121212121","3948","","GlcCer_AP(t16:2/20:4)+HCO2",0,0,0,0,0,0,0,0,"4.77342121212121","5.07342121212121","3948","","GlcCer_AP(t16:2/20:4)+HCO2",0,0,0,0,0,0,0,0,"4.77342121212121","5.07342121212121","3948","","GlcCer_AP(t16:2/20:4)+HCO2",0,0,0,0,0,0,0,0,"4.77342121212121","5.07342121212121","3948","","GlcCer_AP(t16:2/20:4)+HCO2","794.50595","748.50055","586.44765","374.26955","344.25895","319.22845","273.22295","179.05615","4.77342121212121","5.07342121212121","3948"
"","GlcCer_AP(t16:2/27:2)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t16:2/27:2)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t16:2/27:2)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t16:2/27:2)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t16:2/27:2)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t16:2/27:2)+HCO2","896.64685","850.64135","688.58855","476.41045","446.39985","421.36925","375.36385","179.05615","9.57360303030303","9.87360303030303","721"
"","GlcCer_AP(t16:2/28:2)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t16:2/28:2)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t16:2/28:2)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t16:2/28:2)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t16:2/28:2)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t16:2/28:2)+HCO2","910.66245","864.65705","702.60415","490.42605","460.41545","435.38495","389.37945","179.05615","10.0432939393939","10.3432939393939","1021"
"","GlcCer_AP(t16:2/29:2)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t16:2/29:2)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t16:2/29:2)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t16:2/29:2)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t16:2/29:2)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t16:2/29:2)+HCO2","924.67815","878.67265","716.61985","504.44165","474.43115","449.40055","403.39505","179.05615","10.4961333333333","10.7961333333333","518"
"","GlcCer_AP(t16:2/29:3)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t16:2/29:3)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t16:2/29:3)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t16:2/29:3)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t16:2/29:3)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t16:2/29:3)+HCO2","922.66245","876.65705","714.60415","502.42605","472.41545","447.38495","401.37945","179.05615","9.50528636363636","9.80528636363636","970"
"","GlcCer_AP(t17:2/19:4)+HCO2",0,0,0,0,0,0,0,0,"4.77342121212121","5.07342121212121","3948","","GlcCer_AP(t17:2/19:4)+HCO2",0,0,0,0,0,0,0,0,"4.77342121212121","5.07342121212121","3948","","GlcCer_AP(t17:2/19:4)+HCO2",0,0,0,0,0,0,0,0,"4.77342121212121","5.07342121212121","3948","","GlcCer_AP(t17:2/19:4)+HCO2",0,0,0,0,0,0,0,0,"4.77342121212121","5.07342121212121","3948","","GlcCer_AP(t17:2/19:4)+HCO2",0,0,0,0,0,0,0,0,"4.77342121212121","5.07342121212121","3948","","GlcCer_AP(t17:2/19:4)+HCO2","794.50595","748.50055","586.44765","360.25385","330.24335","305.21275","259.20725","179.05615","4.77342121212121","5.07342121212121","3948"
"","GlcCer_AP(t17:2/26:2)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t17:2/26:2)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t17:2/26:2)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t17:2/26:2)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t17:2/26:2)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t17:2/26:2)+HCO2","896.64685","850.64135","688.58855","462.39475","432.38415","407.35365","361.34815","179.05615","9.57360303030303","9.87360303030303","721"
"","GlcCer_AP(t17:2/27:2)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t17:2/27:2)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t17:2/27:2)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t17:2/27:2)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t17:2/27:2)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t17:2/27:2)+HCO2","910.66245","864.65705","702.60415","476.41045","446.39985","421.36925","375.36385","179.05615","10.0432939393939","10.3432939393939","1021"
"","GlcCer_AP(t17:2/28:2)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t17:2/28:2)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t17:2/28:2)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t17:2/28:2)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t17:2/28:2)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t17:2/28:2)+HCO2","924.67815","878.67265","716.61985","490.42605","460.41545","435.38495","389.37945","179.05615","10.4961333333333","10.7961333333333","518"
"","GlcCer_AP(t17:2/28:3)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t17:2/28:3)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t17:2/28:3)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t17:2/28:3)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t17:2/28:3)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t17:2/28:3)+HCO2","922.66245","876.65705","714.60415","488.41045","458.39985","433.36925","387.36385","179.05615","9.50528636363636","9.80528636363636","970"
"","GlcCer_AP(t18:2/18:4)+HCO2",0,0,0,0,0,0,0,0,"4.77342121212121","5.07342121212121","3948","","GlcCer_AP(t18:2/18:4)+HCO2",0,0,0,0,0,0,0,0,"4.77342121212121","5.07342121212121","3948","","GlcCer_AP(t18:2/18:4)+HCO2",0,0,0,0,0,0,0,0,"4.77342121212121","5.07342121212121","3948","","GlcCer_AP(t18:2/18:4)+HCO2",0,0,0,0,0,0,0,0,"4.77342121212121","5.07342121212121","3948","","GlcCer_AP(t18:2/18:4)+HCO2",0,0,0,0,0,0,0,0,"4.77342121212121","5.07342121212121","3948","","GlcCer_AP(t18:2/18:4)+HCO2","794.50595","748.50055","586.44765","346.23825","316.22765","291.19715","245.19165","179.05615","4.77342121212121","5.07342121212121","3948"
"","GlcCer_AP(t18:2/25:2)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t18:2/25:2)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t18:2/25:2)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t18:2/25:2)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t18:2/25:2)+HCO2",0,0,0,0,0,0,0,0,"9.57360303030303","9.87360303030303","721","","GlcCer_AP(t18:2/25:2)+HCO2","896.64685","850.64135","688.58855","448.37905","418.36855","393.33795","347.33245","179.05615","9.57360303030303","9.87360303030303","721"
"","GlcCer_AP(t18:2/26:2)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t18:2/26:2)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t18:2/26:2)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t18:2/26:2)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t18:2/26:2)+HCO2",0,0,0,0,0,0,0,0,"10.0432939393939","10.3432939393939","1021","","GlcCer_AP(t18:2/26:2)+HCO2","910.66245","864.65705","702.60415","462.39475","432.38415","407.35365","361.34815","179.05615","10.0432939393939","10.3432939393939","1021"
"","GlcCer_AP(t18:2/27:2)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t18:2/27:2)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t18:2/27:2)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t18:2/27:2)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t18:2/27:2)+HCO2",0,0,0,0,0,0,0,0,"10.4961333333333","10.7961333333333","518","","GlcCer_AP(t18:2/27:2)+HCO2","924.67815","878.67265","716.61985","476.41045","446.39985","421.36925","375.36385","179.05615","10.4961333333333","10.7961333333333","518"
"","GlcCer_AP(t18:2/27:3)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t18:2/27:3)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t18:2/27:3)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t18:2/27:3)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t18:2/27:3)+HCO2",0,0,0,0,0,0,0,0,"9.50528636363636","9.80528636363636","970","","GlcCer_AP(t18:2/27:3)+HCO2","922.66245","876.65705","714.60415","474.39475","444.38415","419.35365","373.34815","179.05615","9.50528636363636","9.80528636363636","970"
