"Confirmed fragments if intensity is above 1000 and number of scans is greater than or equal to 1","PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","RT at Max Intensity","PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Number of Scans","PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Max Intensity","PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Average m/z","PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment","Theoretical, Library Parent Hits","PC","[M+HCO2]-","NL_CH3&HCO2","NL_Choline&HCO2","NL_T1Ketene&CH3&HCO2","NL_T2Ketene&CH3&HCO3","NL_T1RCOOH&CH3&HCO2","NL_T2RCOOH&CH3&HCO3","GlyceroPC_NLCH3&H2O","T1_RCOO-","T2_RCOO-","PC_NLCH3","Glycerol-3-phosphate_NLH2O","H2PO4-","PO3-","RT_min","RT_max","Comment"
"","PC(14:0_24:0)+HCO2",1,1,1,0,0,0,0,1,0,0,1,0,0,0,"10.1595363636364","10.4595363636364","89","","PC(14:0_24:0)+HCO2",10.32845,10.32845,10.32845,0,0,0,0,10.32845,0,0,10.32845,0,0,0,"10.1595363636364","10.4595363636364","89","","PC(14:0_24:0)+HCO2",1,1,1,0,0,0,0,1,0,0,1,0,0,0,"10.1595363636364","10.4595363636364","89","","PC(14:0_24:0)+HCO2",69707.85,1162879,3989.507,0,0,0,0,10164,0,0,20165.84,0,0,0,"10.1595363636364","10.4595363636364","89","","PC(14:0_24:0)+HCO2",862.6552,802.634,731.5605,0,0,0,0,224.0694,0,0,168.0431,0,0,0,"10.1595363636364","10.4595363636364","89","","PC(14:0_24:0)+HCO2","862.65428","802.63314","731.55964","592.43477","452.27827","574.42421","434.26771","224.06881","227.20165","367.35815","168.04314","152.99586","96.96964","78.95852","10.1595363636364","10.4595363636364","89"
"","PC(14:0_24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.23479090909091","9.53479090909091","1578","","PC(14:0_24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.23479090909091","9.53479090909091","1578","","PC(14:0_24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.23479090909091","9.53479090909091","1578","","PC(14:0_24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.23479090909091","9.53479090909091","1578","","PC(14:0_24:1)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9.23479090909091","9.53479090909091","1578","","PC(14:0_24:1)+HCO2","860.63868","800.61754","729.54404","590.41917","452.27827","572.40861","434.26771","224.06881","227.20165","365.34255","168.04314","152.99586","96.96964","78.95852","9.23479090909091","9.53479090909091","1578"
"","PC(14:0_26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.0084575757576","11.3084575757576","1560","","PC(14:0_26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.0084575757576","11.3084575757576","1560","","PC(14:0_26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.0084575757576","11.3084575757576","1560","","PC(14:0_26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.0084575757576","11.3084575757576","1560","","PC(14:0_26:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.0084575757576","11.3084575757576","1560","","PC(14:0_26:0)+HCO2","890.68558","830.66444","759.59094","620.46607","452.27827","602.45551","434.26771","224.06881","227.20165","395.38945","168.04314","152.99586","96.96964","78.95852","11.0084575757576","11.3084575757576","1560"
"","PC(14:1_16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.66369090909091","4.96369090909091","3080","","PC(14:1_16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.66369090909091","4.96369090909091","3080","","PC(14:1_16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.66369090909091","4.96369090909091","3080","","PC(14:1_16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.66369090909091","4.96369090909091","3080","","PC(14:1_16:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.66369090909091","4.96369090909091","3080","","PC(14:1_16:0)+HCO2","748.51348","688.49234","617.41884","480.30957","450.26267","462.29901","432.25211","224.06881","225.18605","255.23295","168.04314","152.99586","96.96964","78.95852","4.66369090909091","4.96369090909091","3080"
"","PC(14:1_17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.52695606060606","7.82695606060606","949","","PC(14:1_17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.52695606060606","7.82695606060606","949","","PC(14:1_17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.52695606060606","7.82695606060606","949","","PC(14:1_17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.52695606060606","7.82695606060606","949","","PC(14:1_17:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.52695606060606","7.82695606060606","949","","PC(14:1_17:0)+HCO2","762.52918","702.50804","631.43454","494.32527","450.26267","476.31471","432.25211","224.06881","225.18605","269.24865","168.04314","152.99586","96.96964","78.95852","7.52695606060606","7.82695606060606","949"
"","PC(14:1_18:0)+HCO2",1,1,0,0,0,0,0,1,0,0,1,0,0,0,"5.97987878787879","6.27987878787879","160","","PC(14:1_18:0)+HCO2",6.165564,6.165564,0,0,0,0,0,6.165564,0,0,6.165564,0,0,0,"5.97987878787879","6.27987878787879","160","","PC(14:1_18:0)+HCO2",1,1,0,0,0,0,0,1,0,0,1,0,0,0,"5.97987878787879","6.27987878787879","160","","PC(14:1_18:0)+HCO2",7300.446,142560.1,0,0,0,0,0,2118.297,0,0,1848.398,0,0,0,"5.97987878787879","6.27987878787879","160","","PC(14:1_18:0)+HCO2",776.5465,716.5245,0,0,0,0,0,224.0696,0,0,168.0433,0,0,0,"5.97987878787879","6.27987878787879","160","","PC(14:1_18:0)+HCO2","776.54478","716.52364","645.45014","508.34087","450.26267","490.33031","432.25211","224.06881","225.18605","283.26425","168.04314","152.99586","96.96964","78.95852","5.97987878787879","6.27987878787879","160"
"","PC(14:1_18:0)+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.8329303030303","8.1329303030303","782","","PC(14:1_18:0)+HCO2",8.003457,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.8329303030303","8.1329303030303","782","","PC(14:1_18:0)+HCO2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.8329303030303","8.1329303030303","782","","PC(14:1_18:0)+HCO2",55092.88,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.8329303030303","8.1329303030303","782","","PC(14:1_18:0)+HCO2",776.5453,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.8329303030303","8.1329303030303","782","","PC(14:1_18:0)+HCO2","776.54478","716.52364","645.45014","508.34087","450.26267","490.33031","432.25211","224.06881","225.18605","283.26425","168.04314","152.99586","96.96964","78.95852","7.8329303030303","8.1329303030303","782"
"","PC(14:1_18:0)+HCO2",1,1,0,0,0,0,0,1,0,0,1,0,0,0,"6.10964166666667","6.40964166666667","2194","","PC(14:1_18:0)+HCO2",6.165564,6.165564,0,0,0,0,0,6.165564,0,0,6.165564,0,0,0,"6.10964166666667","6.40964166666667","2194","","PC(14:1_18:0)+HCO2",1,1,0,0,0,0,0,1,0,0,1,0,0,0,"6.10964166666667","6.40964166666667","2194","","PC(14:1_18:0)+HCO2",7300.446,142560.1,0,0,0,0,0,2118.297,0,0,1848.398,0,0,0,"6.10964166666667","6.40964166666667","2194","","PC(14:1_18:0)+HCO2",776.5465,716.5245,0,0,0,0,0,224.0696,0,0,168.0433,0,0,0,"6.10964166666667","6.40964166666667","2194","","PC(14:1_18:0)+HCO2","776.54478","716.52364","645.45014","508.34087","450.26267","490.33031","432.25211","224.06881","225.18605","283.26425","168.04314","152.99586","96.96964","78.95852","6.10964166666667","6.40964166666667","2194"
"","PC(14:1_18:1)+HCO2",1,1,0,0,0,0,0,0,0,0,1,0,0,0,"4.99847121212121","5.29847121212121","226","","PC(14:1_18:1)+HCO2",5.170068,5.170068,0,0,0,0,0,5.170068,0,0,5.170068,0,0,0,"4.99847121212121","5.29847121212121","226","","PC(14:1_18:1)+HCO2",1,1,0,0,0,0,0,1,0,0,1,0,0,0,"4.99847121212121","5.29847121212121","226","","PC(14:1_18:1)+HCO2",6730.892,100768.3,0,0,0,0,0,544.9714,0,0,1052.632,0,0,0,"4.99847121212121","5.29847121212121","226","","PC(14:1_18:1)+HCO2",774.5306,714.5089,0,0,0,0,0,224.0692,0,0,168.0431,0,0,0,"4.99847121212121","5.29847121212121","226","","PC(14:1_18:1)+HCO2","774.52918","714.50804","643.43454","506.32527","450.26267","488.31471","432.25211","224.06881","225.18605","281.24865","168.04314","152.99586","96.96964","78.95852","4.99847121212121","5.29847121212121","226"
"","PC(14:1_18:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.93952727272727","6.23952727272727","902","","PC(14:1_18:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.93952727272727","6.23952727272727","902","","PC(14:1_18:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.93952727272727","6.23952727272727","902","","PC(14:1_18:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.93952727272727","6.23952727272727","902","","PC(14:1_18:2)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.93952727272727","6.23952727272727","902","","PC(14:1_18:2)+HCO2","772.51348","712.49234","641.41884","504.30957","450.26267","486.29901","432.25211","224.06881","225.18605","279.23295","168.04314","152.99586","96.96964","78.95852","5.93952727272727","6.23952727272727","902"
"","PC(14:1_19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.59304242424242","6.89304242424242","2477","","PC(14:1_19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.59304242424242","6.89304242424242","2477","","PC(14:1_19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.59304242424242","6.89304242424242","2477","","PC(14:1_19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.59304242424242","6.89304242424242","2477","","PC(14:1_19:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.59304242424242","6.89304242424242","2477","","PC(14:1_19:0)+HCO2","790.56048","730.53934","659.46584","522.35657","450.26267","504.34601","432.25211","224.06881","225.18605","297.27995","168.04314","152.99586","96.96964","78.95852","6.59304242424242","6.89304242424242","2477"
"","PC(14:1_20:0)+HCO2",1,1,1,0,0,0,0,1,0,0,1,0,0,0,"7.16090151515151","7.46090151515151","155","","PC(14:1_20:0)+HCO2",7.344148,7.344148,7.344148,0,0,0,0,7.344148,0,0,7.344148,0,0,0,"7.16090151515151","7.46090151515151","155","","PC(14:1_20:0)+HCO2",2,2,2,0,0,0,0,2,0,0,2,0,0,0,"7.16090151515151","7.46090151515151","155","","PC(14:1_20:0)+HCO2",50404.5,1030113,3237.91,0,0,0,0,10147.14,0,0,20008.07,0,0,0,"7.16090151515151","7.46090151515151","155","","PC(14:1_20:0)+HCO2",804.5769,744.55555,673.4816,0,0,0,0,224.0693,0,0,168.04315,0,0,0,"7.16090151515151","7.46090151515151","155","","PC(14:1_20:0)+HCO2","804.57608","744.55494","673.48144","536.37217","450.26267","518.36161","432.25211","224.06881","225.18605","311.29555","168.04314","152.99586","96.96964","78.95852","7.16090151515151","7.46090151515151","155"
"","PC(14:1_20:1)+HCO2",1,1,1,0,0,0,0,1,0,0,1,1,0,0,"6.24482727272727","6.54482727272727","70","","PC(14:1_20:1)+HCO2",6.367817,6.367817,6.367817,0,0,0,0,6.367817,0,0,6.367817,6.367817,0,0,"6.24482727272727","6.54482727272727","70","","PC(14:1_20:1)+HCO2",2,2,2,0,0,0,0,2,0,0,2,1,0,0,"6.24482727272727","6.54482727272727","70","","PC(14:1_20:1)+HCO2",124890,2809615,10346.54,0,0,0,0,42620.08,0,0,74273.19,1353.82,0,0,"6.24482727272727","6.54482727272727","70","","PC(14:1_20:1)+HCO2",802.56105,742.53995,671.46725,0,0,0,0,224.06935,0,0,168.04315,152.9958,0,0,"6.24482727272727","6.54482727272727","70","","PC(14:1_20:1)+HCO2","802.56048","742.53934","671.46584","534.35657","450.26267","516.34601","432.25211","224.06881","225.18605","309.27995","168.04314","152.99586","96.96964","78.95852","6.24482727272727","6.54482727272727","70"
"","PC(14:1_20:1)+HCO2",1,1,1,0,0,0,0,1,0,0,1,1,0,0,"6.0695696969697","6.3695696969697","500","","PC(14:1_20:1)+HCO2",6.367817,6.367817,6.367817,0,0,0,0,6.367817,0,0,6.367817,6.367817,0,0,"6.0695696969697","6.3695696969697","500","","PC(14:1_20:1)+HCO2",2,2,1,0,0,0,0,2,0,0,2,1,0,0,"6.0695696969697","6.3695696969697","500","","PC(14:1_20:1)+HCO2",124890,2809615,10346.54,0,0,0,0,42620.08,0,0,74273.19,1353.82,0,0,"6.0695696969697","6.3695696969697","500","","PC(14:1_20:1)+HCO2",802.56165,742.5402,671.467,0,0,0,0,224.0693,0,0,168.043,152.9958,0,0,"6.0695696969697","6.3695696969697","500","","PC(14:1_20:1)+HCO2","802.56048","742.53934","671.46584","534.35657","450.26267","516.34601","432.25211","224.06881","225.18605","309.27995","168.04314","152.99586","96.96964","78.95852","6.0695696969697","6.3695696969697","500"
"","PC(14:1_20:2)+HCO2",1,1,0,0,0,0,0,1,0,0,1,0,0,0,"5.38637727272727","5.68637727272727","185","","PC(14:1_20:2)+HCO2",5.500496,5.500496,0,0,0,0,0,5.500496,0,0,5.500496,0,0,0,"5.38637727272727","5.68637727272727","185","","PC(14:1_20:2)+HCO2",2,2,0,0,0,0,0,1,0,0,1,0,0,0,"5.38637727272727","5.68637727272727","185","","PC(14:1_20:2)+HCO2",9038.361,161578.9,0,0,0,0,0,1166.311,0,0,1125.914,0,0,0,"5.38637727272727","5.68637727272727","185","","PC(14:1_20:2)+HCO2",800.54545,740.52435,0,0,0,0,0,224.0695,0,0,168.0431,0,0,0,"5.38637727272727","5.68637727272727","185","","PC(14:1_20:2)+HCO2","800.54478","740.52364","669.45014","532.34087","450.26267","514.33031","432.25211","224.06881","225.18605","307.26425","168.04314","152.99586","96.96964","78.95852","5.38637727272727","5.68637727272727","185"
"","PC(14:1_20:2)+HCO2",1,1,0,0,0,0,0,0,0,0,1,0,0,0,"5.13399242424242","5.43399242424242","191","","PC(14:1_20:2)+HCO2",5.235445,5.235445,0,0,0,0,0,5.235445,0,0,5.235445,0,0,0,"5.13399242424242","5.43399242424242","191","","PC(14:1_20:2)+HCO2",2,2,0,0,0,0,0,2,0,0,2,0,0,0,"5.13399242424242","5.43399242424242","191","","PC(14:1_20:2)+HCO2",8043.59,163694.5,0,0,0,0,0,950.9617,0,0,2408.292,0,0,0,"5.13399242424242","5.43399242424242","191","","PC(14:1_20:2)+HCO2",800.54535,740.5246,0,0,0,0,0,224.06955,0,0,168.04315,0,0,0,"5.13399242424242","5.43399242424242","191","","PC(14:1_20:2)+HCO2","800.54478","740.52364","669.45014","532.34087","450.26267","514.33031","432.25211","224.06881","225.18605","307.26425","168.04314","152.99586","96.96964","78.95852","5.13399242424242","5.43399242424242","191"
"","PC(14:1_20:2)+HCO2",1,1,0,0,0,0,0,0,0,0,1,0,0,0,"5.5910696969697","5.8910696969697","244","","PC(14:1_20:2)+HCO2",5.76282,5.76282,0,0,0,0,0,5.76282,0,0,5.76282,0,0,0,"5.5910696969697","5.8910696969697","244","","PC(14:1_20:2)+HCO2",2,2,0,0,0,0,0,1,0,0,1,0,0,0,"5.5910696969697","5.8910696969697","244","","PC(14:1_20:2)+HCO2",7286.93,119882,0,0,0,0,0,565.5018,0,0,1209.121,0,0,0,"5.5910696969697","5.8910696969697","244","","PC(14:1_20:2)+HCO2",800.54575,740.5245,0,0,0,0,0,224.0692,0,0,168.043,0,0,0,"5.5910696969697","5.8910696969697","244","","PC(14:1_20:2)+HCO2","800.54478","740.52364","669.45014","532.34087","450.26267","514.33031","432.25211","224.06881","225.18605","307.26425","168.04314","152.99586","96.96964","78.95852","5.5910696969697","5.8910696969697","244"
"","PC(14:1_20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","PC(14:1_20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","PC(14:1_20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","PC(14:1_20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","PC(14:1_20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4.7790303030303","5.0790303030303","844","","PC(14:1_20:3)+HCO2","798.52918","738.50804","667.43454","530.32527","450.26267","512.31471","432.25211","224.06881","225.18605","305.24865","168.04314","152.99586","96.96964","78.95852","4.7790303030303","5.0790303030303","844"
"","PC(14:1_20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","PC(14:1_20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","PC(14:1_20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","PC(14:1_20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","PC(14:1_20:3)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6.00865757575758","6.30865757575758","1893","","PC(14:1_20:3)+HCO2","798.52918","738.50804","667.43454","530.32527","450.26267","512.31471","432.25211","224.06881","225.18605","305.24865","168.04314","152.99586","96.96964","78.95852","6.00865757575758","6.30865757575758","1893"
"","PC(14:1_20:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","PC(14:1_20:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","PC(14:1_20:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","PC(14:1_20:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","PC(14:1_20:4)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5.74913636363636","6.04913636363636","976","","PC(14:1_20:4)+HCO2","796.51348","736.49234","665.41884","528.30957","450.26267","510.29901","432.25211","224.06881","225.18605","303.23295","168.04314","152.99586","96.96964","78.95852","5.74913636363636","6.04913636363636","976"
"","PC(14:1_21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.75165","8.05165","1796","","PC(14:1_21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.75165","8.05165","1796","","PC(14:1_21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.75165","8.05165","1796","","PC(14:1_21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.75165","8.05165","1796","","PC(14:1_21:0)+HCO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7.75165","8.05165","1796","","PC(14:1_21:0)+HCO2","818.59178","758.57064","687.49714","550.38787","450.26267","532.37731","432.25211","224.06881","225.18605","325.31125","168.04314","152.99586","96.96964","78.95852","7.75165","8.05165","1796"
"","PC(14:1_22:0)+HCO2",1,1,0,0,0,0,0,1,0,0,1,0,0,0,"8.2811803030303","8.5811803030303","271","","PC(14:1_22:0)+HCO2",8.490902,8.490902,0,0,0,0,0,8.364598,0,0,8.364598,0,0,0,"8.2811803030303","8.5811803030303","271","","PC(14:1_22:0)+HCO2",2,2,0,0,0,0,0,2,0,0,2,0,0,0,"8.2811803030303","8.5811803030303","271","","PC(14:1_22:0)+HCO2",13619.73,211040.5,0,0,0,0,0,4407.311,0,0,6497.327,0,0,0,"8.2811803030303","8.5811803030303","271","","PC(14:1_22:0)+HCO2",832.60875,772.58725,0,0,0,0,0,224.06935,0,0,168.0432,0,0,0,"8.2811803030303","8.5811803030303","271","","PC(14:1_22:0)+HCO2","832.60738","772.58624","701.51274","564.40347","450.26267","546.39291","432.25211","224.06881","225.18605","339.32685","168.04314","152.99586","96.96964","78.95852","8.2811803030303","8.5811803030303","271"
"","PC(14:1_22:1)+HCO2",1,1,1,0,0,0,0,1,0,0,1,0,0,0,"7.41247424242424","7.71247424242424","162","","PC(14:1_22:1)+HCO2",7.607316,7.607316,7.607316,0,0,0,0,7.607316,0,0,7.607316,7.607316,0,0,"7.41247424242424","7.71247424242424","162","","PC(14:1_22:1)+HCO2",2,2,2,0,0,0,0,2,0,0,2,1,0,0,"7.41247424242424","7.71247424242424","162","","PC(14:1_22:1)+HCO2",52563.86,1089333,2932.957,0,0,0,0,13527.83,0,0,25065.56,812.0924,0,0,"7.41247424242424","7.71247424242424","162","","PC(14:1_22:1)+HCO2",830.59265,770.57145,699.499,0,0,0,0,224.06935,0,0,168.0432,152.9957,0,0,"7.41247424242424","7.71247424242424","162","","PC(14:1_22:1)+HCO2","830.59178","770.57064","699.49714","562.38787","450.26267","544.37731","432.25211","224.06881","225.18605","337.31125","168.04314","152.99586","96.96964","78.95852","7.41247424242424","7.71247424242424","162"
"","PC(14:1_22:2)+HCO2",1,1,0,0,0,0,0,1,0,0,1,0,0,0,"6.54269393939394","6.84269393939394","187","","PC(14:1_22:2)+HCO2",6.64095,6.64095,0,0,0,0,0,6.64095,0,0,6.64095,0,0,0,"6.54269393939394","6.84269393939394","187","","PC(14:1_22:2)+HCO2",2,2,0,0,0,0,0,2,0,0,2,0,0,0,"6.54269393939394","6.84269393939394","187","","PC(14:1_22:2)+HCO2",20734.85,512728.2,0,0,0,0,0,5768.036,0,0,11874.64,0,0,0,"6.54269393939394","6.84269393939394","187","","PC(14:1_22:2)+HCO2",828.57695,768.5557,0,0,0,0,0,224.0693,0,0,168.04315,0,0,0,"6.54269393939394","6.84269393939394","187","","PC(14:1_22:2)+HCO2","828.57608","768.55494","697.48144","560.37217","450.26267","542.36161","432.25211","224.06881","225.18605","335.29555","168.04314","152.99586","96.96964","78.95852","6.54269393939394","6.84269393939394","187"
"","PC(14:1_22:2)+HCO2",1,1,0,0,0,0,0,1,0,0,1,0,0,0,"6.33619848484848","6.63619848484848","219","","PC(14:1_22:2)+HCO2",6.523652,6.523652,0,0,0,0,0,6.523652,0,0,6.523652,0,0,0,"6.33619848484848","6.63619848484848","219","","PC(14:1_22:2)+HCO2",1,1,0,0,0,0,0,1,0,0,1,0,0,0,"6.33619848484848","6.63619848484848","219","","PC(14:1_22:2)+HCO2",18346.02,374353.8,0,0,0,0,0,5355.836,0,0,7841.293,0,0,0,"6.33619848484848","6.63619848484848","219","","PC(14:1_22:2)+HCO2",828.5771,768.5555,0,0,0,0,0,224.0694,0,0,168.0431,0,0,0,"6.33619848484848","6.63619848484848","219","","PC(14:1_22:2)+HCO2","828.57608","768.55494","697.48144","560.37217","450.26267","542.36161","432.25211","224.06881","225.18605","335.29555","168.04314","152.99586","96.96964","78.95852","6.33619848484848","6.63619848484848","219"
"","PC(14:1_22:3)+HCO2",1,1,1,0,0,0,0,1,0,0,1,0,0,0,"6.04034545454545","6.34034545454545","46","","PC(14:1_22:3)+HCO2",6.155149,6.155149,6.155149,0,0,0,0,6.155149,0,0,6.155149,6.155149,0,0,"6.04034545454545","6.34034545454545","46","","PC(14:1_22:3)+HCO2",3,3,2,0,0,0,0,2,0,0,3,1,0,0,"6.04034545454545","6.34034545454545","46","","PC(14:1_22:3)+HCO2",62905.66,1628196,4489.441,0,0,0,0,29245.71,0,0,47033.29,905.15,0,0,"6.04034545454545","6.34034545454545","46","","PC(14:1_22:3)+HCO2",826.561466666667,766.540233333333,695.46685,0,0,0,0,224.06945,0,0,168.043166666667,152.9958,0,0,"6.04034545454545","6.34034545454545","46","","PC(14:1_22:3)+HCO2","826.56048","766.53934","695.46584","558.35657","450.26267","540.34601","432.25211","224.06881","225.18605","333.27995","168.04314","152.99586","96.96964","78.95852","6.04034545454545","6.34034545454545","46"
"","PC(14:1_22:3)+HCO2",1,1,0,0,0,0,0,1,0,0,1,0,0,0,"5.38873333333333","5.68873333333333","83","","PC(14:1_22:3)+HCO2",5.628545,5.628545,0,0,0,0,0,5.628545,0,0,5.628545,0,0,0,"5.38873333333333","5.68873333333333","83","","PC(14:1_22:3)+HCO2",1,1,0,0,0,0,0,1,0,0,1,0,0,0,"5.38873333333333","5.68873333333333","83","","PC(14:1_22:3)+HCO2",8589.773,198295.4,0,0,0,0,0,2871.334,0,0,4134.799,0,0,0,"5.38873333333333","5.68873333333333","83","","PC(14:1_22:3)+HCO2",826.5615,766.5401,0,0,0,0,0,224.0694,0,0,168.0431,0,0,0,"5.38873333333333","5.68873333333333","83","","PC(14:1_22:3)+HCO2","826.56048","766.53934","695.46584","558.35657","450.26267","540.34601","432.25211","224.06881","225.18605","333.27995","168.04314","152.99586","96.96964","78.95852","5.38873333333333","5.68873333333333","83"
